store_id,daily_footfall,conversion_rate,weather_condition,date
126,2556,0.22,Cloudy,2020-11-10 15:45:13
473,730,0.32,Rainy,2022-01-06 23:52:28
267,2475,0.22,Cloudy,2018-11-22 23:39:09
3,2072,0.26,Cloudy,2019-09-25 02:48:29
170,2761,0.36,Rainy,2018-03-28 06:38:17
58,2295,0.13,Rainy,2019-06-07 06:02:10
476,1280,0.06,Cloudy,2019-01-27 06:46:28
393,1503,0.39,Cloudy,2020-01-18 02:45:42
467,967,0.29,Sunny,2023-08-15 20:08:17
77,1842,0.07,Rainy,2021-08-20 10:36:27
21,152,0.24,Rainy,2018-08-23 10:25:32
475,1210,0.21,Cloudy,2022-02-23 01:07:23
471,1181,0.09,Rainy,2018-10-13 21:25:09
65,2721,0.29,Cloudy,2021-07-01 14:06:12
347,2151,0.27,Cloudy,2019-08-18 21:42:02
163,1230,0.12,Cloudy,2021-09-19 22:28:25
374,373,0.07,Sunny,2018-04-15 08:35:56
248,2683,0.14,Sunny,2023-04-18 00:29:30
97,310,0.21,Cloudy,2024-02-03 14:20:31
198,228,0.07,Sunny,2022-07-04 21:16:03
344,1726,0.24,Rainy,2020-05-16 12:45:28
407,2742,0.06,Sunny,2018-10-23 06:37:20
406,2047,0.22,Rainy,2022-08-17 17:58:20
459,2690,0.09,Cloudy,2020-01-31 18:47:38
41,1574,0.39,Sunny,2022-04-07 23:35:33
51,893,0.06,Cloudy,2021-11-08 11:45:38
180,2806,0.21,Rainy,2019-03-24 22:40:46
275,707,0.18,Sunny,2019-11-22 18:30:47
296,2936,0.26,Cloudy,2020-12-03 00:16:20
218,2322,0.15,Sunny,2022-06-29 18:05:21
332,1774,0.1,Rainy,2018-11-25 03:39:51
415,1028,0.14,Rainy,2024-10-28 14:52:46
474,499,0.25,Cloudy,2020-04-15 13:24:06
371,1948,0.33,Cloudy,2023-12-15 11:00:01
125,2637,0.36,Sunny,2020-01-24 01:04:17
229,2572,0.25,Rainy,2023-03-02 13:34:56
135,1218,0.23,Cloudy,2019-02-19 14:41:17
468,248,0.14,Sunny,2024-12-23 08:50:02
378,707,0.4,Rainy,2018-04-22 05:56:07
165,310,0.39,Cloudy,2020-04-10 16:33:48
113,197,0.3,Rainy,2024-11-10 15:33:24
212,1946,0.18,Sunny,2023-11-16 20:01:13
271,1877,0.28,Cloudy,2022-06-03 16:33:19
464,235,0.24,Cloudy,2022-07-28 14:39:49
414,2696,0.14,Sunny,2022-10-24 19:03:10
239,1659,0.2,Sunny,2020-07-30 18:47:33
216,2218,0.07,Cloudy,2018-09-17 08:59:13
139,1419,0.38,Sunny,2022-01-01 06:39:12
161,1439,0.27,Sunny,2018-11-30 04:54:23
273,1415,0.12,Cloudy,2019-08-12 08:49:14
373,997,0.39,Sunny,2022-11-16 17:50:29
464,2932,0.36,Rainy,2022-11-21 22:09:59
30,2175,0.09,Rainy,2020-03-03 18:25:41
321,1943,0.12,Sunny,2023-08-08 18:49:05
431,779,0.16,Rainy,2023-10-16 16:38:29
351,1061,0.31,Sunny,2020-05-22 10:21:39
428,2981,0.35,Cloudy,2018-08-25 02:23:56
238,392,0.34,Sunny,2021-12-24 22:01:40
21,252,0.33,Cloudy,2020-11-29 02:37:16
101,2915,0.23,Rainy,2022-04-12 23:41:04
292,400,0.13,Rainy,2020-01-14 13:31:14
308,2090,0.25,Rainy,2022-07-24 07:38:13
31,234,0.09,Rainy,2021-11-09 09:31:15
59,1023,0.24,Rainy,2024-11-25 01:44:47
314,86,0.28,Rainy,2021-02-10 21:21:58
144,782,0.1,Rainy,2020-12-27 21:13:59
176,1048,0.38,Rainy,2020-08-15 12:17:22
95,1959,0.08,Rainy,2024-01-29 00:59:54
183,2578,0.22,Cloudy,2022-03-22 12:07:34
143,1672,0.34,Cloudy,2023-05-12 05:05:48
338,2519,0.13,Rainy,2023-03-11 02:34:26
419,2697,0.24,Rainy,2022-01-24 05:00:15
146,2279,0.26,Rainy,2018-08-10 20:00:28
420,1195,0.23,Rainy,2023-11-16 22:19:33
308,1640,0.31,Rainy,2019-01-26 19:41:46
290,2762,0.31,Rainy,2024-07-15 16:41:28
339,1559,0.27,Cloudy,2019-04-08 05:23:04
303,1427,0.28,Cloudy,2019-07-23 14:28:27
431,558,0.38,Rainy,2024-10-23 14:12:11
32,2065,0.29,Sunny,2019-12-27 14:03:17
106,2646,0.37,Cloudy,2021-02-21 01:31:26
297,1709,0.13,Cloudy,2020-11-27 09:14:30
108,2545,0.28,Rainy,2019-06-29 17:48:51
75,1582,0.26,Cloudy,2023-10-27 16:26:50
235,878,0.05,Rainy,2021-10-18 12:11:14
198,2268,0.36,Cloudy,2021-01-07 19:35:18
485,2495,0.09,Cloudy,2023-01-27 13:24:34
142,453,0.13,Cloudy,2022-02-05 03:14:45
414,1029,0.2,Cloudy,2022-04-08 08:11:20
21,2704,0.12,Rainy,2021-10-06 04:14:26
98,2207,0.35,Cloudy,2022-10-02 10:30:30
106,2329,0.23,Sunny,2023-07-21 00:02:59
165,77,0.31,Cloudy,2019-03-11 21:03:55
360,1133,0.22,Cloudy,2019-11-24 18:26:01
452,873,0.23,Sunny,2023-11-11 05:18:33
381,1302,0.32,Cloudy,2021-03-25 06:54:03
418,180,0.26,Rainy,2022-06-06 14:07:12
350,2165,0.06,Rainy,2023-06-25 19:38:47
257,2538,0.18,Rainy,2018-03-14 12:10:53
266,1021,0.33,Sunny,2022-08-17 15:01:49
277,1157,0.35,Sunny,2023-09-16 12:14:15
230,2692,0.2,Rainy,2018-10-30 16:08:35
284,1856,0.31,Cloudy,2018-04-02 10:34:55
393,2990,0.31,Cloudy,2024-04-30 10:49:32
232,1379,0.37,Sunny,2018-05-14 21:43:30
19,2220,0.24,Sunny,2022-05-16 23:49:12
63,2052,0.16,Sunny,2019-09-06 08:44:41
436,1585,0.4,Rainy,2019-08-02 08:08:15
204,1207,0.22,Sunny,2024-04-25 16:22:02
381,1354,0.05,Sunny,2019-02-28 17:57:10
104,340,0.16,Rainy,2022-06-22 18:17:30
17,2159,0.29,Sunny,2023-02-18 15:01:57
216,1494,0.19,Rainy,2022-08-23 12:24:07
66,2293,0.19,Cloudy,2018-02-01 19:07:13
311,2826,0.37,Cloudy,2023-11-22 15:41:43
130,1869,0.08,Cloudy,2019-05-14 14:51:14
152,1531,0.35,Sunny,2018-05-17 07:45:32
238,1114,0.13,Cloudy,2022-03-20 02:47:58
284,2458,0.25,Rainy,2022-01-20 06:37:34
160,1009,0.17,Sunny,2024-10-07 01:56:43
436,1681,0.1,Sunny,2020-01-23 17:16:00
103,628,0.29,Rainy,2023-09-19 08:55:24
201,915,0.25,Sunny,2023-03-06 17:10:16
479,992,0.16,Sunny,2021-02-03 07:30:16
268,1048,0.3,Sunny,2022-03-15 10:18:29
51,344,0.12,Cloudy,2024-03-24 21:21:19
326,1692,0.25,Cloudy,2022-02-04 11:43:12
334,2005,0.13,Sunny,2018-01-08 04:38:23
467,2760,0.29,Rainy,2021-08-22 06:31:18
480,838,0.14,Cloudy,2023-12-29 13:15:19
70,1887,0.29,Rainy,2023-06-15 04:37:11
201,2551,0.3,Rainy,2021-12-09 07:53:35
233,1972,0.28,Sunny,2023-03-26 12:13:46
491,1409,0.22,Rainy,2018-02-03 20:27:24
279,2754,0.05,Cloudy,2018-08-31 00:58:16
362,1614,0.29,Rainy,2021-02-24 21:30:09
474,2550,0.08,Cloudy,2019-03-18 17:44:59
321,441,0.11,Rainy,2021-07-05 17:37:05
493,2315,0.37,Sunny,2021-08-18 11:22:15
117,2967,0.17,Sunny,2020-05-30 17:46:37
295,2269,0.25,Cloudy,2022-10-25 05:35:08
496,1653,0.09,Rainy,2022-09-29 15:17:44
336,1380,0.18,Sunny,2024-04-02 16:11:51
280,1792,0.14,Sunny,2022-04-26 00:43:16
297,2075,0.35,Rainy,2019-12-12 09:18:06
246,1444,0.06,Sunny,2021-05-25 06:40:40
350,819,0.39,Cloudy,2022-03-21 12:48:56
361,1629,0.23,Rainy,2023-11-16 17:48:16
265,526,0.16,Sunny,2023-08-04 08:39:33
179,676,0.16,Cloudy,2019-12-14 20:34:20
266,1233,0.4,Sunny,2021-08-05 03:59:24
140,882,0.11,Cloudy,2022-07-30 08:00:10
239,1705,0.19,Sunny,2019-04-15 23:14:16
434,1445,0.2,Rainy,2021-12-28 08:08:52
425,2921,0.13,Cloudy,2022-03-31 14:55:18
472,2152,0.09,Rainy,2018-02-25 13:47:22
45,986,0.36,Rainy,2022-01-13 01:34:54
322,2399,0.31,Rainy,2022-01-16 09:35:42
388,2580,0.22,Rainy,2024-04-26 00:56:15
2,1532,0.32,Cloudy,2023-02-28 17:39:30
195,2225,0.16,Sunny,2023-12-29 13:11:11
276,959,0.32,Rainy,2023-08-04 22:24:14
175,1636,0.24,Cloudy,2021-10-26 15:02:58
463,2952,0.2,Rainy,2020-11-17 12:37:51
249,1184,0.18,Rainy,2018-03-29 04:18:49
444,995,0.19,Cloudy,2022-10-23 13:16:16
32,243,0.11,Cloudy,2024-01-08 03:13:56
209,1631,0.39,Cloudy,2019-07-07 22:40:57
18,2328,0.29,Sunny,2018-12-15 19:33:01
413,1928,0.19,Sunny,2020-06-12 04:21:01
114,1719,0.17,Sunny,2019-01-06 17:57:18
389,2872,0.39,Sunny,2022-09-01 23:45:53
465,2288,0.15,Sunny,2019-04-11 18:31:04
125,711,0.1,Cloudy,2018-01-21 07:40:46
443,892,0.2,Cloudy,2021-11-28 09:19:29
257,2012,0.09,Sunny,2021-02-07 07:07:15
119,2279,0.2,Cloudy,2024-05-26 12:26:37
114,458,0.06,Sunny,2023-10-19 03:58:07
415,360,0.2,Cloudy,2024-03-21 14:44:50
404,119,0.4,Rainy,2018-04-20 07:07:12
34,2955,0.23,Sunny,2021-07-21 21:05:20
499,320,0.38,Cloudy,2022-05-22 13:09:19
233,1374,0.3,Rainy,2024-06-01 09:49:28
13,1607,0.33,Rainy,2023-03-15 00:00:49
145,1142,0.17,Rainy,2020-12-04 02:24:53
496,2543,0.12,Sunny,2019-02-15 01:40:07
117,1040,0.3,Cloudy,2021-09-25 04:44:52
161,1073,0.1,Cloudy,2020-12-19 22:02:45
23,1053,0.38,Cloudy,2018-02-15 23:17:05
75,2388,0.05,Rainy,2019-11-09 14:22:32
20,1644,0.38,Sunny,2019-02-04 05:51:31
296,1559,0.4,Cloudy,2021-03-07 05:31:20
340,2053,0.08,Sunny,2024-07-21 20:17:07
354,1646,0.39,Sunny,2024-01-17 01:04:38
384,1702,0.3,Sunny,2023-06-18 07:06:03
432,503,0.3,Sunny,2019-10-17 20:14:32
235,1133,0.24,Cloudy,2022-02-13 03:59:59
382,1908,0.17,Sunny,2022-04-04 22:36:16
36,1369,0.35,Sunny,2021-11-20 20:19:29
95,2326,0.32,Sunny,2023-07-12 02:34:30
31,1599,0.2,Rainy,2021-08-11 03:52:52
182,1624,0.15,Rainy,2022-09-06 22:04:27
100,84,0.07,Sunny,2020-10-20 01:49:57
347,1622,0.38,Sunny,2024-03-21 11:41:05
385,368,0.06,Sunny,2019-06-07 12:35:36
121,409,0.23,Sunny,2022-06-18 16:21:39
260,1890,0.32,Sunny,2019-10-05 23:33:04
111,2884,0.25,Rainy,2020-09-22 03:45:06
426,2139,0.28,Sunny,2019-05-18 07:28:24
321,364,0.19,Rainy,2024-06-09 11:24:17
93,764,0.3,Sunny,2018-09-30 21:26:16
20,2221,0.09,Sunny,2021-12-11 16:05:59
2,2051,0.39,Rainy,2020-05-15 09:18:11
491,2184,0.14,Cloudy,2020-08-26 22:37:31
129,982,0.1,Sunny,2021-07-14 02:44:09
128,838,0.39,Cloudy,2018-06-02 14:13:54
366,363,0.21,Cloudy,2023-03-24 14:23:14
221,2338,0.08,Cloudy,2018-04-09 02:26:36
206,2812,0.35,Sunny,2020-02-10 07:45:14
20,1161,0.3,Cloudy,2023-12-13 12:46:28
194,1942,0.31,Cloudy,2023-10-30 08:04:36
248,2064,0.39,Cloudy,2022-11-10 08:21:07
457,676,0.22,Rainy,2021-04-08 03:00:03
178,539,0.06,Cloudy,2024-07-04 10:40:06
12,1977,0.35,Rainy,2020-04-24 03:03:54
453,2978,0.24,Sunny,2020-08-15 03:14:23
45,585,0.28,Sunny,2024-09-16 16:22:23
229,305,0.4,Cloudy,2020-07-11 04:52:19
49,2458,0.34,Cloudy,2020-05-27 04:05:14
421,1751,0.26,Cloudy,2021-10-08 08:47:20
62,2150,0.11,Cloudy,2021-04-05 18:11:37
267,107,0.18,Rainy,2020-11-18 05:40:08
71,2189,0.3,Cloudy,2022-10-31 09:20:26
217,2994,0.28,Rainy,2021-04-27 06:58:03
283,2791,0.2,Cloudy,2024-10-04 00:02:04
186,2349,0.16,Rainy,2020-02-29 22:03:37
333,1713,0.38,Rainy,2020-10-14 09:39:43
462,2459,0.14,Sunny,2019-07-02 02:10:06
23,2781,0.11,Sunny,2023-06-10 00:20:55
250,134,0.24,Sunny,2022-03-31 07:44:32
261,1950,0.05,Cloudy,2018-06-15 20:57:17
337,2841,0.36,Rainy,2020-09-20 20:21:30
107,2734,0.37,Cloudy,2020-12-05 05:38:14
48,1169,0.12,Rainy,2020-04-16 20:24:44
132,115,0.1,Cloudy,2020-03-05 08:20:10
236,971,0.39,Cloudy,2020-06-19 19:29:17
59,2178,0.32,Sunny,2020-01-20 11:38:12
180,2770,0.15,Cloudy,2022-06-22 06:46:20
253,79,0.07,Sunny,2022-12-07 08:32:14
79,1105,0.08,Rainy,2022-07-25 03:42:04
185,1432,0.22,Rainy,2024-12-30 15:27:20
418,1909,0.17,Rainy,2021-05-14 05:27:07
157,1648,0.25,Cloudy,2020-11-14 14:46:20
413,2782,0.24,Cloudy,2018-11-18 17:33:13
190,2299,0.16,Sunny,2023-12-08 10:52:42
66,249,0.2,Rainy,2024-03-25 10:55:01
144,438,0.16,Cloudy,2023-08-16 02:13:46
15,2576,0.22,Rainy,2021-03-22 10:07:15
403,754,0.32,Cloudy,2021-01-28 03:33:55
475,2630,0.09,Cloudy,2022-07-26 09:12:32
458,1786,0.19,Cloudy,2022-11-27 00:30:09
181,2638,0.19,Sunny,2020-10-05 01:09:05
335,2740,0.38,Rainy,2020-08-17 17:37:01
422,1403,0.3,Cloudy,2018-06-05 05:30:49
80,781,0.16,Rainy,2022-12-15 12:41:49
320,1517,0.17,Rainy,2024-09-05 01:48:17
373,2314,0.3,Cloudy,2019-06-18 04:31:19
351,423,0.15,Cloudy,2022-04-22 10:14:00
305,1219,0.38,Sunny,2020-05-21 16:02:09
28,150,0.33,Rainy,2023-05-27 22:47:34
34,1150,0.39,Rainy,2021-09-10 13:52:08
283,1634,0.11,Rainy,2020-09-12 09:22:53
420,2037,0.38,Sunny,2018-03-27 17:42:19
305,2493,0.39,Rainy,2021-03-31 21:37:17
272,2629,0.09,Cloudy,2023-01-25 15:48:33
309,2157,0.25,Rainy,2023-01-14 20:26:59
448,1292,0.07,Sunny,2018-08-13 09:05:38
167,2617,0.14,Sunny,2021-10-28 08:06:58
32,791,0.35,Cloudy,2024-03-26 12:00:53
144,687,0.38,Sunny,2022-07-31 23:46:01
311,1002,0.21,Cloudy,2023-01-05 04:11:20
327,885,0.27,Sunny,2023-04-14 09:15:32
84,1767,0.21,Sunny,2021-08-14 17:12:53
353,1061,0.07,Rainy,2022-10-02 20:45:11
481,2678,0.26,Sunny,2019-09-15 15:08:32
258,2261,0.2,Rainy,2024-04-21 23:31:13
118,892,0.14,Sunny,2019-06-13 05:06:58
4,1866,0.39,Cloudy,2023-01-31 00:11:24
118,2276,0.17,Sunny,2021-04-06 12:25:14
50,2252,0.06,Sunny,2020-11-03 01:06:38
1,2714,0.23,Rainy,2018-07-28 17:04:06
409,2420,0.37,Rainy,2024-01-01 19:02:06
372,277,0.15,Sunny,2018-12-28 16:50:33
38,182,0.32,Rainy,2023-03-14 11:40:03
406,2435,0.35,Cloudy,2023-03-03 13:18:26
462,834,0.25,Cloudy,2023-10-20 15:23:03
375,2465,0.28,Cloudy,2022-01-25 00:07:42
31,1251,0.06,Rainy,2019-03-24 19:55:41
480,1681,0.25,Cloudy,2019-02-08 00:16:29
221,227,0.33,Rainy,2023-02-24 09:21:18
10,656,0.28,Cloudy,2022-08-13 14:53:43
236,666,0.32,Sunny,2023-09-18 15:28:09
79,1196,0.09,Sunny,2019-04-19 08:16:27
131,2706,0.12,Rainy,2022-03-25 11:05:04
122,2354,0.11,Rainy,2019-04-27 19:25:36
490,1379,0.26,Cloudy,2023-12-26 16:33:50
51,380,0.28,Cloudy,2024-11-28 01:49:24
205,2009,0.1,Rainy,2019-08-29 08:03:18
166,2059,0.16,Cloudy,2024-04-15 09:06:53
63,1363,0.25,Rainy,2020-08-04 05:44:18
280,1918,0.09,Cloudy,2022-11-20 17:59:15
202,1441,0.19,Cloudy,2020-03-18 20:52:21
421,1061,0.32,Rainy,2023-02-22 19:30:49
352,2162,0.15,Sunny,2024-07-10 00:48:24
153,258,0.23,Cloudy,2021-10-10 13:57:42
28,2118,0.24,Rainy,2023-07-03 18:14:15
162,1020,0.32,Sunny,2020-05-20 00:45:13
458,1534,0.32,Rainy,2024-01-30 15:27:40
358,2975,0.14,Sunny,2022-10-15 10:46:52
44,1674,0.24,Sunny,2021-08-31 14:11:00
401,1079,0.25,Sunny,2024-07-31 02:10:03
404,2099,0.15,Sunny,2020-03-13 03:36:21
28,803,0.33,Rainy,2023-09-27 08:16:32
274,1999,0.37,Cloudy,2024-05-19 06:01:08
132,543,0.08,Sunny,2023-01-23 07:59:51
486,2406,0.25,Sunny,2020-02-05 09:17:13
398,1883,0.34,Cloudy,2021-05-08 21:29:45
14,1357,0.08,Rainy,2022-09-30 01:09:02
335,2123,0.11,Sunny,2020-08-02 09:28:16
142,596,0.35,Cloudy,2023-11-15 02:50:44
10,2782,0.16,Rainy,2024-12-25 18:12:46
374,643,0.33,Rainy,2021-05-30 23:41:55
66,2776,0.09,Sunny,2021-08-17 07:25:50
427,2397,0.38,Cloudy,2019-01-14 14:13:11
352,1878,0.19,Cloudy,2024-05-06 02:14:15
107,70,0.3,Rainy,2024-10-01 09:31:05
38,717,0.32,Rainy,2021-11-17 11:54:58
131,2617,0.14,Cloudy,2021-04-15 12:07:47
381,2250,0.27,Cloudy,2023-06-13 09:22:41
486,1167,0.1,Sunny,2021-03-30 02:58:38
165,484,0.23,Cloudy,2019-07-10 17:17:38
255,596,0.26,Cloudy,2024-05-13 12:50:51
47,2876,0.28,Cloudy,2020-01-31 07:23:36
419,1885,0.15,Rainy,2019-11-27 03:44:07
237,2791,0.13,Rainy,2020-11-13 14:54:14
177,563,0.37,Rainy,2023-03-30 04:52:48
73,2022,0.29,Rainy,2024-04-23 14:29:31
295,656,0.28,Rainy,2018-01-21 05:57:02
390,1164,0.1,Sunny,2019-03-01 07:39:43
485,95,0.27,Rainy,2018-02-11 09:10:31
284,869,0.36,Cloudy,2024-02-11 22:49:58
364,1458,0.35,Sunny,2022-08-05 05:53:38
1,1185,0.36,Rainy,2021-07-03 19:16:45
61,2124,0.08,Sunny,2022-10-09 14:18:32
492,438,0.14,Cloudy,2022-11-20 16:20:53
334,1755,0.16,Cloudy,2021-10-26 23:45:29
59,1915,0.14,Rainy,2021-11-30 21:57:24
237,1756,0.35,Sunny,2023-01-15 00:47:16
52,2531,0.38,Cloudy,2022-06-18 18:10:13
163,167,0.29,Sunny,2018-11-01 21:42:00
319,433,0.18,Rainy,2019-03-13 18:28:49
125,2381,0.08,Rainy,2024-01-01 02:54:58
426,633,0.07,Rainy,2018-02-13 10:55:02
366,2404,0.35,Cloudy,2024-10-02 20:02:09
88,1491,0.17,Rainy,2023-09-25 11:19:52
293,56,0.08,Rainy,2024-06-25 12:03:29
436,2657,0.31,Sunny,2019-03-17 17:54:23
470,2530,0.26,Rainy,2024-12-15 15:59:01
311,2096,0.05,Rainy,2018-04-10 16:30:36
163,2499,0.33,Rainy,2023-05-27 02:16:02
479,216,0.1,Cloudy,2019-08-12 08:17:25
455,822,0.06,Cloudy,2022-07-24 14:48:44
169,668,0.3,Rainy,2022-06-11 02:46:14
50,2121,0.4,Cloudy,2022-09-17 07:24:22
440,835,0.24,Rainy,2022-06-12 10:35:40
107,1150,0.37,Rainy,2020-10-22 16:53:42
227,2664,0.24,Cloudy,2020-03-28 08:10:04
2,2588,0.09,Cloudy,2023-01-04 08:18:24
476,402,0.2,Sunny,2023-04-19 22:18:40
240,159,0.39,Sunny,2024-03-26 14:24:01
11,1188,0.23,Rainy,2019-11-13 12:44:32
34,1645,0.2,Sunny,2024-09-07 23:31:36
91,332,0.34,Sunny,2019-06-26 20:59:12
452,2575,0.2,Cloudy,2020-06-27 01:13:19
266,1332,0.17,Rainy,2019-01-09 15:50:48
470,2308,0.25,Rainy,2018-06-03 07:17:30
176,2918,0.24,Rainy,2021-12-21 19:30:33
423,2728,0.13,Rainy,2024-03-01 17:48:18
16,1094,0.27,Cloudy,2022-02-28 14:52:01
71,1053,0.35,Rainy,2024-11-07 15:04:20
444,1615,0.1,Cloudy,2020-04-14 22:08:45
153,2779,0.31,Sunny,2024-04-12 00:11:08
191,1829,0.12,Sunny,2020-11-09 23:19:01
309,2833,0.38,Rainy,2019-06-09 08:37:19
212,2512,0.05,Cloudy,2018-04-27 13:48:36
176,2049,0.16,Sunny,2018-05-23 15:39:24
186,250,0.35,Rainy,2019-09-08 04:27:57
166,1815,0.16,Sunny,2020-12-19 16:13:50
175,1222,0.11,Rainy,2023-08-24 12:17:03
97,1424,0.23,Rainy,2021-10-03 18:59:36
90,1932,0.17,Rainy,2019-12-26 01:33:19
29,1242,0.31,Cloudy,2022-09-04 10:09:29
128,1928,0.08,Rainy,2018-06-29 10:36:42
233,1302,0.18,Rainy,2019-07-27 01:35:10
313,746,0.32,Sunny,2020-09-17 19:31:57
304,1200,0.11,Sunny,2021-03-23 22:39:26
167,859,0.38,Sunny,2020-07-02 12:56:02
394,1056,0.22,Sunny,2022-09-29 02:25:28
273,1874,0.26,Rainy,2019-04-19 10:56:58
233,2242,0.19,Cloudy,2018-08-28 21:53:03
377,1789,0.19,Sunny,2020-11-04 00:17:43
371,2761,0.27,Sunny,2018-07-30 06:37:03
213,1724,0.05,Rainy,2018-04-06 07:52:41
203,863,0.16,Cloudy,2023-07-01 22:25:09
24,561,0.29,Sunny,2020-03-12 18:32:13
39,2317,0.18,Rainy,2020-05-07 22:41:16
152,2662,0.08,Sunny,2021-08-23 05:17:17
374,1317,0.17,Sunny,2021-02-21 17:04:17
201,2994,0.33,Cloudy,2024-09-07 06:48:16
476,2657,0.06,Cloudy,2024-02-07 16:46:07
475,2626,0.18,Sunny,2019-08-11 13:42:53
337,2942,0.16,Cloudy,2020-02-17 12:42:21
143,2619,0.27,Sunny,2018-01-25 07:18:50
179,1530,0.19,Sunny,2020-09-09 22:51:41
26,1579,0.13,Rainy,2020-06-02 03:51:36
292,2910,0.11,Sunny,2024-07-31 14:41:39
188,1628,0.37,Cloudy,2023-12-07 16:16:23
423,1286,0.24,Rainy,2018-06-18 01:38:37
13,2401,0.39,Rainy,2021-01-29 11:10:23
157,993,0.16,Sunny,2022-04-06 19:41:57
141,2528,0.29,Cloudy,2022-06-08 16:17:38
11,1240,0.22,Rainy,2023-09-04 05:30:21
233,1740,0.05,Sunny,2023-06-21 11:43:36
129,2883,0.17,Sunny,2023-02-06 09:40:31
153,211,0.07,Sunny,2024-10-25 15:57:42
430,2560,0.32,Sunny,2023-04-29 02:04:10
209,867,0.2,Rainy,2021-12-14 00:27:17
409,456,0.08,Rainy,2018-11-03 15:18:47
141,1589,0.17,Rainy,2024-08-13 19:01:06
313,1485,0.14,Sunny,2022-09-04 10:26:37
162,736,0.24,Cloudy,2021-10-22 12:04:27
224,2717,0.2,Sunny,2020-05-29 23:29:47
172,1015,0.11,Cloudy,2019-03-28 15:50:05
63,2930,0.28,Cloudy,2020-04-12 02:55:24
389,2148,0.18,Cloudy,2018-10-25 15:38:30
197,1310,0.07,Rainy,2022-03-11 03:20:41
422,621,0.09,Rainy,2023-07-11 01:44:14
11,2189,0.26,Rainy,2020-07-21 17:54:47
296,829,0.31,Rainy,2024-01-30 07:04:24
372,2614,0.26,Cloudy,2020-10-10 01:59:24
167,2022,0.1,Rainy,2021-08-21 06:53:59
413,1351,0.14,Cloudy,2022-02-18 17:42:17
298,1205,0.34,Sunny,2021-04-05 16:41:34
155,2379,0.13,Cloudy,2018-03-05 06:36:14
475,972,0.12,Cloudy,2021-12-28 15:24:10
362,2023,0.11,Rainy,2024-11-14 14:12:01
108,531,0.35,Rainy,2020-10-10 07:45:45
240,1797,0.15,Rainy,2019-05-12 00:11:36
131,2851,0.28,Rainy,2023-06-24 06:26:02
24,2330,0.39,Cloudy,2023-12-08 02:14:02
345,142,0.09,Sunny,2023-06-08 15:30:22
292,1136,0.08,Sunny,2019-08-22 23:01:53
319,2001,0.08,Rainy,2022-08-22 17:56:11
221,1085,0.17,Cloudy,2019-07-25 02:20:11
167,2072,0.18,Rainy,2021-12-31 12:53:45
170,2568,0.09,Sunny,2022-08-02 22:40:07
184,1273,0.38,Sunny,2023-05-17 15:15:50
142,1368,0.39,Rainy,2019-05-08 20:31:43
157,866,0.39,Sunny,2024-12-06 16:59:57
379,2512,0.25,Cloudy,2024-09-27 09:46:20
81,2292,0.21,Cloudy,2019-09-24 18:58:38
142,1806,0.4,Cloudy,2019-06-20 08:02:14
135,60,0.36,Sunny,2021-03-19 09:09:46
321,1421,0.1,Cloudy,2019-09-24 20:43:49
375,1613,0.31,Rainy,2018-06-22 09:36:10
193,1852,0.36,Sunny,2021-12-12 15:00:31
160,1355,0.4,Rainy,2023-11-03 02:43:50
128,2030,0.07,Rainy,2022-12-28 04:13:09
357,1810,0.15,Rainy,2024-05-10 06:53:40
492,131,0.07,Cloudy,2024-09-11 05:35:11
398,1014,0.16,Sunny,2019-12-16 01:42:22
278,2463,0.14,Rainy,2021-10-28 13:42:12
45,2607,0.37,Rainy,2023-06-21 02:21:12
380,2043,0.23,Sunny,2020-01-18 02:41:36
484,534,0.06,Rainy,2022-12-25 13:00:23
292,2287,0.26,Sunny,2024-02-19 17:08:02
334,1229,0.39,Rainy,2024-10-13 12:14:14
379,807,0.34,Sunny,2022-11-23 06:29:06
475,2148,0.35,Cloudy,2022-01-17 05:39:26
34,2649,0.32,Cloudy,2023-04-10 05:02:18
391,523,0.34,Cloudy,2022-09-14 10:54:54
297,1589,0.36,Rainy,2018-08-24 17:29:08
126,2528,0.21,Sunny,2022-12-02 00:58:31
35,274,0.26,Sunny,2018-06-14 01:04:26
8,867,0.12,Sunny,2024-09-30 08:57:36
101,2776,0.31,Rainy,2018-03-03 11:06:28
497,558,0.19,Rainy,2019-08-20 00:52:50
392,1645,0.13,Rainy,2019-12-18 22:37:49
324,2884,0.2,Rainy,2023-03-24 21:12:11
414,2691,0.29,Cloudy,2023-10-21 18:07:36
189,2316,0.28,Rainy,2018-02-08 21:53:29
467,873,0.17,Cloudy,2021-09-02 17:59:51
195,441,0.27,Rainy,2019-06-28 02:36:22
261,1518,0.37,Rainy,2022-05-12 19:26:58
266,2397,0.24,Rainy,2018-09-19 00:48:58
345,2491,0.29,Rainy,2021-01-22 16:19:20
424,2075,0.1,Sunny,2022-09-30 11:33:41
465,1383,0.36,Cloudy,2019-03-19 12:44:23
350,2886,0.36,Sunny,2021-03-22 13:08:03
144,1093,0.39,Rainy,2023-03-07 14:07:28
199,505,0.35,Rainy,2024-12-19 01:59:37
201,1064,0.19,Cloudy,2018-09-14 16:51:29
343,2275,0.33,Rainy,2023-06-18 13:28:55
119,2889,0.21,Sunny,2020-07-26 21:34:21
16,1635,0.19,Rainy,2019-01-07 06:00:16
8,1957,0.16,Rainy,2021-04-19 05:13:16
