product_id,base_price,discount_percent,final_price,units_sold,promotion_flag
16790,7439,0,7439.0,33,No
12771,986,33,661.0,35,Yes
2920,1384,26,1024.0,4,Yes
26237,7575,49,3863.0,31,Yes
22757,585,9,532.0,22,No
16045,790,2,774.0,2,No
10666,1522,28,1096.0,13,Yes
23315,6645,19,5382.0,20,No
8866,4395,8,4043.0,12,No
4290,4317,12,3799.0,3,No
8254,7724,36,4943.0,35,Yes
17660,7639,16,6417.0,39,No
5288,7173,47,3802.0,6,Yes
19863,6379,22,4976.0,25,Yes
1112,6788,37,4276.0,15,Yes
3111,486,35,316.0,16,Yes
10967,4908,58,2061.0,31,Yes
18131,6530,56,2873.0,14,Yes
1918,4900,54,2254.0,11,Yes
2066,2122,19,1719.0,16,No
20767,4507,50,2254.0,4,Yes
15921,2652,55,1193.0,12,Yes
4709,5797,42,3362.0,7,Yes
23182,7300,30,5110.0,38,Yes
19810,7455,54,3429.0,4,Yes
28626,5329,25,3997.0,16,Yes
24314,6795,1,6727.0,35,No
14340,1148,33,769.0,3,Yes
16325,5659,13,4923.0,34,No
28712,729,39,445.0,13,Yes
25355,1981,43,1129.0,28,Yes
28257,4317,1,4274.0,20,No
19365,1634,28,1176.0,19,Yes
5025,3242,47,1718.0,2,Yes
3002,6695,6,6293.0,19,No
13454,2914,12,2564.0,38,No
19534,1998,28,1439.0,29,Yes
25077,5715,59,2343.0,39,Yes
20716,7916,39,4829.0,34,Yes
558,5466,42,3170.0,8,Yes
19307,6846,56,3012.0,23,Yes
21405,1906,59,781.0,20,Yes
12519,4967,37,3129.0,17,Yes
2472,1198,30,839.0,33,Yes
19059,5642,8,5191.0,17,No
28331,5148,15,4376.0,28,No
26465,820,52,394.0,23,Yes
9341,811,5,770.0,12,No
27819,7150,32,4862.0,15,Yes
23042,6254,16,5253.0,11,No
11726,7656,22,5972.0,10,Yes
10918,5037,9,4584.0,11,No
25627,3599,20,2879.0,31,No
582,1858,34,1226.0,4,Yes
14674,405,4,389.0,28,No
22380,789,30,552.0,28,Yes
21487,4967,33,3328.0,36,Yes
22899,4517,49,2304.0,31,Yes
19216,7493,35,4870.0,37,Yes
20480,3190,21,2520.0,26,Yes
6184,2402,52,1153.0,24,Yes
18865,5048,45,2776.0,37,Yes
26249,3295,4,3163.0,12,No
13613,3000,20,2400.0,6,No
19736,1686,41,995.0,21,Yes
1145,6134,21,4846.0,3,Yes
15362,6306,27,4603.0,26,Yes
5372,2598,22,2026.0,24,Yes
2525,6530,7,6073.0,13,No
4615,6102,34,4027.0,39,Yes
25821,6025,43,3434.0,33,Yes
5675,7117,35,4626.0,29,Yes
15573,7586,58,3186.0,24,Yes
27327,3283,17,2725.0,35,No
9178,7224,56,3179.0,21,Yes
27514,3189,25,2392.0,35,Yes
27210,676,9,615.0,25,No
2188,6096,27,4450.0,28,Yes
26828,7159,10,6443.0,8,No
3602,689,27,503.0,16,Yes
822,733,24,557.0,30,Yes
7294,1522,22,1187.0,21,Yes
20866,7036,14,6051.0,1,No
9512,2779,29,1973.0,22,Yes
3923,979,15,832.0,5,No
21358,3805,55,1712.0,27,Yes
9723,626,46,338.0,24,Yes
20282,4749,34,3134.0,27,Yes
23934,5968,37,3760.0,23,Yes
790,3233,59,1326.0,6,Yes
15820,5604,26,4147.0,14,Yes
22663,1060,54,488.0,27,Yes
1493,2339,9,2128.0,34,No
27057,2119,20,1695.0,36,No
25846,862,36,552.0,30,Yes
7446,3540,22,2761.0,22,Yes
28107,859,2,842.0,15,No
9064,1888,10,1699.0,39,No
9897,1451,30,1016.0,36,Yes
25816,6548,33,4387.0,14,Yes
13263,4749,9,4322.0,28,No
17054,7373,28,5309.0,29,Yes
24819,2131,52,1023.0,15,Yes
27443,4452,46,2404.0,14,Yes
7427,4470,20,3576.0,26,No
24149,3004,3,2914.0,21,No
12036,6301,55,2835.0,34,Yes
2868,790,4,758.0,7,No
18469,3582,24,2722.0,10,Yes
2758,2526,19,2046.0,7,No
15258,341,38,211.0,16,Yes
20129,344,20,275.0,19,No
20460,6855,35,4456.0,3,Yes
29835,2528,29,1795.0,19,Yes
10601,4949,15,4207.0,36,No
3376,7863,22,6133.0,7,Yes
17061,3889,4,3733.0,21,No
13783,2784,0,2784.0,13,No
18122,2048,11,1823.0,38,No
23121,393,55,177.0,24,Yes
19741,1892,29,1343.0,13,Yes
10155,1714,12,1508.0,8,No
5863,6256,51,3065.0,30,Yes
22726,1644,30,1151.0,27,Yes
11601,1427,37,899.0,4,Yes
15035,3245,59,1330.0,7,Yes
758,3752,6,3527.0,21,No
19651,2586,6,2431.0,16,No
19126,5295,17,4395.0,31,No
10194,3970,33,2660.0,3,Yes
27450,5465,29,3880.0,21,Yes
15417,1183,58,497.0,15,Yes
24833,5557,3,5390.0,24,No
2011,6216,27,4538.0,33,Yes
3996,5098,46,2753.0,21,Yes
11683,2102,0,2102.0,31,No
9414,7359,50,3680.0,4,Yes
5830,4489,40,2693.0,15,Yes
15953,2069,13,1800.0,3,No
8016,4999,46,2699.0,18,Yes
13241,4442,38,2754.0,2,Yes
26635,7373,37,4645.0,10,Yes
20110,5478,29,3889.0,18,Yes
20107,5932,54,2729.0,36,Yes
14977,5071,54,2333.0,11,Yes
20480,4507,42,2614.0,39,Yes
15642,2064,31,1424.0,6,Yes
21316,7486,53,3518.0,5,Yes
7768,6412,14,5514.0,18,No
15232,285,5,271.0,31,No
26901,311,35,202.0,27,Yes
26328,4994,9,4545.0,18,No
16574,986,20,789.0,38,No
22669,7211,13,6274.0,4,No
2170,1527,25,1145.0,3,Yes
8453,833,58,350.0,30,Yes
6005,1222,38,758.0,12,Yes
22735,1621,15,1378.0,38,No
19947,376,42,218.0,21,Yes
21045,4411,29,3132.0,19,Yes
23150,253,49,129.0,9,Yes
28353,2381,10,2143.0,22,No
7780,3284,32,2233.0,35,Yes
11416,949,1,940.0,38,No
6412,1558,34,1028.0,7,Yes
8126,3209,14,2760.0,25,No
14598,853,31,589.0,3,Yes
16079,5189,41,3062.0,21,Yes
26279,6501,42,3771.0,27,Yes
8919,403,46,218.0,22,Yes
10627,7054,55,3174.0,19,Yes
4472,3048,20,2438.0,10,No
22129,2441,16,2050.0,15,No
25292,506,52,243.0,26,Yes
20415,3674,48,1910.0,22,Yes
17313,6229,41,3675.0,26,Yes
10657,622,30,435.0,5,Yes
11992,6621,6,6224.0,29,No
15409,5935,55,2671.0,6,Yes
18077,5834,0,5834.0,8,No
7654,214,8,197.0,24,No
4797,2566,51,1257.0,37,Yes
4468,6102,52,2929.0,11,Yes
9193,4693,45,2581.0,5,Yes
1020,7899,13,6872.0,9,No
21414,6955,59,2852.0,11,Yes
7234,5689,44,3186.0,1,Yes
19250,6340,15,5389.0,3,No
12408,369,47,196.0,2,Yes
6686,6327,23,4872.0,25,Yes
17060,609,41,359.0,38,Yes
29041,7494,31,5171.0,34,Yes
22420,6131,48,3188.0,2,Yes
737,776,0,776.0,6,No
18691,2795,11,2488.0,29,No
12211,5605,3,5437.0,10,No
2841,2713,0,2713.0,24,No
11206,2906,21,2296.0,18,Yes
28519,1851,46,1000.0,14,Yes
6981,5867,42,3403.0,33,Yes
23434,3871,57,1665.0,36,Yes
18111,4349,16,3653.0,10,No
19645,1185,9,1078.0,14,No
29864,3520,57,1514.0,24,Yes
21438,6294,28,4532.0,39,Yes
7454,4700,34,3102.0,8,Yes
27921,4743,28,3415.0,14,Yes
7879,5809,20,4647.0,30,No
29386,2560,47,1357.0,39,Yes
15735,369,45,203.0,13,Yes
25556,1715,8,1578.0,7,No
17170,322,22,251.0,28,Yes
23257,3763,37,2371.0,7,Yes
4316,2594,11,2309.0,35,No
12746,989,33,663.0,4,Yes
11825,7063,7,6569.0,37,No
6980,5569,53,2617.0,29,Yes
1821,1802,8,1658.0,35,No
12755,6587,27,4809.0,35,Yes
27607,3003,17,2492.0,23,No
13959,951,41,561.0,33,Yes
5196,1921,22,1498.0,4,Yes
8683,6468,53,3040.0,2,Yes
14995,2670,23,2056.0,29,Yes
23906,446,53,210.0,16,Yes
16207,6787,56,2986.0,28,Yes
27633,5941,51,2911.0,38,Yes
15723,7829,8,7203.0,16,No
8666,7015,22,5472.0,5,Yes
5965,5167,41,3049.0,9,Yes
15302,6167,44,3454.0,32,Yes
6411,7451,39,4545.0,10,Yes
10422,7561,51,3705.0,39,Yes
5562,7825,44,4382.0,35,Yes
16792,4298,21,3395.0,3,Yes
11869,3491,56,1536.0,28,Yes
13688,4732,26,3502.0,11,Yes
28650,4059,36,2598.0,25,Yes
17288,1965,10,1768.0,7,No
18773,5316,24,4040.0,20,Yes
12326,6446,19,5221.0,14,No
10453,2811,4,2699.0,16,No
17379,1582,52,759.0,32,Yes
2620,5203,10,4683.0,26,No
21111,269,41,159.0,22,Yes
25818,2530,29,1796.0,16,Yes
12254,7599,25,5699.0,3,Yes
21445,3590,35,2334.0,13,Yes
28747,3267,59,1339.0,11,Yes
11858,3380,40,2028.0,15,Yes
10306,7262,43,4139.0,8,Yes
18473,5641,9,5133.0,37,No
12298,2078,29,1475.0,12,Yes
13671,2314,43,1319.0,15,Yes
28454,942,16,791.0,18,No
22169,6906,11,6146.0,31,No
14966,6611,40,3967.0,21,Yes
12129,4052,7,3768.0,6,No
22212,6614,55,2976.0,31,Yes
5268,6621,39,4039.0,26,Yes
7126,1297,51,636.0,34,Yes
2781,205,42,119.0,14,Yes
21279,4011,47,2126.0,4,Yes
7943,3723,20,2978.0,34,No
15483,492,45,271.0,17,Yes
10771,6129,11,5455.0,10,No
7406,7222,35,4694.0,17,Yes
27914,1620,20,1296.0,7,No
22419,7191,37,4530.0,4,Yes
7708,7362,47,3902.0,11,Yes
13603,6457,49,3293.0,32,Yes
10955,2751,31,1898.0,9,Yes
29506,397,51,195.0,24,Yes
12681,913,14,785.0,33,No
2866,7344,38,4553.0,35,Yes
15339,5892,35,3830.0,28,Yes
2779,5780,42,3352.0,3,Yes
17537,7613,7,7080.0,9,No
13028,5940,8,5465.0,8,No
25210,5564,15,4729.0,37,No
22845,3792,33,2541.0,25,Yes
9504,2291,34,1512.0,33,Yes
19165,1340,49,683.0,5,Yes
29618,5651,41,3334.0,19,Yes
22308,7470,34,4930.0,15,Yes
18955,7219,29,5125.0,14,Yes
21711,1651,25,1238.0,21,Yes
5050,6232,53,2929.0,20,Yes
14204,3475,21,2745.0,14,Yes
29586,7663,50,3832.0,34,Yes
1961,7090,9,6452.0,19,No
20997,2023,6,1902.0,19,No
12216,3234,22,2523.0,33,Yes
14026,1737,0,1737.0,24,No
5410,3275,34,2161.0,39,Yes
13771,2013,30,1409.0,37,Yes
12067,2740,47,1452.0,29,Yes
27975,7695,40,4617.0,18,Yes
13360,411,17,341.0,22,No
28585,4878,43,2780.0,12,Yes
4763,3609,2,3537.0,21,No
4776,4725,2,4630.0,16,No
29451,6473,49,3301.0,30,Yes
11128,3510,24,2668.0,26,Yes
18740,4361,55,1962.0,29,Yes
8581,4798,15,4078.0,11,No
2938,7276,13,6330.0,17,No
26672,1980,37,1247.0,18,Yes
2353,1630,31,1125.0,31,Yes
21617,7961,53,3742.0,7,Yes
28978,3208,46,1732.0,8,Yes
21897,1260,39,769.0,32,Yes
6722,6298,26,4661.0,21,Yes
16200,4996,1,4946.0,21,No
12406,2156,15,1833.0,19,No
27398,1321,9,1202.0,35,No
24984,324,20,259.0,11,No
389,2628,30,1840.0,22,Yes
13123,2894,32,1968.0,32,Yes
26840,1519,27,1109.0,8,Yes
19892,7649,1,7573.0,5,No
4398,5971,27,4359.0,21,Yes
1956,6554,26,4850.0,16,Yes
4177,231,25,173.0,12,Yes
14769,2760,54,1270.0,25,Yes
18429,6003,57,2581.0,31,Yes
27966,2534,31,1748.0,9,Yes
18240,5901,53,2773.0,14,Yes
12309,7019,16,5896.0,4,No
9619,6854,34,4524.0,16,Yes
6572,3567,2,3496.0,26,No
23328,790,43,450.0,28,Yes
18083,1707,3,1656.0,30,No
29367,2766,54,1272.0,11,Yes
10225,1556,24,1183.0,29,Yes
25100,4483,28,3228.0,28,Yes
643,316,19,256.0,28,No
12661,4919,23,3788.0,33,Yes
14197,1042,12,917.0,7,No
1841,3964,24,3013.0,23,Yes
26939,5492,17,4558.0,29,No
13011,4979,56,2191.0,20,Yes
5435,7961,24,6050.0,13,Yes
10143,5442,24,4136.0,15,Yes
16639,7708,14,6629.0,8,No
7424,5715,20,4572.0,10,No
27186,872,8,802.0,29,No
15005,3880,12,3414.0,24,No
9307,1001,45,551.0,37,Yes
2252,5375,7,4999.0,36,No
5989,4386,7,4079.0,4,No
27185,213,13,185.0,21,No
23051,258,29,183.0,27,Yes
4281,7448,28,5363.0,18,Yes
6217,7126,44,3991.0,6,Yes
19737,7029,41,4147.0,33,Yes
18964,2877,24,2187.0,6,Yes
15994,1083,4,1040.0,26,No
3165,3971,1,3931.0,33,No
11515,6688,43,3812.0,30,Yes
21465,5821,48,3027.0,31,Yes
14335,3322,28,2392.0,35,Yes
13589,5587,26,4134.0,24,Yes
4989,1310,44,734.0,31,Yes
14154,3343,9,3042.0,36,No
19673,3619,25,2714.0,31,Yes
2241,3941,41,2325.0,18,Yes
22464,4607,17,3824.0,39,No
18463,2594,1,2568.0,34,No
21151,4849,38,3006.0,2,Yes
5990,5998,33,4019.0,7,Yes
22544,4270,8,3928.0,18,No
1462,7579,33,5078.0,11,Yes
24377,4802,52,2305.0,17,Yes
26857,6132,51,3005.0,26,Yes
19405,4025,51,1972.0,35,Yes
1165,263,21,208.0,18,Yes
6636,5324,40,3194.0,15,Yes
8638,7515,27,5486.0,10,Yes
25852,7082,13,6161.0,18,No
17584,1659,52,796.0,37,Yes
10809,900,8,828.0,38,No
5381,7111,37,4480.0,30,Yes
18047,7236,19,5861.0,26,No
17411,6218,27,4539.0,31,Yes
13606,201,38,125.0,7,Yes
16833,4851,17,4026.0,31,No
17919,2764,8,2543.0,15,No
12855,5378,50,2689.0,23,Yes
2186,2202,58,925.0,27,Yes
17885,7488,48,3894.0,17,Yes
11396,7937,47,4207.0,33,Yes
7415,5781,27,4220.0,4,Yes
8101,3653,36,2338.0,37,Yes
4026,3973,6,3735.0,20,No
5362,7034,6,6612.0,2,No
23802,4499,39,2744.0,2,Yes
29260,669,40,401.0,30,Yes
28298,4407,43,2512.0,3,Yes
15758,7492,49,3821.0,27,Yes
6268,2865,0,2865.0,10,No
25427,743,39,453.0,20,Yes
28004,6628,41,3911.0,35,Yes
18424,2810,58,1180.0,24,Yes
15880,5509,38,3416.0,34,Yes
28752,2925,20,2340.0,3,No
17877,1276,28,919.0,3,Yes
3940,1078,38,668.0,10,Yes
18672,437,9,398.0,25,No
12891,3673,12,3232.0,9,No
5282,269,48,140.0,11,Yes
16954,1053,45,579.0,20,Yes
22898,1709,39,1042.0,31,Yes
8251,4328,29,3073.0,22,Yes
16143,7485,42,4341.0,16,Yes
3603,544,56,239.0,38,Yes
5025,4857,7,4517.0,19,No
24115,2070,33,1387.0,13,Yes
725,785,16,659.0,29,No
19122,4660,27,3402.0,22,Yes
20292,3189,55,1435.0,5,Yes
18881,4748,43,2706.0,8,Yes
343,6039,7,5616.0,20,No
28839,6116,21,4832.0,20,Yes
21739,927,31,640.0,37,Yes
20146,1721,10,1549.0,8,No
24682,997,58,419.0,38,Yes
17466,1496,44,838.0,13,Yes
27953,4452,1,4407.0,28,No
27074,4405,39,2687.0,30,Yes
9211,595,47,315.0,36,Yes
23504,2026,26,1499.0,23,Yes
20364,5128,12,4513.0,1,No
29071,7042,33,4718.0,37,Yes
10646,5893,55,2652.0,17,Yes
15680,2101,21,1660.0,4,Yes
6012,3656,16,3071.0,9,No
4552,4653,31,3211.0,32,Yes
27932,6081,52,2919.0,10,Yes
15826,6895,54,3172.0,9,Yes
26300,7690,2,7536.0,24,No
5545,2391,18,1961.0,39,No
2030,4651,7,4325.0,21,No
18651,2540,27,1854.0,9,Yes
13892,7457,34,4922.0,6,Yes
8690,405,39,247.0,17,Yes
23553,3282,4,3151.0,34,No
21716,1471,13,1280.0,35,No
12548,3717,10,3345.0,8,No
24323,4423,7,4113.0,4,No
17281,3168,19,2566.0,11,No
22407,1617,55,728.0,33,Yes
13511,6878,0,6878.0,13,No
1739,5185,34,3422.0,37,Yes
24008,6141,55,2763.0,33,Yes
5472,2512,56,1105.0,13,Yes
28289,1886,6,1773.0,35,No
16365,3393,18,2782.0,27,No
12816,4043,25,3032.0,18,Yes
14617,5898,54,2713.0,24,Yes
10889,681,38,422.0,15,Yes
26826,3079,50,1540.0,12,Yes
3170,4760,15,4046.0,8,No
5872,4245,15,3608.0,7,No
6118,997,59,409.0,7,Yes
18487,7673,36,4911.0,23,Yes
21482,5344,3,5184.0,19,No
15789,7413,29,5263.0,32,Yes
18551,1052,36,673.0,27,Yes
11694,5167,56,2273.0,34,Yes
25023,5403,9,4917.0,27,No
28014,4853,32,3300.0,25,Yes
19169,3970,29,2819.0,31,Yes
28953,3542,24,2692.0,8,Yes
22136,2911,7,2707.0,35,No
18447,4635,39,2827.0,28,Yes
15955,570,16,479.0,9,No
25978,6372,54,2931.0,17,Yes
5558,1012,51,496.0,1,Yes
21999,7078,11,6299.0,20,No
5790,5805,11,5166.0,21,No
22947,4709,33,3155.0,1,Yes
2120,5271,46,2846.0,8,Yes
12938,4995,14,4296.0,29,No
18982,6926,12,6095.0,6,No
9339,6973,44,3905.0,21,Yes
26892,1237,9,1126.0,23,No
16954,7256,40,4354.0,17,Yes
12884,321,12,282.0,5,No
2775,5950,49,3034.0,29,Yes
16667,7280,26,5387.0,29,Yes
29838,5685,46,3070.0,29,Yes
11885,2843,7,2644.0,16,No
8555,4044,37,2548.0,34,Yes
1943,6739,48,3504.0,38,Yes
1311,4785,10,4306.0,18,No
7393,6502,0,6502.0,24,No
25691,5243,0,5243.0,26,No
8581,5997,13,5217.0,17,No
29532,7963,57,3424.0,21,Yes
4116,5305,12,4668.0,14,No
5660,1245,25,934.0,22,Yes
15044,7527,34,4968.0,37,Yes
19876,3382,29,2401.0,9,Yes
13475,1091,59,447.0,25,Yes
23360,5956,16,5003.0,18,No
14339,5324,12,4685.0,4,No
14822,7416,43,4227.0,13,Yes
23626,1742,27,1272.0,31,Yes
6190,7277,1,7204.0,36,No
5302,4432,2,4343.0,11,No
29523,2008,35,1305.0,27,Yes
5293,1552,45,854.0,14,Yes
27074,1861,8,1712.0,32,No
17446,4610,13,4011.0,26,No
1320,2794,1,2766.0,19,No
2282,4216,0,4216.0,23,No
26539,2195,43,1251.0,22,Yes
11408,3511,12,3090.0,36,No
28426,4482,32,3048.0,28,Yes
28379,2007,20,1606.0,2,No
12966,1237,5,1175.0,17,No
20728,3663,54,1685.0,8,Yes
12054,4820,9,4386.0,31,No
17380,7806,59,3200.0,14,Yes
22295,6885,54,3167.0,24,Yes
17051,6307,30,4415.0,26,Yes
20677,913,3,886.0,12,No
5983,4443,33,2977.0,38,Yes
9455,6945,40,4167.0,4,Yes
2017,4623,39,2820.0,25,Yes
12838,1191,58,500.0,23,Yes
14953,6978,27,5094.0,26,Yes
12855,6283,8,5780.0,33,No
23155,6465,36,4138.0,25,Yes
12197,7501,14,6451.0,2,No
22307,7027,11,6254.0,30,No
6898,457,7,425.0,17,No
25147,2097,3,2034.0,31,No
2131,5686,27,4151.0,35,Yes
18855,5825,19,4718.0,30,No
27893,7663,4,7356.0,11,No
9329,5081,50,2540.0,4,Yes
9775,2959,55,1332.0,14,Yes
10113,1116,17,926.0,13,No
19067,2528,39,1542.0,35,Yes
7043,7007,42,4064.0,13,Yes
23545,7705,59,3159.0,2,Yes
27353,3517,24,2673.0,22,Yes
15366,5603,34,3698.0,34,Yes
14387,1036,4,995.0,36,No
1088,4726,5,4490.0,21,No
28112,6690,17,5553.0,12,No
16666,7635,2,7482.0,12,No
7043,6129,6,5761.0,3,No
22183,6091,40,3655.0,17,Yes
6537,4376,37,2757.0,39,Yes
10474,3690,22,2878.0,16,Yes
20273,2407,37,1516.0,34,Yes
4381,4684,16,3935.0,11,No
5381,2220,13,1931.0,2,No
22647,1049,53,493.0,28,Yes
23382,4488,58,1885.0,17,Yes
25691,4189,30,2932.0,23,Yes
28880,849,59,348.0,13,Yes
17250,4158,31,2869.0,34,Yes
24098,7640,39,4660.0,24,Yes
8556,3876,18,3178.0,6,No
21626,5038,28,3627.0,28,Yes
21417,4607,33,3087.0,26,Yes
7181,6491,48,3375.0,32,Yes
29829,6861,42,3979.0,31,Yes
4372,5778,1,5720.0,23,No
27366,1175,37,740.0,36,Yes
18304,424,10,382.0,4,No
24923,4574,18,3751.0,36,No
29180,3557,17,2952.0,35,No
26440,1315,39,802.0,2,Yes
15913,1603,47,850.0,29,Yes
9030,6251,48,3251.0,2,Yes
26514,7301,34,4819.0,14,Yes
216,3812,9,3469.0,12,No
21013,5680,41,3351.0,37,Yes
8789,7936,2,7777.0,16,No
10723,7111,21,5618.0,8,Yes
27774,2221,46,1199.0,31,Yes
16287,6673,32,4538.0,11,Yes
27715,2214,42,1284.0,2,Yes
28308,7658,38,4748.0,33,Yes
16778,4662,9,4242.0,8,No
2525,5560,27,4059.0,38,Yes
1998,4504,37,2838.0,9,Yes
14022,4596,59,1884.0,2,Yes
6815,4845,32,3295.0,39,Yes
22337,6756,53,3175.0,23,Yes
8763,7228,4,6939.0,20,No
13420,1333,19,1080.0,20,No
6135,2126,23,1637.0,36,Yes
28576,935,13,813.0,30,No
29454,4454,44,2494.0,9,Yes
1326,7498,8,6898.0,13,No
16024,3554,53,1670.0,36,Yes
852,3241,44,1815.0,23,Yes
278,7018,17,5825.0,34,No
18909,4469,8,4111.0,24,No
20828,484,28,348.0,17,Yes
19370,6867,38,4258.0,36,Yes
24214,3471,18,2846.0,25,No
21472,1083,5,1029.0,38,No
179,5883,50,2942.0,35,Yes
13523,1916,8,1763.0,17,No
5579,6224,45,3423.0,20,Yes
3238,470,58,197.0,29,Yes
97,675,51,331.0,27,Yes
26891,7495,20,5996.0,13,No
24724,803,19,650.0,26,No
9445,1545,47,819.0,22,Yes
8685,1545,7,1437.0,39,No
23567,395,57,170.0,2,Yes
10209,4186,31,2888.0,8,Yes
20139,4284,33,2870.0,14,Yes
16440,5422,0,5422.0,33,No
9595,4125,18,3383.0,28,No
97,3739,1,3702.0,28,No
7045,7025,13,6112.0,3,No
29493,5860,9,5333.0,32,No
14953,6447,58,2708.0,14,Yes
15188,3132,25,2349.0,18,Yes
23712,6791,44,3803.0,3,Yes
23600,2294,48,1193.0,29,Yes
10121,2987,1,2957.0,19,No
26397,6080,5,5776.0,39,No
14893,6318,16,5307.0,5,No
14735,6415,46,3464.0,1,Yes
14524,854,48,444.0,33,Yes
28266,6112,52,2934.0,22,Yes
28956,4410,14,3793.0,5,No
12589,5019,41,2961.0,12,Yes
24189,4744,39,2894.0,24,Yes
12480,1166,36,746.0,30,Yes
19599,7156,16,6011.0,33,No
7075,5249,18,4304.0,24,No
18586,1602,41,945.0,25,Yes
25240,7016,11,6244.0,2,No
566,5701,48,2965.0,12,Yes
24044,1373,41,810.0,36,Yes
2897,7447,22,5809.0,18,Yes
28832,4930,18,4043.0,14,No
19807,1827,19,1480.0,24,No
14934,7028,50,3514.0,31,Yes
9883,6417,41,3786.0,29,Yes
10352,6621,16,5562.0,10,No
18389,7317,2,7171.0,19,No
3597,3757,40,2254.0,3,Yes
3328,1258,6,1183.0,23,No
15723,1310,1,1297.0,20,No
24946,3216,42,1865.0,14,Yes
21721,6828,45,3755.0,18,Yes
26996,7134,21,5636.0,5,Yes
22282,4165,49,2124.0,38,Yes
4690,2465,5,2342.0,19,No
19884,4943,1,4894.0,25,No
5078,503,29,357.0,39,Yes
19916,239,0,239.0,25,No
13204,3615,43,2061.0,3,Yes
2943,5120,31,3533.0,14,Yes
593,4008,39,2445.0,12,Yes
15051,6502,9,5917.0,18,No
24391,1872,18,1535.0,18,No
5964,7052,31,4866.0,7,Yes
12452,4706,39,2871.0,13,Yes
8996,6818,23,5250.0,39,Yes
11607,2170,28,1562.0,22,Yes
703,5078,25,3808.0,39,Yes
22497,4935,49,2517.0,2,Yes
25814,2371,33,1589.0,12,Yes
10301,2259,28,1626.0,13,Yes
26810,5545,4,5323.0,25,No
25339,2478,22,1933.0,15,Yes
10370,1568,19,1270.0,30,No
14527,3643,9,3315.0,18,No
15171,2327,0,2327.0,32,No
23906,3965,30,2776.0,22,Yes
11977,2905,26,2150.0,31,Yes
29637,7778,36,4978.0,24,Yes
17599,2010,54,925.0,30,Yes
19721,2823,44,1581.0,19,Yes
29635,7741,26,5728.0,31,Yes
29881,3344,59,1371.0,17,Yes
19877,6334,33,4244.0,12,Yes
20380,7475,57,3214.0,14,Yes
7774,7101,53,3337.0,13,Yes
4724,7177,3,6962.0,20,No
21589,5137,50,2568.0,5,Yes
20793,2554,20,2043.0,17,No
27491,3945,19,3195.0,4,No
13429,7910,55,3559.0,23,Yes
23627,1820,30,1274.0,27,Yes
5824,2309,52,1108.0,36,Yes
3114,986,2,966.0,27,No
25231,2665,3,2585.0,15,No
24205,6207,28,4469.0,1,Yes
24142,578,33,387.0,2,Yes
2921,6767,17,5617.0,33,No
15250,963,34,636.0,18,Yes
16340,7325,56,3223.0,6,Yes
10717,5140,29,3649.0,32,Yes
363,1710,55,769.0,11,Yes
24046,6650,38,4123.0,15,Yes
23624,3800,35,2470.0,14,Yes
15849,4236,8,3897.0,24,No
26794,2952,43,1683.0,22,Yes
26364,3567,22,2782.0,3,Yes
8947,5947,21,4698.0,20,Yes
9387,6980,1,6910.0,31,No
29534,6125,12,5390.0,30,No
16573,7022,39,4283.0,5,Yes
17971,7394,21,5841.0,9,Yes
5903,2708,0,2708.0,21,No
15827,2106,48,1095.0,36,Yes
9522,6561,35,4265.0,35,Yes
12802,3321,50,1660.0,21,Yes
19242,5593,40,3356.0,25,Yes
16223,818,45,450.0,5,Yes
3142,741,20,593.0,20,No
14127,5340,12,4699.0,26,No
6795,6604,1,6538.0,19,No
23682,3530,33,2365.0,31,Yes
29792,3174,36,2031.0,35,Yes
20197,6437,31,4442.0,1,Yes
23832,2365,36,1514.0,18,Yes
9410,4998,50,2499.0,14,Yes
16824,3877,43,2210.0,2,Yes
25985,2971,27,2169.0,2,Yes
14588,5502,44,3081.0,21,Yes
23577,6572,26,4863.0,2,Yes
27837,2282,6,2145.0,21,No
22098,7144,2,7001.0,11,No
16344,1216,22,948.0,1,Yes
25231,1528,52,733.0,37,Yes
4363,7221,46,3899.0,29,Yes
24782,3128,59,1282.0,29,Yes
18799,7156,53,3363.0,36,Yes
1548,2800,42,1624.0,31,Yes
25110,6887,4,6612.0,15,No
24087,7434,52,3568.0,17,Yes
27097,2373,38,1471.0,11,Yes
14153,4297,55,1934.0,12,Yes
7350,1924,55,866.0,28,Yes
18587,2057,50,1028.0,18,Yes
28885,2509,38,1556.0,5,Yes
4164,5998,22,4678.0,21,Yes
10144,2344,18,1922.0,38,No
13136,2650,12,2332.0,31,No
2715,3283,38,2035.0,10,Yes
2026,4737,38,2937.0,37,Yes
16916,589,2,577.0,13,No
23614,4159,8,3826.0,3,No
3409,7042,15,5986.0,25,No
23536,885,27,646.0,5,Yes
19044,2147,30,1503.0,12,Yes
7215,1785,12,1571.0,37,No
22575,4949,14,4256.0,15,No
22572,5682,38,3523.0,37,Yes
12758,7800,18,6396.0,34,No
3147,7477,4,7178.0,22,No
23067,4138,59,1697.0,25,Yes
6057,1960,17,1627.0,2,No
21959,3420,36,2189.0,3,Yes
29131,5082,24,3862.0,16,Yes
20319,4971,13,4325.0,28,No
28938,593,15,504.0,29,No
9710,4990,36,3194.0,6,Yes
20432,5804,9,5282.0,38,No
4229,5684,23,4377.0,6,Yes
1105,696,48,362.0,25,Yes
5596,4131,6,3883.0,21,No
