warehouse_id,orders_processed,avg_picking_time_minutes,labor_utilization_percent,efficiency_rating
55,2165,6,90,High
99,1500,7,90,Low
197,1025,39,70,High
154,1706,38,87,High
95,7904,36,70,Low
40,2273,30,89,High
34,286,7,76,Low
2,1663,24,71,Low
19,4623,26,90,High
45,3155,21,76,Low
176,7168,23,69,High
163,3019,38,74,High
64,460,6,51,High
92,2496,28,59,High
162,389,39,76,High
161,2783,9,52,High
170,3742,16,82,High
183,1047,37,91,Low
47,7283,10,69,Low
80,1748,8,75,High
142,2393,32,85,Low
2,6998,21,74,Low
24,1158,22,90,Low
76,3675,32,69,High
193,5602,26,55,Low
184,3321,18,83,High
176,6801,20,62,Low
6,7794,34,80,Low
71,7266,21,68,High
197,366,20,63,High
164,5859,7,89,High
172,4347,29,50,Low
164,3649,13,82,Low
91,7758,34,71,High
131,6454,25,91,High
45,2636,39,75,Low
98,3019,10,86,Low
82,272,25,51,Low
40,6688,28,60,High
83,6898,16,91,Low
97,2940,21,66,Low
169,5613,20,99,Low
44,6131,17,86,High
139,4316,39,98,Low
108,1921,25,70,Low
3,7563,6,84,High
41,2145,25,88,High
155,4781,10,78,Low
189,4555,22,73,High
41,1393,37,63,Low
62,1087,18,59,High
87,3927,17,74,Low
150,3329,15,53,High
72,3394,19,52,Low
173,4754,21,51,High
196,7783,36,82,High
162,3627,37,54,High
120,5749,21,57,Low
169,4342,24,78,High
66,304,21,62,Low
79,6133,25,99,Low
12,5181,6,95,Low
81,6832,36,71,Low
13,3206,24,55,Low
115,3137,18,61,Low
165,3121,34,67,High
92,4119,23,60,Low
69,4377,21,96,Low
92,430,15,73,High
183,7162,24,89,High
180,3298,20,63,Low
140,7687,12,87,High
112,5433,21,54,High
156,6717,26,51,Low
120,5122,14,73,Low
85,1343,20,63,Low
121,4927,28,57,High
2,864,38,55,High
23,7191,10,78,Low
13,4343,24,71,Low
26,6323,13,99,High
78,7402,18,91,High
133,6161,14,97,High
192,4286,12,71,Low
21,4793,6,58,Low
54,3457,12,65,High
124,2381,14,61,Low
106,5564,21,57,Low
69,1819,17,51,Low
91,2053,10,71,Low
70,5128,33,83,Low
151,7230,15,95,High
37,3683,23,73,Low
159,2466,28,76,High
15,6681,25,89,Low
190,7088,16,98,Low
125,492,37,93,High
46,5963,31,84,High
154,6022,37,97,High
120,2429,25,91,Low
88,2986,35,80,High
193,7270,6,69,Low
51,7790,19,82,Low
140,4760,27,91,High
80,6674,30,81,High
40,6829,6,87,Low
36,1719,34,80,Low
73,6091,10,75,Low
187,111,21,58,Low
173,4866,8,89,Low
173,5389,33,79,High
93,7140,10,87,High
148,3419,18,80,Low
91,6166,23,80,Low
143,1317,31,54,Low
50,338,22,99,High
104,7608,27,95,High
21,862,32,65,Low
65,3401,13,84,Low
20,5027,10,75,High
73,1772,31,76,Low
199,5471,20,96,Low
150,712,11,71,High
107,5630,23,94,Low
114,5038,10,53,High
197,6768,5,59,High
72,5045,17,85,Low
79,6883,9,61,High
134,6382,27,81,Low
150,1854,34,95,High
161,4600,11,97,Low
52,5781,15,84,Low
199,958,34,74,Low
160,4471,24,78,Low
186,892,22,58,High
129,4403,16,60,High
114,1567,28,66,High
154,2671,11,95,Low
192,2649,38,63,Low
92,2759,22,54,High
103,4083,36,84,Low
21,3194,25,95,High
58,3152,10,61,High
28,565,31,58,Low
51,1306,39,67,Low
79,3400,29,65,Low
189,7390,11,81,High
163,2615,12,88,High
156,4144,36,73,High
27,7648,32,90,Low
144,7943,6,56,Low
136,2316,27,84,High
3,2916,5,88,Low
149,6555,27,90,Low
182,6649,11,54,High
100,2079,19,57,Low
146,4743,12,77,High
73,2136,12,75,Low
173,231,24,63,High
175,3872,21,91,Low
64,3119,38,66,Low
20,5212,19,56,Low
72,436,17,54,High
197,6139,28,57,Low
132,5196,6,94,High
172,5687,19,60,Low
141,7801,32,86,High
7,7435,31,80,Low
112,2612,27,78,Low
36,2378,14,83,High
187,3832,16,83,High
89,7032,30,64,Low
173,6965,28,53,Low
145,5708,31,68,High
26,398,15,85,Low
144,5415,18,56,High
150,7580,21,74,Low
189,214,37,90,High
155,4095,25,66,High
49,1446,17,70,Low
28,3165,22,95,High
88,1726,18,77,High
45,5542,23,75,Low
36,2622,34,59,Low
44,5865,20,95,Low
146,5104,7,84,Low
135,6678,32,81,High
137,7683,17,98,High
118,7894,29,98,Low
133,3703,24,98,Low
93,6736,22,83,Low
16,7632,20,68,High
67,5615,19,69,High
25,4371,18,93,Low
95,5935,34,79,High
130,4278,32,65,Low
184,3277,16,87,Low
154,1321,9,62,Low
141,5833,36,88,Low
151,7184,14,63,Low
158,6800,26,84,Low
45,348,16,59,Low
15,1712,38,59,Low
141,4506,27,79,Low
59,3661,13,79,High
51,3480,20,88,High
30,1339,29,79,High
116,7839,11,56,High
3,5613,37,77,High
47,5966,28,69,High
199,6872,10,92,High
189,7627,25,71,High
90,6725,16,59,Low
86,4982,18,84,High
62,3443,17,70,High
170,468,18,80,Low
179,2610,9,88,High
48,5340,34,88,High
58,4935,6,80,High
167,2948,13,81,High
191,4289,32,93,High
160,6670,22,78,Low
25,6816,20,89,Low
141,1952,12,96,High
9,7034,36,70,Low
13,2791,7,78,High
56,2595,11,62,Low
100,1097,5,75,High
24,7428,26,62,Low
173,3580,31,71,Low
97,5405,23,87,High
1,1344,24,50,High
90,1731,34,72,Low
169,857,39,86,High
1,172,11,73,Low
162,1033,37,73,Low
78,3120,8,95,Low
149,1819,35,90,Low
40,4294,17,63,Low
105,529,17,55,High
133,1950,5,80,High
144,3293,24,61,High
5,1337,11,91,High
125,6923,34,67,High
61,6791,11,60,High
105,2986,34,64,Low
194,5931,5,50,Low
176,1031,29,99,Low
96,731,14,58,Low
150,2848,16,59,High
127,7352,28,78,Low
60,4999,15,58,Low
22,4003,32,65,Low
92,2583,26,57,Low
56,2648,6,62,Low
157,1841,23,85,Low
14,7034,35,66,High
52,1284,7,80,Low
117,4796,27,95,Low
133,3570,9,55,Low
152,6755,6,60,Low
160,1191,22,90,High
129,2197,31,89,Low
174,5835,7,51,High
82,3533,23,97,Low
122,4978,18,70,Low
62,4620,14,98,Low
150,2849,29,62,Low
89,1372,33,62,Low
43,2120,31,65,Low
19,5384,36,64,Low
24,4855,33,89,High
33,6718,9,73,High
172,4379,15,90,Low
27,887,13,53,Low
31,6923,31,61,High
152,1411,24,85,High
59,1288,30,68,Low
104,6918,33,85,High
173,6272,29,80,Low
139,2521,29,75,Low
124,507,38,91,Low
169,2572,10,65,High
157,3432,34,92,High
184,4369,34,63,Low
147,474,34,99,Low
77,2039,33,59,Low
92,4662,39,56,Low
17,5937,12,68,High
183,946,20,56,High
151,5260,23,74,Low
88,7263,28,50,Low
144,6673,32,91,High
68,7916,11,95,High
137,972,8,88,Low
125,4762,16,96,High
50,5174,24,51,High
167,4984,17,79,Low
110,3192,5,63,Low
87,3652,8,57,High
73,6021,23,66,Low
181,2033,5,59,Low
99,2036,23,57,High
177,2038,16,88,Low
134,7065,26,53,High
165,508,14,71,Low
75,432,34,99,High
54,4997,17,81,Low
199,3239,18,60,Low
194,748,14,78,High
131,5607,38,87,Low
82,7168,27,91,High
67,527,38,65,High
192,262,24,71,Low
168,4262,32,75,High
73,4851,13,61,High
26,2249,14,75,Low
90,7703,22,51,High
131,6487,14,60,Low
136,3131,9,85,Low
42,6936,30,90,Low
94,3130,29,59,High
144,1087,19,95,Low
80,7719,10,80,High
12,4507,13,98,High
5,744,10,53,High
141,6941,9,52,Low
113,2743,25,99,High
178,6533,33,58,High
93,3930,18,70,Low
176,3234,34,76,High
67,846,10,50,High
131,5857,37,90,High
101,7770,32,63,High
1,5222,18,55,High
121,5404,24,86,Low
149,4569,8,84,High
52,747,6,60,High
100,284,34,89,High
154,6541,37,91,High
136,6337,39,96,Low
8,3624,9,55,High
160,5403,29,56,Low
126,1123,29,63,High
196,3490,11,87,High
198,614,16,86,High
77,2067,5,83,Low
86,5614,26,74,High
24,7376,7,77,Low
9,5786,9,95,Low
182,5416,15,62,High
192,998,11,75,High
85,4329,35,66,High
82,6516,25,82,Low
76,6915,11,99,High
37,4208,13,83,Low
126,3143,32,96,High
57,5624,23,62,Low
30,2680,7,73,High
144,5327,37,76,Low
143,6012,18,69,High
187,7295,22,82,Low
9,7318,22,51,Low
37,6710,21,59,High
111,3137,8,59,Low
102,4437,31,89,High
137,202,11,63,Low
107,3677,22,95,Low
147,2929,11,58,Low
143,2914,21,83,High
43,1957,27,78,Low
135,4913,25,81,Low
15,2316,12,92,Low
42,617,19,95,Low
52,230,19,97,Low
145,5471,39,73,Low
102,5566,18,54,High
31,1891,35,81,Low
61,1081,7,87,Low
196,2876,38,61,Low
3,4086,25,79,Low
100,3664,10,51,Low
128,1624,19,51,Low
3,4701,31,68,Low
49,7209,23,98,High
118,1441,13,69,Low
88,2280,39,73,High
103,2884,23,92,High
87,7930,6,96,High
92,7983,32,57,Low
79,6901,32,96,High
32,5165,33,81,Low
136,4005,10,52,Low
93,3043,22,83,High
56,1393,30,95,High
132,228,8,55,Low
71,3909,17,56,High
64,6135,15,94,High
6,2939,28,79,High
157,4289,16,66,Low
120,692,21,81,Low
144,5311,37,98,High
143,1605,18,95,High
131,6598,15,59,Low
148,1427,6,58,High
170,7996,13,69,Low
151,4221,25,64,Low
85,2365,7,65,Low
180,699,23,86,Low
197,3695,32,51,Low
177,1117,14,58,Low
27,7154,21,67,Low
154,6408,29,66,High
35,3336,16,97,Low
199,7116,16,82,High
141,5810,16,54,High
73,1746,35,74,High
44,3955,32,70,High
113,1182,22,58,Low
32,7126,23,74,Low
191,4880,13,96,Low
42,6065,27,69,Low
158,7648,21,59,High
131,3613,9,80,High
162,6266,36,75,High
188,3813,18,69,Low
169,4840,36,60,High
49,1011,24,83,High
128,4671,32,69,High
124,1994,21,94,High
8,3059,15,80,High
138,3908,26,59,Low
199,7962,13,50,High
108,4478,36,65,High
161,3758,37,82,High
92,4149,16,68,Low
102,7434,18,58,Low
75,3658,16,60,Low
24,3400,21,62,Low
93,4404,12,77,Low
169,5484,28,70,Low
174,1474,8,59,Low
28,4926,38,55,High
132,5863,26,78,High
155,3976,23,54,High
114,1677,28,74,High
86,6369,19,70,Low
92,451,26,63,Low
43,5164,34,89,High
162,4574,16,98,Low
69,1520,5,51,Low
106,540,27,74,High
29,1844,12,83,Low
106,3815,38,81,High
11,2106,18,61,Low
138,5386,12,51,Low
39,6817,11,77,Low
182,7871,38,63,High
7,4198,27,87,Low
10,1102,25,65,Low
170,2783,29,97,Low
65,5512,6,81,Low
199,752,5,63,Low
106,1304,32,79,Low
51,4778,5,50,High
105,5109,14,59,Low
177,5145,38,86,Low
54,3798,19,79,High
151,7593,36,62,High
13,7781,9,85,High
26,1354,13,97,High
64,4647,21,92,Low
64,7246,7,66,High
83,4342,5,79,High
59,4625,15,87,Low
115,2163,11,54,High
86,2536,21,56,Low
111,3459,36,83,Low
133,3658,14,66,High
65,5525,20,74,Low
73,205,19,75,High
166,5949,25,68,Low
34,973,18,59,Low
83,2906,14,73,High
32,6142,14,87,High
21,6331,31,65,High
52,5133,22,54,Low
177,4814,10,66,Low
154,4246,32,56,Low
156,4957,13,80,Low
134,7083,34,69,Low
45,5984,7,98,Low
110,7335,36,92,Low
85,1624,35,72,Low
133,7694,33,93,Low
100,332,27,56,High
83,3295,17,98,High
32,2734,17,56,High
45,159,23,64,High
182,2142,19,90,High
151,3026,36,65,Low
83,5847,13,86,High
175,5188,28,67,Low
118,5882,17,65,High
186,3761,35,50,High
65,4962,5,63,High
18,3482,38,59,High
147,2352,7,60,Low
108,4747,21,60,Low
73,7660,13,80,High
65,3750,36,72,High
139,7532,12,88,Low
66,3775,39,79,Low
74,766,38,52,Low
52,692,7,74,Low
167,7843,27,80,High
108,3036,34,85,High
108,5789,5,58,High
151,6842,39,62,High
28,851,13,73,Low
115,5427,25,50,High
174,4466,12,52,High
110,1933,39,58,High
134,7423,9,63,Low
132,7756,24,69,Low
52,6379,13,73,High
174,6843,20,63,Low
174,437,7,86,Low
196,3893,38,53,High
71,6336,20,97,High
86,4113,39,50,Low
139,4562,38,73,Low
121,439,19,89,Low
90,1392,27,92,High
7,4111,34,78,Low
121,4276,11,90,High
61,487,29,51,Low
58,5094,34,70,Low
1,3492,26,78,Low
167,517,23,85,Low
174,2024,38,99,High
141,6159,9,82,Low
67,777,35,72,Low
71,4903,14,62,Low
107,3092,28,69,Low
142,2799,30,86,High
60,161,39,97,High
51,3032,25,62,Low
79,7057,29,52,High
138,3855,22,64,High
166,3244,5,91,High
172,1853,15,64,High
61,6210,35,88,High
42,7207,5,84,High
25,866,14,99,Low
17,4993,8,69,Low
69,7599,15,98,High
133,1455,30,91,High
147,4456,8,99,High
135,6944,37,89,Low
37,3101,17,86,Low
123,5132,15,72,Low
188,3139,36,50,Low
188,5833,25,82,Low
67,1212,19,52,Low
141,3774,20,93,Low
113,4320,29,60,High
32,7431,24,85,Low
63,2050,6,58,High
110,2086,13,78,High
160,3370,22,86,High
96,2320,5,68,Low
113,6179,18,66,High
92,915,12,90,High
96,2561,5,81,High
116,3957,9,52,High
43,2768,10,92,Low
162,6133,15,79,Low
95,5409,8,88,Low
11,641,31,86,Low
9,6449,20,77,High
28,7190,20,98,Low
18,3713,10,58,Low
25,6773,10,95,High
7,1289,8,88,Low
92,7203,5,98,Low
33,1700,10,74,Low
128,6178,34,78,Low
45,6863,36,77,Low
164,1066,22,90,High
70,4206,30,65,Low
37,5804,12,86,High
42,211,21,92,Low
193,6827,12,55,High
82,3188,32,56,High
32,844,38,99,Low
119,3768,30,88,High
76,7488,22,82,High
106,7927,18,95,High
96,4379,19,54,Low
130,3315,19,77,High
192,7007,11,88,Low
125,6541,11,55,Low
179,3921,22,66,High
85,289,20,74,High
55,5853,30,87,High
38,2415,37,51,High
63,7972,39,83,Low
26,5298,26,82,Low
56,7211,26,91,High
159,3096,18,71,Low
24,4969,37,65,Low
114,5308,5,53,High
35,7063,36,81,Low
183,1080,7,77,Low
98,1942,20,64,Low
107,6964,25,82,Low
88,415,8,57,Low
16,2191,14,68,Low
45,2917,17,68,High
72,1911,39,88,Low
51,3815,12,97,Low
185,1957,19,82,Low
78,4972,32,95,Low
23,4762,23,56,Low
63,5688,26,84,High
91,6005,35,59,Low
115,196,25,82,Low
28,6446,15,75,Low
99,7692,38,59,High
143,4053,34,79,Low
152,4634,26,76,Low
80,7917,20,94,Low
58,7027,17,82,Low
23,6102,38,73,High
122,2900,10,80,Low
52,4244,32,74,High
63,3300,26,61,Low
117,1075,7,52,High
108,2695,28,57,High
14,4807,16,81,High
134,3746,10,67,Low
28,1581,36,63,High
116,3748,21,74,Low
158,447,10,59,Low
189,815,39,89,Low
63,7415,18,93,High
20,2083,12,89,High
15,3612,35,97,Low
130,6517,19,54,Low
99,315,37,86,Low
192,4278,24,53,Low
185,5332,5,91,High
91,1110,17,53,Low
106,3036,39,90,Low
125,3096,7,97,Low
120,4654,18,64,High
184,5046,23,92,High
175,5228,32,63,Low
43,3423,16,50,Low
193,5244,23,92,High
93,7256,19,83,High
116,637,17,87,High
173,7181,31,54,High
199,3130,29,76,High
199,7803,20,50,Low
107,2223,10,87,High
49,2192,17,90,Low
158,1920,26,97,High
32,4781,31,86,Low
63,6190,16,79,High
106,1232,19,72,Low
11,1049,11,70,Low
40,5904,38,71,High
26,7556,12,95,High
138,4528,17,76,Low
163,2713,33,67,High
40,4644,37,58,High
10,2748,25,92,Low
151,7675,29,58,Low
126,1896,37,77,Low
122,3601,20,63,Low
121,1732,39,78,High
81,3399,38,84,Low
65,3743,34,89,High
171,5903,19,69,High
111,7957,13,67,High
48,5853,17,52,Low
3,1905,25,71,Low
115,737,35,98,Low
163,6678,19,56,Low
162,5637,20,68,Low
10,6494,20,54,High
7,5422,14,83,High
110,984,9,59,Low
146,2597,24,90,High
35,5856,14,84,High
60,6927,35,83,High
65,5550,10,53,Low
71,1417,17,70,Low
194,473,37,70,High
24,6566,26,99,Low
132,1500,16,76,Low
24,2264,37,56,High
24,7967,23,76,Low
187,3099,19,80,Low
136,215,19,80,Low
165,3888,32,51,High
80,6559,24,82,High
39,7178,26,73,High
65,7933,36,80,High
129,7532,7,96,High
111,820,37,75,High
167,2755,19,50,Low
185,4348,25,98,High
135,2269,6,79,High
44,4243,21,57,Low
93,2228,23,78,High
168,605,38,86,Low
132,6405,14,97,High
62,2530,31,90,Low
158,4482,9,68,Low
47,3516,7,91,High
87,7639,24,76,High
96,5782,21,56,High
183,3792,29,53,Low
7,7340,37,76,Low
142,5879,21,55,Low
175,5801,18,84,Low
8,3024,36,81,High
61,6811,21,84,High
8,5789,32,83,Low
189,7000,18,99,Low
162,2759,28,59,High
149,1157,10,52,Low
31,7047,32,97,Low
184,4763,32,57,High
97,3861,36,96,Low
121,6521,24,72,Low
166,7183,33,72,Low
88,5245,35,78,Low
138,7815,35,56,Low
109,6642,20,68,High
51,4341,39,59,High
122,7497,34,85,Low
57,1544,37,94,High
36,7365,17,92,Low
165,5007,35,80,Low
104,6239,11,82,Low
188,5969,27,99,High
115,3012,15,75,Low
89,1069,15,79,Low
13,3896,22,75,Low
178,2529,23,66,High
152,4314,31,76,High
149,838,13,92,High
128,6169,36,58,Low
51,160,9,96,High
110,7092,36,68,Low
41,4451,26,61,Low
112,1484,36,77,High
124,2230,31,59,High
69,2407,37,80,Low
43,4627,30,71,Low
103,7085,30,54,Low
58,2934,19,99,Low
30,805,17,74,Low
3,318,32,83,Low
191,2399,8,81,Low
130,170,33,53,High
172,187,31,68,Low
39,3215,24,59,High
163,1344,31,98,Low
57,7904,12,77,Low
89,3448,17,88,High
84,282,9,68,High
109,2441,33,79,High
113,3433,38,55,Low
109,1916,38,99,Low
136,4719,18,94,Low
123,4225,27,95,Low
172,3230,7,63,Low
198,3665,6,88,Low
125,6271,18,51,High
30,1459,21,94,High
69,4502,11,72,High
152,2194,34,98,Low
175,1387,39,63,Low
164,7895,32,54,High
177,6401,31,58,Low
33,7688,16,60,Low
43,3228,12,73,Low
43,1593,29,69,Low
61,2702,5,89,High
46,5053,17,86,Low
70,3750,31,57,Low
28,5395,34,54,High
173,3637,13,61,High
183,4994,20,67,Low
112,3861,26,98,High
46,524,7,78,Low
88,3750,7,55,High
28,717,10,80,Low
180,2352,38,85,High
20,5148,31,97,High
141,2857,5,87,Low
38,1037,28,51,High
56,3524,32,90,Low
85,2212,7,65,Low
52,1198,21,91,High
37,5380,33,86,High
180,2599,6,92,High
171,5939,27,51,Low
178,1248,10,68,Low
79,5242,37,69,Low
154,923,26,75,High
124,6098,22,81,High
146,3787,16,73,Low
90,7354,11,72,Low
111,2556,30,95,Low
122,1548,36,89,Low
58,4797,38,53,Low
98,4745,34,99,Low
194,214,26,68,Low
79,4202,8,96,Low
84,5434,31,81,High
63,3859,30,82,Low
38,1769,11,72,High
22,2614,6,78,Low
130,5566,12,60,Low
145,725,38,68,Low
155,7290,36,63,High
23,7727,29,52,Low
12,722,19,63,Low
166,1338,17,86,High
70,118,6,90,High
81,4829,7,64,Low
161,1204,20,61,High
107,7125,21,52,Low
21,7839,23,64,Low
80,340,35,70,High
6,7230,36,54,Low
109,7670,32,52,High
77,1100,18,56,Low
93,6313,14,58,High
146,6124,26,67,Low
120,1739,5,91,Low
193,4961,17,59,High
44,1599,22,76,Low
168,2681,34,89,High
18,4370,39,71,High
181,4061,38,63,High
165,7692,12,89,Low
113,454,8,66,Low
188,4581,36,99,Low
111,5426,35,92,Low
18,1860,26,67,Low
197,2365,6,74,Low
81,2170,21,99,Low
45,4047,21,53,High
135,1718,9,76,Low
76,7136,12,80,Low
81,7284,35,83,Low
172,1233,18,78,Low
40,1202,7,73,High
135,6027,37,59,Low
195,2388,28,80,Low
15,1423,35,71,Low
54,3748,14,86,Low
129,3935,11,96,Low
68,3949,30,80,Low
134,6919,38,87,High
84,5474,6,97,High
185,3724,15,85,Low
199,1425,39,77,Low
168,3076,29,57,Low
133,3248,33,77,Low
16,5664,39,90,High
28,3528,30,53,High
85,5257,26,69,Low
145,2092,31,63,Low
197,4672,32,86,Low
7,3469,39,64,Low
153,7298,18,70,High
178,2607,10,51,High
30,1527,21,61,High
170,7845,31,61,Low
43,6298,21,98,Low
184,6479,32,90,Low
171,4413,28,50,Low
41,2681,34,82,Low
151,6785,33,58,High
2,3350,22,74,Low
145,521,34,95,Low
96,6054,9,99,Low
92,236,8,92,Low
8,6107,28,62,Low
7,669,16,98,Low
144,2297,12,66,High
67,2387,17,50,Low
86,6577,28,82,High
104,6945,37,71,Low
89,7263,25,99,Low
77,854,13,80,High
194,1369,10,86,Low
129,2565,22,67,High
112,5939,33,62,High
142,1800,27,80,Low
58,4349,24,75,Low
177,5900,31,72,Low
138,3342,21,94,Low
158,4894,29,88,High
197,486,39,53,Low
188,1662,23,69,High
40,915,6,98,Low
138,4353,28,98,Low
62,1567,6,89,Low
190,7173,20,54,Low
69,5681,24,58,High
160,1315,33,83,Low
165,3593,13,90,Low
196,821,35,56,High
89,7552,13,73,Low
18,1288,8,95,High
28,210,16,98,High
80,3922,39,91,Low
52,520,28,76,High
125,5722,31,63,High
27,5071,34,58,Low
66,5719,17,76,Low
194,2954,31,86,High
26,2018,6,74,Low
199,5579,7,50,Low
82,7581,14,97,Low
163,5651,10,63,Low
124,318,17,50,Low
91,5998,39,56,Low
57,3530,14,92,Low
26,6238,6,61,Low
53,7830,11,98,Low
70,2787,17,75,High
83,2405,20,60,Low
75,2567,5,88,Low
29,7877,32,98,Low
52,7746,32,80,High
48,882,35,83,High
127,7934,5,99,Low
125,5943,20,86,Low
143,7145,24,50,Low
160,1168,21,57,Low
72,5953,27,98,High
170,1283,13,86,Low
152,704,39,64,Low
92,250,35,72,High
91,4138,7,79,Low
103,7654,18,69,High
128,5136,12,85,Low
185,4935,13,92,Low
97,4777,16,90,High
21,6865,36,71,Low
39,1962,29,68,High
82,4402,38,70,Low
55,5486,15,60,Low
114,3765,29,67,Low
92,283,29,53,High
140,5204,29,87,Low
21,6580,9,67,High
199,6443,31,78,Low
171,2657,32,68,Low
22,5727,38,58,Low
8,7053,30,59,High
153,259,5,76,Low
197,5329,16,94,Low
84,6686,17,63,Low
9,6019,15,94,High
189,1269,25,68,Low
65,4905,19,60,Low
198,746,19,79,High
27,5347,37,98,Low
98,7514,10,80,High
193,3814,14,89,Low
116,5965,16,91,Low
30,1333,25,93,High
130,3433,9,76,Low
198,1503,20,67,Low
79,5359,35,66,High
37,6058,35,51,High
32,7721,37,98,High
82,2185,27,97,Low
18,2389,37,55,Low
39,870,22,63,Low
61,7310,11,52,Low
43,2236,14,85,High
177,3883,18,62,High
12,939,17,86,Low
35,5549,35,80,Low
149,6103,15,99,High
195,2165,10,67,Low
77,7701,10,79,High
2,1974,14,92,High
172,4880,34,86,High
169,7289,8,59,Low
97,3589,28,91,High
70,883,19,94,Low
155,4409,22,65,Low
184,2650,26,96,High
139,3511,29,80,Low
53,7864,18,63,Low
178,4763,29,98,Low
9,4470,14,78,Low
48,4605,35,57,High
187,2141,5,72,Low
47,7890,20,64,Low
38,5385,21,84,High
94,1348,35,81,High
149,6754,14,77,Low
125,6901,8,76,Low
117,841,38,81,High
176,6791,22,72,Low
182,4685,25,66,Low
169,3301,27,63,High
160,2342,24,60,High
23,7772,8,63,High
40,4154,33,60,Low
104,5399,39,96,High
36,281,13,93,High
135,6310,7,78,Low
152,3873,15,77,High
154,1802,22,50,Low
133,4062,20,82,High
69,5280,19,73,Low
72,2504,21,83,Low
116,2498,30,71,Low
123,2623,32,98,High
141,3313,16,79,High
101,1206,10,66,Low
9,6772,6,52,Low
32,7107,37,63,High
42,1946,7,54,Low
60,2375,36,79,Low
80,613,14,63,Low
199,2089,27,57,Low
148,4085,18,95,Low
187,4350,34,89,High
95,6957,37,81,Low
85,4506,29,52,Low
111,6712,14,77,High
78,2891,29,85,High
176,1707,5,64,Low
17,3850,33,54,High
79,7886,33,70,Low
151,5211,32,84,High
135,6543,34,90,Low
191,2704,6,66,Low
55,7212,26,96,High
193,1978,7,85,Low
167,766,20,83,High
14,2976,36,76,Low
182,6525,21,52,High
33,1005,11,66,Low
42,7358,8,55,Low
132,4287,30,72,High
195,1030,10,87,High
164,5155,28,79,High
64,6737,37,82,Low
40,2234,34,67,Low
8,3646,7,54,High
35,5038,18,87,Low
119,6539,16,82,Low
20,1844,33,71,Low
165,967,33,88,Low
193,5209,29,98,Low
142,7385,10,96,High
47,194,28,50,Low
85,4107,25,58,High
19,3749,19,71,Low
139,2469,39,95,Low
69,1997,18,79,Low
150,335,5,91,High
7,2316,20,96,High
176,3304,5,70,Low
138,4286,33,79,High
144,4358,14,99,High
160,5583,37,72,Low
87,2192,5,53,High
184,2026,14,87,High
194,870,25,58,Low
155,2166,14,97,High
46,3369,26,98,High
95,5595,30,85,Low
73,7633,35,71,High
59,3050,33,57,Low
134,6044,23,96,Low
171,1000,16,50,High
119,2625,39,54,Low
31,5120,12,51,Low
163,4044,19,83,High
13,3485,13,90,Low
87,3310,21,99,Low
38,6909,24,50,High
103,2718,11,93,High
115,4334,12,69,Low
110,5320,14,99,Low
39,6607,8,80,Low
157,3285,20,98,Low
48,5467,12,77,High
13,5228,30,79,High
28,689,15,91,High
100,2106,22,94,Low
92,760,9,68,High
168,7951,33,54,High
179,7018,23,75,High
17,3014,15,93,High
185,4198,38,59,High
13,3919,19,66,High
113,124,26,76,High
182,4184,12,88,Low
183,2597,36,51,Low
141,944,33,61,High
135,7329,27,72,Low
196,1005,19,56,High
59,2958,15,60,Low
169,7013,13,55,High
102,3821,7,55,High
150,6581,27,95,High
106,7097,6,90,High
161,3037,28,72,High
130,3829,18,85,Low
57,3420,14,53,Low
49,5638,17,84,Low
90,6632,20,64,Low
126,4707,19,74,Low
34,2672,28,79,Low
102,1897,30,53,Low
135,4808,35,83,High
28,3031,32,99,High
147,1318,19,93,High
35,338,10,96,Low
132,2170,21,93,Low
88,7551,35,60,Low
82,2045,27,93,Low
127,3852,18,66,Low
180,5988,17,62,Low
72,3919,6,64,High
138,6327,34,89,High
102,4304,35,88,Low
167,6022,13,72,Low
185,2942,18,58,Low
70,7170,37,78,Low
10,1395,20,56,High
125,1998,9,79,High
26,130,21,69,Low
49,2980,21,60,High
108,1457,14,74,High
16,5381,5,96,High
78,7685,39,72,Low
86,2735,39,71,Low
122,4221,16,51,High
97,2042,24,54,Low
118,4108,13,98,Low
116,454,34,71,Low
128,1771,38,84,Low
117,4521,25,53,Low
141,4835,14,67,High
187,1153,22,93,Low
51,6806,24,80,Low
125,3157,39,57,Low
64,3583,39,53,Low
58,2345,13,98,High
118,4537,10,58,Low
40,4576,19,86,High
157,1607,17,61,Low
79,3822,21,76,High
137,4418,15,66,High
114,1204,28,85,Low
126,2998,13,95,Low
88,4875,17,59,Low
39,393,15,81,Low
174,7954,30,66,Low
62,721,24,58,Low
131,2698,20,87,Low
191,1808,38,74,Low
167,4901,33,72,High
106,2109,37,72,High
149,594,36,96,Low
13,7301,9,52,Low
120,725,15,61,Low
68,5757,13,65,Low
108,7876,23,56,High
140,499,24,52,Low
14,1103,38,72,Low
41,7809,39,54,High
31,1358,30,51,Low
95,3234,19,79,Low
14,6341,5,70,Low
107,5504,38,77,Low
36,6503,17,56,High
24,2409,14,59,High
6,970,22,50,Low
146,3719,20,80,Low
67,779,22,59,Low
42,917,28,95,High
183,2020,29,64,Low
80,4631,17,86,Low
85,1682,28,84,Low
37,7314,11,79,Low
66,809,24,51,Low
21,3131,12,96,Low
187,6704,29,70,Low
107,3301,15,50,Low
164,7224,28,62,Low
119,3713,5,80,High
18,187,32,62,High
146,5902,15,68,High
10,4804,36,91,High
42,7557,35,86,High
116,6653,27,73,Low
41,2305,36,65,Low
