product_id,return_reason,return_rate_percent,loss_amount,return_date
28988,Wrong Item,1.44,19535,2021-05-16 16:56:07
6471,Customer Return,9.63,7428,2021-07-13 09:47:41
9278,Wrong Item,7.17,3843,2018-11-25 06:49:23
3968,Wrong Item,5.04,28243,2020-11-15 01:55:16
11750,Damaged,13.17,1801,2019-01-16 08:36:47
1588,Damaged,13.6,12895,2022-02-28 01:48:27
14780,Damaged,4.99,4967,2022-09-19 09:03:26
5312,Damaged,9.58,28500,2020-07-20 04:35:59
6013,Customer Return,1.13,9733,2018-02-04 12:04:18
8090,Damaged,1.18,12313,2019-11-10 13:38:50
150,Wrong Item,9.39,4246,2020-03-01 20:55:28
20899,Expired,0.57,25535,2024-05-23 08:00:45
20797,Wrong Item,6.63,1616,2020-11-28 13:42:45
11065,Damaged,2.52,13394,2023-08-18 21:09:43
4275,Damaged,4.06,13934,2018-10-08 10:08:15
25771,Damaged,6.72,17611,2023-10-31 22:23:04
18380,Wrong Item,3.0,26851,2023-06-27 04:39:34
7612,Expired,2.49,27945,2019-05-02 00:02:45
26036,Damaged,4.96,20002,2020-12-07 07:31:49
29690,Wrong Item,1.26,7726,2022-12-10 10:52:39
19689,Expired,11.51,25282,2019-10-05 09:47:28
22285,Expired,13.13,24695,2021-06-20 05:28:24
3074,Damaged,6.43,3501,2021-01-30 07:30:59
18779,Expired,0.86,17044,2018-08-20 05:07:46
9138,Wrong Item,6.83,15982,2020-06-23 11:06:11
19793,Customer Return,11.0,10485,2020-04-26 10:04:25
22170,Customer Return,8.64,23891,2021-02-19 12:49:23
17857,Wrong Item,3.36,23705,2024-01-04 04:06:15
20175,Expired,3.22,26419,2024-02-23 13:15:54
7482,Expired,3.02,29891,2020-12-03 04:12:58
10229,Damaged,5.74,20467,2022-03-08 00:55:04
3950,Wrong Item,0.51,29479,2019-10-04 16:56:14
26370,Wrong Item,10.69,3545,2020-07-29 21:57:33
17795,Customer Return,4.4,20599,2018-01-14 23:19:26
10246,Wrong Item,2.84,13861,2020-11-03 01:33:58
29193,Expired,13.43,21442,2023-12-31 07:43:04
6132,Wrong Item,5.55,23764,2020-06-03 14:26:03
1442,Customer Return,14.85,6073,2019-10-03 22:42:45
20848,Expired,2.1,19644,2021-04-03 13:39:25
29490,Damaged,0.89,1022,2022-01-17 20:27:48
28894,Customer Return,10.42,7512,2021-03-27 14:46:02
15912,Customer Return,4.42,5643,2019-02-08 16:18:18
1013,Customer Return,6.57,27452,2019-06-11 11:45:44
7039,Damaged,13.27,22903,2023-06-08 00:06:30
27355,Damaged,6.6,17037,2020-07-28 19:58:07
13903,Customer Return,8.94,2795,2018-01-11 21:00:17
19119,Damaged,4.05,8707,2019-12-20 15:22:25
22651,Expired,3.67,23928,2023-12-11 23:18:50
29778,Damaged,13.0,4062,2019-05-09 19:54:40
2722,Wrong Item,3.99,16741,2018-01-18 17:40:03
23419,Customer Return,4.62,26310,2018-11-11 13:03:49
4570,Expired,13.86,3930,2020-02-03 15:39:59
15330,Wrong Item,3.39,12310,2019-08-11 13:10:22
23155,Expired,12.51,22026,2018-07-31 19:16:42
26835,Customer Return,2.01,3317,2019-11-28 15:36:00
18771,Expired,12.05,23299,2018-06-24 06:11:01
23944,Expired,0.17,9734,2018-08-15 15:05:21
14059,Customer Return,13.43,5023,2021-04-08 05:08:32
19191,Wrong Item,8.93,28562,2023-06-25 16:54:25
18705,Damaged,9.54,29631,2020-02-11 21:22:27
16876,Expired,7.76,17118,2024-07-18 03:13:31
6287,Wrong Item,0.18,20599,2021-11-21 17:00:33
21388,Wrong Item,11.15,23342,2019-12-22 07:41:05
11315,Expired,13.68,3900,2023-08-16 09:02:33
8558,Expired,2.9,1390,2023-04-22 11:45:38
24703,Damaged,1.65,17199,2018-08-29 15:47:00
6682,Customer Return,7.16,8012,2020-03-20 00:39:59
22161,Expired,7.3,27673,2024-09-12 13:15:09
1370,Wrong Item,14.89,19521,2019-06-13 16:20:37
20955,Wrong Item,11.73,19734,2024-01-30 07:57:25
9574,Damaged,7.89,8114,2024-06-20 20:03:28
19215,Customer Return,7.6,26601,2020-09-16 16:02:29
2064,Damaged,7.67,24444,2018-06-08 11:47:09
14266,Wrong Item,2.62,14755,2019-05-27 04:45:33
1786,Expired,0.22,17356,2018-05-15 06:20:45
7013,Expired,12.37,897,2023-11-20 22:19:16
11344,Customer Return,5.25,26341,2024-06-20 12:09:01
24579,Wrong Item,9.67,3400,2024-07-27 17:52:29
7778,Damaged,8.23,12986,2021-07-26 16:50:49
21430,Customer Return,3.07,16862,2022-08-10 17:36:57
17808,Customer Return,13.8,20432,2019-06-12 22:16:32
4313,Damaged,2.0,13712,2021-09-24 03:17:41
936,Wrong Item,7.39,11429,2019-03-25 07:06:29
7827,Expired,8.19,4339,2023-11-23 12:18:21
17802,Customer Return,11.25,26134,2023-09-16 05:07:45
8424,Customer Return,8.25,12383,2021-07-09 03:35:42
3016,Damaged,9.88,13839,2019-03-15 20:18:21
20817,Expired,9.23,9017,2019-03-01 22:24:09
27964,Wrong Item,10.61,2199,2020-06-17 19:06:32
10747,Damaged,12.87,4163,2021-12-15 23:25:03
17446,Expired,13.19,18388,2024-06-28 17:38:09
24985,Customer Return,0.21,27515,2019-12-30 16:16:49
3858,Damaged,2.65,2532,2021-09-05 15:27:30
15705,Wrong Item,0.64,9224,2021-10-20 14:50:57
7271,Damaged,7.8,4533,2020-12-03 13:32:22
4145,Damaged,4.14,21231,2022-05-29 15:36:46
3763,Expired,12.23,19282,2022-06-03 09:24:29
7566,Wrong Item,0.17,26343,2024-09-03 01:14:31
19950,Customer Return,8.05,11297,2018-11-23 14:37:48
20503,Wrong Item,7.63,6087,2022-12-03 04:20:17
11690,Wrong Item,1.37,9090,2022-02-12 11:20:46
15512,Wrong Item,7.48,21725,2022-01-12 06:16:19
21884,Expired,8.54,23288,2019-03-24 00:36:35
10002,Expired,9.19,1798,2021-08-08 02:19:06
12230,Customer Return,2.78,27830,2023-07-09 10:08:07
18430,Expired,14.51,3781,2023-08-09 13:18:26
27389,Expired,12.24,12476,2021-12-31 06:37:10
342,Expired,0.67,29533,2018-11-06 13:25:38
14867,Expired,8.14,1613,2020-06-21 03:02:22
27872,Customer Return,2.76,22920,2018-04-21 16:07:02
8171,Wrong Item,0.77,23472,2018-07-17 16:06:06
11789,Wrong Item,0.04,2699,2024-06-14 23:59:55
1865,Wrong Item,8.26,27013,2021-03-26 04:20:35
12025,Expired,4.12,13706,2023-09-14 09:40:14
15008,Wrong Item,0.25,2984,2021-08-07 16:34:05
5492,Wrong Item,7.26,23685,2024-05-08 20:40:37
8055,Customer Return,10.9,18546,2022-04-29 08:53:58
23658,Wrong Item,1.99,6368,2020-09-28 12:04:12
15391,Expired,10.27,18381,2019-07-23 20:55:06
29630,Damaged,7.19,27398,2019-11-06 20:04:21
12342,Damaged,3.21,24693,2023-03-08 08:39:48
15837,Expired,7.77,24752,2023-07-23 23:14:04
23286,Customer Return,11.17,6539,2023-10-10 11:33:33
24520,Damaged,3.15,26005,2022-05-09 04:24:12
3092,Customer Return,2.87,1804,2021-03-16 06:18:29
12332,Expired,1.42,21707,2018-02-16 06:52:30
5994,Damaged,11.44,7027,2022-08-17 18:53:54
13553,Expired,10.52,790,2020-04-17 20:49:58
26098,Wrong Item,13.21,10559,2024-05-21 19:30:51
22300,Expired,8.66,23698,2023-01-29 16:15:22
14543,Expired,5.85,21333,2021-07-14 08:36:14
10323,Expired,1.24,24704,2021-07-13 17:06:27
25739,Wrong Item,13.44,24612,2024-06-17 06:03:21
3281,Expired,5.8,21446,2019-10-12 15:52:10
23968,Wrong Item,4.82,6513,2020-03-10 19:03:40
28998,Customer Return,7.42,23724,2018-02-18 23:43:09
11776,Damaged,4.76,1348,2018-09-27 02:44:16
4292,Damaged,4.05,21940,2024-02-11 22:41:07
26222,Damaged,0.29,28534,2019-11-25 13:58:53
4460,Wrong Item,8.14,15554,2024-11-05 17:46:07
23965,Wrong Item,13.24,1588,2019-09-07 10:01:36
25599,Damaged,10.56,6078,2018-08-23 21:40:53
26916,Damaged,11.45,12181,2023-05-30 04:13:42
23036,Expired,3.11,26338,2018-11-18 18:26:07
17319,Wrong Item,7.91,22088,2023-05-08 13:21:34
21819,Customer Return,3.59,10887,2024-05-17 21:52:46
18622,Customer Return,3.5,8708,2021-11-12 02:48:12
373,Customer Return,8.58,15143,2019-08-27 23:26:14
26877,Damaged,3.62,11198,2018-05-17 18:32:57
24307,Wrong Item,13.89,1782,2021-01-30 04:21:01
25070,Customer Return,0.48,7930,2023-08-31 15:03:45
24606,Wrong Item,13.23,5433,2021-12-07 01:55:38
16176,Wrong Item,5.19,17732,2019-06-22 01:01:51
9785,Damaged,11.76,12054,2019-05-26 20:29:42
9788,Customer Return,2.1,6291,2021-07-24 11:05:03
26597,Customer Return,0.1,19963,2021-04-20 13:02:14
25544,Damaged,5.09,1559,2023-11-23 19:06:01
11216,Damaged,12.48,27009,2018-05-15 07:19:26
7590,Damaged,8.59,9184,2018-10-27 03:20:46
23696,Expired,10.6,3967,2019-05-02 08:55:52
2241,Wrong Item,12.96,13736,2021-09-23 17:12:27
8352,Expired,14.09,1686,2019-07-26 01:56:55
138,Wrong Item,1.91,2070,2022-06-20 15:21:20
773,Damaged,0.57,11314,2019-03-25 08:04:11
13652,Customer Return,9.87,19339,2024-09-08 14:12:22
26064,Damaged,13.03,12251,2018-05-08 21:18:06
16408,Expired,5.34,19897,2022-03-18 11:32:13
13856,Customer Return,10.2,12875,2021-11-11 00:24:42
14434,Damaged,1.27,12016,2020-08-23 00:20:55
15811,Customer Return,9.6,10005,2023-04-03 11:04:45
15680,Customer Return,2.52,23404,2024-05-31 11:31:18
28559,Damaged,10.19,21504,2019-02-17 18:01:31
7568,Expired,0.32,17049,2021-09-04 12:18:12
20854,Customer Return,8.17,5498,2024-02-28 20:03:47
11398,Wrong Item,0.58,7720,2023-06-26 09:26:25
28634,Wrong Item,10.69,14833,2021-01-27 01:41:44
29453,Customer Return,10.02,28776,2019-06-13 08:51:49
4518,Wrong Item,8.74,19360,2020-03-25 06:07:01
7406,Damaged,6.16,18501,2022-08-30 04:14:10
20958,Customer Return,11.2,3771,2024-03-31 01:25:12
16205,Wrong Item,14.11,10874,2023-10-18 08:41:45
25536,Wrong Item,2.69,20729,2020-04-30 11:31:17
13776,Damaged,0.68,27963,2024-02-14 01:51:03
15834,Wrong Item,4.88,3018,2023-09-20 15:34:12
3323,Wrong Item,6.06,11681,2020-08-02 12:40:25
11886,Customer Return,3.75,19672,2020-09-30 00:30:33
13417,Expired,4.19,10615,2022-11-06 02:11:57
25471,Customer Return,11.99,4550,2021-09-23 10:55:00
18215,Damaged,6.93,1196,2020-10-12 13:24:43
15976,Damaged,0.86,12032,2018-10-03 17:48:46
23709,Wrong Item,8.88,12745,2020-02-09 14:48:28
24021,Customer Return,7.98,5827,2020-04-22 19:18:54
26296,Expired,11.33,23320,2022-02-28 04:05:55
27287,Customer Return,4.2,10968,2022-08-26 02:05:25
10275,Wrong Item,9.33,14320,2022-08-10 18:05:33
8742,Damaged,4.41,20841,2023-04-12 11:02:11
10903,Damaged,9.36,17897,2021-06-28 15:55:34
24123,Customer Return,5.43,16697,2018-05-11 14:00:21
16491,Damaged,1.4,9140,2019-12-25 00:52:34
7801,Expired,2.54,19705,2022-05-17 14:46:46
14036,Wrong Item,6.1,7345,2022-07-19 16:55:25
7694,Wrong Item,2.89,27988,2020-12-08 11:22:48
15424,Expired,7.11,17959,2023-01-29 09:30:09
3229,Damaged,6.65,17606,2024-01-20 08:16:04
2950,Customer Return,5.72,8576,2018-03-13 09:08:22
11703,Damaged,8.39,16723,2019-06-09 01:51:05
10352,Customer Return,7.97,21393,2020-04-04 16:32:16
2708,Expired,1.3,10173,2018-08-23 23:14:40
6624,Customer Return,14.47,22105,2021-11-18 22:35:24
29059,Damaged,13.64,11257,2019-10-10 23:38:54
220,Expired,9.66,2520,2018-05-16 15:34:53
7662,Wrong Item,1.65,19776,2024-12-21 05:30:47
15260,Expired,8.57,28730,2024-06-26 15:30:44
9976,Wrong Item,14.69,23651,2020-06-10 15:27:51
3494,Customer Return,12.41,16397,2021-05-24 08:50:17
25591,Customer Return,5.59,6797,2023-11-05 11:02:24
19569,Damaged,6.36,10707,2022-07-19 14:10:34
8136,Damaged,14.37,25554,2023-03-27 17:17:45
28958,Damaged,9.11,5454,2022-02-10 18:48:40
5286,Damaged,5.79,5859,2020-10-13 12:07:26
3867,Customer Return,11.97,15819,2023-06-28 12:19:36
13301,Customer Return,9.8,25396,2019-12-02 14:29:36
5671,Customer Return,14.53,28001,2021-09-04 07:04:25
8383,Wrong Item,6.35,25057,2022-07-16 13:33:20
701,Wrong Item,12.7,14483,2020-11-09 15:22:02
21730,Wrong Item,8.18,17565,2023-09-16 20:40:02
17311,Damaged,8.86,17661,2021-12-29 02:52:00
26317,Customer Return,4.13,5369,2024-07-01 04:17:32
25753,Customer Return,0.1,14338,2020-11-13 21:18:28
11582,Customer Return,1.58,14857,2024-07-05 19:19:11
8244,Expired,12.06,15207,2019-12-02 22:28:41
29953,Customer Return,6.49,22455,2020-12-22 01:25:33
6247,Damaged,5.21,25586,2021-01-18 17:09:55
18110,Expired,6.35,2563,2024-05-20 12:37:45
24199,Damaged,0.91,15971,2021-09-18 23:41:19
2751,Customer Return,2.27,12344,2021-03-19 00:39:13
23328,Expired,2.2,26738,2024-03-17 10:40:57
17119,Wrong Item,10.11,26343,2022-11-03 13:04:05
4641,Customer Return,3.31,23677,2020-03-25 03:46:50
13785,Customer Return,4.55,15904,2018-08-05 19:16:40
22607,Customer Return,6.61,13541,2022-06-28 20:09:36
7754,Expired,9.79,1955,2020-09-26 12:00:05
7835,Customer Return,1.92,26414,2024-01-29 10:54:33
25929,Damaged,11.98,21561,2024-02-08 06:57:48
7562,Customer Return,9.09,11760,2020-06-03 23:53:30
1921,Damaged,2.77,29189,2019-10-23 09:29:23
2055,Damaged,7.79,6063,2019-06-28 05:23:21
21987,Customer Return,5.1,14400,2018-04-26 06:49:21
21134,Customer Return,12.21,24513,2023-02-07 19:59:59
10737,Customer Return,0.08,9203,2018-08-24 10:04:12
135,Wrong Item,10.32,13115,2019-10-12 20:50:32
4181,Damaged,11.54,4323,2019-11-29 07:56:00
25603,Expired,8.02,4673,2020-09-25 18:40:19
12721,Expired,15.0,17017,2020-07-12 06:06:32
28814,Expired,8.83,18849,2018-10-28 09:45:56
25203,Damaged,11.35,19762,2019-04-09 09:47:46
330,Damaged,2.07,10929,2021-02-06 11:33:00
4296,Damaged,0.45,15335,2020-11-19 09:18:36
12661,Wrong Item,1.05,26755,2018-06-06 23:15:00
461,Customer Return,0.71,20373,2018-08-12 18:52:52
20648,Expired,4.86,17029,2018-05-25 22:49:37
4086,Damaged,10.07,23587,2020-02-26 02:54:32
24340,Customer Return,5.2,19235,2024-01-01 13:24:32
16593,Expired,10.3,14857,2019-07-13 20:34:17
11751,Wrong Item,11.76,10043,2018-02-04 19:04:33
27481,Damaged,2.1,21061,2018-02-16 06:09:34
21491,Wrong Item,6.57,21360,2021-04-30 11:58:27
10619,Wrong Item,10.76,13211,2019-08-04 17:41:51
10277,Wrong Item,10.96,19862,2024-06-03 02:20:13
21,Damaged,4.95,29344,2023-09-09 16:06:58
29371,Expired,2.74,16306,2021-07-23 01:47:07
3406,Damaged,10.12,7679,2019-11-18 14:39:47
1262,Damaged,2.55,17915,2024-10-05 05:23:44
3381,Wrong Item,14.38,5621,2019-06-08 23:21:57
1291,Damaged,11.6,21108,2022-07-27 20:48:46
3316,Wrong Item,1.69,9213,2020-06-04 06:57:26
11665,Customer Return,6.59,12590,2024-03-28 20:14:58
5206,Expired,12.71,6212,2021-12-14 15:33:31
1888,Expired,10.11,19832,2022-06-29 00:14:21
10960,Wrong Item,12.84,8432,2023-12-19 03:35:44
21423,Damaged,5.69,3495,2020-03-15 11:10:52
1698,Wrong Item,3.66,27133,2019-03-28 00:38:43
15961,Expired,11.79,12222,2021-01-23 22:03:29
10524,Expired,7.63,6493,2021-09-29 09:01:36
8664,Customer Return,14.97,13311,2021-09-01 20:19:43
26044,Damaged,12.5,26661,2024-02-21 16:37:05
8476,Customer Return,1.42,22319,2024-03-12 15:49:57
10805,Customer Return,4.57,22253,2022-01-30 10:15:05
24385,Expired,4.13,29278,2021-11-07 12:51:29
24477,Customer Return,11.31,19206,2021-08-02 18:53:24
17608,Damaged,5.03,8984,2018-01-17 08:20:41
5505,Expired,4.83,27593,2024-04-26 16:00:02
12884,Customer Return,5.97,5888,2018-11-01 17:10:17
21293,Wrong Item,10.79,3711,2018-05-20 15:28:30
28101,Customer Return,4.82,16823,2020-11-06 06:09:56
4324,Expired,1.02,27907,2018-12-21 03:08:36
1437,Expired,7.33,14871,2021-12-18 22:28:33
18222,Damaged,0.5,6192,2023-05-09 06:13:11
6001,Wrong Item,4.04,5388,2022-03-19 19:17:39
19539,Damaged,3.6,14544,2021-03-04 13:36:46
18775,Wrong Item,2.63,9550,2023-08-21 02:54:40
25654,Customer Return,3.42,16743,2019-09-03 15:21:53
22141,Customer Return,8.05,8935,2018-01-20 07:57:42
1825,Customer Return,0.11,3709,2021-08-30 09:44:54
15745,Wrong Item,11.57,27638,2024-01-03 04:38:08
6991,Expired,13.06,20695,2022-07-07 01:28:33
19816,Customer Return,9.08,2597,2022-11-17 21:34:03
10438,Damaged,1.24,10862,2020-04-04 06:35:52
598,Customer Return,10.46,20841,2021-07-21 12:31:53
16600,Wrong Item,11.6,10594,2024-03-22 00:09:03
3603,Wrong Item,2.77,23394,2019-05-03 11:52:01
15136,Expired,10.06,16423,2023-03-30 09:08:01
18765,Expired,13.27,8516,2020-08-17 03:24:05
3015,Wrong Item,3.94,26835,2018-10-04 17:15:55
23140,Customer Return,2.38,26048,2022-01-21 14:07:30
26195,Damaged,4.12,16485,2018-08-19 01:45:30
8109,Expired,1.13,3618,2022-09-17 09:46:42
20292,Wrong Item,5.25,8233,2023-02-09 12:07:18
27752,Expired,0.37,4568,2022-01-12 19:41:38
7774,Wrong Item,3.96,20398,2021-07-06 07:27:58
29614,Customer Return,4.47,27101,2021-11-28 17:11:06
15415,Wrong Item,12.29,15569,2022-04-03 06:17:15
8110,Customer Return,4.15,5994,2020-11-23 07:11:26
16111,Customer Return,10.81,13433,2018-12-26 13:28:11
10670,Customer Return,0.86,7247,2021-10-28 01:12:34
2849,Customer Return,14.87,9360,2019-03-24 21:21:46
29396,Wrong Item,4.53,6962,2022-02-07 17:19:27
20836,Damaged,0.33,2750,2021-06-07 09:01:28
2823,Customer Return,0.48,5051,2023-12-27 05:00:59
18698,Customer Return,10.77,29034,2018-11-04 02:01:14
20268,Wrong Item,14.8,11733,2020-12-31 11:25:26
6693,Wrong Item,7.75,6372,2018-11-17 16:52:54
19299,Customer Return,6.48,28110,2019-10-10 05:43:15
13308,Expired,3.15,25973,2023-02-17 21:45:28
28521,Customer Return,13.73,3405,2022-11-18 03:01:12
8620,Expired,8.01,24836,2024-03-25 17:59:18
14028,Expired,0.02,11604,2018-05-15 07:03:00
11473,Expired,11.71,1300,2022-10-27 10:56:29
3641,Wrong Item,5.9,810,2018-06-30 23:59:02
11647,Customer Return,11.39,28107,2023-07-08 00:08:22
19658,Damaged,3.59,8770,2018-06-07 22:56:53
20335,Wrong Item,5.67,7352,2019-05-07 10:53:05
18235,Wrong Item,7.89,17731,2021-11-28 05:29:05
7045,Expired,5.96,23409,2018-12-30 11:00:12
17619,Damaged,1.37,26862,2019-10-07 05:46:48
14248,Expired,8.67,13876,2020-12-05 18:03:14
25012,Expired,6.14,24225,2020-01-24 08:00:45
5353,Wrong Item,14.14,4225,2018-07-29 02:23:03
3956,Expired,0.69,25314,2018-05-17 13:57:54
25683,Expired,3.43,20960,2023-02-20 04:14:53
19143,Expired,14.32,22983,2019-06-11 17:53:18
6427,Wrong Item,8.34,10830,2020-03-17 12:33:29
23505,Damaged,4.64,19316,2024-09-14 11:31:03
8490,Expired,1.38,23992,2024-05-29 17:23:19
2417,Damaged,11.57,596,2021-02-04 22:36:04
8305,Expired,6.83,23996,2024-03-12 13:46:12
29631,Damaged,3.52,17002,2022-02-16 05:10:41
15663,Wrong Item,14.89,7384,2018-06-01 09:30:04
26941,Customer Return,12.68,9218,2018-05-18 23:47:53
11904,Wrong Item,6.51,8693,2022-07-14 19:50:41
6542,Damaged,9.98,17146,2021-06-09 16:56:21
18734,Customer Return,11.37,23201,2018-01-03 11:38:25
26804,Wrong Item,3.31,16041,2021-07-06 07:27:18
29923,Customer Return,9.87,25042,2020-04-03 02:46:08
27630,Expired,13.24,3673,2023-03-21 03:46:51
24695,Customer Return,6.44,1385,2021-08-14 09:57:01
5038,Customer Return,2.71,11203,2021-08-30 18:47:26
27233,Wrong Item,9.19,28644,2020-02-02 04:35:44
13205,Wrong Item,8.88,3003,2020-09-13 10:20:18
1554,Customer Return,2.95,26819,2020-10-03 17:11:12
25292,Customer Return,6.29,2429,2024-02-16 11:48:40
20929,Damaged,7.86,8360,2023-04-12 07:57:28
11596,Customer Return,14.99,25112,2021-09-08 15:57:10
19351,Damaged,2.88,17722,2022-03-01 06:45:41
6693,Damaged,2.81,11706,2022-10-12 04:26:34
18160,Damaged,5.69,16057,2023-10-18 11:25:34
15584,Wrong Item,6.62,5490,2019-09-05 00:45:34
15938,Wrong Item,8.34,5920,2022-05-03 23:12:32
14478,Customer Return,1.88,3764,2023-02-15 15:19:51
25597,Customer Return,12.51,26270,2018-09-29 09:33:39
9477,Wrong Item,1.08,15951,2023-05-13 06:26:51
5693,Wrong Item,0.37,26678,2024-12-30 19:00:58
15283,Expired,2.09,28954,2023-10-20 21:39:06
329,Customer Return,2.11,6908,2023-09-01 23:59:54
9301,Damaged,11.9,11043,2018-06-11 05:03:18
19509,Customer Return,8.32,2210,2023-12-06 09:02:35
5836,Customer Return,0.1,2066,2019-03-07 17:32:47
12813,Wrong Item,6.55,1900,2023-10-06 05:09:29
4938,Customer Return,13.27,23885,2020-03-07 11:53:43
21766,Expired,1.81,22646,2021-11-23 10:25:21
2282,Expired,11.26,2192,2021-01-22 06:59:15
10252,Wrong Item,4.96,14592,2019-05-25 08:08:54
14185,Customer Return,9.07,3083,2023-06-30 08:50:22
2487,Customer Return,9.51,8514,2020-11-29 19:51:31
20573,Expired,7.21,24130,2022-12-13 09:00:51
1130,Wrong Item,9.11,3155,2022-02-04 05:35:39
12955,Damaged,1.87,21845,2021-05-22 17:36:26
26153,Wrong Item,8.82,8675,2022-02-27 06:26:07
27425,Expired,12.54,9092,2020-01-18 19:27:06
5500,Wrong Item,7.81,16491,2019-03-13 08:00:41
11334,Customer Return,11.66,4920,2019-09-23 08:12:48
13474,Expired,10.49,2837,2020-07-25 07:52:30
6591,Expired,6.38,15971,2019-02-10 14:37:01
15502,Damaged,14.05,5467,2024-01-18 22:02:06
7954,Wrong Item,0.06,12173,2021-11-15 10:37:56
24788,Damaged,14.8,10013,2018-07-03 18:51:45
25118,Expired,5.0,21491,2024-10-17 10:05:30
12022,Customer Return,6.53,26591,2023-08-13 23:09:28
6718,Damaged,6.91,9430,2018-12-10 11:36:40
4720,Wrong Item,7.83,7273,2020-08-06 14:18:46
23789,Damaged,8.56,27945,2020-05-26 05:27:30
20846,Customer Return,3.46,18612,2023-10-12 04:40:56
9159,Customer Return,10.71,17395,2022-01-15 05:17:37
6022,Customer Return,12.59,26347,2023-05-13 06:48:05
18109,Wrong Item,13.94,20305,2021-08-23 19:26:50
13744,Expired,13.37,26155,2022-10-25 01:52:53
732,Wrong Item,0.53,18594,2023-07-11 09:47:05
29559,Damaged,3.78,21867,2018-11-01 23:06:29
22894,Expired,13.78,10080,2021-07-15 03:19:52
6589,Damaged,10.46,8792,2021-12-14 13:01:11
12538,Expired,12.01,2791,2020-12-19 00:58:31
21396,Damaged,7.11,27813,2021-12-15 20:56:56
2729,Customer Return,13.98,22651,2022-04-20 19:42:45
29239,Expired,7.76,26528,2019-08-30 12:51:18
2598,Expired,14.46,17200,2024-01-30 04:07:24
27584,Wrong Item,9.97,5082,2019-10-27 13:18:48
11015,Damaged,11.4,4795,2022-12-13 04:08:11
20797,Wrong Item,2.3,13367,2021-12-07 12:58:21
24986,Expired,2.28,22623,2018-10-18 23:02:42
6731,Customer Return,7.87,27326,2023-04-08 07:54:09
1463,Expired,5.31,14456,2023-05-16 19:36:23
13955,Wrong Item,10.23,10818,2019-08-29 04:08:52
21953,Damaged,7.55,28889,2021-10-26 09:56:46
19942,Damaged,0.75,23199,2021-02-09 11:35:41
10719,Wrong Item,4.94,19738,2022-06-04 08:13:38
5167,Damaged,9.88,5233,2020-01-05 19:26:39
27376,Wrong Item,11.4,517,2023-06-19 16:08:21
12979,Customer Return,14.45,6699,2020-10-14 10:14:15
8721,Wrong Item,13.0,25825,2023-01-27 04:29:42
17586,Damaged,7.44,2883,2020-10-31 11:35:04
19922,Damaged,13.99,3343,2019-02-24 02:12:42
15435,Damaged,4.58,4284,2024-07-18 12:38:14
21826,Expired,9.8,13987,2022-10-06 04:24:32
13432,Wrong Item,7.31,4564,2021-11-23 08:14:06
20595,Customer Return,2.59,19527,2019-11-25 20:13:24
15612,Wrong Item,3.48,20831,2022-07-12 12:10:01
12333,Expired,9.73,10140,2021-03-18 16:44:59
16169,Wrong Item,1.66,13023,2023-06-13 09:09:58
16051,Wrong Item,10.87,17172,2022-01-03 07:13:18
9986,Expired,7.84,23817,2021-03-23 08:25:58
20053,Expired,1.93,7225,2018-08-05 17:22:39
22239,Wrong Item,7.71,24840,2021-10-18 18:13:15
11326,Damaged,1.07,6806,2019-05-16 16:56:51
553,Wrong Item,0.61,19381,2024-07-29 23:22:32
23117,Wrong Item,14.88,18770,2018-04-29 12:25:18
22275,Damaged,7.13,14839,2020-09-05 02:37:39
277,Damaged,0.4,22570,2021-10-28 14:08:22
16331,Customer Return,11.74,27797,2021-04-07 17:37:49
12755,Damaged,3.77,643,2024-10-26 07:55:37
15161,Wrong Item,11.45,8924,2018-09-16 06:57:54
5504,Damaged,10.03,1486,2018-04-18 01:46:38
2130,Customer Return,13.87,23601,2018-02-27 23:31:49
29404,Wrong Item,8.37,9660,2024-01-23 15:28:34
5802,Expired,3.3,21000,2022-06-15 01:48:09
24966,Wrong Item,4.75,11679,2024-04-17 02:22:32
4002,Customer Return,13.77,7027,2018-09-03 17:08:01
14792,Wrong Item,9.44,13237,2024-01-21 19:42:58
4600,Wrong Item,1.8,15468,2024-08-10 03:16:07
29635,Expired,10.66,13691,2019-11-15 21:37:40
28756,Wrong Item,7.49,3412,2023-10-11 18:40:54
9768,Damaged,14.06,29839,2024-05-28 03:33:38
14235,Expired,14.74,3958,2019-12-12 15:25:40
23767,Wrong Item,5.32,24196,2019-11-13 13:06:32
27251,Customer Return,12.1,16975,2022-04-24 13:31:45
5516,Expired,1.29,19685,2021-11-03 21:00:51
19484,Wrong Item,1.93,27496,2022-01-17 05:36:04
24318,Wrong Item,14.09,9120,2021-10-11 20:44:43
23234,Expired,10.37,19091,2019-07-20 01:42:28
16671,Expired,13.45,16289,2023-12-19 01:21:24
10309,Customer Return,7.23,23370,2019-11-06 09:44:34
13743,Damaged,2.34,18797,2024-02-20 06:01:01
18681,Expired,8.58,8086,2022-08-30 10:23:57
21201,Damaged,3.8,4692,2020-01-29 06:05:33
10122,Wrong Item,1.88,22686,2020-04-28 22:37:32
19586,Customer Return,2.55,1146,2021-06-12 16:13:20
18620,Damaged,14.06,6662,2022-10-18 22:00:07
16974,Damaged,11.37,9372,2024-09-21 04:56:56
6232,Damaged,6.1,18896,2024-11-15 13:28:05
29016,Expired,13.88,11084,2018-06-30 18:34:16
3688,Wrong Item,1.35,1437,2022-02-12 14:00:43
