order_id,warehouse_id,order_to_ship_days,delivery_days,fulfillment_status,order_date
203244,155,2,3,Fast,2024-01-18 18:52:14
105158,114,2,1,Fast,2024-01-03 22:50:46
100807,163,7,6,Delayed,2024-01-17 06:50:04
158900,93,7,5,Delayed,2022-06-05 09:22:59
212072,196,7,4,Delayed,2023-09-09 16:12:23
290250,126,3,5,Fast,2023-07-06 03:36:17
202100,127,5,6,Delayed,2020-04-13 13:51:31
253996,81,4,3,Delayed,2024-02-02 04:14:33
217805,83,1,4,Fast,2024-08-11 17:32:50
225294,25,4,3,Delayed,2021-05-13 21:18:52
223920,82,7,5,Delayed,2019-10-22 00:49:34
126538,52,8,1,Delayed,2018-07-27 10:31:00
286539,59,3,4,Fast,2022-05-01 19:37:20
179613,175,1,4,Fast,2018-07-20 10:50:11
133606,78,1,1,Fast,2024-01-24 12:51:36
126477,1,6,2,Delayed,2021-12-10 05:08:49
210086,107,9,2,Delayed,2024-08-17 21:21:42
103579,178,7,5,Delayed,2021-09-05 20:11:16
229650,16,4,6,Delayed,2022-03-25 15:07:35
129705,187,9,1,Delayed,2018-07-24 16:49:07
127301,97,5,5,Delayed,2022-09-11 08:48:25
151324,93,5,5,Delayed,2022-02-26 03:37:41
284520,153,3,6,Fast,2023-06-24 16:37:33
205252,132,6,6,Delayed,2019-03-05 11:30:14
293407,90,4,4,Delayed,2024-05-12 23:13:16
232511,20,7,1,Delayed,2020-03-31 09:31:15
252206,158,7,4,Delayed,2022-11-05 10:36:18
199636,130,1,5,Fast,2021-03-06 16:06:35
259416,105,4,5,Delayed,2018-04-13 13:17:19
100927,140,1,1,Fast,2020-01-21 06:23:51
163347,177,1,3,Fast,2024-08-06 04:13:09
233177,160,9,6,Delayed,2024-02-02 12:31:27
170976,40,9,1,Delayed,2024-07-21 10:37:15
163976,199,1,3,Fast,2018-05-06 19:22:47
103722,19,8,3,Delayed,2019-12-07 18:07:15
231510,102,4,3,Delayed,2023-08-29 00:08:38
240206,156,7,4,Delayed,2018-09-05 20:35:11
150157,1,7,4,Delayed,2019-06-04 09:11:06
207668,89,7,2,Delayed,2018-08-12 18:29:25
272954,163,7,1,Delayed,2020-10-25 11:13:50
287328,180,6,1,Delayed,2022-04-19 18:24:29
148581,32,4,3,Delayed,2019-06-08 09:29:54
190856,88,2,1,Fast,2024-10-28 22:34:25
294351,177,1,4,Fast,2023-04-07 00:43:50
214570,195,3,1,Fast,2024-03-06 10:36:49
155745,44,9,2,Delayed,2022-03-13 22:09:17
268725,108,1,3,Fast,2018-09-20 04:35:16
129539,5,6,4,Delayed,2021-06-08 01:05:15
185361,12,5,3,Delayed,2021-09-09 03:20:32
165230,128,3,1,Fast,2021-01-10 09:03:26
224862,31,7,5,Delayed,2018-03-19 13:04:52
221670,157,5,2,Delayed,2023-11-18 07:05:58
253990,37,7,2,Delayed,2020-12-31 14:20:07
244282,134,7,6,Delayed,2022-04-05 18:19:36
287822,124,1,3,Fast,2020-05-17 13:47:43
142426,75,3,3,Fast,2020-03-31 02:42:54
128095,106,6,3,Delayed,2018-07-13 04:22:18
150527,112,8,5,Delayed,2024-11-28 09:27:20
125621,66,3,2,Fast,2018-12-08 23:02:43
266085,4,8,6,Delayed,2019-04-14 23:05:14
251598,119,6,2,Delayed,2021-04-26 16:34:14
147842,100,1,5,Fast,2023-09-21 04:52:44
212419,69,4,4,Delayed,2021-08-27 16:30:58
246414,56,3,2,Fast,2024-09-14 15:22:37
164306,49,9,1,Delayed,2021-09-06 11:32:07
116018,85,1,3,Fast,2023-04-07 03:29:33
214301,198,3,5,Fast,2024-04-16 17:21:50
292200,128,2,6,Fast,2020-04-15 13:58:03
185615,174,7,3,Delayed,2018-08-04 07:40:22
185235,160,6,4,Delayed,2020-10-21 06:00:35
105902,163,4,5,Delayed,2022-08-12 23:58:18
267953,192,7,5,Delayed,2021-11-28 19:15:48
128197,168,3,4,Fast,2019-03-18 00:11:06
218676,143,8,4,Delayed,2021-12-25 10:02:27
143781,23,3,6,Fast,2022-03-05 20:10:37
246125,43,9,1,Delayed,2018-11-24 21:51:59
201145,8,1,3,Fast,2020-12-13 11:08:09
150662,10,5,3,Delayed,2020-02-27 09:17:02
281389,108,7,3,Delayed,2022-05-25 11:20:10
188590,166,7,5,Delayed,2021-06-15 08:24:02
263209,197,3,4,Fast,2022-04-04 00:43:42
115755,189,6,1,Delayed,2021-02-04 14:23:33
289531,118,8,5,Delayed,2018-12-26 23:26:54
220365,76,2,6,Fast,2021-01-04 16:43:51
180425,13,7,6,Delayed,2018-11-05 12:23:07
151385,6,4,5,Delayed,2024-01-12 22:51:01
104729,17,1,6,Fast,2019-01-09 17:50:41
169886,195,4,2,Delayed,2018-09-19 19:08:58
292937,78,9,1,Delayed,2020-11-20 07:09:59
135752,33,7,5,Delayed,2021-07-12 00:59:32
159636,115,5,3,Delayed,2022-03-27 05:28:07
247680,162,7,3,Delayed,2023-09-05 23:56:59
119421,139,5,6,Delayed,2021-06-03 20:15:38
223740,148,1,3,Fast,2020-05-10 10:01:59
278612,71,8,5,Delayed,2018-12-04 01:13:25
288214,110,9,3,Delayed,2024-07-12 03:42:06
228850,110,2,6,Fast,2021-11-11 12:18:36
201335,97,6,2,Delayed,2018-11-13 12:31:56
280219,160,7,1,Delayed,2023-11-25 04:01:20
246721,169,5,6,Delayed,2023-02-21 19:20:53
215137,42,3,4,Fast,2019-05-12 00:28:53
115504,17,7,5,Delayed,2023-02-25 23:46:56
247300,194,4,6,Delayed,2019-10-14 20:21:22
259592,135,7,1,Delayed,2024-11-19 17:29:43
245470,134,4,1,Delayed,2021-02-20 14:36:49
197541,78,3,3,Fast,2018-08-26 08:47:49
145226,24,8,4,Delayed,2021-09-05 20:30:39
264513,159,4,6,Delayed,2022-06-10 14:51:27
255408,32,4,3,Delayed,2020-02-10 22:33:17
173092,187,5,5,Delayed,2021-11-08 07:55:25
241021,32,6,4,Delayed,2019-05-01 23:08:09
163284,42,4,1,Delayed,2020-12-16 18:02:18
106430,25,4,4,Delayed,2021-08-10 13:03:17
159768,19,7,5,Delayed,2023-04-14 16:32:34
167486,53,5,6,Delayed,2019-03-27 04:11:09
133029,35,9,6,Delayed,2024-11-04 10:06:32
202106,33,6,6,Delayed,2018-06-10 09:18:43
120399,9,8,6,Delayed,2019-05-02 00:10:10
132026,104,5,5,Delayed,2024-10-23 10:00:51
268758,72,9,2,Delayed,2021-02-02 23:15:27
100055,49,1,4,Fast,2023-07-15 05:00:34
196737,186,9,3,Delayed,2018-08-21 06:17:57
106622,55,2,5,Fast,2018-08-23 04:48:32
218035,128,5,4,Delayed,2018-11-07 01:49:18
243372,163,5,2,Delayed,2024-10-28 02:33:46
172941,198,6,6,Delayed,2024-01-17 18:15:55
294380,166,5,3,Delayed,2024-09-01 13:34:51
192407,146,8,2,Delayed,2020-01-25 00:46:56
149974,130,5,2,Delayed,2018-04-14 18:01:37
226464,125,8,1,Delayed,2022-10-27 20:48:45
169567,156,2,4,Fast,2020-10-24 13:29:38
279436,41,9,5,Delayed,2022-03-07 15:37:40
128016,102,5,3,Delayed,2020-04-10 00:28:50
106721,37,2,2,Fast,2024-04-06 17:17:17
140334,58,5,6,Delayed,2024-03-20 12:55:12
172041,60,4,6,Delayed,2021-05-08 16:37:02
171806,14,8,1,Delayed,2022-08-14 10:39:06
254061,77,5,1,Delayed,2018-10-16 11:16:12
221889,160,2,2,Fast,2023-03-27 19:10:52
271948,51,9,1,Delayed,2019-09-25 01:30:11
276578,164,2,6,Fast,2020-10-30 12:17:40
279928,163,1,4,Fast,2023-05-17 18:36:12
122749,153,2,4,Fast,2019-11-23 18:03:10
131202,94,9,5,Delayed,2020-03-04 06:57:00
150012,187,3,2,Fast,2020-05-28 04:12:44
165448,157,1,4,Fast,2022-02-26 23:10:44
166300,142,2,3,Fast,2022-10-21 03:37:04
247160,48,1,1,Fast,2021-04-24 11:59:30
102360,31,6,2,Delayed,2024-07-27 22:50:33
250737,190,3,5,Fast,2024-05-10 16:22:17
258063,109,6,4,Delayed,2024-10-24 06:07:18
137536,1,3,4,Fast,2020-04-05 21:05:05
274889,61,9,1,Delayed,2021-03-08 07:27:14
294146,79,6,2,Delayed,2018-12-01 08:21:12
149676,113,7,3,Delayed,2019-11-06 00:29:00
114709,122,6,2,Delayed,2023-02-13 00:11:46
165223,179,2,3,Fast,2018-08-02 04:40:00
166726,71,9,2,Delayed,2022-12-02 10:14:31
270004,175,6,1,Delayed,2023-12-28 11:21:15
141265,34,5,4,Delayed,2022-04-25 23:20:48
267784,162,4,3,Delayed,2024-02-16 07:29:51
168486,70,6,4,Delayed,2024-04-19 23:29:22
111358,141,7,6,Delayed,2022-05-06 23:25:30
127382,199,6,3,Delayed,2020-06-05 00:13:02
289534,188,9,6,Delayed,2020-06-30 12:58:31
118609,10,4,1,Delayed,2021-06-11 12:28:21
177440,8,2,4,Fast,2024-09-21 21:03:51
199314,75,4,3,Delayed,2021-03-03 22:36:13
275748,151,4,6,Delayed,2024-07-31 00:26:15
277087,64,9,3,Delayed,2021-08-02 21:08:28
248856,81,1,1,Fast,2018-05-02 07:53:11
277736,177,9,4,Delayed,2020-02-13 10:03:36
172195,15,2,3,Fast,2020-07-25 04:16:08
225067,184,8,6,Delayed,2023-03-29 16:25:46
265652,109,3,3,Fast,2024-01-15 06:16:02
114923,74,9,2,Delayed,2018-09-23 22:31:15
130030,169,4,1,Delayed,2018-12-01 16:45:10
286642,180,1,4,Fast,2020-07-24 11:10:59
149888,152,6,2,Delayed,2023-12-02 12:57:34
186498,45,2,3,Fast,2023-06-01 02:30:29
228461,190,1,5,Fast,2020-07-07 05:12:02
114547,181,4,6,Delayed,2019-12-23 23:41:06
262664,190,8,5,Delayed,2018-11-08 14:29:51
118747,116,1,5,Fast,2019-10-27 12:42:26
230598,125,6,4,Delayed,2020-02-28 11:13:09
133602,92,4,3,Delayed,2021-03-10 21:37:08
238974,167,9,2,Delayed,2020-05-04 16:40:32
265319,140,9,3,Delayed,2023-12-03 17:53:12
175129,123,4,1,Delayed,2020-10-27 12:21:30
129970,189,4,2,Delayed,2020-02-19 02:15:30
232866,37,3,1,Fast,2023-10-28 16:21:17
269263,125,5,3,Delayed,2019-10-24 18:22:01
199652,13,2,2,Fast,2020-11-07 15:10:02
101430,146,2,6,Fast,2023-04-01 21:40:59
191429,6,9,3,Delayed,2020-03-11 16:13:13
141403,137,3,3,Fast,2019-07-05 15:32:27
248392,38,4,2,Delayed,2020-03-10 00:24:09
150144,182,6,2,Delayed,2021-04-27 14:30:45
116549,137,1,3,Fast,2019-11-17 04:45:56
205716,26,8,5,Delayed,2022-08-02 07:52:24
248627,49,9,3,Delayed,2024-05-21 09:35:37
155779,173,4,2,Delayed,2024-02-03 05:10:16
223038,126,8,1,Delayed,2019-12-24 16:47:36
209969,85,2,3,Fast,2019-08-10 23:47:37
262751,144,2,4,Fast,2024-08-03 14:04:58
208065,65,5,4,Delayed,2024-10-10 06:32:00
238432,180,4,2,Delayed,2022-12-13 04:44:50
189106,43,9,3,Delayed,2022-03-21 23:25:03
299634,38,5,1,Delayed,2024-05-02 22:24:30
127739,50,2,4,Fast,2018-11-05 12:34:50
177330,158,3,2,Fast,2022-12-16 01:33:18
230521,154,6,5,Delayed,2024-04-16 19:19:24
288553,102,7,5,Delayed,2022-12-20 19:43:10
162198,4,8,4,Delayed,2023-02-11 16:59:51
105811,117,7,6,Delayed,2024-10-09 04:34:54
194556,190,1,3,Fast,2018-12-14 02:01:31
248752,50,4,1,Delayed,2021-11-06 18:15:07
222692,119,8,3,Delayed,2023-09-08 07:05:09
205755,26,7,5,Delayed,2019-09-18 19:12:18
152187,4,3,3,Fast,2024-05-07 19:50:38
295307,28,2,5,Fast,2020-06-01 05:20:42
138011,182,3,5,Fast,2018-08-18 18:55:46
185376,82,7,2,Delayed,2019-12-21 00:30:09
111579,126,3,2,Fast,2020-10-24 06:20:16
105688,109,1,5,Fast,2023-03-04 14:20:07
237150,97,3,5,Fast,2023-07-11 12:24:17
176363,188,7,1,Delayed,2022-12-28 20:23:24
110186,145,1,6,Fast,2020-02-22 07:14:21
178022,15,9,4,Delayed,2022-08-20 18:07:13
283815,137,7,5,Delayed,2020-08-15 12:56:20
186742,177,9,1,Delayed,2023-08-22 03:40:09
247448,134,9,3,Delayed,2022-01-06 08:08:26
256326,60,8,6,Delayed,2019-06-11 05:56:25
246221,65,5,2,Delayed,2020-11-04 01:30:02
158293,121,5,6,Delayed,2022-11-07 17:11:33
266131,171,3,3,Fast,2024-05-09 05:02:55
171791,152,4,5,Delayed,2022-05-22 06:34:27
117775,80,4,4,Delayed,2022-08-09 22:02:43
211297,42,6,5,Delayed,2021-12-29 15:49:29
189349,185,9,5,Delayed,2021-07-29 01:32:56
235013,151,5,1,Delayed,2021-03-10 12:21:58
221452,57,5,3,Delayed,2020-05-30 07:04:37
159583,42,6,6,Delayed,2018-01-12 10:22:03
170633,186,2,3,Fast,2023-02-02 08:08:33
110622,11,7,6,Delayed,2024-01-23 01:25:35
128918,70,8,1,Delayed,2021-02-20 05:11:06
119167,124,4,1,Delayed,2022-08-03 16:54:18
136288,135,6,3,Delayed,2022-01-26 15:46:31
191562,160,4,2,Delayed,2023-04-09 06:12:21
254955,36,4,2,Delayed,2020-09-24 00:42:43
129300,198,3,5,Fast,2018-02-04 05:47:26
133160,164,8,4,Delayed,2024-10-01 09:59:55
238968,59,4,3,Delayed,2020-02-11 05:16:45
255064,132,9,3,Delayed,2021-04-05 11:16:08
158132,79,2,4,Fast,2018-11-07 05:33:14
119866,20,8,1,Delayed,2020-12-07 08:46:53
151770,194,6,4,Delayed,2019-12-05 05:12:15
286103,22,6,5,Delayed,2019-05-03 11:48:57
221502,75,2,5,Fast,2022-11-29 13:59:46
178801,25,8,2,Delayed,2022-10-11 22:49:16
161738,127,5,1,Delayed,2022-06-03 14:12:36
286897,9,2,2,Fast,2018-02-11 04:45:13
228429,60,7,2,Delayed,2022-09-15 00:23:14
180032,178,7,2,Delayed,2018-10-08 10:56:37
199956,198,8,6,Delayed,2018-03-26 07:09:27
105626,38,7,1,Delayed,2018-06-06 13:02:35
108478,12,1,5,Fast,2018-03-26 21:17:08
204452,129,2,2,Fast,2023-12-10 14:30:50
212950,120,4,6,Delayed,2020-03-01 06:24:35
165126,139,1,1,Fast,2022-12-15 15:39:16
264704,128,9,2,Delayed,2020-06-22 21:00:18
106528,174,7,5,Delayed,2021-03-29 16:59:45
291619,186,3,3,Fast,2023-04-18 08:21:01
142996,39,3,6,Fast,2022-04-08 03:19:33
144299,80,1,4,Fast,2024-05-21 13:57:53
294660,18,5,2,Delayed,2024-02-01 01:17:32
100371,167,8,5,Delayed,2018-10-23 18:50:30
240603,176,3,1,Fast,2022-10-03 20:46:53
272457,117,7,3,Delayed,2019-05-27 08:22:30
268591,60,6,2,Delayed,2024-01-02 05:40:05
274386,66,8,6,Delayed,2019-11-29 16:19:53
249024,29,1,4,Fast,2018-12-30 01:06:56
165463,147,5,2,Delayed,2021-11-11 00:34:36
288229,59,6,2,Delayed,2020-12-18 04:49:20
110811,14,5,2,Delayed,2020-02-17 22:33:27
221285,191,4,2,Delayed,2018-05-29 16:05:45
186910,18,4,6,Delayed,2024-12-19 00:42:20
253039,65,9,6,Delayed,2022-10-20 11:25:53
115530,104,9,1,Delayed,2019-12-15 02:23:19
270390,101,2,5,Fast,2019-08-21 08:51:08
174503,186,9,4,Delayed,2022-08-18 20:09:15
276238,108,9,3,Delayed,2023-10-03 23:53:07
267777,19,4,2,Delayed,2020-02-25 16:08:18
258319,112,8,2,Delayed,2024-01-20 03:19:16
112411,178,8,3,Delayed,2023-02-24 17:02:17
284639,168,2,2,Fast,2019-11-20 09:50:10
174163,89,6,5,Delayed,2024-03-30 01:20:08
204409,42,3,3,Fast,2023-03-16 02:22:52
135527,31,9,2,Delayed,2019-12-29 10:40:19
268102,36,6,6,Delayed,2024-09-11 15:22:41
206066,85,9,4,Delayed,2021-11-15 20:05:53
126365,49,8,2,Delayed,2024-01-23 03:06:18
284954,112,1,5,Fast,2022-11-01 16:10:48
203402,152,4,1,Delayed,2020-03-20 10:59:39
251605,134,1,6,Fast,2023-11-04 04:54:33
197979,87,6,6,Delayed,2024-04-21 16:46:02
262401,84,7,5,Delayed,2022-03-15 03:10:11
175121,46,7,2,Delayed,2023-12-29 18:01:33
208822,162,7,4,Delayed,2024-11-10 12:50:12
266864,195,7,6,Delayed,2019-01-13 07:15:01
116123,3,9,6,Delayed,2021-08-16 14:35:19
237228,42,3,3,Fast,2022-12-27 21:51:57
233237,99,8,5,Delayed,2020-09-07 05:55:42
103781,97,8,4,Delayed,2020-08-07 18:37:13
137184,163,1,5,Fast,2024-05-02 06:47:03
273603,100,3,4,Fast,2018-08-22 06:45:04
162096,135,9,5,Delayed,2021-09-19 15:58:20
235009,62,2,2,Fast,2021-07-07 10:40:10
178741,123,8,4,Delayed,2020-01-03 11:08:28
114653,121,1,5,Fast,2024-08-30 13:56:12
116268,154,5,3,Delayed,2019-07-17 14:47:13
201698,197,7,1,Delayed,2021-11-29 17:24:01
132594,196,1,6,Fast,2024-01-16 05:23:07
192535,11,3,1,Fast,2019-10-15 23:03:14
220574,4,2,6,Fast,2021-01-02 20:50:56
225796,108,5,5,Delayed,2018-04-28 10:20:12
138969,181,5,1,Delayed,2019-10-28 05:26:00
279420,18,7,5,Delayed,2021-03-27 21:27:22
119253,41,2,4,Fast,2022-10-15 12:51:20
198912,27,7,6,Delayed,2023-02-16 05:03:46
281763,66,1,1,Fast,2021-02-13 20:14:58
287836,90,9,2,Delayed,2024-06-06 17:03:13
203364,128,3,6,Fast,2023-05-06 13:40:06
237483,187,1,5,Fast,2018-10-19 11:00:55
111886,107,7,6,Delayed,2018-12-05 16:36:42
227343,136,8,1,Delayed,2022-08-07 03:22:22
106299,129,3,1,Fast,2019-01-14 10:27:18
178717,173,3,2,Fast,2020-09-12 09:49:28
207120,138,1,5,Fast,2021-02-09 15:20:47
291574,88,6,2,Delayed,2021-02-12 17:03:42
193530,10,2,3,Fast,2021-05-05 09:27:29
294387,188,2,3,Fast,2019-12-03 06:21:12
250551,117,5,3,Delayed,2021-06-26 07:37:45
222055,97,3,1,Fast,2023-06-23 22:12:40
176514,168,4,4,Delayed,2021-05-09 13:11:53
120337,150,6,6,Delayed,2020-05-31 13:00:30
151509,93,3,5,Fast,2018-02-26 15:11:33
246157,111,5,1,Delayed,2024-06-03 08:06:09
215189,113,5,2,Delayed,2023-05-30 10:49:30
110578,75,4,3,Delayed,2024-11-17 03:42:04
143996,90,2,5,Fast,2022-03-27 05:45:44
276763,18,3,5,Fast,2021-08-29 07:00:16
191708,46,9,2,Delayed,2019-12-30 09:07:07
227699,154,8,4,Delayed,2018-01-06 00:02:42
188235,69,8,4,Delayed,2023-10-22 16:30:40
268966,68,3,6,Fast,2020-05-14 11:31:48
286435,14,7,3,Delayed,2018-12-02 08:30:56
217205,161,1,2,Fast,2021-10-22 08:49:17
295405,138,6,5,Delayed,2022-02-23 10:37:14
179897,31,2,2,Fast,2019-09-19 00:34:52
275268,83,9,5,Delayed,2020-08-11 01:33:22
165154,139,7,4,Delayed,2024-07-31 07:24:56
117156,64,2,4,Fast,2020-08-15 23:58:38
143674,183,8,2,Delayed,2018-05-05 21:28:51
110740,176,9,5,Delayed,2022-10-22 19:22:32
240765,38,2,6,Fast,2021-05-07 03:01:36
179088,127,8,2,Delayed,2023-02-06 14:38:13
199654,174,1,4,Fast,2024-03-23 10:21:41
164096,92,8,6,Delayed,2019-12-16 09:19:46
215019,73,3,4,Fast,2022-06-17 11:06:31
103789,134,2,4,Fast,2020-02-10 14:14:52
165209,29,9,1,Delayed,2020-01-14 07:51:09
174694,117,4,6,Delayed,2022-01-26 08:33:42
290744,3,1,1,Fast,2021-04-11 22:36:48
193241,173,5,6,Delayed,2021-08-16 11:40:21
134524,38,9,1,Delayed,2019-04-24 08:13:38
293436,76,1,4,Fast,2020-06-27 17:06:14
104285,134,1,1,Fast,2022-10-27 19:04:47
173887,56,6,5,Delayed,2021-09-11 19:17:24
290199,143,6,3,Delayed,2020-07-29 19:51:36
210711,22,8,4,Delayed,2021-06-13 17:38:46
126360,2,1,6,Fast,2022-08-29 11:38:36
145893,146,7,6,Delayed,2024-05-28 18:04:50
168866,193,3,5,Fast,2022-04-18 18:11:49
194841,152,9,5,Delayed,2021-01-20 08:00:45
170128,137,7,3,Delayed,2022-08-12 17:00:13
182558,67,2,3,Fast,2023-09-16 12:50:33
241508,160,3,2,Fast,2021-04-28 02:39:32
285640,70,6,6,Delayed,2019-09-23 09:56:52
296919,57,1,1,Fast,2018-09-01 09:40:37
132937,8,8,4,Delayed,2022-10-24 18:57:21
246762,19,8,6,Delayed,2019-10-18 12:36:53
135793,190,2,4,Fast,2023-02-08 07:35:00
179905,56,4,1,Delayed,2023-08-18 20:56:08
248335,131,4,3,Delayed,2021-01-07 05:08:40
293571,29,8,6,Delayed,2020-08-05 15:00:47
168444,15,7,2,Delayed,2024-08-18 12:19:48
272752,140,2,6,Fast,2023-03-22 00:30:19
214753,67,1,4,Fast,2018-01-11 02:06:22
153097,28,5,4,Delayed,2020-09-14 01:25:19
124111,81,9,1,Delayed,2018-07-08 04:08:21
252362,56,6,5,Delayed,2022-01-03 13:52:31
104732,197,8,4,Delayed,2022-01-02 09:03:04
182218,72,2,5,Fast,2024-06-08 22:12:32
165626,49,2,3,Fast,2022-05-06 10:35:26
155241,127,3,3,Fast,2023-10-18 20:27:43
205326,66,3,6,Fast,2021-06-25 03:54:36
131876,87,3,3,Fast,2021-04-01 09:31:17
271198,160,5,6,Delayed,2018-07-16 14:01:39
161595,11,7,3,Delayed,2020-09-16 05:47:01
141353,90,7,2,Delayed,2018-11-21 11:08:34
176867,189,1,4,Fast,2023-02-18 13:48:37
280543,92,4,5,Delayed,2024-07-02 11:10:25
264981,55,6,6,Delayed,2022-07-16 00:44:23
299627,131,8,5,Delayed,2019-06-10 01:04:46
162405,187,7,3,Delayed,2021-06-14 14:03:42
154670,48,1,4,Fast,2020-06-20 17:21:25
112876,138,8,3,Delayed,2019-07-11 03:31:13
230489,82,2,4,Fast,2018-08-24 13:07:38
244544,51,6,1,Delayed,2021-04-23 23:11:36
111758,105,1,4,Fast,2018-08-24 17:56:47
231825,167,2,4,Fast,2021-11-06 06:13:25
150022,99,7,4,Delayed,2023-10-11 18:28:52
108175,130,7,1,Delayed,2023-06-23 22:48:17
112925,127,1,3,Fast,2019-08-08 03:46:28
227959,137,5,3,Delayed,2024-07-02 06:06:34
287025,52,8,1,Delayed,2023-11-03 01:26:33
128426,58,4,5,Delayed,2018-01-24 09:08:16
141844,43,3,1,Fast,2021-02-19 01:33:16
164792,47,8,1,Delayed,2018-04-23 23:34:48
237913,137,1,2,Fast,2018-01-17 03:04:51
233309,96,6,5,Delayed,2019-03-19 13:15:09
181704,140,5,5,Delayed,2021-01-24 08:24:12
214476,173,7,1,Delayed,2021-06-23 00:01:01
109664,42,3,1,Fast,2018-09-18 13:45:25
171098,100,9,5,Delayed,2024-05-31 05:34:19
259575,17,5,3,Delayed,2024-12-16 02:52:58
268252,68,6,2,Delayed,2019-12-31 02:59:52
163243,39,3,4,Fast,2024-04-29 22:33:19
170744,162,3,6,Fast,2021-12-12 20:22:01
209518,129,4,6,Delayed,2020-01-20 23:44:18
212107,21,8,1,Delayed,2023-12-17 18:53:55
106558,162,2,6,Fast,2020-08-28 19:04:02
280442,184,8,4,Delayed,2019-08-17 23:10:55
108390,40,2,3,Fast,2022-07-10 01:19:57
240736,129,5,1,Delayed,2022-11-04 07:38:16
293711,100,3,5,Fast,2022-10-23 11:15:18
101250,38,2,2,Fast,2021-08-10 00:06:40
214291,87,7,6,Delayed,2018-09-14 20:45:27
152478,197,7,6,Delayed,2019-07-24 10:55:59
153361,114,3,1,Fast,2018-05-09 14:26:47
264925,125,9,6,Delayed,2021-10-05 14:18:48
171831,95,4,4,Delayed,2023-11-18 23:20:41
109073,137,1,6,Fast,2021-09-27 20:10:00
257972,100,4,1,Delayed,2024-03-07 06:30:17
270071,11,6,6,Delayed,2019-11-30 11:36:44
141117,6,7,3,Delayed,2018-06-25 09:38:11
195183,86,1,5,Fast,2020-12-20 20:59:21
208293,68,3,1,Fast,2019-01-08 02:01:48
274262,185,1,3,Fast,2018-05-05 21:02:49
258856,13,6,1,Delayed,2018-07-04 02:10:24
293446,150,4,3,Delayed,2019-06-08 02:36:21
206064,113,9,1,Delayed,2020-03-17 00:17:03
219168,176,7,2,Delayed,2022-05-16 16:02:25
232512,96,7,1,Delayed,2022-09-03 21:11:07
251579,33,8,1,Delayed,2018-12-08 23:53:52
114984,44,7,4,Delayed,2023-05-04 19:31:29
195044,136,4,2,Delayed,2022-11-19 07:12:51
298169,40,4,1,Delayed,2023-08-30 19:55:45
111069,132,4,1,Delayed,2021-05-02 00:27:20
233164,133,7,5,Delayed,2023-06-09 05:47:17
288122,168,8,5,Delayed,2021-12-12 19:55:59
242172,18,6,3,Delayed,2023-06-07 08:12:47
259320,116,9,3,Delayed,2022-12-04 21:43:28
131929,46,7,2,Delayed,2020-09-25 19:57:59
165610,184,5,4,Delayed,2019-05-23 05:24:48
233308,71,2,3,Fast,2020-06-23 07:55:11
250034,119,1,4,Fast,2019-02-20 03:55:02
275452,59,8,4,Delayed,2021-12-01 04:36:00
150140,89,7,5,Delayed,2023-06-06 05:31:47
199060,174,4,3,Delayed,2022-11-21 16:55:44
183300,197,2,2,Fast,2024-10-16 06:20:49
273528,26,8,3,Delayed,2018-03-26 23:19:01
234595,54,5,3,Delayed,2019-01-28 04:29:25
255427,74,8,6,Delayed,2021-04-24 15:41:44
160279,173,4,3,Delayed,2020-07-22 10:23:58
299118,130,7,2,Delayed,2019-12-07 07:36:09
256585,100,1,5,Fast,2024-03-10 10:56:44
276007,46,1,6,Fast,2019-09-12 06:25:48
128986,172,4,3,Delayed,2022-03-30 15:16:19
247506,184,6,4,Delayed,2024-10-06 22:21:01
103629,12,6,4,Delayed,2023-12-23 08:03:02
240294,120,9,3,Delayed,2021-12-25 22:50:58
147855,81,9,1,Delayed,2024-06-30 10:07:58
298786,58,2,3,Fast,2021-07-18 23:25:14
219448,172,5,5,Delayed,2023-08-12 11:35:57
268220,20,9,3,Delayed,2020-06-28 02:34:55
212845,95,6,2,Delayed,2018-10-11 21:01:04
243588,47,3,6,Fast,2023-01-15 06:26:41
107059,49,2,3,Fast,2020-09-28 05:15:06
208731,145,2,3,Fast,2023-07-28 19:20:46
247832,100,5,3,Delayed,2019-10-29 08:13:12
202982,77,4,5,Delayed,2018-06-21 00:48:06
233861,57,1,1,Fast,2018-12-08 10:19:02
190348,199,7,4,Delayed,2020-03-25 11:00:50
218894,143,7,2,Delayed,2018-08-30 12:08:07
159560,164,7,5,Delayed,2018-07-19 05:27:35
224991,4,6,2,Delayed,2023-07-02 04:19:43
172787,182,3,2,Fast,2018-10-26 17:00:53
160274,53,9,4,Delayed,2022-09-20 19:55:26
227129,9,2,3,Fast,2019-07-24 23:57:55
211536,142,8,1,Delayed,2018-10-20 23:58:21
165352,162,8,1,Delayed,2022-11-08 01:26:23
260976,94,2,4,Fast,2019-05-11 16:32:09
168220,54,5,5,Delayed,2024-08-20 07:17:21
121661,136,9,2,Delayed,2022-11-30 02:08:00
254611,141,4,2,Delayed,2019-02-08 06:39:54
136778,10,3,1,Fast,2019-06-01 21:20:40
104712,110,6,3,Delayed,2021-07-04 12:56:05
167773,132,4,3,Delayed,2024-10-14 22:38:00
291457,135,6,4,Delayed,2022-09-12 16:11:40
181280,119,4,4,Delayed,2023-03-08 10:45:00
127649,158,3,5,Fast,2018-07-02 19:28:09
