product_id,historical_demand,forecasted_demand,forecast_error,season,forecast_month
2257,45,95,50,Summer,2019-07-03 19:24:32
7679,485,547,62,Festive,2020-10-03 03:49:29
28342,303,320,17,Monsoon,2021-02-16 17:06:08
7301,163,184,21,Monsoon,2021-11-17 04:55:55
26668,416,409,-7,Monsoon,2021-08-12 16:56:46
13556,240,248,8,Festive,2018-08-20 02:28:19
5774,419,437,18,Winter,2018-08-14 04:09:36
9335,45,65,20,Monsoon,2022-04-04 21:58:24
18133,28,8,-20,Monsoon,2022-02-07 10:09:45
12100,126,205,79,Winter,2023-09-30 23:02:02
27208,419,483,64,Festive,2019-09-25 11:38:16
23732,118,155,37,Festive,2024-02-25 10:38:31
9360,422,407,-15,Festive,2019-09-13 08:42:28
28606,357,390,33,Winter,2020-02-18 22:06:22
13430,57,18,-39,Festive,2021-03-15 19:49:01
13624,478,460,-18,Winter,2019-08-11 21:36:22
18600,483,497,14,Monsoon,2019-08-08 18:59:13
11499,331,368,37,Summer,2019-01-22 14:34:54
26610,76,33,-43,Monsoon,2018-07-08 17:18:29
25925,55,119,64,Winter,2019-01-19 09:25:39
17169,373,344,-29,Winter,2020-11-20 19:46:59
10182,489,471,-18,Monsoon,2020-01-12 21:13:11
21870,85,141,56,Festive,2023-02-19 15:27:05
22599,248,227,-21,Summer,2018-02-21 02:31:03
29310,74,83,9,Summer,2022-11-05 12:11:32
2108,240,273,33,Festive,2024-01-31 19:05:37
12752,369,435,66,Winter,2019-02-15 01:08:24
17983,467,542,75,Festive,2018-03-04 13:34:12
664,457,479,22,Summer,2024-12-01 09:48:07
11187,466,471,5,Summer,2019-02-21 21:01:01
623,295,261,-34,Summer,2020-08-18 17:18:19
14100,227,266,39,Festive,2021-02-12 21:49:44
15487,426,478,52,Festive,2022-11-04 16:55:20
9251,122,185,63,Winter,2018-03-02 10:51:38
15653,219,206,-13,Winter,2018-09-17 16:33:55
20177,194,263,69,Winter,2022-02-05 00:13:24
11339,96,109,13,Monsoon,2020-12-27 04:22:35
27457,402,427,25,Summer,2022-01-16 16:00:54
22643,364,377,13,Monsoon,2022-07-15 03:56:52
13859,350,416,66,Summer,2021-03-28 22:23:30
17883,327,332,5,Summer,2018-07-16 21:17:39
5596,349,367,18,Festive,2023-02-20 22:44:29
24261,233,241,8,Festive,2018-08-25 07:33:22
817,319,338,19,Monsoon,2020-10-08 06:57:25
10952,496,490,-6,Winter,2022-03-30 02:37:56
20706,73,136,63,Winter,2023-10-13 00:03:53
9634,273,312,39,Winter,2023-05-06 22:56:47
2117,498,521,23,Monsoon,2022-01-04 01:26:07
605,400,387,-13,Festive,2020-02-24 11:57:06
7429,90,63,-27,Festive,2021-07-13 13:26:19
17214,33,78,45,Summer,2022-07-01 02:13:43
22913,196,196,0,Monsoon,2019-03-05 13:40:19
28711,108,111,3,Winter,2024-09-29 20:22:38
6072,155,149,-6,Monsoon,2022-01-31 01:32:23
11450,372,437,65,Monsoon,2019-08-27 08:01:19
27287,280,306,26,Winter,2018-09-09 21:53:09
19457,360,323,-37,Summer,2019-12-17 04:38:28
1547,255,263,8,Winter,2024-01-17 07:25:26
26721,68,27,-41,Winter,2022-10-04 11:32:59
3467,211,232,21,Winter,2019-11-22 00:01:03
15722,168,137,-31,Winter,2019-11-25 21:08:30
7012,494,540,46,Winter,2023-12-20 15:37:50
11550,91,72,-19,Summer,2023-07-11 16:07:10
9208,263,244,-19,Festive,2020-04-14 17:57:33
15259,291,318,27,Festive,2020-01-02 00:05:23
29300,374,422,48,Summer,2018-01-05 10:04:34
5701,70,49,-21,Monsoon,2018-03-30 05:38:02
4071,77,111,34,Winter,2020-09-13 12:53:26
24330,256,290,34,Festive,2018-12-17 23:48:07
504,397,464,67,Summer,2023-03-31 02:10:56
28409,133,196,63,Monsoon,2021-02-26 06:13:23
29416,203,182,-21,Festive,2019-09-16 14:44:29
16962,52,83,31,Monsoon,2018-12-24 14:56:29
27368,360,336,-24,Monsoon,2021-09-30 12:59:15
8971,465,444,-21,Winter,2023-04-22 11:40:50
892,308,346,38,Summer,2020-08-11 03:03:36
15138,64,50,-14,Monsoon,2018-06-24 04:17:35
7562,105,131,26,Winter,2020-07-18 17:24:00
14220,245,279,34,Monsoon,2019-07-10 12:23:43
25390,476,440,-36,Winter,2024-02-02 04:58:10
26982,143,96,-47,Monsoon,2023-03-30 01:02:20
10424,138,200,62,Winter,2022-01-20 16:52:55
16100,202,232,30,Summer,2018-08-01 03:37:54
23334,179,198,19,Festive,2024-02-19 11:35:54
5437,147,153,6,Festive,2018-12-29 16:45:25
2111,166,223,57,Monsoon,2023-03-18 11:32:00
13521,33,2,-31,Monsoon,2021-07-30 09:45:37
2839,56,27,-29,Festive,2021-07-02 12:32:11
6804,311,286,-25,Winter,2023-10-10 21:14:48
9800,224,213,-11,Winter,2021-07-27 17:14:57
22222,218,224,6,Winter,2019-03-26 21:03:01
2406,45,82,37,Festive,2023-03-15 21:47:49
5846,256,297,41,Winter,2019-09-08 11:01:54
6675,491,554,63,Winter,2019-11-07 02:35:22
7768,333,339,6,Festive,2021-06-28 19:52:50
29832,125,127,2,Festive,2020-09-19 20:10:56
13640,127,79,-48,Festive,2018-02-27 00:15:03
29910,412,422,10,Monsoon,2024-06-30 16:57:27
11831,334,305,-29,Summer,2020-01-02 22:26:49
19611,43,87,44,Festive,2020-07-01 03:18:14
13083,193,253,60,Winter,2020-03-21 03:06:34
20408,183,247,64,Summer,2020-02-04 04:59:36
10237,250,231,-19,Festive,2020-03-29 05:48:18
11375,256,232,-24,Festive,2023-08-29 09:06:00
9462,479,517,38,Festive,2024-06-03 00:21:21
10883,479,443,-36,Summer,2021-05-29 17:02:19
28007,292,290,-2,Summer,2024-01-05 17:43:58
10179,124,193,69,Festive,2024-08-03 17:04:19
8649,425,484,59,Festive,2023-09-05 05:57:53
16318,372,380,8,Summer,2023-09-08 06:06:23
23308,319,397,78,Summer,2020-06-20 05:25:47
22899,47,3,-44,Winter,2018-06-04 19:00:23
7153,481,538,57,Winter,2020-11-26 09:07:34
14033,236,287,51,Monsoon,2019-09-08 21:47:34
2443,378,372,-6,Festive,2022-06-13 01:21:52
6455,255,267,12,Festive,2018-03-09 14:14:39
11662,327,391,64,Festive,2020-09-04 13:44:02
25566,329,309,-20,Monsoon,2022-03-09 16:50:47
23502,448,451,3,Summer,2019-11-06 11:37:55
3104,272,327,55,Winter,2022-07-26 03:58:13
18611,211,284,73,Festive,2019-09-15 12:02:01
16182,164,230,66,Winter,2019-10-02 11:16:19
27427,276,284,8,Monsoon,2024-01-28 06:15:41
25893,234,240,6,Monsoon,2021-01-04 00:40:47
28297,289,307,18,Summer,2020-11-23 21:53:15
1000,398,352,-46,Festive,2019-07-25 10:13:22
2982,83,39,-44,Monsoon,2024-09-12 08:36:04
15846,185,185,0,Festive,2022-03-03 15:47:44
18204,101,79,-22,Winter,2019-05-18 13:33:29
4129,70,122,52,Summer,2019-12-21 07:12:16
25908,239,212,-27,Summer,2021-10-13 09:35:00
13615,320,342,22,Festive,2019-08-03 23:12:22
12098,163,237,74,Winter,2018-05-17 00:25:20
5902,86,54,-32,Winter,2019-07-25 20:59:39
9106,182,244,62,Summer,2021-06-15 12:21:22
10702,183,237,54,Winter,2018-10-03 23:00:12
26450,382,336,-46,Festive,2022-08-20 20:55:38
1392,229,281,52,Festive,2018-05-05 04:55:05
8033,261,269,8,Festive,2020-02-15 20:28:42
11486,442,485,43,Summer,2021-01-07 14:39:10
20106,435,451,16,Monsoon,2023-07-13 13:26:16
19782,30,6,-24,Festive,2023-08-05 23:27:43
13798,417,391,-26,Festive,2022-06-24 17:50:31
8392,138,144,6,Winter,2021-02-17 09:12:00
8142,100,112,12,Winter,2019-05-11 02:47:26
22487,429,419,-10,Monsoon,2022-04-30 12:00:49
29583,112,93,-19,Festive,2019-12-08 02:35:43
19122,434,441,7,Winter,2022-10-18 21:08:41
16040,74,90,16,Summer,2021-10-25 23:38:27
6626,105,153,48,Monsoon,2021-09-23 16:47:25
8487,156,221,65,Festive,2021-08-22 05:12:41
22840,314,355,41,Summer,2020-10-30 20:51:31
21436,71,37,-34,Winter,2023-11-06 19:48:31
4155,111,136,25,Festive,2023-02-23 01:19:25
17939,123,169,46,Monsoon,2019-01-19 06:16:20
21143,167,197,30,Winter,2022-07-02 10:35:41
10494,222,273,51,Winter,2018-09-01 00:23:50
25927,130,201,71,Summer,2024-08-06 11:19:30
28581,126,200,74,Winter,2021-08-13 02:31:23
21755,212,178,-34,Summer,2024-04-29 11:35:27
10065,231,265,34,Summer,2024-10-29 20:41:11
29631,379,420,41,Monsoon,2018-05-14 23:35:32
23251,278,316,38,Monsoon,2024-06-07 14:02:32
29540,319,285,-34,Winter,2019-10-25 17:20:14
16757,175,198,23,Festive,2024-08-07 09:56:54
23564,371,327,-44,Festive,2019-10-27 18:27:59
22537,430,458,28,Summer,2024-01-08 00:03:01
28527,64,108,44,Festive,2021-06-04 20:06:04
11626,434,439,5,Monsoon,2019-11-26 09:56:37
17973,251,280,29,Summer,2018-01-23 01:14:10
16044,70,29,-41,Winter,2019-03-16 13:55:23
27913,24,-11,-35,Monsoon,2022-01-11 06:36:38
2665,340,316,-24,Winter,2020-03-06 21:40:08
20799,498,469,-29,Festive,2021-05-01 10:52:43
4077,439,420,-19,Summer,2022-09-02 18:59:27
1326,471,542,71,Winter,2021-03-18 19:31:36
16327,235,251,16,Summer,2019-05-07 20:43:12
4088,432,511,79,Winter,2022-06-17 16:20:09
28211,239,306,67,Monsoon,2023-08-28 14:56:36
14476,52,102,50,Festive,2022-12-28 06:20:27
23556,122,110,-12,Winter,2024-03-29 00:10:19
18003,212,180,-32,Festive,2024-03-28 22:52:36
11137,72,39,-33,Winter,2018-06-17 21:56:01
23063,163,196,33,Winter,2019-01-27 10:46:20
24852,318,330,12,Summer,2018-06-10 01:47:06
28518,451,418,-33,Summer,2018-05-04 14:21:39
1228,233,222,-11,Winter,2019-10-01 23:43:40
3902,68,145,77,Festive,2023-04-20 01:19:05
650,421,375,-46,Monsoon,2019-06-17 16:40:55
15731,244,196,-48,Monsoon,2018-11-12 16:39:52
10854,188,215,27,Summer,2023-12-14 15:22:51
16167,105,75,-30,Summer,2019-09-06 17:30:32
7647,442,412,-30,Monsoon,2024-10-19 03:27:55
18927,214,175,-39,Festive,2020-03-26 15:26:34
14959,220,260,40,Summer,2020-11-11 23:31:37
3602,129,185,56,Summer,2024-08-26 09:22:45
1777,154,156,2,Winter,2024-10-05 19:47:06
18011,77,46,-31,Summer,2019-01-29 12:58:06
8941,324,274,-50,Winter,2019-09-14 04:20:52
18106,26,98,72,Summer,2022-11-03 18:34:07
12211,138,186,48,Summer,2018-09-25 06:00:21
4895,462,491,29,Festive,2018-09-27 02:20:46
336,398,474,76,Festive,2019-04-20 17:48:46
20472,359,319,-40,Summer,2019-12-10 19:46:38
26445,450,512,62,Winter,2019-03-24 15:13:05
25752,323,321,-2,Monsoon,2024-06-26 15:27:04
29018,417,404,-13,Winter,2020-04-10 10:02:03
291,271,234,-37,Winter,2020-05-08 04:12:14
29260,375,431,56,Winter,2020-06-13 13:55:38
22521,51,22,-29,Winter,2020-10-06 05:36:30
8219,445,462,17,Summer,2021-02-25 20:57:18
8143,96,170,74,Festive,2021-09-01 17:33:36
671,261,228,-33,Monsoon,2023-09-23 02:49:56
3116,292,246,-46,Festive,2021-12-17 07:59:49
17348,327,280,-47,Winter,2020-08-14 03:27:01
9730,144,208,64,Monsoon,2018-11-19 06:14:26
11759,31,18,-13,Summer,2021-03-01 18:31:27
25982,349,341,-8,Monsoon,2023-04-19 10:55:06
9036,422,416,-6,Summer,2018-02-02 07:33:51
19826,150,213,63,Festive,2018-09-05 13:46:31
1249,243,205,-38,Festive,2018-09-01 20:41:49
14895,162,164,2,Winter,2018-04-24 14:31:54
15294,168,182,14,Summer,2020-01-18 10:38:54
24862,295,279,-16,Summer,2023-02-17 16:29:15
16003,423,421,-2,Winter,2023-12-09 09:54:33
18366,419,496,77,Winter,2020-08-04 11:32:43
19832,445,401,-44,Monsoon,2018-04-23 12:41:38
6423,66,65,-1,Monsoon,2024-05-28 07:06:31
8047,157,223,66,Winter,2024-10-21 20:15:12
7223,164,196,32,Festive,2022-06-21 05:56:58
28028,315,299,-16,Festive,2022-11-01 02:53:39
18355,62,139,77,Summer,2020-01-18 17:00:46
8860,336,345,9,Festive,2023-08-02 22:32:01
10342,286,266,-20,Festive,2024-02-04 11:13:55
22724,138,120,-18,Monsoon,2024-01-09 13:48:08
18254,410,446,36,Summer,2022-06-17 10:12:07
784,302,354,52,Monsoon,2024-07-06 18:17:01
25628,432,463,31,Winter,2023-07-29 07:30:26
21740,378,344,-34,Winter,2019-01-13 20:55:14
7781,293,258,-35,Summer,2024-07-23 22:34:51
22754,187,217,30,Festive,2024-05-19 04:25:01
22282,240,287,47,Winter,2022-10-04 05:26:51
12017,44,114,70,Monsoon,2018-09-27 12:06:02
24115,418,480,62,Monsoon,2024-01-01 20:55:04
21293,65,26,-39,Festive,2022-10-26 21:11:32
29290,496,557,61,Summer,2020-09-10 15:20:57
11327,81,83,2,Summer,2018-10-31 10:45:45
25194,379,445,66,Summer,2021-10-04 18:48:30
17181,440,424,-16,Festive,2023-07-27 03:51:53
18055,497,452,-45,Festive,2018-05-28 01:40:17
15624,309,289,-20,Summer,2019-04-23 02:35:44
5172,407,364,-43,Winter,2020-05-31 18:46:00
19967,61,16,-45,Monsoon,2024-11-23 17:40:12
24618,365,366,1,Festive,2023-01-21 03:47:32
24515,38,74,36,Festive,2024-05-08 09:26:48
7060,285,317,32,Winter,2022-02-22 21:27:07
8280,416,379,-37,Summer,2019-07-27 23:17:47
22893,296,315,19,Summer,2019-01-08 07:29:59
29,428,507,79,Summer,2020-02-13 03:50:10
19444,489,452,-37,Winter,2020-02-07 11:40:40
7880,340,419,79,Winter,2018-12-13 08:35:37
4840,21,20,-1,Monsoon,2018-03-10 16:20:36
4673,474,459,-15,Summer,2021-04-02 16:37:18
6750,477,462,-15,Monsoon,2023-12-30 18:53:40
1997,284,288,4,Monsoon,2020-09-30 14:41:11
6804,400,437,37,Winter,2023-12-19 05:52:44
3365,437,477,40,Winter,2018-07-06 07:05:29
29959,352,409,57,Summer,2020-11-03 22:45:33
27617,110,176,66,Festive,2023-08-30 16:39:09
15291,92,124,32,Festive,2022-07-17 09:13:59
1312,220,274,54,Festive,2022-12-12 21:34:30
9798,219,240,21,Winter,2023-06-11 13:23:09
28501,61,122,61,Festive,2021-12-18 04:57:25
29366,405,377,-28,Monsoon,2018-12-12 00:39:43
9557,56,60,4,Monsoon,2024-09-30 21:06:53
16490,399,387,-12,Winter,2022-09-06 03:21:04
13205,336,300,-36,Monsoon,2023-03-20 12:44:55
19566,99,119,20,Winter,2022-09-03 19:25:06
29917,179,210,31,Monsoon,2020-11-18 00:21:08
3264,66,55,-11,Monsoon,2023-02-12 20:20:00
21077,251,298,47,Festive,2020-07-26 18:25:22
13486,182,210,28,Summer,2022-03-07 11:49:15
29104,42,64,22,Summer,2023-08-26 18:03:44
23027,496,535,39,Winter,2019-04-29 21:43:57
11840,225,280,55,Festive,2021-09-14 07:03:39
14707,74,27,-47,Festive,2024-01-30 23:33:16
6032,485,475,-10,Festive,2020-06-01 12:54:33
22066,48,115,67,Monsoon,2023-01-04 16:22:15
9127,65,82,17,Festive,2019-07-09 20:53:23
13518,306,273,-33,Monsoon,2023-02-04 01:40:13
22081,364,387,23,Summer,2023-07-26 16:57:47
2510,491,539,48,Winter,2023-05-16 05:46:12
29299,206,282,76,Winter,2023-09-21 20:14:16
10593,58,69,11,Festive,2020-11-10 09:53:02
7916,353,304,-49,Summer,2018-07-08 04:27:57
5883,178,144,-34,Winter,2024-08-21 10:10:28
11136,56,54,-2,Summer,2024-03-10 20:35:29
20090,492,482,-10,Monsoon,2018-03-23 10:14:46
19652,244,317,73,Festive,2018-05-06 11:57:55
19552,405,411,6,Monsoon,2022-12-29 21:36:11
17806,117,183,66,Festive,2021-11-23 09:28:03
10437,276,247,-29,Winter,2024-05-25 12:39:05
7320,196,217,21,Summer,2022-06-18 09:12:57
28785,367,400,33,Monsoon,2020-07-14 21:46:53
10951,256,271,15,Summer,2020-07-05 21:08:21
15307,164,186,22,Festive,2024-01-10 00:03:07
4330,433,429,-4,Festive,2020-08-21 22:49:26
5399,433,451,18,Summer,2020-12-10 18:36:50
1725,283,284,1,Winter,2023-12-02 15:32:14
13877,273,344,71,Summer,2022-05-28 13:39:00
12950,350,349,-1,Festive,2019-02-08 20:33:22
24590,291,366,75,Summer,2021-07-18 10:46:05
26243,69,29,-40,Winter,2021-11-04 03:44:39
23502,290,349,59,Festive,2018-03-05 08:54:33
14122,97,60,-37,Summer,2022-11-30 10:58:40
11883,432,473,41,Festive,2020-08-04 15:25:00
14935,108,116,8,Festive,2021-10-25 14:27:07
11916,203,256,53,Festive,2019-11-13 03:02:19
2589,338,293,-45,Summer,2018-07-28 05:41:02
23659,37,9,-28,Summer,2022-02-21 05:12:08
28074,132,197,65,Winter,2024-04-30 22:41:45
24201,395,470,75,Festive,2021-02-24 13:46:10
21857,299,311,12,Summer,2021-04-04 22:19:20
20049,402,368,-34,Winter,2023-07-24 08:26:55
19634,271,317,46,Monsoon,2018-12-26 01:42:03
6708,338,389,51,Summer,2023-02-28 02:14:10
29199,121,116,-5,Festive,2018-10-25 13:37:23
24991,113,155,42,Monsoon,2024-01-15 09:12:54
22792,21,56,35,Festive,2023-11-11 05:49:21
23868,474,549,75,Winter,2019-06-10 17:40:15
2609,233,290,57,Festive,2019-04-30 02:15:27
27587,232,294,62,Monsoon,2024-01-26 08:10:10
21582,202,239,37,Monsoon,2021-11-11 02:50:55
24069,377,430,53,Monsoon,2022-11-11 16:59:20
19678,169,171,2,Summer,2018-11-27 00:58:24
7004,193,144,-49,Summer,2022-11-27 07:13:22
25368,137,91,-46,Monsoon,2018-01-03 07:02:43
10984,116,142,26,Winter,2021-12-14 10:24:49
22631,158,235,77,Festive,2018-01-27 05:09:53
3918,79,110,31,Festive,2020-04-08 05:43:09
17250,438,497,59,Festive,2022-09-08 02:46:51
530,210,190,-20,Summer,2022-08-04 06:55:46
22672,212,195,-17,Summer,2019-04-24 23:25:59
15775,317,272,-45,Festive,2019-02-07 01:46:13
25732,278,300,22,Festive,2022-06-15 01:17:00
25816,329,340,11,Summer,2018-12-25 14:34:13
24151,417,400,-17,Festive,2021-12-04 17:47:01
3791,453,467,14,Summer,2024-12-09 09:15:14
9365,101,102,1,Monsoon,2024-11-05 03:28:14
27038,295,328,33,Festive,2018-05-11 12:31:22
19773,68,41,-27,Summer,2020-06-26 00:07:44
19074,47,58,11,Summer,2021-05-23 22:59:38
137,131,95,-36,Winter,2024-02-27 10:37:07
15499,419,418,-1,Summer,2023-11-20 22:35:24
17568,359,340,-19,Monsoon,2019-02-22 06:41:49
22923,210,289,79,Summer,2019-01-20 21:21:18
7265,180,160,-20,Winter,2022-01-11 00:50:37
4938,227,301,74,Monsoon,2021-11-09 21:40:46
27082,496,503,7,Monsoon,2023-12-04 07:13:53
3408,180,157,-23,Summer,2021-01-23 21:45:21
14465,103,86,-17,Monsoon,2023-03-14 08:15:12
5984,122,165,43,Winter,2019-04-14 20:22:17
5038,268,337,69,Monsoon,2023-12-11 02:51:32
1121,94,49,-45,Winter,2021-11-26 10:57:43
4868,156,139,-17,Monsoon,2023-01-21 20:20:19
21308,198,251,53,Winter,2018-04-08 22:33:56
14217,281,263,-18,Monsoon,2021-01-20 21:47:04
5296,45,77,32,Summer,2020-10-24 11:50:54
11546,59,39,-20,Winter,2021-12-04 21:09:23
20622,452,425,-27,Winter,2023-05-30 19:41:15
12751,327,399,72,Winter,2022-10-25 11:14:49
439,155,213,58,Festive,2024-08-17 10:34:13
22604,22,20,-2,Winter,2024-06-27 23:04:49
1720,97,108,11,Monsoon,2021-05-08 19:18:14
93,26,43,17,Monsoon,2024-07-27 08:46:09
12851,139,199,60,Festive,2019-09-13 00:41:01
16551,272,347,75,Festive,2023-03-21 07:39:57
2956,401,368,-33,Festive,2021-10-23 19:45:39
11761,411,454,43,Winter,2020-11-11 06:02:27
1099,396,348,-48,Monsoon,2020-01-09 14:09:14
28509,181,151,-30,Monsoon,2024-01-26 13:27:18
28023,479,512,33,Summer,2019-04-30 02:46:27
4784,208,234,26,Monsoon,2024-08-25 02:00:30
7364,389,438,49,Winter,2020-03-30 16:33:37
25045,194,168,-26,Monsoon,2021-01-21 23:36:55
1380,427,444,17,Monsoon,2018-01-30 01:20:21
29390,47,98,51,Summer,2021-01-11 23:01:57
13885,434,510,76,Festive,2023-08-16 22:46:51
15376,413,392,-21,Festive,2021-06-18 12:11:12
15988,467,523,56,Monsoon,2019-08-30 16:54:14
11366,22,50,28,Festive,2018-11-09 18:09:25
10948,164,240,76,Festive,2021-09-09 19:30:51
21138,336,324,-12,Summer,2019-06-10 10:05:23
2369,73,28,-45,Monsoon,2022-01-02 08:22:12
14089,475,427,-48,Monsoon,2019-10-04 12:29:34
2223,452,465,13,Festive,2018-09-21 09:39:49
9571,145,179,34,Summer,2022-01-10 19:47:23
1072,61,118,57,Summer,2020-07-22 00:44:01
9808,28,55,27,Festive,2024-10-18 02:14:15
12934,312,372,60,Monsoon,2023-01-30 23:29:54
27963,24,-4,-28,Summer,2022-12-12 14:06:37
2547,322,385,63,Winter,2023-06-21 10:47:15
12964,469,451,-18,Winter,2023-01-03 03:07:26
1450,32,24,-8,Festive,2023-12-06 00:13:24
18101,424,374,-50,Festive,2024-05-01 12:35:43
4205,455,501,46,Winter,2022-12-10 23:32:23
15755,230,183,-47,Festive,2023-08-08 05:34:30
29439,256,243,-13,Monsoon,2023-11-09 15:59:15
17922,184,220,36,Winter,2022-01-18 18:04:41
16706,35,20,-15,Monsoon,2018-12-24 08:09:24
24723,462,486,24,Monsoon,2020-06-28 05:23:03
5856,170,186,16,Monsoon,2024-09-28 06:51:49
19508,127,163,36,Festive,2019-12-04 16:51:11
4536,248,323,75,Summer,2023-09-12 18:38:45
25713,88,86,-2,Winter,2018-03-01 04:21:34
14581,207,284,77,Winter,2023-11-14 11:53:02
7319,136,210,74,Festive,2023-02-22 20:07:17
2818,201,173,-28,Monsoon,2019-09-19 16:04:39
3237,485,485,0,Festive,2018-05-03 13:54:43
3063,267,279,12,Monsoon,2020-07-17 14:29:12
16318,298,310,12,Monsoon,2024-01-30 01:25:44
13999,162,207,45,Monsoon,2021-04-23 23:35:58
16415,37,93,56,Festive,2020-10-31 01:25:27
28005,282,361,79,Summer,2018-06-18 01:22:12
2879,110,167,57,Winter,2024-04-05 15:03:09
22903,245,323,78,Summer,2022-09-12 14:05:47
22418,35,84,49,Monsoon,2022-09-11 01:13:04
28375,40,108,68,Monsoon,2019-04-13 18:48:34
16863,136,90,-46,Festive,2024-02-26 17:59:21
26205,142,182,40,Monsoon,2019-09-17 10:13:30
17334,420,459,39,Monsoon,2022-11-21 18:34:14
6889,64,98,34,Monsoon,2022-06-20 03:11:01
15651,245,295,50,Monsoon,2018-04-11 05:46:36
21452,352,318,-34,Monsoon,2019-11-30 03:55:48
594,405,482,77,Winter,2021-10-04 20:31:10
5194,103,56,-47,Festive,2019-04-29 14:10:42
20856,149,215,66,Monsoon,2021-09-26 14:26:12
12921,261,259,-2,Festive,2019-04-14 02:09:35
18810,180,240,60,Summer,2023-10-29 03:55:38
2355,231,277,46,Festive,2023-08-07 02:28:11
5091,110,82,-28,Summer,2021-04-11 22:41:05
5074,270,320,50,Summer,2020-07-11 07:36:55
26363,266,336,70,Monsoon,2021-09-10 11:27:02
16822,375,361,-14,Monsoon,2024-08-20 10:28:42
29457,143,196,53,Winter,2024-11-16 03:58:17
29437,369,424,55,Summer,2023-04-24 05:39:50
27783,49,25,-24,Winter,2020-03-16 02:21:43
16286,386,457,71,Festive,2024-09-03 17:18:52
23496,100,50,-50,Monsoon,2021-08-11 01:27:10
25847,145,141,-4,Winter,2020-02-29 21:19:05
12939,495,466,-29,Festive,2023-11-19 12:20:29
10257,481,442,-39,Winter,2021-09-12 15:04:43
1988,463,535,72,Summer,2018-01-05 18:22:26
8890,47,108,61,Monsoon,2022-01-07 03:11:10
28538,152,216,64,Festive,2023-01-10 03:54:10
23349,479,516,37,Monsoon,2023-07-25 05:22:25
4039,29,78,49,Summer,2022-03-16 04:54:26
10057,469,519,50,Summer,2024-08-17 12:34:57
5337,214,226,12,Winter,2024-02-05 05:13:23
14714,491,527,36,Summer,2022-05-07 22:35:32
29169,346,341,-5,Winter,2024-11-13 20:50:35
18592,305,370,65,Monsoon,2019-10-29 19:57:10
1860,447,512,65,Festive,2022-07-18 23:16:07
23074,495,531,36,Winter,2024-02-28 08:19:12
23849,203,183,-20,Summer,2020-10-05 05:54:36
27939,38,38,0,Festive,2020-04-22 18:09:25
13322,464,435,-29,Monsoon,2019-05-09 22:54:58
13081,155,130,-25,Winter,2020-11-07 23:27:55
9685,304,293,-11,Summer,2018-02-04 21:45:15
6542,355,414,59,Festive,2020-09-17 19:18:35
19461,387,393,6,Festive,2023-12-14 07:10:57
20749,397,451,54,Winter,2022-05-01 19:44:55
7685,34,28,-6,Summer,2023-07-16 00:08:42
27073,272,287,15,Summer,2023-05-16 17:10:23
8593,395,400,5,Winter,2024-09-16 04:11:12
11605,258,230,-28,Festive,2024-02-25 00:11:36
22947,309,308,-1,Winter,2018-06-02 09:08:33
28932,489,527,38,Winter,2020-01-20 16:17:25
8696,367,417,50,Festive,2022-08-29 22:40:22
8678,339,347,8,Summer,2024-06-03 08:47:50
1877,139,191,52,Monsoon,2020-04-13 08:43:58
22864,56,72,16,Monsoon,2024-09-01 23:56:30
2836,431,468,37,Monsoon,2024-05-24 05:23:51
26151,193,145,-48,Winter,2022-02-24 02:17:53
27485,34,78,44,Winter,2024-11-27 08:40:51
29490,388,350,-38,Festive,2019-11-20 17:21:04
28517,59,107,48,Summer,2022-08-31 19:06:03
16167,41,18,-23,Winter,2022-03-17 14:49:10
20063,50,61,11,Festive,2022-05-14 14:20:39
19320,436,497,61,Festive,2021-09-18 01:40:30
1089,142,197,55,Summer,2022-10-24 08:31:31
9374,213,281,68,Winter,2021-05-16 14:28:36
1654,200,224,24,Monsoon,2024-05-15 23:48:02
4601,297,287,-10,Festive,2021-04-24 09:03:33
18678,199,272,73,Summer,2018-07-10 12:22:02
19670,152,191,39,Winter,2024-08-28 22:24:48
20460,315,326,11,Summer,2022-07-13 09:49:28
20919,173,124,-49,Festive,2018-11-15 04:32:42
4874,164,167,3,Monsoon,2018-08-11 08:16:54
18750,396,400,4,Winter,2019-12-25 18:18:06
25536,182,143,-39,Summer,2024-08-16 14:35:14
8798,375,396,21,Winter,2021-06-23 07:42:14
25049,66,86,20,Monsoon,2021-11-10 18:50:43
28875,85,101,16,Summer,2018-08-12 02:00:40
7178,102,108,6,Monsoon,2023-07-15 10:07:02
2344,394,465,71,Winter,2024-10-22 22:00:37
20216,148,117,-31,Winter,2021-09-17 01:49:15
2886,46,92,46,Summer,2019-07-02 06:19:54
6146,391,416,25,Winter,2018-06-05 10:13:22
12768,59,112,53,Winter,2021-09-28 13:52:31
1103,242,283,41,Summer,2024-10-29 00:21:12
14763,208,247,39,Summer,2020-04-30 13:59:49
12826,457,426,-31,Monsoon,2019-05-22 18:32:51
19119,260,338,78,Winter,2022-08-08 11:06:17
4221,28,33,5,Summer,2018-09-13 09:58:57
12879,206,165,-41,Monsoon,2021-08-11 03:49:45
18341,269,310,41,Summer,2019-06-05 15:29:47
20234,195,244,49,Festive,2024-04-24 19:44:50
16840,106,110,4,Summer,2024-01-15 20:28:43
11030,177,150,-27,Festive,2019-07-13 05:18:37
22115,288,289,1,Winter,2019-05-24 08:35:35
