shipment_id,distance_km,transport_mode,transport_cost,delivery_delay_days
117546,1243,Rail,14843.0,3
33274,1303,Rail,26190.0,0
51168,1467,Road,38242.0,6
120985,1352,Road,36196.0,0
74838,1493,Sea,41247.0,4
24803,299,Air,8174.0,4
68168,835,Air,7214.0,1
117971,1321,Air,15380.0,6
133901,678,Road,18958.0,0
9147,102,Air,957.0,6
34410,748,Sea,9002.0,6
133421,76,Road,2442.0,5
3735,1645,Air,30971.0,0
30727,1792,Road,47932.0,2
138334,1248,Air,14731.0,3
127228,503,Air,11010.0,0
130685,555,Sea,16810.0,2
119033,120,Road,2206.0,1
136686,638,Air,20422.0,0
120316,676,Sea,19691.0,1
95397,466,Road,7213.0,1
802,969,Sea,24395.0,0
86666,1502,Air,50190.0,3
97282,665,Air,22337.0,1
22186,648,Rail,10107.0,6
99688,734,Air,19077.0,5
70470,50,Air,1041.0,6
71032,442,Road,13346.0,2
140456,910,Rail,28376.0,3
44967,862,Rail,18446.0,6
4277,1522,Road,45405.0,3
118629,638,Rail,6652.0,5
106433,1197,Sea,33746.0,1
3290,617,Air,17903.0,3
138191,391,Air,5657.0,5
78516,1947,Road,57607.0,1
138775,729,Road,22673.0,0
68257,500,Sea,4364.0,1
71712,848,Air,19568.0,3
35408,1005,Air,15614.0,4
104044,1335,Rail,20502.0,4
106686,833,Road,20814.0,4
78552,333,Air,5948.0,0
68208,1375,Rail,27502.0,6
29427,817,Road,8191.0,3
117249,1520,Sea,31280.0,6
143370,1632,Sea,20909.0,5
4308,372,Sea,4779.0,1
110663,1623,Road,41356.0,6
121994,1178,Air,34890.0,3
31872,1290,Rail,25404.0,4
100553,1967,Rail,37501.0,6
4487,440,Rail,7733.0,1
93853,1531,Sea,43231.0,4
9284,371,Sea,11449.0,2
136480,480,Air,11322.0,0
108994,1640,Air,31815.0,4
135611,1614,Rail,27336.0,6
54123,252,Rail,6420.0,0
81975,599,Road,16528.0,5
141429,88,Road,2997.0,2
44663,1379,Road,20292.0,1
30777,747,Air,23024.0,3
78354,1230,Rail,16842.0,6
16142,1220,Sea,36292.0,2
98004,1549,Road,16389.0,1
87102,321,Air,11062.0,1
42191,1360,Sea,19647.0,1
54802,1219,Road,12874.0,3
94026,526,Road,4626.0,0
32491,1753,Road,59890.0,3
78242,793,Air,7545.0,1
42448,1304,Sea,33717.0,0
11282,1278,Air,39634.0,0
113073,1205,Air,28719.0,0
13996,1620,Air,49739.0,1
115755,1363,Rail,24778.0,5
147525,696,Rail,7241.0,2
58727,1671,Road,29233.0,2
118530,1486,Road,36740.0,3
140920,1820,Rail,29565.0,0
1626,1053,Road,31699.0,3
58540,426,Road,7808.0,1
58677,533,Road,11023.0,0
1038,270,Road,7345.0,2
51593,1135,Rail,16342.0,6
137093,1935,Road,60568.0,3
39513,380,Air,12423.0,0
141209,819,Sea,23298.0,3
98390,1092,Road,32960.0,3
4057,126,Sea,2220.0,6
118720,238,Sea,4115.0,4
40624,31,Road,638.0,1
97404,1260,Air,43920.0,0
128154,1267,Air,40200.0,0
143051,1334,Road,28661.0,2
103442,1358,Air,33375.0,2
113066,706,Rail,11772.0,1
73041,219,Air,2382.0,0
104702,1866,Rail,49619.0,5
52375,1982,Road,41767.0,1
6729,789,Road,18366.0,2
144900,1350,Air,33876.0,3
4487,1599,Road,55725.0,3
109762,609,Air,18305.0,6
107109,1715,Road,30792.0,5
132937,368,Sea,12461.0,1
91431,1582,Air,23558.0,4
14905,1824,Road,41862.0,5
44058,1544,Road,36454.0,4
123237,1723,Road,36702.0,3
36831,1093,Sea,30490.0,2
30016,22,Rail,516.0,2
96149,17,Rail,292.0,5
13677,1473,Road,46644.0,2
92209,22,Rail,704.0,5
110177,1026,Road,14902.0,0
142901,112,Sea,1889.0,1
139306,528,Sea,4865.0,1
126991,496,Road,11627.0,3
75589,1022,Sea,29928.0,4
89247,1050,Sea,24097.0,6
132250,811,Rail,17349.0,5
106581,140,Rail,2709.0,5
149583,1866,Air,15944.0,2
45328,861,Road,15681.0,6
43797,665,Rail,20502.0,3
129357,1291,Road,15869.0,3
46764,520,Sea,14632.0,5
31474,332,Rail,9558.0,3
2621,189,Rail,4910.0,2
2785,1807,Air,18617.0,0
118325,1223,Rail,17680.0,6
60084,1432,Rail,17061.0,1
4475,1451,Sea,36738.0,0
77401,1986,Air,32119.0,2
99790,1903,Rail,59514.0,5
46544,1779,Sea,27920.0,1
141936,382,Rail,4224.0,1
32884,1246,Sea,38746.0,3
11631,956,Rail,32833.0,1
137501,1623,Rail,17842.0,3
68557,1938,Rail,57167.0,1
39983,295,Road,3139.0,6
71069,547,Air,14094.0,1
74949,878,Road,9933.0,6
142904,458,Road,11835.0,5
91658,616,Road,12131.0,2
98165,691,Sea,13459.0,2
9201,704,Air,6181.0,0
27871,373,Sea,4551.0,4
144262,1353,Road,34132.0,1
118719,310,Sea,4878.0,1
4945,858,Road,17769.0,4
104726,1873,Sea,42065.0,4
58546,700,Air,23290.0,4
54437,728,Sea,16255.0,2
106576,1625,Rail,52222.0,6
41893,1551,Air,27392.0,5
132836,1301,Air,17569.0,2
48982,586,Air,12052.0,6
147824,1849,Road,50263.0,6
78976,1643,Road,39647.0,3
69326,573,Rail,12196.0,4
98968,395,Sea,9782.0,4
125666,551,Road,16655.0,1
38663,723,Rail,17084.0,3
128099,1873,Sea,54427.0,2
68515,553,Air,5930.0,6
80751,503,Road,5434.0,3
116540,625,Air,11856.0,3
115792,1063,Road,26105.0,3
94899,1593,Air,26724.0,1
136224,1135,Air,34128.0,3
42285,1091,Sea,26445.0,4
109037,1460,Rail,27698.0,0
147472,1943,Air,64296.0,5
40552,1956,Sea,40684.0,5
84469,1643,Road,48137.0,4
82167,298,Sea,9824.0,4
51513,837,Road,27631.0,0
113592,148,Rail,4389.0,0
14689,1461,Rail,22358.0,5
17604,617,Air,17318.0,6
27949,1335,Rail,16996.0,5
11035,66,Road,1551.0,2
108678,1023,Sea,16523.0,3
54539,922,Road,16605.0,6
22538,332,Sea,4170.0,1
1082,1877,Sea,34916.0,2
19837,1997,Road,59466.0,1
145574,923,Road,25985.0,1
71681,117,Air,2841.0,1
39090,207,Road,2290.0,0
19484,864,Rail,26401.0,3
131837,450,Road,6145.0,4
116416,672,Road,19379.0,4
132284,1753,Rail,55027.0,5
100140,1308,Air,28191.0,0
105749,484,Sea,5339.0,3
40029,277,Sea,6197.0,2
140702,1034,Air,29060.0,3
49306,1244,Rail,18657.0,6
38656,377,Rail,9560.0,5
133708,1633,Air,48367.0,4
138702,1701,Sea,36584.0,0
128687,745,Air,8017.0,1
57388,1141,Rail,27054.0,1
124740,1009,Air,17136.0,5
124971,1655,Sea,26704.0,4
73687,1709,Road,32120.0,6
126068,986,Sea,13219.0,0
9741,1379,Road,26239.0,3
64594,1442,Air,25893.0,3
27324,1331,Air,16954.0,0
46292,900,Sea,27885.0,3
58368,1410,Air,14903.0,0
41793,1023,Rail,30792.0,3
43065,1593,Rail,33697.0,0
7125,480,Sea,11617.0,2
149981,1051,Air,31673.0,5
15010,1979,Road,23139.0,1
64254,57,Road,853.0,3
61236,917,Sea,14478.0,4
28247,1345,Sea,30182.0,4
110952,940,Air,26753.0,1
74683,1059,Road,9069.0,6
140209,336,Rail,5197.0,2
118489,46,Road,496.0,5
1375,924,Rail,23705.0,3
1946,1283,Air,26101.0,2
89190,1323,Road,20801.0,5
11748,1486,Rail,31882.0,6
147251,839,Sea,17812.0,2
33494,474,Sea,8447.0,6
80177,1345,Sea,41166.0,1
101782,729,Rail,18858.0,0
86161,984,Road,17301.0,3
32436,1069,Sea,10763.0,5
143259,99,Air,1647.0,6
100834,1707,Sea,51361.0,1
17808,285,Air,8976.0,0
125884,995,Sea,32673.0,4
58550,158,Air,3900.0,3
47699,1824,Sea,48641.0,2
122690,42,Air,897.0,6
61255,214,Road,7338.0,3
93364,132,Rail,3757.0,6
95147,344,Air,11526.0,4
115427,550,Road,5321.0,5
7903,90,Rail,2534.0,2
71277,1759,Rail,23894.0,3
72152,1153,Sea,24852.0,3
118930,915,Air,9650.0,4
17983,1206,Road,24747.0,5
50400,641,Rail,12083.0,0
64943,1347,Road,20998.0,2
54907,638,Sea,11005.0,6
55847,997,Sea,14500.0,4
114354,1822,Road,62575.0,6
96576,432,Sea,12194.0,3
67453,92,Air,1709.0,0
68461,335,Air,5043.0,0
96223,85,Sea,1129.0,6
12659,712,Sea,20773.0,1
66525,1786,Road,21471.0,1
3716,418,Sea,10997.0,4
24161,1060,Rail,23502.0,3
14841,1525,Air,51835.0,6
115042,1741,Road,21507.0,6
122611,457,Sea,12870.0,2
11161,1932,Sea,50528.0,0
134350,1998,Rail,19087.0,6
141995,604,Sea,19505.0,1
111236,1782,Sea,35899.0,4
149536,355,Road,10206.0,6
66700,1779,Sea,42060.0,5
7919,983,Sea,21676.0,0
123464,413,Air,5860.0,3
1761,1351,Road,44337.0,4
50467,686,Road,14660.0,0
56727,1588,Air,23747.0,0
20540,1131,Road,33040.0,2
129069,1972,Sea,37607.0,3
130755,1995,Air,33447.0,5
183,438,Sea,11951.0,0
44506,1673,Road,55477.0,4
140196,184,Air,3054.0,1
101529,1242,Air,26795.0,1
31746,195,Air,2787.0,2
89951,494,Sea,13918.0,1
120380,1198,Sea,31620.0,0
108680,352,Rail,9905.0,6
15372,1346,Road,34126.0,5
6021,1593,Rail,15480.0,0
140527,1191,Air,27273.0,5
101281,363,Sea,10326.0,0
50345,272,Air,4120.0,0
105517,116,Rail,1471.0,0
142338,1221,Sea,42654.0,3
40052,633,Road,6981.0,3
123093,1124,Rail,15220.0,4
118697,1168,Rail,36645.0,0
14101,313,Road,6382.0,2
70143,786,Sea,15974.0,6
140082,874,Road,25463.0,3
139400,875,Air,11909.0,6
20394,143,Rail,4424.0,0
124213,311,Sea,3988.0,6
41503,1713,Air,57777.0,0
69672,1999,Sea,39730.0,3
39869,1287,Rail,21209.0,6
69278,1365,Sea,32311.0,4
133136,1478,Road,18343.0,6
78377,1008,Rail,11818.0,0
115017,948,Road,29034.0,6
1036,636,Road,16921.0,5
38385,532,Air,7491.0,0
137953,1313,Road,42390.0,3
50120,1933,Road,65782.0,1
148029,1620,Road,29196.0,4
101793,1206,Road,28651.0,4
21679,889,Rail,12688.0,4
60176,646,Rail,8935.0,3
100069,1906,Sea,66580.0,6
85445,610,Road,21200.0,2
133878,1656,Air,44604.0,3
50236,1681,Road,45446.0,4
97028,1920,Sea,36616.0,6
86652,703,Air,17339.0,0
37946,61,Air,1661.0,5
23965,185,Road,3456.0,1
140448,1735,Rail,47252.0,1
41475,1438,Rail,49051.0,6
107259,1706,Road,31880.0,1
84951,118,Air,1716.0,4
70470,187,Rail,2560.0,0
89482,1256,Road,24149.0,2
142059,316,Sea,10503.0,6
40398,357,Rail,10269.0,2
104288,1916,Air,24934.0,2
27051,1335,Sea,43146.0,6
34096,482,Sea,8271.0,0
129064,318,Rail,5480.0,0
52131,133,Sea,1345.0,1
58640,62,Road,1105.0,2
91230,1320,Air,11790.0,0
131853,1476,Road,20673.0,6
9105,820,Air,15549.0,5
59027,1536,Road,45531.0,3
110955,543,Road,14942.0,5
28858,1377,Sea,25030.0,2
132004,488,Air,8031.0,6
34123,1251,Rail,30701.0,3
2141,1129,Air,32988.0,5
64821,1119,Rail,36283.0,2
115039,27,Air,429.0,2
47801,931,Sea,21827.0,5
128577,1193,Air,29891.0,0
60425,1163,Rail,34433.0,2
116055,637,Road,6492.0,0
110930,714,Sea,14282.0,0
56726,1348,Road,36474.0,2
114723,1068,Air,35878.0,4
116804,1671,Rail,14338.0,2
78537,1362,Air,26151.0,3
146717,872,Air,10448.0,3
74529,567,Sea,9955.0,6
131890,324,Road,9966.0,5
127470,200,Road,2557.0,2
63664,1617,Rail,18868.0,1
108414,738,Sea,16698.0,6
15991,790,Rail,23127.0,4
53861,527,Road,13509.0,6
120457,1096,Sea,16003.0,6
33454,380,Road,9998.0,2
89231,635,Sea,10884.0,2
71924,294,Air,5995.0,1
13540,1610,Sea,13150.0,2
130609,518,Rail,17034.0,3
74388,1663,Rail,20213.0,5
120243,664,Air,17853.0,6
56096,1374,Road,28949.0,5
106475,680,Rail,13196.0,3
56774,1890,Sea,26855.0,1
33766,1838,Road,17699.0,1
28070,212,Rail,2057.0,2
123388,766,Air,13854.0,3
21458,858,Air,25334.0,0
117885,163,Rail,5011.0,4
22813,1421,Rail,43406.0,6
85551,1098,Air,17829.0,1
33414,1200,Sea,26251.0,5
53529,880,Air,15816.0,3
39457,110,Air,2372.0,6
119870,764,Rail,18600.0,1
95949,1661,Sea,52860.0,6
147293,1337,Rail,37515.0,5
145404,1232,Road,32900.0,1
126725,712,Road,6081.0,1
89956,1369,Rail,22975.0,3
45444,1068,Sea,19440.0,4
61579,1322,Air,25012.0,2
131646,293,Air,3386.0,3
119941,1261,Rail,27947.0,1
69820,606,Road,19813.0,1
136156,1015,Sea,16954.0,2
56121,706,Rail,19530.0,1
40914,17,Rail,489.0,1
18486,1949,Rail,40622.0,4
136206,1759,Air,52193.0,5
4270,434,Air,6359.0,3
81057,587,Road,6306.0,4
82004,837,Air,12113.0,5
95981,1600,Air,41409.0,3
103559,185,Road,3799.0,4
102611,1684,Air,27196.0,0
89533,618,Road,5992.0,2
29151,1111,Road,21924.0,4
79989,137,Sea,1199.0,2
78216,1112,Rail,9957.0,5
141331,654,Rail,12565.0,1
94625,1776,Rail,54269.0,3
18670,1586,Road,52341.0,1
78114,1039,Sea,20166.0,2
140378,379,Air,12620.0,3
30565,515,Sea,10998.0,1
38002,829,Sea,21932.0,3
120988,370,Sea,6130.0,0
93990,1238,Road,12424.0,6
148523,974,Sea,16265.0,2
145037,1796,Road,24979.0,3
17877,1958,Road,19967.0,2
110129,460,Air,11834.0,3
132419,485,Sea,6773.0,6
115748,465,Sea,11929.0,5
10712,955,Air,25674.0,3
64138,1321,Air,22330.0,3
15740,1181,Road,10384.0,6
80412,1793,Air,53473.0,1
61874,138,Air,3162.0,3
121644,392,Air,12782.0,2
12674,1887,Air,45119.0,0
26897,72,Air,2288.0,3
99199,503,Rail,5495.0,6
36618,1970,Air,67976.0,6
82556,274,Air,3311.0,1
148684,464,Air,14919.0,2
1687,505,Rail,7450.0,2
143173,856,Road,26205.0,3
4205,67,Rail,2179.0,1
65133,469,Rail,5101.0,4
3806,431,Rail,10069.0,1
51131,1383,Road,16646.0,6
90664,1292,Sea,34581.0,4
30283,645,Road,9821.0,6
126796,1843,Sea,40025.0,6
12689,1999,Air,28517.0,6
134724,699,Rail,6045.0,3
99542,1890,Air,26731.0,4
134082,756,Rail,21464.0,1
70709,1531,Air,52766.0,2
126469,162,Rail,3853.0,1
35549,986,Rail,19664.0,6
61184,1523,Sea,16481.0,1
79815,1579,Rail,33614.0,4
30606,349,Sea,7606.0,1
32784,576,Sea,9850.0,4
108709,531,Rail,10337.0,1
106201,418,Rail,13238.0,0
122089,964,Air,27339.0,6
89689,1204,Rail,20359.0,2
89670,783,Rail,17864.0,3
75256,1360,Rail,19409.0,1
46223,1209,Rail,37850.0,3
83112,1180,Rail,23480.0,2
28473,1841,Rail,55290.0,1
115938,1207,Air,31892.0,3
74130,1442,Sea,46866.0,0
64728,1428,Road,38265.0,5
63802,1246,Rail,17842.0,1
107170,969,Sea,32961.0,4
59508,1331,Rail,46532.0,5
99832,700,Air,6284.0,0
146354,1928,Rail,60721.0,4
145305,1080,Road,33468.0,2
9438,1667,Air,13856.0,3
94737,1798,Road,28867.0,0
67590,276,Air,4724.0,5
69247,656,Air,10159.0,4
122932,1487,Air,24173.0,4
1482,1662,Rail,31597.0,0
20296,1057,Sea,28331.0,6
41380,52,Sea,1589.0,4
68247,1085,Sea,35919.0,0
58597,1228,Road,13741.0,0
100433,289,Road,3518.0,4
110664,1470,Rail,43201.0,1
99010,713,Air,12555.0,6
104491,564,Rail,16812.0,1
130434,1475,Road,46494.0,2
135815,1375,Road,45554.0,0
62902,1495,Road,25080.0,1
94881,204,Sea,2291.0,6
23676,425,Sea,8939.0,3
111526,1164,Road,20732.0,6
110170,659,Air,11385.0,3
2690,195,Rail,1961.0,1
53998,1707,Sea,14351.0,5
122076,902,Road,24234.0,1
116368,1779,Air,45406.0,5
107999,374,Road,8000.0,2
79723,1408,Road,37389.0,1
12459,1118,Rail,33899.0,3
124423,64,Rail,1560.0,5
106032,1618,Road,43494.0,6
85476,951,Road,20138.0,5
12528,1310,Air,19259.0,5
36733,16,Air,508.0,0
58008,1552,Sea,14698.0,3
95308,431,Sea,10328.0,0
29730,56,Rail,764.0,3
47716,868,Air,26403.0,1
141315,338,Sea,4790.0,4
85172,1085,Air,30767.0,0
1303,1028,Rail,30719.0,3
37688,1747,Road,43803.0,6
53007,552,Rail,6998.0,4
50210,1906,Sea,29888.0,3
26191,1836,Sea,24975.0,6
86006,104,Air,2836.0,1
135371,994,Sea,22992.0,4
5541,1527,Sea,34402.0,6
146337,1622,Rail,49171.0,0
79405,1240,Road,33677.0,2
22832,365,Air,4287.0,3
125582,41,Air,963.0,4
122222,630,Road,7164.0,2
37385,996,Rail,29981.0,3
49605,547,Sea,13639.0,2
36481,843,Sea,9671.0,2
13013,1881,Air,60375.0,2
128715,1619,Road,48309.0,2
91108,1554,Road,52467.0,4
124162,573,Rail,10223.0,0
146600,1202,Rail,27490.0,4
121780,67,Sea,586.0,6
81776,1221,Sea,41340.0,1
82673,811,Rail,22189.0,6
125496,1699,Rail,19424.0,3
118247,198,Sea,3428.0,4
23855,1339,Rail,11061.0,2
46711,1766,Air,51484.0,0
41199,1974,Rail,61336.0,4
49870,386,Sea,9639.0,6
87032,1208,Rail,14110.0,1
132999,1376,Rail,47261.0,0
29633,1208,Road,41100.0,5
81929,767,Road,22022.0,3
56374,1408,Road,25963.0,1
29273,934,Rail,15870.0,5
54689,692,Sea,20734.0,5
57759,23,Sea,715.0,0
17869,1089,Sea,12199.0,0
133782,631,Sea,12985.0,3
4556,700,Road,15401.0,1
112501,911,Rail,9524.0,4
146727,1367,Air,36818.0,2
125067,387,Rail,3722.0,5
38194,1893,Air,62680.0,3
78577,1427,Air,35100.0,6
92514,1718,Rail,31299.0,3
24250,985,Rail,22712.0,1
99045,1558,Rail,15426.0,6
41314,301,Sea,5915.0,0
34925,1365,Sea,24972.0,6
115650,888,Air,7994.0,4
8106,422,Air,13781.0,2
126397,363,Road,7085.0,5
98667,1095,Road,35404.0,6
28313,1598,Air,30893.0,6
77727,1161,Rail,29368.0,6
92237,301,Road,8130.0,2
4121,1068,Road,21810.0,2
34263,1825,Road,41122.0,0
13982,571,Sea,7759.0,6
5974,897,Road,20526.0,5
90500,490,Air,9889.0,0
43976,1724,Rail,56970.0,4
63292,40,Air,1205.0,4
12257,1811,Road,29782.0,0
80929,699,Air,13926.0,0
120040,389,Air,12884.0,6
93530,359,Air,4182.0,5
138014,1460,Road,22832.0,5
122843,972,Sea,29444.0,6
29759,357,Air,11187.0,0
95516,796,Road,11402.0,1
132972,1971,Rail,65715.0,3
12333,282,Sea,8332.0,1
34492,861,Road,10990.0,1
125707,906,Air,16209.0,1
45560,142,Road,1971.0,3
64102,781,Air,15641.0,3
75780,1804,Sea,50511.0,3
24009,1918,Air,31207.0,6
32710,593,Air,15750.0,0
114800,1339,Air,21638.0,1
40320,1862,Road,41029.0,6
2674,1538,Rail,47737.0,2
89724,95,Air,1388.0,5
48311,1972,Rail,35949.0,2
133246,33,Road,696.0,5
148246,1979,Sea,31640.0,3
47702,56,Air,561.0,2
141788,1399,Air,26312.0,0
144364,760,Rail,11760.0,6
135393,699,Rail,22816.0,5
139245,229,Rail,2790.0,5
39758,1806,Air,56133.0,6
74404,1844,Rail,23766.0,3
62814,1261,Air,33402.0,1
11835,1506,Road,28555.0,0
103655,1917,Air,65908.0,0
69923,1166,Air,12803.0,0
66545,102,Rail,1520.0,3
136909,58,Sea,1840.0,4
115364,490,Sea,8494.0,6
142395,1076,Road,22056.0,6
38207,1802,Road,45094.0,6
71640,266,Road,8734.0,3
65178,1382,Rail,37816.0,2
37346,339,Air,10526.0,2
47976,1387,Road,38276.0,1
61139,338,Air,7994.0,0
100332,589,Road,7532.0,3
16473,1598,Air,53107.0,2
28541,1194,Sea,34326.0,0
5257,1807,Sea,34597.0,4
129658,1336,Sea,14393.0,6
146320,994,Sea,32739.0,4
20007,1828,Road,32350.0,3
142884,274,Sea,4659.0,4
76887,1929,Air,47225.0,3
54153,1554,Sea,54038.0,5
98559,301,Sea,9099.0,5
59517,1367,Road,44691.0,6
70063,1650,Sea,49312.0,3
9397,406,Air,13381.0,4
7315,1602,Sea,46707.0,6
144665,517,Sea,13584.0,2
145868,976,Road,24696.0,6
133127,1854,Sea,47036.0,3
3068,774,Air,11333.0,1
6309,210,Road,7268.0,2
76231,504,Air,5813.0,1
51736,1098,Sea,13733.0,4
49616,228,Rail,4511.0,3
119022,409,Road,6220.0,5
26108,1384,Road,18146.0,0
68779,124,Sea,4330.0,5
18580,1411,Sea,16038.0,2
79522,1115,Rail,32951.0,2
107974,1701,Air,42992.0,6
50633,510,Sea,4888.0,5
22785,955,Sea,22725.0,0
123379,380,Air,7227.0,2
36372,1844,Air,62274.0,2
132017,1487,Road,14601.0,3
32787,1200,Sea,16938.0,3
21455,930,Air,26422.0,4
19068,682,Air,23276.0,5
115242,471,Sea,7889.0,5
2758,461,Air,5771.0,1
85620,1240,Air,37738.0,4
101383,1847,Air,62995.0,3
29491,1032,Road,34742.0,3
138318,621,Sea,8529.0,4
128574,1811,Sea,30999.0,5
33296,1805,Rail,30257.0,5
145602,419,Air,10879.0,2
71557,71,Sea,1818.0,5
59295,1880,Rail,36210.0,3
125563,862,Rail,26887.0,1
75293,1421,Road,49660.0,4
113321,1513,Road,23966.0,0
29773,1348,Road,30293.0,2
15569,116,Air,2883.0,2
7489,935,Rail,9373.0,4
67227,1841,Rail,57722.0,3
56579,924,Air,15123.0,6
135001,509,Road,4565.0,4
956,1388,Air,37077.0,2
85680,334,Road,5683.0,3
8798,1086,Road,25614.0,5
144245,1480,Sea,19424.0,3
53490,1745,Sea,37780.0,2
82883,511,Air,14253.0,0
27661,393,Sea,3330.0,0
129905,1825,Road,37164.0,2
74937,67,Air,1920.0,4
43495,1944,Sea,56834.0,3
7506,1314,Rail,28016.0,1
147277,1832,Sea,48216.0,4
34948,993,Sea,17232.0,3
73482,372,Rail,4900.0,2
65005,296,Air,9600.0,3
24669,1014,Air,18639.0,0
18951,876,Rail,16150.0,3
14933,1245,Sea,16581.0,1
98775,1360,Air,43320.0,0
115680,1673,Rail,58339.0,4
46442,1483,Sea,47513.0,3
78461,1482,Road,49935.0,1
36694,759,Sea,13623.0,6
88340,490,Road,4893.0,4
1827,1832,Road,32331.0,0
144987,393,Sea,11681.0,2
90289,614,Road,9862.0,3
96045,1060,Sea,33595.0,3
68625,1431,Sea,15987.0,1
122560,1985,Air,61043.0,6
112927,130,Rail,3698.0,2
144426,700,Rail,13319.0,6
26046,252,Air,6492.0,0
85299,1745,Road,45828.0,5
88785,167,Sea,2036.0,6
95970,160,Road,4134.0,1
71800,749,Sea,7676.0,6
84153,1902,Rail,60337.0,2
147735,291,Road,9555.0,1
7288,150,Air,2414.0,3
71089,117,Air,2714.0,4
99977,819,Rail,22104.0,2
81178,1995,Air,67081.0,6
22599,141,Road,4492.0,6
49130,308,Road,6855.0,3
112626,1617,Sea,19244.0,2
54549,1202,Sea,30765.0,3
115856,1739,Rail,55390.0,2
46679,1273,Road,33778.0,2
4752,1879,Sea,34490.0,5
80818,465,Rail,4423.0,0
128126,1941,Sea,18420.0,5
48876,1722,Air,30213.0,6
107708,1597,Road,30996.0,3
4977,392,Sea,8583.0,5
2529,268,Sea,5368.0,4
5263,311,Road,9408.0,6
139181,1285,Air,14323.0,2
133090,354,Sea,11045.0,6
133573,1325,Air,33110.0,3
147575,305,Sea,10011.0,2
130010,1543,Sea,50446.0,6
112794,1805,Air,22458.0,1
143726,1461,Air,45828.0,1
66217,360,Rail,9113.0,3
41674,1387,Road,34054.0,5
59046,1861,Rail,17977.0,4
115209,804,Road,8293.0,1
91100,812,Air,11533.0,2
60116,817,Road,16111.0,1
53455,372,Sea,3420.0,3
63078,165,Rail,1777.0,2
36193,251,Rail,2798.0,2
110523,151,Road,2715.0,5
148640,1176,Sea,10396.0,1
116456,380,Road,12499.0,3
125042,524,Air,8638.0,5
86919,629,Road,16189.0,1
30670,511,Rail,6208.0,4
34722,660,Sea,18738.0,4
138017,1270,Rail,39138.0,6
142935,1758,Rail,26368.0,6
7547,615,Sea,8644.0,0
36239,1413,Road,36045.0,1
92502,993,Sea,20658.0,3
80711,1238,Rail,15647.0,5
77650,1262,Air,27583.0,1
84660,165,Rail,3945.0,0
27757,868,Rail,23380.0,4
89142,1942,Rail,35866.0,4
47912,273,Air,4907.0,6
48607,1106,Sea,34373.0,0
36060,293,Road,9056.0,0
50258,290,Sea,5431.0,1
102270,1574,Air,22903.0,4
132940,1471,Air,40715.0,6
15318,73,Sea,1307.0,0
95539,342,Air,4901.0,0
106137,188,Air,4943.0,4
76059,1461,Road,48959.0,5
19615,568,Air,4786.0,1
84450,1107,Sea,24915.0,5
22795,1181,Rail,20007.0,1
62430,1684,Rail,26983.0,0
41725,1031,Sea,17522.0,2
103807,498,Rail,6605.0,0
45374,1976,Road,68387.0,6
70202,1278,Road,33952.0,2
14762,1566,Air,37506.0,4
60735,557,Air,12892.0,3
33971,960,Rail,13177.0,1
21363,1774,Sea,37790.0,4
51402,725,Sea,7734.0,1
87109,1061,Sea,28383.0,4
50090,117,Air,3992.0,0
52366,1682,Air,39750.0,1
129685,525,Road,7642.0,2
110949,940,Air,21204.0,1
4266,1172,Air,19611.0,3
34240,1072,Rail,27635.0,2
36633,1266,Road,20141.0,2
7826,459,Air,5945.0,6
59918,1634,Air,50080.0,1
72494,1613,Sea,42159.0,0
37837,1518,Sea,37347.0,1
1871,673,Rail,7515.0,2
26097,958,Rail,15872.0,2
35650,262,Road,5673.0,3
121711,918,Air,10277.0,3
94560,477,Road,15627.0,3
45819,418,Rail,6181.0,3
61434,615,Road,12820.0,2
21264,775,Rail,26355.0,2
147033,973,Sea,23394.0,6
72782,1589,Rail,17844.0,1
44592,1950,Road,65755.0,2
74651,308,Rail,5317.0,1
149199,1599,Rail,51564.0,4
25557,1843,Road,46381.0,0
127398,743,Sea,17562.0,4
81786,1803,Road,62093.0,0
103001,1973,Rail,49363.0,3
104135,976,Rail,33468.0,6
87900,67,Air,1464.0,4
145435,1166,Rail,31189.0,5
124998,74,Road,649.0,5
133378,894,Air,13654.0,1
40333,1791,Rail,29089.0,0
105925,148,Rail,2852.0,6
141550,1751,Rail,52595.0,6
123499,1941,Rail,36877.0,0
37305,1619,Air,31784.0,0
26464,563,Sea,7176.0,3
12704,1475,Rail,21856.0,5
7703,216,Air,6728.0,4
4652,373,Air,4634.0,6
118246,1072,Sea,23752.0,3
143431,935,Sea,12621.0,6
15415,1994,Road,63107.0,2
93840,802,Air,22919.0,6
126704,532,Sea,9017.0,4
133023,1178,Road,35595.0,0
22258,1203,Sea,37926.0,0
22927,1798,Sea,21368.0,5
104053,1264,Sea,38018.0,2
83690,370,Rail,11766.0,3
115244,727,Rail,21173.0,2
137720,1154,Air,13452.0,5
121007,1949,Sea,50393.0,3
136172,1661,Rail,20639.0,4
139726,1122,Air,22026.0,1
135415,1950,Road,38269.0,1
112183,684,Air,22355.0,6
6413,309,Rail,10532.0,1
73484,148,Sea,5110.0,4
40809,1405,Sea,43034.0,5
72400,264,Road,2751.0,1
141161,1460,Road,31823.0,1
107919,1225,Rail,13115.0,1
117244,65,Road,1421.0,4
63199,650,Road,7404.0,2
82826,1904,Sea,26608.0,0
84015,866,Air,19778.0,6
