student_id,attendance_percent,assignment_score,exam_score,final_grade
3747,61,52,58,Fail
890,76,62,85,Pass
18160,78,76,75,Pass
28503,68,86,71,Fail
25396,77,90,52,Pass
40785,68,51,79,Fail
28675,89,98,76,Pass
1910,51,81,48,Fail
1217,88,97,79,Pass
36516,69,85,50,Fail
17269,85,88,68,Pass
48547,86,44,93,Pass
38189,90,45,69,Pass
5691,92,59,43,Pass
28920,71,59,81,Fail
45757,87,79,47,Pass
37801,54,63,53,Fail
20272,79,55,93,Pass
2159,52,91,60,Fail
5167,93,50,94,Pass
7603,51,52,52,Fail
5600,55,62,87,Fail
26743,75,76,51,Fail
30749,70,69,80,Fail
20817,76,84,84,Pass
40151,93,44,54,Pass
33442,60,49,41,Fail
23832,94,69,70,Pass
6184,91,95,63,Pass
42866,86,83,63,Pass
23368,53,85,57,Fail
45880,96,48,84,Pass
2455,82,50,36,Pass
16453,75,52,78,Fail
30948,82,95,45,Pass
18448,99,43,46,Pass
49601,89,96,64,Pass
1769,91,65,51,Pass
271,77,51,37,Pass
29509,98,64,78,Pass
20203,51,49,60,Fail
48335,65,56,35,Fail
26182,56,88,83,Fail
42002,94,47,66,Pass
28072,74,72,53,Fail
47348,64,84,99,Fail
17584,65,76,36,Fail
36321,68,56,35,Fail
30585,73,76,72,Fail
11367,69,40,93,Fail
16427,55,73,52,Fail
40791,89,40,91,Pass
46366,90,98,50,Pass
20353,86,60,41,Pass
1574,82,78,64,Pass
28557,52,58,52,Fail
1011,92,64,49,Pass
32565,51,74,53,Fail
22356,98,73,94,Pass
38908,80,63,52,Pass
7277,89,94,80,Pass
16043,77,97,77,Pass
7270,99,83,80,Pass
46489,61,84,82,Fail
27773,70,43,71,Fail
40474,55,42,51,Fail
12809,50,60,51,Fail
48557,76,53,91,Pass
41044,55,63,95,Fail
23872,97,68,51,Pass
18245,56,97,82,Fail
2187,71,83,49,Fail
9990,50,62,71,Fail
181,91,53,78,Pass
30876,64,66,78,Fail
41266,97,79,68,Pass
34843,62,92,91,Fail
30802,72,76,45,Fail
29905,61,90,84,Fail
7529,78,57,43,Pass
41186,52,89,75,Fail
3214,83,54,92,Pass
48203,71,83,47,Fail
29096,50,81,88,Fail
48992,59,62,63,Fail
33498,79,61,63,Pass
449,81,50,90,Pass
8751,84,69,71,Pass
39894,87,67,49,Pass
26982,77,53,54,Pass
45830,94,46,95,Pass
37279,90,64,49,Pass
42852,74,85,69,Fail
45221,58,58,53,Fail
37988,98,97,76,Pass
34029,50,91,52,Fail
41073,80,58,73,Pass
11964,71,64,36,Fail
6298,59,64,73,Fail
7979,94,45,68,Pass
17365,82,88,92,Pass
45499,50,44,60,Fail
10580,60,75,47,Fail
12172,72,89,36,Fail
732,57,47,68,Fail
14920,83,84,95,Pass
49595,61,73,88,Fail
7108,91,84,40,Pass
13688,61,65,65,Fail
21593,65,70,57,Fail
1762,76,88,46,Pass
36074,53,82,94,Fail
16022,97,77,47,Pass
11312,86,47,73,Pass
19812,74,60,78,Fail
9731,79,82,60,Pass
37318,61,81,77,Fail
26459,67,75,59,Fail
34499,88,91,41,Pass
42706,52,54,78,Fail
9107,64,61,41,Fail
5254,60,61,35,Fail
20013,69,73,48,Fail
42556,88,79,39,Pass
26882,94,77,46,Pass
47453,77,60,47,Pass
15069,86,43,74,Pass
28641,57,67,65,Fail
18308,98,73,79,Pass
25225,71,84,56,Fail
44195,87,48,77,Pass
30162,90,87,86,Pass
44328,58,85,91,Fail
24538,91,96,49,Pass
7918,51,51,84,Fail
171,62,60,43,Fail
38963,75,48,48,Fail
28469,82,63,89,Pass
966,50,90,90,Fail
42054,62,97,51,Fail
16033,73,43,94,Fail
37869,85,60,96,Pass
26863,52,74,99,Fail
24412,93,84,96,Pass
37596,60,45,60,Fail
15522,56,44,45,Fail
16605,81,85,71,Pass
22991,58,66,58,Fail
37732,79,88,73,Pass
25906,98,75,73,Pass
25806,79,72,35,Pass
16474,69,42,91,Fail
3380,88,86,38,Pass
40636,86,97,44,Pass
280,54,76,78,Fail
47888,94,77,68,Pass
23689,50,99,35,Fail
25825,74,86,38,Fail
18575,58,79,60,Fail
6018,59,79,56,Fail
16729,84,98,60,Pass
4488,93,77,70,Pass
8015,93,54,87,Pass
40645,56,76,53,Fail
25498,78,97,93,Pass
18629,97,62,89,Pass
24140,72,53,69,Fail
20433,83,77,51,Pass
47266,79,80,43,Pass
36709,82,64,90,Pass
38846,51,53,43,Fail
37904,75,61,98,Fail
20459,99,98,50,Pass
8832,60,94,98,Fail
13701,73,68,73,Fail
14000,77,85,50,Pass
24350,54,54,77,Fail
49012,92,93,65,Pass
31922,71,65,73,Fail
710,66,96,58,Fail
47869,87,62,76,Pass
41862,61,76,83,Fail
35298,71,68,73,Fail
23128,89,93,82,Pass
37540,60,73,43,Fail
15865,60,92,65,Fail
28952,95,41,93,Pass
42198,68,73,94,Fail
49917,93,90,60,Pass
47029,51,82,86,Fail
28261,72,93,48,Fail
7150,92,52,55,Pass
16416,85,97,54,Pass
9825,66,82,91,Fail
5481,51,58,81,Fail
42872,88,75,44,Pass
25314,80,65,59,Pass
16228,70,86,38,Fail
37166,95,95,74,Pass
1354,96,83,46,Pass
46176,70,63,39,Fail
12881,59,73,46,Fail
1821,94,72,83,Pass
6936,99,94,57,Pass
10841,66,86,74,Fail
21316,73,76,54,Fail
337,97,99,39,Pass
21496,52,48,49,Fail
1318,90,43,44,Pass
37137,96,91,81,Pass
34866,67,86,59,Fail
17542,84,54,46,Pass
21172,92,90,80,Pass
12763,79,42,58,Pass
43125,56,40,43,Fail
47669,77,75,66,Pass
26840,55,73,71,Fail
39621,50,47,85,Fail
44747,89,67,76,Pass
31485,83,91,83,Pass
3370,78,84,71,Pass
35580,55,86,70,Fail
35646,97,68,76,Pass
46239,94,60,63,Pass
21750,67,94,44,Fail
36764,94,56,67,Pass
37236,80,78,77,Pass
7690,71,97,85,Fail
38150,93,49,95,Pass
20048,90,71,49,Pass
33316,73,62,74,Fail
38077,97,81,50,Pass
34180,94,81,91,Pass
49292,99,81,60,Pass
42150,94,77,91,Pass
22238,83,63,59,Pass
17485,65,41,78,Fail
10157,61,64,93,Fail
42005,77,63,88,Pass
29981,76,62,64,Pass
24082,65,75,52,Fail
15349,66,51,52,Fail
39532,57,82,50,Fail
23434,55,98,65,Fail
18076,93,57,78,Pass
76,57,76,35,Fail
51,87,91,74,Pass
30815,53,77,56,Fail
20678,59,66,89,Fail
11651,65,72,73,Fail
14214,87,58,44,Pass
17651,76,97,47,Pass
39745,69,45,73,Fail
34427,61,94,90,Fail
41735,61,47,62,Fail
25257,70,66,46,Fail
37385,54,94,52,Fail
22943,80,60,92,Pass
39350,59,40,63,Fail
37736,91,67,38,Pass
22933,52,47,72,Fail
41297,94,96,38,Pass
11030,79,53,60,Pass
21152,70,45,63,Fail
19101,89,71,36,Pass
9864,89,52,44,Pass
13603,57,67,92,Fail
16407,71,63,51,Fail
13682,70,57,54,Fail
9743,59,53,60,Fail
17851,73,97,97,Fail
5096,74,57,72,Fail
23541,92,51,71,Pass
25753,80,64,58,Pass
5171,95,50,75,Pass
21057,57,49,43,Fail
48694,59,84,74,Fail
39029,71,42,98,Fail
4119,55,96,41,Fail
28498,98,91,44,Pass
6019,85,91,62,Pass
29583,79,49,56,Pass
25734,63,48,52,Fail
12938,73,72,83,Fail
11760,72,69,97,Fail
4058,77,84,93,Pass
32628,86,49,67,Pass
28056,97,53,58,Pass
41818,61,44,41,Fail
45727,94,49,76,Pass
10844,53,41,39,Fail
31626,96,88,66,Pass
4391,99,66,96,Pass
7200,52,98,75,Fail
33534,86,80,82,Pass
12092,91,98,98,Pass
17929,98,63,79,Pass
10630,56,59,71,Fail
33578,59,90,49,Fail
20607,87,55,59,Pass
18949,81,41,99,Pass
18004,77,64,46,Pass
17364,65,87,79,Fail
6057,65,48,45,Fail
2979,86,79,58,Pass
28586,52,83,64,Fail
29148,82,70,58,Pass
10870,93,65,36,Pass
29617,61,81,61,Fail
22740,67,83,61,Fail
13332,73,57,99,Fail
26341,92,42,55,Pass
2079,52,88,37,Fail
47427,76,51,55,Pass
6237,80,46,49,Pass
40467,64,63,48,Fail
33544,70,74,63,Fail
15921,66,42,53,Fail
26505,53,45,54,Fail
48545,71,60,91,Fail
28819,81,84,55,Pass
35789,88,64,61,Pass
12838,55,72,38,Fail
22479,97,56,58,Pass
9956,71,79,44,Fail
32218,62,77,99,Fail
7095,79,86,62,Pass
7371,67,65,76,Fail
7817,63,40,74,Fail
15390,94,41,56,Pass
1924,55,63,60,Fail
21628,79,58,54,Pass
7539,65,43,37,Fail
11740,83,43,50,Pass
42788,72,95,37,Fail
15082,70,69,45,Fail
33978,81,93,46,Pass
18088,73,50,58,Fail
39496,96,47,86,Pass
9583,96,92,43,Pass
9419,55,45,83,Fail
26837,67,95,76,Fail
7543,71,97,78,Fail
5035,70,59,75,Fail
42114,84,53,45,Pass
25464,54,51,99,Fail
14786,72,89,82,Fail
9518,99,81,87,Pass
38552,64,40,51,Fail
18539,66,62,46,Fail
29129,78,97,89,Pass
23471,98,59,38,Pass
36748,67,68,70,Fail
14123,58,57,48,Fail
45493,75,62,62,Fail
47461,51,75,65,Fail
310,70,93,47,Fail
8188,71,91,71,Fail
39498,50,50,36,Fail
2958,67,40,93,Fail
6211,79,82,83,Pass
30333,82,77,73,Pass
12665,62,72,83,Fail
37872,73,66,67,Fail
26935,68,98,89,Fail
13720,88,71,63,Pass
38845,76,79,80,Pass
48192,74,57,45,Fail
22349,92,80,93,Pass
37111,95,64,37,Pass
41551,78,47,51,Pass
18140,93,41,67,Pass
36837,59,98,68,Fail
19292,85,67,92,Pass
45860,88,46,99,Pass
41536,79,66,53,Pass
36060,95,40,94,Pass
46024,79,96,65,Pass
15442,97,79,49,Pass
39438,50,59,97,Fail
36553,64,94,92,Fail
1262,97,48,91,Pass
2446,82,74,37,Pass
23557,64,65,63,Fail
21596,99,73,50,Pass
29418,64,42,96,Fail
47030,90,68,65,Pass
49328,75,92,55,Fail
26764,86,70,68,Pass
32110,94,79,38,Pass
33239,81,94,42,Pass
3042,96,52,37,Pass
11761,85,40,81,Pass
35326,93,53,77,Pass
4128,80,52,41,Pass
38862,52,66,43,Fail
36499,71,74,44,Fail
14089,69,98,52,Fail
32545,61,64,76,Fail
17993,67,94,48,Fail
24801,77,90,60,Pass
48036,50,49,74,Fail
12010,82,47,70,Pass
12928,67,90,84,Fail
31945,82,49,62,Pass
32522,95,89,80,Pass
8154,83,78,65,Pass
18452,76,86,65,Pass
36298,85,64,62,Pass
34633,99,82,44,Pass
3415,80,63,56,Pass
21552,59,76,36,Fail
27311,59,77,99,Fail
31013,98,56,83,Pass
18063,51,40,48,Fail
7085,71,81,90,Fail
23300,74,47,54,Fail
271,54,46,90,Fail
2395,85,45,46,Pass
17254,55,46,79,Fail
30267,79,96,85,Pass
7095,68,41,91,Fail
39034,74,89,61,Fail
25969,64,80,35,Fail
46134,69,40,64,Fail
1980,64,42,59,Fail
10783,66,91,40,Fail
11040,56,48,78,Fail
42199,77,98,44,Pass
36118,88,70,98,Pass
48771,73,74,61,Fail
8053,93,83,89,Pass
22686,61,42,85,Fail
35318,54,71,54,Fail
21480,73,58,36,Fail
25965,97,48,67,Pass
20622,81,73,58,Pass
668,99,55,78,Pass
28309,80,71,83,Pass
18075,55,40,60,Fail
6903,99,68,95,Pass
25623,86,65,46,Pass
12789,97,73,60,Pass
47881,67,40,39,Fail
26485,94,93,81,Pass
16370,63,66,78,Fail
491,81,77,50,Pass
12667,97,94,68,Pass
30101,69,62,66,Fail
46245,88,77,89,Pass
44276,51,62,70,Fail
14275,63,40,67,Fail
16846,80,81,73,Pass
8648,85,85,95,Pass
17987,92,76,43,Pass
40415,89,75,77,Pass
2801,60,75,70,Fail
25033,76,49,73,Pass
39463,86,81,54,Pass
32173,86,70,50,Pass
40245,62,95,85,Fail
32477,88,54,89,Pass
39328,56,96,97,Fail
38813,89,70,56,Pass
11231,70,54,81,Fail
923,79,76,54,Pass
21018,69,45,81,Fail
4439,74,61,87,Fail
18351,73,88,49,Fail
23470,56,64,46,Fail
49629,88,57,99,Pass
28587,61,76,57,Fail
44228,78,62,68,Pass
48241,95,88,86,Pass
21751,64,76,50,Fail
23565,86,72,57,Pass
44091,92,60,48,Pass
5141,93,66,43,Pass
21885,62,61,72,Fail
29066,74,86,55,Fail
1833,99,87,67,Pass
10905,53,57,91,Fail
34374,75,60,42,Fail
4618,78,56,73,Pass
48149,73,92,57,Fail
35734,70,72,77,Fail
17201,76,63,91,Pass
4385,59,51,38,Fail
23073,84,51,99,Pass
33992,59,70,66,Fail
27504,95,50,92,Pass
27739,60,57,93,Fail
1937,78,41,61,Pass
30862,89,56,63,Pass
21404,98,71,63,Pass
6768,80,95,77,Pass
29768,82,64,46,Pass
42957,93,79,77,Pass
23376,92,58,68,Pass
30678,86,73,83,Pass
13284,87,74,36,Pass
16134,67,82,61,Fail
20507,76,41,83,Pass
45158,78,99,48,Pass
3379,99,94,36,Pass
48381,91,44,76,Pass
19142,76,81,74,Pass
9406,84,59,96,Pass
1979,57,75,98,Fail
14075,71,43,47,Fail
1571,68,56,96,Fail
5401,54,77,40,Fail
8235,77,95,95,Pass
13432,94,93,75,Pass
22202,90,61,60,Pass
9397,58,86,47,Fail
48714,65,83,79,Fail
40455,98,94,92,Pass
17042,56,45,76,Fail
3631,54,67,99,Fail
24890,50,72,37,Fail
48176,51,70,74,Fail
27934,99,92,61,Pass
16399,75,44,71,Fail
25657,79,96,63,Pass
12427,70,90,81,Fail
17794,78,50,48,Pass
2611,97,79,94,Pass
13214,76,82,60,Pass
16069,75,97,59,Fail
10345,70,68,60,Fail
35205,92,57,83,Pass
20508,57,97,60,Fail
20232,64,73,67,Fail
2805,61,51,60,Fail
31100,84,74,36,Pass
38070,83,78,43,Pass
13156,60,63,36,Fail
23974,84,74,83,Pass
8861,63,68,46,Fail
39051,54,67,78,Fail
5974,65,61,73,Fail
17500,90,52,84,Pass
16490,50,55,90,Fail
21262,59,89,98,Fail
25123,65,91,93,Fail
25895,79,62,61,Pass
14282,60,62,37,Fail
29765,52,68,37,Fail
47592,60,43,37,Fail
36601,75,83,54,Fail
14197,68,94,48,Fail
33091,50,57,63,Fail
2168,90,49,41,Pass
18533,53,59,46,Fail
16771,73,76,45,Fail
15499,59,99,93,Fail
32517,95,45,94,Pass
13316,88,49,65,Pass
4111,54,79,87,Fail
7999,58,80,62,Fail
23174,95,56,56,Pass
18243,80,81,46,Pass
23698,95,62,96,Pass
44048,77,95,65,Pass
7113,99,65,83,Pass
28103,87,66,57,Pass
42235,69,73,50,Fail
45129,52,94,53,Fail
12546,62,41,62,Fail
14372,86,48,36,Pass
19420,55,86,66,Fail
4640,59,94,65,Fail
31856,52,75,41,Fail
4902,53,55,66,Fail
5517,80,63,60,Pass
8787,76,92,94,Pass
24612,51,61,61,Fail
14685,97,61,50,Pass
12131,81,55,67,Pass
45884,80,96,67,Pass
6257,61,46,99,Fail
25280,50,98,68,Fail
34206,82,84,82,Pass
30965,57,71,63,Fail
28394,70,65,88,Fail
37869,94,50,94,Pass
46421,73,48,47,Fail
39439,86,86,50,Pass
18922,91,49,65,Pass
21964,84,99,37,Pass
16585,85,90,66,Pass
38013,63,76,44,Fail
43492,87,73,64,Pass
31909,50,83,42,Fail
17640,59,75,37,Fail
33186,81,41,40,Pass
34955,80,68,89,Pass
2258,90,98,70,Pass
14011,78,76,58,Pass
20279,85,79,56,Pass
2379,55,71,85,Fail
42968,59,72,85,Fail
49477,59,77,42,Fail
8258,57,56,39,Fail
28406,69,51,55,Fail
26082,81,85,58,Pass
14012,79,88,67,Pass
44325,72,94,64,Fail
12398,73,69,93,Fail
23598,68,96,38,Fail
14797,90,52,37,Pass
21909,67,58,98,Fail
48011,55,72,90,Fail
28210,96,56,95,Pass
1550,97,78,47,Pass
19523,52,56,68,Fail
41732,97,68,84,Pass
23565,85,51,66,Pass
35524,68,48,77,Fail
35338,67,54,76,Fail
30203,81,93,67,Pass
46665,96,46,39,Pass
49241,95,83,67,Pass
15525,63,93,74,Fail
40277,97,89,73,Pass
19658,65,70,46,Fail
15972,75,68,47,Fail
8759,82,77,51,Pass
12534,98,51,75,Pass
22786,54,60,72,Fail
15279,62,44,49,Fail
40197,96,55,37,Pass
47408,86,59,56,Pass
1349,58,88,92,Fail
43362,99,40,76,Pass
37890,66,78,90,Fail
48385,98,48,72,Pass
43618,92,62,78,Pass
7695,80,95,62,Pass
22950,66,96,95,Fail
17218,63,69,86,Fail
24019,78,84,90,Pass
24596,58,56,99,Fail
38072,66,98,82,Fail
6305,67,87,55,Fail
13927,95,82,51,Pass
44296,65,64,94,Fail
18506,55,48,35,Fail
44409,55,74,89,Fail
17981,88,59,64,Pass
22572,83,56,78,Pass
48382,98,54,87,Pass
21434,71,59,39,Fail
45319,92,49,51,Pass
35576,92,99,90,Pass
5684,66,96,98,Fail
30435,92,51,82,Pass
48372,95,94,38,Pass
47108,65,83,69,Fail
13383,93,80,47,Pass
31710,62,77,76,Fail
19632,89,66,64,Pass
28316,88,97,76,Pass
35569,95,92,88,Pass
47849,52,66,37,Fail
23321,58,97,84,Fail
23868,98,71,81,Pass
32267,50,64,40,Fail
24626,65,74,61,Fail
223,70,49,81,Fail
46871,64,41,43,Fail
43495,69,42,50,Fail
3488,62,90,38,Fail
16446,81,73,52,Pass
48190,99,77,67,Pass
13136,73,56,71,Fail
26983,59,84,42,Fail
39998,80,70,74,Pass
19156,92,78,96,Pass
45203,73,92,71,Fail
44305,57,99,73,Fail
4183,96,46,97,Pass
19273,75,76,51,Fail
48596,60,49,53,Fail
10438,78,54,86,Pass
35065,94,79,71,Pass
16577,87,66,91,Pass
49955,57,53,42,Fail
37889,93,49,43,Pass
10279,72,87,86,Fail
48537,72,43,50,Fail
41989,52,60,35,Fail
28189,58,77,76,Fail
21488,97,46,83,Pass
1533,96,99,39,Pass
905,59,61,51,Fail
2720,76,60,63,Pass
35678,91,85,45,Pass
12757,66,63,38,Fail
23903,67,97,49,Fail
5747,74,50,42,Fail
34451,93,79,52,Pass
10489,72,87,77,Fail
14954,51,88,42,Fail
375,69,85,84,Fail
3208,87,96,98,Pass
34752,74,51,72,Fail
29843,54,95,60,Fail
40745,60,81,54,Fail
38265,87,58,74,Pass
23869,73,87,38,Fail
19089,97,44,70,Pass
6671,88,40,98,Pass
33148,77,47,38,Pass
37189,89,72,52,Pass
31525,95,73,65,Pass
22143,73,60,53,Fail
26617,92,80,79,Pass
6517,65,96,48,Fail
12382,59,83,64,Fail
45201,85,40,42,Pass
4612,61,77,52,Fail
7223,78,92,97,Pass
38134,79,62,54,Pass
30514,74,97,43,Fail
8188,93,91,85,Pass
6435,63,76,94,Fail
29164,95,64,99,Pass
9281,98,49,45,Pass
20574,61,73,41,Fail
41255,50,56,95,Fail
7407,66,98,58,Fail
44950,65,45,79,Fail
22552,60,86,88,Fail
28264,52,50,96,Fail
33468,98,64,67,Pass
38292,75,66,37,Fail
42760,90,83,70,Pass
14495,50,56,68,Fail
19439,81,99,88,Pass
14597,91,86,45,Pass
8886,80,97,35,Pass
5003,55,61,37,Fail
20186,54,96,98,Fail
30049,60,71,84,Fail
29985,55,46,62,Fail
14585,87,70,51,Pass
29873,74,68,98,Fail
44149,86,88,84,Pass
10768,69,44,81,Fail
10684,54,80,66,Fail
2832,58,80,84,Fail
49227,68,61,55,Fail
41605,72,90,85,Fail
11168,99,40,48,Pass
34044,50,98,37,Fail
35773,58,87,44,Fail
21074,57,99,80,Fail
38329,65,56,94,Fail
19662,93,68,83,Pass
26415,75,64,91,Fail
42302,65,56,84,Fail
37407,78,62,96,Pass
46495,84,52,76,Pass
12323,69,69,40,Fail
30727,67,66,96,Fail
12167,56,55,48,Fail
46461,60,40,90,Fail
14652,52,41,85,Fail
37995,84,81,84,Pass
34990,79,54,94,Pass
5195,89,77,76,Pass
35496,71,81,79,Fail
20695,57,59,47,Fail
13117,84,41,63,Pass
8902,88,42,98,Pass
13056,89,46,69,Pass
44305,63,64,43,Fail
28094,59,92,48,Fail
26678,68,40,86,Fail
17513,86,81,55,Pass
3753,79,72,48,Pass
15112,78,96,67,Pass
45149,90,69,37,Pass
13531,59,75,87,Fail
39962,67,63,54,Fail
23745,66,73,48,Fail
36648,59,76,46,Fail
34625,56,50,93,Fail
27644,65,50,67,Fail
17788,86,81,58,Pass
19134,64,87,68,Fail
23106,63,67,64,Fail
25175,63,94,52,Fail
38716,61,69,42,Fail
46505,65,96,71,Fail
41853,91,79,62,Pass
40588,53,87,51,Fail
31440,85,64,41,Pass
25692,62,55,56,Fail
22252,84,98,49,Pass
48061,65,55,77,Fail
44169,56,74,79,Fail
6003,78,78,65,Pass
17512,79,59,65,Pass
2548,97,71,40,Pass
26602,73,89,56,Fail
16091,54,71,37,Fail
11918,62,55,88,Fail
438,51,95,49,Fail
41771,82,89,42,Pass
9685,70,70,58,Fail
33848,98,44,73,Pass
45082,62,74,68,Fail
24599,66,99,70,Fail
18541,92,77,49,Pass
26854,61,94,63,Fail
48025,66,74,56,Fail
29252,55,76,66,Fail
15412,55,50,76,Fail
7463,52,70,95,Fail
46262,58,47,49,Fail
46663,95,60,53,Pass
20444,92,49,84,Pass
34767,58,61,72,Fail
16253,69,93,67,Fail
4217,67,70,56,Fail
35449,83,57,50,Pass
29150,67,95,50,Fail
14548,82,99,37,Pass
9424,83,73,94,Pass
1732,51,81,42,Fail
577,94,43,62,Pass
26097,58,50,47,Fail
31277,50,65,93,Fail
34688,78,71,50,Pass
47415,53,80,51,Fail
35988,91,97,36,Pass
18077,53,74,39,Fail
15249,72,44,35,Fail
11071,89,70,97,Pass
14105,96,90,54,Pass
14115,59,60,96,Fail
7860,87,74,78,Pass
41900,79,70,47,Pass
22588,59,54,93,Fail
23063,77,82,36,Pass
3577,59,68,98,Fail
28283,61,91,86,Fail
38796,91,87,94,Pass
24942,97,50,92,Pass
24772,54,71,47,Fail
21260,63,53,50,Fail
24827,99,77,84,Pass
42998,96,51,58,Pass
29464,71,93,55,Fail
28881,71,51,37,Fail
34355,78,70,74,Pass
8657,98,59,43,Pass
47020,95,80,64,Pass
22005,86,71,65,Pass
13395,91,48,75,Pass
37573,81,91,35,Pass
14285,99,48,93,Pass
7732,84,98,68,Pass
24243,58,54,54,Fail
1775,79,86,81,Pass
19341,88,68,90,Pass
5527,52,76,45,Fail
17989,91,43,57,Pass
793,74,62,81,Fail
26561,53,85,44,Fail
37483,75,99,89,Fail
22424,96,74,40,Pass
37595,87,73,86,Pass
17600,77,82,38,Pass
2175,78,74,71,Pass
17700,94,78,76,Pass
23040,56,93,55,Fail
24665,54,48,54,Fail
39794,62,45,76,Fail
25915,58,92,56,Fail
18193,76,76,89,Pass
12484,96,89,83,Pass
33689,99,61,63,Pass
47211,65,61,61,Fail
44839,79,55,52,Pass
26170,50,94,44,Fail
5305,65,67,39,Fail
27737,51,77,95,Fail
39760,67,73,85,Fail
49763,59,69,64,Fail
43841,91,97,87,Pass
6021,50,55,75,Fail
2579,50,79,64,Fail
35288,58,63,36,Fail
15056,99,47,93,Pass
1304,66,88,58,Fail
46592,71,90,81,Fail
8418,96,92,65,Pass
12619,54,58,70,Fail
49836,73,87,68,Fail
37460,95,65,35,Pass
23088,92,61,37,Pass
46888,77,95,56,Pass
6724,90,97,83,Pass
19496,71,40,86,Fail
23518,57,82,44,Fail
15990,58,47,69,Fail
8138,79,66,89,Pass
48972,79,45,86,Pass
45213,87,70,96,Pass
37495,87,80,47,Pass
47691,78,49,68,Pass
23517,57,75,75,Fail
8862,95,57,85,Pass
17022,68,81,43,Fail
18973,79,94,40,Pass
16346,91,69,64,Pass
481,55,40,59,Fail
39899,58,99,76,Fail
49500,87,77,44,Pass
11361,95,68,45,Pass
9695,52,65,52,Fail
42436,90,66,95,Pass
13286,70,61,49,Fail
14994,68,82,68,Fail
4036,59,62,59,Fail
47366,82,77,95,Pass
19056,82,81,95,Pass
20442,64,78,99,Fail
22627,77,83,79,Pass
8031,61,99,79,Fail
46639,52,95,97,Fail
6154,92,46,55,Pass
42742,90,92,88,Pass
17288,87,51,39,Pass
19980,71,50,91,Fail
31283,76,96,44,Pass
6524,97,99,98,Pass
37430,99,70,90,Pass
17512,74,71,51,Fail
1139,51,50,44,Fail
21510,65,81,41,Fail
22786,68,60,79,Fail
46990,70,57,43,Fail
48368,71,76,85,Fail
10014,91,92,46,Pass
13909,88,94,40,Pass
21881,69,76,91,Fail
35037,79,72,53,Pass
43944,75,53,86,Fail
18105,66,49,68,Fail
37442,66,88,46,Fail
28163,51,93,50,Fail
12856,61,76,67,Fail
18692,77,74,73,Pass
35295,87,46,46,Pass
47201,72,82,60,Fail
11039,63,77,57,Fail
37488,53,85,87,Fail
38078,70,57,81,Fail
14479,93,83,63,Pass
22305,56,59,61,Fail
31150,96,55,77,Pass
39576,63,99,45,Fail
16673,60,44,72,Fail
6553,84,87,94,Pass
11953,93,81,62,Pass
21790,67,51,45,Fail
15133,69,75,94,Fail
48445,86,57,68,Pass
37093,63,59,55,Fail
43115,85,45,72,Pass
48374,64,49,70,Fail
1229,55,56,91,Fail
30741,86,56,41,Pass
25729,92,90,49,Pass
16070,76,72,82,Pass
34288,96,90,65,Pass
22770,63,93,62,Fail
2085,57,64,40,Fail
6836,91,70,38,Pass
33505,86,73,69,Pass
20297,54,73,58,Fail
31248,74,76,37,Fail
37097,86,80,50,Pass
46101,75,82,98,Fail
16402,62,69,37,Fail
23269,54,49,47,Fail
10653,69,61,79,Fail
18539,52,77,98,Fail
47775,74,89,59,Fail
24369,64,40,92,Fail
27669,87,88,44,Pass
41223,53,61,95,Fail
22335,76,45,36,Pass
38960,67,45,50,Fail
9085,98,78,88,Pass
30711,67,72,43,Fail
38210,92,69,84,Pass
12287,59,75,89,Fail
36078,62,78,51,Fail
6805,80,51,79,Pass
11951,84,56,57,Pass
22889,85,42,63,Pass
2658,84,55,81,Pass
19548,99,64,76,Pass
30036,72,75,47,Fail
2935,71,99,81,Fail
38964,57,80,86,Fail
38750,86,59,60,Pass
48777,96,70,62,Pass
32884,70,51,51,Fail
44310,75,51,66,Fail
15029,82,44,69,Pass
7282,87,70,64,Pass
21089,70,92,93,Fail
48740,84,87,75,Pass
37242,93,53,54,Pass
8025,53,76,47,Fail
10811,55,50,56,Fail
1582,98,50,94,Pass
41145,57,52,82,Fail
15042,79,62,76,Pass
48491,56,73,64,Fail
37784,80,51,92,Pass
28736,96,82,67,Pass
49253,71,79,62,Fail
20426,73,68,83,Fail
3477,54,64,49,Fail
11084,68,75,50,Fail
33399,72,72,93,Fail
38046,97,47,47,Pass
2796,93,45,88,Pass
8932,90,50,59,Pass
12873,51,89,53,Fail
39892,85,58,96,Pass
26297,73,43,35,Fail
18791,51,55,78,Fail
32571,73,67,58,Fail
29479,91,75,76,Pass
12647,58,77,91,Fail
23548,59,60,95,Fail
49459,70,72,75,Fail
27155,96,68,52,Pass
24074,83,58,88,Pass
48357,85,88,87,Pass
10181,87,80,51,Pass
15246,65,91,43,Fail
7368,74,85,72,Fail
37936,59,86,49,Fail
19011,85,49,49,Pass
18372,94,46,88,Pass
1856,79,76,68,Pass
36516,86,98,97,Pass
11094,60,40,36,Fail
42460,51,94,89,Fail
18009,50,88,46,Fail
14021,67,65,76,Fail
7288,87,87,41,Pass
28649,71,60,61,Fail
49681,68,65,42,Fail
23207,92,86,44,Pass
25322,76,99,79,Pass
6197,75,51,69,Fail
39713,90,98,57,Pass
43864,75,69,71,Fail
22758,74,62,57,Fail
38886,64,61,73,Fail
28390,65,46,36,Fail
45393,74,78,92,Fail
20273,57,90,79,Fail
26611,51,70,76,Fail
1386,87,70,75,Pass
