student_id,subject,score,grade,exam_date
35303,Computer,11,F,2020-05-20 15:35:04
34042,Science,34,F,2020-09-03 21:37:46
24862,Computer,14,F,2022-05-28 18:06:55
24120,Maths,5,F,2019-06-10 17:57:46
30670,Maths,46,D,2023-02-03 05:51:52
36610,History,17,F,2023-02-26 22:29:44
45975,History,73,C,2024-11-04 18:28:28
41637,Maths,4,F,2021-05-20 20:47:32
39565,History,6,F,2019-11-17 14:22:07
46372,English,90,B,2017-12-23 01:04:34
29190,Science,44,D,2019-06-28 03:11:50
1333,Science,42,D,2021-01-24 16:27:54
32722,History,96,A,2020-11-26 13:36:06
34994,History,18,F,2024-07-24 18:10:17
32582,Maths,45,D,2020-03-13 14:44:40
28732,Computer,18,F,2022-02-27 17:04:16
15377,English,75,C,2019-05-03 11:31:16
14435,Maths,48,D,2023-02-23 03:19:46
6219,Maths,22,F,2024-03-12 22:29:48
12508,Science,67,C,2023-10-08 08:22:26
19462,English,81,B,2024-10-05 09:50:04
10905,Maths,61,C,2017-06-10 04:48:21
6844,History,16,F,2018-01-12 15:41:26
25794,History,73,C,2023-08-06 06:05:42
41512,Maths,99,A,2024-12-19 09:32:30
38309,Science,79,B,2022-04-07 05:41:14
13218,History,43,D,2022-02-18 23:04:35
15027,History,56,D,2020-12-30 21:58:00
5722,Computer,24,F,2022-11-05 05:47:17
33483,Science,85,B,2022-06-07 14:37:42
40578,Science,50,D,2018-03-12 20:51:30
10909,Maths,20,F,2019-02-19 18:09:16
10530,English,2,F,2023-06-14 16:45:25
1347,English,37,F,2024-09-13 01:58:43
37142,English,42,D,2019-08-03 15:45:52
48401,Maths,83,B,2023-03-06 09:53:02
19806,English,9,F,2017-01-31 20:47:02
20872,History,51,D,2022-11-17 02:43:39
47522,English,0,,2021-10-04 06:25:53
30642,Science,75,C,2018-06-13 05:38:34
26358,Computer,61,C,2020-05-26 17:18:41
7336,Maths,71,C,2019-03-01 14:15:43
43495,English,12,F,2021-04-15 15:43:03
20592,Maths,98,A,2017-01-04 04:35:47
43835,History,95,A,2024-12-07 19:17:12
44972,Science,6,F,2021-02-17 19:18:56
40711,Computer,55,D,2023-03-22 14:44:29
24216,Science,66,C,2018-05-12 05:09:54
38151,Maths,21,F,2023-08-02 12:55:18
22160,Computer,85,B,2023-09-28 08:47:16
19675,Computer,46,D,2023-02-01 14:53:27
14118,Computer,6,F,2022-01-14 10:39:01
33209,Computer,18,F,2018-09-15 03:36:37
44683,English,71,C,2020-12-11 07:01:36
49993,Science,64,C,2018-10-13 02:33:34
25417,English,76,B,2021-01-13 08:02:26
20612,Maths,27,F,2017-12-06 09:56:44
10354,Science,77,B,2019-07-17 19:35:43
42998,Computer,28,F,2018-10-16 13:59:40
8770,Maths,53,D,2024-03-02 12:39:18
12687,Science,52,D,2019-02-12 17:54:16
39941,English,74,C,2024-11-19 23:41:59
48583,English,30,F,2024-08-18 20:53:57
5899,Computer,2,F,2022-06-24 14:00:36
21493,History,89,B,2023-01-07 07:42:12
4893,Science,35,F,2018-06-29 23:20:30
12209,Computer,22,F,2020-11-07 07:18:45
39846,Science,91,A,2023-04-30 01:57:03
20960,Maths,56,D,2021-06-13 07:56:32
2350,English,26,F,2018-12-09 15:24:55
27048,Maths,25,F,2023-03-14 03:42:10
24021,Maths,74,C,2020-04-03 01:29:29
28027,English,63,C,2021-07-23 13:31:40
21838,History,4,F,2022-03-21 20:00:58
48247,Science,58,D,2018-10-13 21:53:46
26715,History,87,B,2020-08-26 11:42:49
11096,Maths,50,D,2023-01-31 07:40:22
36237,Maths,87,B,2019-05-31 02:02:43
39909,English,87,B,2024-12-25 13:58:59
27987,Science,52,D,2019-09-18 22:33:39
28153,Science,73,C,2019-09-04 21:06:09
31850,History,84,B,2022-10-30 08:39:55
34514,History,96,A,2021-01-11 19:37:21
21639,Maths,1,F,2022-06-03 08:38:43
42638,Maths,46,D,2019-11-16 20:44:55
8108,Maths,21,F,2018-05-28 05:40:14
24228,English,6,F,2021-06-20 07:58:36
11456,English,57,D,2024-10-07 10:49:42
15139,English,98,A,2024-06-25 06:40:35
33458,English,63,C,2023-09-21 07:12:05
44025,Science,32,F,2019-01-27 03:46:37
42366,History,87,B,2020-09-21 09:28:40
20981,History,50,D,2024-08-12 23:04:14
26255,English,90,B,2019-04-26 20:13:45
21525,Computer,86,B,2022-09-16 01:21:35
30055,Maths,69,C,2023-03-22 17:02:05
34617,English,49,D,2024-07-05 16:41:30
22683,Science,95,A,2021-04-13 17:50:27
40947,Science,41,D,2021-11-06 10:09:59
7063,English,92,A,2019-11-19 00:37:45
24680,English,74,C,2018-12-28 17:40:03
16614,Science,55,D,2019-04-29 13:24:04
48606,Maths,77,B,2019-06-13 15:58:28
45867,Science,59,D,2023-01-12 18:27:56
43695,Science,78,B,2020-12-27 01:19:59
28521,History,84,B,2018-12-31 16:52:11
46586,History,89,B,2020-09-04 23:04:42
12428,Computer,53,D,2020-05-29 17:56:52
18485,English,62,C,2020-04-07 03:06:01
15584,Maths,11,F,2023-05-14 08:46:43
43600,Computer,87,B,2019-08-04 09:48:41
31210,Computer,80,B,2024-10-09 11:09:27
44539,Maths,44,D,2020-11-16 11:40:58
29115,Science,25,F,2021-04-07 04:36:07
38301,History,0,,2023-12-04 03:02:56
23941,Computer,72,C,2019-06-15 14:12:31
42942,Maths,25,F,2017-10-13 16:39:50
40707,Maths,30,F,2022-10-25 14:13:25
14074,Science,95,A,2019-09-17 11:26:18
30513,Science,92,A,2024-11-29 19:37:48
34094,Science,70,C,2022-06-17 19:43:43
28618,English,3,F,2017-06-02 14:43:43
46511,Maths,53,D,2021-10-28 23:39:46
44671,English,39,F,2023-07-24 18:27:44
3251,Maths,64,C,2018-07-04 05:46:08
44714,Science,89,B,2024-03-20 19:14:44
45581,History,57,D,2020-02-06 04:34:15
33223,English,37,F,2017-08-20 14:40:13
48462,History,5,F,2019-08-26 04:34:01
13032,History,20,F,2021-03-09 13:04:26
34092,Maths,30,F,2023-11-17 22:57:58
17834,Maths,2,F,2023-04-24 09:42:14
45148,Computer,0,,2022-06-16 13:48:29
46156,History,83,B,2024-02-05 01:42:24
25772,History,85,B,2022-05-06 03:47:57
31079,Computer,73,C,2021-07-26 10:58:37
2269,History,16,F,2024-10-21 21:23:03
41006,English,54,D,2018-01-21 16:39:12
10276,Science,19,F,2020-02-02 22:20:06
19089,Maths,76,B,2017-07-27 05:00:06
10930,Computer,97,A,2024-09-30 00:38:36
14556,History,88,B,2017-02-13 16:43:27
4278,History,26,F,2017-03-21 18:55:58
46060,Computer,28,F,2020-10-05 12:15:25
24190,Science,91,A,2021-07-26 12:07:02
35551,English,45,D,2022-10-28 06:26:11
41897,History,97,A,2020-07-31 05:35:28
11781,Maths,15,F,2021-04-06 13:02:03
934,History,66,C,2021-09-28 09:59:24
26124,Computer,1,F,2019-08-13 15:29:42
22667,Science,12,F,2018-03-09 21:29:07
35196,English,33,F,2023-02-25 07:50:52
33245,History,7,F,2020-08-05 08:55:53
34625,English,83,B,2020-08-25 04:57:21
12990,Science,63,C,2024-02-17 23:45:49
24423,Maths,62,C,2018-09-11 19:18:36
23850,History,26,F,2022-12-11 23:23:44
18567,English,24,F,2022-04-06 14:14:47
15390,History,2,F,2020-10-20 02:05:41
49779,English,38,F,2023-06-09 00:53:39
24354,Science,41,D,2020-01-05 12:57:02
504,History,56,D,2023-03-15 16:15:18
17189,English,47,D,2019-03-27 17:24:03
6406,Science,92,A,2021-12-19 13:00:19
27132,History,32,F,2019-02-20 06:41:00
1461,Science,50,D,2020-02-15 02:38:53
30782,History,59,D,2017-07-21 22:38:50
10437,Maths,8,F,2018-06-23 12:19:39
9339,Maths,88,B,2019-03-01 22:17:02
13087,History,30,F,2018-04-12 08:30:37
43353,Science,33,F,2021-02-16 00:03:39
26532,Maths,70,C,2020-01-25 15:50:38
24701,Maths,76,B,2023-11-25 13:30:54
8010,Science,61,C,2019-01-17 12:18:29
22085,English,59,D,2019-06-03 15:28:03
47739,Maths,1,F,2020-09-04 07:44:01
30571,English,72,C,2018-07-16 13:14:26
45371,History,83,B,2022-06-02 03:25:02
46870,Computer,32,F,2023-09-15 13:43:29
40656,Computer,22,F,2024-06-20 14:37:29
41753,History,81,B,2023-09-25 22:47:16
24221,Computer,41,D,2020-12-27 16:40:18
16960,Maths,31,F,2019-02-27 12:22:43
45466,Maths,57,D,2018-02-13 08:53:58
24592,Science,66,C,2021-08-04 18:50:22
30906,Science,61,C,2021-02-05 20:27:41
10651,Maths,13,F,2022-11-09 08:59:32
2633,Science,80,B,2019-01-22 15:51:17
20485,History,84,B,2018-11-28 03:33:18
30780,Science,91,A,2023-07-01 01:41:33
10406,Science,54,D,2023-02-13 11:39:46
49522,History,51,D,2022-09-26 13:30:46
10640,English,53,D,2019-05-17 03:06:58
44818,Maths,99,A,2022-01-03 06:26:29
14803,English,0,,2023-08-10 11:01:08
23637,History,41,D,2017-06-14 01:01:45
35368,History,65,C,2022-01-08 13:27:21
4744,History,32,F,2023-07-17 21:21:58
9285,History,56,D,2018-06-27 02:28:14
45531,Maths,69,C,2024-12-17 03:29:52
12902,History,30,F,2023-10-12 12:58:33
5980,English,55,D,2021-09-07 11:27:36
3606,English,28,F,2017-11-02 03:09:41
24363,Maths,81,B,2019-04-13 15:32:26
7657,History,23,F,2020-05-03 04:53:38
45166,English,50,D,2019-08-08 15:39:17
19082,Science,34,F,2020-02-12 00:49:51
39330,Computer,80,B,2021-05-08 11:06:40
2158,Computer,56,D,2018-04-09 12:47:19
35510,Maths,3,F,2023-12-24 04:04:38
39930,Science,64,C,2017-05-06 13:50:07
18066,Science,52,D,2019-12-13 08:55:40
35402,Maths,29,F,2024-01-03 21:01:58
2186,Computer,20,F,2023-10-14 22:48:27
15000,History,34,F,2023-07-01 21:11:44
105,Science,53,D,2023-10-16 15:20:05
30284,Computer,75,C,2019-04-21 21:15:59
48068,Maths,28,F,2024-05-25 10:30:08
27829,History,4,F,2024-08-15 05:39:42
48736,Computer,26,F,2018-08-11 03:05:30
27851,Maths,1,F,2023-05-27 16:46:00
26696,History,18,F,2017-01-21 09:19:38
49102,Maths,81,B,2017-09-20 07:03:24
27064,Science,64,C,2021-07-25 03:03:50
7687,English,79,B,2023-06-11 15:37:53
8520,History,55,D,2023-04-25 05:08:41
49447,Science,54,D,2021-12-31 18:09:24
28081,English,87,B,2020-02-26 19:15:49
94,History,0,,2019-03-17 03:23:17
20614,English,95,A,2023-06-21 02:39:48
25386,Science,74,C,2023-11-12 19:25:41
14168,Science,64,C,2024-04-26 04:21:22
24702,Computer,86,B,2017-02-06 07:48:44
28749,Science,43,D,2024-12-26 05:14:27
16221,History,91,A,2019-02-25 00:53:16
20417,Maths,61,C,2024-12-03 21:13:45
6712,Maths,85,B,2017-07-12 09:16:04
43985,Computer,60,D,2017-08-06 22:26:43
41795,Computer,55,D,2023-11-29 06:17:45
44264,English,52,D,2020-02-16 14:00:35
16444,Science,14,F,2017-03-04 06:43:18
42682,Computer,28,F,2023-03-19 17:27:11
1961,Maths,99,A,2022-06-22 08:32:26
29171,Science,61,C,2019-01-24 09:22:30
2620,History,2,F,2018-07-21 03:43:54
34306,English,45,D,2023-01-09 23:11:56
11624,History,14,F,2020-07-22 07:12:33
17340,Maths,2,F,2020-06-11 05:53:59
49440,Science,51,D,2020-03-06 18:11:08
48687,History,40,F,2024-12-29 22:18:19
26230,English,81,B,2024-11-02 09:59:11
25482,English,4,F,2022-12-31 15:11:43
43689,Maths,67,C,2019-08-12 11:31:57
14822,Maths,59,D,2018-04-24 03:14:04
3235,English,37,F,2022-09-07 04:21:30
3748,History,68,C,2018-03-12 08:54:14
28383,English,66,C,2022-08-16 06:50:01
18557,History,3,F,2020-06-28 03:09:26
11530,Computer,15,F,2022-05-30 08:35:37
28136,English,10,F,2018-04-12 02:35:37
44988,History,8,F,2021-05-28 20:21:52
43123,Computer,28,F,2024-07-08 03:19:07
43109,English,11,F,2024-06-25 10:09:38
43392,Computer,8,F,2019-12-16 22:10:17
26571,Computer,93,A,2017-12-06 15:50:26
31711,English,3,F,2022-03-10 03:26:22
4997,Maths,97,A,2019-12-18 10:50:23
31767,English,28,F,2018-08-19 23:34:33
46860,Maths,1,F,2024-01-16 19:19:15
5205,Science,17,F,2022-01-25 13:40:38
47743,English,82,B,2023-02-12 13:28:15
32461,English,95,A,2023-05-18 04:37:27
29203,Maths,11,F,2020-06-12 02:23:12
41396,Computer,0,,2018-02-14 01:18:08
13472,Computer,1,F,2020-06-14 12:41:59
43309,Computer,7,F,2019-03-23 00:29:57
7429,Computer,63,C,2021-03-17 20:53:01
43891,Computer,72,C,2017-06-19 05:29:23
22789,Maths,97,A,2019-08-16 08:16:48
3308,History,95,A,2022-07-06 13:29:22
21152,Computer,16,F,2024-03-19 02:22:38
1910,Science,14,F,2021-01-03 18:21:28
15690,Maths,19,F,2020-02-05 15:03:43
40831,Maths,89,B,2018-08-09 11:57:41
8477,English,63,C,2017-12-06 23:27:32
1357,English,37,F,2018-09-13 06:56:13
49265,Computer,63,C,2018-04-19 15:15:24
38069,Computer,2,F,2022-02-19 13:56:16
26731,Maths,38,F,2022-05-16 19:59:49
9866,Science,90,B,2023-02-11 05:02:32
38333,History,39,F,2021-04-01 20:29:38
18062,Science,56,D,2022-03-05 21:25:51
7144,History,94,A,2019-05-17 04:58:29
25474,Science,86,B,2023-02-12 01:12:11
9263,Computer,3,F,2019-07-11 18:44:14
47373,Maths,8,F,2018-11-09 13:14:47
42961,Computer,76,B,2022-03-21 07:19:44
20069,English,71,C,2020-06-13 18:57:13
9048,Computer,76,B,2017-12-01 02:04:43
31878,History,89,B,2023-01-23 14:34:36
29117,Science,36,F,2018-05-16 16:27:16
45366,History,25,F,2024-04-25 01:36:34
43467,Computer,57,D,2023-08-02 16:39:28
15548,History,0,,2018-07-25 22:00:42
16549,Science,58,D,2022-01-21 19:13:43
46525,Maths,94,A,2023-10-10 08:43:20
27618,Computer,70,C,2022-08-04 09:28:33
38526,Science,23,F,2020-03-11 17:31:33
43748,Maths,56,D,2023-01-24 04:09:45
39,Maths,54,D,2018-02-27 12:26:30
19350,History,16,F,2018-06-08 04:09:08
5381,English,51,D,2020-08-26 05:11:01
3390,History,33,F,2018-05-06 08:41:54
48427,Computer,9,F,2018-05-27 09:29:27
6023,History,73,C,2017-03-02 15:25:45
46201,English,9,F,2023-06-18 11:57:40
44741,Maths,12,F,2017-11-10 03:20:50
35800,English,83,B,2022-08-04 03:24:49
21749,Maths,91,A,2022-09-06 22:44:21
18826,Science,2,F,2019-05-08 10:30:50
1564,English,86,B,2021-12-17 06:00:34
22724,English,10,F,2024-02-29 20:03:47
46882,History,28,F,2023-07-10 18:44:33
15013,Maths,47,D,2021-04-05 15:02:14
11161,Maths,23,F,2018-08-14 09:56:18
20819,Science,53,D,2024-11-12 08:12:48
45021,Science,25,F,2022-06-21 10:14:51
7413,Science,41,D,2023-05-23 19:15:12
41689,English,64,C,2022-08-30 15:03:47
4403,Science,29,F,2023-06-15 11:01:03
9607,Maths,95,A,2020-03-17 11:43:08
49454,Maths,35,F,2022-03-25 10:52:11
17994,History,33,F,2018-05-24 04:51:46
34928,Maths,30,F,2019-04-08 20:21:49
24202,Computer,8,F,2023-08-19 13:26:35
19520,Maths,97,A,2021-07-17 23:01:30
14443,Maths,56,D,2024-04-20 15:55:04
921,History,51,D,2021-02-10 21:14:00
17666,Computer,54,D,2019-03-03 11:15:00
33054,Maths,90,B,2018-12-24 08:30:11
41270,Science,80,B,2019-11-05 04:00:00
8262,History,63,C,2020-05-30 06:15:03
30378,English,57,D,2018-06-03 19:32:12
23122,Computer,43,D,2022-06-28 03:11:11
13671,Maths,36,F,2024-09-11 13:50:44
21568,Computer,74,C,2024-05-22 23:15:17
41157,History,71,C,2017-06-09 05:51:31
14521,Science,73,C,2020-08-26 03:28:58
41895,Maths,80,B,2024-08-19 10:45:44
2245,Science,98,A,2022-06-05 16:33:49
42207,Maths,16,F,2021-06-10 21:28:16
41960,Science,19,F,2020-08-17 14:08:50
45081,Maths,62,C,2021-12-23 06:19:37
27464,Computer,91,A,2024-10-28 09:24:49
44716,Computer,65,C,2020-08-19 16:35:40
15897,English,33,F,2023-09-24 13:42:45
39030,English,49,D,2022-02-07 22:52:24
40367,English,65,C,2020-07-06 13:04:44
30946,Computer,45,D,2023-07-30 13:38:18
4957,Computer,2,F,2017-10-29 23:20:38
5812,Science,32,F,2021-09-15 13:24:53
41642,English,33,F,2020-12-16 02:19:12
23720,English,91,A,2023-12-29 07:08:01
40737,History,69,C,2023-09-01 23:56:20
39015,Computer,24,F,2024-01-28 16:42:45
30740,Science,95,A,2017-04-20 15:16:53
25506,Science,83,B,2017-01-01 16:00:07
12617,Computer,27,F,2020-09-19 06:37:36
29247,Computer,77,B,2018-07-03 16:28:21
39091,Science,0,,2022-01-15 13:40:34
13410,Computer,92,A,2020-03-18 14:17:05
18254,English,59,D,2019-07-02 20:29:01
46668,Computer,37,F,2021-10-14 14:12:19
42803,Science,81,B,2018-06-23 03:12:44
1088,Computer,41,D,2024-06-15 08:37:42
14700,English,46,D,2018-08-19 15:28:47
16355,English,35,F,2017-06-29 09:28:44
6806,Computer,84,B,2018-06-29 11:17:57
18636,Science,7,F,2022-06-14 19:29:20
26121,Maths,28,F,2018-11-24 23:42:39
34200,Computer,90,B,2023-06-09 08:58:23
35772,Computer,7,F,2020-06-14 16:19:25
6681,Maths,98,A,2019-09-12 00:42:27
23577,Computer,72,C,2020-05-02 18:39:57
1396,Maths,81,B,2019-05-22 15:25:57
46067,Maths,27,F,2022-12-07 18:58:11
17850,History,5,F,2023-09-05 02:52:19
3818,Science,4,F,2022-01-05 22:13:19
40213,Science,40,F,2021-06-08 11:12:38
47417,Computer,62,C,2024-10-11 23:36:38
7175,Maths,84,B,2023-10-10 16:21:46
4882,Science,69,C,2019-10-11 03:18:17
2702,Maths,57,D,2019-03-22 23:06:06
21721,History,23,F,2019-03-22 21:42:24
7962,English,35,F,2021-07-27 12:00:17
28838,Maths,72,C,2018-06-24 23:54:20
43887,English,12,F,2024-12-25 14:11:39
33068,English,79,B,2022-05-06 02:43:52
11086,Computer,92,A,2024-03-13 15:26:26
46348,Computer,22,F,2023-04-13 02:36:55
42436,History,16,F,2023-08-11 07:38:31
44692,English,25,F,2019-09-20 11:41:44
20455,English,82,B,2024-07-20 01:15:20
24166,English,90,B,2024-09-25 00:21:17
27282,Maths,28,F,2021-07-10 21:30:42
40105,English,2,F,2022-10-28 09:08:31
7506,Computer,76,B,2017-06-15 11:20:52
45341,Science,94,A,2024-05-28 18:33:21
45855,Maths,71,C,2024-06-22 04:11:06
3376,Science,44,D,2018-04-15 00:54:13
269,Science,71,C,2019-12-03 06:21:39
8163,Science,42,D,2023-01-23 02:54:19
36406,Computer,53,D,2024-04-17 17:24:36
19945,English,69,C,2021-04-01 18:14:53
9085,Computer,80,B,2022-10-21 23:21:02
46639,Computer,46,D,2019-07-13 20:39:13
44878,Computer,33,F,2023-03-08 07:16:16
32593,History,21,F,2020-04-22 13:21:01
16955,History,26,F,2019-05-28 16:15:04
44156,English,46,D,2023-11-17 21:57:46
1681,Computer,87,B,2019-05-05 18:37:35
18151,History,48,D,2018-05-07 11:12:46
30776,Computer,80,B,2019-08-27 06:35:57
4268,English,9,F,2022-05-20 14:31:50
19710,History,98,A,2024-06-20 10:10:17
47182,Computer,76,B,2023-07-13 05:49:29
26159,Science,45,D,2024-06-08 08:00:59
18967,Computer,15,F,2020-03-12 19:57:20
7528,English,90,B,2018-04-16 07:02:12
16150,History,85,B,2020-02-29 10:02:19
44444,Maths,85,B,2017-08-21 08:42:47
16155,English,26,F,2019-02-25 08:02:31
44076,History,83,B,2023-03-05 04:00:21
28593,Computer,73,C,2017-07-17 08:19:13
48998,Maths,77,B,2023-12-01 02:50:11
21411,Computer,8,F,2021-01-09 12:30:59
25444,English,95,A,2022-03-30 22:37:50
11246,English,19,F,2017-03-26 20:32:38
9382,History,90,B,2022-03-21 22:42:03
19424,Maths,63,C,2022-06-05 00:27:38
34924,English,42,D,2017-09-28 20:39:43
7769,Science,37,F,2024-08-07 02:06:33
21254,Maths,15,F,2020-11-04 16:42:51
18434,Maths,64,C,2021-03-25 07:06:46
29027,Science,11,F,2019-06-10 03:16:27
34199,Science,92,A,2018-03-20 20:21:07
38564,English,49,D,2022-10-03 18:15:38
33125,Science,53,D,2019-12-27 06:25:01
29464,English,88,B,2020-11-05 07:12:03
24563,Computer,66,C,2022-06-12 13:59:22
49463,History,61,C,2023-06-22 01:27:04
9751,History,47,D,2023-07-13 08:26:43
18528,Computer,17,F,2018-08-14 20:36:44
30133,History,64,C,2018-12-20 09:56:48
13875,Maths,21,F,2024-06-09 03:56:14
35381,Computer,5,F,2018-02-14 17:13:58
48560,Maths,20,F,2022-04-18 21:58:16
17028,Maths,80,B,2021-04-29 16:58:32
46659,English,6,F,2019-02-06 21:44:09
49019,History,31,F,2020-08-10 22:22:49
37836,Science,42,D,2021-02-20 00:49:44
24447,History,19,F,2023-11-13 06:29:02
34054,Science,97,A,2019-09-30 20:20:06
13037,Science,9,F,2021-06-22 11:38:01
32817,History,32,F,2019-06-21 14:22:14
36792,Computer,11,F,2021-04-01 09:27:05
4045,Science,5,F,2018-04-03 23:41:39
4975,History,67,C,2020-09-10 05:51:55
13510,Maths,32,F,2020-06-30 12:35:21
261,English,7,F,2022-09-29 16:46:33
5764,Maths,23,F,2022-04-22 06:49:03
43382,Science,28,F,2021-11-14 10:59:31
33097,History,21,F,2020-01-26 20:02:11
11706,English,68,C,2019-03-06 14:03:15
4576,Computer,71,C,2019-12-11 03:45:34
10141,Maths,75,C,2020-07-20 01:35:37
26414,English,88,B,2017-08-10 02:25:45
33073,Science,54,D,2020-07-16 08:45:03
46010,History,65,C,2017-06-13 03:27:12
20669,English,42,D,2018-05-09 20:18:30
22428,Computer,31,F,2024-10-10 00:43:48
28325,English,70,C,2018-06-01 12:41:06
1221,Maths,28,F,2021-11-22 06:43:42
31118,Computer,23,F,2017-12-29 13:37:43
874,Maths,97,A,2024-02-20 18:24:27
29378,History,17,F,2019-05-28 13:45:27
39985,History,26,F,2023-04-15 07:01:55
49039,English,22,F,2024-01-08 07:01:40
19813,English,34,F,2018-08-25 13:36:41
7266,Computer,17,F,2023-03-14 17:52:51
31482,Computer,25,F,2020-06-06 17:27:13
22436,Maths,27,F,2019-03-23 17:00:00
36630,Maths,57,D,2023-02-19 10:47:22
34445,Science,34,F,2021-01-16 20:14:17
25982,History,39,F,2023-12-01 14:31:34
21168,Science,79,B,2018-04-16 09:08:47
10095,English,11,F,2023-07-25 14:44:44
43573,English,1,F,2020-03-31 05:53:15
4094,Computer,73,C,2023-03-16 05:47:05
8427,History,79,B,2021-06-02 08:02:53
427,Science,40,F,2017-01-28 19:16:38
20079,Science,35,F,2023-05-09 03:15:34
45223,Maths,76,B,2021-06-13 01:22:20
33513,Science,79,B,2021-09-30 08:41:41
43430,English,37,F,2018-08-09 15:30:04
5785,Science,73,C,2020-04-08 00:25:09
26768,Maths,35,F,2019-01-08 10:44:02
29809,English,64,C,2022-03-29 19:53:37
32052,Maths,98,A,2019-03-06 07:18:40
40558,History,81,B,2023-06-13 00:00:44
12915,Maths,40,F,2018-05-12 01:00:51
298,Science,65,C,2023-08-07 19:40:06
37795,Computer,26,F,2017-07-31 14:11:20
19991,Science,46,D,2018-03-04 06:50:05
8816,Computer,61,C,2024-12-25 10:09:26
28226,Maths,72,C,2017-06-20 19:19:22
7478,History,12,F,2021-02-04 21:53:19
48771,Computer,85,B,2018-03-21 04:31:39
810,Maths,25,F,2024-02-12 18:00:33
22661,Maths,91,A,2018-07-29 10:07:15
12122,English,90,B,2017-10-19 01:56:33
7240,English,39,F,2022-12-11 03:05:30
36648,Science,77,B,2022-01-28 10:12:34
5385,Science,59,D,2018-10-14 08:24:58
7071,Maths,58,D,2021-05-15 06:24:07
16173,English,66,C,2018-06-15 17:59:24
46791,Computer,90,B,2020-12-08 11:47:44
17575,Science,13,F,2021-02-12 02:10:04
13698,History,61,C,2020-05-23 15:33:24
31298,History,50,D,2022-07-04 13:11:35
38532,History,95,A,2017-05-21 21:13:42
30580,History,62,C,2022-11-26 13:16:40
14145,History,40,F,2022-04-29 18:27:23
28013,Computer,56,D,2022-02-01 19:49:00
34411,Computer,59,D,2018-09-13 09:15:36
19599,English,12,F,2023-01-09 11:45:45
38742,English,91,A,2018-05-23 12:04:38
47954,Computer,7,F,2024-05-01 17:43:47
30115,Computer,77,B,2023-06-27 08:29:16
611,Maths,7,F,2020-06-14 05:26:13
47314,History,28,F,2024-07-24 21:05:13
8307,Computer,65,C,2019-10-07 13:37:21
31462,English,19,F,2022-01-20 19:47:11
32261,Science,19,F,2018-01-04 01:45:13
1175,English,55,D,2024-09-02 10:48:44
45852,Maths,59,D,2020-12-01 15:53:29
38258,Science,47,D,2021-06-11 18:30:54
13972,Science,22,F,2021-11-16 01:30:37
6263,Science,91,A,2020-07-06 14:40:07
6423,Science,56,D,2017-04-05 15:47:47
33073,English,35,F,2017-03-29 22:27:11
9613,Science,21,F,2017-11-13 17:18:34
19960,Maths,95,A,2018-09-16 12:07:11
9333,History,70,C,2021-01-30 23:58:41
17968,English,2,F,2017-12-02 01:53:37
9536,English,55,D,2021-08-02 17:36:01
29561,Computer,33,F,2018-03-15 21:19:09
33746,History,11,F,2023-04-02 19:15:25
9105,English,70,C,2019-06-09 11:04:38
23797,Computer,38,F,2019-07-07 09:46:02
3423,Maths,88,B,2021-10-24 10:37:17
16126,History,61,C,2021-05-22 17:59:17
33043,English,21,F,2023-03-20 05:58:02
10311,Science,22,F,2017-11-16 07:23:41
19552,History,62,C,2020-11-14 14:15:51
8770,Science,78,B,2018-10-11 09:14:35
13213,Science,80,B,2018-11-09 17:36:49
49733,Science,1,F,2021-10-05 14:44:22
46046,History,4,F,2018-01-06 05:20:19
6346,Computer,74,C,2024-05-30 10:48:07
45690,Maths,6,F,2022-11-06 14:41:24
4795,Science,29,F,2019-08-09 05:59:43
27373,Maths,21,F,2024-05-31 03:50:57
15044,History,84,B,2020-04-12 17:42:37
3442,Maths,31,F,2018-01-31 20:28:35
35323,English,45,D,2020-09-05 15:53:31
23778,Maths,72,C,2022-01-04 12:40:25
40986,History,21,F,2019-11-02 01:39:04
43490,Computer,57,D,2021-07-06 08:16:23
30838,Computer,25,F,2018-03-29 06:29:34
4951,Science,7,F,2022-11-17 17:38:02
5337,Science,11,F,2022-04-05 08:57:42
24662,Maths,95,A,2017-05-18 00:28:56
47592,Science,33,F,2022-11-03 23:27:57
37440,English,72,C,2024-02-24 02:59:31
20842,Maths,66,C,2019-01-13 13:56:21
32725,Maths,43,D,2020-11-12 11:52:59
37136,Science,6,F,2024-12-20 23:20:49
20842,History,29,F,2024-12-20 16:18:50
33823,History,29,F,2020-01-08 07:03:52
22460,Maths,62,C,2023-01-05 05:57:37
16540,English,59,D,2023-01-15 03:46:29
41176,Maths,43,D,2017-11-28 17:17:49
8791,Maths,54,D,2018-07-04 21:01:42
31574,Computer,28,F,2022-08-28 23:12:51
20406,Computer,65,C,2021-12-17 16:37:26
2061,Computer,12,F,2021-04-07 00:30:34
43324,Science,95,A,2020-06-21 01:32:51
2626,Science,7,F,2023-03-02 14:43:13
37414,English,86,B,2023-04-13 12:20:24
27123,History,51,D,2021-05-07 16:13:26
5847,Computer,61,C,2024-04-13 20:43:50
4294,Computer,85,B,2019-07-11 05:16:59
4837,Computer,87,B,2023-12-04 12:18:07
23221,Computer,97,A,2021-08-20 01:32:37
35244,Science,43,D,2024-07-23 05:54:19
46132,Computer,16,F,2023-07-07 12:29:56
2534,Science,79,B,2023-04-06 15:40:21
