teacher_id,subject,student_feedback_score,experience_years,evaluation_date
5507,English,3.25,20,2021-09-16 17:47:24
6744,Science,4.25,25,2022-03-16 17:59:18
4940,Science,4.63,1,2024-10-22 02:09:19
9606,Computer,4.45,4,2024-07-07 07:53:17
1298,Science,3.76,1,2017-10-11 23:51:04
8282,English,2.4,23,2024-05-18 21:12:13
9763,English,2.22,17,2022-05-29 08:54:18
5146,Maths,2.42,4,2020-11-20 04:40:02
2265,Computer,3.01,20,2019-07-23 22:53:22
2950,Science,3.1,22,2024-05-28 16:31:54
3530,Maths,1.69,28,2017-08-30 11:42:46
7228,Computer,4.41,29,2018-04-15 13:42:59
7902,English,1.47,21,2017-09-09 03:06:51
1761,Computer,4.0,3,2018-10-29 14:27:19
8488,English,4.25,18,2017-09-16 12:41:59
3567,Maths,2.26,4,2023-04-18 10:46:43
1014,Computer,4.23,1,2023-10-20 06:20:30
3936,Computer,3.26,21,2023-05-21 23:43:40
5373,Maths,4.97,22,2018-05-10 16:15:39
5876,English,1.36,16,2021-02-07 06:54:46
5851,English,1.39,15,2022-11-15 20:44:21
6247,Science,1.34,8,2019-05-20 02:08:13
1903,Maths,3.12,18,2020-10-20 23:34:34
2779,Maths,3.49,20,2022-06-24 14:15:54
6284,Maths,2.41,29,2018-11-06 16:42:40
229,Computer,4.93,8,2021-12-16 22:41:07
9242,Science,3.09,11,2017-04-27 12:13:48
1823,Maths,2.53,3,2017-05-14 00:22:53
7908,Science,4.28,1,2021-07-28 10:21:00
4715,Science,3.07,7,2021-06-22 20:33:39
7488,Science,2.46,26,2017-04-09 04:14:28
958,Science,4.44,9,2023-06-05 20:31:46
3862,English,2.12,6,2023-06-09 13:51:37
1868,Maths,3.49,16,2022-05-19 23:26:44
3445,Science,3.1,23,2017-11-29 14:49:59
1169,Science,3.68,2,2017-07-03 19:53:18
9044,Computer,4.86,11,2024-10-21 03:57:57
3445,Maths,3.75,25,2023-10-30 12:23:14
3495,Maths,1.09,24,2021-08-24 10:30:50
5669,Science,1.75,27,2020-09-09 12:54:01
6803,English,2.71,22,2020-09-29 23:21:14
1107,Science,3.4,14,2022-07-11 20:09:16
5411,Science,4.16,4,2019-06-20 17:00:17
2502,Computer,1.57,19,2023-01-05 12:01:59
1276,Science,3.69,29,2021-02-05 06:21:21
5951,Science,4.73,3,2019-05-31 20:06:59
5423,Science,3.06,12,2018-03-28 12:07:38
3076,Computer,4.13,6,2018-04-06 17:08:08
710,Science,3.58,17,2023-03-21 04:11:11
6774,Computer,4.79,3,2023-12-15 23:54:05
6642,Science,4.7,15,2019-01-24 04:13:38
5044,Science,2.97,14,2020-11-12 08:38:31
1145,English,1.05,18,2023-01-01 12:31:15
7536,Science,2.12,11,2019-11-28 20:33:55
2676,Science,4.51,11,2022-07-14 10:29:28
5378,Science,3.54,5,2024-09-17 09:26:01
1766,English,2.8,15,2017-01-11 00:03:26
7225,Computer,4.5,23,2019-05-15 12:51:19
4854,Science,2.77,9,2018-11-06 05:29:17
6293,Maths,3.69,22,2018-01-29 10:19:02
4811,Science,2.13,28,2018-06-14 01:26:48
9764,Maths,3.12,19,2018-02-18 20:32:04
5127,Science,3.91,23,2017-08-24 21:44:26
7911,English,4.13,17,2019-02-01 09:47:53
470,English,2.93,14,2024-08-04 17:13:15
3312,Maths,4.58,15,2017-08-02 20:31:56
5509,Science,2.34,5,2020-06-04 09:38:33
2948,Science,4.66,10,2019-02-04 18:38:37
6233,English,4.66,22,2020-10-19 02:28:55
9778,English,1.5,28,2024-02-10 05:56:51
7100,Computer,2.68,4,2023-04-16 16:18:29
798,Maths,2.59,1,2021-12-22 16:02:00
9403,Science,1.74,13,2022-01-15 05:22:45
8653,Science,1.16,8,2019-04-07 21:34:22
9507,English,4.14,5,2023-07-22 20:45:36
175,Science,2.27,27,2022-12-26 04:08:49
5642,Computer,2.06,25,2023-01-26 04:42:34
4405,Computer,1.54,27,2017-03-26 00:16:49
5906,Computer,1.12,6,2018-09-23 17:54:11
3474,Science,4.6,23,2018-02-06 11:11:43
2764,Maths,1.03,16,2021-03-10 08:10:24
9146,English,1.23,13,2020-02-09 13:44:24
9471,Computer,3.58,26,2023-04-12 09:50:15
9075,English,2.88,6,2024-06-01 17:14:37
3673,English,2.6,25,2022-08-10 08:43:11
5871,Computer,3.94,23,2020-12-26 23:37:06
3292,Maths,3.78,29,2021-03-07 13:21:30
6873,Maths,1.32,11,2024-09-06 01:19:57
3980,Science,1.62,13,2020-11-15 16:31:08
767,Science,2.24,7,2017-02-05 02:22:40
239,Maths,1.92,12,2024-12-23 06:24:19
2182,Science,2.6,25,2019-08-19 23:47:01
5780,Computer,1.29,11,2017-11-25 22:22:08
8448,Computer,2.59,28,2021-11-02 00:26:53
4342,Maths,1.1,24,2019-12-04 07:03:38
2142,English,1.91,1,2024-06-16 04:11:15
2591,Science,2.27,8,2019-12-18 04:41:19
4607,Science,4.47,23,2017-02-20 14:03:33
3126,Maths,1.99,8,2021-09-02 02:24:20
7761,Computer,3.48,14,2017-06-19 09:50:10
3709,Computer,4.67,27,2018-12-13 07:15:44
5186,Computer,2.23,5,2020-08-10 11:03:02
5434,English,2.57,9,2024-03-23 21:58:49
5687,Science,4.42,4,2019-09-23 07:12:21
9074,Computer,3.16,1,2018-04-12 23:32:01
316,English,4.87,24,2018-09-26 03:24:53
6865,Maths,4.74,22,2020-08-26 22:54:38
5485,English,3.1,12,2023-11-02 15:53:39
276,English,1.5,11,2018-06-25 00:52:10
7193,English,1.56,17,2023-12-17 13:25:07
4288,Science,4.67,18,2021-01-27 04:17:11
9300,English,2.01,23,2017-04-11 12:32:18
6678,English,3.11,13,2018-08-23 22:27:41
6560,Computer,2.38,21,2024-11-24 11:46:55
2974,Science,3.39,3,2018-01-05 04:27:59
2502,Computer,3.64,13,2018-03-15 19:11:52
7493,Maths,1.81,27,2017-03-27 07:03:03
2329,Maths,2.72,18,2024-12-01 03:17:25
4962,Maths,4.14,27,2020-01-21 12:46:16
3583,Science,4.37,23,2021-09-23 00:02:53
8784,Maths,2.54,26,2024-02-18 06:30:23
5049,Computer,3.52,4,2017-12-09 15:07:13
2590,Maths,4.87,3,2019-01-26 22:46:51
8336,Maths,3.28,15,2024-05-26 02:14:27
9457,Computer,4.85,6,2021-04-20 11:04:30
9629,Maths,3.37,12,2023-01-11 20:05:50
6131,Computer,3.75,16,2019-02-11 08:59:06
5006,Science,4.08,9,2017-09-07 02:51:27
2227,Maths,2.02,28,2018-07-19 11:24:23
5770,Maths,3.49,7,2022-05-28 14:10:24
8904,English,2.99,25,2019-08-19 18:57:18
635,Maths,3.11,5,2020-09-15 23:05:18
1848,Maths,3.97,20,2017-08-26 06:18:18
1658,English,3.86,25,2017-09-04 16:36:02
6449,Science,2.75,17,2023-06-24 14:05:25
7844,Computer,2.22,2,2017-09-08 12:27:31
3648,English,2.71,3,2018-12-14 11:21:14
7846,Maths,4.08,22,2020-09-09 18:20:27
9489,Science,4.77,15,2022-04-10 17:42:29
9589,Science,2.76,6,2020-08-24 17:31:39
6450,Maths,1.86,8,2024-07-24 22:43:41
7204,Computer,3.94,28,2017-02-27 22:25:59
1894,Maths,2.72,8,2018-05-06 16:05:35
8148,Maths,4.35,26,2018-10-09 19:37:39
6625,Maths,4.87,2,2021-08-26 15:56:53
7823,Maths,3.79,5,2018-12-19 14:47:31
395,Science,4.36,11,2020-08-17 20:44:04
7165,Computer,4.66,28,2018-12-20 09:26:06
9588,Science,2.79,23,2019-04-29 19:58:01
4447,Science,1.26,24,2017-08-23 20:42:06
6407,Computer,3.01,13,2024-11-28 05:33:12
2671,Maths,1.1,12,2023-05-15 08:23:26
6233,Maths,2.65,28,2023-01-12 18:14:34
680,English,1.47,9,2017-05-20 14:33:31
656,Computer,4.05,13,2021-05-27 00:29:52
7628,English,4.74,12,2022-09-21 16:54:44
729,Maths,2.64,19,2022-03-13 18:20:44
8414,Maths,3.97,11,2018-02-18 14:36:09
7919,Computer,1.43,11,2023-05-31 08:57:37
6612,Maths,1.21,15,2021-08-29 17:49:07
49,Computer,4.55,27,2021-09-26 21:34:17
9017,English,4.73,20,2017-05-12 22:46:26
7551,Maths,4.41,11,2020-08-18 01:12:51
213,Science,1.4,16,2018-09-28 14:18:31
2740,Computer,3.55,18,2023-06-27 14:23:54
6280,Science,1.19,12,2022-11-25 22:14:19
5279,Maths,1.48,14,2022-01-01 10:54:06
8101,English,2.7,26,2024-03-16 03:35:27
2212,Computer,2.57,10,2020-08-24 13:57:22
9639,Science,2.25,16,2022-10-15 12:21:09
4941,Computer,1.89,21,2022-12-14 11:08:44
60,Science,3.39,22,2017-05-29 13:19:24
2034,English,2.73,28,2023-09-13 00:20:46
6975,Maths,2.2,5,2022-06-15 04:13:44
5245,Science,2.96,12,2022-10-05 10:28:12
4847,Maths,1.09,11,2019-05-31 09:19:25
6254,Computer,4.99,5,2022-09-15 08:54:37
3050,Science,3.39,3,2024-05-12 08:28:23
575,Science,3.31,29,2020-09-05 16:22:53
29,Maths,3.95,29,2018-06-13 18:22:30
4005,Computer,4.84,27,2022-09-19 08:34:37
3711,Computer,2.78,7,2017-07-25 14:25:56
2317,English,4.64,25,2024-05-13 08:00:20
9097,Maths,2.23,16,2024-05-26 19:45:29
200,Maths,1.42,5,2020-02-19 17:20:07
7053,Science,1.75,27,2017-10-25 00:33:19
4017,English,3.27,20,2018-10-08 22:09:11
3808,Computer,1.66,5,2020-10-12 06:53:36
1242,Maths,2.82,21,2017-01-31 11:25:47
7405,Science,1.48,24,2018-02-12 20:10:02
4190,Maths,2.03,21,2023-08-21 06:45:31
4945,Maths,4.9,11,2023-05-03 10:04:12
7338,Maths,3.7,6,2018-05-06 09:15:02
438,Science,4.63,20,2024-05-16 09:48:19
2906,Computer,3.99,4,2021-12-30 08:32:02
5529,Maths,1.45,13,2018-05-27 14:00:26
6959,Maths,4.14,1,2018-03-04 18:13:35
5386,Science,1.27,8,2024-04-18 11:17:30
5253,Maths,4.94,16,2024-08-27 21:06:07
5016,Science,4.31,17,2018-08-11 05:58:12
4994,Science,1.21,17,2018-07-22 04:31:53
4727,Maths,3.15,10,2020-06-05 22:35:50
2613,English,2.66,18,2024-10-10 03:51:05
3189,Science,1.65,29,2024-08-23 01:02:26
6911,Computer,1.18,19,2023-01-18 13:53:26
4707,Computer,3.82,14,2024-12-02 17:16:40
757,Computer,1.65,25,2017-01-25 17:04:28
8752,Maths,1.72,20,2018-08-13 10:32:10
1489,Science,3.1,14,2019-11-14 08:17:17
1760,English,4.28,21,2023-05-04 04:26:37
1741,Maths,4.49,26,2017-07-31 19:02:05
162,English,4.75,7,2020-06-01 22:40:56
8027,Maths,2.7,2,2021-01-04 12:19:36
1487,Science,3.36,28,2021-06-08 20:01:57
6946,Computer,4.18,2,2019-08-12 20:32:49
5447,Science,3.42,26,2020-08-20 10:28:38
7569,English,2.07,21,2017-09-16 11:24:17
423,Computer,4.52,16,2023-12-16 04:13:59
2128,Science,3.49,24,2021-07-10 14:26:56
9484,Maths,2.58,3,2023-10-18 03:48:03
5163,English,4.35,20,2023-01-25 03:28:13
627,Maths,1.02,23,2023-08-15 01:45:21
5123,Computer,2.07,28,2018-05-31 10:02:41
4340,Science,3.44,11,2018-03-26 22:44:24
1514,Computer,2.4,18,2017-05-27 09:20:34
9662,English,1.86,14,2017-06-30 00:56:40
4075,Computer,2.76,19,2023-07-15 21:42:22
6047,Maths,2.48,2,2021-07-22 16:02:00
7271,English,3.93,21,2019-05-24 12:56:30
4092,Computer,4.8,19,2023-03-15 22:35:31
7245,English,1.08,25,2017-10-14 03:48:54
5205,Computer,3.83,6,2019-02-22 02:44:41
7546,English,4.72,12,2019-01-17 07:56:01
9083,Maths,2.11,16,2024-05-04 05:39:16
5520,Science,1.66,1,2018-02-15 08:33:28
646,Maths,1.89,22,2017-11-15 09:33:42
6286,English,2.84,22,2023-11-27 05:57:34
2300,Science,2.11,28,2022-01-07 17:15:58
8970,Maths,4.32,4,2023-08-18 18:45:06
2568,Science,2.1,9,2017-03-20 23:50:00
5816,Maths,4.81,25,2024-05-29 16:35:09
6688,Science,1.2,17,2018-03-03 15:27:04
6137,English,1.98,19,2024-01-02 14:53:40
1019,Maths,4.08,24,2020-02-08 21:50:21
5870,Science,4.86,9,2022-04-18 05:39:33
5642,Maths,4.05,3,2024-06-28 13:12:21
1994,English,4.56,27,2023-04-21 04:44:29
6531,Maths,3.26,7,2018-07-29 11:55:41
9499,Maths,1.41,9,2017-09-19 23:57:58
4101,English,2.98,29,2022-06-19 10:23:54
9463,Computer,2.14,27,2018-12-06 15:23:05
6329,Maths,3.23,25,2022-05-01 11:50:50
933,English,4.37,16,2018-10-26 04:37:46
6236,Maths,3.7,23,2018-12-24 22:19:03
688,Maths,1.91,9,2023-10-14 10:24:29
9017,English,1.91,23,2017-09-03 19:17:43
2374,Maths,1.31,20,2021-10-19 00:33:22
6142,English,4.1,8,2022-07-07 03:12:39
7966,Maths,4.75,20,2021-10-09 07:33:45
8780,Maths,3.06,1,2022-08-14 00:19:39
6320,Science,3.21,11,2024-03-15 11:27:59
4469,English,1.62,14,2018-08-13 06:42:36
4440,Computer,3.53,9,2024-11-01 02:12:06
2143,Maths,1.67,22,2018-10-10 22:57:32
8703,Computer,3.86,11,2022-05-26 07:04:11
5826,Maths,4.57,26,2017-08-27 15:40:47
3169,Computer,4.53,3,2022-12-16 07:02:09
8363,English,2.99,26,2017-11-04 13:17:16
8868,Science,4.94,24,2019-06-14 11:02:25
9553,Science,3.33,5,2018-09-28 11:27:22
87,Maths,4.82,28,2017-12-23 13:15:01
8035,Science,2.45,12,2018-12-24 14:06:57
7553,English,2.64,25,2019-02-25 10:03:54
9544,Computer,3.52,25,2024-01-08 00:18:33
602,Maths,3.38,16,2024-12-05 11:11:08
7473,Computer,1.73,19,2023-10-29 10:56:21
66,Science,2.87,21,2021-10-20 14:42:15
1309,English,1.72,2,2023-06-28 07:28:19
8596,English,3.6,18,2023-03-19 15:23:57
3569,Maths,3.88,7,2021-01-01 05:22:58
2053,Maths,4.81,6,2020-11-11 00:49:04
5999,Science,1.26,11,2019-11-20 20:32:26
1233,Science,1.11,25,2018-06-23 20:02:59
1567,Computer,4.38,22,2018-02-24 01:27:41
4223,English,1.65,26,2018-03-31 08:48:33
2130,Computer,2.4,7,2024-10-18 23:31:59
8847,English,3.5,4,2020-07-11 01:54:08
1643,Computer,1.71,9,2020-06-25 13:11:23
1117,Science,4.54,9,2023-05-15 22:07:09
5821,English,1.59,18,2020-03-06 15:30:04
6263,Computer,1.19,29,2022-03-15 14:31:46
5075,Maths,3.68,1,2017-05-24 18:44:32
5261,English,2.91,12,2017-10-23 07:15:15
9377,Maths,2.66,16,2018-05-05 11:01:00
4247,Computer,1.3,10,2021-07-10 02:13:24
9602,Science,3.66,26,2021-01-20 21:10:45
168,English,3.12,6,2018-04-25 07:20:00
854,Science,2.4,14,2024-05-21 19:35:07
7082,Maths,2.56,9,2021-01-26 03:11:58
694,English,1.99,27,2018-11-29 09:52:54
8564,Maths,2.11,2,2019-01-11 22:23:07
8339,English,2.89,10,2024-04-26 05:32:41
4566,Maths,1.47,4,2024-06-10 20:02:57
7296,Science,2.17,8,2018-08-30 05:41:29
9562,Maths,1.47,9,2017-02-14 16:14:41
5601,English,3.86,11,2020-03-23 04:02:34
370,Computer,3.1,19,2017-06-13 23:48:55
1967,Maths,1.64,25,2019-06-09 15:25:58
9380,Maths,3.01,18,2018-11-04 08:46:27
8042,English,1.91,7,2020-08-11 02:59:02
1087,English,1.69,5,2017-10-28 02:31:00
4999,Computer,2.58,5,2024-05-30 15:54:36
9882,Science,3.23,25,2021-03-12 08:52:43
5935,Maths,4.95,16,2024-08-29 04:27:44
4901,Maths,3.8,25,2021-10-26 08:52:05
7124,English,3.87,1,2021-11-26 06:30:03
1004,English,3.28,19,2021-08-31 03:10:43
1245,Computer,1.16,18,2023-10-25 00:01:17
7928,Maths,1.38,6,2021-09-24 18:05:24
2442,Maths,1.5,1,2022-07-03 18:29:35
6063,Computer,2.86,3,2019-08-29 11:40:22
9874,Computer,1.61,16,2021-03-23 16:30:58
6212,Computer,2.95,5,2022-12-02 12:38:46
9071,Science,4.34,17,2023-01-26 12:10:46
9070,Science,4.83,6,2020-03-11 11:36:57
9224,Computer,3.74,12,2018-02-10 03:21:31
9150,Maths,1.03,17,2018-07-29 04:58:06
572,Science,3.22,7,2024-04-13 17:44:42
2605,Maths,2.38,27,2019-07-07 03:12:09
4302,Computer,4.04,23,2019-06-20 23:40:19
8733,Maths,2.56,4,2019-11-29 06:12:44
7121,English,4.8,24,2020-09-25 03:55:04
5901,Maths,2.64,14,2023-12-21 06:36:20
3768,Science,4.91,20,2019-04-26 10:52:44
623,Maths,3.74,4,2022-03-19 08:48:40
8104,Science,3.34,6,2024-01-25 12:36:03
8665,Maths,3.79,21,2019-05-02 02:52:00
3642,Computer,3.2,3,2018-02-24 09:10:35
6214,English,2.03,29,2019-06-15 18:44:14
5469,Science,4.06,3,2017-11-18 22:29:07
9700,Science,2.47,4,2020-12-03 19:34:00
8974,Computer,1.92,10,2024-12-09 16:13:08
2251,English,3.07,22,2024-11-25 09:42:12
1234,Science,1.64,15,2021-06-12 23:20:47
7310,Maths,4.07,23,2022-08-06 03:29:58
4568,English,1.12,18,2023-10-20 19:18:47
7317,English,2.72,18,2021-05-12 04:24:38
6018,Computer,1.79,15,2017-08-03 10:04:10
5981,Computer,4.43,27,2020-07-04 19:22:57
2918,English,4.85,5,2023-01-06 21:57:27
3899,English,3.46,23,2024-07-10 09:08:14
1732,Science,2.52,25,2023-12-18 10:23:43
6757,Computer,2.15,14,2023-03-24 13:06:31
8060,English,1.95,11,2022-04-27 17:05:04
5192,English,1.51,12,2021-12-18 21:26:23
379,English,4.47,1,2024-01-16 00:02:44
3840,Maths,2.4,26,2021-11-25 03:32:09
4587,Maths,4.89,23,2021-04-09 06:50:07
6003,Computer,2.16,22,2020-05-21 00:49:18
3185,Computer,2.01,18,2018-02-26 16:28:51
8012,English,4.23,28,2021-11-10 05:11:51
562,Science,2.68,25,2024-02-12 16:21:31
2477,English,4.99,17,2018-04-16 00:10:54
4894,Maths,3.04,27,2023-08-15 01:45:35
6463,Computer,2.23,27,2017-05-10 16:14:17
6800,Computer,1.1,26,2017-12-24 05:19:22
6152,Science,3.66,9,2022-07-11 14:40:14
9823,English,1.08,1,2021-08-01 04:41:19
3511,Maths,1.13,8,2023-09-07 17:07:24
6205,Science,2.3,3,2020-12-13 17:26:13
48,Computer,3.0,25,2023-10-21 09:01:30
4163,Science,3.05,27,2018-04-24 00:29:20
1325,Computer,1.49,2,2019-08-13 09:50:53
4176,Science,3.79,26,2019-06-01 12:13:28
5787,English,3.0,26,2017-11-22 19:36:07
797,Maths,2.36,13,2021-01-30 13:56:28
6503,Maths,3.33,29,2023-02-09 18:59:42
6214,English,4.53,24,2021-07-06 04:28:08
2282,Science,1.19,8,2019-08-01 21:48:31
127,Science,3.28,18,2019-02-13 19:14:35
8215,English,4.81,3,2021-11-18 02:43:00
3849,English,1.72,23,2023-09-03 20:03:33
1086,English,4.65,4,2021-10-02 01:06:46
2889,English,1.07,21,2017-02-02 02:50:52
5013,English,2.93,7,2021-06-15 06:43:35
2793,Science,2.13,25,2017-07-04 15:55:47
8549,Maths,2.0,29,2022-03-28 01:03:05
866,English,3.61,22,2020-04-16 10:05:32
1123,Computer,3.5,24,2018-03-21 06:12:59
9642,English,4.39,7,2020-04-03 11:43:42
1012,Maths,2.63,18,2018-04-29 18:54:22
3339,Maths,4.42,17,2022-09-18 08:13:39
4438,Computer,3.09,13,2019-07-06 18:38:53
3335,Computer,2.43,18,2018-06-11 06:35:34
7271,Maths,1.99,4,2017-10-20 20:47:01
701,Science,2.53,18,2021-01-08 06:25:23
8622,Computer,2.32,23,2018-03-26 08:51:41
4362,Maths,2.9,1,2017-04-09 12:05:47
6084,Maths,4.59,7,2021-11-17 16:30:54
1769,Computer,1.01,20,2020-12-06 11:17:59
7491,Science,1.25,11,2021-05-04 18:13:10
3154,Computer,3.19,23,2020-03-02 07:44:30
5367,Maths,4.3,3,2022-09-03 03:27:31
1327,Maths,1.45,29,2019-02-18 11:41:06
6220,English,2.59,3,2019-10-04 13:08:59
1271,English,4.98,13,2022-06-16 23:12:16
485,Science,3.63,19,2017-11-15 23:56:44
5940,Computer,2.46,14,2024-09-02 10:49:22
6082,Maths,4.64,3,2020-06-21 00:58:47
8772,Computer,3.47,23,2020-02-02 13:04:43
3217,Science,1.25,21,2018-01-24 19:55:03
8250,Maths,3.49,9,2018-01-23 14:41:05
1770,Computer,4.36,19,2019-02-17 09:40:38
9360,Computer,4.77,16,2023-10-14 06:12:15
7804,Science,2.1,9,2017-01-30 07:24:20
1434,English,1.25,6,2019-04-20 23:44:44
6479,Maths,4.65,27,2023-01-27 10:47:29
8337,Science,2.13,9,2018-06-23 01:36:57
751,Computer,1.72,21,2022-06-13 01:36:53
1501,Maths,2.78,15,2018-11-14 19:04:25
1879,Maths,1.43,21,2021-04-01 03:01:00
5540,Maths,3.6,17,2019-07-16 17:40:49
6716,Science,1.33,23,2024-03-20 00:51:39
5202,Maths,2.51,5,2018-03-19 20:11:07
2808,English,3.92,13,2021-09-28 22:18:13
3069,Maths,3.93,18,2018-08-09 15:55:29
9702,Computer,2.71,6,2022-06-03 11:38:10
6814,Science,3.33,26,2022-04-01 13:55:49
2739,Science,1.75,14,2023-09-10 05:40:46
1898,Maths,1.47,18,2023-12-25 12:44:14
3964,English,2.68,18,2017-11-13 19:05:35
6263,English,3.85,18,2019-06-23 09:10:35
8132,Computer,1.36,22,2020-01-16 18:24:58
5500,Computer,4.38,5,2022-01-20 10:11:29
4570,English,2.59,16,2024-07-11 15:48:39
3875,Maths,2.94,28,2024-02-09 00:58:15
2956,Computer,4.29,15,2018-11-10 15:46:50
9441,Science,1.25,27,2023-01-21 23:37:35
5785,Science,1.16,29,2020-03-12 10:32:02
2040,Computer,4.06,8,2021-06-19 11:11:52
1295,Science,4.25,1,2024-03-06 16:03:13
8723,English,1.58,5,2018-08-19 12:55:51
3218,Computer,1.31,23,2021-02-19 05:01:34
5507,Computer,4.3,13,2018-10-31 00:55:46
4118,Science,1.57,3,2024-08-04 05:28:05
3754,Computer,3.89,10,2018-05-19 05:08:23
5803,Maths,4.9,24,2022-02-05 16:52:05
4285,Computer,2.04,24,2021-06-10 14:52:38
586,English,4.98,23,2017-08-07 17:54:53
3518,Computer,3.11,16,2022-08-18 03:14:23
6108,Computer,1.41,19,2021-06-29 06:22:59
4172,Computer,2.04,22,2017-07-10 18:27:37
1970,Maths,2.04,15,2018-07-17 07:36:22
2011,Computer,4.44,22,2019-09-19 02:13:59
1222,Science,3.87,16,2021-04-13 00:09:50
2850,Maths,1.92,8,2024-11-03 00:31:41
111,Maths,2.59,4,2020-06-18 19:33:00
4170,Computer,3.63,29,2019-09-27 16:17:51
927,Maths,1.53,3,2022-11-30 10:35:34
6031,Computer,4.24,21,2018-04-20 11:46:17
2855,Maths,1.63,25,2024-07-28 00:04:07
7208,Science,2.66,10,2022-09-20 12:20:15
9666,English,3.84,29,2022-07-24 23:41:34
2497,Science,2.46,2,2017-12-11 09:28:12
4458,Computer,3.97,23,2018-01-24 14:35:27
8494,Science,4.23,16,2019-10-21 18:38:30
8260,English,4.84,2,2019-01-13 17:17:03
4330,Computer,3.63,25,2024-01-07 01:03:50
1621,English,4.52,10,2024-10-25 16:50:55
7884,Maths,4.62,18,2022-01-10 22:45:40
8995,Science,4.28,16,2020-07-06 03:37:42
3860,Maths,4.57,8,2021-07-19 09:31:56
9792,English,2.58,28,2019-07-09 00:39:05
6264,Science,2.61,5,2023-08-13 22:15:33
9691,English,2.76,23,2022-07-21 13:03:33
6174,English,4.35,20,2021-11-29 17:13:03
1586,Maths,2.05,21,2024-02-29 02:34:26
7444,English,3.38,16,2024-06-07 15:53:39
3104,Maths,1.62,15,2018-07-29 04:39:19
727,Science,2.08,14,2021-11-10 18:18:52
615,English,3.9,20,2022-08-09 13:11:48
3313,Science,4.98,4,2019-08-13 21:57:43
9176,Science,2.41,29,2021-04-11 09:49:01
7086,English,1.82,20,2020-05-21 17:09:47
8400,Science,2.05,15,2018-10-27 01:44:46
6274,Maths,4.75,17,2017-04-23 04:32:21
6705,Maths,1.14,27,2020-09-06 12:44:22
3842,English,1.55,3,2023-02-23 11:39:54
4608,Maths,2.71,2,2020-09-02 13:13:30
8095,Computer,2.71,7,2021-06-17 12:26:27
580,Maths,3.68,21,2021-03-16 15:45:27
5900,Science,3.45,4,2021-04-06 22:39:43
3010,Science,2.11,2,2021-01-06 16:27:40
4070,Maths,3.75,8,2021-03-19 08:08:17
1485,Maths,2.89,19,2018-03-14 11:21:57
1758,Science,1.02,17,2020-04-26 20:24:15
9395,Science,3.5,15,2024-03-09 13:43:53
6519,Maths,2.67,24,2021-11-03 10:17:18
1398,Maths,3.93,24,2022-10-08 21:18:55
6850,English,3.99,8,2021-01-16 21:36:42
8495,Maths,2.9,16,2024-05-02 11:45:04
5413,Maths,4.84,28,2021-12-15 20:31:03
4975,English,4.95,5,2020-09-30 22:49:05
6280,Science,4.1,4,2020-10-16 16:47:07
7679,English,3.35,13,2023-06-27 10:19:02
2662,Computer,4.07,5,2024-08-20 22:48:11
3369,Computer,2.43,29,2024-05-22 17:07:02
6649,Maths,2.31,26,2022-03-30 16:29:57
5182,Computer,4.34,16,2018-02-10 08:09:05
6456,English,4.71,13,2017-03-18 11:07:55
4156,Maths,2.64,21,2024-06-26 03:39:48
3754,Maths,1.53,9,2022-12-21 13:25:55
7969,Computer,3.79,22,2024-09-28 20:43:52
5553,English,4.21,5,2017-04-16 13:42:57
369,Maths,3.8,29,2024-01-14 01:37:03
9998,Maths,2.53,12,2017-02-03 10:38:14
4488,Maths,4.63,5,2020-07-20 20:11:50
4325,English,1.79,9,2018-04-24 14:11:17
8440,Science,1.08,12,2017-05-24 07:43:33
3139,Science,1.16,8,2017-08-02 08:32:09
983,Science,2.88,12,2019-08-27 09:12:37
6002,Computer,2.3,5,2023-02-04 00:34:59
1289,Maths,4.88,3,2024-02-12 21:48:49
7217,Computer,2.48,24,2020-04-19 00:47:01
6079,Computer,4.16,19,2022-12-02 07:18:02
8275,Science,3.07,27,2017-12-02 23:22:24
986,Science,3.44,14,2024-10-21 22:52:34
4340,Maths,4.29,2,2020-12-11 05:51:05
1205,Computer,3.41,20,2018-10-15 05:24:55
7670,Maths,1.51,9,2020-05-03 08:25:13
2617,Science,1.91,6,2023-02-02 19:42:20
5247,Science,4.6,16,2019-05-05 09:31:32
1234,English,1.78,25,2024-09-13 23:36:04
6005,English,1.42,8,2021-11-20 22:08:42
4322,Science,3.53,11,2022-12-22 14:23:20
5987,Maths,4.8,9,2021-04-13 11:46:06
8252,Maths,1.21,15,2020-11-11 15:32:04
6717,Computer,4.05,21,2019-11-07 08:32:10
5508,Maths,2.88,13,2022-12-20 00:19:41
388,Maths,3.99,8,2023-10-25 00:40:56
4494,Computer,2.57,2,2022-09-15 04:37:47
8418,English,1.37,18,2021-10-29 02:55:40
928,Computer,3.52,27,2021-11-27 12:31:52
852,Computer,2.79,5,2022-04-25 02:15:37
6411,Computer,3.45,3,2022-02-01 15:09:04
6492,Science,1.32,5,2023-01-06 11:31:03
4256,English,2.21,27,2021-04-05 21:06:51
1516,English,2.43,6,2023-11-24 17:10:15
3426,English,4.46,6,2019-12-20 23:03:37
5908,Maths,4.48,23,2023-03-01 18:10:37
7208,Computer,2.18,15,2020-06-18 22:28:01
5046,English,4.16,24,2021-06-28 23:52:30
6164,Computer,1.71,13,2022-08-21 15:32:52
8645,English,1.53,22,2018-12-19 08:37:56
