applicant_id,entrance_score,board_percentage,preferred_stream,admission_status,application_date
34939,52,97,Arts,Admitted,2020-11-11 11:06:55
31435,79,87,Arts,Admitted,2020-01-12 02:58:42
50110,63,49,Arts,Admitted,2021-07-01 00:24:55
53678,40,72,Commerce,Admitted,2019-09-02 21:05:19
36954,61,50,Commerce,Rejected,2023-11-01 22:19:28
7265,70,93,Arts,Admitted,2022-02-22 23:53:27
35806,89,83,Science,Rejected,2019-11-22 23:27:41
33172,96,50,Arts,Rejected,2019-10-19 20:16:09
27972,90,64,Science,Rejected,2019-04-21 22:46:52
6939,90,90,Arts,Admitted,2018-06-29 15:42:53
49235,39,73,Commerce,Admitted,2024-03-03 10:07:40
23595,85,51,Arts,Rejected,2020-08-18 04:00:11
59955,43,99,Science,Rejected,2024-09-06 06:32:29
44296,75,68,Science,Admitted,2020-05-15 17:53:40
59391,56,81,Science,Admitted,2019-09-16 19:03:47
35289,53,52,Arts,Admitted,2021-10-15 11:02:36
20122,45,62,Science,Rejected,2020-11-10 16:09:13
42192,46,54,Science,Rejected,2020-08-27 07:01:33
50845,93,85,Arts,Rejected,2023-05-08 13:40:49
42534,78,49,Commerce,Rejected,2022-10-06 12:44:41
17817,39,88,Science,Rejected,2023-01-03 13:18:52
21234,81,66,Science,Admitted,2018-04-16 00:24:30
8555,65,93,Science,Admitted,2019-05-08 22:45:33
56648,34,77,Commerce,Rejected,2023-01-28 08:26:04
17333,77,92,Arts,Admitted,2020-06-12 08:15:56
27968,57,89,Arts,Admitted,2023-02-21 22:10:43
34817,46,58,Commerce,Admitted,2021-05-21 17:14:52
25969,33,67,Science,Rejected,2018-08-14 06:25:56
6284,49,91,Arts,Rejected,2021-01-26 17:36:41
13640,39,50,Arts,Admitted,2024-05-02 08:24:39
42779,61,55,Commerce,Admitted,2024-04-22 11:13:28
17935,81,81,Science,Admitted,2019-08-12 17:02:45
541,88,81,Commerce,Admitted,2017-03-28 18:59:32
49324,32,74,Commerce,Rejected,2017-09-04 20:19:43
36737,72,84,Commerce,Rejected,2024-07-17 03:26:39
40557,35,55,Arts,Rejected,2020-03-07 09:13:30
36952,97,84,Science,Rejected,2019-08-04 05:40:52
32169,46,87,Arts,Admitted,2019-04-17 08:22:10
21035,97,80,Science,Admitted,2022-10-13 08:29:09
48695,76,79,Science,Rejected,2024-06-08 09:35:01
52019,48,80,Commerce,Rejected,2017-02-06 17:37:46
9075,94,66,Arts,Admitted,2018-05-31 21:15:46
26207,99,77,Arts,Admitted,2021-10-20 23:21:25
45317,52,93,Science,Admitted,2021-06-03 03:25:00
38276,91,66,Arts,Rejected,2024-12-10 02:18:05
34122,92,50,Arts,Admitted,2023-11-11 07:02:01
31857,35,59,Arts,Rejected,2024-11-09 01:14:04
3339,92,53,Science,Rejected,2019-12-28 11:44:31
19761,77,95,Commerce,Rejected,2024-09-29 11:58:09
48602,88,56,Arts,Admitted,2019-03-17 18:05:58
43944,97,94,Commerce,Rejected,2023-01-17 12:31:01
12190,64,79,Arts,Admitted,2018-10-21 07:02:00
40410,87,50,Science,Rejected,2024-11-27 13:25:55
12504,85,75,Science,Rejected,2018-11-27 03:22:16
13876,69,73,Arts,Admitted,2017-04-06 07:53:38
10628,73,88,Science,Rejected,2020-03-19 17:39:06
29802,78,94,Arts,Admitted,2022-06-28 17:58:21
51134,86,63,Commerce,Rejected,2019-08-25 04:55:50
47043,33,68,Arts,Admitted,2024-09-15 12:11:49
11380,82,52,Science,Admitted,2024-09-16 12:57:05
36685,47,92,Arts,Admitted,2020-11-14 14:38:28
3414,46,59,Commerce,Admitted,2017-10-18 02:50:17
58399,36,51,Arts,Admitted,2022-04-24 20:11:39
56671,50,60,Arts,Rejected,2019-02-17 09:29:56
3536,33,71,Science,Rejected,2021-02-16 18:01:31
13691,45,72,Science,Rejected,2019-07-29 17:36:11
17579,84,81,Commerce,Rejected,2020-04-19 07:34:37
52873,57,52,Arts,Admitted,2019-03-16 12:37:24
14060,63,54,Commerce,Rejected,2021-02-28 01:09:25
40710,72,97,Commerce,Admitted,2023-07-30 18:47:18
7589,76,85,Science,Admitted,2018-07-24 08:58:37
22766,88,78,Science,Rejected,2024-08-24 03:55:04
19317,61,90,Commerce,Admitted,2021-10-11 22:44:50
49526,87,46,Arts,Admitted,2019-05-06 02:43:09
41929,75,93,Science,Rejected,2021-08-06 10:34:17
52512,69,98,Commerce,Rejected,2018-06-16 10:38:02
50828,63,80,Arts,Rejected,2017-04-26 20:48:45
34866,56,86,Arts,Rejected,2018-06-19 11:33:37
34910,47,86,Commerce,Rejected,2021-02-28 07:34:29
42947,44,54,Science,Rejected,2019-03-29 09:44:37
6913,53,55,Science,Rejected,2022-12-24 10:26:36
51117,91,95,Commerce,Rejected,2020-06-09 09:30:55
19479,58,84,Arts,Rejected,2020-02-04 11:31:06
49717,91,52,Science,Admitted,2024-07-18 03:56:46
37273,96,62,Science,Rejected,2024-09-01 23:47:47
39150,70,48,Arts,Rejected,2023-08-26 17:53:34
36319,89,97,Commerce,Rejected,2022-09-20 13:32:05
23162,60,93,Commerce,Admitted,2017-01-03 09:15:37
29348,67,47,Science,Rejected,2018-08-16 00:36:34
50473,39,58,Arts,Rejected,2017-07-28 07:06:40
30986,37,94,Arts,Admitted,2022-11-22 05:49:01
141,72,61,Commerce,Admitted,2024-11-16 20:09:16
24507,93,86,Commerce,Rejected,2023-03-06 15:35:43
11232,39,75,Commerce,Admitted,2022-09-06 06:43:44
37592,40,50,Arts,Rejected,2023-06-28 02:48:07
15309,79,80,Commerce,Admitted,2019-01-30 05:08:58
25719,74,62,Commerce,Rejected,2022-04-08 05:03:16
42554,96,87,Science,Rejected,2024-08-09 19:46:42
20810,30,67,Science,Admitted,2023-06-24 12:00:16
6482,90,91,Commerce,Rejected,2018-04-06 05:43:58
47676,78,64,Commerce,Admitted,2017-03-14 08:28:25
54018,84,64,Commerce,Admitted,2017-08-19 00:09:15
37020,73,56,Science,Rejected,2019-03-07 10:30:23
49258,51,99,Commerce,Rejected,2020-04-07 01:48:26
2913,96,61,Science,Rejected,2022-11-17 05:58:28
37305,87,90,Science,Admitted,2019-06-04 20:02:38
4933,66,96,Science,Admitted,2019-04-04 00:37:02
1187,82,56,Science,Admitted,2023-12-17 04:49:50
41553,52,95,Science,Rejected,2019-04-21 11:06:25
24835,58,58,Science,Rejected,2017-04-27 23:43:57
22942,92,87,Science,Rejected,2021-03-06 23:20:14
31185,35,48,Science,Admitted,2022-10-21 15:16:09
12006,46,97,Science,Rejected,2021-05-30 04:03:24
29989,49,94,Science,Admitted,2023-01-15 08:00:35
22678,43,85,Science,Admitted,2024-03-07 21:37:27
6225,41,88,Arts,Admitted,2017-08-22 15:43:37
25915,86,88,Science,Rejected,2024-05-08 07:16:38
19921,97,47,Science,Rejected,2017-04-24 01:31:07
57224,67,91,Commerce,Admitted,2024-03-20 16:57:16
33215,58,86,Commerce,Rejected,2020-11-12 20:09:51
44186,32,62,Science,Rejected,2024-10-12 08:39:48
7293,39,45,Arts,Rejected,2024-07-05 13:20:38
30047,72,85,Commerce,Admitted,2020-01-04 12:20:10
659,73,90,Arts,Rejected,2018-11-19 09:36:41
14439,49,86,Commerce,Admitted,2019-04-30 21:30:49
40869,72,76,Commerce,Rejected,2023-08-04 23:11:09
52643,43,45,Science,Rejected,2024-06-07 16:47:16
12706,76,84,Arts,Admitted,2018-05-15 07:36:21
48200,93,63,Science,Rejected,2024-07-30 10:34:39
45465,90,89,Commerce,Admitted,2018-02-16 04:18:03
45807,37,79,Arts,Admitted,2021-05-03 02:35:37
23793,40,62,Arts,Admitted,2021-11-14 09:11:43
15922,48,89,Science,Admitted,2023-07-21 22:13:24
11247,35,88,Science,Admitted,2020-05-28 15:28:23
57911,87,65,Science,Admitted,2019-04-02 18:24:49
13219,69,72,Arts,Admitted,2023-05-25 21:57:07
30195,51,84,Science,Rejected,2020-05-26 19:40:19
18159,71,78,Science,Rejected,2023-09-11 22:52:53
1640,97,93,Arts,Admitted,2021-01-02 12:27:20
27494,86,85,Science,Rejected,2022-10-01 20:09:38
14937,64,88,Science,Rejected,2024-08-18 13:41:06
32832,35,77,Science,Rejected,2018-11-01 00:34:19
34593,91,56,Commerce,Rejected,2017-03-06 09:48:17
38923,78,50,Arts,Rejected,2021-11-05 11:58:15
6322,98,45,Commerce,Rejected,2023-02-26 18:42:33
12965,76,88,Arts,Admitted,2020-09-26 07:06:04
860,65,92,Arts,Rejected,2021-01-18 10:52:38
37967,51,61,Science,Rejected,2018-11-11 22:11:54
22018,30,91,Commerce,Admitted,2020-09-22 05:10:08
44758,30,77,Arts,Rejected,2021-05-05 03:30:22
20628,42,93,Arts,Admitted,2021-07-11 08:34:22
23863,76,52,Commerce,Admitted,2017-01-20 01:34:14
17966,89,93,Commerce,Admitted,2018-02-25 11:00:40
25647,50,69,Commerce,Rejected,2019-10-10 16:47:52
55093,98,95,Science,Rejected,2021-10-03 04:33:17
20968,72,73,Science,Rejected,2020-07-23 12:55:43
40071,48,97,Commerce,Admitted,2020-05-01 07:08:54
12795,42,85,Arts,Admitted,2024-11-25 00:07:03
7680,38,72,Science,Rejected,2023-04-25 16:59:46
33094,70,56,Commerce,Rejected,2021-04-13 19:39:52
33223,63,94,Arts,Rejected,2022-10-13 20:32:20
33499,41,46,Science,Rejected,2020-03-09 23:13:27
27450,87,75,Science,Admitted,2024-07-08 01:10:26
18795,36,73,Commerce,Admitted,2022-03-19 23:08:08
36649,59,70,Arts,Admitted,2018-11-24 14:53:43
29586,51,87,Commerce,Admitted,2018-05-17 21:20:03
9453,64,45,Science,Rejected,2022-10-24 12:27:31
17413,55,95,Science,Rejected,2023-09-04 08:03:33
8112,88,48,Commerce,Rejected,2018-02-07 15:02:41
24893,52,74,Arts,Rejected,2019-06-07 19:50:08
29512,75,96,Commerce,Admitted,2020-12-04 07:48:03
15340,82,45,Science,Rejected,2018-03-14 23:41:22
43280,46,89,Science,Admitted,2022-04-15 14:17:28
41139,52,49,Commerce,Admitted,2018-04-04 14:33:53
40957,33,92,Arts,Admitted,2024-03-01 21:34:29
37634,74,53,Arts,Rejected,2021-11-19 02:40:40
48867,80,73,Arts,Rejected,2018-05-05 10:19:08
21496,38,98,Science,Admitted,2019-02-13 22:42:12
39461,94,98,Arts,Admitted,2020-05-02 01:59:23
31896,41,84,Commerce,Admitted,2019-01-04 03:46:39
25762,94,45,Commerce,Rejected,2023-03-24 16:35:45
19169,35,84,Commerce,Rejected,2020-09-13 10:08:33
43043,93,49,Arts,Rejected,2024-06-08 13:54:50
25205,88,64,Science,Rejected,2024-06-07 02:35:32
7587,56,76,Arts,Admitted,2019-12-24 10:22:30
53792,60,86,Science,Rejected,2017-08-22 11:43:43
706,85,98,Science,Admitted,2023-09-18 22:37:11
20250,67,86,Commerce,Rejected,2022-11-04 15:31:23
8487,80,71,Science,Rejected,2021-06-04 19:35:59
9125,49,91,Arts,Rejected,2022-01-21 09:26:04
1160,57,66,Arts,Rejected,2017-07-08 05:43:08
27322,98,48,Commerce,Admitted,2020-12-29 21:51:55
46857,72,97,Commerce,Admitted,2021-11-26 00:30:12
30001,66,85,Commerce,Rejected,2020-04-02 09:45:19
1109,97,62,Arts,Admitted,2017-04-22 11:55:47
37628,56,48,Arts,Rejected,2017-09-10 00:00:26
53028,95,87,Science,Admitted,2018-11-15 11:54:32
40189,47,94,Commerce,Rejected,2018-10-08 11:10:11
56119,84,90,Arts,Admitted,2018-03-22 06:29:04
24849,73,99,Commerce,Admitted,2021-10-13 17:34:55
26165,56,67,Arts,Admitted,2021-09-02 17:43:33
52298,40,96,Science,Rejected,2018-06-19 19:30:14
59589,66,76,Science,Admitted,2024-03-30 03:26:57
55480,89,53,Arts,Rejected,2022-05-07 07:37:42
48746,63,69,Science,Rejected,2021-01-12 11:06:00
44948,90,87,Arts,Admitted,2018-02-13 18:45:09
20900,91,92,Arts,Rejected,2023-07-14 07:22:18
45071,93,81,Arts,Rejected,2019-06-19 10:18:48
54941,41,85,Science,Rejected,2020-04-23 00:03:21
42968,79,85,Arts,Rejected,2021-05-25 06:11:39
49791,56,54,Science,Rejected,2018-04-12 10:43:48
17249,63,94,Arts,Rejected,2020-02-24 04:55:36
47668,92,87,Science,Admitted,2023-02-23 14:07:36
47659,60,89,Arts,Rejected,2020-08-27 06:05:06
27473,83,70,Commerce,Rejected,2024-05-03 11:49:06
1304,55,49,Science,Admitted,2020-04-01 20:06:55
34095,96,81,Commerce,Rejected,2021-07-19 05:26:37
51176,31,84,Arts,Admitted,2018-11-11 03:24:05
23155,40,91,Arts,Rejected,2020-04-11 08:10:12
25851,84,58,Science,Rejected,2024-06-15 14:11:27
26314,78,81,Science,Admitted,2022-05-12 17:33:04
27557,95,90,Arts,Admitted,2018-08-10 01:23:31
18310,87,75,Arts,Admitted,2023-10-10 03:46:21
44618,53,65,Science,Rejected,2018-03-19 08:28:17
2749,69,59,Commerce,Admitted,2020-03-26 18:22:40
38683,76,48,Arts,Admitted,2018-11-19 13:41:25
45878,51,72,Science,Admitted,2023-04-15 18:40:05
15998,38,60,Science,Rejected,2020-04-15 14:33:56
29518,78,48,Science,Rejected,2020-12-06 06:28:26
52797,33,67,Arts,Admitted,2022-09-30 02:49:27
42268,64,70,Commerce,Admitted,2021-08-03 08:40:15
45176,64,48,Commerce,Rejected,2023-02-20 07:14:54
53520,44,78,Commerce,Admitted,2020-08-08 07:11:30
40409,85,91,Science,Rejected,2019-03-20 08:57:07
44754,85,55,Commerce,Admitted,2018-11-24 14:14:38
12656,62,94,Arts,Admitted,2024-11-12 14:14:35
17067,84,90,Commerce,Rejected,2023-08-01 19:54:38
8161,97,95,Science,Admitted,2020-01-24 23:04:31
34552,77,81,Commerce,Admitted,2018-10-09 09:16:56
53582,30,75,Arts,Rejected,2018-06-25 11:17:14
27522,91,92,Arts,Rejected,2017-10-06 22:36:45
8223,74,60,Science,Admitted,2024-12-05 01:55:06
32520,51,81,Commerce,Rejected,2023-07-13 21:01:42
31881,35,59,Arts,Rejected,2022-12-25 15:57:34
54763,66,52,Science,Admitted,2021-08-27 04:49:00
43548,75,75,Science,Rejected,2022-06-25 09:58:27
47470,33,62,Commerce,Admitted,2022-04-02 21:51:06
16882,35,64,Arts,Rejected,2018-05-03 04:02:06
50293,64,54,Science,Admitted,2022-06-21 12:26:50
2564,76,92,Arts,Admitted,2022-02-03 23:19:04
17075,96,59,Science,Rejected,2017-03-08 22:35:45
11750,93,83,Commerce,Rejected,2022-03-29 08:03:20
48211,50,66,Science,Admitted,2020-09-04 15:08:39
22462,90,93,Commerce,Rejected,2018-04-20 17:29:50
51403,30,86,Arts,Rejected,2018-02-06 15:42:51
6965,86,90,Science,Rejected,2022-07-07 21:28:26
41359,32,50,Arts,Admitted,2021-12-24 16:58:14
45024,73,51,Science,Admitted,2019-12-09 16:04:34
58129,80,69,Commerce,Admitted,2021-09-12 15:40:00
43065,64,98,Science,Rejected,2020-10-01 05:36:59
13003,97,94,Arts,Admitted,2022-12-06 19:31:31
20478,94,61,Arts,Rejected,2019-02-14 05:59:39
21702,32,59,Science,Admitted,2023-09-03 02:56:26
56587,43,53,Commerce,Rejected,2024-06-28 03:01:44
53495,98,92,Commerce,Admitted,2023-06-15 23:24:02
35198,72,50,Arts,Admitted,2021-01-15 23:26:00
43204,66,46,Commerce,Rejected,2021-11-22 20:07:04
6772,89,79,Commerce,Rejected,2024-08-15 17:33:29
7411,66,81,Arts,Rejected,2017-06-03 22:21:18
42917,64,87,Science,Admitted,2021-02-26 03:13:55
11963,53,69,Arts,Rejected,2022-02-04 13:21:05
49626,49,69,Commerce,Rejected,2018-01-16 17:12:19
54063,54,61,Science,Rejected,2017-10-23 08:13:24
40845,80,76,Commerce,Admitted,2017-07-31 01:09:14
43571,57,65,Arts,Admitted,2017-01-11 15:04:23
8927,39,91,Arts,Admitted,2023-08-04 07:15:25
47520,83,80,Arts,Rejected,2022-01-22 16:17:01
3042,79,68,Arts,Rejected,2018-12-31 12:12:47
25809,32,94,Science,Rejected,2024-03-22 00:22:40
11334,36,80,Science,Rejected,2020-03-27 05:45:54
5826,40,62,Science,Admitted,2019-10-26 05:03:23
11610,43,89,Commerce,Rejected,2020-06-30 22:45:38
8086,70,54,Science,Rejected,2022-11-12 03:50:29
35583,73,82,Arts,Rejected,2022-04-07 07:10:57
8822,64,99,Science,Rejected,2018-05-09 14:45:27
47411,57,48,Commerce,Admitted,2019-03-21 03:31:34
50329,68,89,Commerce,Rejected,2020-01-04 06:46:56
29254,62,62,Arts,Admitted,2017-01-10 08:59:36
50197,54,68,Arts,Rejected,2022-08-08 19:51:45
17670,62,69,Arts,Admitted,2023-07-16 06:11:14
7194,74,80,Science,Admitted,2019-01-15 07:34:08
11929,98,55,Arts,Rejected,2020-02-19 22:16:09
31580,78,54,Science,Admitted,2024-05-26 03:59:09
10221,90,89,Commerce,Admitted,2019-02-06 08:10:27
51050,50,46,Commerce,Admitted,2017-08-22 08:01:38
47136,33,87,Arts,Admitted,2019-11-22 22:25:23
27000,59,99,Commerce,Rejected,2017-06-20 07:04:54
6733,99,76,Commerce,Rejected,2017-09-13 11:15:51
55324,56,87,Arts,Rejected,2022-09-19 01:14:33
30869,60,63,Commerce,Rejected,2022-01-06 09:28:03
50608,88,72,Commerce,Admitted,2019-03-05 01:02:08
37338,67,81,Arts,Rejected,2022-08-30 00:39:16
19233,99,83,Commerce,Admitted,2021-11-11 14:42:16
40903,52,55,Science,Rejected,2022-12-10 10:16:17
6146,81,96,Science,Rejected,2017-05-01 12:01:28
33873,55,86,Commerce,Admitted,2020-10-15 07:02:38
48202,68,61,Science,Admitted,2019-07-01 17:02:59
10841,32,51,Science,Admitted,2021-04-24 20:12:04
37590,86,46,Science,Rejected,2018-03-07 04:13:17
41737,67,61,Science,Rejected,2019-06-23 10:46:38
45519,74,84,Commerce,Rejected,2021-10-13 19:39:40
59707,90,55,Arts,Rejected,2023-11-22 01:17:52
28355,64,45,Arts,Rejected,2017-12-21 17:07:14
37843,71,54,Science,Admitted,2017-03-11 02:37:51
36998,92,87,Science,Rejected,2024-07-27 14:08:58
59871,83,85,Commerce,Rejected,2020-07-21 17:13:30
26725,44,87,Science,Rejected,2022-11-26 16:23:55
19541,31,82,Arts,Admitted,2017-03-26 14:24:53
40507,91,98,Science,Admitted,2021-02-17 14:26:55
47682,48,96,Arts,Admitted,2022-05-13 10:32:39
18249,66,58,Science,Rejected,2021-04-12 22:59:24
27253,94,94,Arts,Admitted,2018-03-08 06:56:31
34140,91,59,Science,Admitted,2017-10-06 22:47:43
7921,51,98,Science,Admitted,2018-03-29 15:10:16
14143,52,91,Arts,Admitted,2019-03-02 15:36:27
49076,82,80,Arts,Admitted,2022-11-11 06:47:52
11996,51,59,Arts,Rejected,2018-04-14 07:39:13
15930,97,81,Science,Rejected,2022-04-22 10:49:02
28199,98,84,Commerce,Admitted,2023-01-13 09:48:04
16892,43,51,Arts,Admitted,2018-07-02 05:37:52
54284,63,55,Commerce,Rejected,2019-11-26 18:01:31
44302,62,92,Arts,Admitted,2020-01-02 11:25:56
21020,51,88,Commerce,Rejected,2022-11-07 02:48:01
19451,90,98,Commerce,Admitted,2024-01-31 10:30:55
34334,97,86,Arts,Admitted,2023-05-22 04:56:01
53265,65,45,Commerce,Admitted,2021-09-01 09:08:02
13184,31,79,Science,Admitted,2024-11-11 01:14:54
56764,45,79,Arts,Rejected,2018-01-28 19:14:13
41868,53,75,Arts,Admitted,2017-12-10 17:42:05
18189,46,62,Arts,Rejected,2018-12-03 10:21:26
18706,54,76,Commerce,Admitted,2017-11-08 23:03:42
58787,82,83,Arts,Admitted,2021-11-17 21:27:26
52150,49,54,Science,Rejected,2017-09-16 04:33:36
23583,30,87,Science,Rejected,2017-06-13 07:11:04
29876,98,55,Science,Rejected,2018-08-07 03:04:26
37437,34,79,Science,Admitted,2017-08-18 13:54:55
57298,37,47,Arts,Admitted,2024-11-13 06:08:18
25063,80,95,Commerce,Admitted,2024-06-22 01:44:16
25225,51,59,Arts,Rejected,2018-08-23 01:53:34
38962,68,64,Science,Rejected,2020-06-21 21:32:49
3439,70,69,Commerce,Admitted,2022-10-07 11:04:16
50070,97,70,Arts,Admitted,2018-10-28 02:55:31
59866,76,63,Commerce,Admitted,2024-10-26 12:02:02
38338,95,66,Arts,Admitted,2018-05-03 00:34:29
22336,66,62,Commerce,Admitted,2017-10-31 09:31:30
46923,91,69,Science,Admitted,2022-03-08 09:32:16
13306,76,64,Commerce,Admitted,2024-09-01 22:23:45
22882,57,64,Arts,Admitted,2020-03-19 17:51:19
57795,54,76,Commerce,Rejected,2018-12-01 12:56:23
6653,39,90,Science,Rejected,2022-12-28 14:51:28
18635,65,63,Science,Admitted,2018-06-14 14:51:23
48907,87,89,Arts,Admitted,2024-11-28 05:02:14
54144,97,61,Science,Rejected,2019-11-02 19:14:20
36095,51,96,Commerce,Admitted,2024-04-15 22:48:01
37389,37,72,Science,Rejected,2022-09-11 06:57:00
33496,86,95,Arts,Rejected,2018-01-03 13:04:35
10058,65,98,Commerce,Admitted,2020-01-27 17:14:30
202,63,51,Arts,Admitted,2017-02-11 06:53:10
59523,86,82,Commerce,Rejected,2018-01-28 09:45:31
11105,30,60,Commerce,Rejected,2019-08-04 05:55:27
29215,41,61,Commerce,Rejected,2022-08-21 09:26:08
2639,85,98,Science,Rejected,2020-02-04 14:02:15
1565,48,69,Science,Rejected,2017-07-17 23:35:03
34340,30,58,Arts,Admitted,2021-12-16 22:24:42
5286,38,98,Arts,Rejected,2020-12-12 00:08:00
40239,56,61,Arts,Admitted,2018-05-21 15:14:25
25446,75,90,Arts,Rejected,2022-01-14 14:51:06
13657,47,84,Commerce,Admitted,2023-07-09 13:03:37
33321,43,45,Science,Rejected,2017-11-16 16:49:36
13520,93,77,Science,Admitted,2018-04-04 18:51:08
47066,65,47,Commerce,Admitted,2022-04-17 18:42:25
7300,55,72,Commerce,Rejected,2022-03-02 01:06:34
29405,44,52,Arts,Rejected,2019-08-14 06:25:23
183,68,69,Science,Rejected,2022-05-20 14:43:06
49420,33,69,Science,Rejected,2019-08-30 03:54:02
2563,99,64,Arts,Rejected,2018-09-30 10:52:47
5029,49,66,Science,Admitted,2021-02-11 16:13:50
34,36,51,Science,Admitted,2018-05-13 21:18:51
20875,60,47,Arts,Rejected,2017-10-31 12:58:35
15642,56,84,Commerce,Rejected,2023-09-07 04:27:55
13097,42,54,Arts,Admitted,2023-10-21 22:46:03
5687,83,82,Arts,Rejected,2019-09-26 04:02:02
41798,43,60,Arts,Rejected,2022-12-29 00:01:43
13758,38,86,Commerce,Admitted,2018-12-20 02:23:59
57616,77,64,Arts,Rejected,2022-09-24 13:26:08
46186,49,83,Arts,Admitted,2023-05-16 09:55:16
59498,43,84,Science,Rejected,2017-11-17 09:14:20
52288,44,92,Arts,Rejected,2018-07-25 22:19:35
27683,30,77,Science,Rejected,2024-07-06 01:51:20
6834,98,71,Commerce,Rejected,2020-06-10 06:42:57
40524,70,66,Arts,Rejected,2020-12-14 19:04:04
49328,67,62,Arts,Rejected,2023-11-22 12:44:24
15537,87,67,Arts,Admitted,2017-04-15 16:06:01
12643,55,81,Arts,Rejected,2023-05-23 04:03:44
28811,50,92,Arts,Admitted,2020-12-24 09:51:10
26634,51,81,Commerce,Admitted,2017-02-19 02:01:50
43195,51,58,Commerce,Admitted,2017-11-19 22:27:27
43139,76,60,Science,Admitted,2022-03-13 07:27:26
4339,40,71,Arts,Admitted,2024-07-12 23:50:03
16959,75,81,Arts,Rejected,2022-04-04 21:57:33
55232,66,73,Arts,Rejected,2024-03-08 01:14:42
48428,49,66,Science,Admitted,2024-02-08 20:42:58
20354,97,98,Commerce,Rejected,2022-06-01 07:24:41
4163,81,68,Science,Admitted,2024-01-22 17:44:14
43785,83,45,Science,Admitted,2020-01-22 03:58:32
9512,41,56,Commerce,Admitted,2022-02-02 09:18:11
52964,66,47,Arts,Rejected,2021-08-01 16:51:32
10665,74,60,Commerce,Admitted,2020-10-08 10:04:12
758,54,45,Science,Rejected,2024-01-19 06:58:44
5177,53,50,Arts,Admitted,2024-04-22 07:12:27
54798,45,60,Commerce,Rejected,2020-08-15 10:27:10
38354,52,95,Science,Rejected,2023-10-14 17:18:11
2785,59,73,Commerce,Admitted,2018-08-23 01:36:14
22467,92,74,Commerce,Rejected,2019-06-19 14:49:31
40393,71,58,Science,Admitted,2018-10-14 06:10:27
47422,44,58,Science,Rejected,2021-11-18 21:20:24
48825,92,79,Science,Rejected,2017-05-13 05:06:46
44851,50,57,Science,Rejected,2023-12-27 12:01:49
1330,97,74,Commerce,Rejected,2019-01-27 04:19:00
40774,52,45,Commerce,Admitted,2024-03-11 08:07:37
47837,56,74,Commerce,Rejected,2019-06-25 18:45:16
41967,76,91,Commerce,Admitted,2019-07-23 18:23:08
53527,47,69,Arts,Admitted,2020-12-29 08:11:55
50665,97,68,Commerce,Rejected,2019-12-23 15:01:35
11514,97,91,Arts,Rejected,2022-12-21 20:21:53
29874,71,69,Arts,Admitted,2019-02-24 05:50:53
24744,82,55,Science,Rejected,2020-03-17 03:38:31
33243,58,86,Arts,Admitted,2017-03-20 23:02:56
40696,54,84,Science,Admitted,2018-09-10 23:18:21
11419,62,91,Science,Rejected,2022-04-05 12:13:26
13845,86,91,Science,Admitted,2020-10-08 02:58:39
55759,80,49,Arts,Rejected,2019-08-22 12:46:58
2234,61,54,Arts,Rejected,2022-05-12 21:37:14
25004,35,89,Arts,Rejected,2017-03-11 05:26:24
10593,52,90,Science,Admitted,2019-02-04 07:19:59
9901,83,74,Science,Rejected,2018-02-01 01:49:38
22558,76,97,Science,Rejected,2023-08-27 05:11:35
3011,93,86,Commerce,Rejected,2020-05-23 20:01:35
35383,51,65,Science,Rejected,2018-07-17 02:39:20
39526,79,82,Arts,Admitted,2022-01-19 01:31:59
36273,92,69,Science,Rejected,2021-02-23 01:36:44
31169,41,72,Science,Admitted,2017-01-08 13:35:56
44120,49,76,Commerce,Admitted,2021-04-19 14:08:52
56759,82,94,Science,Admitted,2018-11-28 20:56:59
47332,99,84,Science,Rejected,2020-12-14 18:55:04
43243,60,92,Arts,Admitted,2020-09-25 20:35:01
31731,45,73,Arts,Admitted,2022-12-11 03:12:44
24287,43,60,Science,Rejected,2022-11-04 19:03:42
3315,97,48,Arts,Admitted,2018-10-18 07:16:05
18126,43,75,Arts,Rejected,2023-09-30 11:54:05
45967,90,46,Commerce,Rejected,2018-08-24 18:24:49
36666,56,72,Science,Admitted,2021-10-14 03:06:23
34731,66,61,Commerce,Rejected,2020-10-06 08:16:41
9715,68,47,Arts,Rejected,2024-07-02 04:27:27
11216,64,98,Commerce,Rejected,2019-12-30 11:33:20
456,53,93,Science,Rejected,2017-08-29 19:48:36
41735,35,48,Science,Rejected,2019-08-20 01:43:42
9189,83,66,Science,Rejected,2020-11-29 23:58:46
37495,63,66,Arts,Admitted,2024-07-06 21:38:28
7550,80,52,Science,Rejected,2019-01-25 19:52:26
6780,96,92,Commerce,Rejected,2024-08-27 19:46:01
12466,54,60,Commerce,Admitted,2019-11-30 06:49:39
13028,42,84,Arts,Rejected,2019-04-11 19:38:44
46976,47,82,Commerce,Rejected,2017-02-20 16:08:55
10561,86,88,Science,Rejected,2022-12-16 20:37:06
56467,49,96,Commerce,Admitted,2021-04-26 00:09:31
15618,90,62,Arts,Admitted,2017-05-31 10:48:36
18919,78,95,Science,Rejected,2019-12-14 22:23:08
17774,57,51,Arts,Admitted,2024-02-25 14:20:51
22919,81,70,Science,Rejected,2020-07-29 09:00:45
41405,32,90,Commerce,Rejected,2024-09-30 19:06:22
34453,99,71,Science,Rejected,2017-04-08 03:14:07
21842,39,92,Science,Admitted,2022-08-06 13:56:32
