student_id,family_income,merit_score,scholarship_amount,scholarship_awarded
38544,241305,82,37101,Yes
45388,618685,92,0,No
37251,752955,60,0,No
49107,771326,94,0,No
19369,76901,65,91831,Yes
42836,680874,91,0,No
48262,248482,82,55371,Yes
9283,382782,52,0,No
22882,52475,84,20193,Yes
8997,129062,57,94637,Yes
41827,551304,93,0,No
46181,588124,76,0,No
12701,258640,72,75879,Yes
67,92705,78,21889,Yes
41838,481110,89,0,No
44605,183094,54,20710,Yes
38441,642941,64,0,No
19389,133300,97,67697,Yes
25930,252521,62,79501,Yes
12013,132282,64,46045,Yes
16280,315616,81,0,No
17073,136514,56,96990,Yes
9316,572461,71,0,No
42678,503104,85,0,No
46983,454638,70,0,No
3852,190832,89,72229,Yes
29598,397754,73,0,No
11425,495145,53,0,No
9175,365246,54,0,No
47287,146728,62,76920,Yes
41177,190139,99,73334,Yes
29228,218186,51,76782,Yes
37650,316706,88,0,No
24725,696363,59,0,No
32127,276689,63,87256,Yes
3850,563807,60,0,No
33112,118850,97,64456,Yes
31088,604363,50,0,No
39347,595142,98,0,No
9237,795973,79,0,No
9856,318622,50,0,No
41664,53060,65,34120,Yes
41419,279407,92,24951,Yes
49964,509868,72,0,No
16804,563559,70,0,No
23888,278053,51,74187,Yes
28349,650458,50,0,No
42599,700663,68,0,No
44083,195655,79,85824,Yes
10307,245868,77,52459,Yes
28575,626782,57,0,No
34371,213923,79,76447,Yes
44410,792382,66,0,No
27699,517796,61,0,No
23750,707821,88,0,No
46098,421873,65,0,No
41658,471983,74,0,No
4260,207295,97,62363,Yes
30363,143635,74,74509,Yes
47565,464381,55,0,No
44128,519825,51,0,No
272,692239,66,0,No
41282,638718,60,0,No
36101,609445,77,0,No
37986,548097,52,0,No
2890,559431,59,0,No
2358,270042,73,68626,Yes
48602,624287,52,0,No
15726,160168,81,61867,Yes
41270,203106,97,58280,Yes
41488,422885,71,0,No
42187,436945,96,0,No
14399,298542,54,29682,Yes
43959,610308,54,0,No
6474,71235,66,77173,Yes
26165,100710,89,98768,Yes
17469,518768,91,0,No
31675,312972,98,0,No
7920,292439,81,27412,Yes
2428,342820,83,0,No
11217,726798,90,0,No
41705,95196,57,64858,Yes
42485,431351,63,0,No
29002,250417,75,32039,Yes
19618,173353,91,75037,Yes
24736,587516,57,0,No
48798,259264,60,67139,Yes
34455,745574,67,0,No
18885,204516,72,61329,Yes
21986,741259,53,0,No
44177,774509,54,0,No
36448,761283,51,0,No
22219,112077,80,77172,Yes
31153,585512,87,0,No
42187,254297,58,56558,Yes
25317,757534,65,0,No
32253,59878,82,21430,Yes
45523,549826,76,0,No
19780,110467,57,56512,Yes
37719,737645,72,0,No
25659,463645,53,0,No
24941,670926,69,0,No
41193,712907,86,0,No
15138,795220,71,0,No
32141,440541,50,0,No
43150,596503,54,0,No
42523,281963,55,74154,Yes
29157,349589,66,0,No
19004,690360,85,0,No
3358,596423,90,0,No
36684,426842,61,0,No
26941,195902,57,71208,Yes
45677,505287,71,0,No
25449,521341,60,0,No
704,745614,53,0,No
10827,146581,73,94691,Yes
7154,547027,56,0,No
45245,266345,55,91600,Yes
22770,700037,73,0,No
43541,134095,53,73209,Yes
3465,81738,95,68507,Yes
36754,766195,86,0,No
1005,142453,51,58909,Yes
41507,776522,56,0,No
47165,767236,60,0,No
11354,761098,64,0,No
15195,187148,75,97804,Yes
19856,531442,74,0,No
18095,236898,57,97568,Yes
28048,586137,94,0,No
25772,665605,93,0,No
45592,330971,75,0,No
14682,550698,86,0,No
42574,426595,66,0,No
14339,203177,59,87906,Yes
21725,62952,94,33476,Yes
42,266464,60,80112,Yes
1635,759481,74,0,No
25947,611483,73,0,No
10873,591544,88,0,No
19339,482726,60,0,No
875,127874,76,70853,Yes
45573,383883,71,0,No
19583,432725,78,0,No
6681,259767,67,68255,Yes
12913,168515,99,50830,Yes
47147,291248,56,55907,Yes
2432,405860,60,0,No
10885,543789,67,0,No
16932,787523,90,0,No
43538,167961,92,81536,Yes
27794,303461,72,0,No
33578,56266,50,47601,Yes
40638,636513,54,0,No
16907,764475,57,0,No
37426,575676,54,0,No
1771,61337,59,98464,Yes
1607,143180,50,60099,Yes
33382,416503,61,0,No
38673,72386,75,52489,Yes
36501,698346,64,0,No
23643,158123,88,81340,Yes
22974,342838,83,0,No
47732,793303,94,0,No
44248,476290,97,0,No
37790,108246,67,78659,Yes
18745,119955,70,98113,Yes
34947,335200,65,0,No
17335,361914,98,0,No
47167,493888,86,0,No
44642,368449,80,0,No
9018,512370,56,0,No
47728,787768,73,0,No
21031,422949,63,0,No
18441,798306,68,0,No
5600,319595,92,0,No
20017,590994,86,0,No
27252,679811,74,0,No
33827,157911,88,99449,Yes
11349,126542,83,69105,Yes
5960,595075,78,0,No
22291,553360,88,0,No
24906,671698,59,0,No
25117,247426,64,92698,Yes
41043,484180,93,0,No
39615,314612,64,0,No
43201,297418,93,76958,Yes
23728,539710,56,0,No
47526,492083,97,0,No
18841,565939,58,0,No
1159,160104,71,43926,Yes
43852,151646,98,70252,Yes
12303,272363,57,81163,Yes
7086,504275,84,0,No
10705,62788,66,91671,Yes
18284,245649,67,83907,Yes
27486,380074,67,0,No
26016,237535,88,93416,Yes
2994,799090,66,0,No
9352,454803,98,0,No
1309,109184,90,66974,Yes
5851,294080,96,25179,Yes
9491,564058,66,0,No
47888,666081,80,0,No
5597,548754,81,0,No
3039,367795,94,0,No
5461,132392,79,70934,Yes
36340,104271,95,78693,Yes
4396,423279,76,0,No
4586,51255,70,97111,Yes
42030,419629,62,0,No
49034,632375,90,0,No
39092,313905,68,0,No
45699,130718,60,85344,Yes
9301,409063,85,0,No
37884,485018,69,0,No
6650,186673,52,89973,Yes
18627,160824,64,69975,Yes
49288,247315,65,50503,Yes
41193,237254,98,97314,Yes
34230,353967,77,0,No
38079,115125,74,85281,Yes
30128,794893,77,0,No
32854,759450,73,0,No
7251,774123,78,0,No
40147,452664,87,0,No
17820,165463,63,53620,Yes
17981,144434,88,73878,Yes
13609,209133,70,81813,Yes
33991,367626,80,0,No
17306,220836,74,46916,Yes
11582,274671,69,21205,Yes
21966,764529,99,0,No
25396,274606,94,84006,Yes
16691,643306,76,0,No
47561,618364,59,0,No
27527,390134,98,0,No
47998,695941,89,0,No
28255,794029,77,0,No
15318,121663,63,38548,Yes
23474,84386,69,28251,Yes
49842,742591,56,0,No
1598,200600,57,79112,Yes
33759,533928,88,0,No
37706,330499,68,0,No
29849,715895,76,0,No
49778,187830,50,26470,Yes
41525,130842,64,97340,Yes
15358,111673,64,56440,Yes
32054,318701,77,0,No
4989,553973,70,0,No
49465,253964,51,27055,Yes
47887,621951,65,0,No
21302,330905,84,0,No
32555,201967,56,91848,Yes
37678,671140,51,0,No
10985,387454,84,0,No
27487,548865,92,0,No
49209,466847,68,0,No
3791,119143,60,58939,Yes
4527,700562,95,0,No
48155,128373,99,71310,Yes
11843,729062,50,0,No
35324,491634,96,0,No
19605,798182,64,0,No
23871,739146,50,0,No
16838,392691,97,0,No
43670,276295,69,42044,Yes
666,309142,91,0,No
45855,723265,55,0,No
23015,596559,72,0,No
33810,150320,92,81335,Yes
10512,71682,70,69562,Yes
19360,642392,58,0,No
5499,748172,80,0,No
13581,168394,77,25471,Yes
10496,535027,66,0,No
17897,660625,64,0,No
15139,594087,61,0,No
1554,786066,79,0,No
39236,189537,68,76481,Yes
26297,739308,67,0,No
12137,637771,57,0,No
11258,761601,54,0,No
34132,427155,83,0,No
43500,351882,92,0,No
19383,245453,86,87908,Yes
18002,237130,76,22280,Yes
16962,55157,87,47779,Yes
45222,389876,59,0,No
1426,303690,86,0,No
47429,788205,67,0,No
18091,637149,81,0,No
36541,245811,75,31576,Yes
6879,282777,74,91810,Yes
21304,771396,65,0,No
21614,134744,68,27372,Yes
5725,205400,79,75413,Yes
8575,94128,60,23162,Yes
34272,682465,63,0,No
42778,741394,51,0,No
17725,84056,50,64663,Yes
20760,471345,79,0,No
45529,642999,95,0,No
18385,542196,99,0,No
9052,298390,99,38666,Yes
7246,128897,95,77284,Yes
32341,477983,83,0,No
45285,215597,92,77611,Yes
44777,783670,59,0,No
40429,358770,95,0,No
8590,710953,86,0,No
44017,665069,96,0,No
40097,379744,95,0,No
39997,416427,81,0,No
28759,415781,94,0,No
47437,548130,89,0,No
41262,212262,92,97797,Yes
21041,476210,96,0,No
43821,255130,57,31546,Yes
38416,303196,59,0,No
40584,787768,56,0,No
27392,325589,66,0,No
11799,646873,62,0,No
36263,421802,97,0,No
16749,764459,67,0,No
19263,586266,98,0,No
45477,762212,71,0,No
35028,395716,55,0,No
25462,154753,77,29928,Yes
15652,54264,80,64814,Yes
7209,74866,89,26125,Yes
3383,227432,94,76455,Yes
17267,457605,87,0,No
33236,791078,77,0,No
3445,225515,68,98876,Yes
10568,83399,92,28924,Yes
38815,409696,69,0,No
3363,440723,74,0,No
990,785541,62,0,No
9083,734161,63,0,No
27298,615831,75,0,No
45367,703476,60,0,No
26351,565797,99,0,No
855,596400,51,0,No
21242,620960,62,0,No
46334,426763,96,0,No
22771,769585,62,0,No
32076,297501,56,30118,Yes
39395,601638,83,0,No
49327,600352,87,0,No
35030,683025,88,0,No
47440,150688,96,28112,Yes
4839,221932,68,84942,Yes
14424,768253,59,0,No
40241,599379,89,0,No
46511,691342,84,0,No
40660,344986,63,0,No
36432,192664,57,83847,Yes
11412,217388,94,90405,Yes
21022,760124,69,0,No
47190,380157,82,0,No
13013,285941,97,66104,Yes
43018,58540,54,82547,Yes
41705,188895,64,55595,Yes
22524,139460,89,71612,Yes
31871,727550,63,0,No
15923,702932,64,0,No
45988,60036,73,45463,Yes
24619,648426,56,0,No
2254,319023,89,0,No
11566,525286,72,0,No
38656,473722,55,0,No
38931,492317,69,0,No
9923,762244,54,0,No
62,675982,57,0,No
45272,503208,78,0,No
19003,226281,61,66144,Yes
5574,492310,53,0,No
28033,119795,67,81403,Yes
43830,715023,50,0,No
10762,144125,69,98154,Yes
37746,487885,56,0,No
37804,705908,92,0,No
18071,494795,95,0,No
45484,284960,99,25987,Yes
38639,322886,71,0,No
15569,173315,59,96240,Yes
21306,444700,92,0,No
41717,744971,52,0,No
23266,404282,70,0,No
37315,778852,57,0,No
12974,650542,78,0,No
26290,264529,72,22116,Yes
30466,447707,99,0,No
3507,571234,70,0,No
12916,272262,59,44344,Yes
32774,632922,71,0,No
35462,376787,67,0,No
7366,270144,97,85229,Yes
45860,494756,51,0,No
20524,724779,84,0,No
20153,524422,64,0,No
16784,344793,89,0,No
26237,292120,92,78275,Yes
36105,462945,69,0,No
27680,505037,66,0,No
10021,517168,91,0,No
28955,212996,60,38408,Yes
37076,493229,65,0,No
38643,255009,86,67465,Yes
17218,178793,82,83378,Yes
12284,136107,61,37889,Yes
338,267868,93,57195,Yes
47678,348945,80,0,No
9854,115793,51,97815,Yes
7968,580464,60,0,No
18460,561165,61,0,No
37593,271693,77,66886,Yes
29072,735901,66,0,No
10225,234285,56,90211,Yes
44982,317128,80,0,No
29780,271295,98,50493,Yes
9918,791388,79,0,No
24570,317897,95,0,No
18820,168121,66,67237,Yes
4187,439163,56,0,No
45870,390225,51,0,No
968,235418,92,31691,Yes
18997,265820,91,32823,Yes
36077,355284,97,0,No
29198,301909,51,0,No
17801,684382,99,0,No
11855,738270,50,0,No
9700,367330,60,0,No
1422,314278,79,0,No
24076,452925,67,0,No
3576,302431,58,0,No
34133,267050,75,36645,Yes
16416,638287,89,0,No
2891,61807,92,36720,Yes
41737,677675,52,0,No
29261,306820,84,0,No
6508,498930,55,0,No
20369,663207,86,0,No
28865,183599,87,78684,Yes
30312,498461,67,0,No
39542,221905,55,98328,Yes
2,249303,85,61752,Yes
260,503358,95,0,No
13989,381081,86,0,No
30916,658153,93,0,No
30741,335681,63,0,No
38330,569451,84,0,No
21706,58169,79,68277,Yes
16760,424665,98,0,No
46712,574795,77,0,No
35966,175481,82,77173,Yes
7603,558425,58,0,No
27479,740901,59,0,No
31333,79244,86,33234,Yes
12965,400246,99,0,No
30924,506874,53,0,No
6312,517850,66,0,No
15037,712043,71,0,No
41865,376569,77,0,No
13493,288171,56,28764,Yes
33457,279348,64,57202,Yes
13446,391771,81,0,No
43501,390544,50,0,No
46932,579446,57,0,No
23926,304845,52,0,No
8303,630968,58,0,No
36997,229109,72,35543,Yes
41944,726724,74,0,No
4419,359829,55,0,No
8692,673052,99,0,No
18261,543469,85,0,No
23107,326568,73,0,No
2137,526497,97,0,No
49115,486725,73,0,No
42302,729761,88,0,No
7079,349895,57,0,No
13367,93204,98,56999,Yes
29894,277379,70,35703,Yes
48413,116095,50,30896,Yes
22029,119632,58,20728,Yes
47264,488952,71,0,No
10651,123678,56,42338,Yes
48209,541737,55,0,No
39722,465938,80,0,No
41698,340485,53,0,No
17509,440482,51,0,No
30875,672111,91,0,No
14336,713393,68,0,No
15104,675519,59,0,No
27811,188905,54,62958,Yes
22453,617478,79,0,No
18658,732466,64,0,No
36279,129145,53,59784,Yes
26779,274589,85,67738,Yes
11726,667396,93,0,No
48778,191254,89,65394,Yes
3619,594915,94,0,No
27206,543088,52,0,No
3292,384933,87,0,No
31390,147205,79,89803,Yes
43334,430312,89,0,No
16131,707731,98,0,No
41665,230739,78,34730,Yes
45702,380594,80,0,No
23177,703864,90,0,No
20474,518750,99,0,No
35328,409298,74,0,No
41849,630564,56,0,No
48336,330360,87,0,No
38710,336984,52,0,No
27758,683241,84,0,No
43459,527166,80,0,No
7202,741881,88,0,No
15442,50368,64,75066,Yes
37858,740162,68,0,No
28740,384111,80,0,No
2768,303308,66,0,No
29573,55093,56,93540,Yes
8483,692533,92,0,No
10463,313448,84,0,No
15299,524884,58,0,No
8249,137723,84,80081,Yes
7361,208071,85,85793,Yes
36055,664591,64,0,No
18745,86280,83,34625,Yes
20130,639897,61,0,No
17470,376180,57,0,No
19402,135320,67,42711,Yes
44584,500411,53,0,No
31135,566178,76,0,No
24244,353222,90,0,No
49035,132572,99,48081,Yes
28690,353531,52,0,No
16670,438009,94,0,No
10322,655692,51,0,No
27042,335212,92,0,No
15710,597732,75,0,No
10774,133151,92,74580,Yes
16940,606790,90,0,No
7944,52328,51,80743,Yes
26117,539600,76,0,No
45833,50211,78,72502,Yes
22912,702658,51,0,No
49003,188375,50,32709,Yes
37576,491038,53,0,No
4557,283177,86,20870,Yes
20312,548592,75,0,No
21862,404256,57,0,No
11106,413367,84,0,No
17984,735709,55,0,No
19789,299248,52,64397,Yes
40871,665897,65,0,No
1391,591678,63,0,No
45317,411576,70,0,No
35914,627416,62,0,No
40325,73080,70,76400,Yes
12350,142894,98,58235,Yes
8837,368562,59,0,No
21720,618786,70,0,No
49846,790310,94,0,No
21290,232370,58,51416,Yes
46527,403076,51,0,No
33015,241177,69,27072,Yes
42364,585193,57,0,No
48309,218558,93,78893,Yes
11419,243331,86,96968,Yes
43381,404882,87,0,No
23663,169119,51,48088,Yes
20396,370590,56,0,No
47231,455093,56,0,No
10027,414998,91,0,No
13954,789700,86,0,No
18056,139038,85,66882,Yes
17232,176144,59,35267,Yes
11952,435347,93,0,No
16035,628028,68,0,No
13074,434826,55,0,No
6957,794046,90,0,No
35745,673055,77,0,No
27672,117362,66,84548,Yes
22070,447607,67,0,No
4533,496267,51,0,No
31198,704840,94,0,No
31521,736875,62,0,No
44234,337754,68,0,No
17019,603467,54,0,No
13881,481056,60,0,No
34248,438029,76,0,No
27181,125799,93,38145,Yes
12715,548085,62,0,No
5533,351585,73,0,No
1511,143847,89,27018,Yes
9855,455150,93,0,No
9467,112286,55,42605,Yes
6992,597659,73,0,No
15748,285171,96,63859,Yes
33669,143755,97,44747,Yes
20731,94899,89,21966,Yes
12195,450569,85,0,No
38401,452566,81,0,No
43551,680920,95,0,No
35375,67226,78,30069,Yes
4144,404416,55,0,No
30618,329319,67,0,No
46151,550781,91,0,No
47775,640416,83,0,No
1291,557258,75,0,No
45164,711903,77,0,No
4537,501555,69,0,No
10331,656450,73,0,No
45523,684987,54,0,No
23857,495876,89,0,No
19542,58608,95,41498,Yes
27079,223374,73,73133,Yes
25884,743458,64,0,No
13295,728005,55,0,No
38183,660620,76,0,No
14023,659321,52,0,No
44786,497745,58,0,No
5787,711095,97,0,No
43173,534552,72,0,No
4664,652180,57,0,No
1005,628841,98,0,No
38806,250971,97,65163,Yes
39618,133169,68,65261,Yes
29840,608467,78,0,No
28424,438699,85,0,No
20929,402213,68,0,No
40413,170613,97,87764,Yes
5239,456167,84,0,No
21472,770784,97,0,No
27751,455370,99,0,No
22876,504993,71,0,No
33289,564005,52,0,No
6016,132277,50,76895,Yes
3692,368391,84,0,No
49226,780872,67,0,No
25919,599817,83,0,No
35371,210772,79,38481,Yes
13883,458431,89,0,No
10626,295867,53,32889,Yes
19316,626357,71,0,No
7875,697258,86,0,No
27116,402507,57,0,No
643,77521,66,86516,Yes
30918,618282,67,0,No
5699,261829,69,52940,Yes
18967,615936,57,0,No
17133,235960,84,72006,Yes
38598,394759,95,0,No
20593,615858,55,0,No
42758,229550,60,43120,Yes
43987,523410,62,0,No
7813,120613,59,20605,Yes
18400,245601,97,39110,Yes
4125,315735,55,0,No
19735,663648,66,0,No
22230,582772,55,0,No
19753,390228,97,0,No
44340,421359,91,0,No
36676,325275,70,0,No
383,171340,63,41850,Yes
10534,497761,73,0,No
11274,159510,68,83052,Yes
20992,463228,64,0,No
30574,575686,54,0,No
22525,259668,73,79591,Yes
20675,166167,84,35390,Yes
32526,692337,91,0,No
7603,394363,90,0,No
1064,387209,61,0,No
33314,357827,57,0,No
5198,471070,71,0,No
43974,746641,64,0,No
8690,66536,61,47915,Yes
33332,740626,52,0,No
33721,482757,78,0,No
21268,413609,73,0,No
28878,576200,64,0,No
35534,308938,71,0,No
30693,116489,64,34597,Yes
9874,501822,66,0,No
39286,409973,71,0,No
35358,437825,71,0,No
29756,761389,89,0,No
10335,651652,78,0,No
23581,749031,59,0,No
26408,327094,88,0,No
2967,412474,74,0,No
29073,432645,63,0,No
24003,569743,82,0,No
2337,551529,71,0,No
20815,261631,98,32704,Yes
47377,332149,71,0,No
3651,717025,66,0,No
541,755025,66,0,No
5236,684092,60,0,No
8263,653029,61,0,No
36916,735645,53,0,No
46271,195213,67,67293,Yes
46804,220633,85,77388,Yes
36801,244740,62,83548,Yes
19763,346253,93,0,No
6138,733812,96,0,No
26006,469513,98,0,No
34848,726296,89,0,No
5129,515360,65,0,No
3814,770976,85,0,No
45198,381789,50,0,No
48894,311254,50,0,No
1098,689139,95,0,No
23699,757010,93,0,No
19289,374628,88,0,No
43244,340975,96,0,No
27611,270032,76,53802,Yes
9995,505639,63,0,No
30374,227856,93,94557,Yes
3612,142052,64,97609,Yes
4347,73150,68,49121,Yes
21563,698227,53,0,No
19925,533960,91,0,No
25066,784922,86,0,No
15609,109220,58,29735,Yes
22611,67733,59,80667,Yes
38064,337822,83,0,No
47382,101450,60,76890,Yes
19861,446786,80,0,No
42864,236406,59,92959,Yes
41224,150076,71,89357,Yes
28959,210709,58,66259,Yes
41392,771231,96,0,No
42371,497961,91,0,No
34696,606972,95,0,No
13738,664525,69,0,No
49966,735878,91,0,No
42281,337789,70,0,No
29738,353417,55,0,No
16397,523247,93,0,No
15752,484421,79,0,No
30573,552241,73,0,No
2402,564105,98,0,No
49108,215556,82,55617,Yes
24005,602200,78,0,No
37106,272557,94,51636,Yes
9818,642247,82,0,No
1929,402329,98,0,No
43812,264033,92,97653,Yes
44907,611240,85,0,No
17063,708092,79,0,No
17728,157267,67,95938,Yes
35133,522637,84,0,No
39663,373060,89,0,No
28435,127099,83,23995,Yes
41831,129558,91,49744,Yes
42133,300450,85,0,No
18314,55049,52,80342,Yes
8316,57577,52,52587,Yes
32465,315612,81,0,No
10577,80292,88,81442,Yes
49645,676065,54,0,No
41982,186614,69,59884,Yes
24425,328049,61,0,No
48657,695985,75,0,No
32893,394970,54,0,No
42811,604625,94,0,No
5681,764343,72,0,No
5446,117006,77,59800,Yes
39053,62265,69,90224,Yes
42692,378365,67,0,No
2535,102143,99,80547,Yes
29357,417367,74,0,No
10666,401734,77,0,No
22250,590186,64,0,No
17162,94715,50,76911,Yes
17034,268915,98,20851,Yes
18252,96133,99,22772,Yes
21985,424984,84,0,No
29219,339955,80,0,No
49944,715764,60,0,No
28168,133157,57,51250,Yes
40551,689962,51,0,No
28091,658350,58,0,No
21315,358963,77,0,No
17905,415474,53,0,No
13025,130620,90,21913,Yes
44557,763327,76,0,No
932,682843,62,0,No
25803,488590,74,0,No
14654,556706,86,0,No
37450,147970,83,68439,Yes
37246,55559,81,25736,Yes
9535,247287,64,30441,Yes
1056,578618,93,0,No
33560,691915,62,0,No
19153,588384,69,0,No
13883,59172,78,30026,Yes
49194,577371,51,0,No
30711,299705,73,66560,Yes
31404,638512,58,0,No
26491,567554,78,0,No
30623,652630,75,0,No
39913,340216,72,0,No
22360,300768,80,0,No
34761,138364,85,70418,Yes
13061,765771,94,0,No
25068,257930,99,23885,Yes
10639,178275,72,55163,Yes
39986,360034,71,0,No
11403,500399,75,0,No
28242,248591,80,92088,Yes
8060,334862,53,0,No
24781,480754,81,0,No
8290,224908,89,51185,Yes
36194,634337,82,0,No
3819,116447,85,91393,Yes
32316,723623,91,0,No
44526,742405,74,0,No
11054,475150,63,0,No
44049,180446,73,53457,Yes
26458,504031,85,0,No
37349,525236,93,0,No
34299,236361,76,38396,Yes
16752,607330,57,0,No
39129,210863,72,26046,Yes
43093,460703,77,0,No
37654,260410,70,69006,Yes
4272,730252,50,0,No
44940,689147,56,0,No
24707,76861,68,22561,Yes
28455,538624,86,0,No
16360,770186,86,0,No
25045,796825,92,0,No
46806,320892,51,0,No
43471,181823,57,50748,Yes
47846,85663,84,68794,Yes
33577,423864,57,0,No
45823,136871,64,59285,Yes
10610,635484,53,0,No
1595,350500,61,0,No
30901,238149,65,92590,Yes
46197,363216,71,0,No
11817,726013,89,0,No
48904,747541,94,0,No
7211,641931,68,0,No
28878,205420,62,35704,Yes
382,309760,61,0,No
46756,208566,91,50428,Yes
36141,611181,73,0,No
29511,676797,56,0,No
17258,333438,97,0,No
32426,305438,99,0,No
49558,453000,88,0,No
25542,294594,50,28536,Yes
32375,350302,87,0,No
33753,89297,83,56752,Yes
44723,657291,82,0,No
40697,56993,71,79982,Yes
25058,759865,60,0,No
46410,550916,60,0,No
46220,115663,87,96994,Yes
17317,120375,86,96632,Yes
22179,611549,99,0,No
34846,165684,67,84330,Yes
23375,103617,96,55956,Yes
46082,108892,73,74875,Yes
24465,358685,55,0,No
38950,126995,71,43593,Yes
8709,736914,86,0,No
21053,539085,86,0,No
14138,685977,63,0,No
47959,469750,88,0,No
19378,615787,55,0,No
11308,432482,83,0,No
23836,383669,85,0,No
19778,111055,50,29690,Yes
2754,501268,53,0,No
2210,563470,61,0,No
48842,178495,65,88616,Yes
742,326839,89,0,No
22577,480232,99,0,No
34961,316264,57,0,No
29136,137352,72,75853,Yes
17604,700272,60,0,No
15296,358755,74,0,No
27959,792789,57,0,No
42425,239941,82,49626,Yes
13721,796286,61,0,No
47412,237756,50,48181,Yes
23419,444211,81,0,No
30885,583688,85,0,No
11474,753438,97,0,No
37665,557558,67,0,No
32170,652293,56,0,No
22600,798488,73,0,No
12462,248179,82,64984,Yes
276,474505,51,0,No
25798,787446,76,0,No
5044,92842,71,87858,Yes
6954,742213,66,0,No
20316,307918,69,0,No
24424,587575,83,0,No
29908,776310,80,0,No
3063,520884,97,0,No
37284,61696,97,78963,Yes
31353,605004,64,0,No
2094,796101,75,0,No
42605,286812,96,54362,Yes
33576,373252,75,0,No
38941,184766,83,66824,Yes
49506,523937,68,0,No
48073,784672,63,0,No
40146,668165,90,0,No
46462,591389,75,0,No
49111,323693,99,0,No
24139,529407,90,0,No
18872,679784,70,0,No
4711,322055,58,0,No
42282,306459,94,0,No
34837,205373,78,99859,Yes
24374,291018,99,33005,Yes
4794,608093,51,0,No
21195,608236,58,0,No
36143,313683,78,0,No
16923,736064,77,0,No
43047,111252,74,42956,Yes
18815,782715,95,0,No
40617,737332,85,0,No
31422,148250,50,41906,Yes
17838,118989,85,36519,Yes
38547,509804,57,0,No
22544,132985,62,57200,Yes
19779,404955,74,0,No
31941,351099,73,0,No
11583,592104,63,0,No
34316,453427,60,0,No
44700,545230,83,0,No
30711,592754,85,0,No
16093,426276,73,0,No
2714,548960,80,0,No
20721,292314,68,30611,Yes
8272,192431,78,99979,Yes
48863,533450,88,0,No
41252,671123,63,0,No
13466,691873,69,0,No
47100,323674,72,0,No
10786,577086,53,0,No
20332,294025,64,24127,Yes
11225,567273,67,0,No
13165,637171,65,0,No
32537,599996,62,0,No
38851,67283,54,97710,Yes
21594,774370,99,0,No
40344,347565,81,0,No
3257,559789,75,0,No
16832,103471,87,33645,Yes
28588,559133,84,0,No
40409,795998,75,0,No
40972,64576,65,88586,Yes
19871,745508,84,0,No
47983,293294,54,57395,Yes
46902,502392,85,0,No
11712,789953,51,0,No
5650,545462,56,0,No
33023,185951,81,52059,Yes
29135,149088,55,60110,Yes
49133,567291,92,0,No
33086,686713,99,0,No
20148,146707,65,90619,Yes
26779,684216,63,0,No
39724,728827,74,0,No
47568,498462,80,0,No
138,275514,64,51327,Yes
47641,559119,87,0,No
41619,305598,65,0,No
19481,63579,95,59029,Yes
32469,493421,65,0,No
37908,527566,80,0,No
34017,414735,82,0,No
11890,444410,97,0,No
14505,496157,76,0,No
48553,785432,74,0,No
49022,782639,68,0,No
15111,759182,71,0,No
41457,186277,62,96166,Yes
36225,387196,72,0,No
4041,430731,50,0,No
31864,233131,98,67412,Yes
41957,616083,82,0,No
8583,56550,73,57685,Yes
45386,637439,60,0,No
15806,553479,84,0,No
3045,84983,57,62752,Yes
29303,515655,61,0,No
45585,205603,86,86478,Yes
40240,759849,68,0,No
26186,266904,86,27291,Yes
27133,588469,95,0,No
8897,74626,99,94629,Yes
13938,219606,59,96820,Yes
15698,773618,79,0,No
28010,140454,87,33609,Yes
8887,144008,78,87148,Yes
572,535064,80,0,No
12573,346293,82,0,No
11028,132826,82,66359,Yes
17107,298080,97,89161,Yes
25125,734763,88,0,No
2555,610251,76,0,No
16678,185043,52,52200,Yes
15866,524306,82,0,No
26841,493037,87,0,No
6689,111058,99,33751,Yes
36728,527417,75,0,No
11959,639453,71,0,No
2710,769741,63,0,No
42959,675504,94,0,No
37080,306836,84,0,No
4341,496952,81,0,No
35782,655888,85,0,No
6865,669434,98,0,No
22141,374697,82,0,No
8749,273021,96,59881,Yes
19866,96772,79,30495,Yes
32029,294890,73,66809,Yes
18957,179006,61,88988,Yes
23574,429976,50,0,No
26501,264287,61,62183,Yes
6480,215624,88,94575,Yes
35163,704721,96,0,No
1316,143603,82,68399,Yes
333,269634,54,42897,Yes
6241,190939,61,29176,Yes
4972,488327,85,0,No
35656,154877,79,20632,Yes
12465,168706,60,30592,Yes
46589,216201,89,48383,Yes
11542,172996,93,26021,Yes
22378,524531,53,0,No
43005,615402,86,0,No
28822,672247,97,0,No
48639,600887,78,0,No
12684,128097,59,68826,Yes
9456,737578,88,0,No
28645,114546,55,52349,Yes
48074,316065,90,0,No
20192,750605,84,0,No
21701,696589,98,0,No
27067,178398,82,46443,Yes
18869,141210,50,60313,Yes
28849,356592,68,0,No
12157,495616,51,0,No
6518,417430,86,0,No
26478,82150,67,84717,Yes
48874,731754,65,0,No
24895,521615,51,0,No
4133,301349,60,0,No
43228,139176,96,55408,Yes
38315,199795,84,68952,Yes
12639,259847,83,91120,Yes
28051,527365,53,0,No
21908,178985,66,86208,Yes
3161,339625,58,0,No
4276,115031,54,91891,Yes
3986,58823,81,27273,Yes
1213,396549,87,0,No
31746,769936,81,0,No
27873,70051,95,73150,Yes
44597,254169,63,73481,Yes
