user_id,subscription_plan,monthly_fee,months_active,churn_risk
35671,Premium,499,30,Low
53993,Premium,999,34,Low
46630,Premium,0,31,Low
52327,Free,499,12,High
30835,Free,0,2,High
7790,Basic,0,10,Low
58663,Premium,999,21,High
42397,Free,999,14,Low
9264,Premium,499,21,Low
56845,Basic,999,22,High
10524,Basic,999,5,Low
50788,Premium,499,15,Low
57180,Free,0,23,Low
57779,Free,999,27,Low
2833,Premium,0,27,High
27577,Free,499,28,Low
10253,Premium,0,29,High
22385,Basic,499,32,Low
22754,Basic,499,1,High
34537,Basic,0,5,Low
42166,Premium,0,33,High
44727,Free,0,2,High
13197,Basic,499,8,Low
15751,Basic,0,24,High
4292,Premium,499,27,High
5071,Premium,999,26,Low
38459,Basic,499,16,Low
37342,Basic,999,3,High
102,Free,499,28,Low
22678,Free,499,26,Low
26218,Premium,0,6,High
55969,Premium,499,28,Low
29314,Premium,0,24,Low
24889,Free,499,7,Low
38449,Basic,499,32,Low
12890,Free,499,3,Low
59262,Basic,0,20,Low
24610,Basic,999,21,High
22374,Premium,499,19,Low
29831,Basic,499,11,Low
19484,Free,999,11,High
18683,Basic,0,16,High
52201,Basic,999,35,Low
53907,Free,499,9,Low
9251,Free,0,33,Low
19076,Premium,499,9,Low
6744,Free,999,20,Low
9855,Premium,0,14,Low
33972,Free,0,22,High
20552,Premium,0,15,Low
50058,Free,499,16,High
8676,Free,499,31,High
21350,Premium,0,13,Low
29863,Basic,0,2,Low
27102,Premium,999,35,Low
22201,Basic,999,33,Low
38726,Free,0,7,High
4106,Premium,499,7,Low
40573,Premium,999,14,High
50481,Premium,499,26,High
16492,Basic,999,5,Low
45584,Premium,999,5,Low
9038,Basic,999,1,Low
43606,Basic,499,23,Low
51066,Free,0,24,Low
14177,Free,0,17,Low
52598,Premium,499,33,Low
27368,Premium,999,3,High
19316,Basic,0,26,High
31872,Free,499,27,High
56949,Premium,499,2,Low
38911,Free,499,33,High
2445,Free,0,9,High
36283,Free,499,3,Low
38451,Premium,499,12,Low
29685,Premium,499,21,High
21373,Basic,499,31,Low
57832,Free,999,13,Low
28736,Free,499,22,Low
48954,Free,0,30,High
28022,Premium,499,33,High
45608,Premium,0,33,High
18333,Free,999,7,Low
30799,Basic,999,35,High
26249,Basic,499,13,High
18643,Free,0,9,Low
47474,Free,0,8,Low
24702,Premium,999,14,High
10734,Premium,999,20,High
18148,Free,499,29,Low
52312,Premium,0,3,High
37415,Free,0,4,Low
8924,Premium,0,4,Low
13542,Basic,499,8,Low
52398,Free,499,10,Low
38872,Premium,499,22,High
27710,Premium,499,23,Low
29425,Free,999,18,Low
21183,Free,999,27,High
37799,Premium,499,21,Low
12394,Premium,499,25,Low
52629,Premium,999,19,High
59405,Basic,999,1,Low
50552,Premium,499,4,Low
11844,Basic,0,17,Low
4204,Premium,0,18,Low
20364,Free,0,4,Low
50702,Basic,499,14,Low
17449,Premium,499,22,High
54815,Premium,0,34,High
57846,Free,0,22,Low
51551,Premium,999,21,High
17888,Free,499,21,Low
12490,Free,0,12,High
15374,Free,0,33,Low
55659,Free,499,28,High
31780,Free,499,8,Low
23320,Premium,999,28,Low
35590,Free,0,19,High
38802,Basic,499,1,Low
42819,Free,499,33,Low
43977,Basic,499,30,High
4906,Premium,0,1,Low
18871,Premium,499,21,Low
51024,Basic,0,23,Low
55893,Basic,0,3,High
45349,Premium,0,27,High
55362,Free,999,23,Low
32277,Basic,999,2,Low
38075,Free,499,9,Low
18596,Free,999,34,Low
53111,Premium,0,4,High
4498,Premium,0,31,Low
2058,Basic,999,26,High
51572,Basic,499,13,Low
40727,Free,999,34,High
28204,Basic,499,32,High
36565,Premium,999,35,High
36454,Free,0,28,Low
30856,Premium,499,16,High
6494,Premium,999,12,High
5340,Free,999,32,High
10193,Free,499,34,High
10019,Premium,999,13,High
15352,Basic,499,5,High
55989,Premium,0,5,Low
21830,Basic,0,30,High
43215,Free,999,35,Low
10421,Free,0,6,High
4732,Premium,999,25,Low
18239,Basic,499,2,High
37928,Premium,499,24,Low
12114,Premium,999,4,Low
19820,Free,499,15,High
18029,Premium,499,32,Low
50682,Basic,0,32,High
53111,Free,999,6,Low
42892,Free,0,4,Low
41189,Free,999,10,Low
51736,Basic,999,32,Low
5159,Premium,999,31,High
13519,Free,0,30,Low
41719,Basic,499,12,Low
32403,Basic,499,27,High
53876,Free,0,14,Low
42224,Basic,499,20,Low
28343,Premium,0,2,Low
31734,Premium,499,21,Low
52507,Premium,999,26,High
9893,Basic,499,23,Low
2610,Basic,499,15,High
15119,Premium,0,18,Low
54162,Basic,0,17,Low
43481,Free,499,20,Low
85,Premium,999,4,Low
17355,Free,499,14,Low
18836,Free,999,1,Low
23746,Free,0,26,High
2450,Free,499,24,Low
50137,Free,499,9,High
59641,Premium,0,28,High
7711,Basic,499,35,Low
54381,Free,0,13,Low
23686,Free,499,18,High
46099,Premium,499,13,Low
49147,Free,0,13,Low
7667,Basic,0,33,Low
23536,Basic,0,6,Low
25469,Free,999,13,Low
52732,Free,999,32,High
57985,Premium,0,15,Low
58655,Basic,999,14,Low
57403,Free,0,24,Low
15892,Free,999,16,Low
1197,Basic,0,19,High
29946,Basic,999,18,Low
49529,Premium,0,24,Low
39032,Premium,999,17,High
804,Premium,0,6,Low
21563,Free,0,24,High
20557,Basic,0,28,Low
31180,Free,999,8,Low
2219,Free,0,10,Low
22668,Premium,999,9,High
11683,Free,999,2,Low
10294,Basic,499,4,High
55239,Basic,999,13,High
49502,Basic,999,5,High
1318,Premium,499,10,Low
43903,Free,0,29,Low
25698,Free,999,30,High
28771,Premium,499,22,Low
14574,Free,499,20,High
17040,Free,999,17,Low
7882,Free,999,29,Low
45554,Premium,0,21,Low
53829,Free,999,22,High
212,Premium,0,21,High
13942,Premium,999,34,High
26548,Premium,499,35,High
41379,Basic,0,28,High
48532,Free,0,29,Low
40941,Basic,499,24,High
17445,Premium,499,4,High
34841,Free,999,33,Low
14088,Free,499,3,Low
55749,Premium,0,13,High
24347,Basic,0,11,Low
42486,Free,499,14,Low
38848,Free,499,13,Low
20984,Premium,999,1,High
46251,Premium,499,34,High
20199,Basic,499,2,Low
58111,Free,0,20,High
45811,Free,0,31,Low
32157,Basic,0,9,High
34927,Premium,0,14,Low
54227,Premium,499,31,Low
54652,Basic,999,29,High
24157,Basic,999,32,Low
1219,Free,499,12,Low
58389,Free,999,35,High
1883,Premium,0,2,Low
24232,Free,0,5,Low
51900,Free,999,17,High
25989,Free,999,33,High
17217,Basic,999,27,High
4525,Basic,999,4,Low
27970,Basic,0,1,Low
34055,Premium,499,20,Low
16101,Premium,499,32,High
17432,Free,999,20,High
52698,Basic,499,29,Low
50376,Free,499,3,Low
22643,Premium,0,12,Low
29046,Premium,499,11,Low
29213,Basic,999,28,Low
3602,Basic,0,2,Low
54705,Free,0,26,Low
21902,Free,999,10,High
6606,Basic,499,9,Low
56480,Premium,999,31,Low
26493,Premium,0,14,Low
17999,Free,499,1,Low
36990,Basic,499,21,Low
36168,Free,999,20,High
42504,Basic,999,15,Low
20844,Free,499,30,High
6829,Basic,0,31,Low
59978,Basic,499,21,Low
10979,Basic,999,1,Low
3583,Free,999,12,Low
9187,Premium,0,5,Low
49018,Basic,499,33,High
47409,Free,499,15,Low
53150,Basic,0,23,Low
33284,Free,499,7,High
58741,Premium,0,28,Low
58710,Free,999,1,Low
24480,Free,499,33,Low
29542,Free,999,27,Low
42644,Free,999,1,High
24412,Premium,0,16,High
45962,Premium,0,33,High
23289,Free,999,19,Low
17076,Free,0,33,Low
54685,Premium,0,12,High
57134,Premium,999,28,Low
19352,Premium,999,12,High
17257,Basic,499,1,Low
26673,Free,499,34,High
20062,Basic,0,10,Low
39396,Premium,499,20,High
12245,Basic,499,1,High
626,Free,499,20,Low
49387,Basic,999,5,Low
24601,Premium,0,12,Low
45730,Free,0,24,High
41720,Free,0,31,Low
17209,Premium,0,8,High
5309,Free,999,15,High
14745,Basic,0,22,High
36818,Premium,0,21,Low
17558,Free,499,23,High
17827,Basic,0,7,Low
23657,Basic,499,17,Low
3442,Premium,999,34,High
52161,Basic,999,30,Low
9306,Free,999,11,Low
47591,Basic,499,15,Low
21339,Basic,499,24,Low
30654,Basic,999,1,High
16609,Premium,999,6,Low
2275,Premium,499,12,High
34080,Basic,499,31,High
26629,Basic,0,26,High
20645,Premium,0,22,Low
53399,Premium,999,10,High
2801,Premium,0,13,High
22994,Basic,0,22,High
11987,Premium,999,16,Low
43296,Premium,0,22,Low
49054,Basic,0,12,High
22773,Premium,0,23,Low
5162,Free,999,22,Low
53467,Basic,999,18,Low
40871,Free,0,32,Low
58195,Basic,0,6,Low
34129,Premium,999,12,High
2143,Free,999,28,Low
58473,Basic,0,18,Low
35633,Basic,0,35,Low
59234,Premium,999,13,Low
55020,Premium,999,31,Low
56730,Premium,499,33,High
13136,Free,499,27,High
9874,Basic,0,1,High
56833,Basic,0,21,Low
20976,Free,0,22,High
11438,Basic,0,7,High
58099,Premium,999,6,Low
32918,Premium,999,32,High
11985,Free,499,30,Low
25663,Basic,499,35,High
31279,Basic,999,31,High
53762,Premium,999,33,High
22381,Basic,0,31,High
34924,Free,999,21,Low
38088,Free,0,4,Low
23809,Free,0,3,High
4499,Premium,499,26,Low
29395,Basic,0,3,High
53682,Basic,0,34,High
27088,Premium,0,11,Low
34093,Free,499,9,Low
23788,Basic,999,2,Low
663,Free,499,29,High
44046,Free,999,8,Low
16091,Free,999,19,High
57591,Premium,999,18,Low
43078,Free,499,29,Low
46119,Free,499,30,Low
45671,Basic,999,1,High
15884,Premium,499,9,Low
35417,Premium,0,27,Low
22523,Free,499,4,Low
52680,Free,0,11,Low
2519,Premium,0,9,High
32118,Free,999,4,Low
5625,Basic,499,14,High
45498,Basic,499,11,High
801,Free,0,24,Low
25771,Premium,499,34,Low
47262,Premium,999,35,High
26545,Free,999,24,High
15082,Free,499,16,Low
14117,Free,499,2,Low
56787,Basic,0,14,Low
34346,Free,999,20,Low
27117,Free,999,20,Low
51996,Free,499,20,Low
41968,Basic,999,8,High
25879,Free,499,32,Low
38780,Basic,0,14,High
5866,Premium,499,20,Low
47868,Basic,999,26,Low
30830,Basic,499,31,High
57417,Basic,499,3,High
29918,Free,0,21,Low
49407,Free,499,10,Low
18296,Premium,499,14,Low
5370,Basic,0,34,High
32835,Basic,0,16,High
5984,Free,499,35,Low
18867,Premium,999,26,High
59914,Basic,0,23,Low
43700,Free,499,34,Low
49043,Basic,499,5,Low
37628,Free,499,3,High
45012,Basic,0,20,Low
18718,Free,0,34,High
1275,Premium,499,5,Low
20872,Premium,0,4,Low
7800,Free,499,13,Low
31446,Basic,0,34,High
36825,Basic,0,3,Low
21599,Premium,999,22,Low
9541,Basic,999,13,High
53993,Basic,999,29,Low
5909,Basic,499,1,Low
47129,Free,0,24,Low
33211,Basic,499,20,High
15343,Premium,499,15,Low
7495,Premium,499,32,Low
22289,Basic,499,22,High
36048,Premium,999,16,Low
51352,Free,499,16,Low
44118,Basic,499,15,Low
49887,Basic,0,16,High
2353,Premium,499,12,Low
57043,Basic,0,26,Low
12393,Premium,0,23,Low
57897,Basic,499,18,Low
18277,Basic,0,7,Low
11884,Premium,499,5,Low
15412,Basic,999,2,Low
34444,Premium,499,34,High
23833,Premium,499,14,Low
31918,Free,0,18,High
34239,Basic,0,31,High
23865,Free,999,16,Low
35509,Premium,499,32,Low
48610,Premium,499,6,Low
19046,Basic,499,1,High
38,Basic,499,25,Low
4742,Free,999,5,Low
48529,Free,499,22,High
20371,Premium,999,15,High
27152,Free,0,34,High
13924,Basic,499,15,High
35057,Free,0,34,Low
11137,Premium,0,24,Low
9331,Basic,999,3,Low
36931,Free,499,8,High
35650,Basic,499,3,Low
53599,Free,0,30,High
25749,Basic,999,1,High
47631,Premium,499,10,Low
25254,Basic,0,28,Low
6354,Premium,999,1,High
8561,Basic,999,9,Low
53191,Premium,0,23,High
34118,Basic,0,19,High
35456,Basic,999,15,High
45046,Free,0,14,Low
11537,Basic,999,11,Low
44920,Free,999,15,Low
56860,Free,0,15,High
35814,Basic,499,6,High
30061,Basic,0,19,High
30002,Premium,499,11,High
1984,Premium,999,31,High
26558,Free,0,35,High
13943,Free,499,8,Low
16588,Premium,499,26,Low
48151,Premium,0,10,Low
6010,Premium,999,11,Low
6897,Basic,499,34,Low
52328,Premium,0,19,Low
167,Premium,499,31,Low
32068,Premium,999,19,High
35506,Premium,0,34,Low
13772,Free,499,8,Low
33794,Free,999,1,Low
59000,Basic,999,31,Low
28626,Basic,999,11,Low
38257,Basic,0,4,Low
17574,Free,999,23,Low
1508,Free,499,29,Low
10569,Premium,0,33,Low
22858,Basic,0,25,Low
44451,Basic,999,19,Low
11421,Premium,999,28,Low
43318,Basic,0,32,Low
35385,Basic,0,22,Low
58544,Free,999,12,High
24772,Basic,999,24,High
54841,Premium,999,33,Low
831,Premium,0,18,Low
41068,Basic,499,20,High
5726,Premium,499,16,High
21214,Premium,499,11,Low
19644,Basic,499,21,High
47114,Basic,499,3,Low
59956,Premium,499,1,Low
13550,Premium,999,5,High
14748,Basic,0,34,High
23642,Premium,999,11,Low
29700,Free,0,16,High
18805,Basic,999,18,Low
39405,Premium,999,12,Low
52838,Basic,0,20,Low
11871,Premium,999,7,Low
29240,Free,999,19,Low
31687,Free,999,16,Low
59973,Premium,499,30,High
30094,Basic,999,20,Low
54098,Premium,0,24,Low
41349,Free,499,7,Low
40248,Free,499,4,High
56647,Premium,0,21,High
5941,Premium,999,7,Low
34649,Free,499,12,High
27358,Free,499,23,Low
16914,Free,0,33,Low
29786,Premium,0,8,High
53122,Free,999,2,Low
33394,Basic,499,24,Low
48288,Free,499,2,Low
6932,Premium,0,24,Low
58338,Free,499,30,High
53880,Premium,0,10,High
41240,Basic,0,19,High
27994,Premium,0,19,Low
34975,Premium,0,33,Low
49885,Premium,0,34,High
5608,Basic,499,30,Low
27681,Premium,0,30,Low
3363,Free,999,28,High
49096,Premium,0,1,Low
51266,Basic,999,35,Low
53611,Premium,999,5,High
44049,Free,0,17,Low
18835,Premium,0,23,High
32044,Premium,0,6,Low
50260,Free,999,32,High
43628,Basic,999,26,Low
16054,Premium,499,34,High
22484,Basic,999,3,High
38166,Free,999,32,High
55140,Premium,999,1,High
34208,Basic,499,17,Low
58577,Basic,0,24,High
56132,Premium,0,22,Low
26817,Premium,499,18,Low
8764,Premium,0,7,Low
39155,Basic,0,15,Low
58529,Basic,999,10,High
23486,Premium,0,33,Low
31904,Premium,999,6,High
12289,Premium,999,22,High
832,Free,0,14,Low
16334,Premium,499,32,High
23193,Free,0,23,Low
32018,Free,0,21,Low
26848,Free,0,24,High
38631,Premium,0,9,Low
9558,Free,0,13,High
26235,Premium,0,25,Low
5181,Premium,499,15,Low
23549,Premium,499,1,Low
43968,Basic,999,17,Low
23566,Basic,0,14,Low
38752,Free,0,6,High
56837,Free,499,22,High
42818,Premium,499,22,Low
10225,Basic,0,25,High
33547,Premium,999,20,High
38511,Premium,0,8,High
43412,Premium,499,35,Low
8139,Free,999,24,Low
22238,Premium,999,34,High
33589,Premium,0,13,High
11575,Premium,0,5,Low
14575,Premium,999,8,High
47557,Basic,0,20,Low
54902,Basic,0,5,Low
38169,Free,0,23,Low
20938,Free,499,33,Low
9094,Free,0,7,High
49993,Free,0,32,High
11791,Free,499,2,High
21195,Basic,499,4,High
48846,Basic,999,29,Low
3719,Premium,999,26,Low
643,Basic,999,19,High
7327,Free,499,1,Low
13500,Basic,0,24,High
34679,Free,0,18,High
49436,Free,0,34,High
40827,Basic,999,15,Low
38093,Premium,499,8,High
19561,Basic,0,12,High
49741,Free,499,4,Low
44826,Basic,499,12,Low
4295,Free,499,5,High
30535,Free,0,15,Low
15997,Premium,0,4,Low
59561,Free,999,25,Low
16883,Free,499,32,High
59878,Premium,999,21,Low
9706,Free,999,4,High
59993,Free,0,11,High
50050,Premium,999,17,High
34126,Free,499,15,High
4796,Free,499,6,High
25590,Free,499,3,Low
54544,Basic,999,30,Low
12944,Free,0,29,Low
51903,Premium,999,7,Low
20577,Premium,0,8,Low
20223,Premium,0,27,High
21783,Free,499,22,Low
20909,Premium,0,14,Low
10883,Premium,0,15,Low
50115,Premium,0,22,Low
15589,Free,499,26,Low
20255,Basic,0,34,Low
15725,Premium,999,17,High
34355,Basic,0,18,Low
8237,Free,499,30,Low
3509,Basic,499,2,High
21662,Free,0,11,Low
49566,Free,499,19,High
4105,Free,499,22,Low
26775,Basic,0,26,Low
48559,Premium,999,12,High
21467,Free,999,13,High
27696,Basic,999,10,Low
18623,Basic,499,8,High
44569,Premium,999,9,Low
51090,Basic,999,1,Low
48331,Free,0,18,High
3603,Basic,499,18,Low
29671,Free,0,34,Low
59995,Free,499,1,Low
29470,Basic,499,19,Low
28008,Free,499,35,Low
17213,Premium,499,14,High
1778,Free,499,8,Low
42626,Premium,999,9,High
11243,Basic,999,9,High
20921,Free,0,9,High
53555,Free,999,29,Low
36914,Premium,0,27,High
28512,Basic,0,32,High
5272,Basic,999,4,Low
24372,Premium,999,25,Low
33894,Basic,499,4,High
58003,Premium,999,32,High
8224,Free,999,9,Low
14516,Premium,0,26,High
4056,Free,0,5,High
57361,Free,0,5,High
49418,Free,0,13,High
2397,Premium,0,1,Low
43458,Free,999,11,Low
9503,Free,0,5,Low
9766,Free,999,26,Low
4601,Basic,499,7,High
52799,Premium,0,31,High
58530,Free,0,23,Low
34099,Premium,0,23,Low
39354,Premium,999,34,Low
19831,Premium,0,3,High
3136,Free,999,21,Low
36579,Basic,499,2,Low
51326,Premium,0,4,High
39314,Free,999,23,Low
43070,Premium,0,18,Low
30470,Basic,999,11,Low
28438,Free,999,17,Low
15850,Free,999,2,Low
17267,Free,0,11,High
38087,Basic,0,15,Low
29616,Free,999,2,High
17065,Free,0,17,Low
47188,Basic,0,9,High
59291,Premium,0,6,High
55754,Basic,999,26,High
33678,Premium,999,8,Low
2832,Free,999,21,Low
3658,Free,999,4,Low
24758,Basic,999,27,Low
53748,Basic,999,3,High
2988,Premium,999,15,Low
26599,Premium,999,8,High
53553,Free,999,25,Low
31158,Basic,999,17,Low
57659,Free,999,26,High
46821,Basic,0,29,Low
30828,Free,999,10,High
11384,Premium,0,28,High
15722,Free,999,11,High
29060,Premium,0,33,High
10517,Premium,499,1,Low
3698,Free,499,1,Low
24839,Premium,499,10,High
1986,Free,0,27,Low
15744,Premium,0,11,High
30579,Premium,499,30,Low
23254,Premium,0,30,High
14666,Basic,0,8,High
20134,Premium,499,24,High
56746,Basic,499,18,Low
4541,Free,499,18,Low
51228,Free,999,7,Low
2361,Basic,0,13,Low
1523,Free,499,12,High
26711,Free,499,16,Low
35379,Premium,499,32,High
26895,Basic,999,16,High
9160,Free,499,24,Low
22612,Free,999,18,Low
6194,Basic,0,28,Low
4225,Free,0,9,Low
18106,Free,0,11,Low
29221,Premium,999,7,High
2234,Basic,999,12,High
47612,Premium,499,29,High
53026,Premium,999,33,Low
49120,Basic,499,8,Low
35658,Premium,999,31,Low
8238,Free,499,32,Low
48095,Free,499,9,Low
6504,Premium,0,27,Low
28767,Premium,499,30,High
15503,Free,499,18,High
33662,Basic,499,4,Low
40796,Premium,499,22,High
55313,Premium,999,5,Low
36373,Free,999,20,High
20648,Basic,499,34,Low
58525,Free,0,18,High
627,Basic,0,6,Low
11979,Free,499,18,Low
57586,Premium,999,12,High
5858,Free,499,35,High
58384,Premium,999,5,Low
49423,Premium,0,26,High
53607,Basic,0,30,High
16629,Free,499,21,Low
12116,Basic,999,19,Low
2984,Basic,499,3,High
14732,Free,0,21,Low
46819,Premium,499,8,High
54951,Free,499,15,Low
47721,Free,499,8,Low
14393,Premium,999,15,High
17332,Free,0,27,Low
25599,Basic,999,3,High
57653,Free,499,4,High
38930,Premium,0,6,Low
33696,Free,0,32,Low
2520,Free,999,15,Low
8644,Premium,499,15,Low
50855,Premium,0,18,Low
16558,Premium,999,9,High
47547,Free,999,12,High
42924,Basic,499,17,High
27948,Basic,499,20,High
48648,Free,0,1,Low
36417,Premium,499,19,Low
47629,Basic,999,31,High
5282,Free,999,5,Low
56791,Basic,0,19,Low
33275,Premium,0,6,Low
2124,Basic,499,33,High
15559,Premium,999,15,Low
3754,Basic,0,28,High
21433,Premium,999,17,High
2316,Free,0,5,Low
10027,Free,999,12,High
49278,Free,999,21,High
4708,Premium,999,26,High
35194,Basic,499,7,Low
25562,Free,0,32,Low
33791,Premium,499,24,High
28883,Basic,499,30,Low
41684,Premium,0,28,Low
25520,Basic,999,21,High
43226,Premium,0,25,Low
31233,Premium,0,19,Low
46460,Premium,499,23,High
51557,Basic,0,35,Low
30381,Basic,0,11,Low
45131,Premium,0,18,Low
50529,Basic,499,33,Low
2558,Basic,499,8,Low
21857,Basic,499,22,Low
57687,Free,0,9,High
30526,Basic,499,31,High
40456,Premium,999,4,Low
27089,Premium,999,7,High
2274,Premium,0,33,Low
15965,Free,499,29,Low
1026,Basic,0,30,Low
57144,Premium,999,26,Low
51071,Free,499,5,Low
8414,Free,999,12,High
54041,Basic,499,4,Low
5934,Premium,499,29,High
19544,Premium,499,22,Low
1499,Premium,999,35,Low
39237,Free,0,32,High
2470,Free,0,31,Low
1127,Premium,999,8,Low
15953,Free,499,31,Low
27969,Basic,499,4,Low
38189,Free,0,17,Low
13281,Basic,0,22,High
52114,Basic,0,10,High
30622,Premium,999,12,Low
37962,Premium,999,29,High
23884,Basic,499,4,High
59354,Premium,999,28,Low
20644,Basic,0,30,Low
48425,Basic,0,2,Low
13215,Basic,999,4,High
37757,Basic,0,6,High
18926,Free,499,11,Low
23723,Basic,499,7,High
30615,Premium,499,1,Low
42910,Premium,999,31,High
14454,Basic,0,3,High
5397,Free,999,23,Low
12477,Premium,499,13,Low
39688,Premium,499,12,Low
47742,Basic,999,9,Low
5084,Premium,0,2,High
34934,Basic,0,19,Low
29912,Basic,0,12,Low
10144,Free,0,10,Low
5746,Free,0,34,Low
26962,Premium,499,23,High
4066,Premium,499,34,Low
12547,Premium,999,8,Low
29251,Basic,0,4,Low
57711,Basic,499,23,High
58782,Basic,499,3,Low
43260,Free,999,18,Low
43854,Free,499,21,Low
38453,Premium,999,28,Low
57588,Free,499,26,Low
10255,Premium,999,33,Low
489,Premium,0,17,High
41463,Premium,499,11,High
21537,Free,999,7,Low
20402,Free,0,23,Low
42263,Premium,499,14,High
3854,Free,999,24,High
14468,Premium,499,5,High
40062,Free,499,17,High
29052,Free,0,7,High
21359,Basic,0,4,Low
24007,Basic,499,28,Low
26245,Basic,0,13,High
52490,Premium,0,26,Low
8792,Free,0,31,High
31891,Free,999,23,High
5578,Premium,499,14,High
18155,Premium,499,20,High
3883,Free,499,12,Low
259,Premium,0,15,High
22158,Free,499,5,High
3887,Free,499,28,High
57592,Basic,999,17,High
49977,Premium,999,16,High
28198,Premium,999,13,Low
47574,Basic,499,13,High
7406,Basic,499,23,Low
12885,Premium,499,8,Low
737,Free,499,35,Low
2370,Free,999,10,Low
14052,Free,0,35,High
28624,Premium,0,16,High
3780,Premium,499,7,High
51852,Basic,999,35,High
25640,Premium,0,30,Low
50491,Premium,999,32,Low
9182,Premium,999,30,High
10216,Premium,999,34,High
21000,Basic,499,2,High
34418,Basic,0,29,Low
18719,Basic,0,34,High
8594,Premium,0,14,High
1022,Free,0,30,High
53945,Premium,999,33,Low
29942,Free,999,17,Low
34728,Premium,0,22,High
25787,Free,0,32,Low
12515,Basic,499,33,High
11843,Free,0,8,Low
23633,Premium,999,10,Low
34558,Basic,0,6,High
48575,Basic,999,2,High
15508,Premium,0,26,Low
18307,Free,0,12,High
45723,Free,999,16,Low
58313,Basic,0,25,Low
33832,Basic,0,12,Low
39743,Premium,999,10,Low
39535,Basic,999,23,Low
16198,Basic,999,34,Low
31831,Basic,0,8,High
51610,Basic,999,14,High
23650,Basic,999,14,High
43709,Free,499,12,High
15835,Basic,0,5,Low
9283,Free,999,16,Low
58438,Premium,0,23,Low
33443,Premium,499,24,High
22694,Basic,999,21,Low
15197,Premium,999,30,High
25144,Basic,0,27,Low
51304,Basic,499,17,High
29618,Premium,499,15,Low
24276,Basic,499,33,High
20020,Basic,499,19,High
49715,Premium,0,26,High
49644,Free,999,30,High
21675,Premium,499,27,High
1941,Basic,0,13,High
45281,Premium,0,14,Low
25730,Free,999,13,Low
9370,Premium,0,18,Low
27553,Free,0,31,Low
28135,Basic,499,1,High
29672,Basic,999,26,High
30987,Basic,499,30,Low
47350,Premium,0,24,Low
52995,Basic,0,32,Low
46882,Premium,0,21,High
51351,Free,999,32,High
46685,Basic,499,19,Low
49668,Premium,499,9,High
57125,Basic,499,2,Low
41658,Basic,0,2,Low
14580,Premium,499,17,High
42959,Basic,0,19,Low
40039,Premium,0,7,Low
45127,Basic,0,11,Low
45967,Premium,999,4,Low
4367,Free,0,21,High
3842,Premium,999,20,Low
39935,Free,0,9,High
37914,Basic,499,8,Low
7485,Premium,499,22,High
22645,Basic,499,21,High
56621,Basic,499,25,High
4672,Basic,499,5,High
18342,Free,499,29,Low
14819,Premium,0,5,High
46324,Premium,0,6,Low
1643,Free,499,25,Low
42965,Free,499,25,Low
1968,Free,999,33,Low
7789,Basic,499,30,Low
3856,Basic,0,30,High
9489,Free,499,3,Low
19444,Premium,0,19,High
29967,Basic,0,11,Low
39819,Basic,0,5,Low
22308,Basic,499,9,High
14185,Premium,999,3,Low
8296,Basic,999,13,Low
48661,Free,999,11,Low
29829,Free,0,13,High
32283,Premium,999,27,Low
43629,Basic,999,22,High
2476,Basic,0,32,Low
9634,Free,0,15,High
16510,Premium,0,5,Low
55373,Premium,999,12,High
15293,Basic,999,20,High
54877,Basic,499,27,High
44486,Premium,499,12,Low
9882,Basic,999,18,High
43868,Basic,499,25,Low
2530,Basic,499,25,High
56595,Premium,0,13,High
41916,Basic,0,26,High
30102,Basic,999,8,Low
48079,Premium,499,11,Low
31975,Free,499,35,Low
26873,Basic,0,28,Low
23722,Free,0,16,Low
2702,Basic,0,22,High
42620,Free,499,28,High
8184,Free,499,21,High
19983,Free,499,5,High
278,Premium,499,7,High
32024,Basic,0,30,Low
50017,Premium,0,9,Low
17067,Basic,999,11,High
34693,Basic,499,1,Low
35075,Basic,0,22,High
45456,Premium,999,15,High
22608,Premium,0,23,Low
45046,Premium,0,20,Low
57676,Premium,0,31,Low
51600,Premium,0,35,Low
51707,Premium,0,29,High
10198,Premium,0,33,Low
54488,Free,999,22,High
56006,Premium,499,13,Low
5199,Free,499,16,High
58757,Basic,499,16,Low
53704,Free,0,35,Low
56927,Free,0,10,Low
57787,Basic,999,4,Low
25642,Free,999,13,High
27482,Premium,999,25,High
41782,Free,0,7,High
58322,Free,999,14,High
26858,Free,0,8,High
4441,Free,999,19,Low
17640,Premium,499,26,Low
47410,Premium,0,17,High
45776,Free,0,24,High
43693,Free,999,24,Low
44174,Premium,999,33,High
26155,Premium,0,10,High
55936,Premium,999,15,Low
53291,Premium,0,3,Low
8208,Free,499,28,Low
34936,Free,499,3,High
41339,Premium,999,14,High
12618,Premium,0,30,Low
9197,Free,0,33,Low
57845,Premium,0,34,High
46421,Basic,999,7,Low
10126,Premium,0,28,Low
38419,Premium,999,34,High
41985,Basic,0,13,High
2480,Free,0,35,High
22513,Basic,999,35,High
20483,Free,499,6,Low
20584,Basic,0,28,High
9930,Free,999,30,High
47538,Premium,0,14,Low
8950,Premium,499,18,Low
44011,Free,499,3,Low
56542,Free,0,12,Low
9483,Premium,499,2,Low
2635,Free,499,13,Low
42358,Free,0,26,High
52125,Premium,0,16,Low
40975,Free,499,30,Low
29875,Basic,999,9,High
38450,Premium,0,20,High
59920,Free,0,13,High
39305,Premium,999,9,Low
27084,Free,999,20,High
6622,Premium,0,31,Low
37716,Basic,0,10,Low
