station_id,pm2_5,pm10,aqi_category,recorded_date
714,68,74,Moderate,2024-02-01 09:48:23
573,208,235,Very Poor,2024-07-16 02:01:34
452,153,221,Poor,2023-03-01 00:51:44
689,320,405,Severe,2023-04-12 06:17:22
188,220,255,Very Poor,2018-09-02 17:36:27
381,207,220,Very Poor,2022-05-26 10:09:33
304,110,129,Poor,2022-01-21 09:53:59
190,320,423,Severe,2022-09-15 23:15:13
228,157,233,Poor,2019-05-27 07:14:19
610,287,332,Very Poor,2019-10-21 02:58:47
609,302,310,Severe,2022-06-27 14:08:59
151,32,137,Good,2019-02-06 22:42:46
761,123,178,Poor,2024-11-19 09:28:57
388,296,355,Very Poor,2021-03-06 17:35:55
555,237,311,Very Poor,2019-12-16 19:02:11
28,18,76,Good,2024-02-13 12:00:54
308,224,240,Very Poor,2018-03-19 19:34:46
36,88,120,Moderate,2021-04-28 07:39:32
462,61,137,Moderate,2023-07-21 11:10:44
762,64,125,Moderate,2023-03-31 05:51:07
64,32,112,Good,2021-03-28 14:46:12
117,141,147,Poor,2024-08-08 21:04:21
379,145,179,Poor,2020-06-21 03:40:57
265,60,94,Moderate,2023-08-22 06:31:47
352,293,333,Very Poor,2018-08-11 13:02:22
731,199,274,Poor,2018-03-24 12:42:50
481,211,223,Very Poor,2020-06-01 03:03:04
516,344,370,Severe,2023-03-24 02:26:44
215,63,149,Moderate,2023-10-24 11:18:29
388,177,284,Poor,2022-09-20 09:09:13
354,79,173,Moderate,2024-04-02 12:02:57
792,158,200,Poor,2022-04-16 07:15:30
358,300,360,Very Poor,2019-01-07 01:29:06
660,176,280,Poor,2021-02-22 07:01:44
577,164,246,Poor,2024-03-16 05:33:56
669,264,378,Very Poor,2018-02-26 07:23:38
171,349,387,Severe,2024-01-16 14:01:39
330,183,284,Poor,2018-10-05 13:26:04
755,38,142,Good,2021-08-28 23:17:27
730,318,405,Severe,2024-07-23 13:18:19
48,300,334,Very Poor,2021-08-23 14:27:53
498,347,374,Severe,2018-10-10 14:09:52
229,64,109,Moderate,2018-10-09 07:22:52
576,19,35,Good,2018-08-07 06:54:26
533,227,310,Very Poor,2024-12-21 05:14:39
78,250,320,Very Poor,2018-03-29 11:21:23
425,274,323,Very Poor,2019-02-13 21:21:16
527,18,56,Good,2023-07-28 13:31:07
148,67,127,Moderate,2018-09-14 10:14:31
388,291,310,Very Poor,2018-02-14 14:29:38
301,73,109,Moderate,2020-03-26 04:10:55
327,126,232,Poor,2023-12-06 22:38:26
158,321,386,Severe,2019-10-11 12:39:18
377,209,318,Very Poor,2022-11-15 12:52:19
341,207,224,Very Poor,2021-03-01 05:10:48
437,133,173,Poor,2019-08-04 23:22:55
779,150,160,Poor,2018-07-25 10:50:48
7,105,196,Poor,2023-01-28 12:40:43
11,54,147,Moderate,2022-09-16 13:01:42
554,335,411,Severe,2021-06-02 18:03:41
123,339,392,Severe,2020-07-01 14:30:18
46,17,71,Good,2019-09-14 16:25:38
763,25,30,Good,2024-01-12 11:01:20
465,347,457,Severe,2020-07-04 15:21:05
501,289,312,Very Poor,2022-05-28 06:36:35
592,194,212,Poor,2023-06-29 08:12:56
487,167,214,Poor,2019-01-13 13:00:08
119,283,393,Very Poor,2018-08-31 22:32:51
686,57,73,Moderate,2023-02-24 06:51:50
426,184,249,Poor,2020-01-21 09:26:45
541,105,130,Poor,2021-12-22 20:26:31
510,127,194,Poor,2024-02-08 14:44:54
289,63,81,Moderate,2018-10-12 18:45:00
309,229,235,Very Poor,2018-09-04 17:20:49
750,39,146,Good,2018-03-05 04:59:44
779,86,103,Moderate,2018-10-12 02:02:10
735,46,91,Good,2019-01-11 21:03:00
655,34,66,Good,2019-02-28 10:14:39
509,222,316,Very Poor,2024-02-23 06:37:42
423,151,167,Poor,2024-03-03 11:52:17
28,284,329,Very Poor,2018-12-23 17:09:05
94,114,194,Poor,2021-10-11 19:17:23
476,94,209,Moderate,2019-07-15 02:52:52
248,270,287,Very Poor,2020-03-24 11:20:46
646,300,351,Very Poor,2020-02-03 19:23:18
273,73,192,Moderate,2019-03-27 06:26:51
357,271,282,Very Poor,2018-09-05 09:59:54
317,277,319,Very Poor,2019-10-01 20:03:09
3,127,159,Poor,2020-03-12 07:28:33
730,201,224,Very Poor,2022-11-21 00:30:05
2,191,223,Poor,2018-01-18 16:19:29
726,169,237,Poor,2023-03-13 21:17:56
798,82,89,Moderate,2021-02-22 08:22:46
762,61,156,Moderate,2023-12-10 15:21:54
731,285,378,Very Poor,2022-05-20 10:02:59
792,120,155,Poor,2021-04-29 04:34:08
317,269,347,Very Poor,2024-11-17 08:19:02
636,219,286,Very Poor,2023-04-17 15:44:43
669,147,171,Poor,2024-09-03 20:01:55
209,127,160,Poor,2024-02-27 10:07:27
402,171,284,Poor,2024-09-26 12:39:20
257,89,136,Moderate,2021-05-31 13:21:20
445,229,305,Very Poor,2022-09-17 11:18:55
396,341,370,Severe,2021-06-13 11:51:04
356,74,122,Moderate,2018-07-04 23:24:27
568,159,215,Poor,2021-01-29 14:07:13
177,35,41,Good,2019-12-20 02:17:58
289,304,322,Severe,2018-04-23 18:15:39
126,271,315,Very Poor,2020-10-14 10:24:04
787,134,139,Poor,2023-07-26 14:54:02
646,86,115,Moderate,2021-05-11 14:16:07
461,122,163,Poor,2019-03-01 06:49:12
172,312,395,Severe,2024-05-12 20:05:01
465,230,344,Very Poor,2018-07-04 20:42:07
557,253,316,Very Poor,2024-11-27 19:57:48
472,32,58,Good,2024-07-21 00:30:38
202,65,109,Moderate,2023-11-21 11:57:36
200,103,221,Poor,2023-10-18 23:32:08
206,157,217,Poor,2019-11-25 12:14:53
739,184,263,Poor,2020-06-11 04:31:32
237,133,161,Poor,2018-02-15 09:01:03
251,216,226,Very Poor,2024-07-22 15:23:02
231,10,51,Good,2024-03-01 17:03:23
692,157,220,Poor,2022-04-27 12:04:39
331,16,49,Good,2020-09-30 12:28:31
603,57,146,Moderate,2019-11-07 06:36:07
9,287,301,Very Poor,2023-11-18 16:42:27
56,44,105,Good,2020-03-25 07:53:29
378,44,70,Good,2022-03-15 08:40:15
642,162,254,Poor,2023-05-28 20:06:59
380,72,118,Moderate,2023-10-26 02:22:46
88,18,85,Good,2019-02-24 22:35:49
227,171,210,Poor,2024-06-08 04:03:12
90,330,416,Severe,2023-02-19 20:44:47
498,51,130,Moderate,2022-01-07 11:09:20
107,77,137,Moderate,2018-06-09 05:10:09
431,311,345,Severe,2022-01-15 15:34:03
239,118,148,Poor,2023-06-30 05:54:51
590,236,303,Very Poor,2019-12-20 06:13:00
557,44,91,Good,2023-10-16 01:53:11
255,75,175,Moderate,2020-05-16 02:26:24
411,181,228,Poor,2019-01-02 13:09:17
449,334,345,Severe,2023-08-29 01:13:29
645,72,191,Moderate,2021-10-07 00:33:58
645,234,317,Very Poor,2022-07-18 14:11:31
341,317,351,Severe,2018-01-20 08:41:34
717,243,299,Very Poor,2022-04-22 22:31:31
279,185,291,Poor,2018-08-29 17:30:06
765,229,276,Very Poor,2018-02-20 21:20:02
788,110,139,Poor,2019-12-01 15:13:48
24,153,252,Poor,2024-11-04 23:54:41
339,256,283,Very Poor,2018-11-24 21:15:06
94,50,150,Good,2023-08-10 15:01:07
611,163,235,Poor,2021-05-23 16:15:53
381,189,300,Poor,2018-10-11 17:34:42
475,277,385,Very Poor,2018-06-07 06:28:02
606,45,97,Good,2020-08-16 00:27:54
411,266,300,Very Poor,2018-05-28 01:46:45
402,158,264,Poor,2018-02-12 19:55:50
733,136,204,Poor,2019-01-17 05:37:07
604,99,112,Moderate,2020-12-01 21:56:36
329,212,309,Very Poor,2020-12-04 19:35:56
85,192,267,Poor,2022-09-09 11:33:40
237,194,199,Poor,2023-10-29 03:29:38
80,94,109,Moderate,2023-06-18 05:51:24
581,251,280,Very Poor,2018-05-13 11:19:54
285,99,150,Moderate,2023-10-25 08:33:17
145,85,135,Moderate,2022-10-31 12:16:08
412,116,205,Poor,2024-06-06 06:52:12
85,311,377,Severe,2021-12-13 12:49:06
592,20,84,Good,2020-06-25 15:02:39
418,331,338,Severe,2018-09-12 21:41:22
733,17,59,Good,2022-07-04 11:18:52
256,126,164,Poor,2022-04-30 15:30:46
134,208,321,Very Poor,2022-09-09 04:04:02
636,126,233,Poor,2020-05-09 01:18:05
311,79,195,Moderate,2023-04-16 15:52:40
687,73,182,Moderate,2020-03-27 12:27:39
296,273,303,Very Poor,2023-10-28 23:24:46
190,259,331,Very Poor,2020-06-28 10:21:32
147,217,294,Very Poor,2022-11-12 06:56:40
641,176,235,Poor,2019-03-09 05:25:27
668,234,273,Very Poor,2019-08-28 17:02:53
393,307,352,Severe,2024-10-31 20:00:45
603,257,302,Very Poor,2021-04-03 07:31:21
261,121,183,Poor,2023-02-10 02:10:52
615,224,325,Very Poor,2023-01-10 01:34:24
196,161,208,Poor,2018-08-26 03:33:44
77,120,150,Poor,2018-06-16 05:21:09
738,326,350,Severe,2023-10-27 05:03:56
355,304,327,Severe,2019-02-15 14:42:49
209,270,288,Very Poor,2018-03-19 02:00:24
560,246,328,Very Poor,2021-01-27 02:56:29
482,133,232,Poor,2024-09-11 03:46:45
638,228,301,Very Poor,2023-06-07 21:00:48
421,265,315,Very Poor,2023-05-30 12:24:58
306,313,331,Severe,2023-05-21 19:14:01
210,142,153,Poor,2023-08-02 06:51:47
764,308,336,Severe,2020-06-03 00:45:52
172,60,70,Moderate,2021-11-13 14:49:04
239,72,183,Moderate,2024-01-24 21:19:15
189,230,338,Very Poor,2018-09-01 10:32:02
307,274,354,Very Poor,2021-08-27 17:25:52
514,92,117,Moderate,2019-08-17 01:40:56
305,258,273,Very Poor,2022-04-13 13:47:30
609,183,192,Poor,2020-08-13 15:46:31
415,93,118,Moderate,2018-04-04 15:40:55
675,45,123,Good,2020-09-22 08:34:57
504,66,101,Moderate,2019-02-16 22:42:45
586,229,256,Very Poor,2021-06-27 05:29:15
54,331,417,Severe,2020-10-26 10:09:03
700,301,399,Severe,2020-01-09 10:37:35
363,260,373,Very Poor,2023-08-30 13:37:33
427,303,360,Severe,2020-07-26 07:57:12
44,140,171,Poor,2020-12-09 07:37:18
668,312,385,Severe,2022-11-30 23:47:58
15,272,370,Very Poor,2022-07-05 06:46:42
80,86,168,Moderate,2023-12-10 07:21:56
666,25,49,Good,2019-04-17 15:18:51
395,214,264,Very Poor,2022-12-06 11:01:54
292,47,64,Good,2023-08-11 19:36:21
595,294,307,Very Poor,2021-10-11 08:12:46
167,204,249,Very Poor,2024-02-02 21:40:38
773,287,328,Very Poor,2021-09-22 15:03:39
48,60,76,Moderate,2019-02-09 17:57:08
486,285,343,Very Poor,2019-03-11 14:15:37
356,183,266,Poor,2021-02-21 23:26:59
499,192,259,Poor,2023-08-22 02:12:58
590,191,216,Poor,2020-09-27 12:53:11
268,220,251,Very Poor,2022-11-09 12:05:14
353,326,413,Severe,2023-06-01 18:48:52
67,263,334,Very Poor,2019-09-21 22:41:59
319,320,354,Severe,2022-07-24 09:44:13
690,271,311,Very Poor,2020-09-18 23:58:31
798,301,411,Severe,2024-10-26 07:55:31
178,285,327,Very Poor,2023-08-25 01:24:44
164,255,304,Very Poor,2019-04-20 16:35:38
271,147,246,Poor,2021-09-05 20:41:53
32,74,82,Moderate,2019-04-03 20:42:35
249,240,282,Very Poor,2018-01-29 20:18:57
186,214,219,Very Poor,2020-01-02 22:57:38
17,121,158,Poor,2024-12-31 03:44:42
78,223,250,Very Poor,2024-05-02 10:48:29
555,175,236,Poor,2019-09-14 15:04:00
8,144,231,Poor,2023-09-10 07:35:26
217,317,418,Severe,2022-01-07 14:08:53
5,158,184,Poor,2023-01-03 00:21:48
394,283,347,Very Poor,2020-05-25 02:40:08
301,324,346,Severe,2022-12-01 15:25:04
301,144,171,Poor,2024-04-24 20:04:27
501,71,83,Moderate,2020-03-09 23:30:47
665,141,168,Poor,2020-04-24 01:26:17
561,74,84,Moderate,2023-10-09 15:05:35
171,263,359,Very Poor,2021-02-03 03:03:51
332,79,91,Moderate,2019-04-17 13:31:10
251,96,202,Moderate,2024-01-19 18:53:23
457,183,195,Poor,2022-12-31 20:37:45
693,177,188,Poor,2020-10-15 09:28:48
227,206,258,Very Poor,2024-12-22 23:02:31
173,269,360,Very Poor,2024-10-06 13:52:29
305,17,124,Good,2022-10-15 04:14:02
769,60,162,Moderate,2023-11-03 06:31:51
1,159,226,Poor,2022-08-31 15:13:14
675,41,131,Good,2024-10-19 12:16:38
545,59,160,Moderate,2018-05-23 18:55:29
506,155,215,Poor,2024-10-17 02:44:55
230,249,260,Very Poor,2022-05-05 14:50:26
135,140,157,Poor,2023-05-05 18:13:22
122,99,121,Moderate,2024-07-18 06:24:50
506,28,121,Good,2018-11-26 10:37:11
447,253,275,Very Poor,2021-03-14 13:31:12
271,73,120,Moderate,2020-07-01 14:45:54
194,16,62,Good,2023-07-05 09:03:43
425,349,391,Severe,2022-08-08 01:59:13
453,182,284,Poor,2019-01-15 17:07:47
111,319,365,Severe,2020-05-30 12:22:52
233,133,204,Poor,2020-12-01 22:57:26
18,349,444,Severe,2018-10-15 11:31:40
609,30,134,Good,2020-07-04 15:28:59
677,75,144,Moderate,2021-06-02 17:56:52
227,136,246,Poor,2018-10-07 19:14:43
680,320,404,Severe,2019-11-08 05:31:53
101,192,218,Poor,2022-06-27 20:47:30
225,129,152,Poor,2019-05-29 13:05:47
327,44,144,Good,2018-10-26 15:24:39
543,80,93,Moderate,2021-01-02 17:24:03
277,95,124,Moderate,2021-10-12 12:51:16
520,187,288,Poor,2019-01-24 13:17:23
145,109,192,Poor,2023-07-15 14:23:14
198,335,454,Severe,2022-09-08 14:36:32
358,294,352,Very Poor,2018-09-18 18:27:28
715,297,306,Very Poor,2018-05-19 08:35:24
729,249,325,Very Poor,2022-10-04 18:49:08
682,198,203,Poor,2024-05-15 23:47:36
50,266,353,Very Poor,2022-02-04 13:04:45
415,171,203,Poor,2022-07-31 23:41:48
538,310,316,Severe,2024-12-11 06:27:00
525,123,129,Poor,2019-09-06 23:33:33
97,252,338,Very Poor,2020-09-01 16:57:02
320,193,304,Poor,2024-07-12 08:54:17
536,286,398,Very Poor,2021-12-29 10:31:03
524,290,349,Very Poor,2023-12-27 09:27:33
272,270,358,Very Poor,2019-03-22 23:13:52
791,329,390,Severe,2018-10-10 15:48:50
317,79,92,Moderate,2019-01-05 12:40:55
799,18,127,Good,2018-09-22 19:29:17
255,155,231,Poor,2023-06-15 04:31:21
569,265,322,Very Poor,2021-10-23 01:38:19
574,233,324,Very Poor,2024-10-28 20:12:27
333,160,254,Poor,2019-12-21 06:17:46
776,57,102,Moderate,2018-11-19 17:38:31
511,141,185,Poor,2023-07-30 10:36:26
53,171,189,Poor,2024-01-06 00:59:58
264,186,233,Poor,2019-09-28 13:12:16
783,58,131,Moderate,2018-10-02 09:41:25
246,215,315,Very Poor,2022-04-29 05:39:28
81,162,252,Poor,2018-07-26 06:47:46
410,152,175,Poor,2022-06-12 13:07:26
652,322,418,Severe,2020-11-19 19:13:48
527,89,119,Moderate,2020-07-29 10:16:07
207,265,326,Very Poor,2023-12-19 02:41:24
708,299,332,Very Poor,2020-09-12 15:39:25
568,324,426,Severe,2020-07-06 03:40:29
223,226,251,Very Poor,2021-01-27 17:47:01
408,184,300,Poor,2021-03-15 06:27:44
153,14,29,Good,2023-10-29 11:44:19
458,205,210,Very Poor,2019-03-03 03:42:17
695,89,121,Moderate,2023-01-06 23:11:06
406,225,253,Very Poor,2020-10-27 01:48:46
7,277,387,Very Poor,2021-07-30 10:45:20
567,166,251,Poor,2022-02-13 07:17:42
683,151,237,Poor,2023-03-13 06:34:33
180,274,339,Very Poor,2019-10-19 07:35:42
39,291,396,Very Poor,2019-04-19 19:22:27
218,58,94,Moderate,2023-08-25 09:05:24
549,321,369,Severe,2021-03-03 08:34:24
10,146,264,Poor,2018-04-09 05:35:22
288,171,237,Poor,2022-06-27 00:26:58
717,211,239,Very Poor,2024-03-18 00:43:34
650,286,349,Very Poor,2019-10-24 17:58:12
359,324,360,Severe,2020-08-30 17:31:45
758,104,185,Poor,2021-11-11 15:13:31
95,53,149,Moderate,2019-03-25 14:41:34
123,71,86,Moderate,2019-06-20 02:59:09
264,282,298,Very Poor,2023-10-01 15:29:47
734,166,185,Poor,2021-02-20 17:39:39
73,130,186,Poor,2021-09-09 07:32:40
564,114,184,Poor,2023-10-30 01:59:55
4,181,283,Poor,2018-09-15 06:46:45
618,183,266,Poor,2019-09-27 18:59:07
122,283,383,Very Poor,2019-08-06 10:47:52
560,214,235,Very Poor,2018-06-24 05:20:52
82,241,298,Very Poor,2020-08-14 22:25:25
556,202,292,Very Poor,2023-02-12 02:56:43
545,344,367,Severe,2018-02-15 12:15:33
617,38,140,Good,2023-08-27 15:00:42
452,291,384,Very Poor,2022-05-22 07:58:56
163,146,176,Poor,2018-06-01 03:18:50
703,281,354,Very Poor,2018-07-20 06:26:25
626,117,124,Poor,2024-05-20 13:40:27
480,228,296,Very Poor,2019-10-19 05:37:58
525,216,245,Very Poor,2018-04-15 14:03:54
316,207,222,Very Poor,2022-12-11 12:42:17
373,13,24,Good,2021-10-23 05:36:16
441,231,278,Very Poor,2023-01-05 17:49:25
56,280,294,Very Poor,2022-04-21 08:40:37
105,330,345,Severe,2023-06-05 12:44:33
757,303,341,Severe,2018-02-17 19:02:18
405,16,75,Good,2023-04-30 07:39:04
525,30,136,Good,2019-04-21 09:15:07
301,34,41,Good,2020-05-08 13:48:51
453,87,203,Moderate,2020-07-10 02:32:05
312,129,180,Poor,2024-06-04 04:09:50
212,101,159,Poor,2019-10-11 06:58:43
410,230,318,Very Poor,2022-05-18 23:18:59
393,151,156,Poor,2021-06-30 01:39:56
245,57,156,Moderate,2018-09-03 04:22:40
738,147,255,Poor,2022-02-11 07:05:32
641,183,282,Poor,2024-12-02 08:16:57
582,98,190,Moderate,2018-05-23 01:08:08
790,124,221,Poor,2020-02-22 14:36:44
794,312,353,Severe,2018-10-01 07:21:03
325,131,229,Poor,2018-03-20 14:35:00
593,92,211,Moderate,2020-11-23 05:57:02
290,75,122,Moderate,2018-09-18 13:17:18
55,269,357,Very Poor,2020-10-31 23:33:54
703,293,335,Very Poor,2022-02-12 13:03:27
95,29,57,Good,2019-03-24 14:52:40
458,151,177,Poor,2019-09-19 20:54:07
751,150,158,Poor,2018-12-31 23:45:21
709,158,204,Poor,2018-02-09 09:59:45
403,343,348,Severe,2020-01-28 05:16:14
725,67,99,Moderate,2023-04-25 20:55:37
296,186,257,Poor,2021-05-08 04:52:12
400,133,231,Poor,2018-01-05 02:27:49
434,268,284,Very Poor,2018-05-11 09:33:44
388,34,130,Good,2020-02-18 15:48:21
387,256,351,Very Poor,2022-09-21 09:40:09
583,11,50,Good,2020-04-29 08:48:37
682,55,64,Moderate,2019-05-10 05:19:30
154,62,165,Moderate,2021-11-02 16:21:40
457,309,415,Severe,2023-05-02 03:35:19
322,192,285,Poor,2019-11-19 12:26:07
59,213,294,Very Poor,2019-09-10 10:59:24
84,62,88,Moderate,2022-08-07 05:24:49
435,184,190,Poor,2021-12-10 13:03:46
775,134,230,Poor,2020-05-19 23:32:00
19,194,256,Poor,2019-03-19 18:56:59
629,175,205,Poor,2019-10-25 23:48:47
627,195,296,Poor,2021-06-19 17:46:52
440,136,187,Poor,2018-06-13 00:38:13
351,73,110,Moderate,2020-10-02 05:06:30
242,77,172,Moderate,2024-08-29 23:13:06
268,122,127,Poor,2018-03-30 04:11:33
603,59,165,Moderate,2020-09-15 08:20:21
49,69,150,Moderate,2018-10-19 19:29:23
521,322,352,Severe,2024-09-23 06:38:49
23,244,306,Very Poor,2022-04-15 02:29:47
546,58,143,Moderate,2019-05-04 09:35:12
541,216,285,Very Poor,2022-10-21 21:10:20
576,317,412,Severe,2018-03-06 07:52:17
72,163,198,Poor,2024-03-16 04:56:03
410,263,276,Very Poor,2022-07-30 01:25:07
2,195,258,Poor,2021-07-13 23:15:38
329,100,112,Moderate,2018-09-13 02:53:17
204,144,175,Poor,2024-10-17 00:47:37
244,49,54,Good,2020-09-14 07:26:58
362,269,358,Very Poor,2024-01-23 05:10:21
381,233,289,Very Poor,2023-05-15 21:06:15
409,211,326,Very Poor,2024-10-03 10:43:29
592,27,102,Good,2019-05-12 06:32:33
419,86,134,Moderate,2023-06-25 17:25:18
669,219,232,Very Poor,2024-01-29 17:05:07
746,141,155,Poor,2021-02-14 03:18:50
79,60,98,Moderate,2018-04-03 01:55:27
447,270,286,Very Poor,2018-01-17 09:35:38
505,120,224,Poor,2022-05-22 05:59:00
19,324,332,Severe,2024-10-06 16:43:22
366,80,118,Moderate,2018-03-24 00:47:33
430,237,340,Very Poor,2024-10-09 03:32:31
557,123,216,Poor,2020-09-05 06:25:23
713,345,431,Severe,2022-01-06 07:34:39
357,88,106,Moderate,2021-11-28 00:50:22
788,96,147,Moderate,2018-12-18 19:34:07
546,159,266,Poor,2023-09-11 13:01:44
775,17,110,Good,2021-04-04 20:00:16
90,38,56,Good,2019-11-03 07:48:24
727,117,221,Poor,2018-03-21 23:55:25
711,270,332,Very Poor,2020-07-04 00:03:15
200,349,359,Severe,2022-02-03 22:14:00
46,172,256,Poor,2023-03-25 19:04:38
13,286,378,Very Poor,2021-08-25 21:55:31
295,275,317,Very Poor,2020-05-17 18:22:20
528,272,363,Very Poor,2021-08-21 18:13:47
524,32,59,Good,2021-06-25 10:03:49
160,118,165,Poor,2024-04-02 10:36:13
68,19,51,Good,2018-06-02 09:02:51
416,205,273,Very Poor,2022-12-14 17:57:52
344,96,141,Moderate,2022-09-05 13:16:06
797,142,200,Poor,2024-02-24 20:50:13
555,170,201,Poor,2019-01-27 06:10:51
656,231,266,Very Poor,2020-10-22 09:22:38
702,347,445,Severe,2024-11-02 17:01:07
465,242,345,Very Poor,2024-07-03 15:10:17
524,15,72,Good,2019-12-04 09:47:54
477,169,270,Poor,2021-11-13 20:57:05
67,242,319,Very Poor,2022-11-07 09:23:54
743,17,44,Good,2020-01-09 20:13:56
724,85,125,Moderate,2020-01-29 11:18:24
632,289,330,Very Poor,2019-02-03 19:49:09
391,166,282,Poor,2020-06-22 16:48:40
318,179,257,Poor,2022-08-14 13:20:23
364,40,87,Good,2021-09-13 19:58:25
68,76,89,Moderate,2023-03-13 14:06:51
434,140,166,Poor,2021-12-08 07:00:57
487,240,351,Very Poor,2019-01-04 23:55:40
279,20,95,Good,2023-04-20 13:49:40
649,313,321,Severe,2024-07-28 02:43:56
720,299,399,Very Poor,2018-01-09 04:15:43
624,292,304,Very Poor,2019-04-06 06:40:45
518,349,419,Severe,2020-02-18 23:06:26
518,221,230,Very Poor,2022-10-07 07:01:01
123,53,125,Moderate,2019-11-27 11:17:30
365,237,316,Very Poor,2023-03-07 04:21:10
566,54,81,Moderate,2021-10-11 10:44:20
271,274,389,Very Poor,2021-06-21 08:18:30
389,293,367,Very Poor,2021-08-13 13:37:47
472,11,120,Good,2018-04-12 14:16:48
73,47,154,Good,2021-09-24 21:07:55
94,81,114,Moderate,2019-12-03 13:10:30
543,333,364,Severe,2023-04-12 20:53:11
672,77,89,Moderate,2020-11-10 07:01:04
107,77,185,Moderate,2024-11-11 09:31:50
444,117,124,Poor,2023-04-04 05:23:08
359,44,49,Good,2020-08-22 10:22:26
739,14,123,Good,2018-02-01 17:08:08
486,329,433,Severe,2022-05-23 08:59:09
625,234,353,Very Poor,2024-09-04 11:28:05
562,104,185,Poor,2024-03-12 18:28:58
240,250,315,Very Poor,2018-03-16 06:22:22
210,140,238,Poor,2018-06-27 12:48:13
682,211,287,Very Poor,2020-10-20 01:50:28
623,248,340,Very Poor,2022-10-23 11:05:25
290,228,299,Very Poor,2020-07-15 22:23:20
609,189,242,Poor,2021-12-29 15:18:19
17,63,124,Moderate,2021-05-09 21:31:35
277,337,360,Severe,2022-01-22 16:06:23
785,273,326,Very Poor,2019-08-06 02:46:54
261,42,57,Good,2024-02-15 04:36:15
361,81,190,Moderate,2021-04-28 04:46:32
689,216,224,Very Poor,2019-01-19 15:51:27
460,136,149,Poor,2019-10-14 09:26:36
764,48,108,Good,2021-11-17 14:08:00
78,280,373,Very Poor,2018-11-12 04:37:35
89,184,215,Poor,2023-03-16 07:12:11
793,177,190,Poor,2023-12-15 03:01:10
346,35,120,Good,2023-01-15 12:58:11
733,342,433,Severe,2024-08-24 14:19:25
668,290,322,Very Poor,2023-06-13 11:05:29
502,332,421,Severe,2020-09-29 01:31:47
492,115,229,Poor,2020-04-24 00:28:09
786,265,347,Very Poor,2021-12-12 02:03:42
578,32,92,Good,2018-03-18 06:17:52
179,187,273,Poor,2022-11-25 02:54:27
262,209,275,Very Poor,2020-06-02 18:15:13
780,42,144,Good,2019-02-14 08:41:48
625,57,126,Moderate,2020-12-17 00:48:49
661,284,306,Very Poor,2023-10-07 17:41:29
409,116,144,Poor,2022-09-21 00:56:46
465,303,385,Severe,2020-06-28 22:38:14
294,113,156,Poor,2022-05-27 07:46:25
158,186,259,Poor,2024-03-22 03:47:13
226,138,178,Poor,2021-11-17 04:03:03
75,52,110,Moderate,2023-05-25 06:36:12
221,186,273,Poor,2020-08-07 10:33:22
178,182,199,Poor,2018-08-29 02:51:32
316,52,84,Moderate,2024-09-12 15:14:22
440,347,386,Severe,2024-02-03 16:00:27
675,270,331,Very Poor,2023-09-17 13:31:10
709,193,274,Poor,2024-06-02 14:16:47
602,310,414,Severe,2022-08-19 14:44:45
647,77,178,Moderate,2020-02-10 10:09:19
221,50,64,Good,2019-02-28 01:15:09
270,183,253,Poor,2021-08-22 20:32:04
331,349,369,Severe,2020-02-17 19:53:36
741,101,193,Poor,2020-09-04 12:20:06
515,84,171,Moderate,2018-06-12 20:31:55
720,214,329,Very Poor,2019-11-22 10:14:01
420,135,203,Poor,2019-12-26 16:42:24
668,186,305,Poor,2022-07-29 10:49:27
454,280,393,Very Poor,2018-06-14 07:38:51
492,103,163,Poor,2024-10-07 18:14:20
456,179,208,Poor,2023-04-03 23:24:53
743,209,275,Very Poor,2024-10-10 13:27:54
671,64,116,Moderate,2023-01-02 09:29:20
327,28,57,Good,2023-05-29 18:04:37
517,343,400,Severe,2023-05-05 08:40:32
35,199,250,Poor,2020-06-16 06:12:10
273,102,205,Poor,2024-08-02 20:26:13
677,315,360,Severe,2023-06-27 16:04:22
171,314,341,Severe,2023-03-17 04:35:18
533,344,433,Severe,2018-08-20 07:40:22
515,49,68,Good,2019-01-18 21:42:46
301,286,310,Very Poor,2021-12-25 07:05:29
223,117,183,Poor,2024-08-03 09:06:12
723,309,378,Severe,2024-08-30 05:36:43
545,78,145,Moderate,2019-11-07 10:26:34
705,13,66,Good,2024-03-28 18:25:03
630,23,92,Good,2022-12-28 12:53:27
767,269,345,Very Poor,2024-12-24 17:55:48
501,22,137,Good,2023-02-27 12:59:33
617,27,46,Good,2019-03-29 08:42:14
798,84,196,Moderate,2018-11-07 23:16:01
347,123,148,Poor,2019-06-29 12:55:41
473,349,401,Severe,2018-03-13 11:13:03
286,161,234,Poor,2019-09-02 08:43:08
145,347,428,Severe,2020-04-20 18:37:50
194,239,273,Very Poor,2023-08-19 13:34:29
247,313,418,Severe,2020-07-05 09:03:52
156,268,279,Very Poor,2022-05-16 19:34:28
266,77,96,Moderate,2021-03-02 03:10:47
279,126,195,Poor,2020-04-19 02:20:07
788,203,208,Very Poor,2023-04-09 00:41:30
371,52,137,Moderate,2021-11-16 23:05:56
464,257,280,Very Poor,2021-03-25 00:35:54
349,193,216,Poor,2019-11-21 16:49:52
435,277,324,Very Poor,2024-12-17 23:19:00
538,184,302,Poor,2019-07-31 18:16:09
413,216,325,Very Poor,2019-10-14 02:02:22
232,326,359,Severe,2024-12-31 07:01:39
669,154,183,Poor,2023-03-11 16:42:03
