influencer_id,platform,followers,campaign_sales,roi,campaign_date
1587,TikTok,116451,522,1257.88,2022-12-27 02:09:00
3029,YouTube,1222876,18400,10684.84,2019-04-11 23:59:09
9080,TikTok,1225598,17949,19913.26,2019-09-12 02:08:11
9567,YouTube,845079,5703,4176.52,2024-04-18 04:05:42
8740,Instagram,439528,8424,10710.76,2023-07-29 16:29:53
5642,TikTok,765515,2108,1826.61,2019-11-25 06:44:26
12196,TikTok,305774,4866,7638.98,2023-02-03 23:48:34
11346,Instagram,1765403,28234,29438.23,2019-10-21 23:56:00
12410,TikTok,582657,11005,12388.69,2020-11-24 01:12:48
3290,TikTok,252210,875,1758.05,2020-02-02 06:52:21
5962,TikTok,1654309,12197,7548.02,2019-10-03 12:52:38
13832,TikTok,1641447,18785,35443.03,2020-05-18 03:24:17
4270,TikTok,1362685,25478,32390.84,2018-11-26 02:13:08
8523,Instagram,1832473,33722,62603.65,2024-08-10 07:12:55
490,YouTube,553392,8492,10934.41,2023-11-17 15:29:42
5717,Instagram,1676856,5343,11090.71,2024-06-10 09:53:52
4752,TikTok,765616,6459,15249.63,2023-04-20 02:00:59
12402,YouTube,984215,4830,7200.04,2022-04-05 16:18:36
522,TikTok,503677,353,399.9,2021-09-01 02:18:33
10857,TikTok,1604124,1750,2198.96,2021-08-28 08:58:17
4451,YouTube,1435054,19137,35825.04,2019-12-09 03:06:54
4282,YouTube,1784123,19141,33372.57,2021-06-05 17:09:40
8440,TikTok,333131,1288,2581.74,2024-11-07 13:05:19
936,Instagram,820324,8638,5576.22,2021-01-30 10:12:23
14475,TikTok,1916454,5826,14113.91,2024-10-03 03:00:36
14535,YouTube,1428639,24472,13648.62,2024-09-15 11:40:54
2397,TikTok,1482714,29360,31975.1,2022-01-27 07:56:18
13096,YouTube,1701870,27869,23344.01,2023-09-18 12:10:54
2850,YouTube,1311604,12465,15231.99,2021-12-09 00:22:45
3033,TikTok,1713660,19144,28755.99,2018-07-11 10:10:10
13490,TikTok,1979556,29827,46825.2,2020-05-01 16:26:32
2643,TikTok,175969,883,657.51,2024-04-01 10:25:31
9857,YouTube,1116878,4930,5787.49,2021-11-29 17:34:17
12361,YouTube,947460,5361,5800.76,2024-01-10 22:20:09
1718,Instagram,1453035,26881,18889.5,2020-03-18 01:00:30
4146,Instagram,964824,15658,26501.67,2023-02-28 17:12:46
522,YouTube,1645661,31813,69004.24,2020-05-01 11:52:54
3064,Instagram,52253,880,1888.55,2021-11-01 05:14:16
7831,YouTube,989533,11410,14940.09,2018-09-11 23:20:50
432,YouTube,1345108,1604,1344.44,2018-10-09 19:54:23
2802,TikTok,1637547,5506,9462.85,2022-05-20 22:39:46
3936,Instagram,21191,21,19.24,2018-10-25 10:15:17
5632,TikTok,830711,8372,19553.1,2021-02-04 21:32:03
13946,Instagram,1920071,5161,3872.42,2021-12-19 10:30:29
4797,YouTube,1366529,6292,7469.07,2019-10-14 18:02:05
1104,TikTok,411091,6620,4914.5,2022-03-23 03:02:07
9715,TikTok,1146421,22216,30131.66,2022-09-26 21:24:10
7246,Instagram,1880940,15782,32145.18,2022-10-10 05:55:40
7017,TikTok,777029,3889,8158.46,2021-07-30 02:05:32
3008,Instagram,434322,3191,3542.79,2022-03-15 05:52:31
10451,TikTok,1681759,3266,7034.18,2023-03-06 07:04:44
6515,Instagram,1310401,17622,25634.68,2022-07-01 06:45:19
3509,TikTok,1057659,8974,17659.69,2019-04-04 01:30:17
9384,TikTok,737511,6325,7320.53,2018-04-11 01:35:50
10449,Instagram,904022,2894,2161.56,2022-12-23 02:08:42
9390,Instagram,159735,1276,1117.89,2020-03-26 10:07:51
2295,Instagram,891093,13815,14852.23,2022-03-20 22:54:23
2384,TikTok,722168,12369,15771.92,2018-08-10 15:35:16
736,Instagram,1959636,28423,56159.92,2022-06-15 02:07:53
8889,YouTube,1820311,31013,55625.09,2024-12-28 03:02:20
13483,Instagram,561418,6339,15023.38,2020-08-12 14:41:51
767,Instagram,1651807,26014,46843.64,2021-10-31 03:26:24
4604,Instagram,1399537,16659,9777.39,2024-08-26 04:50:50
4103,Instagram,1893378,974,1295.92,2018-10-04 20:46:15
3193,YouTube,993830,524,1238.77,2023-09-27 06:30:27
1504,YouTube,524916,533,1278.61,2020-12-02 12:31:21
11590,Instagram,618457,11484,25186.17,2021-07-17 12:21:01
13181,YouTube,170474,1232,2543.05,2022-08-29 13:56:15
14331,Instagram,247850,3299,5047.17,2019-12-21 05:07:42
9066,YouTube,1782622,34045,67239.54,2019-10-05 07:41:10
14495,Instagram,1567623,15394,19545.81,2019-03-24 05:28:51
9708,Instagram,1489896,15091,22320.96,2018-02-16 09:28:58
12153,YouTube,28085,346,428.28,2021-01-05 05:47:18
1199,YouTube,806271,10181,17000.61,2021-07-31 18:06:26
10554,Instagram,323896,2208,5072.82,2023-01-19 10:20:15
8188,TikTok,1187538,3715,2265.37,2021-08-25 07:45:52
535,YouTube,1598770,6613,4934.34,2020-02-26 00:16:56
7470,Instagram,1472447,28332,53880.52,2023-05-12 11:29:10
992,TikTok,496650,1531,2716.79,2022-08-06 05:03:49
8275,Instagram,1721165,20500,27068.93,2023-02-06 12:48:31
3779,YouTube,1514680,12135,27363.4,2024-05-14 17:34:04
6267,TikTok,890811,11871,9026.43,2023-12-10 08:53:09
2136,Instagram,1045253,12780,27838.89,2024-07-10 10:12:40
10875,Instagram,1017516,10058,12125.13,2019-02-17 13:14:34
6371,YouTube,105521,467,458.54,2024-06-12 18:41:51
1648,YouTube,383805,2767,4620.17,2022-06-06 02:33:10
1778,Instagram,1675789,4770,3672.65,2022-11-20 18:09:22
4435,TikTok,426626,8364,14961.35,2019-05-22 19:25:09
1911,TikTok,1284930,11790,15884.65,2019-08-02 13:30:37
11455,TikTok,1745676,19665,31383.6,2021-12-27 23:09:13
10838,YouTube,1290182,8735,18222.42,2018-10-02 15:47:47
10808,Instagram,1016889,5651,6198.3,2021-08-13 18:20:14
1630,YouTube,1601125,28228,46896.84,2021-12-05 18:06:00
217,Instagram,41290,649,1215.16,2018-04-19 14:20:28
11021,TikTok,1030140,5233,8989.2,2021-09-17 18:17:09
10715,YouTube,1753833,11230,16756.9,2018-02-16 06:02:57
2923,TikTok,836564,7313,5831.59,2024-05-08 00:41:36
2871,Instagram,1314069,13585,28559.94,2022-08-30 11:25:49
10135,YouTube,1715183,21830,23304.28,2021-11-20 07:52:05
13240,Instagram,693714,11249,26315.04,2021-10-06 17:00:39
11349,TikTok,1413217,14214,24857.8,2022-04-10 15:11:19
8588,Instagram,1818430,9342,7283.0,2018-07-22 18:28:29
10170,TikTok,871808,17222,13449.71,2020-11-09 20:34:36
6717,Instagram,462818,4202,2875.64,2018-03-17 16:59:53
14774,TikTok,1570395,7609,7616.44,2023-02-23 22:42:52
1355,YouTube,1671646,12632,10040.95,2023-08-15 03:14:52
13343,YouTube,531730,2012,3460.75,2019-06-22 22:26:56
5123,YouTube,1407227,15162,9387.02,2023-12-30 05:05:55
9205,Instagram,953276,12531,17081.86,2021-05-04 15:08:52
2652,YouTube,113974,2072,4326.89,2023-04-27 22:04:43
9979,Instagram,1266388,23235,21887.76,2022-01-20 03:47:56
3517,YouTube,985656,11376,18225.85,2019-11-20 17:00:42
11837,TikTok,1229444,20782,19031.13,2022-08-18 00:29:30
1142,TikTok,628977,10592,21935.71,2022-11-04 07:18:00
7944,TikTok,1830490,6594,11554.19,2024-12-05 01:16:32
14145,YouTube,750431,12480,30043.41,2022-04-06 02:10:21
9373,TikTok,1362501,24951,36314.71,2018-12-24 04:43:03
5200,YouTube,1555073,12975,14992.02,2020-12-16 04:48:47
9946,TikTok,942024,3376,8048.52,2023-11-17 14:48:54
4481,Instagram,865641,5454,7332.3,2018-07-27 01:58:32
4048,YouTube,1462707,23405,23139.1,2018-09-08 06:46:53
10847,Instagram,1868860,5632,13008.86,2018-01-01 21:46:04
6882,TikTok,1239657,4802,8899.53,2022-10-20 14:59:46
6248,YouTube,71659,731,1537.13,2020-05-07 21:06:21
14825,Instagram,895422,15473,26217.83,2023-06-22 05:19:37
12553,YouTube,1237820,13920,17044.64,2021-03-07 04:29:45
1900,TikTok,464488,8051,17464.64,2021-12-15 08:50:06
9670,YouTube,847463,4794,7590.51,2021-01-02 13:07:31
5951,YouTube,764652,5134,10099.62,2022-05-24 02:21:49
6668,YouTube,1167359,3767,8435.68,2018-05-07 05:23:47
14393,YouTube,695770,2244,2837.47,2018-12-18 08:14:56
9951,YouTube,1296756,24726,42874.44,2022-03-21 01:39:21
3576,YouTube,208312,2298,4698.82,2020-10-27 00:51:42
14223,YouTube,159066,2746,3843.89,2024-12-10 09:16:03
14694,TikTok,112419,1623,884.57,2018-09-06 09:44:36
10771,TikTok,1399433,3660,5805.15,2021-01-03 14:42:15
6772,Instagram,134090,2306,3075.34,2020-07-26 14:38:54
5302,YouTube,1103031,11259,8033.37,2023-10-11 09:22:50
1978,TikTok,828387,9849,17165.92,2018-12-31 01:14:10
3908,Instagram,412674,5759,9662.63,2019-03-05 01:36:40
7566,TikTok,864347,15953,38599.51,2019-03-20 11:00:53
4100,TikTok,999998,2477,1836.8,2024-10-09 21:36:53
8826,YouTube,329836,3805,5375.09,2019-07-02 04:39:58
2638,Instagram,1361460,26751,65528.51,2023-02-09 18:11:17
4892,TikTok,1437796,28050,16919.12,2024-07-10 11:16:53
359,Instagram,496766,8826,8657.2,2022-08-05 17:46:27
14682,YouTube,93278,614,745.44,2024-11-30 21:08:04
11924,Instagram,1987071,19989,35044.87,2018-12-30 05:45:17
1895,TikTok,1974353,21533,13382.45,2018-01-21 00:26:56
3547,TikTok,627431,9563,10698.39,2018-10-30 22:03:07
612,Instagram,142519,606,1037.14,2023-02-20 19:21:21
6549,TikTok,676666,11163,19222.16,2023-07-30 15:48:03
13224,YouTube,1167657,17136,34370.56,2024-11-30 13:20:43
8406,TikTok,881292,3949,6877.12,2024-11-22 17:06:31
5183,YouTube,163187,3259,5844.18,2020-02-07 15:05:14
6934,Instagram,1864333,16280,21769.86,2021-06-13 07:07:47
3279,YouTube,1466511,2429,4467.28,2018-05-13 16:28:24
2500,Instagram,1041029,9485,10265.14,2021-10-08 17:16:03
9811,Instagram,360335,2211,3031.75,2019-12-25 03:02:58
11142,Instagram,466020,6658,4839.46,2024-05-22 18:23:42
8619,YouTube,1806048,30760,43920.05,2021-10-21 21:44:21
1011,YouTube,1964133,24703,56507.29,2024-05-31 11:35:40
12958,Instagram,1623356,14899,9055.91,2018-04-04 23:31:28
1611,YouTube,1082289,10980,13060.35,2019-10-25 16:14:01
8824,Instagram,1246446,19965,28338.44,2018-10-05 03:36:12
4820,TikTok,1452613,11668,25059.36,2019-03-14 16:01:14
3048,YouTube,402211,1389,1688.62,2018-08-22 02:14:09
10774,TikTok,1669903,3222,2486.64,2022-08-06 17:16:39
12712,YouTube,939256,3450,7581.16,2022-12-14 10:15:35
6996,Instagram,1908490,9922,16151.51,2023-05-30 04:30:51
14127,TikTok,1898241,37191,83589.03,2020-07-26 11:50:33
8666,Instagram,899308,15525,14230.89,2023-09-20 16:25:17
10461,YouTube,1202857,16835,17702.8,2024-02-13 13:11:55
6706,Instagram,1667050,7189,6933.35,2018-10-28 14:21:14
17,Instagram,1882284,29962,49274.59,2022-08-30 04:58:32
967,TikTok,554555,601,1197.45,2022-02-13 16:27:43
3829,Instagram,1820431,7814,10094.71,2018-12-28 17:42:46
2865,TikTok,1336015,21819,37308.13,2018-06-29 04:23:50
425,Instagram,103093,1534,924.01,2018-07-02 23:29:16
1483,TikTok,35117,485,397.65,2023-10-28 14:35:02
3949,Instagram,1717810,23080,44442.99,2024-12-05 23:07:39
10784,Instagram,208109,2545,3775.1,2019-10-24 11:05:22
9435,Instagram,1986407,30218,57516.73,2022-09-17 12:52:02
14945,Instagram,1139919,8130,10988.53,2020-11-11 22:43:47
10310,YouTube,124478,648,1297.84,2022-07-11 20:50:42
10148,Instagram,150529,714,1141.12,2021-08-27 18:14:57
163,TikTok,1947529,2005,3696.34,2023-09-24 21:30:40
14732,Instagram,1064510,9702,19651.37,2020-10-15 11:15:07
13681,TikTok,247565,1854,1410.56,2018-07-03 12:11:36
14846,Instagram,1608461,9593,21777.29,2021-12-13 05:34:40
6907,TikTok,1750817,33898,47998.15,2018-12-25 20:34:09
6477,YouTube,363856,4609,7099.14,2024-12-07 18:40:32
9021,YouTube,205359,205,113.01,2021-03-09 07:05:40
5135,Instagram,1985923,38689,57805.5,2020-08-05 07:17:24
12421,YouTube,384501,4415,7243.32,2018-09-03 10:32:51
13415,TikTok,765608,14421,8150.87,2019-04-30 05:39:36
7938,Instagram,1624555,10887,22093.45,2018-08-07 08:29:29
4996,YouTube,292653,5575,9124.83,2024-02-08 21:59:01
5475,Instagram,1964088,32301,66571.46,2018-10-17 09:26:59
7609,TikTok,1704486,22900,48618.77,2018-11-24 15:30:38
9889,YouTube,1822869,35621,57666.59,2023-03-15 03:22:25
13367,TikTok,1275075,5832,3314.69,2018-12-01 19:22:26
2405,Instagram,282258,349,438.34,2018-09-29 00:33:14
5523,Instagram,14959,149,229.9,2020-09-02 15:28:25
5730,TikTok,1697721,31146,19779.47,2024-03-31 11:33:15
12892,YouTube,1507437,20571,28914.12,2018-11-30 17:04:00
5660,TikTok,1059732,8149,14368.68,2021-05-08 19:33:17
13252,TikTok,434097,1127,1506.09,2020-02-06 12:33:33
13977,TikTok,1406110,16424,28196.03,2018-09-27 20:26:53
3928,TikTok,418111,6888,7585.51,2021-02-06 19:25:01
14597,Instagram,831684,1396,1858.35,2019-09-01 15:47:17
8982,Instagram,140587,2615,6318.41,2019-07-27 12:14:05
12767,YouTube,436406,2373,1722.68,2023-09-19 07:07:24
13259,YouTube,1691189,7015,6869.65,2022-10-10 20:09:48
5805,TikTok,1004108,7549,4576.5,2020-05-09 22:33:27
7806,TikTok,1112192,12009,12276.39,2018-09-13 17:01:45
1349,Instagram,1588849,22678,44761.97,2018-08-19 12:13:22
8774,YouTube,1590262,24688,39210.68,2019-08-16 23:17:34
2251,YouTube,1577965,1816,1288.76,2023-11-29 15:07:30
585,Instagram,177809,99,55.57,2021-08-23 13:12:30
1330,TikTok,1523961,15257,24617.48,2023-05-28 09:10:08
13291,YouTube,1571075,26104,28822.17,2024-08-10 06:57:17
3852,YouTube,282827,2058,3979.45,2023-10-26 06:11:47
4835,Instagram,1804421,24225,45233.14,2024-04-10 00:03:49
13368,YouTube,304570,806,1550.1,2023-04-19 17:53:36
11943,YouTube,1276945,13261,25167.71,2023-12-15 01:39:39
13579,Instagram,1170408,19128,10158.87,2019-06-19 06:24:00
4802,Instagram,326385,867,1173.24,2024-02-17 15:31:47
309,YouTube,1253409,3721,3154.43,2019-12-14 08:13:32
5133,Instagram,1251133,15505,12794.27,2019-12-19 23:28:01
12792,Instagram,1700098,13945,23078.29,2019-11-24 01:27:19
7008,YouTube,316483,4162,3762.92,2019-10-19 06:48:32
13647,TikTok,1271879,7635,17031.83,2023-08-10 03:05:18
7098,Instagram,658312,981,1841.01,2019-05-12 05:53:04
8999,Instagram,1986694,6397,6809.35,2022-09-01 19:35:10
10065,TikTok,1627083,4651,6636.5,2019-01-22 15:55:58
5558,Instagram,1137829,2369,2226.41,2020-08-15 18:06:32
4665,Instagram,1664851,19816,40921.95,2019-05-30 19:19:41
6536,TikTok,1618477,13042,13487.45,2020-01-17 15:08:27
3046,YouTube,893281,3425,4499.41,2019-01-09 18:07:21
11082,Instagram,1854819,25391,40475.83,2023-04-26 13:49:45
10013,YouTube,892203,3786,8234.17,2020-08-10 15:31:18
4147,YouTube,206119,2049,2101.64,2024-12-08 17:54:26
8275,YouTube,120498,2144,3637.81,2018-07-29 12:40:52
3556,Instagram,973559,4948,9096.66,2020-09-10 20:34:45
10759,Instagram,118010,404,930.5,2024-05-08 05:07:57
3851,TikTok,449079,5159,11035.37,2019-03-15 10:11:28
8072,TikTok,1242168,16833,30679.69,2022-03-11 12:15:02
10032,TikTok,1350724,7985,11572.07,2023-12-17 03:20:43
8002,TikTok,524147,8545,5564.02,2021-11-03 02:18:52
8920,YouTube,948873,5772,4094.61,2019-06-20 22:48:05
5664,TikTok,1984639,12070,18681.5,2023-05-12 09:21:56
9641,TikTok,1935396,33770,59368.77,2020-08-26 09:51:21
4637,Instagram,1357252,9047,14815.2,2023-02-27 19:53:16
2005,Instagram,429326,690,441.96,2024-09-05 09:15:33
9098,TikTok,1697980,31609,40094.37,2022-06-08 23:13:23
2478,TikTok,1807942,22213,46189.92,2020-11-02 18:04:32
3586,YouTube,1401847,7023,12684.12,2020-08-21 01:00:28
355,TikTok,1634630,13759,7799.27,2019-05-15 00:01:45
1722,TikTok,1498251,24196,12997.7,2022-06-28 10:37:12
2803,TikTok,732571,10694,6924.04,2020-07-22 02:15:04
9424,YouTube,816873,5438,7976.23,2023-01-27 04:53:19
996,TikTok,112149,754,573.56,2020-11-28 09:36:30
4367,YouTube,802958,12547,24236.86,2020-11-21 07:23:13
14011,Instagram,636031,11160,11043.48,2018-12-24 01:50:40
12986,Instagram,1334128,3327,1668.64,2019-08-28 09:29:44
12173,TikTok,1726248,9158,7989.61,2024-02-19 03:20:26
2660,Instagram,1445945,27102,32067.21,2020-02-23 15:05:21
5838,TikTok,963485,14203,13037.07,2023-07-05 18:05:20
6259,Instagram,330829,6559,8795.56,2019-10-01 20:14:30
1390,YouTube,1257767,4828,11761.88,2023-08-20 14:03:59
4346,TikTok,583001,945,2275.81,2020-07-13 01:49:09
10952,YouTube,871421,8427,16675.67,2021-02-07 04:04:36
7058,TikTok,245748,642,1016.63,2018-12-05 21:15:38
10218,YouTube,107805,2138,1303.46,2022-05-03 15:52:36
8153,YouTube,612504,3219,4446.45,2022-03-11 00:16:14
4045,YouTube,1129383,17983,27171.34,2019-08-31 17:58:32
9768,Instagram,1012045,7933,17893.5,2018-12-01 12:41:30
12878,YouTube,989541,16140,31432.62,2021-05-14 06:18:47
5916,TikTok,1163604,4020,3785.7,2023-07-10 07:40:57
14652,Instagram,1034621,12254,7844.21,2020-12-04 00:20:55
9118,Instagram,864066,16153,21081.38,2021-07-13 05:50:03
9380,TikTok,1813112,29829,48266.6,2020-07-07 14:40:31
96,YouTube,708270,3766,2149.38,2023-12-12 02:00:45
1497,TikTok,120729,1424,974.7,2018-01-11 03:08:01
11092,Instagram,1532821,28405,25636.09,2019-09-21 06:17:29
3084,YouTube,1099306,7992,19719.0,2022-07-29 22:06:13
3849,Instagram,165642,1297,2381.52,2021-06-07 04:53:43
3111,TikTok,1592767,23196,41441.79,2018-07-06 20:42:34
8989,Instagram,10813,209,330.73,2019-06-09 23:17:15
3250,Instagram,1992704,33787,75654.05,2023-11-05 19:23:59
6671,YouTube,441033,4456,10178.25,2023-04-04 01:41:02
6861,TikTok,1507279,4467,5082.67,2020-02-12 04:21:18
11182,TikTok,375685,4447,3297.54,2022-11-07 22:19:07
1447,Instagram,530943,2262,5429.87,2024-07-05 12:18:45
6754,Instagram,1553165,10216,11701.33,2019-12-18 23:41:06
4997,YouTube,862332,8818,20015.75,2019-10-07 21:01:57
3998,Instagram,197276,1513,2002.63,2024-07-20 21:41:12
11963,Instagram,1591720,13417,12994.16,2021-10-23 00:47:25
326,Instagram,472143,4399,3583.36,2022-05-26 06:25:07
11719,Instagram,98434,966,2118.56,2022-07-01 11:21:11
9100,TikTok,1694580,10296,23118.89,2018-04-24 00:13:58
3595,Instagram,320021,4701,3357.91,2022-07-27 04:45:41
10273,TikTok,929251,12002,24400.72,2018-01-24 20:02:54
4813,YouTube,310786,301,302.43,2023-08-30 06:25:03
1647,YouTube,1960159,32533,68576.63,2020-01-16 05:41:11
751,Instagram,1357234,3884,5635.79,2019-09-05 01:07:37
10344,TikTok,218809,1332,2369.26,2024-02-01 00:02:34
6536,TikTok,728368,9837,21618.26,2022-12-28 19:42:46
12406,YouTube,891582,15809,17849.81,2023-11-25 05:38:09
2473,TikTok,1618847,4427,8405.28,2023-11-22 15:34:09
7183,YouTube,1017833,17373,15979.44,2021-08-04 23:26:58
6661,Instagram,445525,5562,10089.66,2018-11-16 01:16:04
3442,YouTube,1522557,5798,12997.79,2021-04-24 19:13:55
6859,YouTube,1066831,10924,23467.39,2018-09-02 22:04:44
8126,Instagram,900413,15105,23220.37,2023-03-03 20:04:41
4456,Instagram,1739324,14579,34654.37,2020-08-23 19:28:11
14976,Instagram,1759080,34938,62420.37,2024-06-21 14:21:41
5635,TikTok,1060897,2460,2086.91,2020-04-25 04:35:04
8748,YouTube,1709232,4050,3026.83,2024-12-09 05:55:30
7838,TikTok,1013916,10259,10495.3,2021-09-07 02:59:09
12300,TikTok,1512429,18074,33816.54,2021-08-21 04:41:44
5995,TikTok,1558189,19393,17322.98,2021-02-10 22:15:06
12939,Instagram,530504,7868,10413.58,2021-02-12 04:44:24
12176,TikTok,520866,9145,20771.37,2023-06-10 17:54:05
11873,Instagram,1975278,30454,32620.64,2018-03-10 04:11:21
13097,YouTube,318823,3157,4454.56,2023-07-26 10:18:07
4100,Instagram,1946023,4408,5164.5,2019-05-30 12:41:25
14736,TikTok,83920,241,236.28,2019-09-09 02:18:39
3333,TikTok,894175,8986,20433.1,2018-04-16 14:10:43
13513,Instagram,1705533,17582,39450.41,2021-03-21 22:53:08
1776,YouTube,96529,1104,787.67,2022-03-07 20:59:44
1851,TikTok,1547426,17843,27129.84,2021-09-15 10:07:39
6862,TikTok,925253,12443,28125.87,2021-03-01 16:00:39
9163,Instagram,1412652,6781,9512.37,2020-04-15 16:47:07
7864,TikTok,533983,5471,11413.36,2018-06-22 20:05:18
1948,YouTube,700237,5009,2630.1,2024-12-04 05:10:41
13725,YouTube,27469,415,557.82,2020-10-13 16:40:13
10479,TikTok,689790,12422,14351.91,2024-10-23 11:59:20
7785,TikTok,1170637,4275,2270.01,2020-01-03 09:16:59
130,Instagram,408868,7865,15877.69,2019-06-04 21:44:35
3315,YouTube,1960783,27144,32931.43,2022-08-30 05:35:46
1060,Instagram,833635,487,410.25,2022-07-19 00:48:26
8358,Instagram,1831321,22722,26048.05,2022-09-23 09:31:14
12681,TikTok,1554369,15301,36873.75,2018-02-23 01:13:36
1234,Instagram,405076,6594,11197.05,2018-06-28 09:30:30
13220,YouTube,1121810,4957,3714.51,2024-07-05 10:16:49
14116,Instagram,1576898,24024,41340.19,2023-12-07 13:46:23
3723,TikTok,862977,6818,10626.21,2019-01-08 20:01:57
9043,Instagram,1060905,19665,47490.06,2021-07-03 21:42:22
6402,Instagram,871851,7345,16745.78,2024-10-19 11:19:20
10647,YouTube,405392,6593,12393.76,2020-04-27 19:04:12
5756,Instagram,18035,97,75.66,2022-12-16 22:56:37
6340,TikTok,1463033,28500,56225.45,2019-01-27 04:47:09
12862,TikTok,665196,2263,2001.38,2022-05-08 08:33:41
1551,TikTok,1623685,3415,3973.64,2020-04-04 14:21:04
10357,TikTok,1133203,21307,48711.41,2020-05-25 06:06:20
14175,TikTok,863577,6175,15415.7,2018-06-17 11:18:54
3547,Instagram,451763,8407,12250.74,2019-04-24 18:28:46
14175,TikTok,178813,3424,7093.3,2018-09-20 04:47:22
2074,Instagram,558392,6188,11665.41,2023-09-11 13:50:06
3310,TikTok,1859302,20229,50167.73,2021-05-17 12:29:59
1231,TikTok,1682896,18677,15165.46,2019-02-12 16:43:48
6583,Instagram,1648717,11700,10230.9,2021-01-05 16:20:54
13524,TikTok,363309,3526,1906.98,2019-04-17 18:36:24
11019,YouTube,312317,1839,4255.77,2022-09-17 23:43:59
4244,Instagram,1305253,5536,10457.44,2018-05-25 11:22:43
66,Instagram,1496651,21925,53834.43,2022-05-28 01:07:24
1618,YouTube,195658,2308,2422.89,2019-06-15 19:38:13
649,YouTube,1001974,7648,7767.17,2021-01-29 16:36:54
4014,TikTok,1657060,26958,33214.81,2023-01-07 00:05:14
9201,YouTube,1467097,10412,19803.38,2023-08-28 11:47:40
133,TikTok,245562,2806,6559.39,2019-01-19 20:39:50
2312,Instagram,743057,929,1316.7,2024-05-07 03:17:41
4126,Instagram,623383,8666,16910.03,2023-11-24 23:33:59
1269,Instagram,164046,500,1207.32,2024-08-30 08:08:04
5961,Instagram,1925063,26468,17943.94,2018-02-23 00:51:09
10706,Instagram,1558040,24275,19262.95,2021-01-05 16:18:28
6540,YouTube,202333,3200,4392.74,2024-02-01 14:25:01
10764,Instagram,768950,15346,24307.79,2022-02-13 03:48:17
2720,YouTube,1503603,28567,19792.94,2022-08-31 19:44:02
12806,TikTok,1676733,28471,19464.4,2021-07-29 18:03:27
1932,YouTube,1176977,3523,6558.82,2023-02-24 17:41:22
12396,TikTok,1993248,15000,19866.45,2023-07-21 03:53:12
3787,TikTok,463982,4333,3324.8,2023-11-21 22:26:11
13495,YouTube,1840132,23600,32036.26,2020-10-22 23:01:03
13404,TikTok,1822395,19573,11233.99,2023-06-06 23:35:05
13503,YouTube,376244,2531,5659.25,2020-05-03 15:35:20
4050,Instagram,1693504,29371,15655.69,2019-02-27 01:13:15
2968,YouTube,1763552,14889,18271.29,2019-02-20 08:27:46
175,YouTube,474465,8510,18810.98,2021-02-18 15:52:10
3581,TikTok,1820160,23000,50784.06,2023-08-28 10:46:35
6954,YouTube,481689,8644,12373.8,2024-03-08 19:01:09
7393,Instagram,1507790,18700,10974.1,2019-09-30 22:21:08
7088,Instagram,535247,375,821.93,2024-02-05 15:33:58
532,TikTok,1684876,8667,20495.01,2018-05-29 04:07:26
7820,TikTok,1345029,13831,9452.96,2022-10-12 14:29:23
7560,Instagram,1404938,22320,18113.95,2019-11-23 15:03:34
648,TikTok,234666,2196,1789.07,2022-01-11 11:59:05
7101,YouTube,708272,9138,7302.99,2024-10-26 18:38:05
5774,YouTube,343637,3793,6877.03,2020-03-02 22:03:38
11454,Instagram,1009918,8485,18217.85,2020-11-10 03:13:53
6013,TikTok,1015258,8032,4846.77,2022-06-12 03:15:25
2887,YouTube,1411714,27221,47293.2,2020-04-01 17:31:07
2764,Instagram,388026,6503,10111.32,2023-12-28 10:57:10
4105,TikTok,431476,5518,5423.6,2020-01-19 11:02:33
13767,YouTube,1187085,1950,2291.94,2019-12-28 00:38:39
4091,Instagram,904919,9755,10184.47,2019-06-20 01:00:44
8748,TikTok,1948658,25938,29035.6,2021-04-26 12:05:35
11190,YouTube,1278113,7511,10369.68,2023-05-01 16:36:09
2608,YouTube,823911,13890,15679.58,2020-08-17 03:30:06
14380,Instagram,21315,68,117.14,2021-03-27 22:48:38
1537,YouTube,608598,3775,4273.45,2024-02-06 02:15:11
2075,TikTok,1651389,25945,20506.6,2022-06-04 17:03:22
6554,TikTok,1294334,20447,27948.89,2023-04-25 01:43:47
14364,Instagram,148700,86,95.09,2018-07-21 15:05:08
7781,TikTok,52030,431,780.72,2021-09-11 01:34:37
5926,Instagram,39124,435,766.26,2022-08-15 21:35:01
11798,Instagram,1346178,20389,13694.17,2020-05-13 06:25:11
2801,TikTok,314729,1022,2223.47,2023-03-25 16:15:40
5566,YouTube,1832065,13115,24706.54,2022-07-31 14:44:26
9763,YouTube,1688084,5892,8554.89,2018-09-19 02:11:10
3768,TikTok,1139476,21743,54103.35,2022-09-24 08:38:46
14971,YouTube,1616606,7610,11538.77,2020-10-13 08:20:49
11658,YouTube,1547487,3868,3135.67,2023-12-28 14:15:04
10515,TikTok,1822678,7918,10366.4,2021-08-11 08:07:09
8724,TikTok,1951205,19039,24543.53,2022-04-05 04:02:32
10188,Instagram,236578,4721,8924.61,2019-02-15 23:26:20
4556,Instagram,456759,8108,9856.38,2019-10-08 23:27:21
5257,YouTube,1681893,11863,13019.71,2024-07-21 21:27:00
1311,Instagram,643984,6551,6244.2,2018-10-26 13:31:18
3076,Instagram,464516,6326,4152.96,2021-12-17 04:55:44
