session_id,page_visits,signups,purchases,dropoff_rate,funnel_date
92810,2233,763,119,0.95,2024-06-16 01:47:34
38323,13586,3412,1722,0.87,2020-07-28 08:08:47
394038,18613,5892,2390,0.87,2023-06-17 03:47:49
407361,15444,6423,1460,0.91,2021-04-13 21:51:45
20779,18778,4423,581,0.97,2024-06-19 04:39:23
195713,5416,1022,581,0.89,2020-04-24 00:41:38
214535,9378,2658,1531,0.84,2019-01-25 06:57:32
439705,10131,2481,1371,0.86,2024-01-31 11:43:49
243807,19693,5588,2826,0.86,2019-01-23 09:01:15
88502,2749,1071,140,0.95,2022-02-21 05:05:24
458332,11586,4851,625,0.95,2019-08-01 19:16:21
3729,9735,3838,1522,0.84,2024-12-16 19:34:34
392479,8011,2559,1027,0.87,2023-08-22 09:22:49
69078,11825,4163,1989,0.83,2018-03-29 20:03:41
457092,19465,9722,4643,0.76,2022-12-23 09:52:47
45884,2027,821,118,0.94,2024-04-21 14:46:11
330501,1042,348,208,0.8,2020-06-09 17:58:22
95039,2176,542,237,0.89,2022-06-27 02:54:36
177695,8498,3622,634,0.93,2022-12-01 16:41:23
42615,5785,653,242,0.96,2018-01-27 19:20:43
53648,9670,984,340,0.96,2023-03-27 06:50:15
460120,5878,1373,810,0.86,2023-05-14 21:25:23
219023,14152,2837,858,0.94,2023-11-25 20:21:13
438686,8149,2680,691,0.92,2024-01-11 20:36:17
451157,17165,4079,1593,0.91,2024-05-04 00:42:56
334948,8812,2966,1647,0.81,2023-11-28 15:59:39
128431,3017,979,470,0.84,2024-11-06 09:41:26
117305,13742,4885,990,0.93,2020-01-15 01:01:52
444354,1080,456,110,0.9,2021-03-09 21:47:58
44924,10355,1716,218,0.98,2019-11-14 09:13:39
175311,13717,1609,519,0.96,2021-12-22 18:43:54
240394,1479,487,207,0.86,2020-08-28 15:18:01
12085,4980,740,367,0.93,2021-07-20 03:18:34
478514,15465,5200,1488,0.9,2019-06-11 15:56:39
394800,12700,1807,910,0.93,2021-01-28 03:17:02
270010,10646,3741,700,0.93,2020-05-29 22:18:34
323860,10007,4029,821,0.92,2024-06-11 11:16:37
298080,14850,1921,1093,0.93,2018-03-04 03:42:36
195728,2900,1430,301,0.9,2019-08-25 05:57:45
297014,3902,1127,281,0.93,2020-09-16 21:46:52
31066,18671,8185,969,0.95,2020-11-20 11:56:24
494483,10189,2067,1140,0.89,2018-05-10 22:30:23
224283,6305,2869,318,0.95,2022-06-30 10:59:42
85186,12464,5945,1756,0.86,2024-06-28 05:34:09
303230,212,28,3,0.99,2019-11-03 14:57:27
182404,527,188,85,0.84,2022-11-02 12:58:05
306360,8863,2907,1622,0.82,2019-10-01 12:42:01
164443,12674,2041,1039,0.92,2021-10-05 02:32:43
268052,11039,2210,1160,0.89,2020-02-18 09:58:51
61474,2714,984,486,0.82,2021-05-15 22:57:40
226021,4111,1556,592,0.86,2023-11-07 00:15:49
476801,15968,4691,2795,0.82,2022-03-04 20:15:08
193717,6444,1436,659,0.9,2019-02-25 08:33:07
40753,16748,7719,3070,0.82,2018-04-30 13:26:53
424158,13229,4343,1076,0.92,2020-05-04 15:27:15
92187,19192,3604,1823,0.91,2024-10-19 15:05:30
273954,11638,3102,777,0.93,2019-05-03 13:42:03
163948,5129,882,205,0.96,2023-10-25 09:42:45
269296,573,126,40,0.93,2024-12-18 16:31:13
326737,4466,1797,544,0.88,2021-07-16 02:29:32
127557,5242,681,381,0.93,2023-04-07 21:08:39
403906,12147,5214,914,0.92,2024-12-20 13:35:47
157821,18088,7370,3499,0.81,2023-06-20 17:26:27
31221,1095,137,73,0.93,2018-03-01 08:51:58
351572,3132,1559,688,0.78,2024-12-31 16:36:23
336093,2638,776,403,0.85,2020-12-15 23:05:34
193355,12841,5009,2005,0.84,2018-09-25 03:03:11
92889,14785,1990,890,0.94,2019-05-31 07:45:09
160169,8278,2857,1299,0.84,2018-12-31 11:07:50
351372,4427,1836,1042,0.76,2024-07-17 16:35:08
360831,12440,5555,1237,0.9,2018-04-04 05:07:12
232673,13506,4920,931,0.93,2018-02-06 15:51:50
475414,12605,5973,818,0.94,2019-05-09 16:29:35
459067,14473,1530,371,0.97,2024-06-27 23:03:19
336288,19748,2754,651,0.97,2021-10-22 12:47:06
360501,12033,3765,890,0.93,2024-12-28 12:17:11
425473,15983,1664,194,0.99,2018-05-09 12:48:28
353913,5437,2004,1115,0.79,2022-08-24 00:23:23
438184,14390,5957,2077,0.86,2021-07-13 21:20:13
468681,2041,549,63,0.97,2022-12-04 01:55:27
268336,6532,2211,984,0.85,2018-12-12 04:04:02
179634,15150,6123,3503,0.77,2023-07-07 14:14:40
318146,17336,5780,1367,0.92,2021-09-09 11:58:22
346897,12965,5609,801,0.94,2022-02-26 04:35:15
354536,16575,2197,602,0.96,2023-02-05 07:08:38
202937,361,145,81,0.78,2020-11-08 09:05:52
421081,4606,1883,492,0.89,2021-11-14 18:10:12
469592,5551,1091,461,0.92,2021-07-30 06:03:29
146791,2885,342,42,0.99,2024-04-09 06:32:43
158514,15893,6116,2306,0.85,2019-06-20 07:35:15
236393,11793,2158,353,0.97,2020-03-18 04:24:53
80946,17693,3277,1739,0.9,2019-08-28 00:16:46
315122,6967,1552,459,0.93,2020-02-29 10:35:49
348166,18361,7629,3557,0.81,2018-02-01 20:30:36
326023,15168,6045,1089,0.93,2021-09-15 13:31:58
42237,5319,1546,539,0.9,2021-01-23 22:38:47
104787,15033,1622,456,0.97,2019-11-22 16:35:15
60170,13014,1391,309,0.98,2019-04-29 15:23:25
225370,18960,8114,2796,0.85,2024-02-18 21:26:53
186197,2197,236,116,0.95,2019-01-05 10:43:02
284848,12459,1396,355,0.97,2022-03-31 23:47:05
446690,6565,763,94,0.99,2022-05-10 04:03:33
360335,17940,7389,1622,0.91,2019-03-09 02:58:46
393596,16429,4998,639,0.96,2020-08-16 19:19:57
58199,5638,1060,295,0.95,2023-04-14 14:54:21
187545,9054,4048,675,0.93,2023-01-14 23:27:25
248054,10507,3977,2136,0.8,2021-01-27 20:09:34
105066,10101,2352,1164,0.88,2023-03-20 07:04:14
269496,11291,2339,1123,0.9,2019-04-11 18:43:08
447938,14159,3141,574,0.96,2024-09-01 20:21:36
118373,10319,1666,212,0.98,2024-11-04 04:56:53
422906,828,181,45,0.95,2018-08-15 17:51:25
316013,2075,773,445,0.79,2024-04-30 01:52:00
442297,13817,3896,898,0.94,2022-10-16 12:49:53
108208,6750,3197,493,0.93,2022-03-29 14:24:19
86150,19752,7057,1462,0.93,2021-11-03 17:51:41
40498,19300,8007,2375,0.88,2022-08-03 01:39:57
123856,7726,1433,475,0.94,2024-03-12 16:42:13
115892,15834,5698,1173,0.93,2019-04-04 20:57:01
337551,19829,3263,631,0.97,2019-08-31 00:06:29
123708,12698,2269,726,0.94,2024-01-18 07:58:10
440339,18309,8071,1195,0.93,2021-08-25 16:19:35
481639,13362,2248,302,0.98,2019-08-03 04:28:40
325586,17964,4916,1906,0.89,2022-05-22 02:00:56
243586,19928,3826,1409,0.93,2018-05-11 16:22:06
353384,10825,1672,184,0.98,2019-06-15 08:59:22
340046,3575,1094,305,0.91,2019-07-05 02:54:30
11777,8656,1576,636,0.93,2020-11-30 20:28:04
342243,14872,3828,1017,0.93,2018-04-02 00:21:58
406475,2158,981,493,0.77,2021-12-04 04:26:30
307437,17257,2396,1260,0.93,2024-11-25 19:18:49
424116,16426,7431,1252,0.92,2024-11-18 11:44:35
11984,8688,1279,591,0.93,2021-04-16 05:08:59
145396,11812,3924,1234,0.9,2020-08-14 04:10:49
307898,363,180,64,0.82,2023-12-01 13:48:49
246782,9231,3948,436,0.95,2018-06-05 22:31:54
298756,1371,546,257,0.81,2019-12-19 15:15:30
280229,1506,264,118,0.92,2020-11-17 05:41:19
145675,19897,8308,2610,0.87,2022-11-19 10:17:55
271433,17478,3090,1182,0.93,2022-11-09 12:36:58
361631,5212,1371,182,0.97,2021-05-08 03:20:45
222367,1090,232,49,0.96,2020-06-24 13:13:57
156637,6802,2504,1281,0.81,2020-10-14 12:26:32
157905,4587,1445,404,0.91,2019-11-07 02:18:40
288026,868,221,128,0.85,2021-11-09 01:43:05
297328,5416,2662,1156,0.79,2020-07-31 08:04:42
354161,8977,2080,701,0.92,2023-03-15 00:17:57
336666,5115,1822,866,0.83,2020-03-19 06:08:08
229028,891,337,121,0.86,2018-11-20 21:04:31
307903,9860,4167,1679,0.83,2018-07-23 08:16:40
46071,6257,2496,1154,0.82,2022-03-15 11:01:44
360664,8028,2021,470,0.94,2024-05-28 11:11:44
3803,8123,3083,976,0.88,2019-09-30 13:23:33
171716,3978,1529,697,0.82,2019-03-31 16:30:53
57855,14326,6099,3216,0.78,2022-11-02 00:33:07
5275,15122,1517,378,0.98,2024-04-23 04:32:54
344685,2549,747,90,0.96,2024-07-26 08:28:25
487816,4540,678,185,0.96,2021-07-03 20:16:23
15639,6272,2412,796,0.87,2018-10-15 03:45:24
367421,13865,2535,1348,0.9,2018-07-08 13:56:36
128548,3585,1235,712,0.8,2024-04-18 02:22:09
72244,13930,6410,914,0.93,2020-12-02 11:38:27
470867,13424,1408,380,0.97,2020-02-10 02:33:36
467044,1609,481,240,0.85,2020-07-25 16:07:31
4711,4142,599,303,0.93,2021-07-12 21:42:57
166951,8269,2262,1286,0.84,2024-01-01 02:43:17
345928,9501,1469,398,0.96,2018-07-04 19:01:14
125290,16759,6470,1876,0.89,2021-12-30 14:18:09
167716,716,298,82,0.89,2024-02-22 16:22:36
357396,18264,7951,4676,0.74,2018-02-10 11:55:50
476412,18428,4316,1245,0.93,2023-11-26 22:21:17
46595,14245,2669,1292,0.91,2024-05-31 03:06:52
16340,1784,204,119,0.93,2020-06-01 19:00:59
244326,17495,8412,4535,0.74,2019-09-15 14:22:08
70617,6007,1400,398,0.93,2020-08-24 01:35:38
312246,14558,4660,2697,0.81,2022-02-03 03:34:29
146907,14146,3465,1538,0.89,2018-07-18 15:03:57
163626,8691,899,249,0.97,2020-12-13 00:22:30
300106,9298,2952,390,0.96,2021-05-05 12:56:40
113802,15037,6824,2463,0.84,2024-06-27 22:57:41
178892,6704,2698,1345,0.8,2018-08-20 10:15:12
450587,4415,1672,751,0.83,2018-10-07 05:21:40
473091,10714,4397,555,0.95,2019-08-21 17:21:50
213851,3168,884,288,0.91,2019-07-10 15:11:05
361231,393,150,32,0.92,2019-04-11 22:10:17
61169,9005,3457,750,0.92,2019-11-13 04:56:18
125375,10260,3584,550,0.95,2018-12-09 22:16:37
223813,9873,3554,1360,0.86,2019-10-13 12:27:15
263017,15734,2011,1077,0.93,2022-12-10 19:47:20
432777,2431,507,266,0.89,2018-05-24 17:40:58
330682,12063,3798,1489,0.88,2020-06-29 00:06:36
452148,6046,2061,1120,0.81,2024-04-13 04:31:58
304380,18544,3925,1444,0.92,2022-06-02 08:15:20
340709,10784,4376,2284,0.79,2021-07-16 06:29:39
316628,18903,4877,1362,0.93,2022-11-14 08:14:50
448334,17979,6564,2258,0.87,2019-01-25 20:12:47
430591,9901,1214,562,0.94,2020-08-21 20:50:35
202377,6274,2276,439,0.93,2023-05-26 18:56:39
110481,10083,4669,2395,0.76,2022-04-27 18:22:07
356169,9840,4555,749,0.92,2018-09-07 02:07:56
301148,10684,4306,1786,0.83,2022-01-02 04:56:00
215056,13294,2689,1042,0.92,2021-02-03 21:28:28
356808,7033,1025,264,0.96,2022-05-27 17:39:29
164150,12104,3163,690,0.94,2020-11-16 19:01:54
457077,14885,4813,2304,0.85,2019-11-28 05:10:00
235837,9350,4403,1413,0.85,2021-10-27 02:59:26
186942,10202,3768,1700,0.83,2020-05-09 04:47:54
457026,3811,1788,718,0.81,2018-09-15 18:51:23
353536,15960,3135,1854,0.88,2022-01-12 21:25:31
263795,11699,4273,839,0.93,2023-04-23 14:35:41
212461,18538,3495,353,0.98,2018-12-26 05:39:51
391395,15481,4407,2090,0.86,2019-02-19 07:17:33
470833,18420,3969,1569,0.91,2022-10-15 21:48:08
290760,2240,970,238,0.89,2024-10-29 14:18:06
326376,17674,2728,1433,0.92,2023-12-25 05:22:43
404525,10160,1034,481,0.95,2021-02-27 03:24:54
393341,2334,614,363,0.84,2019-10-19 02:48:36
374797,8039,1155,307,0.96,2021-08-30 10:47:30
314136,19766,4689,828,0.96,2022-07-02 13:54:36
143630,5827,2910,1251,0.79,2021-09-05 09:55:01
84105,2814,1043,616,0.78,2020-01-13 02:56:39
8932,13520,6094,613,0.95,2019-06-05 01:34:14
23567,18830,2655,996,0.95,2022-01-09 00:41:09
194329,13873,4382,1561,0.89,2021-02-23 23:27:35
407499,11809,5317,2227,0.81,2020-07-03 15:36:24
448573,11737,3867,632,0.95,2018-08-12 01:44:36
408305,11155,4165,1365,0.88,2019-08-20 06:59:22
291716,4663,2242,467,0.9,2019-11-11 05:25:45
435652,10087,1115,436,0.96,2020-06-04 06:25:10
156575,13652,6556,3341,0.76,2022-04-24 09:49:33
117857,18352,3561,1157,0.94,2020-08-15 22:49:56
54586,509,240,112,0.78,2019-06-15 14:59:24
450883,19786,5291,1579,0.92,2024-08-20 00:50:28
33898,10256,1698,261,0.97,2018-08-13 17:16:21
265077,18401,7726,3327,0.82,2023-08-12 01:18:37
68002,4438,1204,376,0.92,2018-03-06 16:24:09
104340,17130,8355,4975,0.71,2022-02-16 13:48:05
434860,10787,2306,566,0.95,2019-10-05 10:31:57
390923,11219,4425,1368,0.88,2023-08-29 07:43:36
372058,19987,7120,2270,0.89,2019-04-19 15:56:54
484261,11784,2765,409,0.97,2024-08-27 18:01:10
68853,5148,708,360,0.93,2019-10-05 22:51:53
129435,2584,555,129,0.95,2021-04-01 21:40:00
328329,18081,2122,491,0.97,2018-02-03 02:00:45
136098,5366,1662,495,0.91,2018-04-04 18:15:28
388189,2045,218,123,0.94,2019-11-26 08:32:06
239085,13185,5893,663,0.95,2018-02-21 22:13:12
82443,324,117,59,0.82,2020-04-16 18:54:59
357741,17706,7020,1706,0.9,2018-06-06 13:37:39
113858,5755,2149,269,0.95,2023-03-16 08:09:37
352352,7441,1248,559,0.92,2024-10-10 12:49:34
169382,16236,3312,1263,0.92,2021-06-05 05:09:50
319072,4331,692,255,0.94,2018-07-27 21:07:12
470299,18288,8723,3147,0.83,2019-10-30 01:07:42
313340,8092,3982,583,0.93,2021-12-04 15:05:10
405758,7503,1255,217,0.97,2019-06-14 03:47:49
402144,8862,2014,663,0.93,2024-03-09 10:15:17
65290,17905,8839,1403,0.92,2021-04-19 04:35:15
14748,5843,2044,345,0.94,2023-10-12 07:08:34
333675,14703,6317,1751,0.88,2022-08-23 04:35:03
253714,5775,2677,395,0.93,2022-09-30 20:18:32
345301,6537,881,134,0.98,2021-09-10 09:07:32
112866,2504,992,186,0.93,2021-06-21 09:06:32
357935,16561,7947,3154,0.81,2023-07-29 12:04:38
201635,8324,1430,307,0.96,2022-07-10 06:31:39
180228,7196,2300,482,0.93,2022-01-01 00:50:37
460963,7318,1337,684,0.91,2020-07-28 07:10:38
477842,15262,5352,997,0.93,2024-05-14 19:58:54
363269,14031,1762,257,0.98,2024-08-31 18:21:04
315033,9589,1428,606,0.94,2023-05-25 22:50:18
75712,4327,1396,721,0.83,2018-07-18 15:29:08
191033,1006,136,21,0.98,2020-10-26 17:54:58
284228,15222,3812,678,0.96,2023-05-04 09:39:14
171975,7884,3453,1302,0.83,2023-03-22 10:56:15
140225,13752,5752,1609,0.88,2024-06-16 18:55:19
468681,10517,4645,2579,0.75,2024-10-22 23:02:40
302717,19048,5778,1230,0.94,2019-01-06 05:13:44
227902,4028,1448,850,0.79,2022-08-05 04:58:55
363869,12016,1213,361,0.97,2018-01-01 02:11:22
205870,15370,2157,481,0.97,2024-04-09 14:27:09
415273,2191,322,45,0.98,2024-10-13 18:23:51
156047,511,184,72,0.86,2020-10-23 22:20:51
114041,7377,2577,1177,0.84,2020-11-26 07:01:02
270540,17055,5729,1491,0.91,2024-07-08 17:15:28
199646,12114,5345,2691,0.78,2021-08-29 12:10:13
411282,19392,8627,3308,0.83,2023-09-15 16:44:22
181243,15709,5906,2253,0.86,2020-09-30 11:40:49
448920,1637,262,39,0.98,2018-01-28 05:48:19
52513,10151,4351,2470,0.76,2019-01-07 13:56:39
463448,2899,574,274,0.91,2020-12-15 09:13:45
311941,1921,392,117,0.94,2020-07-31 15:04:15
332037,3699,1401,389,0.89,2024-08-23 16:22:38
285594,10180,3589,951,0.91,2020-01-10 03:35:06
327600,13561,5331,1270,0.91,2023-06-26 08:45:04
113663,4867,2266,304,0.94,2023-05-01 10:08:35
331811,5305,1808,291,0.95,2020-10-29 10:10:14
226694,11058,1991,392,0.96,2018-07-21 17:55:53
208261,4429,1681,893,0.8,2020-01-05 06:36:50
493775,12731,5401,2042,0.84,2024-02-14 03:28:53
144204,5365,647,330,0.94,2020-01-13 07:50:01
131512,2748,1035,367,0.87,2021-09-22 22:44:24
192668,16476,7934,1836,0.89,2023-10-25 16:57:28
74393,19489,5770,1707,0.91,2021-04-26 18:31:46
207360,18428,4866,866,0.95,2023-08-19 09:07:16
270010,6040,2489,704,0.88,2019-07-18 04:59:11
260904,2185,558,106,0.95,2019-10-20 02:20:21
12291,6168,639,348,0.94,2020-01-13 04:30:49
396841,16686,4366,1754,0.89,2018-08-06 11:40:54
398389,6854,2543,688,0.9,2022-12-06 03:13:10
153193,16651,2068,1082,0.94,2022-04-17 13:02:22
113655,11812,1490,844,0.93,2023-01-14 16:30:50
364503,16668,8022,3286,0.8,2018-09-15 15:59:19
107904,12772,3912,407,0.97,2021-11-21 20:17:14
292586,17339,6082,1069,0.94,2020-02-27 15:07:19
350123,11475,4210,1828,0.84,2020-03-09 15:08:35
93684,1852,761,201,0.89,2018-10-11 15:40:45
423953,4452,533,216,0.95,2021-10-18 04:29:02
264056,12727,2936,399,0.97,2024-05-17 05:49:12
83748,11855,1694,620,0.95,2019-02-01 17:36:01
316038,13385,1804,446,0.97,2021-07-18 17:46:36
281956,524,162,25,0.95,2018-11-25 22:50:16
298667,15450,3308,939,0.94,2024-06-23 19:43:58
379771,16117,4989,2661,0.83,2019-01-10 21:22:31
179484,11656,5583,3285,0.72,2018-11-11 05:40:30
256875,3950,811,179,0.95,2018-08-25 02:55:31
212674,7910,2577,917,0.88,2023-11-18 06:11:23
344318,10651,1363,606,0.94,2022-12-28 20:49:09
439690,15013,2209,1049,0.93,2024-10-06 19:23:51
38964,13464,1723,983,0.93,2018-01-06 11:52:49
459051,12707,3407,1488,0.88,2018-04-11 17:28:14
318630,11346,3648,2007,0.82,2019-12-10 12:23:10
9,5009,2253,234,0.95,2023-08-25 06:17:43
256913,6909,2139,858,0.88,2018-11-16 17:45:49
217365,3572,396,108,0.97,2023-01-03 13:40:21
278911,603,237,72,0.88,2019-01-08 18:31:02
179076,8855,1364,440,0.95,2022-12-09 21:08:14
325510,4141,756,112,0.97,2024-11-28 02:47:27
263635,4150,1939,841,0.8,2021-12-05 03:04:35
2625,11255,3724,742,0.93,2024-07-11 18:53:51
179334,344,105,45,0.87,2024-07-16 10:48:06
420443,763,77,8,0.99,2022-01-16 14:27:24
325505,17027,5502,1427,0.92,2021-01-25 16:43:45
27547,9476,1313,611,0.94,2020-11-26 07:01:47
321224,5140,1943,672,0.87,2020-02-13 20:17:18
256903,10256,1455,303,0.97,2022-07-17 20:17:19
340053,4679,1559,723,0.85,2023-12-11 22:00:25
40414,1092,492,108,0.9,2020-03-14 18:48:36
145373,5651,1014,228,0.96,2023-03-20 04:47:43
97882,16490,2094,816,0.95,2022-11-09 07:39:39
226611,12024,2058,489,0.96,2020-04-19 23:29:39
165717,5926,757,401,0.93,2021-05-04 10:39:37
304619,923,102,23,0.98,2023-03-25 13:06:56
345904,9347,2034,503,0.95,2023-07-20 06:23:46
296636,19982,5203,2961,0.85,2022-04-17 14:58:28
29303,10341,2659,1095,0.89,2024-07-07 14:26:04
484712,16964,5782,3451,0.8,2022-12-10 18:36:55
232467,17798,3630,1230,0.93,2020-12-03 09:09:31
22768,17647,5139,1298,0.93,2024-12-06 16:29:45
278557,17766,6477,868,0.95,2020-05-26 11:36:08
54614,8285,858,137,0.98,2022-11-11 05:42:05
449952,17670,3851,1493,0.92,2023-02-21 07:30:37
460954,6744,812,299,0.96,2024-10-05 02:21:42
132190,254,59,14,0.94,2023-04-30 23:36:15
129466,9791,4399,1219,0.88,2024-03-06 23:11:12
471962,16517,2833,1404,0.91,2021-12-31 07:54:41
2693,13208,3068,590,0.96,2024-03-24 06:05:13
156241,4931,1694,564,0.89,2023-11-09 12:44:06
353440,15180,5449,640,0.96,2022-10-31 13:03:29
8230,4545,551,230,0.95,2023-05-18 11:58:27
291791,19478,5995,1320,0.93,2022-11-14 10:43:13
310935,4184,1801,909,0.78,2021-01-01 02:49:11
298223,18267,3610,1931,0.89,2020-06-24 21:39:47
211737,19227,2180,1012,0.95,2019-11-10 09:02:05
191778,17141,5333,1155,0.93,2024-04-24 18:29:47
488006,9678,2947,371,0.96,2020-12-16 02:49:02
152284,11014,3824,1903,0.83,2021-12-10 15:13:03
267075,19266,8878,5104,0.74,2020-04-02 15:54:10
252699,18786,2598,886,0.95,2019-08-28 02:56:44
349542,18584,7236,2877,0.85,2020-03-07 23:12:42
274226,11664,3108,827,0.93,2018-10-20 19:57:00
337319,4262,934,536,0.87,2021-02-21 20:53:54
380514,10040,2385,548,0.95,2023-07-17 02:42:24
249748,18564,6212,1211,0.93,2021-04-05 06:23:46
242547,4809,716,356,0.93,2018-11-20 10:16:30
88192,4242,700,301,0.93,2023-03-07 21:43:49
422058,10668,4855,898,0.92,2020-07-14 11:09:34
184346,10858,1675,645,0.94,2018-03-07 16:17:22
494996,18369,2348,1278,0.93,2020-04-19 03:34:13
72242,14702,5564,1540,0.9,2021-04-14 07:56:32
18318,3956,1131,561,0.86,2020-03-10 18:32:20
10892,4340,1591,297,0.93,2024-01-16 03:52:11
262983,19734,7103,1269,0.94,2024-11-27 07:23:31
230134,8039,1041,434,0.95,2022-05-16 06:22:58
412099,9962,1070,483,0.95,2023-05-01 12:33:26
271097,18448,4430,1859,0.9,2024-03-01 15:12:15
215205,4671,589,103,0.98,2023-03-19 23:25:07
217762,5963,790,112,0.98,2021-09-30 20:28:56
479437,9442,2140,252,0.97,2018-04-03 23:42:10
307969,4721,638,316,0.93,2019-05-19 09:32:17
97491,15628,4126,1972,0.87,2022-04-15 06:17:17
478532,12968,2899,1042,0.92,2020-01-10 23:06:19
441371,2952,518,166,0.94,2024-02-09 21:47:18
55375,19922,9046,4970,0.75,2020-12-30 20:43:21
303664,10361,1287,548,0.95,2020-04-09 14:21:37
58506,4217,658,214,0.95,2023-04-14 14:46:07
40730,5922,2098,716,0.88,2020-11-04 23:39:45
147782,15073,5140,2794,0.81,2020-05-15 10:46:51
186752,6803,1477,289,0.96,2018-05-10 13:21:49
342529,14598,5434,2999,0.79,2024-05-12 00:17:03
148090,8402,2395,762,0.91,2024-10-12 01:37:29
38300,4156,1523,308,0.93,2023-09-23 08:48:09
88847,6955,2752,589,0.92,2023-11-16 14:01:08
335529,16325,2192,989,0.94,2021-01-26 21:53:50
201248,1550,764,270,0.83,2019-02-01 19:17:02
254267,8608,1567,297,0.97,2019-04-15 16:29:02
29691,2144,669,90,0.96,2018-03-23 17:24:23
46426,10284,2643,716,0.93,2019-01-12 01:14:42
450465,11766,1891,333,0.97,2023-01-04 06:44:53
153975,12957,6162,3246,0.75,2020-01-17 08:22:21
54921,14717,1483,426,0.97,2021-11-08 03:07:06
162893,12175,1916,822,0.93,2023-03-11 14:48:57
184831,11826,4819,1051,0.91,2020-12-20 13:40:26
465591,16727,5963,2134,0.87,2022-04-13 21:18:59
67448,14949,5835,902,0.94,2023-06-14 07:55:29
67098,3691,1828,599,0.84,2021-02-26 06:28:09
373614,2757,325,186,0.93,2024-09-14 11:34:41
449998,16734,8183,1500,0.91,2018-11-25 04:08:58
190823,1531,704,144,0.91,2021-12-16 12:11:51
94802,9843,2873,1658,0.83,2022-09-07 20:31:17
51092,11623,4059,1243,0.89,2023-05-24 11:42:59
36219,3434,1683,896,0.74,2023-04-21 18:09:32
416416,15052,3722,1124,0.93,2022-11-20 15:25:16
271785,9260,3676,1229,0.87,2020-04-19 09:32:12
258773,18264,8123,3442,0.81,2023-06-24 17:05:00
490521,7694,3490,1688,0.78,2020-07-01 10:37:43
65243,15143,6291,2682,0.82,2022-06-09 02:06:35
498184,176,86,40,0.77,2019-09-01 12:07:05
405943,2572,298,43,0.98,2022-05-01 11:37:38
310903,3746,1031,262,0.93,2023-10-22 08:48:45
351944,2300,233,84,0.96,2022-12-02 15:12:26
138878,1015,269,110,0.89,2019-01-09 21:27:13
493615,5378,1508,671,0.88,2019-01-09 03:28:46
360906,8489,3027,1658,0.8,2021-05-06 06:02:33
499935,10816,2532,972,0.91,2020-09-07 13:30:33
305124,14905,5319,3114,0.79,2022-02-09 22:11:34
297980,16576,5432,2707,0.84,2024-01-13 21:39:55
110352,18983,9153,2456,0.87,2019-10-07 01:27:05
158476,15154,1648,898,0.94,2024-10-13 07:01:19
181872,4904,1595,477,0.9,2023-02-23 11:17:53
136939,4639,1303,208,0.96,2024-12-19 06:32:57
178816,9799,1098,541,0.94,2019-06-14 01:54:02
43941,13681,2433,1061,0.92,2022-02-10 03:45:27
287914,12004,5869,2858,0.76,2018-07-05 10:32:41
495467,708,134,79,0.89,2022-05-22 15:27:57
250008,5654,1909,598,0.89,2021-02-22 21:55:35
263407,10878,1552,417,0.96,2018-03-13 03:49:15
287609,12974,3567,1157,0.91,2018-04-26 05:02:50
385908,8831,1354,553,0.94,2022-09-16 04:21:28
192452,966,360,109,0.89,2024-06-12 23:06:39
457739,7378,2468,1247,0.83,2023-11-08 05:41:04
448650,12080,1430,527,0.96,2022-05-21 16:51:08
74797,19012,2075,791,0.96,2024-03-29 12:01:07
88441,12957,4211,2399,0.81,2018-11-29 14:46:55
233907,18090,8117,3882,0.79,2019-10-09 08:40:33
343156,13610,3838,1203,0.91,2020-12-14 04:40:24
278134,19996,9799,2543,0.87,2020-12-31 13:43:38
109810,5270,2434,1166,0.78,2023-04-03 21:31:41
347023,15497,5755,2228,0.86,2019-05-04 09:07:26
13722,2095,602,89,0.96,2023-09-24 17:01:36
432351,1074,187,107,0.9,2023-03-29 02:32:53
383461,10191,3885,591,0.94,2022-10-21 11:05:55
386854,3506,987,550,0.84,2019-12-24 23:47:52
499566,12960,2818,1325,0.9,2019-06-06 20:15:40
420951,16833,7362,3277,0.81,2022-11-23 16:40:13
264214,16598,6692,772,0.95,2024-10-09 19:06:41
294814,15828,3151,487,0.97,2020-11-13 09:29:27
52451,16655,8321,4859,0.71,2021-12-03 15:26:59
467421,13137,4141,658,0.95,2022-07-18 12:36:32
83638,616,230,111,0.82,2019-04-02 08:45:49
264870,434,112,16,0.96,2024-06-30 20:15:14
373832,9687,1904,530,0.95,2020-10-25 00:09:42
333488,18187,5191,2300,0.87,2018-08-09 01:34:39
211025,1730,644,92,0.95,2018-05-19 08:03:37
317616,17848,2459,913,0.95,2018-06-15 19:47:24
196948,13077,4415,501,0.96,2020-03-05 06:39:13
36619,4612,1759,274,0.94,2019-04-23 12:05:18
164334,19507,3460,530,0.97,2018-08-27 02:40:29
229131,14165,6333,3288,0.77,2021-08-18 02:57:43
116858,14149,6474,1932,0.86,2019-02-14 16:02:47
433241,19842,5852,2366,0.88,2020-11-17 17:28:32
782,14785,2718,1137,0.92,2021-04-27 13:35:57
478051,13401,5602,1444,0.89,2020-06-17 14:42:44
473657,2318,1149,277,0.88,2021-09-03 07:30:52
250804,2436,486,227,0.91,2020-11-01 10:33:48
324364,9697,2025,423,0.96,2024-03-07 11:22:14
406702,19661,2259,232,0.99,2019-06-25 01:34:48
