customer_id,monthly_revenue,customer_lifespan_months,customer_lifetime_value,segment
28286,7131,54,385074,Low Value
26557,6038,27,163026,High Value
7999,6718,22,147796,Low Value
5528,7665,30,229950,Mid Value
14705,9552,21,200592,High Value
14233,2959,3,8877,High Value
26445,3325,22,73150,Mid Value
20290,1168,7,8176,Low Value
17291,1069,8,8552,Mid Value
14770,2262,12,27144,Low Value
26134,848,58,49184,Mid Value
13322,4282,51,218382,Mid Value
25951,2471,43,106253,Mid Value
273,2241,33,73953,High Value
4208,4526,3,13578,High Value
12990,3582,13,46566,High Value
2716,3556,35,124460,Mid Value
9195,2125,35,74375,Mid Value
17972,9403,57,535971,Low Value
1095,3282,13,42666,High Value
15365,8093,11,89023,High Value
648,4283,5,21415,Mid Value
21193,9613,23,221099,Low Value
7347,5394,9,48546,Mid Value
4703,1393,2,2786,Mid Value
11786,3848,9,34632,Mid Value
21117,6800,7,47600,Mid Value
19325,3799,6,22794,High Value
8505,6583,10,65830,High Value
1884,5501,40,220040,Mid Value
15561,8264,41,338824,Low Value
11426,5728,3,17184,Mid Value
17094,5917,2,11834,Low Value
23474,2089,52,108628,Low Value
19378,5364,19,101916,High Value
24971,1923,29,55767,High Value
9445,8878,28,248584,High Value
15182,1037,46,47702,Mid Value
20222,4131,57,235467,Mid Value
12204,5040,31,156240,High Value
13813,3585,27,96795,Mid Value
18989,456,29,13224,Mid Value
3942,6490,34,220660,Mid Value
7243,5070,7,35490,Mid Value
15342,1178,37,43586,High Value
19544,7520,59,443680,Low Value
20398,1114,22,24508,Mid Value
24714,2157,54,116478,Mid Value
2326,6139,13,79807,High Value
6812,5071,17,86207,Low Value
4230,8001,30,240030,High Value
23332,3429,13,44577,Mid Value
12174,4800,30,144000,Mid Value
778,5527,40,221080,Mid Value
24122,7848,10,78480,High Value
6542,1182,54,63828,Low Value
19483,4520,8,36160,High Value
29200,9004,4,36016,High Value
14833,3788,57,215916,High Value
3894,5269,19,100111,Mid Value
9185,3613,4,14452,Low Value
28314,5813,51,296463,Low Value
17263,5999,16,95984,Mid Value
27391,5177,53,274381,Low Value
2113,294,18,5292,Mid Value
742,3445,35,120575,Mid Value
22922,3936,37,145632,Mid Value
18803,2434,7,17038,Low Value
18567,8547,10,85470,High Value
2340,6308,44,277552,High Value
19969,8068,2,16136,Mid Value
15954,4980,10,49800,Mid Value
5034,6617,57,377169,Low Value
195,5946,54,321084,High Value
1314,8894,10,88940,High Value
15488,3908,7,27356,Mid Value
22080,3806,9,34254,Low Value
24008,2994,37,110778,High Value
10622,3611,8,28888,High Value
17061,5645,11,62095,Low Value
6739,7279,1,7279,High Value
496,2429,16,38864,Mid Value
195,2469,5,12345,Mid Value
20879,4756,33,156948,High Value
19728,1247,43,53621,Mid Value
1573,8042,8,64336,High Value
24001,8237,23,189451,Low Value
7542,7934,48,380832,Mid Value
10650,6164,1,6164,Mid Value
14881,1842,51,93942,Low Value
1476,6527,57,372039,Low Value
19912,6830,16,109280,Mid Value
19513,3147,48,151056,High Value
28239,9232,38,350816,Low Value
29106,4689,50,234450,Mid Value
17910,3228,43,138804,High Value
5761,7454,24,178896,Mid Value
19144,6028,59,355652,Mid Value
6160,4738,10,47380,Low Value
14632,3973,49,194677,Low Value
15291,6551,26,170326,Low Value
16950,738,43,31734,Low Value
22900,5307,41,217587,Low Value
19031,7464,50,373200,High Value
19731,8945,59,527755,Low Value
24851,5918,3,17754,Mid Value
10179,3447,48,165456,Mid Value
2986,2206,1,2206,Mid Value
3863,9157,9,82413,Low Value
11824,878,19,16682,Mid Value
16206,7767,50,388350,High Value
3373,2034,59,120006,Mid Value
21021,8044,40,321760,Low Value
24829,5400,26,140400,High Value
11458,5584,26,145184,High Value
23001,3691,42,155022,Low Value
18060,7979,23,183517,High Value
25109,5797,47,272459,High Value
23481,1692,21,35532,Mid Value
23764,1522,21,31962,Mid Value
25985,1727,39,67353,Mid Value
4640,4247,34,144398,Low Value
4430,6453,14,90342,High Value
15341,9113,46,419198,Low Value
22157,5692,30,170760,Low Value
4859,2878,44,126632,Low Value
12001,5277,15,79155,Mid Value
969,7560,13,98280,Low Value
13815,7801,4,31204,High Value
21698,8179,38,310802,Low Value
8040,7575,59,446925,Low Value
6247,7415,51,378165,Mid Value
11529,7442,51,379542,Low Value
7598,3490,31,108190,High Value
22578,7607,43,327101,High Value
10964,3333,57,189981,Low Value
3093,1743,7,12201,Mid Value
10573,6140,48,294720,Mid Value
21201,7360,26,191360,Low Value
6594,6535,10,65350,High Value
26732,373,44,16412,High Value
28426,4482,27,121014,High Value
10404,5773,34,196282,High Value
22845,3950,24,94800,Low Value
29017,1871,38,71098,High Value
12975,8747,33,288651,High Value
8408,9158,2,18316,Mid Value
7339,6211,5,31055,Mid Value
24945,7449,50,372450,Low Value
10097,2802,14,39228,Low Value
5880,5670,56,317520,Low Value
16537,4201,38,159638,Low Value
14552,7653,29,221937,High Value
391,1218,54,65772,High Value
4861,9761,32,312352,Mid Value
23222,6327,45,284715,Mid Value
12648,6015,51,306765,High Value
24038,4727,32,151264,Low Value
21705,6371,5,31855,Low Value
13287,4291,45,193095,Mid Value
11692,2974,10,29740,High Value
13334,4008,10,40080,High Value
29412,8159,35,285565,Mid Value
17946,5069,49,248381,Mid Value
24283,6799,2,13598,High Value
12229,6093,33,201069,Low Value
29478,2232,36,80352,High Value
18797,7945,38,301910,High Value
13132,8031,12,96372,High Value
23530,2948,13,38324,High Value
6218,6318,48,303264,Mid Value
1525,5263,41,215783,High Value
1552,9777,59,576843,High Value
19996,8417,39,328263,High Value
26571,7710,17,131070,High Value
7793,2256,29,65424,High Value
27693,1502,26,39052,High Value
27222,6014,36,216504,High Value
22207,3567,14,49938,High Value
20517,7868,11,86548,Mid Value
21490,846,44,37224,Mid Value
22381,3729,4,14916,High Value
18965,2525,31,78275,Mid Value
6037,3259,19,61921,High Value
11398,7002,2,14004,Low Value
25404,3624,28,101472,Mid Value
27121,7453,48,357744,Mid Value
20489,740,41,30340,Low Value
6754,544,7,3808,Low Value
7025,6682,57,380874,High Value
29474,9306,55,511830,High Value
22666,7992,10,79920,Mid Value
12129,8696,13,113048,High Value
17719,917,12,11004,High Value
202,1339,4,5356,High Value
9768,6610,39,257790,Low Value
15968,9026,10,90260,High Value
21824,2615,23,60145,Low Value
3485,7598,42,319116,Low Value
5942,1605,23,36915,Mid Value
14351,2272,14,31808,High Value
28747,2016,6,12096,Mid Value
21569,7903,13,102739,High Value
1174,5876,34,199784,Mid Value
22912,1895,15,28425,High Value
27270,7667,44,337348,Low Value
3423,8828,55,485540,Low Value
528,4277,43,183911,Mid Value
21886,5282,27,142614,High Value
26513,6620,19,125780,Mid Value
6059,2725,30,81750,Low Value
8781,9917,6,59502,Low Value
4252,1890,5,9450,Low Value
13322,6137,25,153425,High Value
15035,3323,24,79752,Low Value
13468,2205,9,19845,Mid Value
16485,5573,58,323234,Mid Value
26995,2517,53,133401,Low Value
5580,5882,26,152932,Mid Value
10239,5426,35,189910,Mid Value
12400,378,26,9828,High Value
18203,9132,22,200904,Low Value
2221,1452,57,82764,Low Value
25365,2788,17,47396,Mid Value
6587,583,20,11660,Low Value
22514,5693,51,290343,Mid Value
21285,6715,14,94010,High Value
10018,832,18,14976,High Value
5174,1027,58,59566,Low Value
24483,5510,25,137750,Low Value
20261,8009,11,88099,Mid Value
26818,5258,19,99902,Low Value
1477,6768,31,209808,High Value
18375,6559,8,52472,Mid Value
8141,6058,38,230204,Mid Value
9201,727,14,10178,High Value
12567,997,31,30907,High Value
21760,265,47,12455,Low Value
5305,5436,34,184824,Low Value
11215,4399,35,153965,High Value
11141,2369,30,71070,Low Value
12883,2537,18,45666,Mid Value
9505,7723,45,347535,Mid Value
2191,8163,6,48978,High Value
27905,4816,34,163744,Low Value
1141,4146,50,207300,Low Value
3678,6155,35,215425,High Value
11271,9170,28,256760,Mid Value
4404,7849,4,31396,Low Value
23297,4902,30,147060,High Value
6573,6719,59,396421,High Value
4316,4706,9,42354,Mid Value
2051,3829,41,156989,Low Value
20334,8101,43,348343,Low Value
2666,1053,22,23166,Low Value
22701,5969,47,280543,High Value
6410,1072,28,30016,High Value
20839,4693,57,267501,Low Value
11940,2186,6,13116,Low Value
1509,2669,46,122774,Low Value
2904,6378,14,89292,Mid Value
18218,9783,37,361971,High Value
15983,8895,15,133425,High Value
27387,5499,46,252954,High Value
4361,2324,43,99932,Low Value
16733,1522,5,7610,Mid Value
29242,3228,57,183996,Low Value
17726,3042,44,133848,Mid Value
6764,9526,53,504878,Mid Value
14667,2116,35,74060,Mid Value
10604,6603,2,13206,Mid Value
5699,7041,32,225312,Low Value
3012,9853,1,9853,High Value
15374,8620,56,482720,Low Value
12311,3200,29,92800,Mid Value
12568,9862,36,355032,Low Value
18405,4301,38,163438,Mid Value
6343,9277,59,547343,High Value
2573,4272,35,149520,Low Value
27458,9243,53,489879,Low Value
27211,3286,25,82150,High Value
26290,8271,43,355653,Mid Value
18433,6907,24,165768,Low Value
26251,2844,59,167796,Mid Value
13581,8643,22,190146,Low Value
14735,4643,36,167148,Low Value
15141,5597,40,223880,High Value
13142,4768,41,195488,Low Value
19285,3557,38,135166,Mid Value
19007,5571,58,323118,High Value
14232,9225,31,285975,Mid Value
12333,817,59,48203,Low Value
1873,7664,57,436848,Low Value
26523,3596,2,7192,High Value
12784,4104,46,188784,High Value
23358,1954,46,89884,Mid Value
20597,6659,39,259701,Low Value
4517,9241,26,240266,Mid Value
7731,4110,54,221940,Mid Value
29091,2215,18,39870,High Value
25504,4661,25,116525,Mid Value
27789,6147,33,202851,High Value
11417,9898,43,425614,High Value
18032,3376,22,74272,Mid Value
1688,8536,41,349976,Low Value
24928,1529,55,84095,Mid Value
19882,1523,17,25891,High Value
8758,3403,47,159941,Mid Value
4676,5299,37,196063,Mid Value
20401,3999,23,91977,High Value
14962,7459,52,387868,Low Value
8469,5948,9,53532,Low Value
2056,7168,18,129024,Low Value
23139,3726,41,152766,Low Value
11849,8295,41,340095,Low Value
14938,4232,41,173512,High Value
16409,6714,47,315558,High Value
21690,8159,32,261088,Low Value
16781,2932,59,172988,High Value
29360,9427,2,18854,Low Value
19,418,47,19646,Low Value
16714,2815,44,123860,High Value
14478,4363,23,100349,Low Value
29072,9665,29,280285,Low Value
10835,7006,42,294252,Low Value
3066,5747,23,132181,Mid Value
12397,2819,38,107122,Low Value
4075,5941,14,83174,Low Value
4607,2807,13,36491,Mid Value
29176,7969,5,39845,High Value
17260,2757,43,118551,Mid Value
4527,9201,56,515256,Mid Value
5535,2981,52,155012,High Value
19142,7994,1,7994,Mid Value
12104,1296,59,76464,Mid Value
19967,1895,41,77695,Mid Value
29455,5753,56,322168,Mid Value
20627,9966,3,29898,Mid Value
24661,9063,25,226575,High Value
19117,6704,54,362016,High Value
20228,5722,57,326154,Mid Value
20688,4345,56,243320,High Value
21467,2747,41,112627,Low Value
18486,2286,19,43434,High Value
15967,5535,17,94095,High Value
8197,3321,16,53136,Low Value
9556,4829,19,91751,High Value
20832,1887,53,100011,High Value
26926,858,15,12870,Low Value
15619,9251,28,259028,High Value
3181,3967,15,59505,Mid Value
15622,681,56,38136,Mid Value
18524,2243,32,71776,Low Value
24426,7823,13,101699,Mid Value
5160,6042,45,271890,High Value
1594,9199,28,257572,Mid Value
16631,9192,4,36768,Mid Value
24085,8716,20,174320,High Value
29725,7831,34,266254,Low Value
16971,4110,20,82200,Low Value
29342,7784,2,15568,High Value
24614,590,21,12390,Mid Value
17779,9341,50,467050,Mid Value
9711,7579,12,90948,Mid Value
1379,775,3,2325,High Value
17615,6472,58,375376,High Value
482,8849,34,300866,Low Value
13733,8967,39,349713,Mid Value
3011,4826,57,275082,High Value
380,7862,25,196550,Low Value
2335,5724,52,297648,High Value
16609,6455,9,58095,Mid Value
13341,7145,44,314380,High Value
752,4979,47,234013,High Value
4416,970,47,45590,High Value
17073,4538,51,231438,High Value
27470,2313,55,127215,High Value
2216,5959,37,220483,High Value
9349,7289,21,153069,Low Value
6645,2402,34,81668,Mid Value
1932,4555,49,223195,Low Value
17180,3541,2,7082,Low Value
2025,3049,25,76225,Mid Value
29553,5877,37,217449,Mid Value
19811,2963,32,94816,Mid Value
29943,1748,12,20976,Mid Value
29746,1252,55,68860,Mid Value
3708,8176,52,425152,High Value
9204,6572,49,322028,Mid Value
20990,2391,49,117159,High Value
2245,6166,15,92490,High Value
20068,4098,47,192606,Low Value
7148,6590,25,164750,High Value
13686,4447,22,97834,High Value
25423,7834,47,368198,Low Value
7169,2342,10,23420,High Value
28190,5395,34,183430,Mid Value
26608,8055,10,80550,Low Value
24713,6226,14,87164,Low Value
1477,8099,37,299663,Low Value
1109,3049,32,97568,Mid Value
24178,207,14,2898,High Value
13113,1426,40,57040,Mid Value
20147,6915,23,159045,Mid Value
29533,4948,5,24740,High Value
22968,9559,26,248534,Low Value
25902,9917,31,307427,High Value
1410,5036,57,287052,Low Value
20817,8608,4,34432,Mid Value
9899,6210,15,93150,High Value
17319,9494,48,455712,Low Value
27304,9894,18,178092,Mid Value
15332,8165,43,351095,Low Value
27715,2143,24,51432,High Value
15081,5873,7,41111,Low Value
19628,6635,11,72985,Low Value
19694,8360,12,100320,High Value
11428,4945,56,276920,High Value
13706,6373,25,159325,Mid Value
12260,7314,52,380328,Low Value
27424,5044,50,252200,High Value
442,2097,21,44037,Mid Value
29028,5239,11,57629,Low Value
10689,1617,19,30723,Mid Value
29275,4071,11,44781,High Value
14220,7742,51,394842,High Value
28056,3399,48,163152,Low Value
19336,3482,7,24374,Mid Value
9409,8730,16,139680,High Value
7488,5799,5,28995,Low Value
7026,1640,10,16400,High Value
11449,4291,27,115857,Mid Value
23345,1447,50,72350,High Value
712,7280,1,7280,Low Value
15201,7580,56,424480,Mid Value
18212,265,51,13515,High Value
21185,606,3,1818,High Value
15514,2993,8,23944,Low Value
14079,7785,4,31140,Low Value
2810,4571,7,31997,High Value
11368,1750,37,64750,Low Value
22047,4476,59,264084,Low Value
6928,6482,35,226870,High Value
15427,2109,29,61161,High Value
10413,5622,58,326076,Low Value
11326,1609,38,61142,High Value
25629,4636,54,250344,High Value
29755,2513,11,27643,Low Value
1026,2703,17,45951,Mid Value
9931,1699,11,18689,Mid Value
12371,5109,59,301431,Mid Value
25261,8187,45,368415,Low Value
27859,2983,30,89490,Low Value
26641,2101,37,77737,Mid Value
6207,8192,20,163840,Low Value
12674,2746,24,65904,Mid Value
23510,1643,43,70649,Mid Value
15927,1992,18,35856,High Value
24478,3220,39,125580,Low Value
23801,8568,28,239904,High Value
29185,5386,56,301616,Low Value
27469,6826,8,54608,High Value
25424,845,39,32955,Mid Value
13685,2367,53,125451,Mid Value
7542,1174,39,45786,Mid Value
27721,6700,26,174200,Mid Value
18285,8503,28,238084,High Value
4646,8715,35,305025,High Value
918,4287,15,64305,High Value
22749,522,36,18792,Low Value
25255,1641,33,54153,Low Value
14169,6807,58,394806,Mid Value
20641,8299,14,116186,High Value
15927,3601,46,165646,Low Value
13890,4091,36,147276,Mid Value
14815,6834,40,273360,Low Value
20056,3228,42,135576,Low Value
5380,2872,46,132112,Low Value
1537,3321,59,195939,Mid Value
28916,2960,28,82880,Mid Value
28355,7371,35,257985,High Value
19481,8727,38,331626,Low Value
7664,2405,22,52910,Mid Value
24919,5620,9,50580,High Value
7345,3219,58,186702,High Value
25537,4070,37,150590,Mid Value
10953,2723,55,149765,Low Value
16583,6685,24,160440,High Value
29358,4332,31,134292,High Value
24482,6127,28,171556,Mid Value
8984,1401,8,11208,Low Value
19937,3025,5,15125,Mid Value
17732,9392,3,28176,High Value
11280,7338,18,132084,Low Value
3782,446,41,18286,Mid Value
825,3138,19,59622,Low Value
1124,9055,13,117715,Mid Value
9657,1154,33,38082,High Value
24610,5391,37,199467,Low Value
9475,8142,10,81420,Low Value
26631,8192,27,221184,High Value
20510,7359,35,257565,Mid Value
781,3568,30,107040,Mid Value
18357,2460,39,95940,Mid Value
8544,3280,58,190240,High Value
6501,7593,27,205011,Mid Value
6465,4969,6,29814,Low Value
21888,4162,30,124860,Low Value
22567,2008,15,30120,Mid Value
18512,953,18,17154,Low Value
1064,4563,21,95823,High Value
26208,2374,32,75968,Low Value
9062,4097,29,118813,High Value
9831,3405,50,170250,Mid Value
595,7405,50,370250,Low Value
12709,1271,53,67363,High Value
5008,3108,8,24864,Low Value
13875,1878,48,90144,High Value
26696,6928,2,13856,High Value
11719,595,44,26180,Mid Value
28598,4159,12,49908,Mid Value
15088,232,27,6264,High Value
7572,9178,16,146848,High Value
1275,7742,40,309680,Mid Value
18230,6415,49,314335,High Value
25407,6256,10,62560,High Value
10098,4893,11,53823,Low Value
23208,1181,28,33068,Mid Value
4584,7497,11,82467,Mid Value
4990,4488,25,112200,Mid Value
19993,4854,43,208722,High Value
26898,5649,57,321993,Mid Value
7693,7680,3,23040,Low Value
10563,7330,49,359170,Low Value
29105,2001,18,36018,High Value
24440,7786,41,319226,High Value
11998,345,44,15180,Low Value
17254,7407,43,318501,Low Value
22514,2523,7,17661,High Value
21309,3221,7,22547,Low Value
24692,9543,22,209946,Low Value
23243,9218,22,202796,Low Value
8357,9132,36,328752,Mid Value
13426,1382,43,59426,Low Value
13494,8353,8,66824,Mid Value
16101,5899,47,277253,High Value
1035,1981,39,77259,High Value
23047,4648,18,83664,Mid Value
25112,7364,46,338744,Mid Value
29947,4455,58,258390,Low Value
20473,2089,39,81471,High Value
20326,9839,5,49195,High Value
13816,5493,41,225213,High Value
3786,2292,19,43548,High Value
13939,7355,53,389815,High Value
4602,3973,41,162893,Mid Value
24483,6229,4,24916,High Value
6787,8192,17,139264,Mid Value
18540,7939,9,71451,Low Value
21884,954,11,10494,High Value
3195,1532,17,26044,High Value
15903,8143,25,203575,High Value
16816,2275,1,2275,High Value
26143,7599,56,425544,Mid Value
21639,9661,59,569999,High Value
20656,4051,36,145836,Low Value
28527,4632,53,245496,Low Value
14678,7878,28,220584,Mid Value
9518,7579,28,212212,Low Value
13007,2683,35,93905,Low Value
25166,9062,13,117806,Low Value
2152,4166,23,95818,Low Value
2988,2665,5,13325,Low Value
7431,1215,42,51030,High Value
18329,4857,23,111711,Low Value
17630,8652,12,103824,Mid Value
16122,3609,58,209322,High Value
16832,8163,9,73467,High Value
15092,3827,56,214312,Low Value
5638,8221,28,230188,Low Value
11085,4942,6,29652,Mid Value
19942,9053,37,334961,Mid Value
484,4745,13,61685,Mid Value
24489,6038,59,356242,Mid Value
19458,4608,8,36864,Low Value
19105,8694,2,17388,High Value
24103,6304,49,308896,High Value
29170,4438,26,115388,High Value
13855,3981,42,167202,Low Value
14705,4410,28,123480,Mid Value
26098,6079,8,48632,High Value
732,2209,28,61852,High Value
760,6643,49,325507,Mid Value
7913,5522,48,265056,High Value
7201,8118,15,121770,Low Value
19765,7808,16,124928,High Value
14569,9577,11,105347,Mid Value
14631,5477,55,301235,Mid Value
22728,9273,16,148368,High Value
25239,3814,54,205956,Low Value
20416,4942,8,39536,High Value
24468,2589,40,103560,Mid Value
17298,5587,4,22348,Mid Value
10984,234,13,3042,Low Value
475,5387,50,269350,Mid Value
10789,5254,9,47286,Mid Value
1900,2091,50,104550,High Value
24801,3549,4,14196,Low Value
27992,8796,2,17592,Low Value
19089,4169,27,112563,Low Value
10468,1443,31,44733,High Value
2076,7988,8,63904,Low Value
26492,1622,12,19464,High Value
20893,4438,35,155330,High Value
15823,4862,6,29172,Mid Value
20791,7354,56,411824,Low Value
13596,3978,41,163098,High Value
29882,5285,54,285390,Mid Value
14934,9282,49,454818,Mid Value
20581,1377,51,70227,Mid Value
27139,8765,37,324305,High Value
17314,576,28,16128,Mid Value
22209,3200,53,169600,High Value
21772,2485,56,139160,High Value
14418,1793,18,32274,High Value
4229,2164,52,112528,High Value
23737,3755,31,116405,Mid Value
1966,5891,23,135493,High Value
11336,5299,37,196063,High Value
14622,7191,4,28764,High Value
10124,1218,59,71862,Mid Value
27223,8687,47,408289,Mid Value
13115,4997,36,179892,Mid Value
11986,9996,52,519792,Mid Value
22856,4222,6,25332,Mid Value
10722,4904,53,259912,Low Value
13323,1225,7,8575,Mid Value
3352,1915,33,63195,High Value
4485,1686,45,75870,High Value
21867,8440,33,278520,High Value
27817,2052,4,8208,High Value
9694,896,17,15232,Low Value
28226,3644,45,163980,Mid Value
13125,5394,8,43152,Mid Value
6377,9267,44,407748,Low Value
29812,7548,40,301920,High Value
20611,462,29,13398,Low Value
6714,4601,49,225449,Low Value
28988,2348,22,51656,Mid Value
23833,3617,41,148297,High Value
15269,9441,49,462609,Mid Value
27156,1276,46,58696,Low Value
28610,9581,54,517374,Mid Value
14499,5668,23,130364,Mid Value
21136,5281,55,290455,High Value
4733,1180,26,30680,High Value
13157,6766,17,115022,Mid Value
11896,3341,2,6682,High Value
25715,2365,38,89870,High Value
8366,1953,51,99603,High Value
21648,3430,9,30870,High Value
10524,3409,35,119315,Low Value
20966,231,37,8547,High Value
27172,2740,59,161660,Mid Value
6736,8736,54,471744,High Value
24265,7302,21,153342,Mid Value
24188,5295,40,211800,Low Value
29096,3345,2,6690,Mid Value
17972,2280,7,15960,High Value
28099,9450,28,264600,High Value
5529,8809,12,105708,Low Value
6516,1099,34,37366,Low Value
6129,3438,13,44694,High Value
23395,6323,4,25292,High Value
11037,9364,22,206008,Mid Value
29094,1503,57,85671,Mid Value
22070,6460,19,122740,High Value
12794,604,9,5436,Mid Value
21212,526,12,6312,Low Value
17527,4128,35,144480,High Value
2885,928,27,25056,Low Value
5366,1904,9,17136,Mid Value
10685,615,3,1845,Low Value
11569,3460,6,20760,Low Value
18799,1855,54,100170,Low Value
17858,5419,31,167989,Low Value
26090,2303,11,25333,High Value
21870,5269,13,68497,High Value
26075,7525,39,293475,High Value
15640,4094,53,216982,Mid Value
12087,6567,17,111639,Mid Value
13645,9297,44,409068,Mid Value
2100,2015,37,74555,Low Value
5755,6431,36,231516,High Value
9549,1018,58,59044,Mid Value
28126,5291,24,126984,Mid Value
11464,280,5,1400,Low Value
15073,9647,29,279763,High Value
22414,8419,16,134704,Mid Value
27019,2866,52,149032,Mid Value
12463,5046,59,297714,Low Value
9720,6579,21,138159,Low Value
17655,5390,42,226380,Low Value
12198,6889,6,41334,Low Value
29753,2358,8,18864,Low Value
6492,6384,51,325584,Low Value
21553,7802,9,70218,Mid Value
15673,3150,56,176400,Low Value
17903,5437,41,222917,Low Value
26527,9360,23,215280,Mid Value
18582,7201,11,79211,High Value
20315,2704,28,75712,Low Value
24034,9406,27,253962,High Value
22983,1476,36,53136,High Value
27799,3525,7,24675,High Value
7032,4133,5,20665,Low Value
28504,1154,32,36928,Mid Value
6250,9318,29,270222,Mid Value
7574,5411,10,54110,High Value
7515,2561,11,28171,High Value
8916,7123,25,178075,Mid Value
27146,7226,44,317944,Mid Value
16950,9984,14,139776,Low Value
25495,5003,59,295177,High Value
27415,4745,2,9490,High Value
24416,7770,46,357420,High Value
19319,317,18,5706,Low Value
8598,1413,19,26847,High Value
6745,9566,12,114792,High Value
5598,5614,38,213332,Mid Value
3738,2180,11,23980,Mid Value
10715,9594,28,268632,Low Value
22821,1189,5,5945,Low Value
3602,9584,46,440864,Low Value
4667,4671,59,275589,High Value
1956,2168,21,45528,Low Value
21721,9133,7,63931,Mid Value
5902,7357,28,205996,Mid Value
14118,8911,8,71288,High Value
11119,3991,7,27937,Low Value
17355,1715,10,17150,Mid Value
14166,1591,18,28638,High Value
3198,676,9,6084,High Value
28379,6715,54,362610,High Value
24279,6876,58,398808,High Value
27112,4499,46,206954,Low Value
15822,4395,16,70320,Mid Value
19269,4567,23,105041,High Value
13874,4773,13,62049,Low Value
23193,7046,54,380484,Low Value
164,6259,3,18777,Mid Value
695,8389,40,335560,Low Value
23933,1559,36,56124,Mid Value
1177,266,4,1064,High Value
22324,523,42,21966,Mid Value
994,6628,42,278376,Mid Value
29232,8302,22,182644,Low Value
16908,1955,51,99705,Mid Value
17108,1698,7,11886,Mid Value
22662,8869,25,221725,Mid Value
26563,1538,58,89204,Mid Value
60,5122,23,117806,High Value
5711,5224,9,47016,High Value
1236,3272,21,68712,High Value
4579,8432,17,143344,Low Value
6815,2877,30,86310,High Value
7296,4250,12,51000,Low Value
15807,5380,32,172160,Low Value
18529,7719,21,162099,Low Value
7828,4932,37,182484,Mid Value
6147,2964,9,26676,Mid Value
362,7851,8,62808,High Value
21612,3018,43,129774,High Value
26248,727,42,30534,High Value
18385,7460,59,440140,Mid Value
23301,1148,8,9184,High Value
14602,5540,22,121880,Mid Value
26124,9034,18,162612,Low Value
17862,642,19,12198,High Value
5314,4221,54,227934,Low Value
14918,2473,35,86555,High Value
5073,2891,45,130095,Mid Value
7897,8379,23,192717,Mid Value
24578,4203,19,79857,Mid Value
9473,4958,8,39664,Low Value
24532,5080,8,40640,Low Value
25577,4548,41,186468,High Value
28087,4113,59,242667,Low Value
25111,1696,43,72928,Low Value
19518,7864,3,23592,Mid Value
10164,6606,36,237816,Mid Value
13260,8510,50,425500,Low Value
14526,3287,41,134767,High Value
7607,8023,56,449288,Low Value
13833,9702,37,358974,Mid Value
4063,4174,31,129394,Low Value
26586,9869,30,296070,Low Value
1009,3502,19,66538,Mid Value
19689,5488,34,186592,Mid Value
24604,9652,28,270256,Mid Value
29264,9675,35,338625,Mid Value
465,6905,59,407395,Mid Value
28297,7047,47,331209,High Value
24300,8457,8,67656,Low Value
14786,7601,59,448459,Mid Value
6260,9223,35,322805,High Value
10061,5002,10,50020,Low Value
28778,5158,10,51580,Mid Value
19540,5686,43,244498,Mid Value
9234,8530,22,187660,Mid Value
27130,8038,8,64304,High Value
21249,4204,35,147140,High Value
29653,9960,59,587640,Low Value
21128,5472,23,125856,Mid Value
16436,4856,21,101976,High Value
16239,9571,42,401982,Low Value
11666,3942,46,181332,Mid Value
7313,2257,58,130906,Mid Value
7667,5428,20,108560,Low Value
25312,4933,30,147990,Low Value
20504,676,49,33124,High Value
22781,1117,9,10053,Mid Value
3963,9614,7,67298,Mid Value
1626,5083,40,203320,Mid Value
8464,2616,45,117720,Low Value
27124,4874,31,151094,Mid Value
4110,2117,47,99499,High Value
19227,3862,59,227858,Mid Value
28523,7871,3,23613,Mid Value
3351,4882,32,156224,Low Value
12153,203,35,7105,Mid Value
1638,6585,41,269985,Low Value
25408,444,22,9768,Mid Value
14533,4868,35,170380,Mid Value
26694,1154,37,42698,Mid Value
29384,2815,40,112600,High Value
18594,9990,28,279720,High Value
14039,8307,48,398736,High Value
13601,3502,53,185606,Mid Value
16156,1329,3,3987,Low Value
16602,4563,45,205335,High Value
16104,7644,5,38220,Mid Value
7840,608,58,35264,Low Value
3572,546,36,19656,High Value
18369,3687,24,88488,Mid Value
20616,909,55,49995,High Value
16509,1828,43,78604,High Value
25466,4618,27,124686,Low Value
10843,4412,54,238248,Low Value
3852,906,31,28086,High Value
26731,6927,11,76197,High Value
831,8347,1,8347,Low Value
8127,536,22,11792,High Value
24092,9826,46,451996,High Value
3720,9510,14,133140,Low Value
1328,4116,28,115248,Mid Value
20272,355,37,13135,Low Value
21425,1668,3,5004,Mid Value
17904,4000,4,16000,Mid Value
4681,7258,1,7258,Mid Value
6213,2024,43,87032,Mid Value
29764,7696,49,377104,High Value
11155,8697,49,426153,Low Value
9428,3332,43,143276,Mid Value
18597,318,1,318,Low Value
15693,5334,20,106680,High Value
11395,699,47,32853,Mid Value
3890,8468,16,135488,High Value
7728,7495,47,352265,Mid Value
19833,8918,14,124852,Low Value
3576,5130,37,189810,High Value
7292,594,50,29700,Low Value
20013,4886,56,273616,Low Value
5637,949,30,28470,Low Value
12700,1835,44,80740,Mid Value
2655,1637,39,63843,Mid Value
14732,358,29,10382,Low Value
27956,1243,34,42262,High Value
12779,7274,50,363700,Low Value
