month,new_mrr,expansion_mrr,churned_mrr,net_mrr
2024-10,724770,412114,251418,121663
2024-05,581683,78789,26056,142095
2025-07,50611,457341,303158,660695
2025-04,331084,296436,344471,786158
2023-01,504257,451788,43581,213188
2022-03,271641,181568,158321,649615
2025-01,595603,350710,85302,480922
2025-02,60507,151196,233941,440190
2024-07,164304,359727,256066,156001
2023-01,252772,82284,162267,751155
2025-11,741083,407062,135434,488617
2023-11,746187,352035,107091,761847
2023-12,555883,95140,334247,631332
2023-06,391901,273886,74829,477626
2021-08,201312,54185,361848,758562
2022-11,311281,192805,293172,808874
2022-11,526957,392751,265309,656906
2024-11,567745,178936,277651,884568
2021-09,302206,76666,271773,62970
2024-05,503334,150844,154966,477898
2025-10,466748,256516,40950,318615
2023-04,155739,305865,371476,598846
2025-02,732951,128790,132462,200939
2024-02,611982,461229,383042,154184
2024-06,382300,460318,287827,559567
2022-06,663440,400420,187989,598146
2024-06,223309,32174,264067,137620
2021-01,305868,496476,242520,671953
2021-06,594245,420204,218406,536458
2021-10,225173,36150,266812,222003
2022-04,187412,425038,384548,765531
2022-01,671863,407765,274969,374883
2024-10,205410,308848,168420,655257
2024-11,178253,241227,159053,313447
2025-02,118051,67599,208474,460788
2024-09,753319,331787,269171,51391
2024-12,522642,255976,282003,101614
2024-06,356648,81823,398836,739211
2024-07,391969,475572,379976,540499
2025-08,628519,150262,28086,160497
2024-03,444361,338632,26712,827700
2022-12,687721,339996,78032,754821
2023-09,706029,153304,321484,803829
2021-01,580442,218858,58400,576503
2023-12,85639,202761,370713,789144
2021-10,591926,152722,24431,353984
2024-10,362325,52375,278888,865885
2025-07,532590,235838,375423,836830
2022-08,273737,105044,58810,107015
2025-08,112060,328613,149231,740279
2021-12,263412,411855,191816,460491
2024-09,314575,269905,391208,500347
2022-04,304610,349915,251258,268599
2022-04,130146,290056,261595,111916
2022-01,622436,103918,184289,683947
2024-05,370946,336733,222916,747227
2022-04,317867,152879,304541,634069
2022-01,210482,23097,154487,736977
2023-09,503054,185965,220613,639509
2024-08,137257,24444,308179,835323
2025-04,487304,456628,113006,56154
2023-11,354592,328606,10935,63180
2023-05,632795,266026,182702,891934
2024-04,736908,76287,326903,517445
2022-07,84704,456390,166357,119563
2022-12,426866,470199,386472,192809
2021-07,184780,75453,319011,361584
2025-02,615780,472898,55048,897073
2023-05,745162,163665,316244,321786
2024-01,692155,477993,291548,863406
2024-10,778597,323057,328914,368776
2025-10,281156,176698,337498,709499
2025-03,129682,308394,36770,834470
2022-05,472535,311497,359790,410617
2024-11,145611,467213,359172,484827
2023-01,632726,140652,399174,133734
2023-02,526980,404200,209243,76892
2024-10,251527,400725,156009,230404
2024-04,394517,222787,120870,328420
2022-04,146240,59636,311574,102858
2025-06,54774,138852,268656,412934
2024-02,262473,249117,223809,659909
2022-11,430504,252068,89023,170905
2024-05,314564,173933,243897,733324
2024-05,284935,324936,277976,774073
2021-04,736691,190190,326061,414007
2025-08,271954,244153,93112,738166
2022-01,450162,132756,333704,245881
2022-10,584754,256711,340244,495264
2024-01,485034,135658,35948,629093
2021-11,223427,187770,383154,425015
2024-02,358984,437590,258067,682444
2023-09,294092,340565,369513,708544
2025-09,159293,342416,137536,380399
2022-11,245176,83016,108420,601590
2021-09,511918,449200,66768,528777
2021-01,400795,419931,182047,73344
2023-03,237664,41945,246035,113301
2021-06,430469,49219,151011,260726
2021-06,759158,104507,390411,670109
2023-11,99912,335437,381251,541197
2025-11,157967,197632,350997,151437
2021-04,670405,292092,303388,179601
2021-03,201083,134175,201831,724688
2022-09,581200,443169,384697,337363
2021-06,736528,242667,80786,162215
2023-03,646538,412176,168498,445977
2023-06,116358,140612,298696,692265
2021-10,706649,219430,312015,592145
2024-10,757114,153048,318388,275575
2023-08,436000,60393,44260,547141
2021-02,652058,397103,313955,250369
2022-02,75587,375065,33842,432491
2022-07,755511,67212,387175,188390
2023-12,423080,157259,351856,124624
2023-02,486655,437520,79163,587908
2025-04,129897,174489,79699,217274
2021-02,442562,275226,342054,742387
2022-02,719034,295824,65411,392466
2021-09,192594,155272,219107,503981
2021-06,482359,29393,333159,441059
2023-07,731164,115164,348134,516048
2022-01,748177,397916,307514,649541
2023-01,546003,303964,257293,470973
2025-03,796355,161008,300286,123115
2021-11,218149,351818,314166,812872
2023-06,588805,162624,169540,603570
2023-01,521141,114482,146657,898934
2023-11,429999,198545,273585,813665
2021-11,309622,308798,79680,841135
2023-06,195448,327370,298141,271126
2021-05,190328,371609,397551,877469
2021-08,360508,289987,268658,482704
2023-02,479589,345416,242115,345088
2024-08,541409,252373,96297,378055
2021-08,216801,135611,257049,835343
2021-04,103263,180277,95251,260376
2022-06,168651,335303,14772,510235
2023-01,683267,213982,161791,164009
2024-04,86623,389537,193644,591390
2021-02,332394,349853,342844,470479
2025-09,396870,242932,220664,683066
2025-03,186186,102820,258163,193514
2023-07,685487,151690,228842,120787
2023-12,621182,223694,259624,489549
2025-11,504742,240659,339744,693275
2022-07,275146,170041,294546,739456
2024-04,525967,402232,350006,798849
2023-03,704136,361222,104585,576370
2021-08,448079,110292,336206,401784
2022-05,459278,271636,369258,619186
2023-12,593577,495929,215155,299641
2025-12,733183,274553,156270,784059
2022-03,407773,341027,281998,449549
2024-06,686155,148605,48151,311407
2024-08,575910,360646,70111,878764
2022-06,178857,340689,61827,183936
2022-08,607502,361376,20404,600306
2021-04,684491,33132,36789,315894
2023-01,354661,449706,257767,348536
2022-07,744049,157543,196240,521842
2023-01,348394,280164,92539,584285
2025-01,736499,494214,21525,723574
2024-11,337849,271724,280377,368307
2023-01,373020,264155,304904,410027
2021-07,145418,305990,343269,241672
2021-07,383410,239366,396519,370517
2025-04,241823,192299,86155,102778
2024-02,141543,162922,246085,772433
2021-08,729749,287256,386619,830611
2025-01,251336,86929,114432,494490
2022-05,369979,372670,75887,801782
2022-01,641426,155509,26155,832881
2024-08,668421,346241,318396,87150
2025-01,495038,478910,311021,212422
2022-03,352159,56896,61669,509059
2021-06,655158,56309,369148,840352
2022-08,126270,332694,320118,202715
2023-06,258418,315223,204924,683490
2025-11,139946,489708,322234,329181
2024-03,76502,356132,390413,627279
2022-05,416745,348061,126658,543830
2022-03,535943,153290,357254,781725
2023-04,385796,287306,288717,836380
2022-05,552130,84899,332006,403497
2022-08,468278,319926,11399,211055
2024-12,219194,290974,189313,169058
2024-01,120917,57774,220777,286637
2024-06,398962,473176,207694,157511
2023-07,566741,27065,24675,214123
2025-07,430164,290979,89800,724233
2022-12,149617,303225,191830,838843
2022-10,197516,297942,100268,412782
2025-01,513860,434595,148250,364034
2021-01,752680,96596,248901,114190
2025-02,230823,154287,63057,721932
2021-06,107256,92880,264710,55558
2021-04,50635,34835,27459,137243
2023-01,257285,461373,318692,454776
2021-07,408176,256418,381376,717693
2021-11,402922,118394,281020,439027
2025-01,178552,127465,195994,231054
2022-08,282765,236376,398461,631726
2024-11,507368,232107,316172,353472
2022-08,108442,276058,240163,485992
2022-09,540840,434108,368647,824981
2022-02,642556,380722,154835,187815
2022-07,182175,226298,37961,749553
2025-06,699410,256396,76352,741348
2023-11,181096,283561,196865,838789
2023-06,303701,415683,385172,649666
2022-02,399674,494702,139833,454659
2021-10,119992,229474,72293,569289
2021-04,465739,454006,300860,363149
2022-09,492848,430444,74501,138594
2025-08,555478,89065,113707,160814
2025-09,431208,225087,126598,122622
2021-11,163325,439884,24583,612967
2025-08,702070,350597,194750,612512
2023-03,595980,345967,181179,386158
2023-11,342308,286389,152288,722853
2024-10,426715,92723,115665,144858
2022-12,266902,304396,310762,781733
2023-06,678952,227358,124931,606920
2021-02,789422,250359,239431,717422
2025-09,367551,415578,212384,875051
2023-08,515162,379092,100160,691142
2022-12,433497,97404,227796,667378
2023-05,343652,160935,158330,673484
2025-12,600285,487292,337804,589589
2023-09,593234,429349,185365,110732
2023-09,776353,386089,100402,380150
2025-08,547258,86079,368129,814604
2023-03,616917,48377,284839,588405
2023-05,594546,357085,246267,520373
2024-02,339521,428206,355656,574690
2022-01,559115,273593,313046,336195
2024-12,744294,315256,334387,76829
2024-09,365050,357259,308413,791454
2022-05,81427,365179,215018,149250
2025-09,368876,153588,206617,589407
2022-02,674027,484536,214897,683715
2022-09,71758,483790,169388,72080
2021-08,626574,26773,94881,81531
2022-02,454375,135281,145727,407701
2023-01,782708,65270,181468,287136
2023-11,115629,193213,391525,677758
2025-05,556039,298704,362353,704032
2024-03,595723,281071,368668,394613
2025-10,676009,50725,363467,81225
2025-03,422429,202011,100258,614188
2023-01,540335,20010,146332,766313
2021-10,625513,119649,165374,583428
2024-01,627966,391480,247519,532714
2022-09,195908,485443,399935,403071
2022-03,178227,137389,83345,529417
2023-12,101649,172925,15848,582070
2023-09,683602,56569,274161,201690
2021-12,145520,193209,120480,721216
2023-09,364105,150920,190233,846911
2023-03,200421,333324,104882,383255
2025-09,120740,492320,255220,393538
2023-10,155054,469451,182301,185353
2025-05,469435,351385,346450,411247
2022-05,337710,199285,147823,609852
2022-02,485138,469275,178096,819361
2022-08,657381,364336,371303,329501
2025-02,760621,159861,227838,146986
2025-02,146126,252757,60035,548201
2022-03,454531,239268,277158,849081
2021-11,561466,267199,353656,679975
2023-03,503719,204762,119024,266057
2021-02,519040,406682,345691,627866
2022-05,106701,115773,309283,635376
2024-08,575373,483738,385661,79603
2021-02,423917,39096,106072,576954
2025-10,564799,129242,114781,133391
2025-07,265799,168991,288092,826404
2022-07,129957,410728,147805,714551
2024-11,576919,53101,106972,173905
2024-06,773439,353902,195561,483370
2022-06,57308,283360,243321,774398
2023-10,566316,463790,144700,467873
2023-02,376141,372441,297809,796748
2023-02,136527,99840,207193,828177
2023-09,707783,484317,23075,728958
2021-01,786832,27673,188704,714475
2024-08,710583,355626,267955,199837
2021-01,477204,50676,329953,228284
2025-09,408989,218771,173655,667227
2021-12,624504,81702,253918,467863
2023-01,206980,270492,18618,791246
2024-12,579752,419113,36746,470423
2021-10,744299,199552,309865,506043
2022-04,73532,125399,62142,756073
2022-06,788852,68632,362712,229511
2022-05,429097,489015,158824,773484
2024-09,60017,157282,133522,249167
2021-05,380639,46766,165249,778167
2023-08,136828,465067,289385,473045
2025-01,544802,180371,277194,884435
2024-03,341188,87979,314083,615254
2023-02,423301,400973,262596,324584
2024-02,646096,158456,188032,788471
2023-02,89633,472214,212427,586077
2024-08,323217,292109,38553,66455
2023-06,488647,475202,277718,150723
2025-02,714616,185193,195091,524119
2024-12,534656,284154,51398,428273
2021-05,543135,196958,90107,457269
2024-12,157979,341950,202555,745947
2025-02,752546,101755,165214,830521
2022-04,523337,469390,272739,225203
2023-04,574428,179941,384728,154615
2023-12,445421,249599,74547,95300
2022-10,622624,395697,312610,383230
2021-09,718346,137893,234021,273468
2025-04,278327,371274,248008,654820
2024-06,669561,115283,336464,662682
2023-01,163024,47145,132648,322031
2023-09,482443,418020,173651,326611
2025-03,350001,345168,351238,76066
2022-04,292633,422251,124644,742887
2022-02,559331,212965,329744,661947
2021-03,408157,217484,95593,70694
2025-03,622543,60143,123189,776788
2024-12,518397,365394,294864,484207
2021-04,171386,277305,272566,298183
2023-05,787898,221830,129269,456141
2023-09,112177,388601,207387,884667
2023-03,600709,133173,318923,740194
2024-01,301585,245863,368894,113465
2021-03,238013,84792,364561,454524
2021-03,89007,426535,239196,568309
2024-06,773399,406820,362893,74397
2025-10,444302,119796,393723,142167
2023-04,382890,358888,55646,333084
2022-10,539429,341271,149483,504082
2023-09,112804,273253,184352,509155
2021-10,350882,39754,21817,280632
2023-08,95013,27954,142122,243016
2022-01,439465,75051,119207,655255
2024-10,207583,150740,98365,116478
2025-01,342311,195551,276984,694199
2022-01,206763,62476,382417,662230
2022-11,473851,495771,218083,561554
2025-10,286913,101098,243297,671214
2025-11,274145,282557,110969,84173
2023-05,618023,45497,326035,481185
2021-08,541995,359230,387417,461185
2021-02,93481,490429,347272,578601
2024-05,144106,408185,72918,649509
2022-06,510298,314931,297008,624022
2022-06,556723,454782,17479,134916
2025-12,675766,400847,360518,896576
2025-11,112655,349086,172035,83455
2025-04,74431,66025,282487,153606
2021-06,121957,99120,84645,201386
2021-03,171044,479078,101562,544705
2022-11,163514,394105,330151,64830
2021-06,780201,292295,137235,384025
2024-06,128552,311866,319957,674779
2022-01,348107,30811,384316,124303
2021-10,111509,466310,338720,540815
2022-02,84510,150035,318514,713422
2021-11,561543,120579,38595,288923
2024-07,327622,227967,17418,410953
2024-10,364368,310272,178406,331468
2024-10,109610,479395,391784,680969
2024-01,158738,378043,41779,357915
2022-06,234968,214970,171302,377094
2023-08,233697,188599,59489,501737
2022-11,514530,56131,234492,470299
2022-12,224863,104665,358491,461920
2024-04,245104,183810,230760,423395
2025-09,388712,230548,78620,840141
2022-11,390095,195643,321620,309983
2021-09,167194,201703,34910,525262
2025-03,378103,442696,60032,295798
2025-09,471013,212096,353977,724672
2023-05,331072,94924,187263,133066
2025-04,721601,256712,328652,492677
2024-07,423231,398740,392610,259597
2025-05,77006,199352,16911,658851
2023-11,236392,107942,264927,104704
2023-09,677183,100529,185643,411604
2022-06,592172,281092,243980,387912
2025-07,263193,218025,92420,106574
2023-04,311765,244184,24248,431551
2023-10,717865,182960,58917,382757
2025-02,619722,438457,312314,165832
2023-02,465757,239488,234378,771311
2023-11,482122,372063,270205,225268
2023-09,717078,368340,176294,604110
2023-11,433638,322738,384148,553931
2021-11,681951,253334,363015,168733
2024-07,76163,410133,333457,295748
2024-08,74787,28574,127594,850309
2024-03,199419,423040,145827,796103
2021-09,324080,88807,116098,750647
2024-10,404649,411630,146142,246721
2024-01,542325,276668,272693,382061
2023-07,352315,346976,68290,73560
2022-06,513361,177699,112217,561403
2024-03,759339,361142,17225,355647
2022-06,675629,94368,190647,553664
2023-03,654285,214953,233931,817778
2023-12,449460,445652,378304,229883
2024-06,402308,20394,328800,598787
2022-08,63291,170544,185433,518796
2022-05,633626,110638,187739,316979
2022-08,577024,80463,257593,758855
2021-09,578456,237585,144359,110369
2021-04,708100,478277,340927,747101
2024-07,60392,74345,182960,794060
2023-04,528342,104059,118323,690403
2022-07,469277,130717,51009,265730
2024-10,662437,227607,381547,692944
2024-02,778018,256039,384364,720072
2023-03,541420,428007,37972,440272
2021-08,83295,88061,110164,278902
2021-11,455744,440734,128442,100742
2023-07,587336,212101,44977,336024
2025-10,383537,238111,15874,315358
2025-05,318727,489227,150527,614292
2021-02,117477,356975,232382,545658
2025-11,783698,173248,108771,265773
2023-05,238760,279662,391799,550729
2025-03,775096,465457,236349,491970
2024-05,786962,442037,354585,575978
2021-11,540220,201145,356978,143854
2024-12,209613,144460,83607,747660
2023-08,450569,258776,159057,221258
2024-09,735994,170189,61423,514214
2021-07,270100,307657,187621,833040
2024-01,566834,105442,338889,375893
2025-09,556521,54738,161411,608059
2021-01,705806,79575,155352,613178
2021-05,549791,224671,199657,152379
2021-04,369451,441852,228104,383203
2025-07,99052,205847,133545,358812
2025-03,758758,365260,331118,90993
2024-12,172246,314889,10238,363743
2023-06,449186,394776,15035,223695
2021-01,794902,327176,103332,228149
2023-04,746513,78377,346865,257822
2021-09,332668,462828,362425,431516
2023-08,767461,395617,278333,497757
2021-01,255313,360654,83813,210540
2023-10,485387,363324,28549,214396
2025-05,396665,319602,143314,616789
2022-09,693089,475100,62517,239229
2021-10,289343,360399,54485,758463
2023-07,527660,58460,252992,354772
2022-01,195332,195225,166602,77538
2023-05,693207,232286,197255,722929
2021-06,246685,466549,333535,247796
2025-04,395469,387293,336033,497240
2023-05,725300,358047,197883,445092
2021-09,447817,248598,392234,870243
2024-12,149452,252015,328526,90723
2025-06,383119,463947,310034,454196
2023-09,742030,475815,249926,544867
2025-07,492104,91430,139303,283049
2022-02,275447,288033,100710,117783
2021-12,219252,278885,383964,283894
2024-10,102766,389858,386524,680060
2024-04,722704,59994,347383,492616
2023-03,449574,467145,73282,253072
2021-05,97670,48342,344444,598506
2024-11,61423,187645,373249,666628
2025-09,229083,282177,186343,879068
2024-03,266927,95100,108921,247527
2024-12,281000,54466,342848,411604
2021-08,209220,421536,181378,844587
2024-04,797866,364019,393454,512638
2022-06,466580,418337,311979,311358
2023-12,676059,40475,120714,796827
2024-05,256521,108856,236946,603931
2025-12,620577,379624,200838,767990
2024-05,162958,127025,72226,754974
2024-04,498078,315130,245942,269340
2022-03,708193,216703,240271,402524
2024-12,770912,155119,32615,278295
2024-12,656455,342892,227148,705856
2024-10,443317,30519,89493,433662
2023-12,495057,485205,290447,186827
2021-08,501993,260491,205077,624818
2022-02,785798,244865,177737,372552
2021-11,192402,167924,113667,852224
2023-10,665654,256160,310337,355334
2021-03,606017,328321,225113,314938
2023-02,368746,304027,346256,642292
2025-04,172887,51443,108819,723414
2024-10,217328,146759,20911,638153
2024-09,566016,333446,322794,614775
2024-03,215720,221044,275573,74340
2023-07,406823,127144,335874,93414
2025-04,190898,295799,339966,762183
2021-11,130889,341107,286217,187396
2025-11,735080,24920,345838,610161
2023-12,770934,52334,85313,838935
2023-10,448577,60871,63397,772828
2025-12,773069,94306,208751,587861
2023-06,188961,241644,97501,330165
2023-09,249553,371286,347535,100484
2022-11,402962,94008,266584,894656
2024-08,436496,369060,100177,472625
2024-04,726805,99980,336565,607904
2024-02,654871,388209,297557,619611
2023-01,550374,404704,152588,775195
2023-05,348961,200731,137639,265005
2022-07,428886,490839,28252,170946
2024-10,736114,430880,206855,446001
2025-10,240632,155073,294785,404832
2025-04,240454,95144,224091,607749
2025-06,110223,330790,284598,358582
2025-05,714735,100580,27156,736961
2021-07,385400,65200,362689,694777
2022-06,715371,380200,64096,418311
2021-11,145233,301980,190779,626938
2022-03,740650,362153,293609,280238
2024-01,155025,152371,337532,72523
2022-09,722265,448716,386332,218567
2024-03,430338,391087,229748,750280
2021-09,351799,64533,380776,761606
2022-03,206312,393510,343371,415487
2025-10,106974,22452,149636,748911
2021-09,368648,195209,100367,53643
2023-12,700143,40387,135678,867816
2021-09,55328,136264,109460,727855
2022-02,430379,87031,196907,473746
2021-10,76048,452460,322625,452367
2023-03,671634,495874,121280,851325
2024-11,793554,464588,116131,346674
2024-12,118692,41641,339999,378804
2025-07,537400,222435,214103,299814
2025-10,373727,85528,392951,450590
2022-05,274625,350894,27181,899682
2021-04,719942,58921,13347,636369
2025-04,156810,379727,44536,541812
2025-01,659332,297070,194186,354609
2024-10,143281,62893,144528,399494
2022-10,412180,333290,356798,697136
2021-04,242329,217432,206738,614834
2025-04,764308,386909,133595,90479
2024-02,410891,442147,362196,531940
2023-06,730736,224358,267630,102902
2024-06,291937,303176,330320,720894
2025-12,590113,157279,161667,500656
2023-10,531740,212704,66336,433428
2022-11,120630,484337,373107,723432
2021-10,330615,402960,334604,331463
2021-06,487396,25418,199303,161797
2025-06,701256,351252,253061,536700
2024-03,312977,397942,234604,683429
2022-02,519251,302438,330669,321652
2023-02,504209,407215,229041,754259
2022-03,554184,491895,214787,275197
2021-11,487932,140350,253518,414111
2022-01,660927,285357,212347,568112
2024-11,252886,309990,394297,847846
2025-08,734264,245061,390959,482054
2024-12,528570,354744,80137,192775
2025-01,713262,136529,202879,500910
2021-06,624063,281432,97695,260359
2025-06,628393,469082,70564,419190
2022-10,567722,334069,336518,813183
2021-01,496918,422544,231580,880650
2024-11,302845,85524,19748,109039
2022-11,534071,403080,260302,466507
2025-09,603477,342997,86678,164898
2021-08,523976,76439,334448,345310
2021-08,635348,248716,342909,815257
2022-11,710377,94164,65512,895036
2025-02,469136,137300,325530,360296
2023-09,290959,294560,352745,181570
2021-07,147872,465545,368393,537538
2023-11,158232,141603,121375,452168
2024-07,127784,89108,243144,599542
2022-03,91450,481701,119466,883865
2024-03,167788,243297,394308,587698
2023-09,294261,492536,175851,422580
2025-11,205561,114031,380427,550433
2021-10,764469,477584,399336,260325
2025-05,766244,495469,193511,378607
2024-12,579411,140953,327789,582258
2023-10,769618,26226,317616,494940
2021-08,402268,28485,296698,268522
2021-04,593754,254590,107912,459422
2023-02,628953,215684,241665,364118
2021-12,700559,38530,72911,607453
2021-11,367710,336820,202953,785883
2021-03,83034,121871,67579,773114
2025-05,118479,120948,97807,123278
2022-03,70626,426562,385357,199639
2024-07,696415,311129,385757,149036
2025-01,728807,265496,28705,696165
2023-02,733475,107635,300897,92709
2023-06,178828,285864,192674,473862
2021-03,432420,454970,105185,750080
2024-01,291361,337898,207537,357445
2025-02,464674,175622,64897,783667
2024-09,789605,112562,99771,234083
2025-10,379036,212781,46105,88966
2025-09,553854,447023,34651,180994
2025-10,291224,195603,361622,578664
2025-12,75787,478123,101862,759721
2022-04,264395,495705,137261,73673
2024-03,497563,34572,100829,883560
2021-04,134086,408971,145153,170959
2022-09,97090,324536,113944,358733
2023-04,154972,465058,311472,137431
2025-06,511726,432614,205798,446818
2025-12,451610,313107,40618,128920
2021-04,773982,397200,232618,779895
2025-04,647772,272787,339371,317424
2021-02,188201,25148,133262,180876
2022-10,771549,426084,149354,873497
2021-05,369820,221660,310445,318868
2024-11,223786,415305,340133,610393
2025-11,396273,50556,270454,337172
2025-06,661720,138338,270433,794527
2021-07,660207,108883,205130,735862
2025-09,678076,292273,271487,614580
2023-12,592561,63762,28387,837270
2022-10,533261,371984,140074,570854
2025-06,627913,22255,351487,274321
2021-12,379834,81635,55060,898144
2021-10,258474,167143,95636,862599
2024-12,612837,179350,123392,146156
2025-12,307258,59291,271719,461013
2021-10,650643,315503,367416,247166
2021-09,435035,253856,297945,278058
2021-08,711404,74868,367319,789154
2021-07,509978,471353,245922,414599
2023-07,528790,383158,274455,335807
2021-06,669386,332296,198157,159318
2024-02,90310,90478,203323,216214
2024-07,66002,148618,24376,896482
2025-04,555750,261516,343322,616902
2025-07,121720,429490,325767,382078
2021-04,90226,452995,69195,515146
2025-04,279481,434268,247855,331305
2025-03,372220,424734,106941,524277
2024-11,603090,187944,369507,641557
2021-04,551451,497969,156722,438298
2024-05,408997,282382,203650,395445
2021-12,95359,438603,140805,420300
2024-09,180511,427848,294276,54528
2021-06,230529,136666,203223,889797
2022-09,248360,388998,64218,277570
2025-06,647366,243306,150204,391556
2025-04,716242,135659,322275,356917
2022-06,271857,189823,147809,192963
2024-12,671483,387285,323560,261716
2022-12,621488,179264,266819,122136
2024-10,645810,226705,263435,468933
2025-02,412455,395985,13322,785948
2023-11,480907,422145,374189,360541
2025-07,772320,330448,159011,450287
2024-06,344983,63963,63724,289431
2022-04,490362,321738,147258,893289
2023-08,544410,418584,249185,177742
2022-02,165733,91417,119050,716806
2023-03,661339,250910,399257,658241
2022-02,497264,284485,307579,870910
2022-05,362461,64627,388728,121578
2022-04,435576,165555,257018,473228
2021-05,516898,123499,195055,254692
2021-12,613918,423567,243864,142028
2025-11,369200,328805,96816,266645
2025-03,652821,228629,221671,403068
2024-06,392451,20388,194248,141401
2022-05,537757,467941,252765,524492
2021-03,728806,410693,204063,569589
2024-01,707610,201193,352250,387260
2024-09,466183,401717,288500,118767
2021-04,301643,288612,275679,449896
2021-05,505944,198847,211911,787842
2022-07,159968,77538,140622,460674
2023-05,338722,418122,204766,72064
2025-03,782071,234643,370955,532258
2022-04,411456,488565,79571,75680
2025-08,304733,83862,309523,210827
2021-09,229886,201571,163370,752356
2023-12,382788,26654,47486,675375
2025-01,728999,308833,110067,540949
2025-02,726546,369365,268365,103857
2025-02,605982,380059,236718,867860
2021-01,641959,135139,334269,478826
2022-06,177065,206964,225920,403897
2023-05,183101,62251,67912,832771
2021-04,343714,449851,274885,293604
2023-12,360107,206714,171238,830507
2021-04,453085,447291,231155,140076
2022-02,627314,202739,130940,201073
2023-02,124558,117482,77059,672868
2022-11,749847,428802,209324,70806
2021-07,56854,191407,319205,630123
2022-03,238878,357251,336071,825110
2021-11,60253,277417,353677,326005
2025-11,737457,413137,128228,795531
2022-01,437692,364320,333701,411689
2024-12,658607,419220,155157,772287
2023-02,270544,364016,293187,759440
2022-11,359822,283819,136313,874176
2025-04,393231,138596,193382,173618
2025-09,656768,374634,289443,85435
2024-11,619329,358511,373927,84899
2022-08,380991,473241,376050,521753
2022-02,713464,194763,281162,761844
2023-10,177573,339601,314615,182223
2022-04,751856,35471,160086,545418
2025-01,504955,287054,327968,753558
2021-12,428262,259719,44968,866306
2021-07,438672,221189,127262,115702
2024-10,324536,48571,110277,480692
2021-11,623664,479296,372830,113855
2022-03,409067,120059,77853,132095
2025-08,88129,206385,310193,887380
2025-09,732079,41763,43767,667743
2025-06,155131,173200,396061,598182
2023-11,142508,233836,375117,744812
2021-05,493258,480439,65870,648156
2023-09,574435,20104,183012,361895
2022-10,768063,136147,106423,546733
2024-08,267961,152804,397232,720919
2024-02,275969,142557,127159,373140
2024-10,551796,287443,130080,608942
2023-02,450097,184640,236912,682462
2021-06,723377,90220,112825,458700
2021-03,192764,474083,119976,55507
2021-08,369578,218916,121744,239023
2024-05,183813,21823,240982,619065
2025-04,363086,241758,374864,891125
2021-06,691084,221915,342126,270988
2023-02,562411,245817,358244,252525
2022-12,223358,200774,287799,597188
2024-11,559397,213753,275457,450783
2022-03,639944,119281,206465,184471
2021-03,399572,251452,218814,743361
2023-04,375678,113109,206594,373578
2023-07,101220,203758,13606,663033
2021-05,189139,68589,16067,289419
2021-09,72616,308072,53190,332399
2021-02,574872,464700,164599,113834
2022-08,638230,128923,47057,858158
2025-04,518291,396974,157954,618542
2022-04,536323,124307,236256,320919
2024-02,331585,375083,54892,615182
2025-11,658524,298787,210150,506725
2024-03,51324,460495,142002,828626
2023-10,190709,441534,235917,169354
2022-10,331309,143315,134812,640682
2024-09,371265,110307,178946,316707
2023-08,608970,397029,22886,149624
2021-09,660137,176434,116577,455671
2021-05,410585,418620,43192,444701
2025-12,788966,162298,227522,632240
2022-09,106333,242332,264260,118431
2022-02,761394,203865,360261,402901
2024-02,194522,245510,386871,383617
2022-09,93631,330368,21934,255342
2023-03,193352,115332,318244,608234
2024-08,104137,401404,251386,348108
2024-06,187036,416488,55070,699449
2022-02,418879,233583,253562,773186
2022-05,623189,142760,218763,672722
2024-05,476673,120073,16277,169303
2024-07,343813,231324,230375,501491
2022-09,245604,271743,253664,228602
2024-09,604941,296028,164292,456933
2021-11,354953,475229,393258,614131
2024-06,233802,40548,35115,188502
2021-04,51653,241371,195823,581151
2022-07,518299,168573,178651,299418
2022-04,57310,203936,121858,458352
2025-10,706624,397093,319232,518504
2023-08,127908,215094,19797,455465
2021-10,619750,227824,105096,74586
2024-08,725646,133459,114698,172328
2022-07,575289,106596,113516,862374
2023-06,490836,454266,152754,376791
2023-05,50608,363771,299809,278483
2021-02,472307,257949,311197,58968
2021-03,517724,429393,120786,717857
2022-12,277004,432016,307611,855468
2025-05,127909,425358,214418,806845
2025-06,774774,322113,323873,807541
2021-03,733837,398690,23141,896392
2025-05,620806,466185,131825,769793
2023-10,691027,334710,289774,584595
2025-05,296401,345034,163298,424374
2025-02,357302,440069,95633,267846
2022-08,265860,185001,393186,114281
2021-03,479739,141401,135621,599837
2025-01,603402,54928,305765,616268
2024-05,708588,248696,302236,521575
2024-08,578121,242256,327973,334033
2023-12,422334,489730,293821,506596
2021-08,387646,236717,86798,527351
2025-09,621684,331104,93166,497744
2022-09,491796,358973,184728,810367
2024-02,612496,329091,156885,310585
2025-12,309887,161465,21182,591890
2021-02,355748,24401,324957,379971
2025-03,161445,466603,272406,293908
2025-08,308496,81902,191764,666669
2025-12,318527,151908,203160,66141
2024-09,126921,309605,205414,641949
2024-08,97608,448163,53399,632419
2025-09,670479,195511,160478,723744
2024-05,791636,296032,43217,366995
2024-05,559464,29436,360662,618548
2021-09,579305,87158,63154,831356
2024-09,673519,171933,273112,339092
2021-03,754064,177039,143304,643944
2021-09,133741,63976,27502,597939
2023-01,244272,305525,55797,860481
2021-03,588832,499444,317054,531085
