experiment_id,pricing_variant,price,conversion_rate,experiment_date
7184,B,699,0.06,2023-03-29 01:19:14
5130,A,699,0.257,2024-07-18 17:58:20
674,B,699,0.119,2023-02-17 12:40:13
8593,B,499,0.227,2019-02-25 21:51:20
4563,A,999,0.165,2021-06-17 07:10:21
5532,B,999,0.103,2023-09-27 15:31:28
9158,B,999,0.283,2020-02-19 08:35:25
2592,A,699,0.314,2023-11-10 09:18:12
7723,A,999,0.265,2022-10-04 17:10:33
1292,B,499,0.233,2020-07-20 18:10:45
7944,A,699,0.093,2019-07-11 01:28:16
8797,B,499,0.123,2022-03-25 15:43:44
9852,A,499,0.29,2021-03-14 18:46:26
8479,A,999,0.221,2021-12-18 17:29:23
7198,B,699,0.254,2019-07-18 21:39:16
6733,B,699,0.211,2021-01-21 22:08:56
6849,B,699,0.267,2018-05-03 02:50:57
5842,B,499,0.34,2021-03-18 07:06:00
1622,A,499,0.074,2020-06-08 01:45:24
8846,B,699,0.12,2018-04-10 20:10:42
4524,A,699,0.336,2019-03-02 04:19:26
1975,B,499,0.154,2021-02-03 06:56:23
6534,A,999,0.29,2022-10-22 15:59:54
611,B,999,0.107,2024-10-20 16:19:30
8284,A,499,0.132,2021-07-14 03:01:30
3798,B,999,0.243,2019-04-13 12:48:54
1712,A,999,0.289,2020-06-30 04:03:36
1766,A,699,0.276,2018-11-01 20:09:51
3063,B,499,0.084,2019-03-12 00:11:57
8300,A,499,0.298,2018-03-08 23:55:18
6548,A,699,0.108,2024-10-17 19:23:52
727,A,999,0.201,2019-03-07 23:16:27
4029,A,499,0.219,2020-03-29 15:00:53
6504,A,499,0.214,2019-06-07 14:56:10
4864,B,999,0.294,2023-07-01 04:33:46
2037,A,999,0.282,2022-05-01 22:01:28
9926,B,499,0.172,2024-12-28 14:10:09
9122,B,999,0.112,2023-02-07 12:47:53
6459,A,999,0.161,2021-12-07 01:42:31
9811,B,499,0.328,2020-06-29 03:14:09
8610,A,699,0.338,2019-08-17 18:50:55
7756,A,699,0.271,2024-04-29 08:36:14
4312,B,999,0.088,2022-09-02 02:27:45
7492,A,999,0.24,2021-07-23 14:18:18
8331,B,499,0.198,2021-05-09 09:37:59
4451,B,499,0.22,2020-02-03 00:18:12
6997,A,699,0.082,2018-02-25 13:19:41
9453,B,699,0.175,2020-07-29 23:56:25
9656,A,999,0.198,2022-11-01 20:01:58
561,A,699,0.32,2024-06-02 04:53:06
8817,A,999,0.148,2018-08-28 19:42:41
1433,B,499,0.273,2021-08-12 01:16:41
2349,A,699,0.129,2023-07-11 12:27:36
4399,A,999,0.191,2022-01-02 22:20:56
8585,A,499,0.131,2022-12-18 20:32:58
4998,B,999,0.163,2022-02-25 07:18:39
612,B,999,0.155,2020-07-16 12:30:49
2045,A,699,0.115,2022-10-31 19:41:57
5596,B,499,0.24,2021-05-25 18:51:39
5518,A,999,0.103,2019-08-19 23:35:41
7121,B,999,0.298,2022-03-05 13:50:18
9892,B,699,0.118,2022-04-08 23:01:35
6687,A,699,0.35,2024-12-22 22:52:03
9504,B,699,0.057,2020-01-29 19:48:55
4745,A,499,0.114,2021-08-25 06:52:00
969,A,499,0.255,2024-03-21 20:45:56
2770,B,999,0.108,2023-06-17 05:10:52
4472,A,699,0.333,2018-05-15 22:26:54
500,A,499,0.301,2019-10-24 09:24:56
5381,B,999,0.349,2023-12-17 12:09:06
1081,B,699,0.158,2023-07-06 01:06:09
1807,B,699,0.121,2020-11-14 23:52:57
1555,A,699,0.093,2019-07-18 08:02:22
5196,A,999,0.078,2020-06-16 09:12:42
8276,A,499,0.241,2021-09-17 16:10:36
7750,B,499,0.202,2024-09-18 16:11:11
6577,B,499,0.24,2023-10-08 19:33:10
9045,A,999,0.159,2020-11-04 14:35:01
9269,B,499,0.121,2023-07-28 23:08:30
3561,A,499,0.163,2021-10-21 07:15:34
7144,A,499,0.19,2021-10-07 19:26:52
4773,B,499,0.123,2020-07-22 16:20:24
6986,B,699,0.1,2024-09-04 09:37:54
3000,B,999,0.181,2018-02-22 05:59:25
2949,A,699,0.229,2019-09-25 21:34:09
4166,A,699,0.076,2019-01-17 17:31:01
9742,B,699,0.224,2023-07-19 23:55:42
473,B,699,0.333,2023-03-28 11:56:17
8709,B,699,0.259,2020-09-25 17:40:39
316,A,999,0.347,2022-04-28 00:55:38
1303,A,499,0.087,2018-11-15 03:09:48
1316,A,499,0.349,2021-06-17 21:58:33
4390,A,699,0.306,2024-12-11 07:59:46
3773,B,699,0.108,2021-09-14 23:07:43
7341,B,699,0.17,2021-06-18 16:38:17
2150,B,999,0.288,2023-09-06 10:30:51
448,A,499,0.339,2023-11-27 15:24:28
7661,B,699,0.205,2019-10-05 13:20:54
1046,A,699,0.118,2021-07-02 02:33:41
9065,A,499,0.059,2023-10-05 18:45:43
9982,A,499,0.112,2020-10-30 17:51:40
3385,B,999,0.144,2021-01-12 04:13:28
6932,A,499,0.3,2018-08-01 15:38:22
5717,A,499,0.259,2021-10-09 12:22:30
8350,B,999,0.242,2020-09-17 01:26:36
9745,B,699,0.104,2021-11-21 18:07:35
2929,A,699,0.054,2020-08-16 03:39:04
7551,A,699,0.212,2024-07-10 09:02:05
5399,A,999,0.164,2023-07-15 21:17:44
6962,A,699,0.229,2019-11-10 12:21:34
8017,B,699,0.304,2023-03-14 13:47:50
9370,B,999,0.218,2023-12-05 02:16:50
2206,A,999,0.063,2020-03-06 22:29:41
4272,B,999,0.217,2020-07-15 15:38:22
2301,A,999,0.093,2023-12-14 05:58:01
8890,A,499,0.214,2024-03-24 21:54:00
7121,A,499,0.21,2018-06-27 23:23:57
1785,A,999,0.282,2024-02-09 17:10:36
3034,B,999,0.195,2023-02-16 03:53:13
8162,B,499,0.121,2018-07-11 20:26:26
7777,A,699,0.123,2022-04-29 11:43:32
9736,B,999,0.183,2018-07-13 21:56:34
8345,A,699,0.287,2019-05-10 20:43:51
2639,B,699,0.154,2022-12-04 23:00:52
2618,B,999,0.252,2020-09-30 17:19:48
6803,B,499,0.083,2024-12-26 16:03:17
1865,B,999,0.207,2023-01-12 08:24:20
6956,A,699,0.327,2021-05-06 22:03:31
704,B,499,0.33,2020-08-16 10:36:59
2963,A,499,0.237,2019-03-23 19:37:52
5142,A,499,0.27,2024-12-07 09:41:33
7706,B,699,0.182,2021-01-16 05:18:06
302,B,499,0.27,2024-04-17 12:14:19
6332,A,999,0.174,2018-03-30 14:49:07
2659,B,499,0.108,2020-12-22 12:38:35
8136,A,699,0.224,2024-08-03 06:09:19
9418,A,499,0.23,2022-09-13 21:57:55
304,A,499,0.231,2023-09-01 15:18:32
5206,A,699,0.189,2018-12-23 22:10:04
845,B,999,0.228,2019-11-15 22:42:30
567,B,999,0.093,2024-07-02 18:46:58
7337,B,499,0.277,2021-02-19 03:40:32
7689,B,499,0.101,2024-10-16 11:23:40
8841,A,699,0.07,2019-06-03 14:10:48
4107,A,699,0.074,2021-03-24 10:55:36
5985,A,699,0.289,2024-09-30 23:05:15
3340,A,699,0.141,2023-11-15 10:41:24
7024,A,999,0.098,2024-12-20 21:05:51
5275,B,699,0.256,2023-10-29 23:31:44
4511,B,999,0.059,2022-02-13 15:24:31
5054,A,699,0.281,2019-11-16 00:17:39
7033,A,699,0.114,2019-07-04 09:50:37
5635,A,999,0.066,2018-06-01 12:34:34
7419,B,999,0.225,2023-04-11 06:32:31
2125,B,999,0.196,2022-07-14 13:40:52
7023,A,699,0.153,2022-07-25 02:29:32
3714,A,499,0.081,2018-03-10 04:59:22
5963,B,499,0.148,2022-01-27 22:24:06
56,A,699,0.069,2020-07-15 15:59:10
6142,A,999,0.239,2020-10-10 07:26:23
6767,B,499,0.174,2023-11-14 08:15:45
9410,A,999,0.123,2019-07-04 04:42:12
7583,A,499,0.32,2022-06-07 13:42:39
2550,A,499,0.06,2019-03-12 10:09:29
512,A,499,0.286,2019-06-07 04:12:29
9008,A,699,0.262,2021-11-22 13:37:22
8895,B,699,0.293,2024-09-08 05:28:58
207,A,499,0.077,2023-06-07 23:30:59
1706,A,499,0.262,2019-06-12 00:43:51
6834,A,999,0.321,2020-03-25 07:23:56
4138,B,999,0.184,2020-08-19 12:15:44
1526,A,999,0.198,2023-07-02 02:41:02
818,A,699,0.155,2019-10-03 04:57:11
738,B,499,0.282,2021-01-21 22:06:12
3445,B,999,0.3,2023-08-23 18:27:24
8423,B,999,0.292,2023-03-27 09:33:28
9599,B,499,0.288,2019-05-09 14:16:00
4776,A,499,0.297,2022-10-05 17:03:35
9657,B,699,0.124,2024-02-04 17:37:15
6311,B,999,0.209,2024-06-01 00:21:10
924,A,499,0.196,2022-06-19 23:25:22
9049,A,999,0.29,2021-02-20 22:52:35
3622,A,499,0.315,2018-06-06 02:38:40
2842,B,699,0.195,2019-12-11 22:00:17
717,B,699,0.089,2019-12-26 14:52:20
7757,A,999,0.307,2023-10-05 07:57:08
4964,A,999,0.091,2019-09-07 22:21:35
7690,B,499,0.253,2024-04-07 08:51:07
9259,A,699,0.241,2018-08-23 00:52:16
274,A,699,0.141,2021-07-30 07:35:34
5089,A,999,0.277,2019-06-11 04:04:41
9578,A,499,0.103,2020-03-08 23:57:20
881,B,499,0.205,2020-11-10 12:05:46
1445,A,499,0.25,2024-05-30 12:58:13
2820,A,499,0.195,2019-09-10 08:15:59
6713,B,999,0.141,2024-10-02 03:11:37
7268,B,699,0.068,2019-03-03 14:41:54
9040,B,999,0.252,2022-11-23 22:19:11
7558,B,699,0.093,2018-10-04 11:54:01
5751,A,699,0.194,2020-05-06 11:38:42
123,A,499,0.276,2024-03-20 10:32:07
3885,B,499,0.298,2023-04-23 12:09:19
3116,B,999,0.111,2023-11-23 05:47:18
6610,A,499,0.256,2019-04-06 21:40:44
3701,A,699,0.241,2024-11-29 10:44:57
2806,A,999,0.322,2024-01-12 20:22:10
9130,B,699,0.343,2024-10-23 01:32:44
7590,B,699,0.188,2018-04-10 19:35:01
1345,A,999,0.14,2024-12-05 10:54:58
6542,B,999,0.121,2018-06-27 17:04:22
7476,A,699,0.256,2024-07-06 14:34:51
8538,A,699,0.244,2024-08-22 01:33:56
9773,A,699,0.171,2018-10-20 17:42:36
8656,B,499,0.242,2018-06-28 12:04:42
1256,A,499,0.059,2019-11-29 00:52:24
7777,A,999,0.192,2024-06-20 02:36:31
7105,A,999,0.222,2021-01-03 12:43:57
1252,B,499,0.238,2020-12-16 15:20:32
7252,B,999,0.335,2022-05-31 13:06:15
7566,B,999,0.211,2022-01-08 20:55:36
8209,B,999,0.112,2023-10-08 08:16:13
6290,B,499,0.164,2021-08-03 00:50:02
892,A,999,0.275,2021-08-27 08:09:38
8983,A,499,0.127,2023-06-26 21:18:06
4635,B,999,0.307,2020-01-28 21:08:33
980,A,699,0.166,2022-06-14 01:56:51
3482,A,499,0.324,2018-11-25 03:29:48
2903,B,999,0.145,2018-03-21 01:37:56
166,A,999,0.214,2018-04-28 19:05:06
832,B,999,0.314,2020-10-28 14:45:17
7003,B,499,0.22,2021-04-19 13:42:56
6158,A,999,0.054,2020-09-25 05:55:06
8914,A,999,0.071,2022-10-04 15:50:47
5185,A,699,0.123,2024-12-24 07:01:08
8129,A,699,0.219,2022-11-19 07:09:05
9628,B,499,0.244,2018-05-09 17:30:36
3522,B,699,0.098,2018-09-07 18:21:28
908,A,499,0.296,2024-12-25 08:16:14
4336,A,699,0.293,2020-12-22 02:39:39
3287,B,999,0.224,2023-12-17 23:22:07
294,B,699,0.278,2019-12-07 09:12:48
1180,A,499,0.325,2022-12-05 08:40:09
325,A,499,0.123,2024-01-25 13:33:17
6447,B,499,0.121,2023-12-29 05:48:46
3991,B,499,0.348,2022-04-30 21:20:45
2791,A,999,0.343,2018-12-06 11:40:09
1221,A,499,0.238,2018-05-28 07:23:27
8370,A,499,0.109,2018-04-22 08:39:52
4512,A,999,0.158,2024-09-19 17:38:39
2982,A,699,0.062,2018-06-09 14:38:02
6551,B,499,0.201,2019-11-07 22:32:59
9402,B,499,0.305,2023-08-10 00:59:34
1043,A,999,0.182,2023-06-03 10:33:47
9230,A,699,0.097,2020-10-30 11:31:53
1613,B,699,0.303,2019-11-21 17:20:29
2300,A,999,0.301,2018-03-23 13:50:17
5094,B,999,0.093,2024-11-15 19:35:54
1532,A,999,0.298,2024-04-08 17:30:55
5018,B,499,0.281,2024-01-29 05:17:57
3970,A,699,0.262,2024-04-22 19:14:03
4496,A,699,0.075,2024-04-01 06:03:14
8260,A,699,0.052,2024-07-30 01:50:06
393,B,699,0.315,2018-04-27 20:34:59
603,A,999,0.325,2018-04-28 20:38:34
2427,A,499,0.275,2024-08-30 14:13:30
137,B,699,0.134,2021-10-21 00:05:39
4450,B,499,0.118,2018-06-15 11:05:17
7911,B,499,0.277,2018-11-17 20:18:53
5020,A,999,0.069,2018-03-30 03:27:54
6963,B,499,0.225,2018-02-24 17:11:43
3375,B,699,0.065,2021-04-21 04:21:01
2111,A,499,0.209,2021-06-21 11:44:26
5507,B,499,0.134,2023-02-27 03:12:02
3088,B,699,0.188,2022-12-16 15:51:46
9215,B,499,0.277,2018-05-08 01:36:35
2256,A,699,0.064,2020-06-11 05:45:41
2134,A,499,0.317,2019-05-31 06:39:45
131,A,999,0.319,2022-02-18 20:14:31
5684,A,999,0.247,2018-09-12 10:47:38
5004,A,999,0.308,2018-03-24 17:20:39
3689,A,699,0.29,2021-05-15 17:21:18
8052,A,499,0.19,2022-08-21 17:29:55
2990,B,699,0.089,2021-05-05 09:39:05
7720,A,699,0.083,2024-06-16 16:01:04
1458,A,999,0.328,2022-05-06 21:29:36
8025,B,699,0.082,2022-01-25 05:41:09
4050,A,499,0.234,2022-01-03 00:33:14
2793,B,499,0.107,2018-10-25 09:58:29
9729,B,999,0.201,2022-12-25 00:33:17
4524,B,999,0.063,2019-05-02 17:11:21
5947,B,699,0.249,2022-12-11 17:57:59
7733,A,699,0.058,2018-10-24 03:08:45
8006,B,999,0.326,2023-07-03 00:54:56
4490,B,999,0.328,2022-08-27 10:59:07
9884,B,499,0.055,2019-04-26 00:33:29
5889,A,499,0.114,2022-12-01 18:21:03
718,A,699,0.152,2019-08-15 02:15:56
8778,B,499,0.06,2024-01-30 07:17:59
5442,B,499,0.258,2019-06-16 00:07:43
1347,A,999,0.302,2024-08-01 03:46:27
3427,B,499,0.113,2018-11-09 08:25:55
5497,B,699,0.219,2020-10-02 19:23:17
7929,A,999,0.205,2018-02-15 15:05:12
251,A,699,0.334,2024-05-08 13:58:49
7217,A,499,0.196,2021-12-06 14:28:03
1428,A,699,0.065,2021-07-04 09:04:43
7157,A,999,0.089,2023-03-16 02:56:21
2165,B,699,0.298,2023-11-11 15:34:00
3318,A,999,0.18,2019-06-26 15:37:00
6095,A,999,0.252,2024-06-30 09:58:38
5852,B,499,0.147,2022-04-30 12:24:20
7908,A,499,0.335,2018-06-24 14:49:27
8844,A,699,0.214,2024-11-28 20:40:37
2718,A,999,0.058,2023-05-28 19:12:25
4333,B,699,0.183,2018-12-15 03:28:18
2084,A,499,0.267,2019-04-16 12:53:51
7408,A,999,0.198,2023-07-10 15:40:06
1232,A,499,0.233,2023-08-22 03:09:55
7041,A,999,0.097,2020-01-02 01:13:36
9245,B,499,0.094,2023-07-11 15:11:00
6805,B,499,0.257,2020-09-11 00:25:59
6614,B,999,0.243,2024-04-20 01:28:35
9196,A,999,0.204,2022-09-10 21:41:50
7716,A,699,0.253,2019-08-25 03:32:50
721,B,699,0.152,2021-10-09 00:41:42
857,B,999,0.158,2024-07-24 01:29:29
8882,B,999,0.314,2024-10-15 23:23:03
2340,A,499,0.297,2022-02-15 10:44:54
3334,B,699,0.114,2024-04-01 11:00:43
4045,A,699,0.129,2023-08-23 02:40:31
6511,A,999,0.096,2024-01-31 14:15:08
9672,A,499,0.124,2018-02-07 04:29:29
9412,B,699,0.29,2022-11-10 10:11:54
1664,B,499,0.179,2023-12-30 01:01:46
1200,A,999,0.15,2022-09-22 04:04:55
9320,B,999,0.248,2024-08-10 02:44:31
1281,A,999,0.11,2023-03-02 16:54:13
14,A,999,0.061,2021-05-06 07:39:24
6286,A,999,0.326,2023-11-10 13:42:02
9514,B,499,0.289,2024-06-18 02:14:34
7325,A,699,0.111,2022-12-02 00:32:01
6856,A,699,0.126,2019-09-03 02:07:20
9854,B,999,0.23,2019-01-23 19:45:00
2483,B,499,0.1,2020-11-22 17:10:10
2436,A,499,0.237,2022-02-21 13:32:26
6038,A,499,0.148,2022-10-24 13:34:38
4089,B,499,0.334,2021-02-13 16:56:37
2352,A,699,0.23,2023-10-05 18:19:13
5963,A,699,0.328,2021-05-10 21:27:38
5786,A,499,0.212,2023-08-16 23:49:08
3114,B,699,0.325,2019-08-24 01:10:56
1918,B,499,0.079,2023-11-08 09:42:15
7803,B,999,0.086,2024-06-11 01:56:36
8076,A,499,0.269,2023-04-14 05:26:22
4103,B,699,0.319,2023-12-07 07:55:24
7138,B,499,0.192,2021-07-28 20:03:59
6382,B,999,0.275,2021-07-29 12:57:30
6696,B,699,0.114,2021-06-06 21:51:17
6995,B,699,0.234,2019-03-10 16:13:42
9768,A,499,0.253,2024-01-02 10:09:29
4587,A,499,0.281,2024-01-31 06:47:21
2771,A,999,0.282,2019-04-17 01:02:55
8019,A,499,0.089,2019-07-24 00:02:59
5762,A,499,0.07,2024-08-14 21:48:48
44,B,999,0.196,2019-01-03 12:02:38
851,A,499,0.083,2018-03-24 16:37:36
822,B,699,0.164,2019-06-18 12:47:48
3800,A,699,0.221,2020-08-28 17:45:31
156,B,999,0.217,2020-02-11 13:41:21
5692,A,999,0.33,2023-04-12 17:36:29
7313,B,699,0.215,2021-04-21 21:28:03
1077,A,999,0.249,2024-06-04 14:44:21
9541,A,499,0.199,2018-02-01 12:05:18
8962,A,999,0.193,2021-10-22 21:53:02
7068,A,499,0.343,2018-05-15 00:49:44
9871,A,499,0.302,2020-06-18 04:45:48
9846,A,499,0.336,2019-01-11 21:32:27
5682,A,499,0.162,2024-11-14 22:45:23
7870,A,999,0.19,2024-09-22 16:58:15
3571,A,499,0.14,2019-04-02 17:48:36
5230,B,499,0.22,2023-12-15 23:03:45
362,B,999,0.104,2022-02-05 06:55:07
7765,A,699,0.295,2018-02-27 11:00:03
3170,A,999,0.102,2024-08-23 16:11:56
6875,B,499,0.255,2018-06-19 12:46:06
4802,A,499,0.262,2018-08-19 08:55:35
7742,A,999,0.215,2020-11-29 09:36:34
3050,A,999,0.304,2023-10-12 12:23:07
7963,A,999,0.119,2019-01-29 23:20:18
3253,A,699,0.327,2022-04-12 03:53:22
6971,B,499,0.257,2024-07-27 10:46:42
7151,A,699,0.274,2024-08-02 23:31:42
5005,A,699,0.304,2019-01-08 05:34:13
4390,A,499,0.242,2024-01-28 10:37:37
954,B,999,0.194,2023-06-30 07:58:22
4583,A,499,0.151,2024-06-29 22:25:25
5179,A,499,0.071,2022-05-15 10:19:20
2467,B,499,0.332,2022-10-25 12:29:02
2588,B,999,0.225,2022-07-31 23:00:39
7990,B,499,0.177,2023-11-21 02:23:18
6051,A,499,0.267,2020-09-16 21:09:34
4597,A,499,0.143,2021-02-03 04:15:30
9203,B,999,0.269,2022-04-23 07:43:54
7727,A,999,0.089,2020-04-13 07:46:52
6547,A,699,0.338,2020-08-29 08:01:57
2949,A,999,0.167,2023-03-26 01:56:01
5507,A,499,0.105,2020-10-07 20:18:15
9065,B,499,0.154,2018-07-08 04:40:38
4370,A,499,0.306,2020-08-30 08:33:21
2235,A,699,0.327,2018-03-09 00:54:52
7724,A,499,0.291,2024-09-21 14:08:32
4776,B,999,0.15,2021-12-18 19:31:36
6285,A,999,0.063,2022-02-16 16:18:57
8567,B,499,0.185,2023-10-16 07:49:36
5327,A,499,0.253,2023-07-13 14:02:17
127,B,699,0.07,2024-05-18 08:24:43
6719,A,699,0.239,2024-04-21 21:49:54
8683,A,999,0.062,2018-11-17 15:40:38
5889,B,999,0.277,2019-09-17 20:04:54
8780,A,699,0.099,2022-03-27 22:18:44
9013,B,999,0.117,2019-09-05 20:41:23
5125,B,499,0.142,2018-01-04 17:20:10
2431,B,499,0.196,2019-06-18 01:53:18
579,B,999,0.084,2018-10-31 22:17:35
8027,A,999,0.345,2020-12-04 15:47:40
5414,A,699,0.24,2019-08-25 23:32:51
9279,A,699,0.193,2023-01-29 08:11:27
8516,B,699,0.098,2020-06-08 01:14:00
3996,A,999,0.131,2018-12-19 22:46:40
4223,B,499,0.201,2024-10-31 10:00:35
5772,A,499,0.233,2019-11-07 18:00:55
2677,A,999,0.305,2022-03-01 09:01:19
3351,A,999,0.059,2021-05-11 14:48:47
9019,B,999,0.262,2022-11-19 15:36:32
9386,B,999,0.117,2018-08-07 03:48:49
8638,A,699,0.063,2020-10-12 23:20:19
5578,B,699,0.305,2023-08-14 03:28:18
1480,A,499,0.214,2024-02-28 10:22:16
3432,B,699,0.321,2019-10-13 03:36:53
6655,B,999,0.103,2018-04-09 22:08:57
9241,B,699,0.139,2020-07-26 06:25:01
8407,B,499,0.235,2019-12-03 18:39:01
1770,A,999,0.102,2020-10-05 05:41:38
3097,B,699,0.327,2019-05-10 23:57:35
8814,A,699,0.176,2019-06-26 01:36:06
2238,A,999,0.272,2021-03-12 07:34:44
8916,A,999,0.179,2023-03-06 02:08:30
4397,B,699,0.212,2018-01-16 19:13:25
6746,B,999,0.155,2023-07-04 11:50:22
701,A,499,0.317,2021-09-13 08:01:49
5991,A,499,0.085,2024-06-17 02:24:09
829,B,999,0.098,2022-06-18 05:11:50
7301,B,499,0.287,2023-12-16 00:28:26
5197,B,699,0.299,2019-01-29 18:00:57
6619,B,699,0.121,2018-02-17 17:40:17
6385,B,699,0.089,2020-04-13 22:17:42
5770,B,699,0.296,2021-01-26 17:44:01
2780,A,999,0.266,2019-12-07 06:59:34
8987,A,699,0.286,2018-11-09 11:37:25
6398,A,999,0.107,2023-02-14 04:40:12
1100,A,999,0.276,2023-07-07 17:46:36
7820,A,699,0.142,2024-06-16 23:41:47
9020,A,699,0.125,2020-12-25 07:55:04
6826,A,699,0.177,2021-09-22 20:24:53
4621,A,499,0.271,2020-11-22 10:13:33
2014,A,699,0.337,2022-08-11 23:10:28
1861,B,499,0.099,2023-03-03 14:58:28
3244,A,999,0.314,2020-03-12 02:57:41
838,A,999,0.097,2022-11-24 04:12:49
8509,A,499,0.069,2023-09-21 06:38:52
9975,B,699,0.228,2024-10-16 00:01:00
3937,B,999,0.227,2021-08-31 11:03:04
9147,A,999,0.33,2022-01-22 23:44:48
5583,A,699,0.259,2019-05-24 12:49:30
7741,B,999,0.139,2021-05-13 11:25:54
5835,A,699,0.213,2020-01-08 23:48:40
5258,B,999,0.145,2018-12-04 02:13:06
8953,B,699,0.114,2021-04-18 12:17:55
1387,B,699,0.167,2023-07-25 08:55:42
4080,B,499,0.302,2018-12-24 16:56:12
9415,A,499,0.3,2021-05-09 00:47:33
2551,A,999,0.333,2024-01-08 18:27:03
3972,B,699,0.345,2020-11-02 10:23:30
9044,B,499,0.335,2022-03-13 12:05:08
6184,A,699,0.252,2021-07-22 03:22:34
4934,A,999,0.218,2023-07-04 22:28:39
4041,B,699,0.282,2018-04-29 21:56:44
566,B,699,0.221,2024-10-25 09:36:45
4912,B,499,0.082,2018-09-12 17:30:06
3337,A,999,0.099,2023-11-06 19:16:16
6012,A,499,0.086,2023-11-23 16:21:36
2603,A,499,0.171,2024-09-22 05:46:22
3577,A,499,0.241,2018-02-15 10:37:20
2287,B,499,0.235,2018-08-04 21:08:28
9880,B,699,0.09,2019-06-09 20:06:49
391,B,999,0.086,2022-09-24 20:38:44
7074,B,999,0.267,2018-12-28 03:29:11
4518,A,699,0.194,2023-12-16 01:33:53
3020,B,999,0.189,2019-08-25 03:29:03
2653,B,999,0.115,2023-07-27 13:41:52
1931,A,999,0.147,2023-04-29 02:29:07
6665,B,699,0.153,2019-05-21 10:47:41
1316,A,999,0.192,2021-07-14 00:56:20
7770,B,699,0.058,2024-03-17 13:09:03
5458,B,999,0.258,2022-01-06 04:49:50
456,B,499,0.117,2021-07-04 02:33:45
1840,B,999,0.084,2021-07-29 15:16:11
762,A,499,0.246,2022-10-18 04:00:51
8678,B,499,0.294,2021-06-10 20:44:28
3005,A,699,0.181,2022-06-01 22:38:38
3093,A,499,0.157,2019-10-27 19:32:33
1213,B,699,0.286,2021-10-20 04:48:26
4686,A,699,0.168,2020-07-17 23:21:08
5168,A,999,0.209,2022-08-11 19:33:32
1912,B,999,0.05,2024-06-01 22:50:16
5412,A,499,0.061,2020-07-21 09:33:03
1205,B,699,0.112,2018-04-15 19:59:16
9931,A,699,0.154,2023-04-17 11:37:10
6355,A,499,0.187,2019-05-08 10:30:47
341,B,999,0.162,2024-08-03 19:12:20
7049,B,499,0.135,2023-03-17 04:00:37
5459,A,699,0.132,2020-09-22 02:27:02
6717,B,499,0.345,2020-02-22 19:26:16
4699,A,699,0.298,2024-05-02 22:28:30
3349,B,699,0.241,2023-01-17 08:41:15
5702,A,699,0.108,2023-07-10 12:57:35
8332,A,999,0.24,2023-03-10 14:07:17
9574,A,699,0.31,2018-09-15 17:51:44
2342,B,699,0.099,2024-11-21 21:54:07
6775,A,699,0.267,2020-09-05 21:02:37
3711,B,499,0.178,2022-11-04 01:33:19
4149,B,999,0.317,2018-04-17 03:45:39
9719,B,999,0.167,2018-04-04 13:39:36
2803,A,499,0.233,2018-06-26 08:57:05
1616,B,699,0.34,2020-10-27 15:54:54
7391,A,499,0.243,2023-06-22 03:14:57
855,B,699,0.268,2019-04-21 13:52:49
1148,A,499,0.251,2023-09-09 14:16:36
4187,A,999,0.339,2021-01-05 00:30:37
267,A,499,0.154,2024-06-14 04:49:43
8205,A,999,0.143,2024-02-26 01:12:24
1873,B,999,0.308,2023-09-20 21:25:01
9833,A,499,0.19,2024-05-12 12:40:10
4032,A,699,0.079,2024-08-30 16:00:33
1419,B,699,0.263,2022-06-22 10:32:47
4742,B,499,0.267,2021-10-28 21:48:06
6147,B,499,0.251,2018-02-21 10:12:42
3603,A,699,0.229,2021-08-08 09:54:22
6233,A,499,0.283,2020-04-30 05:57:41
7713,A,999,0.334,2019-11-05 03:05:41
7545,B,699,0.317,2024-08-13 00:23:09
6489,B,699,0.079,2020-05-13 09:49:13
2174,A,999,0.155,2021-03-21 16:13:10
8198,A,499,0.117,2020-11-08 06:41:39
9132,A,999,0.302,2021-03-06 13:16:55
9729,A,699,0.119,2023-04-05 07:44:02
9613,B,999,0.258,2022-08-14 21:01:26
7993,A,999,0.222,2018-06-24 00:40:12
9938,B,699,0.065,2022-02-25 09:52:39
7309,B,699,0.073,2023-09-27 03:38:36
6439,B,999,0.143,2024-09-15 04:22:49
6480,A,499,0.129,2018-07-24 05:22:25
6761,A,499,0.115,2022-04-23 20:32:05
7534,B,699,0.169,2022-07-30 10:00:40
5815,A,699,0.117,2018-01-17 13:02:33
1963,B,999,0.073,2018-09-09 17:01:38
1595,A,999,0.159,2021-04-10 02:17:39
5921,B,999,0.094,2021-04-12 12:03:20
8523,B,699,0.064,2019-07-28 21:04:21
6663,B,699,0.296,2023-11-28 04:48:10
4366,B,999,0.223,2023-04-13 07:49:07
8187,A,699,0.089,2022-01-06 15:52:37
1069,B,999,0.142,2018-11-18 04:38:56
5461,A,999,0.326,2022-06-04 07:26:22
9655,A,999,0.166,2021-06-27 11:39:57
3391,B,499,0.151,2022-10-16 15:44:15
2763,A,699,0.094,2021-04-24 04:11:57
8209,B,699,0.303,2022-01-22 14:32:04
2326,A,999,0.058,2019-11-23 20:04:06
8917,B,499,0.211,2019-01-17 04:09:33
3427,A,999,0.291,2023-06-23 03:42:39
6801,B,499,0.28,2024-07-15 22:27:53
2441,A,999,0.251,2021-02-28 16:20:08
5125,B,999,0.21,2024-08-22 02:28:51
