user_id,daily_active_minutes,sessions_per_day,feature_clicks,activity_date
18106,148,2,3,2018-03-16 17:29:17
7981,224,4,46,2018-04-30 05:35:02
25333,192,4,5,2023-06-10 20:05:44
33000,244,6,2,2018-08-10 14:30:24
244,284,5,44,2018-04-18 07:04:04
43855,97,4,0,2019-07-06 13:42:40
14080,152,9,19,2023-02-01 22:29:16
19301,185,6,1,2024-07-04 17:49:37
43042,111,3,5,2018-01-19 11:14:46
33688,193,7,33,2023-05-08 20:23:57
13411,44,7,28,2024-10-22 20:51:40
176,190,2,10,2021-08-24 04:34:30
45822,180,1,38,2024-02-26 07:13:03
36865,10,3,46,2020-05-04 22:29:51
16354,208,3,42,2022-04-30 19:34:45
7451,63,2,21,2024-02-13 07:02:36
36449,110,7,34,2024-12-01 10:48:14
5235,197,5,47,2020-01-02 09:23:37
26331,275,1,10,2019-01-23 15:12:11
29331,272,3,27,2019-05-02 20:11:17
35924,143,1,34,2023-06-17 00:15:47
39521,257,4,20,2020-04-20 10:40:26
16640,290,8,43,2024-04-30 00:59:20
48496,184,1,6,2018-06-09 20:15:23
13581,221,7,17,2024-04-14 01:40:59
6250,281,3,43,2019-12-29 08:39:37
40010,81,4,21,2023-12-03 13:50:20
1846,54,8,44,2020-04-27 23:15:05
8997,198,6,0,2022-04-24 06:00:18
7739,120,1,3,2019-07-31 00:42:07
11020,251,9,44,2021-09-01 06:24:46
18304,288,3,15,2021-10-29 11:09:52
34591,25,2,22,2019-03-04 00:46:33
48275,114,5,20,2019-10-23 12:17:28
37369,198,7,2,2022-11-17 13:22:49
46455,223,5,31,2022-11-20 01:34:13
10732,93,1,25,2023-09-20 07:54:11
10138,254,3,43,2022-08-29 11:41:43
13605,8,2,40,2024-10-12 13:44:29
48891,108,6,1,2019-03-01 00:50:08
24112,122,8,28,2022-04-14 14:14:28
20518,152,6,23,2018-02-07 12:06:08
40626,209,9,30,2022-01-22 22:25:47
35382,124,8,46,2024-02-14 14:01:10
15186,125,9,5,2019-12-22 15:07:15
7031,166,1,45,2023-05-18 10:50:45
5065,41,3,38,2024-07-13 23:05:01
41297,148,2,6,2018-10-09 11:13:40
36856,90,1,49,2022-09-28 13:39:59
37719,162,2,29,2019-09-05 05:23:38
24550,275,1,8,2024-10-10 13:21:04
1361,36,2,46,2022-12-03 18:59:10
47668,15,9,37,2022-09-09 20:53:25
9117,137,7,2,2018-12-16 21:57:31
17026,67,7,29,2021-05-14 16:31:50
37629,202,6,43,2022-03-08 15:04:54
44401,295,4,21,2024-11-23 05:57:57
36174,130,3,11,2023-07-06 22:46:50
47952,202,5,5,2022-09-18 01:48:36
19974,238,3,35,2022-06-23 16:35:10
7068,55,6,47,2018-04-05 17:38:21
27594,238,8,17,2022-11-02 06:26:42
13465,280,6,8,2023-12-11 12:46:16
6280,78,5,36,2018-08-27 16:50:40
8461,223,1,36,2019-12-10 00:48:14
39068,125,4,17,2023-11-30 21:06:15
25241,1,3,30,2020-12-30 06:51:35
37572,79,7,33,2024-02-27 11:56:18
39905,103,8,3,2018-07-19 11:35:46
417,78,8,3,2023-02-03 09:12:22
46978,140,9,18,2021-07-06 07:53:35
41843,220,5,16,2024-04-18 03:28:29
2386,77,5,38,2021-09-25 16:07:56
18625,18,2,15,2021-07-20 21:41:27
19351,11,5,36,2018-12-23 10:38:51
11376,149,9,8,2022-04-25 11:51:30
47777,144,2,25,2022-09-14 02:47:28
40188,98,9,13,2024-01-13 11:02:31
47158,294,4,0,2021-06-21 01:06:03
32847,293,5,21,2019-02-03 21:24:38
46041,204,1,21,2019-06-19 03:13:24
24581,74,6,12,2023-09-28 11:40:11
41072,284,3,43,2024-03-09 00:10:35
45625,63,2,35,2019-06-06 04:34:01
7406,192,6,31,2023-10-12 22:42:03
36293,260,6,32,2020-02-20 05:52:56
39664,68,2,22,2024-10-29 20:03:34
25084,71,8,38,2023-02-01 08:55:42
18269,295,7,17,2019-06-20 01:39:20
43083,38,7,30,2023-02-05 06:26:59
11190,17,3,14,2022-06-07 17:20:35
22516,204,4,42,2021-02-16 12:08:45
7957,31,5,45,2024-06-18 06:42:30
44789,166,6,2,2022-07-04 22:08:04
23702,89,1,15,2024-09-22 22:15:36
27799,156,2,3,2020-07-30 21:56:27
14350,151,8,24,2019-02-19 20:03:42
30858,102,4,0,2024-11-30 08:05:35
643,193,8,41,2021-10-20 03:01:49
10071,257,9,28,2022-02-08 09:14:32
43028,36,2,24,2023-04-23 18:02:54
393,178,3,16,2019-12-22 23:45:23
30708,221,3,20,2024-07-02 07:06:52
19895,49,3,35,2022-06-08 10:20:20
10150,2,6,19,2022-03-25 02:51:40
2364,221,7,17,2022-05-24 07:53:40
45364,174,6,43,2024-07-15 04:33:22
31259,72,2,16,2022-10-10 15:21:04
31368,176,5,45,2019-08-19 07:14:33
43303,219,4,2,2019-05-17 07:17:48
38001,167,1,32,2019-12-29 18:03:03
31881,43,6,28,2018-11-29 17:54:09
36755,194,7,14,2023-07-27 12:06:08
42399,210,9,26,2019-06-17 06:49:56
11911,166,3,2,2024-02-16 17:55:09
17095,90,3,6,2024-03-18 16:35:35
6600,201,6,3,2021-07-18 17:04:23
28627,190,5,41,2022-03-08 19:12:09
484,5,7,29,2020-06-15 00:20:11
41490,66,2,19,2018-12-21 01:04:18
26613,50,8,16,2022-05-14 20:50:29
21139,206,4,16,2024-05-06 17:32:41
44117,233,8,36,2021-11-07 11:57:18
10607,283,3,30,2018-03-20 19:05:06
45113,176,6,27,2023-04-25 14:55:33
35777,8,1,10,2022-08-06 17:28:36
24903,96,1,38,2019-02-25 10:54:22
39682,47,1,8,2018-02-06 05:09:57
14437,168,1,28,2021-01-03 17:49:56
26558,117,3,48,2023-09-08 13:42:26
21025,193,6,16,2020-02-08 00:09:47
43731,224,8,23,2022-09-09 09:50:20
36082,196,1,29,2018-06-11 06:04:42
22392,123,1,19,2024-06-01 18:21:23
44425,153,1,9,2024-11-26 01:31:00
37078,129,4,19,2018-02-23 22:43:57
20531,123,1,26,2023-06-01 05:31:52
16333,278,8,28,2021-06-29 17:22:48
29755,248,4,5,2018-11-22 02:17:59
11627,221,1,37,2021-12-15 02:51:15
10989,221,5,27,2022-11-07 22:49:00
15214,252,2,37,2022-08-31 06:57:47
29499,121,6,15,2024-10-12 03:34:49
16289,133,6,12,2019-02-24 16:54:17
31294,233,4,44,2023-12-04 14:55:52
37810,128,8,24,2018-08-27 00:08:51
28907,143,8,4,2024-05-01 04:38:32
2442,117,8,33,2022-06-04 17:29:07
26489,124,9,11,2020-06-27 09:37:01
19631,90,2,46,2023-12-09 22:01:21
36348,166,5,8,2019-01-30 03:19:45
45076,22,4,43,2018-06-11 02:38:33
21038,266,8,44,2019-01-18 13:55:34
42452,246,6,13,2020-05-15 04:50:11
42567,71,9,40,2023-09-19 07:36:59
36971,72,6,4,2020-09-15 22:41:32
36396,131,6,30,2019-12-28 08:37:08
5067,230,6,38,2023-10-20 18:49:37
31031,219,7,39,2023-12-17 11:42:25
33461,38,2,26,2019-09-29 21:23:37
47073,145,4,34,2021-07-08 04:35:36
48891,166,4,26,2020-05-03 23:43:22
10236,72,4,28,2021-07-02 21:30:23
2620,67,9,30,2021-03-13 18:49:08
9044,257,5,45,2024-07-03 10:54:55
15399,106,7,4,2024-11-02 23:30:59
41898,267,4,13,2022-06-20 22:22:09
10351,277,4,44,2022-01-30 11:25:57
47266,189,6,35,2018-07-02 12:36:05
49939,2,2,14,2021-01-01 18:46:11
22120,33,3,28,2020-03-25 16:54:30
26390,252,8,22,2022-04-02 08:33:48
40055,92,6,42,2021-08-13 09:50:08
7349,114,3,34,2018-10-13 15:48:33
39609,58,5,43,2019-12-12 15:00:51
28743,220,5,17,2021-08-22 09:39:27
10086,253,6,2,2021-06-03 13:19:28
43484,275,2,34,2024-04-03 07:18:02
3213,208,5,47,2018-10-23 22:12:16
20296,16,1,14,2024-07-04 22:45:55
40611,272,9,41,2024-08-03 21:09:35
42137,162,2,25,2023-01-09 12:00:07
18341,240,5,19,2018-01-28 01:25:20
6548,85,6,19,2023-06-21 15:20:16
7871,254,5,22,2023-12-29 23:30:57
13667,216,9,15,2022-02-27 15:30:32
27845,140,7,42,2021-04-08 11:52:09
42387,209,5,13,2018-09-05 02:25:48
18245,267,5,47,2021-07-18 13:58:34
31433,17,1,39,2020-08-03 10:46:54
40854,287,6,20,2022-05-07 01:04:36
24704,143,7,11,2019-05-20 13:53:30
29730,37,2,4,2021-02-25 14:05:01
33535,87,3,29,2023-03-13 01:04:31
45300,207,4,35,2019-07-19 11:22:09
5156,104,7,25,2019-02-18 10:16:33
6167,30,4,28,2019-10-30 04:21:26
17194,259,3,41,2024-08-14 00:46:06
20500,25,2,39,2022-07-27 18:42:50
39389,148,2,35,2022-09-24 12:13:59
42034,124,9,14,2020-08-02 00:51:47
39917,38,3,49,2018-04-05 13:47:56
47622,50,3,8,2019-05-23 09:04:35
40645,108,5,48,2023-02-15 23:03:59
16707,205,6,40,2018-01-30 11:24:32
19302,77,6,12,2022-10-15 01:12:18
29976,148,5,34,2024-01-08 01:05:13
39745,184,1,30,2019-04-21 10:00:56
26686,2,3,20,2019-04-01 12:00:00
27093,59,5,3,2020-09-18 18:33:06
7119,237,6,20,2019-07-28 15:45:03
44734,38,5,5,2023-11-03 03:46:27
16145,255,9,13,2023-04-07 03:37:29
25421,23,7,23,2022-09-03 07:09:02
1337,263,3,27,2018-07-30 20:21:18
7713,50,7,19,2020-05-17 02:11:12
47129,28,7,13,2021-10-14 22:59:39
43421,33,4,19,2020-05-03 01:44:55
25275,297,4,16,2020-03-26 15:14:56
4981,24,4,1,2019-11-17 12:22:08
10986,194,8,24,2023-01-23 10:50:59
37612,235,6,29,2022-10-23 13:32:55
35533,232,9,15,2023-05-04 21:13:52
42267,112,5,18,2024-11-28 18:47:55
35573,204,6,37,2024-03-24 05:14:38
46938,87,2,45,2023-08-05 06:51:57
11355,214,5,9,2020-12-20 18:36:07
36282,255,8,44,2020-06-15 12:04:47
35987,219,6,35,2024-11-21 07:19:26
30311,253,7,9,2020-11-02 06:53:42
13465,216,1,18,2023-05-24 18:18:44
13984,112,9,6,2024-10-29 18:52:36
4680,241,8,48,2019-07-28 16:08:51
44189,49,4,37,2022-03-16 19:11:40
39510,170,9,10,2018-12-27 18:10:19
8911,233,1,22,2023-07-31 16:24:04
32425,218,4,38,2023-12-25 11:04:46
48923,247,3,0,2024-09-26 18:51:25
542,40,2,43,2022-05-27 05:27:56
38826,46,2,26,2024-12-08 00:52:31
31824,73,7,17,2020-12-06 17:57:25
19800,73,5,1,2022-09-12 13:39:57
41508,153,1,21,2018-07-27 12:20:11
15431,26,8,33,2024-12-08 17:15:07
4424,81,7,18,2021-07-21 00:54:25
7166,253,7,0,2019-02-21 19:06:10
9199,139,6,37,2018-02-10 09:52:01
48021,160,7,41,2019-12-31 09:16:11
38615,184,3,8,2022-02-03 04:54:03
4925,138,9,1,2019-05-23 01:47:39
36244,81,6,14,2024-07-13 23:19:09
26898,14,5,35,2019-02-03 01:02:57
6676,203,9,6,2020-01-28 21:19:25
17335,289,7,20,2021-09-10 06:44:11
23410,134,4,32,2024-01-25 22:45:53
2913,19,7,4,2018-04-01 08:15:36
31662,97,4,14,2023-08-05 05:57:41
39730,185,8,27,2024-05-25 09:48:27
18911,147,2,27,2018-07-22 03:58:58
2580,233,6,29,2020-12-25 19:04:52
28532,72,4,39,2020-09-16 21:55:04
25745,194,9,46,2023-04-19 16:38:10
30168,285,5,41,2021-11-27 17:32:38
9276,47,7,23,2018-07-15 04:24:24
14173,75,9,5,2018-05-13 01:32:39
37699,31,4,41,2023-11-17 14:44:13
15535,198,2,43,2020-10-06 11:45:28
22600,123,9,5,2020-09-23 08:42:06
24540,103,2,45,2021-10-28 08:56:30
38860,264,6,37,2023-12-08 04:11:01
21611,91,1,34,2020-11-20 12:25:59
188,104,1,11,2023-08-28 17:33:16
6631,201,7,35,2022-06-08 10:19:43
35498,71,6,17,2018-11-04 01:39:13
2926,117,9,31,2019-05-23 16:56:08
32128,190,3,24,2019-03-09 12:59:41
23529,230,3,4,2018-02-01 11:09:51
37232,247,8,14,2020-03-11 07:22:13
18745,87,6,33,2021-10-06 07:32:31
43400,203,3,4,2018-08-22 03:31:28
7780,68,8,36,2022-09-19 07:32:53
9330,132,5,41,2024-09-10 21:16:26
29109,169,9,45,2023-07-14 05:00:48
9439,133,9,18,2022-11-03 07:20:20
33930,272,8,17,2023-01-06 04:59:34
42721,299,7,21,2024-03-08 03:04:17
29957,143,9,37,2023-03-12 20:01:18
8278,86,3,36,2024-04-15 18:59:53
7996,199,1,46,2022-09-23 16:07:19
19820,191,1,5,2021-01-14 04:37:34
32549,186,5,38,2021-01-19 18:56:17
3307,143,2,30,2021-02-06 08:50:34
38865,18,8,39,2023-04-05 16:32:24
48177,113,4,3,2018-10-16 06:14:58
37719,276,3,4,2023-01-04 21:55:34
11855,203,2,33,2022-09-01 21:08:15
16161,167,9,10,2019-01-20 12:25:30
46207,275,6,25,2019-02-08 13:48:16
24616,195,1,41,2018-08-10 21:39:24
15157,105,4,30,2019-10-28 04:38:33
16516,298,2,38,2024-06-25 06:36:08
10672,127,5,30,2018-12-22 21:52:43
29504,215,3,46,2023-09-05 18:37:53
15465,81,2,29,2019-03-04 06:06:06
14345,266,1,13,2023-10-01 15:19:58
35839,127,6,25,2018-12-08 18:22:01
2763,129,5,5,2021-07-23 22:43:38
32557,144,8,35,2022-10-02 21:24:33
21166,210,6,15,2020-10-24 00:12:37
1943,140,4,33,2020-08-16 19:01:36
21576,7,2,8,2020-11-12 08:23:21
45330,255,2,47,2023-05-12 10:25:36
11192,87,6,6,2023-04-08 08:31:35
47136,234,7,5,2019-03-30 14:54:42
24867,214,6,12,2023-04-11 13:38:13
2363,145,7,30,2019-11-16 01:36:49
8397,112,7,1,2022-09-29 14:41:42
46893,160,6,36,2020-11-15 23:05:43
30267,33,1,27,2024-02-10 20:12:09
1164,112,1,24,2020-02-25 04:55:41
42051,82,9,35,2023-07-21 04:00:28
670,90,9,25,2022-08-14 17:13:28
41897,20,4,44,2019-09-27 15:29:24
17206,32,6,6,2024-12-23 11:29:01
13966,243,3,14,2018-09-21 03:07:45
17404,220,6,4,2020-06-16 21:43:14
38335,49,6,36,2024-02-04 01:31:29
38413,191,2,29,2019-04-19 16:04:31
13363,10,8,12,2020-02-01 03:38:32
6409,48,6,24,2023-08-16 14:12:37
43410,52,9,37,2018-10-04 01:54:39
37334,194,4,48,2022-11-12 13:19:35
10271,222,3,48,2020-03-03 06:35:21
16753,50,1,29,2024-10-04 07:02:18
8596,55,8,9,2023-01-25 18:57:01
2043,59,1,23,2020-06-06 22:24:21
37278,127,5,34,2018-02-24 04:54:30
2762,103,6,13,2023-10-28 07:50:21
43654,39,3,10,2018-06-16 15:47:16
9729,146,1,26,2020-04-21 17:14:36
25664,28,3,0,2018-12-08 17:43:19
49800,243,5,42,2022-07-22 04:30:59
25764,83,4,5,2019-08-06 05:13:16
35186,213,1,46,2019-11-14 07:31:05
28716,143,5,11,2024-08-29 01:51:07
33102,86,3,15,2019-08-09 18:54:48
37761,42,9,6,2020-03-31 01:43:01
22425,249,6,12,2024-12-29 20:43:12
40862,6,5,37,2024-05-30 00:35:58
34859,11,1,37,2021-11-15 06:20:18
7758,117,2,20,2023-12-29 10:38:55
23293,214,7,43,2020-05-31 17:25:18
33806,76,5,30,2024-05-23 23:49:39
24114,267,2,10,2021-11-09 19:13:42
16773,204,9,9,2020-08-23 21:51:43
38332,267,5,29,2024-05-23 01:05:00
49350,250,6,31,2023-07-04 11:24:46
8529,65,2,4,2022-06-08 16:47:18
26224,286,2,38,2021-02-14 23:49:27
31440,211,6,9,2024-05-11 20:57:06
9994,163,8,16,2021-10-31 07:26:02
22246,256,2,28,2022-01-04 14:30:22
28367,10,6,7,2019-04-09 23:39:24
18152,159,4,46,2020-05-17 05:03:59
25931,83,5,27,2024-05-29 07:18:51
4286,298,8,34,2018-03-20 01:37:03
49158,11,7,3,2021-10-01 14:47:57
45526,241,1,38,2024-08-23 03:39:53
25757,222,4,49,2024-10-20 02:03:04
214,56,2,29,2023-08-05 04:53:59
16982,245,6,14,2020-09-30 12:38:24
30496,106,5,30,2024-05-20 12:04:01
12732,99,3,18,2019-02-27 10:50:10
31123,200,4,29,2024-11-25 22:11:05
35911,287,4,25,2018-12-24 01:07:46
47113,198,9,32,2023-11-30 23:07:51
37500,61,1,19,2018-07-28 16:28:08
44349,217,6,26,2022-02-14 16:04:34
38284,1,7,2,2023-02-16 19:24:35
9633,19,9,46,2024-07-28 02:57:38
37127,82,1,0,2022-11-08 20:22:26
40572,43,5,26,2021-01-20 04:06:09
33228,281,4,23,2024-07-26 04:32:08
29297,135,1,24,2019-10-12 02:01:54
2930,26,9,44,2024-05-31 16:35:42
159,50,2,39,2018-10-03 14:59:51
3774,200,7,23,2018-01-22 06:39:41
20590,193,3,22,2021-10-20 10:48:33
27855,245,7,36,2019-12-27 09:26:37
14733,25,5,12,2019-01-28 09:05:22
13840,256,7,26,2024-10-24 09:40:01
5599,100,6,1,2020-12-09 03:11:11
46949,161,1,10,2020-09-12 11:21:19
44649,256,1,45,2019-01-18 20:26:31
28134,200,5,11,2021-09-11 00:39:23
20518,20,9,42,2019-03-22 18:29:35
28230,201,5,21,2020-05-17 21:22:18
19249,169,3,26,2018-06-22 02:14:01
30627,268,6,20,2020-01-02 02:12:08
32655,296,3,43,2022-02-07 20:54:17
22372,128,7,41,2024-12-03 06:20:22
12549,286,3,14,2024-12-12 08:22:43
2026,295,8,13,2020-02-16 05:17:28
19326,119,3,41,2023-10-07 18:53:14
37714,14,1,9,2024-04-01 19:38:41
37381,136,7,1,2018-02-22 23:29:24
22705,153,5,22,2021-03-11 04:06:36
39370,2,1,18,2022-09-05 21:47:58
26483,133,5,18,2024-09-14 09:33:45
26581,241,2,30,2024-10-24 13:15:44
33726,265,6,34,2024-02-20 19:08:45
37209,92,1,47,2024-08-10 07:49:15
31461,149,4,43,2024-02-28 16:11:24
40746,105,7,37,2024-07-19 16:02:59
11499,107,7,42,2019-12-17 20:02:15
37533,139,7,21,2024-01-23 11:47:01
42486,50,5,6,2020-02-26 11:49:26
35250,202,6,9,2021-11-05 04:08:23
5095,291,7,4,2019-08-25 03:08:48
44413,233,8,46,2024-08-13 06:56:37
38593,163,2,38,2020-02-10 15:04:31
44517,184,1,39,2021-10-06 01:41:01
2420,262,3,14,2019-09-14 09:00:52
43955,37,9,32,2019-11-28 05:10:01
40968,248,8,0,2022-03-29 10:23:50
47491,190,6,22,2019-05-31 03:32:28
34211,104,1,4,2023-10-07 15:39:51
36713,266,1,33,2023-04-17 02:47:06
33111,256,8,10,2020-01-30 16:43:55
22690,200,4,12,2019-12-08 06:19:54
35205,19,2,26,2019-05-12 05:38:26
14395,3,6,19,2020-12-23 09:40:59
35055,54,3,46,2018-07-28 08:04:25
43368,169,3,10,2020-04-26 04:10:59
11418,243,9,46,2021-01-02 00:32:47
36823,258,9,11,2021-09-21 18:53:32
1038,117,5,1,2020-02-27 23:54:17
27752,159,9,17,2021-09-29 06:19:27
19683,73,1,18,2018-05-12 05:48:16
17571,27,9,35,2019-07-16 04:43:49
45946,46,7,24,2021-08-06 11:43:42
31759,282,6,25,2018-08-07 19:56:37
12085,193,4,7,2024-09-06 03:33:54
30413,86,9,19,2023-12-13 20:00:39
12022,80,2,48,2022-08-30 04:49:19
1145,187,4,46,2021-05-27 08:45:14
6490,77,6,3,2023-08-13 14:35:53
35099,268,6,10,2023-07-17 07:38:21
31973,189,8,8,2018-12-22 14:56:04
43467,79,3,15,2018-01-31 11:21:46
17301,132,2,3,2018-05-22 10:46:11
18767,101,7,17,2023-11-27 18:01:41
45114,266,5,8,2022-04-01 01:03:26
12822,131,4,14,2019-11-27 02:01:56
36660,134,2,39,2019-01-02 19:55:31
5713,110,8,35,2024-11-14 19:48:09
24383,259,5,20,2018-10-12 17:55:52
45256,240,2,8,2022-08-25 08:27:36
24301,132,1,5,2023-02-06 11:21:51
17243,89,1,45,2020-11-09 14:18:54
20226,210,5,45,2023-10-02 07:55:11
6833,232,4,1,2022-01-09 02:14:18
2909,63,4,43,2024-02-29 08:13:13
5585,70,2,39,2021-07-22 00:04:14
49060,53,5,5,2020-08-22 12:23:16
24974,290,5,0,2022-01-24 21:30:21
20855,199,4,20,2023-11-20 04:53:02
24453,108,8,4,2019-08-22 14:33:40
43991,277,8,24,2022-09-14 18:24:25
6250,105,5,6,2020-02-09 15:42:46
8542,16,7,4,2023-11-27 22:34:01
48887,11,5,30,2018-09-30 09:01:55
48664,80,5,28,2023-08-13 06:15:53
32075,280,8,8,2019-06-26 01:46:14
12332,241,1,48,2018-03-08 14:18:24
33424,251,3,2,2020-12-29 06:43:16
28264,187,4,16,2023-10-10 22:32:40
8950,81,7,23,2019-07-29 14:37:33
23090,184,4,38,2019-04-18 21:17:04
14433,41,3,31,2023-01-10 01:39:17
32328,178,4,21,2022-04-28 16:04:20
12630,297,9,12,2020-02-09 22:58:20
39311,73,4,44,2024-04-28 04:03:46
6775,97,1,6,2020-08-24 06:19:56
35176,232,9,25,2022-12-31 19:48:03
29153,73,1,3,2018-09-16 23:57:14
16396,132,5,8,2023-12-25 11:40:43
13118,114,8,45,2022-09-18 08:37:04
17735,24,7,17,2018-10-21 00:43:29
33299,54,5,28,2020-03-21 22:22:01
35896,37,3,13,2021-04-22 01:25:59
33993,93,9,31,2019-05-30 11:43:05
48770,270,3,0,2022-04-20 19:19:46
22971,212,3,33,2019-10-29 22:26:25
19966,295,5,25,2020-05-07 19:10:20
35891,91,2,39,2022-03-13 11:00:46
245,27,8,11,2020-04-07 02:18:57
17296,73,2,2,2021-05-24 23:07:13
8064,33,3,37,2018-06-27 15:54:17
6379,24,6,11,2018-05-04 10:17:25
41522,173,7,31,2023-12-21 10:03:43
40868,275,9,24,2024-09-20 06:00:46
12998,210,5,32,2019-12-09 10:55:48
17383,187,9,4,2020-07-16 19:19:07
215,39,8,18,2020-06-11 01:28:54
17641,16,3,2,2019-09-01 15:32:35
40742,99,6,13,2023-12-20 09:53:58
2435,296,6,13,2019-01-16 21:08:02
31369,64,3,8,2018-05-20 18:23:39
46576,295,4,32,2024-07-21 20:15:48
29982,1,2,38,2022-05-05 12:32:17
9269,18,4,6,2021-08-08 12:24:34
5866,5,5,2,2022-01-22 04:57:32
10814,174,6,45,2020-09-09 21:38:34
23208,197,7,10,2018-08-30 19:10:41
32664,282,1,29,2024-04-07 07:58:40
13200,40,2,9,2020-11-19 19:04:08
42475,72,5,20,2022-04-19 12:43:17
30143,166,7,31,2024-11-05 10:36:22
35658,7,3,13,2019-01-13 11:20:39
10374,19,9,41,2021-02-02 09:33:24
14969,188,3,41,2019-09-27 15:38:32
883,16,6,19,2020-01-10 18:12:28
20231,294,4,20,2018-02-03 16:45:46
6851,287,2,18,2020-01-04 10:00:39
6427,234,5,0,2018-12-29 12:18:38
24509,241,1,13,2019-10-02 19:24:51
29494,298,9,32,2020-09-28 14:34:47
38147,276,5,6,2018-07-06 22:28:41
32957,279,6,21,2018-07-07 05:26:37
19456,67,9,11,2019-07-27 06:20:30
22019,142,8,11,2022-09-16 08:04:28
16004,148,9,28,2024-01-09 03:38:33
5887,265,9,6,2023-01-03 23:09:51
7266,201,5,45,2018-06-14 09:30:25
29869,225,7,32,2019-07-15 12:50:01
8026,213,6,36,2023-02-05 09:46:18
29171,6,7,42,2021-03-06 10:38:19
3143,205,1,38,2020-02-21 17:34:41
27754,126,6,11,2024-03-16 23:43:09
10366,95,4,36,2019-11-17 10:37:38
37640,120,8,29,2023-08-23 20:43:25
1869,216,5,47,2018-03-09 00:42:13
46208,184,5,19,2022-03-24 22:01:09
17202,283,3,9,2024-04-10 15:51:14
4030,93,8,49,2021-11-05 09:49:42
5779,292,1,15,2020-08-18 03:40:17
34503,288,7,36,2021-06-18 11:41:49
17378,248,1,9,2018-08-14 17:26:01
32322,243,8,18,2022-03-14 02:19:48
47813,277,7,12,2018-08-18 14:57:21
11697,204,6,15,2019-02-03 09:30:37
21206,134,9,22,2022-04-17 09:53:58
23211,287,5,8,2024-12-02 00:49:46
28803,47,7,30,2019-09-04 22:06:43
10557,11,6,3,2020-12-30 20:25:12
22854,4,8,35,2020-12-15 03:40:06
11262,43,4,4,2018-01-31 16:47:00
46434,218,8,9,2022-03-17 05:38:57
44381,215,1,0,2022-10-06 21:40:07
42584,76,5,7,2019-06-05 07:19:53
11373,149,3,2,2024-10-24 22:38:51
49174,68,4,44,2020-01-04 08:50:37
36378,221,8,42,2022-03-28 02:21:10
350,20,6,25,2019-12-15 12:25:38
22418,167,8,9,2021-11-23 23:02:07
2972,102,1,15,2022-09-24 08:20:46
47328,9,5,9,2018-08-28 15:58:45
6443,178,1,26,2021-09-20 21:20:23
39659,6,8,28,2022-02-08 14:17:00
20949,71,5,32,2023-12-25 14:24:54
20000,137,6,8,2019-06-14 00:55:48
43101,16,3,27,2021-01-22 14:51:30
11977,15,8,32,2020-01-22 10:45:14
36712,226,1,23,2019-09-03 19:03:16
58,217,1,7,2024-11-22 10:13:41
1264,82,9,30,2022-11-30 04:45:31
21191,66,9,24,2024-08-24 20:35:01
36175,129,7,39,2021-12-24 07:07:06
15781,181,5,12,2019-05-08 12:51:43
32483,85,8,24,2021-08-31 17:28:16
9274,155,7,48,2018-10-21 18:31:52
19260,182,1,19,2022-10-22 18:02:31
46139,4,9,2,2019-11-16 20:59:29
27686,118,8,4,2018-08-09 16:51:18
35096,276,4,44,2024-01-19 00:58:31
30987,135,3,40,2018-11-23 01:27:58
45930,147,7,4,2018-09-26 13:15:45
21660,228,6,21,2022-03-14 14:36:04
34021,237,9,30,2023-07-26 08:35:14
25615,265,8,48,2018-09-12 03:04:50
44957,78,6,0,2024-07-18 12:26:09
861,103,7,7,2020-12-20 10:35:48
30443,167,9,35,2022-02-09 09:43:27
12954,274,5,48,2022-04-14 20:37:26
29177,177,1,19,2022-09-07 13:02:06
10349,291,6,37,2018-05-26 05:33:17
26908,60,2,2,2020-09-03 23:52:40
44325,32,5,1,2023-02-07 20:35:16
11222,2,3,42,2022-08-08 10:17:18
25709,39,3,15,2018-06-13 18:40:38
4612,227,9,2,2020-03-28 12:11:29
30585,80,8,29,2021-08-15 04:04:46
6714,61,5,25,2021-06-06 10:15:53
30324,70,1,22,2019-04-20 11:08:59
29816,222,8,41,2021-01-07 17:16:04
26005,88,7,21,2018-12-31 07:03:46
34052,174,2,39,2022-05-30 22:53:58
25035,140,6,34,2022-09-28 03:38:42
2442,183,3,48,2024-11-13 09:23:58
1903,262,2,20,2021-07-14 22:56:07
40766,144,6,40,2018-05-23 16:56:15
42192,281,9,43,2022-12-11 05:54:21
8528,79,4,18,2022-10-25 03:22:40
36495,283,7,3,2024-03-19 13:07:59
22666,27,8,38,2020-03-31 23:59:11
10986,6,7,5,2023-02-01 18:29:02
1668,117,8,35,2018-03-21 13:38:44
49100,47,3,28,2021-02-20 19:39:00
24680,141,6,2,2018-01-08 07:49:37
46858,215,9,3,2021-05-21 05:16:59
42432,254,8,1,2019-07-14 11:41:52
3658,217,4,36,2018-02-05 08:30:49
25797,36,6,34,2019-08-10 05:15:46
45318,135,8,28,2021-07-30 16:43:48
2784,113,9,24,2023-06-14 13:09:00
23692,283,1,6,2020-01-12 23:19:24
34334,19,7,31,2018-09-13 09:05:42
45325,10,4,20,2024-10-22 22:47:35
48033,84,7,2,2019-06-12 06:57:58
28446,104,7,22,2022-02-23 14:18:30
43202,160,7,25,2018-06-21 07:50:20
20617,117,2,34,2022-03-27 02:22:21
29787,56,7,40,2020-01-12 17:38:33
43165,69,8,24,2023-02-06 04:13:08
