user_id,subscription_plan,tenure_months,monthly_price,churn
4478,Enterprise,8,999,No
24821,Pro,47,499,No
5283,Basic,5,999,Yes
21422,Enterprise,36,2499,No
1418,Enterprise,18,499,No
29678,Pro,36,2499,No
35777,Enterprise,13,2499,No
3001,Pro,3,2499,Yes
48046,Enterprise,35,999,No
19702,Basic,30,499,No
5560,Pro,45,499,No
22052,Pro,6,2499,No
29976,Pro,34,2499,No
31597,Enterprise,9,499,No
27625,Basic,13,2499,No
7429,Pro,13,2499,No
2114,Basic,37,499,No
38889,Enterprise,6,499,No
24426,Pro,14,999,No
49501,Enterprise,27,999,No
45381,Pro,30,2499,No
10240,Basic,27,999,No
26681,Basic,26,2499,No
12666,Enterprise,27,2499,No
19157,Pro,9,999,No
34649,Pro,35,499,No
4530,Basic,22,2499,No
27686,Enterprise,26,999,No
35349,Enterprise,46,499,No
29529,Enterprise,22,2499,No
28692,Pro,5,999,Yes
25776,Enterprise,42,2499,No
429,Basic,1,2499,Yes
22369,Enterprise,20,999,No
33955,Pro,14,499,No
33510,Pro,35,999,No
21413,Pro,44,499,No
22795,Pro,45,2499,No
43089,Basic,4,2499,Yes
31719,Basic,45,999,No
22361,Enterprise,7,999,No
40790,Basic,1,999,Yes
22033,Basic,23,999,No
21922,Pro,33,2499,No
22774,Basic,24,999,No
49528,Enterprise,41,2499,No
15234,Pro,24,999,No
769,Basic,41,2499,No
20389,Enterprise,3,499,Yes
49424,Enterprise,7,999,No
4989,Enterprise,10,999,No
47465,Basic,37,2499,No
8349,Enterprise,39,2499,No
9646,Basic,28,999,No
58,Basic,34,999,No
47948,Pro,40,999,No
20303,Basic,40,999,No
3379,Enterprise,33,999,No
5952,Basic,30,499,No
48891,Enterprise,7,999,No
14554,Pro,26,999,No
8469,Basic,18,499,No
32137,Enterprise,24,999,No
1362,Enterprise,46,499,No
31578,Enterprise,2,499,Yes
24244,Basic,39,499,No
24676,Pro,31,999,No
22581,Basic,30,499,No
17073,Basic,3,999,Yes
27873,Enterprise,45,999,No
20972,Basic,2,499,Yes
41,Basic,6,999,No
39976,Basic,9,2499,No
44033,Basic,47,2499,No
41410,Enterprise,14,999,No
857,Basic,10,999,No
23111,Pro,1,999,Yes
38278,Pro,28,999,No
15171,Pro,29,499,No
46706,Basic,35,499,No
7561,Basic,1,999,Yes
16371,Basic,40,2499,No
49330,Pro,32,999,No
42971,Pro,8,499,No
38214,Pro,47,999,No
18162,Pro,14,2499,No
37483,Basic,19,2499,No
4359,Pro,3,499,Yes
38119,Basic,17,2499,No
29511,Basic,3,499,Yes
22159,Enterprise,29,499,No
39147,Pro,11,999,No
16215,Basic,20,999,No
29754,Basic,5,999,Yes
49189,Pro,36,499,No
41495,Basic,6,999,No
42187,Enterprise,39,499,No
37423,Pro,22,999,No
20175,Enterprise,42,499,No
25994,Pro,31,999,No
10236,Pro,17,2499,No
40636,Basic,19,2499,No
44759,Pro,47,2499,No
47496,Basic,27,499,No
3596,Pro,23,2499,No
47117,Basic,16,499,No
19352,Basic,22,999,No
29754,Pro,22,2499,No
21325,Pro,33,499,No
38621,Basic,17,499,No
7172,Pro,17,2499,No
2928,Enterprise,20,499,No
16807,Enterprise,30,2499,No
44942,Pro,27,499,No
35284,Pro,41,999,No
40664,Basic,32,2499,No
9253,Pro,38,999,No
7596,Basic,32,2499,No
43192,Basic,43,2499,No
14885,Pro,34,499,No
35218,Pro,3,999,Yes
25992,Pro,26,2499,No
42790,Basic,5,999,Yes
38351,Pro,37,499,No
15004,Enterprise,16,999,No
42932,Enterprise,10,499,No
8681,Pro,29,2499,No
33211,Enterprise,3,999,Yes
49920,Enterprise,38,499,No
26829,Basic,18,2499,No
39450,Enterprise,19,499,No
24555,Basic,13,999,No
42913,Enterprise,37,2499,No
12887,Basic,4,999,Yes
43234,Pro,8,2499,No
11328,Basic,29,499,No
19509,Basic,17,999,No
33820,Pro,6,999,No
17198,Basic,12,2499,No
4080,Enterprise,17,999,No
32957,Basic,11,999,No
7618,Enterprise,12,499,No
31270,Enterprise,36,2499,No
8686,Basic,2,999,Yes
1122,Pro,40,999,No
33001,Enterprise,41,499,No
21415,Basic,15,999,No
44807,Pro,17,2499,No
39492,Pro,3,2499,Yes
49245,Pro,7,999,No
33807,Enterprise,4,999,Yes
32903,Basic,40,499,No
40748,Enterprise,42,999,No
47812,Basic,2,2499,Yes
7822,Basic,2,2499,Yes
12443,Enterprise,46,2499,No
25087,Pro,4,499,Yes
5904,Pro,18,2499,No
1055,Enterprise,37,2499,No
11558,Pro,15,2499,No
29234,Pro,33,2499,No
5920,Basic,8,999,No
24414,Pro,17,499,No
12522,Enterprise,12,499,No
27463,Basic,42,2499,No
18596,Basic,29,2499,No
15153,Basic,1,999,Yes
23580,Basic,24,2499,No
6118,Basic,2,499,Yes
38378,Enterprise,26,2499,No
40685,Basic,1,2499,Yes
29933,Pro,40,999,No
5773,Basic,13,499,No
3013,Enterprise,21,2499,No
21529,Basic,24,2499,No
45398,Pro,19,2499,No
49414,Basic,24,999,No
6673,Pro,3,999,Yes
13968,Enterprise,11,2499,No
23298,Pro,33,999,No
34572,Basic,2,999,Yes
20497,Basic,1,2499,Yes
21424,Basic,46,999,No
10732,Basic,32,999,No
32507,Basic,6,2499,No
32148,Basic,5,999,Yes
45344,Pro,5,999,Yes
48295,Pro,9,2499,No
42212,Pro,34,999,No
7072,Enterprise,4,2499,Yes
16666,Enterprise,12,2499,No
21724,Basic,2,999,Yes
27010,Pro,37,2499,No
2997,Basic,14,499,No
19885,Pro,10,2499,No
26307,Enterprise,24,499,No
23762,Basic,46,499,No
12907,Enterprise,35,499,No
8138,Enterprise,4,999,Yes
4222,Basic,27,499,No
5014,Basic,5,2499,Yes
17546,Pro,41,2499,No
6833,Basic,18,999,No
10280,Enterprise,31,499,No
12137,Basic,13,999,No
32583,Pro,46,499,No
41623,Basic,12,499,No
14698,Enterprise,46,499,No
45262,Basic,40,499,No
34529,Pro,42,2499,No
20978,Pro,13,999,No
37058,Pro,43,2499,No
17052,Pro,3,2499,Yes
3718,Enterprise,39,2499,No
25505,Pro,25,2499,No
18749,Pro,15,999,No
12546,Basic,47,2499,No
31028,Pro,11,499,No
1588,Pro,18,499,No
44458,Pro,46,999,No
35610,Pro,44,2499,No
33387,Basic,23,499,No
22278,Pro,9,2499,No
28658,Enterprise,22,2499,No
12789,Basic,13,2499,No
41533,Enterprise,30,499,No
44140,Pro,17,2499,No
29501,Pro,32,499,No
45868,Pro,30,499,No
14456,Pro,36,499,No
47119,Pro,10,2499,No
27911,Enterprise,42,2499,No
39607,Enterprise,13,2499,No
153,Pro,46,2499,No
34593,Enterprise,30,2499,No
45387,Pro,35,999,No
18768,Basic,40,2499,No
4779,Enterprise,22,999,No
7214,Basic,28,2499,No
35923,Enterprise,39,499,No
9343,Pro,45,999,No
44779,Basic,44,499,No
41416,Pro,37,999,No
45880,Pro,43,499,No
13644,Enterprise,28,499,No
27050,Basic,41,2499,No
29205,Enterprise,42,999,No
7210,Pro,20,499,No
26786,Enterprise,38,999,No
40642,Basic,17,999,No
11379,Basic,40,999,No
27705,Enterprise,47,2499,No
34021,Pro,10,499,No
43308,Pro,22,2499,No
41182,Pro,5,999,Yes
17667,Enterprise,36,2499,No
44645,Enterprise,41,499,No
16494,Pro,16,499,No
25747,Pro,9,499,No
29518,Basic,35,999,No
339,Enterprise,18,499,No
46946,Enterprise,8,499,No
1183,Pro,19,2499,No
28091,Basic,21,2499,No
27173,Basic,34,999,No
26826,Basic,6,499,No
36311,Pro,26,999,No
16638,Enterprise,30,499,No
611,Enterprise,7,499,No
30711,Enterprise,43,999,No
17808,Enterprise,38,499,No
25746,Pro,16,499,No
42153,Pro,19,999,No
13401,Enterprise,16,2499,No
49098,Pro,40,499,No
32661,Basic,27,2499,No
13204,Basic,40,2499,No
20520,Enterprise,35,999,No
10506,Enterprise,38,999,No
42235,Enterprise,17,499,No
4364,Basic,23,499,No
15247,Pro,9,2499,No
42621,Enterprise,38,2499,No
16428,Enterprise,7,999,No
32743,Pro,15,499,No
12638,Pro,45,2499,No
20201,Basic,14,2499,No
49040,Basic,15,999,No
12819,Pro,15,499,No
23536,Pro,30,2499,No
46745,Enterprise,30,2499,No
40285,Enterprise,37,499,No
35006,Basic,24,999,No
42961,Enterprise,26,499,No
33223,Basic,34,499,No
16888,Basic,41,2499,No
43370,Basic,18,499,No
28965,Basic,30,2499,No
30888,Pro,30,999,No
15308,Basic,3,999,Yes
35358,Enterprise,11,999,No
46223,Basic,13,2499,No
39869,Enterprise,39,999,No
1408,Pro,34,999,No
27470,Pro,27,2499,No
40519,Pro,39,999,No
19197,Enterprise,43,2499,No
32762,Pro,23,499,No
36438,Basic,39,999,No
21788,Enterprise,2,499,Yes
46460,Enterprise,32,499,No
35558,Enterprise,1,499,Yes
28554,Enterprise,38,999,No
48766,Pro,47,499,No
8974,Basic,45,2499,No
11211,Pro,45,999,No
25274,Pro,6,2499,No
34189,Pro,26,999,No
27976,Enterprise,14,499,No
25545,Pro,7,2499,No
8297,Basic,40,499,No
14352,Basic,18,2499,No
14249,Enterprise,23,499,No
29035,Enterprise,29,999,No
20370,Enterprise,22,999,No
45001,Enterprise,40,2499,No
43266,Enterprise,43,2499,No
3037,Pro,31,999,No
6836,Basic,7,999,No
9006,Basic,5,999,Yes
35733,Enterprise,19,499,No
1007,Basic,21,2499,No
42486,Basic,35,999,No
12368,Enterprise,5,499,Yes
337,Pro,10,2499,No
7694,Basic,21,2499,No
12642,Basic,23,2499,No
40607,Enterprise,29,499,No
17738,Basic,39,999,No
28334,Enterprise,35,2499,No
22890,Enterprise,44,499,No
25467,Pro,2,499,Yes
18167,Pro,39,499,No
42799,Enterprise,46,999,No
2434,Basic,45,999,No
44983,Enterprise,46,499,No
33838,Enterprise,6,999,No
16342,Pro,22,499,No
3823,Enterprise,7,499,No
41160,Basic,18,999,No
17787,Basic,15,499,No
15479,Enterprise,46,2499,No
15029,Basic,20,2499,No
37408,Pro,36,2499,No
30158,Basic,42,999,No
49522,Pro,20,999,No
26355,Pro,17,999,No
48441,Enterprise,47,2499,No
16939,Pro,40,499,No
35642,Enterprise,19,999,No
26808,Enterprise,21,999,No
49630,Enterprise,28,2499,No
435,Basic,45,2499,No
29725,Pro,3,499,Yes
18814,Enterprise,12,999,No
20066,Enterprise,37,999,No
35453,Pro,45,2499,No
12790,Pro,5,499,Yes
44596,Basic,10,2499,No
35681,Enterprise,4,999,Yes
10907,Pro,27,499,No
37063,Enterprise,37,499,No
35283,Basic,40,499,No
29159,Basic,2,999,Yes
37118,Basic,26,2499,No
9390,Basic,20,499,No
26498,Basic,42,499,No
37451,Basic,34,2499,No
22897,Pro,31,499,No
12883,Enterprise,10,2499,No
12904,Pro,27,2499,No
22249,Basic,41,2499,No
31146,Basic,17,499,No
32914,Pro,44,999,No
5475,Basic,23,2499,No
5869,Pro,5,999,Yes
46821,Enterprise,46,499,No
2174,Basic,34,999,No
7941,Basic,35,2499,No
18521,Enterprise,46,999,No
2075,Enterprise,41,2499,No
36708,Enterprise,15,999,No
41947,Basic,22,499,No
24378,Enterprise,13,499,No
13713,Pro,23,2499,No
45825,Pro,35,499,No
688,Enterprise,3,2499,Yes
1885,Basic,12,999,No
40282,Pro,38,999,No
32815,Pro,4,999,Yes
36876,Pro,13,499,No
2392,Pro,16,2499,No
35427,Pro,44,499,No
23940,Basic,21,999,No
40505,Pro,13,499,No
13180,Pro,35,999,No
14721,Basic,32,2499,No
42346,Enterprise,26,999,No
31416,Basic,4,999,Yes
18162,Pro,7,999,No
3403,Enterprise,6,999,No
12170,Pro,33,499,No
31113,Basic,30,2499,No
18211,Basic,17,2499,No
22204,Pro,38,499,No
39404,Basic,37,999,No
38961,Basic,42,999,No
49503,Pro,3,499,Yes
38707,Enterprise,30,2499,No
48136,Pro,37,499,No
1073,Enterprise,33,499,No
3464,Basic,15,499,No
17762,Basic,11,499,No
41240,Enterprise,5,2499,Yes
21060,Pro,43,2499,No
19994,Pro,26,999,No
48928,Basic,46,499,No
35412,Basic,28,999,No
39011,Pro,19,999,No
47504,Enterprise,23,499,No
13713,Enterprise,12,2499,No
34313,Enterprise,29,499,No
31099,Basic,24,499,No
4225,Pro,23,999,No
3190,Pro,41,999,No
17836,Basic,15,999,No
38877,Basic,17,499,No
46193,Enterprise,41,499,No
16242,Basic,14,2499,No
6824,Pro,6,499,No
24220,Enterprise,13,999,No
9962,Basic,4,999,Yes
2754,Basic,27,999,No
5552,Enterprise,12,499,No
22629,Pro,19,999,No
3452,Enterprise,23,999,No
44698,Basic,2,2499,Yes
45223,Enterprise,19,2499,No
13775,Enterprise,24,999,No
39858,Pro,5,999,Yes
25474,Enterprise,2,2499,Yes
46215,Enterprise,26,999,No
39415,Enterprise,19,999,No
42504,Pro,6,999,No
38853,Enterprise,26,2499,No
21708,Pro,13,499,No
22653,Pro,37,999,No
15127,Basic,13,999,No
27510,Enterprise,13,999,No
42421,Pro,17,2499,No
43699,Enterprise,25,999,No
28333,Enterprise,43,999,No
5231,Pro,17,499,No
35381,Enterprise,22,499,No
42330,Enterprise,45,999,No
17090,Pro,10,499,No
10063,Basic,44,2499,No
29254,Basic,21,2499,No
28296,Pro,41,999,No
5217,Pro,3,499,Yes
44354,Pro,29,499,No
4119,Enterprise,37,499,No
5650,Basic,12,2499,No
16600,Basic,15,499,No
32567,Enterprise,12,2499,No
2631,Basic,38,2499,No
38713,Enterprise,27,2499,No
48900,Basic,24,499,No
18461,Pro,7,999,No
22650,Basic,4,499,Yes
42485,Pro,33,499,No
45580,Enterprise,25,2499,No
48321,Pro,39,999,No
4462,Enterprise,23,2499,No
29901,Basic,14,499,No
19538,Pro,21,999,No
23639,Enterprise,33,499,No
37049,Enterprise,26,499,No
20209,Pro,25,999,No
33509,Basic,30,2499,No
334,Basic,13,499,No
17846,Basic,10,2499,No
39512,Basic,45,499,No
5760,Basic,38,999,No
15356,Pro,33,499,No
21756,Enterprise,7,2499,No
15112,Pro,44,999,No
40564,Basic,26,999,No
7757,Basic,34,499,No
43982,Enterprise,13,999,No
25124,Basic,16,499,No
29877,Enterprise,6,499,No
22673,Pro,45,999,No
39645,Basic,36,999,No
7555,Pro,17,499,No
15111,Basic,23,2499,No
34041,Basic,37,499,No
23399,Enterprise,28,499,No
38434,Enterprise,28,999,No
20249,Basic,31,499,No
42403,Basic,34,999,No
23528,Pro,41,499,No
34999,Enterprise,5,2499,Yes
34372,Pro,43,999,No
679,Enterprise,39,999,No
22772,Enterprise,12,2499,No
31713,Basic,6,999,No
32716,Basic,1,999,Yes
5186,Enterprise,24,499,No
4398,Enterprise,1,999,Yes
22110,Pro,34,999,No
12227,Pro,11,999,No
9249,Enterprise,13,499,No
39390,Pro,32,499,No
20115,Enterprise,4,999,Yes
13948,Pro,12,499,No
7628,Pro,11,499,No
11753,Pro,16,999,No
44499,Enterprise,10,2499,No
25800,Basic,36,499,No
37980,Enterprise,32,2499,No
4116,Enterprise,15,2499,No
20552,Pro,24,2499,No
39368,Enterprise,24,499,No
27403,Pro,43,999,No
42611,Pro,29,499,No
35088,Basic,30,2499,No
28875,Pro,40,2499,No
36360,Basic,2,499,Yes
7488,Enterprise,12,499,No
18107,Enterprise,20,999,No
39988,Pro,11,2499,No
24690,Basic,44,499,No
40886,Enterprise,10,999,No
16577,Basic,35,999,No
28693,Pro,20,999,No
3253,Basic,38,999,No
18386,Enterprise,42,2499,No
42327,Pro,2,499,Yes
45678,Pro,32,499,No
15364,Basic,16,999,No
190,Basic,41,2499,No
44633,Pro,27,2499,No
30719,Pro,6,999,No
43490,Pro,31,499,No
31806,Pro,26,999,No
48562,Pro,19,999,No
34854,Basic,31,499,No
13586,Pro,36,999,No
5948,Basic,33,999,No
11280,Enterprise,6,2499,No
44962,Enterprise,20,499,No
13975,Basic,1,999,Yes
39835,Enterprise,43,2499,No
32898,Enterprise,12,499,No
32696,Enterprise,29,2499,No
6775,Basic,6,999,No
27874,Pro,28,499,No
8964,Basic,45,999,No
37321,Enterprise,38,999,No
8930,Enterprise,33,2499,No
47629,Pro,25,999,No
24818,Enterprise,39,499,No
30881,Basic,43,999,No
21496,Enterprise,38,999,No
22755,Basic,34,999,No
39008,Enterprise,15,2499,No
47056,Enterprise,29,499,No
13838,Enterprise,28,2499,No
31653,Enterprise,33,2499,No
33960,Enterprise,37,2499,No
22304,Pro,41,2499,No
28665,Pro,43,2499,No
5406,Pro,21,499,No
22497,Enterprise,27,499,No
18933,Basic,20,499,No
9730,Pro,14,499,No
18308,Enterprise,21,2499,No
27234,Basic,32,2499,No
47539,Enterprise,1,999,Yes
17808,Pro,13,2499,No
29886,Pro,37,999,No
39697,Basic,14,999,No
49122,Enterprise,4,999,Yes
6643,Enterprise,24,999,No
6560,Enterprise,39,999,No
21226,Pro,43,999,No
2368,Basic,7,2499,No
9440,Enterprise,21,999,No
37241,Enterprise,36,2499,No
788,Basic,25,2499,No
140,Pro,25,499,No
1239,Pro,44,999,No
39524,Pro,34,2499,No
45403,Basic,1,499,Yes
33822,Enterprise,38,999,No
20455,Basic,32,999,No
7064,Enterprise,11,999,No
32255,Pro,41,499,No
43680,Enterprise,43,499,No
11609,Enterprise,9,499,No
7118,Enterprise,28,499,No
18855,Basic,24,999,No
5691,Basic,19,2499,No
33790,Pro,6,2499,No
33399,Basic,32,2499,No
9117,Basic,37,2499,No
44000,Enterprise,3,2499,Yes
19550,Pro,26,499,No
8977,Basic,39,499,No
11884,Basic,28,999,No
15151,Basic,38,2499,No
39876,Enterprise,18,999,No
49300,Pro,31,499,No
916,Enterprise,17,499,No
10715,Basic,10,2499,No
18319,Pro,23,999,No
26895,Pro,42,999,No
5984,Basic,30,499,No
1943,Basic,15,2499,No
46181,Pro,8,499,No
19228,Pro,47,999,No
8355,Basic,47,2499,No
35143,Enterprise,2,2499,Yes
34882,Enterprise,39,999,No
34596,Basic,16,999,No
22931,Enterprise,45,2499,No
28686,Basic,37,499,No
16948,Pro,44,499,No
16665,Basic,40,999,No
31404,Enterprise,45,2499,No
48397,Enterprise,40,2499,No
14447,Basic,29,2499,No
41388,Basic,17,499,No
16923,Basic,11,499,No
48949,Enterprise,47,999,No
49219,Enterprise,37,499,No
32557,Basic,2,2499,Yes
4960,Basic,24,499,No
13278,Basic,3,999,Yes
21013,Pro,20,999,No
26346,Enterprise,43,999,No
2792,Basic,33,2499,No
44328,Enterprise,18,2499,No
24406,Enterprise,46,499,No
39231,Pro,40,999,No
43635,Pro,20,999,No
18321,Basic,21,499,No
20536,Enterprise,26,499,No
38170,Pro,39,999,No
25653,Basic,34,999,No
6963,Pro,3,999,Yes
21900,Pro,10,499,No
1439,Enterprise,13,999,No
31376,Enterprise,20,999,No
19238,Basic,32,999,No
15942,Basic,27,499,No
19485,Basic,10,2499,No
29357,Pro,42,499,No
11144,Basic,39,499,No
17396,Enterprise,13,999,No
33404,Pro,47,499,No
6049,Basic,35,499,No
756,Pro,8,2499,No
30841,Enterprise,6,2499,No
6799,Basic,30,999,No
9703,Basic,12,2499,No
4830,Enterprise,40,499,No
2391,Enterprise,13,499,No
2469,Pro,11,499,No
11464,Enterprise,43,499,No
7901,Basic,14,2499,No
32459,Pro,44,999,No
31551,Enterprise,17,999,No
308,Basic,33,999,No
2670,Basic,38,999,No
9471,Basic,37,2499,No
10380,Pro,19,999,No
1368,Basic,37,499,No
34341,Basic,35,999,No
1945,Enterprise,2,2499,Yes
25911,Enterprise,23,2499,No
40141,Basic,7,2499,No
25898,Basic,30,999,No
25851,Enterprise,23,2499,No
10720,Basic,2,499,Yes
12656,Enterprise,43,999,No
32341,Enterprise,27,2499,No
13759,Pro,10,499,No
36395,Basic,25,499,No
2512,Enterprise,38,999,No
4093,Basic,4,2499,Yes
48063,Pro,5,2499,Yes
43486,Basic,5,499,Yes
26992,Pro,2,999,Yes
49582,Basic,37,999,No
26597,Basic,1,499,Yes
1016,Basic,3,999,Yes
43202,Pro,18,499,No
31682,Pro,15,2499,No
36427,Pro,28,999,No
48152,Basic,32,499,No
36349,Enterprise,4,2499,Yes
28151,Pro,18,999,No
21071,Pro,43,499,No
272,Enterprise,6,999,No
23931,Pro,35,2499,No
5765,Pro,25,999,No
9052,Enterprise,30,2499,No
14490,Enterprise,10,2499,No
24127,Enterprise,43,499,No
2434,Enterprise,1,999,Yes
27755,Basic,35,499,No
39106,Pro,29,2499,No
13215,Pro,39,2499,No
19267,Pro,21,499,No
29224,Enterprise,10,499,No
15059,Basic,15,2499,No
48915,Enterprise,39,2499,No
39690,Basic,33,2499,No
23454,Enterprise,29,2499,No
48331,Basic,23,2499,No
28480,Pro,3,999,Yes
48969,Enterprise,1,499,Yes
3703,Enterprise,33,2499,No
27772,Pro,20,499,No
28295,Basic,24,2499,No
8680,Basic,1,2499,Yes
10580,Enterprise,1,2499,Yes
27728,Basic,39,2499,No
13759,Basic,4,499,Yes
41756,Enterprise,22,2499,No
26553,Basic,45,999,No
26196,Pro,40,499,No
6745,Enterprise,16,2499,No
23116,Basic,42,999,No
20658,Enterprise,45,999,No
10073,Pro,36,499,No
6124,Enterprise,16,499,No
24753,Basic,16,499,No
42868,Pro,4,499,Yes
7661,Pro,32,499,No
6819,Pro,46,499,No
11875,Basic,9,999,No
24348,Pro,40,999,No
41409,Pro,14,499,No
5932,Pro,31,499,No
18174,Enterprise,18,2499,No
40631,Pro,6,2499,No
25773,Enterprise,28,2499,No
26769,Enterprise,19,999,No
39868,Basic,7,499,No
37998,Pro,14,2499,No
18352,Basic,12,2499,No
3685,Pro,36,499,No
18562,Pro,11,999,No
13004,Enterprise,37,2499,No
9247,Basic,1,499,Yes
33193,Basic,21,499,No
26600,Basic,25,999,No
36534,Basic,19,2499,No
22184,Basic,3,499,Yes
35384,Enterprise,5,2499,Yes
42882,Enterprise,22,999,No
41696,Pro,29,2499,No
23268,Enterprise,33,2499,No
41756,Basic,1,999,Yes
31026,Basic,47,2499,No
27636,Basic,23,999,No
16914,Pro,36,999,No
13004,Enterprise,38,2499,No
26165,Pro,29,2499,No
41739,Pro,32,499,No
21186,Basic,17,999,No
47812,Enterprise,33,999,No
47091,Pro,2,999,Yes
3192,Basic,17,2499,No
27695,Enterprise,21,999,No
3124,Enterprise,23,2499,No
17921,Basic,17,2499,No
6369,Basic,41,2499,No
44761,Basic,35,499,No
23630,Pro,6,499,No
2150,Basic,18,499,No
88,Pro,17,499,No
41660,Enterprise,24,999,No
28132,Enterprise,45,999,No
43134,Pro,21,2499,No
6997,Enterprise,24,499,No
9027,Pro,42,2499,No
37634,Pro,25,999,No
7634,Enterprise,15,499,No
14151,Basic,20,999,No
44748,Enterprise,27,2499,No
38209,Pro,19,999,No
32488,Enterprise,37,2499,No
6892,Enterprise,13,2499,No
12819,Enterprise,35,999,No
29760,Enterprise,34,2499,No
3324,Pro,42,2499,No
30923,Enterprise,12,499,No
25201,Pro,38,2499,No
21605,Pro,24,499,No
23307,Basic,32,999,No
29682,Pro,44,999,No
29535,Pro,24,2499,No
39067,Pro,29,999,No
23318,Pro,21,2499,No
27336,Enterprise,6,2499,No
6797,Enterprise,15,999,No
30757,Pro,39,2499,No
21359,Pro,30,499,No
40017,Enterprise,31,2499,No
45161,Basic,13,2499,No
40719,Pro,7,2499,No
15368,Pro,13,2499,No
4125,Enterprise,22,499,No
4058,Pro,32,999,No
16745,Enterprise,1,2499,Yes
7387,Pro,22,999,No
34623,Enterprise,32,499,No
22595,Pro,47,999,No
23630,Pro,35,2499,No
25228,Basic,9,2499,No
40506,Basic,33,2499,No
6474,Basic,21,499,No
11614,Pro,25,499,No
2079,Enterprise,33,499,No
40542,Enterprise,45,2499,No
6363,Basic,12,2499,No
42022,Enterprise,24,2499,No
24290,Enterprise,21,499,No
45454,Enterprise,5,499,Yes
14625,Enterprise,5,999,Yes
16250,Enterprise,7,2499,No
40365,Basic,6,2499,No
42709,Pro,34,499,No
49125,Basic,45,499,No
41271,Basic,14,999,No
25346,Basic,24,999,No
17196,Enterprise,32,2499,No
43192,Pro,22,2499,No
46370,Basic,22,499,No
34282,Pro,17,2499,No
13232,Basic,30,2499,No
30668,Enterprise,11,499,No
15644,Basic,15,999,No
45247,Enterprise,28,499,No
18938,Enterprise,33,999,No
8006,Enterprise,3,2499,Yes
4996,Pro,10,499,No
30827,Basic,3,2499,Yes
49620,Enterprise,47,999,No
43193,Basic,40,499,No
31961,Basic,5,999,Yes
34449,Enterprise,28,2499,No
18829,Pro,6,499,No
20437,Pro,44,999,No
15248,Pro,9,999,No
24926,Enterprise,1,999,Yes
38616,Enterprise,20,999,No
10532,Pro,36,2499,No
47607,Basic,34,499,No
36138,Pro,45,2499,No
6704,Enterprise,35,2499,No
6140,Enterprise,27,999,No
10186,Basic,20,2499,No
11223,Enterprise,15,499,No
48663,Pro,22,2499,No
48774,Enterprise,31,499,No
7682,Enterprise,8,2499,No
41514,Basic,31,2499,No
24622,Basic,14,499,No
3582,Basic,35,2499,No
13996,Enterprise,36,999,No
37402,Pro,35,2499,No
19101,Enterprise,10,499,No
1413,Basic,40,499,No
28793,Enterprise,23,999,No
47968,Basic,6,2499,No
23237,Pro,27,999,No
13835,Pro,42,2499,No
46128,Pro,42,499,No
7171,Basic,38,999,No
43689,Basic,24,999,No
48393,Pro,10,999,No
7391,Pro,24,999,No
2537,Enterprise,32,999,No
18072,Pro,22,2499,No
2985,Pro,8,2499,No
48760,Basic,13,2499,No
9944,Basic,38,499,No
32536,Basic,18,499,No
9556,Pro,21,2499,No
35875,Basic,44,2499,No
29077,Pro,42,499,No
41382,Basic,43,2499,No
33633,Enterprise,38,499,No
43284,Enterprise,19,999,No
36790,Basic,10,2499,No
47148,Basic,27,2499,No
24880,Pro,42,999,No
28688,Basic,33,499,No
18563,Enterprise,11,499,No
33772,Enterprise,36,999,No
17642,Pro,3,999,Yes
44908,Pro,19,499,No
31595,Enterprise,15,2499,No
14537,Enterprise,21,2499,No
25897,Enterprise,28,999,No
42913,Basic,33,499,No
11484,Pro,2,499,Yes
35798,Basic,41,2499,No
1686,Pro,1,2499,Yes
48463,Pro,27,499,No
48577,Basic,18,999,No
49154,Pro,8,2499,No
30098,Pro,13,2499,No
19752,Pro,9,999,No
21754,Enterprise,22,499,No
42026,Basic,46,499,No
25764,Pro,44,2499,No
13842,Basic,38,999,No
33746,Enterprise,37,499,No
683,Basic,21,499,No
30062,Basic,16,499,No
11887,Basic,42,2499,No
7493,Basic,29,499,No
42070,Pro,43,2499,No
49107,Enterprise,19,499,No
40039,Basic,41,2499,No
43380,Enterprise,15,999,No
19323,Basic,20,499,No
8244,Pro,45,999,No
42178,Enterprise,30,499,No
49855,Basic,16,499,No
25830,Pro,42,499,No
12791,Enterprise,36,499,No
23933,Pro,13,499,No
38962,Basic,30,999,No
20161,Pro,4,2499,Yes
23995,Basic,40,2499,No
5578,Enterprise,16,499,No
34586,Enterprise,37,999,No
9883,Pro,13,499,No
27876,Basic,41,499,No
18534,Enterprise,34,499,No
6851,Basic,44,999,No
15699,Pro,41,999,No
195,Enterprise,23,499,No
101,Basic,33,499,No
4291,Pro,4,2499,Yes
36311,Basic,42,999,No
14943,Basic,28,499,No
21116,Basic,14,499,No
43152,Basic,11,2499,No
39702,Enterprise,33,499,No
39342,Enterprise,32,499,No
18260,Enterprise,1,499,Yes
19152,Pro,17,499,No
9765,Pro,23,999,No
25328,Basic,1,499,Yes
37572,Basic,7,999,No
9244,Basic,38,999,No
38722,Pro,23,499,No
4723,Basic,34,499,No
11297,Pro,3,2499,Yes
34942,Enterprise,36,2499,No
5804,Enterprise,44,499,No
38350,Basic,4,2499,Yes
27842,Pro,47,2499,No
11312,Pro,22,2499,No
31048,Enterprise,16,499,No
42355,Pro,36,499,No
