month,new_users,active_users,revenue,growth_rate_percent
2023-08,2135,17603,192735,7.15
2024-09,6433,15412,4373301,8.89
2021-06,8139,3880,3880174,8.26
2022-10,9262,30540,522988,24.02
2024-10,4028,34164,3415357,11.0
2023-02,360,30460,254945,6.54
2025-04,7989,14107,1683363,3.97
2022-08,7113,32203,4883632,18.52
2022-11,2698,37694,247465,18.39
2021-02,1371,4879,720637,6.76
2025-02,5144,4798,3026069,3.59
2022-05,947,18812,2752673,21.93
2023-07,7610,31291,1723092,8.18
2025-12,3366,45786,3543641,22.34
2021-04,3223,12650,3468153,6.3
2021-02,3572,20890,4344587,21.32
2023-05,8025,30893,1697258,17.75
2024-12,9646,34352,1937429,13.91
2025-04,4620,23544,1115506,3.15
2022-12,1432,33055,4417118,14.05
2025-12,7368,35002,2357429,8.13
2025-04,591,12670,4158943,4.34
2023-05,122,3708,1243185,14.56
2021-11,8680,21577,1239330,6.05
2024-01,752,27638,1408662,5.17
2022-06,5395,13537,1063739,22.7
2025-10,790,21770,3353452,13.07
2024-04,6216,24873,1657557,15.24
2021-12,2228,32210,1293413,3.07
2022-06,620,10870,1874008,16.71
2023-03,9719,37562,1164147,13.45
2022-07,4563,11709,1521319,24.76
2022-12,9143,9121,1021778,2.17
2022-08,6068,7105,2579629,13.22
2021-06,3950,30428,1410594,1.22
2023-02,2028,17235,3152242,14.95
2023-05,752,31824,1359346,15.29
2024-07,1114,9200,4300477,11.33
2022-04,8263,30542,1564219,20.99
2022-09,7911,11399,1660642,21.37
2023-05,7372,14178,4522136,6.31
2023-01,4674,29663,3685723,15.76
2021-12,1949,48625,2559067,15.52
2021-10,1304,37862,1169259,10.22
2023-10,4380,8807,1264137,22.02
2021-10,9007,28648,1677299,10.95
2021-09,5793,2857,1527940,8.85
2025-08,3777,39898,897796,9.28
2025-12,3795,6282,3382760,15.6
2024-03,4602,18005,4566470,13.77
2022-03,645,41581,1804955,7.85
2023-07,2728,14264,935729,15.35
2023-09,8124,9006,4001019,24.78
2021-10,5013,42568,2945510,4.55
2025-03,4258,46630,2897775,15.6
2021-10,6674,49122,3747031,18.94
2023-10,5501,21102,3580047,15.05
2024-02,4339,31674,4635239,21.92
2025-11,822,2479,665469,19.28
2024-06,4572,34122,3633352,6.42
2023-03,9305,49326,4458191,5.76
2025-10,8851,33696,4621757,20.31
2023-08,2895,23324,603541,11.5
2022-05,6713,39992,1936817,7.68
2024-08,9788,23590,1767841,11.74
2021-10,6759,43083,3779789,1.43
2023-01,1974,26468,2497739,21.55
2024-02,8145,30549,1955621,5.95
2024-03,8907,15198,1216571,24.74
2023-05,5338,34215,2630223,10.4
2022-01,1813,46591,1724883,13.48
2023-12,8987,48608,3258424,11.72
2023-10,9666,28722,3814767,16.68
2024-07,4079,35572,3556537,24.46
2024-04,8883,46512,3706621,15.46
2022-11,1516,24416,1727440,17.88
2021-01,8585,35743,4422251,18.84
2023-10,773,35763,3438012,12.74
2024-07,3485,33744,1664582,16.18
2023-02,677,4876,4802452,5.04
2024-06,3830,49970,1099460,9.59
2023-09,404,40303,4567625,20.78
2022-12,3514,32212,434235,19.3
2022-10,1532,49169,4663662,20.65
2021-10,5802,20438,1273732,7.12
2024-12,1993,9762,1789880,24.17
2025-09,8450,41959,2885958,12.55
2025-09,2495,30936,472540,19.16
2022-10,2866,15621,2340392,5.29
2025-10,5517,13722,2760521,16.49
2025-03,5368,11563,3186744,23.2
2022-04,6673,19114,2101687,1.89
2023-06,8255,27060,4336810,6.9
2021-10,3104,47765,2189898,16.43
2021-07,1465,33977,3289499,5.81
2025-12,7368,9674,1106440,15.26
2025-01,1110,10994,3959977,10.77
2025-03,6227,12905,4300581,19.84
2022-08,8916,49464,3705909,14.33
2023-06,8798,16106,504158,13.85
2025-09,1567,15671,3785846,17.98
2022-02,8973,1966,4027869,17.88
2024-09,7371,22399,246096,24.81
2021-03,9188,36292,1505911,10.52
2024-09,9164,23113,3680356,20.18
2024-05,8024,25842,1528849,24.98
2024-10,1011,8782,2254094,18.41
2024-01,4899,37127,716871,11.45
2024-04,2645,44212,2032721,14.3
2021-12,1871,27487,3527504,12.84
2024-06,5325,14298,181943,20.44
2024-07,7484,47503,4796605,22.01
2025-01,9221,30373,1439800,19.63
2024-04,8758,28842,4562569,5.95
2021-06,740,36197,4562319,8.04
2025-01,1898,10269,3112062,9.98
2021-10,3874,8792,1109581,3.27
2022-10,7737,45807,2625283,10.35
2023-03,886,17962,2974738,10.05
2025-05,3626,17875,627021,3.6
2023-10,5531,25729,2724373,16.07
2022-04,9217,42885,4236474,17.07
2021-05,8243,1421,3864021,15.1
2023-09,4714,49803,4783550,16.27
2021-10,5332,1404,428656,6.31
2025-02,3135,39092,2080329,24.88
2021-03,664,32271,4977148,13.19
2022-06,6846,10077,4981439,5.18
2023-11,1897,43077,1920692,8.9
2021-09,3626,3906,3016022,8.86
2021-12,2569,9966,2593320,1.39
2024-02,5687,15442,3303805,1.67
2025-02,7759,36894,2650125,9.56
2023-08,7773,22531,3903567,8.02
2021-08,3200,43822,3801936,23.31
2025-10,5044,48352,2125466,21.25
2023-03,4869,36559,2349740,22.32
2021-10,7896,19022,1165222,3.73
2023-07,6530,1914,2557864,11.42
2025-03,8685,20930,2101925,2.22
2021-08,6804,17809,2300803,6.42
2023-12,5961,1546,3252911,21.0
2023-02,9205,8535,779223,3.61
2023-03,6110,1780,4959837,3.91
2022-06,2456,3855,1542863,10.68
2023-05,1654,700,3785675,17.15
2023-05,1592,39270,3173370,20.87
2021-02,4525,6887,1535987,20.31
2021-09,1048,6679,3031354,18.42
2024-10,5127,6844,3141992,19.96
2024-03,2140,29821,1865302,16.72
2025-06,9883,11755,1220976,4.82
2021-11,7429,37347,1330419,20.11
2025-02,3112,11951,3210160,7.58
2021-10,1159,14109,3796162,20.06
2023-07,5825,19410,1216223,2.99
2025-09,1540,37811,411115,11.1
2023-07,1298,16099,3518734,5.12
2022-06,8428,4759,3674965,13.77
2021-10,6640,48446,4403350,19.96
2024-01,9132,14566,1787299,20.88
2024-10,331,34897,753420,4.68
2021-06,4057,2647,4512676,1.38
2025-07,7086,7728,3419814,11.76
2024-02,8631,31360,4533978,22.74
2025-10,1878,41124,974165,20.76
2022-01,4889,5258,2013901,19.77
2024-10,8799,3925,4886261,4.91
2021-04,374,35160,3541855,21.82
2024-01,502,16765,3645502,14.97
2023-04,8502,33287,1192196,3.95
2025-01,551,7419,1899645,22.3
2023-07,9887,15143,4553103,18.49
2025-10,9439,15783,2106790,12.77
2025-11,6126,6575,4562857,10.9
2022-08,9490,17862,426314,2.59
2024-03,7124,18436,4680026,5.53
2021-05,2217,49413,468190,24.57
2025-07,4746,21001,2755167,9.29
2024-01,7821,39736,4178212,7.46
2023-02,799,11658,4090420,4.25
2024-12,3572,43153,2995766,22.4
2022-06,3759,48410,543780,21.27
2023-07,9708,23364,2995765,6.26
2022-12,214,38338,4204352,17.08
2024-09,479,22127,4838513,14.33
2022-01,5515,21447,4225425,6.91
2021-09,9407,7628,4959872,10.88
2023-10,1707,31150,3593404,3.27
2022-11,2003,31196,4931191,4.38
2025-01,6343,25130,4964443,12.26
2024-02,1797,30839,950219,10.76
2024-09,3835,47622,2026773,1.44
2024-11,6420,5142,631587,21.96
2022-02,2166,38141,370344,23.67
2022-10,4360,38222,2503905,13.57
2025-10,4320,43706,4523816,7.25
2024-07,8045,35637,343453,3.44
2024-07,9079,8492,2829906,5.95
2022-06,1517,2090,2518076,10.41
2022-06,8522,2743,218290,2.41
2023-11,5968,29151,4179213,9.84
2022-02,4388,16716,4537612,12.86
2022-02,6946,31969,4624099,19.37
2025-03,7943,828,296210,11.92
2024-08,746,48048,4623772,5.21
2021-11,1531,42610,2204442,6.33
2025-12,7972,41991,1228204,13.35
2024-07,2403,38608,3739850,22.29
2021-09,3787,49588,3323850,20.12
2025-12,4774,23959,2260028,21.61
2025-11,577,5381,1591664,8.16
2023-03,8745,34302,1287535,24.77
2023-12,3615,48468,2116956,19.69
2023-09,1463,31782,286712,3.53
2025-12,6743,26198,296466,15.87
2023-11,4283,29460,4178680,5.58
2023-08,9842,30053,2796866,12.38
2023-12,4671,4484,4121929,7.39
2022-05,2517,29695,1316501,4.08
2023-08,5222,19844,322506,12.99
2023-05,4876,30138,4410948,10.62
2021-08,3321,25718,3948568,8.2
2024-07,4343,33971,1390596,11.46
2024-10,4133,28485,1470118,15.24
2024-05,1258,1838,928542,22.74
2023-04,7093,45095,3472049,21.89
2024-01,3959,36736,2647680,14.07
2023-08,6185,15769,566712,24.15
2023-03,6672,12442,3235529,2.02
2021-05,1749,46463,1566139,6.35
2023-01,6889,19135,2378283,15.73
2025-01,5941,37643,4826677,22.48
2025-12,9631,44528,523198,3.1
2023-04,5132,2578,632591,7.36
2023-10,8495,12824,814242,18.4
2025-03,8786,24398,1135329,8.3
2023-07,6352,16077,4715339,5.74
2023-04,8568,16426,835171,4.75
2022-06,3877,37257,351277,21.05
2024-11,748,41673,3470802,14.31
2024-12,2009,9875,2750165,1.77
2022-04,8429,21107,141207,9.58
2022-03,2092,18113,1612508,14.04
2021-06,6654,42064,1154838,9.4
2024-01,7384,33924,3345944,13.39
2021-04,191,37456,915046,19.23
2023-02,7699,27434,223336,15.17
2024-03,9056,43282,3970675,19.92
2022-09,9160,47671,3089195,14.35
2023-01,7497,29952,2350053,1.35
2022-11,9944,10582,956137,1.58
2022-10,7006,4070,3919607,3.94
2023-02,168,47726,3883655,14.23
2025-09,9979,33573,2705638,20.02
2022-03,5047,47255,1135317,5.69
2021-12,1074,24459,520274,5.67
2025-06,8778,37303,4945586,4.28
2023-01,8274,16232,2121779,21.35
2021-06,1428,804,1322775,24.54
2025-01,4364,38617,1298371,22.26
2024-03,6510,16937,1168345,4.55
2024-04,1438,34202,4612528,6.15
2021-11,2622,11628,158042,14.35
2024-07,799,48054,1195083,7.25
2025-05,1501,46224,1062766,10.93
2022-12,4083,40840,3355784,12.52
2021-04,9882,23836,3779245,12.49
2024-01,1612,36274,3206179,16.13
2022-08,5450,1873,2032617,24.2
2024-11,2289,35401,245370,4.42
2024-09,7950,24120,2514235,8.93
2023-03,2567,11783,4645987,5.96
2021-09,3209,12148,3382829,18.38
2021-05,496,15255,4179294,5.76
2024-11,6993,28035,204235,21.84
2021-05,1574,18431,1758921,20.76
2023-07,4078,18643,2487595,19.18
2023-09,3950,5049,2671080,20.85
2025-05,9219,28362,204423,6.45
2023-04,7838,23367,4633979,20.48
2021-08,7818,48129,1354532,10.08
2021-12,8304,39512,156761,10.08
2021-02,6681,25150,1899863,3.2
2021-03,5055,45422,2572192,9.34
2022-04,4313,15381,3133533,7.1
2022-12,4798,34563,3705332,9.89
2021-10,8108,32530,2005253,20.91
2022-03,7699,18720,1028327,12.7
2025-09,1021,6908,3736544,6.22
2024-01,5494,36237,808182,15.24
2024-11,7745,26991,1762988,13.27
2025-01,9081,46290,2353352,14.94
2024-05,2494,29836,2679008,23.77
2025-02,3841,7155,3400998,3.34
2025-03,7103,37134,376353,20.41
2022-10,8601,6584,1160827,1.62
2023-06,2921,6312,3331337,13.12
2023-09,803,8812,703011,8.96
2025-12,3162,21947,1454920,6.53
2023-07,1076,35353,4903574,19.68
2025-04,7264,45786,2385005,18.05
2025-11,141,41582,4983862,10.63
2022-08,5011,30874,4680855,9.98
2022-09,7637,7753,4334793,23.67
2024-07,6328,40849,2548580,6.81
2025-10,4811,47430,1451380,19.82
2024-03,3099,2084,4206910,5.93
2022-07,8097,34547,709005,22.81
2022-12,5803,15201,1064442,11.95
2022-03,7048,8775,4583839,14.24
2023-04,7733,45604,3050663,10.56
2023-05,5839,28694,3383015,22.47
2024-06,5519,6472,4385752,18.51
2022-04,5414,7653,605354,11.6
2021-10,9185,46674,1023244,12.6
2023-03,7275,27685,2052810,23.29
2021-03,7992,2987,1384847,23.07
2023-03,4623,45058,1504075,24.69
2025-02,1282,6391,3588973,7.71
2025-04,4313,684,1832854,12.92
2022-08,972,27634,1942347,4.11
2025-04,4747,20133,2553370,23.35
2024-08,6136,682,1676467,6.18
2023-04,9497,13441,3579644,6.1
2021-02,3178,36992,2778535,8.19
2021-07,3868,15464,2084756,22.45
2023-04,7677,33948,3957359,19.31
2025-05,874,16255,2341161,10.56
2022-04,243,49355,3340311,19.3
2021-03,5302,9876,4887294,10.78
2025-09,4562,21659,1674821,19.24
2022-06,6088,15319,3455734,23.19
2022-06,140,17472,3619809,4.73
2022-12,5631,39138,3740065,9.51
2025-07,7415,34276,3933329,11.68
2024-05,8313,20387,600641,15.25
2024-12,522,32629,2072265,19.75
2022-04,1865,9761,747659,18.69
2024-02,6264,29777,1263656,1.67
2023-10,9303,3815,1465263,7.04
2021-05,843,1211,465193,24.79
2023-10,8217,23229,1121907,4.35
2025-06,6679,27992,2107555,9.18
2021-06,184,43514,4325058,8.38
2025-07,1045,5042,414656,17.34
2025-05,5571,19511,2293203,19.25
2023-10,9357,48982,3644736,5.15
2024-11,3846,1838,1305332,2.66
2023-01,6939,38887,1217658,1.45
2021-04,764,21107,2952612,1.72
2025-02,8477,10148,4338304,11.53
2021-09,5153,44229,4379231,6.92
2022-12,6620,17496,615377,10.57
2025-05,2977,44830,2449463,23.36
2021-02,6673,46078,375492,8.98
2024-11,2819,24546,1334322,3.57
2021-03,1434,13968,3414599,2.94
2023-02,8362,813,2944005,22.91
2025-03,2986,32628,4143948,9.44
2025-05,6567,21658,2180816,10.47
2024-04,5046,33580,658280,2.78
2022-07,8099,11295,4710614,16.18
2025-10,6515,8865,3883537,7.47
2024-06,804,31384,3835339,12.51
2024-11,1904,17046,4817376,23.85
2024-04,3088,30080,3275766,9.02
2024-03,6865,49953,3498580,9.99
2025-01,2070,1675,4522099,12.19
2025-01,9825,18247,2379322,17.21
2022-07,7548,1013,854960,18.2
2021-01,3430,11493,2466701,6.64
2025-03,8560,37260,1390934,15.37
2021-11,3188,5906,1206939,6.65
2023-02,2953,5823,3105695,23.49
2024-06,3569,14142,3368023,8.74
2025-11,2799,44836,4295256,8.23
2023-10,5058,38112,4127324,11.28
2024-09,9216,12834,2729329,8.63
2022-11,5249,13818,4333766,20.2
2025-08,3494,41168,1294841,2.46
2024-02,2019,43009,4431691,12.28
2022-03,8051,31570,108779,5.35
2024-09,7029,21827,3984399,10.21
2025-08,3940,44455,621323,19.86
2021-04,2864,4839,4964146,5.28
2024-02,4208,24341,4696752,19.16
2024-09,3976,16403,1201293,9.38
2024-09,8178,12992,4370349,12.91
2024-03,9429,1013,4857515,11.85
2024-03,279,20736,4380499,22.4
2024-11,2219,3025,2466041,19.23
2023-03,9037,4330,4335989,17.81
2022-04,9488,47956,2987876,20.98
2022-12,1699,4801,3451875,22.61
2021-01,3541,40742,3375453,6.1
2023-07,8622,4852,4576933,19.05
2024-07,2152,17248,2631278,21.42
2023-01,5783,17815,1449628,16.15
2025-05,1468,31283,792516,9.25
2023-05,5252,34752,1867618,7.1
2021-05,7804,47586,2083992,23.91
2024-04,5444,33983,1872708,19.12
2025-12,3636,39646,450210,18.53
2025-04,6778,36653,1013419,13.97
2022-06,7782,49589,319355,8.81
2024-01,5386,23935,1411049,7.55
2024-10,9694,40517,1334944,21.19
2022-02,5496,30830,3123545,13.25
2024-03,1229,27505,143496,12.23
2025-06,1817,42047,2288814,7.81
2022-04,3634,19192,3273490,15.78
2023-09,8425,29450,693791,16.51
2023-05,2008,4104,2100295,21.07
2025-03,4698,20795,1413916,23.03
2025-05,3504,29885,4786431,3.33
2021-02,5195,18170,2331100,12.89
2022-08,3275,49084,2793096,12.91
2023-08,691,26413,844178,20.92
2022-04,8999,19057,3255517,9.03
2023-12,726,6471,4458501,2.89
2023-04,4812,11405,262682,22.07
2022-06,8195,12890,2196431,17.87
2021-06,7362,49655,4387692,5.26
2025-08,6117,9271,3903413,6.14
2025-08,3366,27976,1409074,2.02
2025-10,4142,31299,2333536,1.2
2025-05,4922,11298,2624674,15.7
2022-08,8501,27720,247851,20.55
2021-06,7108,39338,3671362,4.87
2022-04,695,43265,3312113,10.93
2021-03,3265,23120,3246411,2.43
2022-01,3873,10913,4670314,7.32
2021-05,2152,41338,4462609,23.82
2022-06,8387,43291,2352004,7.67
2022-05,5310,44308,4709425,15.4
2025-01,4308,49561,3596170,3.15
2025-12,6958,20660,3101688,18.29
2021-08,3469,5771,2922131,18.51
2025-06,9689,27546,445706,7.37
2022-10,4947,38159,2618860,23.09
2025-02,8319,38608,2299177,20.15
2024-12,5394,30831,2863347,14.93
2025-07,2633,2844,1485267,21.94
2021-01,2473,8404,4536064,4.17
2023-08,5443,27371,3517355,16.23
2023-05,775,2106,2821350,4.79
2025-04,4290,35374,2795197,11.11
2022-07,1364,13245,926118,19.63
2024-02,5692,40295,4152002,7.23
2022-12,7676,5629,1707019,1.51
2021-11,7426,19766,3691893,8.42
2023-03,7165,25675,3879695,20.71
2021-01,8296,35362,286010,7.81
2021-05,3009,9100,4970922,22.95
2023-01,9860,27220,2269781,12.54
2023-07,1629,47123,4435773,11.69
2024-08,5924,11242,3040917,21.78
2024-10,7779,16498,3647095,18.09
2025-11,3038,23001,4612657,24.85
2023-10,6118,25600,4464484,10.23
2025-12,9344,15850,4550953,17.98
2021-07,774,6043,4629151,17.68
2023-10,6835,10032,3524168,24.89
2024-02,2972,11746,1109866,14.0
2021-09,4472,1008,614430,19.51
2024-09,3992,48385,1338133,7.86
2023-10,4102,8495,2830556,17.0
2023-05,1177,49989,3317713,19.07
2025-10,2455,30853,1008234,10.9
2022-06,3792,17525,2432235,18.49
2023-08,6494,21055,4937357,9.71
2021-01,5317,37009,3557122,3.5
2025-01,4314,5907,1284810,10.78
2025-07,9786,2410,3183208,8.72
2024-06,3542,9439,4065315,1.33
2025-09,8726,29841,2244242,8.73
2023-05,2488,2500,2733449,12.65
2021-10,8471,42086,3587175,10.24
2021-12,7784,39326,4609812,8.27
2021-09,6505,3464,1049029,8.31
2021-10,7342,40382,1646639,22.66
2025-04,685,6428,3280428,10.45
2023-04,7218,6121,2920264,1.73
2023-02,9666,11685,1823296,1.02
2025-05,2029,30974,2427576,1.6
2024-08,2248,35347,148120,6.91
2022-02,1963,2133,3221298,10.28
2021-02,8006,30080,3561164,6.7
2024-06,8075,36300,2431330,20.28
2022-12,2951,42475,1994643,19.89
2023-05,1436,36047,3290353,23.84
2021-11,5467,48402,4496363,19.8
2025-05,2240,42203,1787189,21.59
2025-07,7640,11687,218044,9.96
2024-11,1858,25059,2750566,8.79
2025-10,7463,13954,667586,8.83
2024-03,3547,10075,3097597,18.27
2022-11,784,47358,1698732,1.67
2022-04,3602,39517,3834098,2.72
2024-12,3613,17361,3179404,21.58
2024-08,8550,5175,1346667,24.81
2025-04,1562,44064,1621142,19.17
2024-09,9962,41241,4419511,11.9
2024-04,965,22497,2126739,20.75
2021-10,5301,49021,127914,1.35
2021-01,4607,7955,494441,16.66
2022-08,8593,32902,2307097,3.99
2022-04,3596,48844,3114751,20.79
2024-10,3763,40368,120758,15.87
2023-08,6978,7622,3971388,10.19
2022-06,4670,36542,2195252,9.34
2021-10,9523,1880,923521,3.24
2021-09,2254,44281,3108452,8.45
2025-09,1710,47068,1884396,24.72
2022-09,1148,8601,736388,16.12
2021-05,6273,28191,1280488,15.96
2022-06,3508,8459,898092,13.41
2021-02,3202,27469,1203180,15.83
2024-08,7655,41583,2577083,15.01
2023-08,7079,5402,3092582,6.58
2022-07,9208,8365,4334189,4.8
2023-10,4444,37444,4102898,17.39
2022-03,4467,933,2922601,18.77
2023-07,2860,25035,353795,13.04
2024-12,7504,11234,3491552,22.55
2023-12,6229,3756,2182757,10.19
2021-10,3879,17803,4616468,18.69
2022-04,7732,34617,791146,21.15
2023-07,517,43264,113817,11.43
2022-02,9847,28866,1371577,7.98
2025-06,8889,922,2311496,22.81
2024-08,2501,2337,1057715,24.59
2022-06,7823,9078,3649932,14.96
2025-07,7541,31387,4167576,6.35
2024-04,6077,32560,2479575,15.37
2023-05,1754,30970,2950262,15.45
2024-11,1883,25087,719117,8.74
2025-09,8724,3826,1401610,20.89
2022-06,518,33198,3760281,9.19
2022-08,7908,10062,2014099,11.39
2024-01,6979,33030,3731938,21.36
2024-11,177,13816,2774546,11.65
2025-11,5124,17441,4112776,4.84
2024-08,4267,23008,3232822,1.49
2022-11,697,26952,861608,13.63
2025-11,9668,13154,2035976,21.57
2025-08,4094,33611,2177846,15.56
2022-12,1838,49239,3370514,16.34
2025-03,6446,20594,4214276,24.69
2025-08,590,29367,3922978,5.06
2021-04,9748,2063,1295895,3.44
2023-09,3727,42716,3437382,5.52
2021-12,4417,14380,3173993,6.35
2022-02,8972,20703,1722442,23.18
2021-11,521,2785,2130425,11.09
2022-03,3446,16925,937168,11.93
2021-02,9307,941,4231865,16.23
2021-09,8139,22257,259078,17.57
2022-01,5432,44803,2444882,11.92
2022-09,230,28071,4861132,16.87
2021-11,9347,9620,667888,19.48
2024-09,4913,35038,2176172,15.19
2025-03,5054,37130,4927253,16.94
2022-10,7598,42766,1280333,19.5
2025-08,7022,26232,1847251,2.57
2022-09,4712,35503,2520391,23.48
2021-06,5033,23686,3211416,3.36
2024-11,5605,21946,4429098,23.86
2025-06,1117,10343,3301878,12.7
2023-05,147,2134,1207325,4.38
2022-11,1956,44759,4298509,18.15
2021-07,9710,35442,1632448,1.6
2025-11,1184,16493,4475676,18.11
2021-04,2827,1549,4525546,17.78
2025-05,3600,12386,2039174,2.88
2024-06,7021,25806,4549596,14.27
2025-10,2833,12923,4681778,14.17
2025-02,5389,49108,4226234,14.08
2023-03,6444,27005,869928,13.98
2024-04,5252,21254,3116556,5.01
2024-06,7344,15680,196860,18.85
2021-07,5718,15746,4303592,22.05
2025-10,2184,698,2063282,1.06
2025-01,9485,48257,4731939,6.06
2025-02,7487,16510,4961591,20.16
2021-12,1563,18321,1096811,16.5
2025-03,4900,35818,584743,12.39
2022-09,5256,38661,3339111,8.53
2024-11,3390,19740,1623860,11.63
2025-06,4574,28599,535286,24.88
2024-12,4163,12894,2140804,7.27
2023-02,7943,39152,1325800,18.57
2025-10,4901,46785,4164128,3.75
2024-02,4481,648,1181799,20.12
2021-08,2215,24305,1474761,8.77
2025-02,4017,3351,2006839,10.48
2025-02,9733,24418,3571603,18.58
2024-04,1743,27561,648262,7.41
2023-08,8724,7969,841010,1.91
2021-09,6372,46760,2998222,6.13
2023-05,8213,15514,1672575,16.83
2021-07,1717,12300,240790,8.13
2025-10,1054,12356,1511903,20.34
2025-11,2005,43854,1549683,1.14
2022-01,1625,31491,3953605,1.26
2025-01,7937,22538,2159478,20.24
2021-09,7836,14398,3787586,11.47
2021-04,7727,15439,2846331,17.69
2021-02,6122,16720,963682,2.66
2021-12,9653,46371,1177948,11.82
2025-08,970,4285,251506,13.02
2025-09,6893,21225,2612918,21.2
2022-08,8374,4450,1989003,14.86
2022-05,3774,45703,3092118,21.74
2023-10,566,17144,4662395,5.59
2023-02,9145,18007,3884093,23.89
2021-11,5428,34393,4336366,2.61
2022-03,3526,37949,3145048,2.41
2021-10,2449,34670,2407023,14.84
2021-11,1604,16513,1157537,5.3
2024-01,4975,18649,2788933,21.33
2022-01,4883,33354,1574788,8.42
2025-07,3484,5991,3540760,6.59
2025-03,343,40048,3280368,20.56
2021-05,1582,22269,4599074,13.61
2021-08,1672,15710,2685735,1.96
2025-03,541,41252,780016,18.9
2023-01,8847,42693,4496008,19.27
2025-07,9553,11394,2010957,16.14
2025-09,4339,22637,4513958,21.27
2021-11,4116,33564,129036,11.16
2024-10,9126,49188,685986,22.62
2022-02,3912,24469,1912465,11.94
2025-01,7045,42468,4643406,19.64
2023-10,6216,24410,602010,23.23
2024-06,7145,28827,4322570,8.6
2022-01,1818,10928,1501524,8.59
2021-11,5496,2665,230443,3.8
2022-03,8173,11860,673129,16.18
2023-01,1593,38484,1979276,1.69
2024-03,927,26957,4192768,2.35
2025-05,8230,30675,2221100,21.33
2021-12,2535,7452,3165812,8.41
2023-05,9619,29048,2070872,9.39
2023-05,1579,23980,4797700,12.36
2022-08,5838,19759,4391380,3.01
2023-07,4019,39936,1640181,23.24
2021-10,5905,35006,1361132,13.7
2025-09,5706,6516,303964,7.42
2024-01,7129,34284,4414324,6.81
2023-03,4272,25428,149580,21.11
2025-11,3559,41734,4466969,11.33
2025-02,1946,4939,1691461,20.57
2022-10,5767,19777,2269411,14.88
2021-02,1552,18076,1173364,17.54
2022-04,7910,10322,3368103,4.91
2024-02,3612,15777,2926577,24.99
2023-11,6130,12040,4215782,21.97
2021-11,5539,45530,2573548,19.12
2021-03,7699,39951,2471231,19.59
2025-11,2106,4982,2123167,3.43
2022-07,1844,5026,948619,1.15
2022-01,2060,20417,4695579,4.61
2023-12,756,37245,2419715,8.25
2024-05,9350,4960,1216202,6.41
2025-05,507,21417,2011706,23.1
2024-12,7678,11061,2004660,9.53
2025-06,5037,24987,378964,4.78
2021-01,5207,24310,3202925,6.78
2021-09,2389,19876,3680594,16.91
2023-06,7032,47914,965396,10.34
2024-06,4936,49670,1845461,1.25
2022-12,6768,1387,2739216,17.81
2025-01,3670,7334,1433711,23.69
2021-01,2879,15934,3676549,3.82
2024-12,8152,26150,3171045,14.91
2025-12,6843,45393,4252631,18.76
2022-02,896,2017,4240694,18.38
2023-12,4139,6489,4484694,1.64
2022-06,1584,5033,3808332,7.31
2023-11,6035,48279,2677375,1.65
2025-12,4333,32286,714196,6.0
2022-06,9521,39961,3100980,18.71
2025-09,7304,3351,1698711,18.7
2023-09,8416,1418,1677588,15.45
2023-01,7795,47112,2824347,2.46
2022-06,7107,30228,1799176,6.3
2025-05,7508,34511,883303,11.37
2021-03,7008,37024,2691442,7.57
2021-10,3091,49930,4445560,16.44
2023-08,7693,20566,2960306,17.89
2023-06,7691,40189,3047951,2.08
2022-09,1896,33258,1318465,11.82
2023-11,7203,22020,897275,22.94
2021-08,924,26158,2295420,13.59
2021-01,4539,22175,432546,15.01
2024-02,9421,14958,2357171,16.68
2022-01,4150,47542,1221827,16.2
2022-01,3146,45162,3938023,11.64
2024-01,6074,8407,3455541,17.66
2021-05,5563,21195,4361369,22.99
2025-08,5938,24405,4562832,12.29
2023-04,2655,10064,525551,14.17
2021-04,1907,41715,327697,21.85
2023-07,7707,35814,2885951,12.49
2024-11,3599,43295,2333576,23.41
2023-02,1998,7576,3358282,23.39
2023-05,9794,34881,2746230,10.74
2023-01,2684,11862,3415201,9.08
2021-04,1105,10044,4089525,16.11
2023-07,9661,3573,922839,21.03
2021-03,9522,15573,1244730,10.43
2025-04,3605,14002,3616301,11.85
2025-05,9466,26562,4649235,8.98
2021-12,3419,27446,2342000,20.13
2024-09,5781,30394,4732137,3.95
2023-01,6634,46692,1063969,8.29
2021-10,6244,31701,465585,16.46
2021-09,8177,37477,2504166,24.41
2021-05,6281,31819,4938347,10.55
2023-10,8317,17414,1029754,4.44
2025-07,8995,5438,1995859,19.56
2025-01,2624,20931,3039992,20.45
2023-04,6679,29863,1124468,5.72
2021-10,7842,21754,1273454,16.73
2021-08,3995,6049,940073,24.62
2024-09,6038,23855,1403944,4.4
2021-11,8053,49241,625897,5.83
2023-01,1902,33772,634042,13.41
2025-03,7124,16082,4152105,21.63
2021-06,3452,5180,3795827,5.23
2023-03,428,24827,1524123,14.57
2025-10,4960,12908,2345359,19.27
2024-06,3465,37990,2096089,15.24
2022-02,9010,45167,848585,12.26
2024-11,7085,31408,3211829,11.07
2023-07,7886,16340,3254658,21.16
2025-06,1078,14203,4317389,21.17
2023-01,9658,3326,4707135,20.35
2021-05,1491,19142,1527508,22.47
2021-11,4837,15567,787047,4.18
2025-06,9729,11970,2440246,4.09
2021-09,251,13296,1647196,19.07
2024-05,6002,8994,3904058,16.59
2023-06,8386,42984,1544518,18.72
