user_id,trial_days_used,features_used,converted_to_paid,trial_start_date
49098,21,5,Yes,2023-04-17 18:57:51
23304,10,9,Yes,2019-01-05 17:33:51
32177,8,8,Yes,2022-12-31 21:43:53
30758,22,1,No,2020-03-28 21:22:16
44324,18,3,No,2021-06-23 06:38:41
13410,11,1,No,2023-03-04 17:18:56
32768,12,6,No,2024-01-15 19:02:42
26439,7,7,No,2020-10-18 14:39:42
29204,24,3,Yes,2021-12-26 21:21:56
4789,11,8,Yes,2021-08-05 01:07:58
16083,17,1,No,2020-02-11 21:54:43
12295,22,1,Yes,2018-08-02 16:52:37
3026,22,2,Yes,2018-09-29 00:31:07
21597,21,7,No,2022-08-22 17:16:36
41026,14,2,Yes,2020-11-09 22:02:19
45669,14,6,Yes,2024-08-29 10:00:07
48006,23,6,Yes,2018-08-31 12:51:02
15933,12,8,No,2022-02-10 21:05:21
42410,16,3,No,2020-11-25 01:25:09
5875,18,5,Yes,2022-02-08 11:38:11
40857,10,5,Yes,2024-08-02 11:44:10
33367,14,4,Yes,2022-08-12 05:34:12
46777,17,1,Yes,2024-08-25 03:16:15
42167,17,6,Yes,2018-11-10 03:28:06
20025,28,9,Yes,2021-01-29 02:42:10
42255,20,6,Yes,2019-04-07 10:42:26
1993,11,9,No,2020-03-04 05:06:51
4527,23,4,No,2021-07-01 09:56:59
1871,20,3,No,2024-08-16 09:02:52
6465,28,1,Yes,2020-09-14 22:10:12
48332,28,8,Yes,2021-06-04 22:02:42
23076,1,7,Yes,2018-12-15 00:27:59
27099,14,5,Yes,2024-09-22 10:48:31
41194,21,2,Yes,2018-10-04 15:36:22
23580,12,2,Yes,2018-09-05 11:57:19
16177,19,5,Yes,2023-07-08 06:34:02
22438,26,6,Yes,2018-01-15 19:57:35
9700,5,1,No,2024-09-08 03:47:27
31719,4,8,Yes,2018-11-23 23:08:49
24863,13,3,No,2020-05-06 03:03:56
38173,27,9,Yes,2020-12-20 14:13:40
5641,20,8,No,2021-02-25 18:45:03
39815,14,8,Yes,2018-11-10 14:15:31
46360,15,4,No,2018-10-22 17:31:11
49353,29,3,No,2021-11-20 12:06:08
46705,13,5,Yes,2018-11-30 15:58:54
37734,11,9,Yes,2022-03-02 20:27:31
39913,21,7,No,2018-11-20 23:52:01
43855,21,9,Yes,2023-08-11 08:04:39
32178,9,3,Yes,2020-07-18 14:13:53
34722,9,9,No,2018-01-01 07:09:04
45666,7,6,Yes,2021-09-22 05:07:42
38686,27,8,No,2021-12-05 06:47:20
27715,14,8,No,2023-08-23 17:10:57
24261,3,3,Yes,2021-12-11 20:18:36
33690,6,8,No,2021-11-04 00:18:57
9006,6,4,No,2019-03-17 05:54:36
823,15,7,No,2020-08-15 15:47:56
26272,20,2,Yes,2023-07-28 12:49:09
48370,10,8,Yes,2022-05-01 12:47:45
143,28,4,Yes,2018-11-14 03:19:08
13235,28,3,No,2024-04-18 11:42:21
23835,26,9,Yes,2024-04-01 00:45:59
43339,17,8,No,2018-06-16 17:26:14
39665,10,2,No,2018-02-07 09:45:15
35545,5,1,Yes,2022-09-09 01:13:40
6040,7,1,No,2020-05-12 16:55:39
12145,3,7,Yes,2023-02-28 23:25:09
13737,22,5,Yes,2022-01-22 23:37:04
1845,13,3,No,2022-10-08 03:21:03
19824,24,2,No,2023-10-20 02:22:31
28331,28,2,Yes,2018-07-05 16:21:03
2925,6,9,Yes,2022-01-13 10:28:35
23267,23,3,Yes,2021-10-31 08:14:23
44624,19,6,Yes,2018-02-18 11:55:42
30342,25,6,No,2021-03-04 15:20:46
42105,21,9,No,2018-01-21 12:55:18
9442,21,4,No,2020-04-07 21:15:36
1667,27,2,Yes,2020-10-05 22:08:45
42496,18,9,Yes,2018-07-20 00:36:59
48408,20,9,Yes,2022-11-06 04:01:11
21178,16,6,Yes,2020-06-28 01:37:05
49004,19,4,Yes,2018-05-12 12:17:24
26666,23,2,No,2018-11-23 23:33:01
44746,22,2,Yes,2021-03-04 15:17:16
4538,26,6,Yes,2024-08-20 00:02:37
822,17,1,No,2020-02-04 11:58:21
28665,18,6,No,2019-05-10 13:40:23
35421,3,7,Yes,2019-05-04 07:12:14
39269,26,8,Yes,2020-10-31 16:05:05
4939,6,9,No,2024-06-27 01:14:01
14117,1,8,Yes,2024-02-01 02:11:56
13189,13,2,No,2018-08-03 08:16:37
41598,29,8,Yes,2019-08-04 16:19:11
10626,13,7,No,2023-06-28 14:31:56
17651,14,5,Yes,2020-01-25 19:32:59
21100,29,3,Yes,2024-01-02 07:18:12
35493,3,5,No,2021-12-20 20:17:35
44975,9,9,No,2021-06-30 02:16:01
3111,27,2,Yes,2021-08-20 05:37:56
27806,5,7,Yes,2021-04-29 00:09:48
2861,20,3,Yes,2024-01-26 12:53:48
21101,8,7,No,2024-08-24 04:03:41
39510,3,5,Yes,2019-09-26 02:27:46
11233,20,2,No,2019-11-30 19:16:40
935,12,3,Yes,2019-01-14 13:48:13
9341,27,1,No,2019-06-01 23:51:36
41049,17,9,Yes,2024-03-19 17:05:48
14300,13,8,Yes,2018-04-18 14:20:48
1617,22,4,Yes,2024-11-27 14:18:16
36225,1,9,Yes,2021-04-06 15:06:43
44310,14,8,Yes,2018-10-04 16:02:36
9030,7,8,Yes,2020-01-23 02:53:10
12404,29,4,No,2018-06-16 02:01:07
6529,24,2,Yes,2018-05-21 19:54:03
10094,1,3,Yes,2020-09-02 22:31:12
48274,11,1,Yes,2022-12-28 23:02:49
23741,21,5,No,2020-07-30 15:42:09
41161,4,3,Yes,2019-12-27 18:29:47
48613,25,4,No,2019-08-10 19:16:37
14681,19,6,Yes,2024-12-23 23:31:12
16852,23,3,Yes,2019-02-10 14:03:56
34563,20,7,No,2018-05-01 02:26:51
40048,17,8,No,2023-10-22 22:19:51
22028,2,3,No,2021-12-08 05:48:04
10814,10,4,Yes,2019-07-11 15:13:05
21514,28,5,No,2020-02-16 06:24:45
6865,24,6,Yes,2023-07-08 22:15:06
33977,1,2,Yes,2019-12-03 08:46:37
7758,10,9,No,2018-03-14 10:02:51
4849,7,1,No,2021-01-20 15:16:59
31475,2,6,No,2019-12-30 21:13:15
42875,8,2,No,2019-06-01 16:29:54
512,10,6,No,2019-11-22 13:59:00
22792,26,1,Yes,2019-09-26 03:16:20
11500,28,8,Yes,2018-06-08 12:33:06
48036,17,8,Yes,2020-11-15 05:56:30
48503,26,7,Yes,2022-07-10 00:33:48
4002,29,1,Yes,2019-05-28 18:11:09
29357,25,6,No,2019-10-26 05:35:28
13882,3,6,No,2023-06-21 09:20:31
7277,28,4,Yes,2021-11-24 19:58:08
1962,14,7,No,2019-10-13 09:26:15
10661,17,3,Yes,2024-08-31 12:42:13
32894,1,2,No,2018-03-17 04:44:50
1477,24,3,Yes,2019-12-29 18:46:30
41430,20,5,Yes,2019-04-04 10:56:36
35355,17,8,Yes,2018-07-28 21:41:54
42924,9,1,Yes,2021-12-10 14:40:13
37432,23,1,Yes,2020-08-24 13:58:03
10842,11,4,No,2022-08-15 00:25:49
28664,10,8,Yes,2024-07-14 18:16:10
27504,26,2,No,2018-02-22 17:28:15
36360,19,5,Yes,2020-03-11 01:39:21
16547,2,4,No,2023-05-15 07:48:49
20080,19,1,No,2019-01-10 08:19:53
14481,26,8,No,2021-01-15 05:52:38
31308,12,8,No,2022-11-14 08:21:15
718,9,8,Yes,2021-01-21 11:02:44
19590,1,4,No,2022-06-17 21:09:03
2301,1,5,No,2019-07-22 22:02:49
31517,2,3,Yes,2019-07-11 03:54:39
15665,16,3,Yes,2022-07-26 07:14:27
9519,25,6,No,2020-04-21 14:14:58
15309,10,3,No,2019-03-11 21:32:19
8525,5,1,No,2020-04-04 21:49:35
11063,12,3,No,2019-08-07 02:53:37
25305,14,7,Yes,2024-03-22 07:51:20
31875,24,7,Yes,2019-03-06 17:30:20
45238,24,6,No,2022-10-11 10:14:01
44237,24,8,Yes,2018-07-22 21:14:13
7877,19,5,Yes,2021-07-27 15:37:08
45474,12,1,No,2024-11-03 00:32:38
5439,27,7,Yes,2022-08-30 08:43:13
34464,9,3,Yes,2021-07-13 05:35:25
4155,13,9,No,2024-07-24 17:46:18
27090,2,5,Yes,2020-02-16 16:27:24
42308,14,1,Yes,2024-11-10 03:53:15
6498,15,6,Yes,2018-06-01 08:21:04
3485,7,3,Yes,2021-02-18 13:17:27
14925,8,8,Yes,2021-07-24 18:14:50
19028,22,3,Yes,2018-05-25 09:58:09
16380,16,8,Yes,2022-07-26 22:21:08
34089,25,5,No,2022-08-19 06:24:39
13521,28,1,No,2020-08-03 21:15:31
13121,22,7,Yes,2023-11-15 18:36:56
3425,14,2,Yes,2018-05-18 09:17:34
49198,21,2,Yes,2018-11-02 13:54:27
16672,8,7,No,2022-08-19 19:05:56
24422,10,2,No,2022-01-21 08:15:18
25015,1,9,No,2019-02-19 07:49:40
34261,18,2,Yes,2018-11-03 13:26:36
28225,27,4,No,2020-01-08 05:52:35
48636,23,6,No,2024-07-25 19:41:42
35713,18,5,Yes,2023-05-13 22:10:13
26912,24,8,Yes,2020-06-14 18:36:00
10619,9,7,Yes,2018-06-17 18:18:16
17780,24,5,Yes,2022-03-24 05:18:50
14746,3,7,No,2022-01-09 22:42:00
14780,13,7,No,2021-01-30 13:10:22
24585,10,1,No,2020-12-12 05:34:06
8360,22,9,Yes,2023-11-08 07:34:22
14067,20,8,No,2020-03-29 17:55:01
36185,12,7,Yes,2022-12-16 07:37:27
5717,26,7,Yes,2021-11-20 12:00:49
47579,1,2,No,2023-07-31 11:30:58
964,28,8,Yes,2020-01-13 13:50:23
23340,24,5,Yes,2018-07-09 08:31:47
11078,28,5,No,2021-11-07 13:19:26
8504,18,1,Yes,2020-09-16 22:57:42
23998,15,6,Yes,2024-06-16 17:30:18
42739,10,7,No,2022-11-16 03:54:11
45633,25,2,No,2024-07-18 14:44:01
27189,6,1,Yes,2019-03-26 17:47:46
3905,20,9,Yes,2018-02-27 23:18:22
16572,7,9,Yes,2019-09-21 01:32:45
112,8,8,No,2022-04-27 07:20:24
39430,13,5,No,2024-05-18 19:15:04
9866,5,9,Yes,2018-07-16 18:38:19
46396,17,9,Yes,2022-05-26 10:03:56
2619,3,3,Yes,2022-03-16 21:00:39
38624,27,1,No,2021-01-09 23:34:56
37454,15,7,No,2019-07-16 17:57:43
737,16,1,Yes,2019-04-06 21:21:20
17795,21,7,Yes,2020-03-27 00:56:15
15036,29,9,Yes,2020-03-14 05:19:49
44882,26,4,No,2019-01-24 15:19:07
529,19,4,No,2024-01-03 12:27:29
32769,18,2,Yes,2023-06-29 15:40:23
7193,29,8,No,2024-04-22 20:10:26
40109,19,3,Yes,2023-01-27 07:23:33
26840,29,4,Yes,2024-08-25 20:23:21
1420,24,4,Yes,2021-01-22 20:43:26
8982,1,8,No,2019-10-09 01:44:07
39524,26,3,Yes,2019-12-08 06:29:42
45544,16,1,No,2022-05-24 15:05:51
23835,19,5,Yes,2021-11-26 14:14:50
6904,18,8,No,2024-07-25 09:09:36
43,16,8,No,2023-08-31 02:53:16
27767,29,8,Yes,2024-09-19 07:20:12
13856,4,3,No,2024-12-14 10:23:06
18106,26,3,Yes,2021-04-16 05:55:14
2333,8,3,No,2021-02-27 03:59:57
2266,1,5,Yes,2024-11-26 13:40:13
27056,7,9,Yes,2018-07-26 18:47:57
14252,6,9,Yes,2019-04-08 00:37:05
3571,10,2,Yes,2018-06-28 22:40:32
18076,14,4,No,2019-09-26 01:13:10
12160,24,5,Yes,2022-01-01 22:06:43
31140,25,7,Yes,2024-05-26 05:48:23
39171,27,4,Yes,2019-04-23 09:34:40
41775,3,8,No,2021-08-23 16:47:43
34010,22,5,No,2023-03-20 11:05:44
27939,22,7,Yes,2019-10-24 12:05:49
19994,2,3,Yes,2019-05-19 02:07:30
39265,6,5,Yes,2018-10-08 18:30:34
24158,24,7,Yes,2020-11-18 08:19:13
49463,2,4,Yes,2020-02-16 09:01:02
47165,24,4,No,2019-08-26 15:54:40
23601,4,8,Yes,2020-01-12 04:53:20
20593,11,2,No,2018-01-18 15:06:51
35700,6,2,Yes,2019-12-01 05:23:05
18315,15,8,No,2019-01-22 23:48:04
3023,1,5,Yes,2020-09-15 15:35:05
40303,21,1,Yes,2018-06-09 02:20:35
13548,1,2,Yes,2019-09-13 07:07:58
48009,25,2,Yes,2020-12-07 23:32:15
43519,9,3,No,2018-02-13 08:15:50
35884,21,6,Yes,2022-08-17 01:14:41
21748,5,4,No,2022-03-30 02:25:34
49707,14,4,No,2022-03-07 18:12:34
39106,23,6,Yes,2018-04-27 20:08:48
33503,25,9,Yes,2020-02-13 05:02:56
3091,5,5,Yes,2019-08-25 17:01:08
14840,14,4,Yes,2022-05-19 16:37:20
35486,17,7,No,2021-03-20 06:11:30
13824,18,4,Yes,2021-08-18 23:12:04
10096,28,9,Yes,2019-05-26 22:48:11
38232,10,2,No,2020-07-11 00:27:17
37849,25,7,No,2023-08-11 18:59:18
8707,10,5,No,2018-12-18 14:45:25
12709,23,1,Yes,2022-11-15 01:52:38
42070,1,2,Yes,2022-05-15 10:27:20
9901,13,9,No,2019-11-02 06:50:54
14254,7,5,No,2024-07-09 13:04:34
30705,21,4,No,2022-03-30 08:33:11
33882,13,9,No,2023-12-04 18:38:10
19118,23,2,Yes,2021-11-18 18:15:14
46051,3,7,Yes,2020-12-01 20:03:39
46284,5,8,No,2023-07-15 02:06:33
37904,27,3,Yes,2021-06-12 01:03:38
47061,1,1,No,2024-06-17 21:27:50
39919,11,2,No,2024-04-30 06:02:55
48044,24,7,Yes,2024-02-23 20:19:30
37988,10,8,No,2021-02-22 02:31:53
30283,9,8,No,2021-10-23 02:58:23
49929,11,9,Yes,2019-09-08 04:48:02
1671,3,4,Yes,2021-09-28 10:36:10
42368,25,4,No,2022-10-23 20:58:33
10832,11,4,No,2023-07-30 21:41:45
19775,2,5,Yes,2023-11-05 23:56:18
8877,8,4,No,2022-02-25 15:35:08
42404,19,8,Yes,2023-02-07 19:10:16
44163,26,2,Yes,2018-12-11 23:01:11
40305,10,2,Yes,2020-09-16 04:46:32
39274,10,9,Yes,2022-12-26 01:47:37
3712,27,3,No,2022-09-12 19:10:25
35493,17,2,Yes,2020-06-08 23:05:17
15308,10,6,Yes,2019-07-23 10:48:59
29618,23,7,Yes,2023-04-22 02:20:01
22729,26,2,No,2021-06-26 09:58:24
12339,5,6,Yes,2021-05-21 17:38:48
46596,6,9,No,2020-08-04 16:42:48
12737,29,2,No,2023-06-22 20:33:30
16265,12,8,No,2020-02-14 10:23:17
44364,5,2,Yes,2018-07-20 10:18:21
39759,10,2,Yes,2023-10-23 08:38:40
12545,29,2,No,2018-06-18 06:58:55
37799,4,1,Yes,2021-12-21 23:21:52
48028,2,2,No,2022-12-25 21:28:04
10797,19,8,Yes,2020-08-26 08:28:16
21868,9,9,No,2020-07-30 22:06:51
35553,27,6,Yes,2024-05-26 03:32:39
47535,2,2,No,2020-09-29 12:52:18
37034,28,9,Yes,2022-10-09 17:12:19
21491,13,9,Yes,2020-03-02 20:12:19
47816,10,7,No,2022-09-22 19:59:58
9355,23,2,Yes,2020-06-13 15:20:31
11026,22,3,No,2019-10-27 07:29:34
2868,2,6,Yes,2021-02-23 01:44:41
7105,9,6,No,2018-03-09 04:30:44
46276,7,7,No,2021-03-30 19:18:00
46235,25,6,Yes,2021-02-13 18:15:33
4389,24,6,Yes,2021-01-28 02:32:38
4022,13,4,No,2021-01-04 14:16:29
33526,26,1,No,2024-01-29 16:44:56
16251,12,9,Yes,2018-12-06 17:16:24
3623,13,4,Yes,2019-07-28 16:40:34
42409,5,4,Yes,2020-01-11 11:28:27
30409,28,8,Yes,2018-07-08 07:59:36
15152,23,9,No,2023-02-04 17:35:49
44632,8,5,No,2018-08-15 12:05:26
12157,9,7,No,2021-10-08 14:14:00
19964,25,4,Yes,2023-06-20 22:36:00
35269,24,6,No,2023-08-19 01:35:39
18533,5,3,No,2023-05-06 14:57:55
16838,9,9,Yes,2019-07-27 16:14:25
547,28,3,No,2018-03-11 10:35:02
38751,15,3,No,2019-11-06 09:14:34
47411,18,2,No,2019-07-21 22:03:57
46975,7,2,Yes,2018-11-22 19:25:16
5499,19,7,No,2023-02-08 12:47:49
44817,3,8,No,2022-12-23 18:13:25
48197,8,1,No,2020-07-26 01:47:29
35032,21,3,Yes,2021-05-16 10:24:23
37228,17,7,Yes,2022-10-04 03:37:25
49564,13,9,No,2023-05-05 20:05:39
32553,11,8,No,2020-09-30 20:26:07
16097,26,1,No,2023-10-20 01:27:27
2219,25,5,No,2020-12-25 01:57:27
41095,16,5,No,2018-06-03 07:54:24
19537,20,9,Yes,2023-12-05 10:17:01
22146,29,5,No,2020-05-25 06:11:22
18087,8,6,Yes,2023-08-08 08:28:45
40130,6,7,Yes,2022-05-19 15:15:07
29344,15,3,No,2020-02-12 06:27:30
14278,22,9,No,2018-09-03 17:42:43
20280,8,6,Yes,2018-02-09 07:09:52
42300,10,5,Yes,2023-02-22 16:49:23
8482,6,8,Yes,2024-07-21 19:37:34
10173,17,5,Yes,2023-05-21 01:00:56
20716,23,5,No,2019-01-21 17:45:34
7472,18,4,No,2018-08-15 08:10:44
413,17,3,Yes,2023-05-06 23:25:30
22282,18,2,No,2020-09-09 17:46:52
25289,8,9,No,2023-08-01 15:58:02
5361,21,4,No,2023-09-24 09:40:26
27117,23,5,Yes,2021-09-29 13:38:14
48207,26,2,No,2024-01-16 00:16:08
36252,10,6,Yes,2023-03-04 01:18:02
9002,26,9,No,2019-02-07 06:45:40
32536,18,4,Yes,2024-11-27 22:03:04
43363,18,3,Yes,2020-10-27 20:36:26
43436,27,2,No,2023-07-12 08:12:33
39919,22,3,Yes,2019-02-21 10:17:40
11770,6,5,No,2022-03-10 23:53:09
49755,28,6,Yes,2024-05-25 21:05:14
19565,14,6,Yes,2022-03-12 20:00:55
32041,8,9,Yes,2024-11-15 21:45:57
31080,20,1,No,2019-10-27 06:52:50
15874,9,4,No,2018-05-29 05:24:17
18150,28,2,Yes,2019-06-04 12:05:18
18012,2,2,No,2023-04-07 17:35:11
10406,25,5,No,2021-05-25 17:37:42
4075,28,8,Yes,2020-03-07 08:06:21
3731,24,9,Yes,2019-10-09 18:36:34
46618,20,2,Yes,2024-05-18 09:09:27
23854,1,5,No,2018-11-10 10:19:30
19294,14,9,No,2020-03-28 13:04:42
29374,18,4,Yes,2023-01-01 15:06:28
41880,18,2,Yes,2020-06-29 20:17:49
26146,14,1,Yes,2022-10-06 04:08:53
5988,3,9,Yes,2021-08-15 10:40:09
12473,26,5,No,2021-02-27 19:21:45
40529,7,3,No,2019-09-20 03:12:59
33093,1,8,No,2018-09-10 13:25:35
1083,1,1,No,2019-05-07 07:17:40
14439,7,5,No,2021-12-13 08:13:36
27957,20,2,Yes,2021-07-26 01:00:30
33851,27,7,Yes,2022-08-29 13:57:40
15883,25,3,Yes,2021-04-18 21:18:30
48091,26,6,No,2022-11-28 12:28:15
41184,26,5,No,2018-08-06 03:17:48
18473,1,1,No,2022-03-08 05:21:44
8673,27,3,Yes,2018-10-25 17:31:22
4442,19,2,Yes,2018-12-15 10:24:58
39007,6,1,No,2018-12-26 03:53:45
5242,13,1,Yes,2018-01-09 14:55:27
7683,16,5,Yes,2018-09-25 23:32:04
36907,13,1,Yes,2021-08-08 02:56:22
16303,18,1,No,2023-03-18 10:52:34
31292,12,1,Yes,2021-05-02 17:59:34
47085,24,4,No,2018-09-22 21:47:42
7742,9,5,Yes,2020-06-15 01:02:17
36223,15,6,Yes,2024-05-20 21:10:46
40771,22,6,Yes,2022-03-27 02:10:47
32193,15,3,No,2018-02-10 17:25:25
2665,5,1,Yes,2021-12-25 05:45:37
41996,10,8,No,2021-04-24 01:33:01
19738,26,2,No,2020-09-16 00:47:49
25584,21,9,No,2023-11-23 00:36:19
31715,8,5,Yes,2024-05-31 09:52:32
6011,3,9,Yes,2022-09-03 03:16:34
16938,26,7,No,2022-01-02 18:22:18
44986,21,3,Yes,2023-12-17 04:53:16
13379,9,1,No,2018-10-23 02:53:21
24512,20,8,Yes,2022-04-13 16:24:57
4882,22,8,Yes,2020-04-20 20:04:22
2655,9,1,No,2022-08-03 16:59:36
42212,29,8,No,2023-07-09 08:24:44
47467,9,5,No,2023-12-29 05:08:57
34800,16,9,Yes,2020-07-17 14:55:57
7482,16,7,No,2023-12-10 03:12:47
7267,28,9,Yes,2019-05-29 02:29:59
19018,13,8,No,2018-07-18 14:12:04
28807,6,2,No,2022-08-31 06:40:44
3238,9,9,No,2024-12-31 13:16:52
35438,5,8,No,2022-04-24 06:54:47
12946,12,7,No,2023-07-05 14:42:38
14937,23,6,Yes,2018-02-24 13:20:39
31979,17,4,No,2022-10-04 16:54:45
41363,29,1,Yes,2018-04-14 14:48:34
23072,27,3,No,2021-03-31 19:39:41
23943,10,6,No,2024-04-10 22:22:07
27720,23,3,No,2019-05-24 05:08:32
43705,4,8,Yes,2021-09-10 18:26:10
23495,16,7,No,2023-07-12 02:17:52
28763,5,2,No,2020-04-22 16:48:45
11266,16,2,No,2024-08-23 11:32:20
32425,3,5,No,2018-09-02 14:14:13
22494,20,6,No,2020-04-23 13:30:20
8309,17,4,No,2019-03-03 09:57:44
32184,14,5,Yes,2020-12-23 03:00:17
5538,19,9,Yes,2024-08-17 22:46:19
36677,11,1,Yes,2022-09-30 14:35:12
16925,4,4,Yes,2023-02-02 05:06:28
19899,7,3,Yes,2020-09-06 00:46:01
91,17,2,Yes,2021-05-21 15:16:36
18094,13,2,No,2018-01-26 07:52:30
41981,8,8,Yes,2024-05-12 17:01:58
35157,24,9,Yes,2018-03-03 12:08:50
9141,12,5,Yes,2019-01-25 05:54:37
7238,21,7,Yes,2020-03-22 01:48:21
22127,26,8,Yes,2020-01-29 14:33:56
811,19,6,No,2020-04-19 01:34:04
1554,14,5,Yes,2022-11-29 10:48:01
18632,10,5,No,2020-06-10 02:56:57
15811,21,5,No,2018-05-20 21:02:34
49435,11,5,Yes,2022-09-28 09:21:40
22993,10,9,No,2021-11-07 16:17:04
39249,10,5,No,2019-07-01 15:13:46
823,6,6,Yes,2022-07-09 17:57:16
15953,5,1,Yes,2018-09-01 06:45:56
374,1,2,Yes,2023-04-11 13:47:32
24139,3,4,Yes,2024-01-11 13:44:07
36114,11,8,No,2018-04-17 07:32:02
48569,5,1,Yes,2021-01-11 22:25:34
38751,13,6,No,2018-08-15 04:50:47
33719,16,7,No,2019-11-03 02:07:33
36112,9,3,Yes,2021-03-04 08:25:47
30234,24,9,Yes,2018-10-19 09:06:08
23737,2,6,No,2019-05-13 06:21:35
22311,25,2,No,2023-03-27 22:05:15
30472,12,7,Yes,2020-06-05 20:57:12
33487,15,5,No,2022-11-17 09:28:50
19502,8,1,No,2021-11-11 17:46:51
6336,2,6,No,2023-09-10 10:56:11
23805,10,2,Yes,2021-03-11 06:47:37
1110,9,2,Yes,2024-05-31 00:59:05
10418,16,7,Yes,2019-07-26 02:02:18
2772,9,3,No,2018-10-26 03:42:42
43670,6,8,No,2023-09-15 21:53:57
22555,12,9,Yes,2024-12-01 23:09:45
24,20,8,No,2024-12-27 13:11:16
5172,9,4,No,2021-01-07 07:07:24
36408,28,8,Yes,2023-12-04 06:05:23
31485,2,3,No,2023-03-20 22:40:43
24308,5,5,No,2020-04-07 18:54:10
48283,4,8,No,2023-02-22 15:35:43
12835,1,5,Yes,2020-01-29 02:48:11
21342,27,9,Yes,2020-08-04 05:41:50
19906,27,9,Yes,2022-08-29 08:32:22
37021,20,2,Yes,2021-02-05 01:30:19
30264,14,2,Yes,2019-06-29 05:41:58
9891,24,4,Yes,2020-11-28 20:43:15
21937,5,8,Yes,2024-10-09 00:25:35
35938,16,7,Yes,2023-04-15 18:46:28
35411,1,5,Yes,2022-04-03 05:22:14
8181,27,3,Yes,2021-09-04 13:14:02
43029,27,5,No,2022-03-12 18:18:02
29983,1,6,No,2024-10-07 10:20:33
17858,7,7,Yes,2019-01-17 13:44:03
34678,1,8,Yes,2019-05-05 05:45:54
22847,5,3,Yes,2021-09-17 08:57:37
8552,7,1,No,2019-06-26 01:10:26
44698,2,4,Yes,2024-03-22 04:15:48
12552,29,1,Yes,2024-11-15 09:52:12
43395,17,6,No,2023-06-10 22:23:51
11637,4,7,No,2024-04-19 07:18:42
943,15,2,Yes,2022-07-29 04:50:43
46782,14,2,Yes,2024-02-16 12:54:51
22143,17,8,Yes,2023-08-27 17:08:52
43592,23,1,No,2021-04-16 22:09:41
40228,21,4,Yes,2024-12-30 07:27:52
35866,25,3,No,2021-11-08 13:13:53
3840,8,5,No,2020-12-09 16:38:17
114,4,1,No,2019-01-30 14:01:28
38957,2,3,Yes,2018-10-06 13:15:44
27569,20,2,No,2024-10-07 01:35:47
34973,7,7,No,2021-11-28 08:12:42
1498,6,2,Yes,2024-01-29 15:42:37
4258,17,3,No,2021-07-25 14:43:26
44570,1,2,Yes,2021-06-12 01:06:58
16159,16,2,No,2018-01-07 22:02:04
26730,22,2,No,2020-05-30 06:03:07
1752,24,8,Yes,2020-06-06 00:00:04
18027,12,7,Yes,2020-06-19 17:59:21
25324,10,3,Yes,2023-03-09 12:39:41
8532,26,9,No,2018-07-20 05:03:54
8247,2,2,No,2023-05-13 16:33:16
15049,21,6,No,2022-08-25 04:05:03
47818,14,3,Yes,2018-06-02 11:41:32
35870,16,7,Yes,2018-04-17 19:24:19
13514,17,7,No,2022-06-01 03:04:14
45207,22,6,Yes,2021-08-31 22:12:34
15648,3,5,Yes,2020-12-30 22:21:22
23050,2,8,Yes,2024-01-27 12:32:06
13935,27,6,Yes,2024-01-23 22:56:30
1407,29,1,No,2023-07-17 03:10:54
49585,16,7,Yes,2019-06-21 00:52:12
47576,18,1,No,2023-11-14 02:37:33
20283,6,2,No,2021-12-25 03:03:41
10642,26,9,No,2020-06-28 08:04:41
33375,23,3,No,2023-02-05 12:11:58
12714,5,6,Yes,2019-05-09 11:54:31
29647,25,2,No,2024-05-08 06:24:09
27162,26,1,Yes,2023-06-13 12:03:30
24223,11,1,Yes,2023-07-09 14:21:55
8288,14,2,No,2018-04-18 05:28:52
16558,27,3,Yes,2020-09-02 14:49:17
23522,26,5,Yes,2021-04-02 11:25:30
22358,11,7,No,2021-07-26 16:24:20
39800,4,1,Yes,2019-07-19 19:11:59
4634,25,9,No,2024-03-15 02:19:47
29339,21,7,Yes,2018-04-08 12:03:26
27264,26,7,Yes,2021-02-21 10:42:27
9020,19,4,Yes,2018-02-16 15:15:22
6337,22,1,Yes,2021-03-26 05:04:50
18572,11,6,Yes,2022-01-17 17:43:17
21452,20,9,Yes,2019-12-04 21:32:11
45925,27,2,No,2023-01-16 10:56:00
36913,24,3,Yes,2019-08-30 14:49:58
37248,8,8,No,2024-03-06 06:18:16
37869,16,7,No,2022-06-26 22:00:48
9708,11,6,No,2022-09-13 08:31:32
12745,16,7,Yes,2020-08-05 04:52:02
14721,8,8,No,2019-04-03 00:09:13
7307,20,3,Yes,2024-10-16 11:46:12
38730,11,5,No,2019-02-03 14:10:40
46221,12,5,Yes,2023-01-01 18:59:48
31717,16,7,No,2024-10-26 17:00:21
31713,1,2,Yes,2019-09-09 07:22:05
49161,22,9,No,2020-10-06 13:30:21
44642,28,7,Yes,2019-01-06 23:18:42
46334,17,9,Yes,2018-02-05 23:57:39
31056,17,2,Yes,2018-09-26 19:23:52
11004,5,3,No,2019-12-10 10:01:37
42515,23,2,Yes,2018-05-23 03:16:03
5576,5,9,No,2023-08-16 00:50:58
38954,7,9,Yes,2022-02-26 04:56:46
46944,21,1,No,2021-10-11 09:42:18
26056,29,6,Yes,2021-05-02 17:04:10
26629,28,1,Yes,2024-01-12 19:01:37
36323,25,8,Yes,2021-05-08 08:43:19
13900,2,2,Yes,2022-01-13 16:55:00
