service_name,uptime_percent,incidents_reported,incident_date
API,95.43,6,2021-12-14 08:27:32
API,96.55,1,2024-03-06 06:29:47
Auth,97.21,6,2024-01-30 21:27:09
Auth,96.57,4,2018-10-02 05:35:04
Dashboard,98.93,3,2019-12-19 15:18:53
Payments,98.46,3,2020-02-15 19:07:46
API,98.7,8,2020-12-07 10:29:02
Auth,95.11,9,2022-06-05 23:42:52
Payments,96.07,0,2023-08-05 23:29:45
API,95.47,7,2022-01-29 16:00:49
API,96.81,5,2020-07-22 15:54:27
Dashboard,98.24,3,2018-09-25 11:36:21
Payments,97.77,4,2018-04-02 09:06:38
Auth,95.73,3,2020-09-28 21:07:40
Dashboard,95.54,4,2024-03-05 06:38:36
Auth,99.86,8,2021-06-18 04:18:55
Payments,95.87,0,2019-08-20 02:13:42
Auth,96.95,7,2018-03-08 19:52:44
Dashboard,97.35,8,2022-12-25 12:17:16
Payments,97.07,3,2024-01-20 20:57:15
Dashboard,99.79,5,2024-07-07 12:33:22
Payments,95.66,7,2020-05-06 05:04:14
API,98.92,0,2024-05-30 01:22:02
Auth,96.88,6,2019-12-06 14:09:35
Auth,99.35,4,2018-09-28 16:10:11
Payments,95.01,4,2022-09-13 22:49:19
Auth,97.8,1,2019-03-04 05:20:08
Dashboard,96.67,8,2019-03-08 11:16:39
Dashboard,96.13,3,2022-08-02 19:52:11
Payments,99.39,8,2018-03-23 06:25:51
Dashboard,98.46,2,2021-12-15 08:58:25
API,97.05,2,2022-09-23 04:10:52
API,99.21,9,2020-07-24 12:43:24
Auth,97.91,2,2024-01-20 17:23:42
Auth,95.23,5,2022-07-23 22:15:28
Auth,99.1,2,2019-01-22 06:50:09
Payments,96.61,4,2019-10-13 20:34:04
API,95.66,2,2024-07-28 14:48:34
Auth,98.0,3,2024-10-05 14:43:00
API,97.71,2,2024-11-15 10:32:48
Auth,99.52,9,2018-05-25 06:52:22
API,99.44,5,2021-03-07 11:02:32
API,96.58,5,2021-04-27 20:39:59
Dashboard,98.52,8,2019-08-22 23:05:29
Auth,97.69,6,2024-05-28 04:45:59
Payments,96.68,9,2019-06-23 07:32:50
Payments,97.07,4,2018-01-01 17:23:10
Payments,95.46,7,2021-09-14 19:09:54
API,95.59,9,2018-03-14 02:54:47
Payments,95.71,4,2018-05-09 02:24:22
Payments,95.63,7,2024-09-04 01:49:35
Auth,97.9,1,2018-09-20 11:12:48
Payments,95.6,2,2023-06-17 16:29:28
Dashboard,97.16,0,2019-08-09 23:36:14
Auth,96.25,8,2021-12-29 03:38:32
Dashboard,96.51,3,2018-12-08 20:45:17
API,95.03,0,2022-10-17 15:44:00
Dashboard,97.12,6,2018-02-27 18:06:53
Dashboard,98.73,3,2022-10-06 04:26:10
Payments,98.55,5,2021-06-04 17:09:28
Dashboard,99.66,0,2024-09-11 14:26:00
Auth,99.84,8,2020-03-01 08:09:56
Payments,99.31,9,2021-05-07 04:47:58
API,97.75,5,2021-05-01 09:26:31
API,97.16,8,2018-10-23 20:12:41
Dashboard,97.27,5,2018-03-02 09:13:15
Dashboard,99.35,7,2019-10-30 09:31:17
Payments,96.83,2,2024-03-20 18:38:26
API,98.59,9,2023-04-20 17:47:48
Dashboard,95.93,5,2024-02-15 17:16:42
Dashboard,98.16,7,2023-10-26 15:28:19
Auth,96.86,3,2018-11-25 03:11:43
API,95.22,6,2020-11-23 15:59:04
Auth,98.87,6,2021-02-07 05:33:30
Auth,95.2,7,2024-07-07 18:00:47
Dashboard,96.8,3,2018-12-28 22:23:33
API,97.15,7,2024-01-28 01:33:54
Payments,96.58,4,2020-02-21 02:37:21
Auth,97.8,3,2018-11-08 02:54:30
API,98.85,3,2023-01-12 23:33:53
API,97.76,4,2023-02-13 21:32:41
Dashboard,95.64,6,2024-07-05 21:01:10
API,99.11,0,2023-01-04 05:51:50
Dashboard,99.67,8,2020-05-17 05:19:50
Auth,96.51,3,2019-04-23 22:21:17
API,98.13,1,2023-09-30 15:27:02
Dashboard,98.55,7,2023-12-22 12:23:52
Auth,99.87,9,2019-03-31 04:12:28
API,96.76,8,2018-06-08 18:39:17
API,99.03,8,2020-07-20 02:40:18
API,95.18,4,2023-08-20 17:48:17
Auth,95.57,4,2021-05-05 01:46:29
Auth,95.42,3,2018-01-10 01:39:55
Auth,99.12,7,2023-01-12 13:30:44
Payments,97.99,3,2023-10-21 07:05:45
Auth,96.32,7,2022-04-23 12:42:34
Dashboard,95.85,4,2024-06-27 20:31:19
Auth,98.83,2,2021-04-14 17:55:37
Auth,98.48,5,2020-08-14 03:27:35
Dashboard,96.93,7,2021-11-05 17:15:38
Auth,97.02,8,2019-02-18 01:44:14
Dashboard,96.63,4,2024-04-16 17:42:58
Dashboard,96.2,6,2018-01-30 19:59:16
Dashboard,95.57,3,2022-09-17 02:55:20
Dashboard,97.69,2,2022-03-24 10:32:49
API,96.12,8,2021-02-19 15:32:16
API,96.6,0,2023-03-01 10:26:47
Payments,97.73,8,2023-12-03 17:27:38
API,96.89,8,2020-03-22 02:10:50
Dashboard,97.15,6,2020-03-23 22:35:10
API,97.11,2,2021-05-21 00:27:44
Dashboard,98.33,4,2023-10-03 11:45:13
Payments,95.01,4,2023-07-09 05:27:18
API,97.85,0,2022-09-17 21:42:27
API,97.69,1,2022-08-24 21:58:34
API,99.36,0,2018-04-30 14:12:11
Auth,95.47,2,2022-09-08 16:47:41
Dashboard,97.48,5,2023-11-03 06:38:17
Dashboard,96.39,8,2020-06-02 04:14:59
Payments,97.53,1,2020-03-15 17:53:36
Payments,97.49,3,2021-09-05 07:29:16
Auth,99.45,8,2019-11-09 16:58:50
Dashboard,96.89,3,2018-03-11 03:25:26
Auth,97.48,2,2024-04-08 05:32:15
API,95.88,2,2024-06-11 10:50:32
API,95.53,5,2024-02-11 21:21:39
Dashboard,99.71,3,2022-07-13 21:02:06
Dashboard,97.33,3,2022-01-03 00:45:26
Payments,96.71,7,2023-10-08 15:18:39
Dashboard,99.79,4,2022-03-08 00:03:36
API,96.34,6,2020-08-28 17:02:11
Auth,98.22,3,2018-02-18 14:31:29
Auth,96.77,7,2022-06-29 16:57:44
Auth,99.78,4,2024-08-25 06:37:28
Auth,97.1,9,2020-09-08 03:52:04
Payments,97.13,3,2024-05-18 05:22:21
Auth,97.18,1,2021-05-15 02:58:15
Auth,96.54,6,2019-02-17 01:56:16
Auth,98.18,6,2024-08-05 14:59:16
API,96.66,2,2019-05-24 22:13:25
Dashboard,96.21,8,2021-12-29 12:49:51
Auth,95.75,5,2024-12-21 00:57:13
Auth,96.45,7,2021-07-06 23:20:05
Auth,99.84,8,2022-01-14 12:44:32
Dashboard,98.59,9,2024-03-27 02:32:42
API,96.35,4,2019-03-09 06:47:22
Dashboard,97.67,7,2018-05-11 23:09:55
API,98.02,2,2024-03-28 13:25:08
Auth,95.09,6,2018-02-23 04:33:53
Dashboard,96.72,4,2024-11-10 22:16:58
Payments,98.68,2,2021-02-25 06:09:02
Dashboard,97.1,5,2024-04-26 15:12:15
Dashboard,96.34,0,2021-01-22 15:42:46
Payments,99.63,3,2019-10-10 02:49:41
Auth,95.74,4,2019-10-24 12:39:33
API,99.22,4,2024-03-27 05:17:55
API,99.58,8,2019-09-19 17:54:37
Auth,95.7,2,2023-12-11 10:56:31
Auth,96.53,2,2022-11-06 17:22:33
Auth,98.96,1,2019-12-28 14:51:25
Payments,99.01,6,2020-11-25 00:03:49
API,98.91,9,2021-09-07 00:24:39
Payments,95.25,1,2019-03-12 07:38:16
Auth,96.57,8,2022-05-06 15:21:22
API,97.95,5,2018-12-03 11:24:00
Auth,96.05,2,2023-09-27 04:04:12
Dashboard,98.54,5,2019-04-28 11:01:55
Dashboard,97.78,8,2019-06-02 02:16:05
Dashboard,98.38,2,2023-12-20 22:12:55
Payments,96.84,4,2023-07-11 21:33:48
Auth,99.91,9,2019-04-17 08:06:04
Auth,95.66,5,2021-11-10 10:40:07
Payments,99.9,4,2023-10-18 04:11:17
Dashboard,96.61,0,2020-03-07 11:12:40
Payments,99.71,6,2019-09-05 17:15:29
Dashboard,96.28,1,2018-07-07 04:43:19
API,96.6,9,2023-12-04 11:49:47
Dashboard,97.32,1,2019-01-16 14:53:13
API,95.99,0,2020-07-22 12:32:17
Auth,96.97,1,2024-12-09 08:53:33
Payments,95.51,3,2021-06-24 16:26:15
Auth,99.98,7,2020-12-04 12:53:01
Dashboard,98.08,0,2021-02-27 13:27:42
Dashboard,97.52,1,2021-08-19 16:24:20
Dashboard,97.98,2,2021-03-28 07:46:14
Dashboard,98.56,8,2022-01-29 17:27:02
Dashboard,95.76,9,2020-12-04 20:23:45
Auth,97.18,9,2024-10-03 19:07:05
Dashboard,96.53,7,2021-02-05 17:43:12
Auth,96.84,9,2018-02-20 19:04:28
Auth,96.1,4,2024-11-12 08:36:15
Auth,95.15,4,2021-12-22 09:58:56
Payments,99.93,8,2019-03-13 16:45:22
Dashboard,97.85,2,2024-12-24 07:20:28
Dashboard,98.35,9,2019-02-02 09:52:21
Auth,99.56,6,2018-07-16 15:18:45
Auth,95.31,1,2022-08-20 13:02:05
API,97.4,4,2021-04-14 05:21:36
API,96.87,6,2023-02-28 21:09:19
Dashboard,96.88,0,2022-08-02 22:54:56
Dashboard,99.98,6,2020-06-11 08:03:43
Auth,97.46,1,2019-08-29 12:23:11
Dashboard,96.53,6,2021-12-09 11:24:41
Dashboard,98.0,6,2018-05-11 20:26:42
API,97.14,4,2024-06-20 20:26:33
Dashboard,99.98,0,2024-09-09 09:29:51
Auth,96.59,8,2023-10-30 06:58:56
Auth,97.18,9,2020-09-18 16:19:32
Payments,98.85,3,2020-03-20 08:09:12
Dashboard,99.58,4,2018-10-19 06:20:43
Auth,98.96,9,2018-04-05 14:36:43
Payments,95.91,8,2020-08-05 22:35:47
Auth,98.99,8,2019-05-29 05:32:44
Payments,97.72,0,2022-10-27 18:23:57
Payments,96.24,3,2023-06-16 18:39:50
Auth,97.26,6,2022-10-02 03:21:45
API,97.83,6,2023-09-30 13:09:32
Dashboard,96.41,2,2019-06-02 09:38:42
API,99.83,4,2022-02-18 14:18:47
API,99.95,4,2018-02-03 02:08:14
Auth,99.74,6,2022-08-29 11:44:27
Dashboard,99.84,1,2023-02-20 03:00:03
Dashboard,96.16,5,2021-07-15 06:37:06
Payments,95.58,2,2019-09-09 15:23:10
Auth,97.49,5,2024-08-19 16:32:40
Payments,97.11,1,2020-10-04 01:05:58
Payments,99.89,6,2021-05-21 18:58:28
Auth,97.02,3,2023-08-04 15:14:04
Payments,95.58,2,2022-03-14 07:12:10
API,95.4,4,2018-11-28 16:39:12
Auth,96.22,6,2019-02-02 11:57:21
Auth,95.01,1,2018-12-10 07:07:33
Payments,99.26,9,2020-05-28 14:17:51
Dashboard,96.89,9,2023-10-31 17:59:40
Dashboard,96.76,9,2020-08-13 00:40:29
Dashboard,95.57,6,2021-06-13 16:56:14
Payments,96.9,7,2020-09-11 16:26:22
Auth,99.9,9,2023-07-14 08:47:55
Dashboard,96.71,2,2022-08-10 15:43:29
Auth,96.83,9,2021-02-08 08:55:16
API,96.54,7,2020-06-13 04:16:52
API,96.89,3,2024-03-13 20:33:50
API,96.1,4,2024-03-11 00:02:13
Payments,97.29,8,2023-03-09 18:08:27
Dashboard,96.95,3,2020-07-19 14:02:29
API,97.29,0,2019-01-03 15:08:05
Auth,95.35,6,2020-08-27 05:22:31
Dashboard,99.25,6,2021-05-23 18:00:37
Auth,99.83,7,2024-02-12 12:28:46
Payments,99.14,8,2019-06-23 12:31:45
API,96.69,2,2021-05-09 09:42:55
Payments,99.66,8,2021-08-11 04:20:51
Dashboard,99.0,0,2018-03-08 17:14:56
Dashboard,99.45,8,2020-09-17 20:34:13
API,96.43,9,2024-05-12 08:15:46
Dashboard,95.11,6,2021-06-05 08:49:17
API,98.01,9,2023-07-21 12:39:19
Payments,95.03,8,2020-11-02 15:30:06
Payments,96.94,7,2021-05-21 06:46:59
Dashboard,97.62,7,2024-03-13 07:28:47
Payments,99.41,1,2018-09-26 15:08:33
Dashboard,98.62,1,2019-11-17 13:35:40
Payments,96.98,0,2020-09-18 16:46:44
API,97.24,3,2018-02-21 06:01:50
API,98.61,0,2018-01-25 06:01:36
Payments,96.04,3,2022-02-01 15:54:52
Dashboard,99.89,2,2022-11-21 20:11:14
Payments,98.86,0,2024-10-02 21:55:14
Auth,97.8,1,2024-04-20 14:15:26
Payments,96.13,4,2018-07-17 20:06:37
Payments,96.87,5,2020-05-15 20:56:17
Auth,96.14,3,2024-12-16 19:18:51
Auth,97.76,0,2022-11-30 15:48:52
Payments,95.01,4,2020-04-05 04:28:59
Payments,98.83,8,2021-08-15 02:30:23
API,95.75,9,2022-01-10 22:40:18
Auth,95.65,3,2020-02-11 08:22:38
Payments,96.71,2,2024-10-13 15:58:39
Auth,96.08,4,2023-02-03 14:59:24
Dashboard,97.28,9,2024-04-30 11:22:02
API,95.62,8,2024-10-22 14:23:20
Payments,97.24,4,2019-05-06 05:02:51
Auth,96.81,5,2019-11-22 12:23:43
Payments,97.81,8,2022-09-15 02:43:48
Auth,97.33,3,2023-05-22 20:00:55
API,96.97,2,2018-09-28 08:30:41
Payments,97.69,6,2019-11-26 03:47:17
Dashboard,97.31,1,2021-06-14 02:12:28
API,97.25,0,2019-01-18 22:00:53
Dashboard,98.73,1,2020-06-26 18:35:06
Dashboard,98.65,2,2023-01-10 23:01:31
API,99.94,1,2022-12-22 20:11:58
Auth,95.68,5,2023-03-10 14:35:51
Auth,96.07,0,2024-07-22 07:14:55
Auth,97.85,6,2020-09-28 02:51:08
Payments,95.3,8,2024-07-16 19:04:22
Auth,95.09,7,2022-09-16 11:30:28
Payments,95.57,0,2022-04-06 01:42:48
Dashboard,96.16,8,2019-07-31 12:21:52
API,97.75,4,2018-07-25 04:55:43
Dashboard,98.54,3,2020-11-04 21:31:14
Auth,99.39,7,2019-06-08 02:29:53
Auth,99.1,5,2020-03-22 12:43:23
Dashboard,99.79,9,2021-12-07 07:51:57
Auth,96.31,5,2024-11-24 18:12:05
API,96.56,9,2023-03-10 02:16:24
Payments,97.17,0,2018-01-21 01:02:06
Auth,98.27,7,2020-03-29 16:59:25
Payments,98.72,4,2020-02-16 08:28:41
Auth,99.93,5,2024-06-14 16:24:40
Dashboard,99.25,8,2020-03-13 13:30:29
Dashboard,98.47,3,2022-04-02 09:43:17
Payments,96.7,4,2021-05-26 06:27:32
API,99.06,2,2020-06-13 09:20:30
Auth,95.21,0,2024-10-12 10:34:54
API,95.48,1,2020-10-19 00:34:07
Auth,97.85,3,2020-11-11 02:36:35
Payments,99.77,3,2019-12-24 11:14:46
Dashboard,96.67,1,2021-02-22 21:58:39
Auth,98.68,8,2023-04-10 13:02:46
Dashboard,98.39,6,2020-03-13 06:31:37
Dashboard,95.03,4,2021-06-21 15:56:43
API,98.35,1,2019-08-16 11:03:10
Payments,98.21,0,2024-06-12 12:30:49
Auth,97.55,8,2024-01-29 19:37:10
API,97.88,1,2022-08-24 12:40:18
Auth,98.93,9,2022-05-08 17:00:03
Payments,98.71,6,2022-10-05 14:01:45
Auth,98.78,9,2023-10-04 12:23:58
Payments,97.69,2,2024-08-21 14:23:01
Auth,96.59,0,2022-09-23 18:23:08
Auth,98.52,0,2019-02-06 23:59:57
Dashboard,99.05,0,2024-04-08 02:42:40
Dashboard,98.73,3,2024-04-06 00:35:33
Auth,97.97,3,2021-10-13 13:25:31
Payments,98.96,9,2018-12-27 22:18:08
API,96.45,0,2024-04-16 00:09:50
API,99.58,3,2024-10-16 04:10:26
Payments,99.61,8,2022-07-10 12:11:23
Dashboard,98.66,1,2019-10-28 15:14:05
Dashboard,95.08,7,2023-04-17 22:00:09
Dashboard,99.41,2,2024-03-16 05:11:11
API,98.68,0,2020-05-19 11:25:02
API,97.56,2,2022-08-30 19:56:41
API,99.66,8,2024-08-16 17:06:35
Auth,97.28,4,2020-05-29 03:08:29
Auth,95.17,2,2018-12-04 07:57:26
Auth,96.14,8,2019-02-05 22:21:09
API,95.56,8,2024-12-27 00:13:19
Payments,96.01,4,2019-06-22 14:07:44
Payments,98.22,9,2022-01-16 22:23:43
Dashboard,99.83,9,2019-07-04 07:40:40
Auth,97.02,6,2024-12-15 08:57:27
Payments,96.2,7,2023-10-21 09:55:14
API,97.71,9,2018-07-30 15:00:48
API,99.21,5,2023-02-17 22:11:09
Auth,96.56,0,2022-01-08 17:47:20
Auth,97.89,5,2019-02-28 22:01:56
Dashboard,95.44,0,2020-03-06 02:20:33
API,99.96,8,2018-07-03 07:56:37
API,97.01,7,2019-06-24 00:39:29
API,97.76,4,2019-10-06 03:45:20
Payments,97.49,0,2019-07-09 19:10:34
API,95.77,3,2023-12-27 14:51:21
Dashboard,97.86,1,2024-08-01 07:59:14
API,98.2,9,2023-08-08 17:53:57
Dashboard,98.39,2,2020-02-17 17:21:01
Dashboard,97.1,1,2019-02-25 09:06:17
Dashboard,95.68,4,2019-03-04 22:19:06
API,95.78,1,2020-04-04 03:33:24
Auth,97.4,5,2021-04-19 05:36:02
Dashboard,98.79,5,2021-05-04 00:25:09
API,99.08,2,2022-11-23 12:37:59
API,95.1,8,2021-01-17 16:24:25
API,98.84,4,2018-09-23 11:36:11
Auth,98.21,7,2018-09-29 04:09:33
Payments,97.27,3,2024-01-02 08:24:04
Payments,96.38,6,2018-10-28 07:10:24
Dashboard,96.83,9,2018-01-07 13:53:20
Dashboard,95.62,8,2024-10-04 15:23:57
Auth,98.43,0,2022-09-20 12:26:21
Auth,97.03,8,2020-02-15 17:28:30
Payments,95.76,9,2019-01-11 11:32:06
Payments,99.72,0,2020-04-19 06:25:35
API,95.11,9,2022-12-28 08:32:16
Payments,97.12,1,2023-12-22 05:34:19
Auth,95.62,8,2021-03-29 01:48:22
Payments,97.31,3,2024-02-22 17:35:47
Dashboard,98.93,2,2019-04-25 19:52:55
Auth,99.46,8,2018-12-20 19:11:01
Payments,99.84,3,2023-06-21 02:35:19
API,98.2,5,2023-02-08 03:05:08
API,95.11,7,2024-07-20 05:12:51
Payments,99.23,9,2022-09-14 03:25:34
Auth,98.16,4,2022-09-07 05:25:50
Auth,99.64,3,2018-08-11 06:40:15
Payments,98.03,1,2021-05-28 13:35:38
API,97.08,3,2018-04-08 06:34:10
Dashboard,98.77,7,2024-02-15 14:26:47
Auth,97.02,1,2023-02-05 09:03:25
API,97.86,5,2023-12-01 10:02:08
Payments,99.32,9,2021-06-18 20:55:16
Auth,98.74,3,2020-09-12 18:22:04
Auth,96.54,1,2022-12-27 16:29:18
Payments,98.22,5,2019-05-29 02:05:58
Payments,98.93,4,2021-06-12 19:53:29
Dashboard,98.8,1,2024-04-08 20:50:30
Payments,96.53,0,2020-09-09 02:27:22
API,99.44,9,2018-02-02 02:11:22
Payments,98.61,4,2020-01-21 14:01:07
Payments,98.46,6,2018-09-01 16:22:41
Payments,98.82,2,2023-04-11 04:20:34
Auth,96.23,5,2021-01-23 21:07:20
API,99.03,0,2018-01-29 20:04:15
Dashboard,99.11,8,2022-08-23 06:32:09
Payments,95.49,2,2020-12-24 02:40:04
API,97.55,3,2019-11-29 03:42:50
Dashboard,95.91,9,2023-10-10 19:57:19
API,99.92,2,2021-01-22 12:04:57
Auth,96.88,1,2020-01-03 23:23:01
Auth,95.03,6,2021-03-07 23:21:03
Dashboard,95.65,7,2020-07-23 15:46:34
Payments,96.99,4,2022-01-21 16:44:43
Auth,95.46,6,2023-11-17 20:45:13
API,99.24,5,2024-08-05 10:07:21
Payments,97.34,0,2018-06-27 10:20:30
Payments,98.19,5,2022-12-28 09:11:42
Payments,97.44,8,2023-10-19 23:23:35
Dashboard,98.06,2,2020-08-21 11:00:12
Payments,97.79,7,2018-12-08 23:35:17
Auth,95.03,3,2020-03-29 14:46:04
API,99.06,4,2024-09-05 05:51:47
API,97.8,8,2019-10-23 06:18:27
Dashboard,97.18,5,2020-06-04 10:51:18
Payments,98.28,9,2019-01-16 23:50:36
Payments,99.59,2,2020-09-21 06:38:46
Auth,98.74,1,2021-01-16 19:09:15
Auth,97.65,1,2024-10-05 11:28:48
API,99.22,8,2023-09-12 23:35:31
Auth,97.19,2,2022-04-02 04:37:48
API,98.82,9,2024-02-29 01:27:00
API,96.77,8,2019-05-14 22:55:22
Dashboard,96.16,5,2023-03-24 00:19:31
Auth,98.48,9,2023-08-20 07:58:29
Auth,99.17,0,2020-10-16 13:41:07
Dashboard,99.62,0,2021-02-13 03:23:51
Dashboard,95.88,0,2018-06-23 13:13:14
API,96.09,3,2022-09-22 22:43:24
API,97.33,6,2019-11-03 16:40:25
Dashboard,97.59,7,2022-01-22 13:00:39
API,98.35,7,2022-11-30 22:58:36
Dashboard,97.67,6,2018-10-31 17:29:15
Auth,99.71,8,2018-07-21 20:52:54
Payments,96.0,8,2023-07-18 17:13:31
Dashboard,99.61,9,2024-03-10 01:06:21
Dashboard,98.29,5,2022-09-16 18:42:30
Auth,96.13,2,2021-11-28 00:03:10
Dashboard,98.6,6,2022-10-11 22:34:56
Payments,95.88,6,2019-12-24 01:58:17
Dashboard,96.76,5,2022-01-06 17:22:04
Payments,98.31,2,2021-11-17 06:45:26
Dashboard,99.31,1,2022-07-17 08:44:13
API,97.78,6,2020-08-22 21:53:31
API,98.35,6,2018-04-07 16:29:40
API,97.05,2,2024-11-20 13:33:14
Auth,98.67,9,2023-07-21 20:06:35
API,99.66,0,2019-04-02 06:35:51
Dashboard,98.02,1,2023-05-31 22:47:28
API,96.6,0,2019-09-14 12:17:42
Auth,97.17,2,2020-06-07 02:35:56
Dashboard,95.88,8,2018-07-16 13:20:35
Payments,96.81,5,2023-12-28 10:19:34
Dashboard,99.66,5,2021-03-07 07:04:04
API,99.32,8,2021-04-07 04:42:02
Payments,97.06,7,2020-01-06 05:58:53
Payments,98.25,5,2024-10-01 17:12:53
Payments,95.74,9,2020-01-31 02:55:35
Payments,97.79,9,2018-01-28 17:43:30
API,99.13,8,2021-03-11 11:40:50
API,96.43,2,2019-10-13 14:30:29
API,99.95,1,2018-06-14 06:14:57
Payments,99.71,0,2021-10-01 14:49:29
API,95.38,9,2018-02-24 23:07:21
Dashboard,98.28,6,2020-05-26 07:10:29
API,99.98,2,2021-03-16 13:20:23
Auth,98.17,0,2020-05-04 17:03:32
Auth,97.33,7,2019-03-15 04:30:19
API,95.85,0,2024-03-25 08:27:46
Auth,98.92,4,2024-11-20 18:15:44
Dashboard,99.87,0,2024-12-16 04:06:00
Auth,97.66,9,2020-03-12 09:35:56
Auth,98.16,3,2024-04-30 18:37:40
Dashboard,95.6,8,2023-11-15 10:53:39
Payments,95.1,0,2023-02-28 17:51:50
Payments,97.68,4,2020-07-01 02:30:25
Dashboard,95.28,5,2020-12-09 01:45:15
Dashboard,98.15,8,2019-06-03 02:01:58
Dashboard,98.28,9,2022-03-26 06:39:01
Payments,95.39,3,2019-08-15 06:29:57
API,95.94,1,2018-04-10 09:30:34
Dashboard,99.64,6,2023-12-12 09:28:09
API,96.22,9,2022-10-20 03:37:20
API,95.27,5,2019-10-29 13:14:08
API,95.7,2,2021-07-02 22:38:13
API,98.81,5,2018-09-25 13:42:20
Auth,97.89,2,2023-12-07 12:54:16
API,97.46,8,2021-11-30 02:57:21
Auth,99.86,7,2018-07-16 15:25:41
Auth,98.47,9,2018-09-10 23:43:35
API,98.34,5,2022-06-06 08:56:43
Auth,95.56,2,2020-09-05 00:33:57
API,97.57,5,2024-03-29 01:16:54
Auth,97.58,1,2021-02-19 10:19:24
Payments,97.43,4,2023-06-10 02:56:25
Dashboard,99.2,9,2024-07-21 12:59:40
Dashboard,98.06,8,2019-07-31 18:21:19
Payments,99.83,2,2021-04-21 10:37:43
API,97.73,3,2022-09-08 15:58:39
Payments,99.65,1,2021-12-22 11:27:29
API,99.2,5,2020-06-28 03:34:53
API,96.12,1,2018-01-09 06:59:03
API,96.25,4,2019-05-06 04:51:48
API,96.16,4,2022-05-26 23:15:33
Payments,98.28,6,2024-06-08 13:41:13
Dashboard,97.3,3,2021-09-25 09:34:59
Dashboard,99.34,6,2020-11-05 07:31:50
Payments,97.83,7,2019-09-13 16:43:06
Auth,95.66,9,2021-07-15 19:59:53
Dashboard,99.3,6,2022-07-03 07:57:23
Dashboard,96.64,2,2019-01-24 08:38:08
Auth,99.03,1,2022-12-17 12:01:54
Payments,96.22,3,2020-07-09 01:39:37
Payments,99.59,1,2023-02-03 11:43:31
API,97.91,3,2024-10-28 15:20:13
Dashboard,97.62,5,2020-05-14 22:30:30
API,99.13,4,2023-11-20 22:57:05
Dashboard,95.06,6,2023-03-02 05:37:37
API,96.52,6,2024-06-11 03:50:55
Payments,96.53,2,2020-03-29 02:15:17
Payments,99.76,3,2021-08-23 10:24:14
API,95.56,5,2022-08-20 09:05:16
Payments,97.51,6,2023-02-15 19:55:35
Dashboard,97.38,1,2023-02-01 01:15:16
Dashboard,96.91,7,2020-10-01 21:34:45
Payments,96.0,0,2019-02-10 20:52:17
Dashboard,98.66,0,2018-10-03 04:21:57
Dashboard,99.25,7,2020-03-13 16:49:06
Payments,95.36,9,2021-07-13 22:35:59
Auth,96.89,1,2020-10-23 14:17:52
Dashboard,96.89,5,2019-05-11 14:02:24
Payments,98.52,6,2023-09-17 07:35:58
Payments,96.51,6,2020-04-26 20:14:23
Auth,98.83,2,2018-07-14 11:14:35
Payments,98.21,9,2020-01-06 13:14:49
API,95.17,1,2018-02-12 19:20:16
Dashboard,97.14,5,2018-03-02 15:24:44
Auth,98.26,6,2019-01-26 04:25:15
Dashboard,98.86,5,2021-12-27 20:14:56
Auth,98.21,5,2022-03-01 19:46:25
Payments,98.78,1,2022-10-17 07:24:37
API,97.17,2,2022-12-22 07:45:33
Payments,95.13,8,2019-02-19 10:24:34
API,95.13,7,2019-09-10 13:28:01
Auth,96.55,7,2021-05-08 12:27:18
API,99.5,9,2021-02-18 10:26:53
Payments,96.82,3,2020-11-27 13:04:07
Auth,98.61,1,2021-12-10 10:14:18
Dashboard,97.63,1,2023-02-13 08:21:11
Auth,98.08,2,2024-08-30 13:58:27
Dashboard,95.98,5,2024-12-07 06:59:43
Dashboard,95.66,1,2019-10-14 19:16:46
Auth,95.46,5,2024-07-29 23:28:21
Dashboard,96.39,6,2021-12-25 21:32:27
Payments,96.89,3,2022-11-09 21:21:05
API,95.56,4,2021-10-05 10:10:58
Payments,97.01,7,2022-09-23 03:40:00
Payments,99.43,2,2024-03-04 15:30:01
Dashboard,98.77,9,2019-05-07 10:58:15
Payments,97.51,9,2023-06-30 12:21:50
Auth,98.41,5,2022-01-02 06:14:37
Auth,99.29,0,2021-05-01 17:52:02
Auth,99.96,1,2019-08-22 17:54:40
API,95.51,5,2020-12-23 01:43:02
Payments,95.11,3,2024-06-29 03:44:23
Payments,99.61,9,2022-03-11 17:11:13
Dashboard,98.23,1,2019-03-31 14:05:18
Dashboard,96.17,2,2018-10-15 02:50:31
Auth,98.83,8,2021-08-15 19:37:45
Dashboard,97.4,6,2020-12-08 06:16:38
Auth,97.04,3,2018-05-25 03:22:01
Dashboard,98.68,5,2021-07-01 00:25:05
API,96.63,2,2021-07-12 08:37:21
API,95.44,6,2019-05-08 03:08:45
API,99.07,4,2018-08-20 15:56:44
Dashboard,99.26,2,2023-08-31 15:55:19
Auth,97.19,0,2022-10-30 14:13:58
Dashboard,98.55,6,2020-07-19 12:33:14
Payments,96.95,3,2018-05-11 23:19:15
Payments,95.99,1,2018-08-15 08:50:50
Payments,97.36,5,2021-05-04 15:28:34
Dashboard,97.56,1,2024-06-10 01:06:32
Auth,98.94,9,2023-04-10 15:11:24
Auth,95.96,6,2018-04-08 17:27:24
Auth,99.81,4,2020-05-14 23:44:50
Payments,98.47,7,2024-08-14 05:15:05
Dashboard,97.93,7,2020-02-28 09:48:05
