ticket_id,user_id,issue_type,resolution_time_hours,satisfaction_score,ticket_date
7706,411,Login,49,4,2019-12-15 05:55:36
26129,2178,Feature Request,98,5,2020-02-15 09:42:21
168256,23024,Billing,116,3,2022-01-23 20:25:49
190959,789,Billing,67,4,2023-09-07 00:57:36
49449,22633,Bug,44,4,2024-04-16 10:59:59
12260,33893,Bug,108,3,2021-10-10 07:18:32
74186,44110,Billing,111,3,2020-06-28 08:12:16
79646,26733,Feature Request,5,5,2022-02-19 13:23:21
163889,28590,Login,12,1,2024-04-16 05:42:27
40264,25244,Billing,31,5,2022-06-14 23:49:26
175014,40448,Login,29,3,2019-06-30 08:36:50
102331,733,Login,37,5,2022-01-02 07:54:09
100440,30217,Bug,79,2,2018-07-13 09:31:46
177621,14687,Feature Request,6,4,2019-05-25 11:18:42
79170,10193,Login,75,2,2018-10-31 22:55:12
90566,31144,Feature Request,106,5,2024-06-26 23:15:08
126835,43772,Bug,75,1,2023-02-07 03:21:52
79707,41449,Feature Request,112,2,2019-01-03 06:28:35
41083,11825,Login,66,4,2024-03-18 12:52:21
97477,12631,Bug,72,5,2020-03-04 05:20:53
38859,12817,Feature Request,4,5,2024-07-27 13:54:37
48236,20988,Login,119,5,2020-03-19 04:01:16
1510,7774,Login,100,5,2022-03-28 19:26:37
63891,34070,Billing,69,3,2024-10-10 08:16:17
15995,5922,Bug,56,1,2020-02-01 06:35:36
33923,17136,Login,49,1,2020-04-08 18:55:07
25594,24976,Bug,116,2,2019-08-13 04:17:25
113691,4495,Login,85,4,2024-03-20 05:40:57
15908,10855,Bug,70,2,2022-07-29 10:32:03
49555,26192,Bug,86,5,2024-03-29 03:56:40
130532,32947,Bug,46,1,2024-08-21 10:28:24
184211,49898,Login,105,3,2018-02-01 01:51:18
38693,43129,Feature Request,89,3,2022-01-06 00:26:05
33468,12284,Bug,32,5,2018-09-03 19:13:58
1801,24362,Feature Request,35,4,2021-01-25 16:42:30
7432,7825,Billing,93,2,2018-01-08 01:35:19
128809,17883,Billing,64,2,2019-02-02 11:39:06
64669,36541,Bug,40,4,2024-01-09 04:41:17
103748,14704,Bug,15,4,2018-12-08 08:32:42
135037,5048,Login,23,1,2021-06-21 07:55:21
36850,79,Login,43,4,2019-06-28 18:33:25
98762,35583,Login,79,4,2022-05-30 20:08:27
146114,7751,Billing,8,5,2021-08-23 06:39:31
90727,12362,Login,10,4,2024-12-12 19:35:32
85205,4020,Feature Request,108,4,2019-10-05 06:55:44
162413,4593,Feature Request,38,3,2019-01-22 00:09:40
155386,34581,Login,69,5,2024-05-12 01:25:51
195379,26174,Billing,61,5,2020-07-20 23:17:14
166432,32786,Feature Request,118,1,2019-03-24 02:19:43
67855,33423,Login,76,2,2024-01-09 20:03:31
136952,47253,Login,13,1,2022-03-25 02:32:57
127980,49090,Feature Request,6,1,2023-11-13 22:28:44
146960,19583,Login,118,5,2023-03-17 07:51:38
132132,45001,Billing,101,1,2020-12-29 19:47:28
37000,34806,Login,17,3,2020-06-07 14:38:15
57603,9755,Feature Request,67,2,2022-01-05 15:47:36
168599,41993,Bug,78,1,2020-01-25 06:30:48
95552,22498,Billing,33,5,2018-01-14 10:51:24
152719,31473,Feature Request,111,4,2018-04-06 12:42:07
54358,41176,Feature Request,115,4,2022-06-12 09:01:36
105947,45677,Feature Request,34,3,2022-02-28 06:49:17
47817,42435,Feature Request,11,5,2021-04-07 10:53:52
155709,7963,Billing,83,2,2019-02-25 12:32:35
157478,5422,Bug,20,4,2021-10-20 20:38:29
61192,13657,Billing,71,5,2023-08-14 19:21:24
24300,15522,Login,110,3,2018-01-20 14:53:58
37641,21558,Login,110,4,2022-01-05 07:37:09
12865,26432,Bug,97,5,2018-04-06 07:16:52
34953,28446,Login,32,5,2020-02-26 20:28:12
33572,29552,Bug,41,3,2022-01-13 07:17:52
89793,42552,Login,42,1,2018-06-01 07:34:35
114131,10338,Feature Request,17,2,2020-03-12 22:54:27
51909,31580,Login,66,1,2023-11-12 12:39:18
162616,22777,Feature Request,7,5,2022-12-17 16:48:07
79638,13007,Bug,117,1,2020-08-12 03:47:23
80774,1142,Feature Request,6,4,2021-10-29 16:22:33
182602,26466,Feature Request,78,5,2019-03-29 15:37:50
119141,17519,Billing,24,5,2024-02-04 22:19:06
9814,21862,Feature Request,31,2,2019-06-02 11:15:14
185804,45695,Billing,32,2,2020-04-30 20:43:09
136710,49954,Bug,59,3,2022-07-11 03:00:27
159450,13114,Bug,32,4,2018-11-02 15:47:18
192283,47641,Login,42,4,2023-09-27 20:33:22
173269,28151,Billing,113,5,2022-07-07 08:07:09
9184,14165,Billing,80,3,2021-06-12 17:28:18
168999,40340,Login,25,5,2018-06-14 22:23:17
27625,41101,Feature Request,92,1,2019-07-22 02:43:15
169281,11788,Billing,19,3,2019-10-03 19:21:32
96247,11752,Feature Request,53,2,2024-01-28 01:01:43
148202,33994,Feature Request,35,2,2019-02-11 03:03:47
192453,25054,Bug,33,5,2020-03-12 01:30:00
136675,9373,Feature Request,9,2,2019-12-13 05:23:49
91884,16734,Login,104,5,2020-01-18 21:13:38
70866,37741,Bug,72,4,2023-09-08 17:52:48
160735,31148,Feature Request,108,4,2018-11-06 03:24:46
158020,20088,Bug,110,2,2021-08-12 11:25:50
141140,27609,Bug,49,5,2023-11-28 14:38:22
129569,45982,Bug,58,2,2020-02-08 02:29:36
50678,20415,Login,55,5,2022-03-11 07:53:52
23851,17402,Bug,35,4,2018-05-30 20:17:57
44044,37857,Billing,70,3,2021-10-08 21:39:23
193874,18005,Billing,38,4,2021-01-27 03:58:54
198224,818,Feature Request,18,5,2021-10-14 11:29:47
28412,24628,Feature Request,89,3,2022-01-30 09:56:01
47248,45653,Feature Request,114,4,2019-01-09 08:45:43
53422,37268,Billing,2,1,2022-07-24 17:15:01
107067,36144,Feature Request,28,1,2021-06-14 09:17:36
73959,23666,Billing,41,2,2023-07-09 15:19:45
87627,15013,Bug,102,5,2021-03-03 19:34:26
101937,7269,Billing,72,4,2022-04-27 02:09:55
142738,14857,Feature Request,37,2,2018-09-30 21:50:47
454,30679,Billing,103,3,2023-06-12 13:04:49
44520,25730,Login,58,5,2020-09-26 05:31:29
47504,46477,Bug,60,4,2024-07-30 20:09:46
4359,16836,Feature Request,14,3,2022-09-12 07:49:47
102044,9135,Login,77,3,2022-10-27 21:52:54
183339,23594,Bug,116,2,2019-02-02 12:08:11
100339,44445,Bug,32,2,2022-08-22 09:52:49
16024,35495,Bug,51,5,2020-10-19 13:34:44
198867,11913,Bug,36,2,2019-08-19 07:13:48
182943,9616,Login,35,2,2024-10-12 10:44:50
178468,17105,Feature Request,25,3,2021-02-03 09:50:20
26119,45685,Bug,94,4,2022-11-13 00:18:42
74042,15399,Feature Request,59,1,2024-04-02 12:18:09
132892,5335,Login,80,2,2019-09-11 05:57:15
6767,2620,Bug,29,1,2023-12-05 06:43:11
126163,13977,Login,14,1,2024-05-03 07:38:22
80019,33255,Login,48,2,2019-12-24 23:52:34
11864,36616,Bug,31,4,2022-02-17 19:34:58
21106,38145,Login,62,4,2024-11-01 08:56:50
73901,40375,Feature Request,109,3,2024-09-14 21:11:11
148390,6008,Billing,1,5,2018-12-14 22:41:31
173736,1810,Feature Request,61,1,2024-05-30 08:47:56
139309,27730,Billing,118,1,2020-12-23 18:32:46
105597,26899,Bug,79,4,2024-05-01 08:32:39
62574,40283,Login,79,2,2021-04-18 22:58:18
152307,47612,Login,113,4,2019-04-12 07:38:59
145025,47336,Login,51,1,2023-08-23 20:46:20
190674,20453,Billing,108,3,2024-01-01 10:58:56
150559,7167,Login,71,2,2021-06-29 02:38:43
126598,1028,Feature Request,47,2,2018-10-12 04:53:29
152211,33544,Feature Request,74,3,2018-05-25 08:59:41
145326,43373,Bug,34,5,2020-05-06 15:18:17
131546,44373,Bug,117,2,2023-06-22 06:32:35
135646,40670,Feature Request,34,3,2021-01-06 12:28:47
176316,9292,Feature Request,70,4,2021-05-03 14:00:30
199321,30493,Billing,13,2,2023-05-21 16:05:39
52190,40851,Bug,89,3,2022-10-20 20:02:00
159682,14712,Login,71,1,2020-03-24 10:08:05
113644,49773,Bug,60,4,2023-01-04 12:16:09
119122,45673,Feature Request,10,3,2018-10-27 10:33:51
151856,35049,Billing,99,2,2021-10-25 23:11:06
170571,43427,Bug,8,4,2022-03-10 03:57:43
26549,27629,Bug,75,2,2018-12-04 18:52:45
60202,17702,Billing,23,2,2023-01-19 08:52:27
144033,4046,Login,64,2,2022-05-15 12:56:24
107772,1992,Bug,77,1,2022-12-11 11:38:04
150049,49187,Bug,81,5,2022-10-02 05:42:26
17613,6213,Bug,83,3,2018-08-29 21:45:44
101902,25286,Login,49,2,2019-10-15 10:55:37
105249,40563,Feature Request,15,3,2022-01-13 00:13:19
60017,26455,Bug,56,1,2020-09-19 07:13:00
166604,26260,Billing,109,2,2022-06-20 12:19:11
195277,2988,Login,74,5,2022-06-27 08:24:52
75990,9040,Bug,112,2,2021-05-07 23:12:14
89030,48002,Billing,41,3,2021-10-07 17:15:39
162109,6498,Feature Request,52,2,2023-07-23 00:30:39
175575,40839,Billing,24,2,2020-11-25 14:06:20
39540,26089,Feature Request,92,1,2022-07-19 02:04:08
170792,46392,Bug,45,3,2019-07-07 10:35:39
62159,34741,Feature Request,62,4,2019-07-30 17:08:41
134477,8668,Login,53,2,2023-05-05 16:24:40
51239,41072,Login,62,4,2019-06-27 03:00:59
187866,13275,Feature Request,116,4,2023-04-26 10:28:28
1548,5992,Billing,92,1,2021-04-20 01:38:53
9693,29061,Login,39,5,2021-03-11 12:05:15
142001,31924,Login,12,2,2023-11-22 17:55:58
65003,15068,Billing,76,4,2020-07-19 17:02:00
43733,31642,Bug,61,2,2021-07-18 02:12:34
86607,19533,Login,37,1,2024-10-08 21:22:33
97686,18584,Feature Request,13,5,2023-12-30 11:06:31
1525,2721,Feature Request,18,2,2022-10-17 20:19:24
75908,18007,Login,6,1,2019-01-24 03:22:45
126623,38009,Bug,9,4,2019-10-07 20:24:27
56043,28971,Bug,38,1,2023-02-07 20:11:00
51242,38388,Billing,54,1,2024-02-09 18:39:13
69070,46257,Login,9,3,2018-07-19 13:34:23
127602,30487,Login,93,5,2020-01-02 07:36:17
102031,15541,Bug,26,1,2021-03-16 08:04:42
69106,533,Feature Request,49,3,2024-07-20 22:19:28
123827,18226,Bug,45,1,2020-11-20 17:04:40
109525,45423,Login,114,1,2022-09-06 20:47:05
193666,22933,Bug,85,4,2024-04-22 04:32:41
33222,36856,Feature Request,16,2,2024-03-05 11:03:16
21356,2976,Feature Request,65,5,2024-10-25 07:15:08
51034,14615,Login,52,5,2020-11-14 20:59:03
171182,1268,Login,43,1,2024-12-04 21:40:56
145477,19196,Login,38,5,2020-06-30 18:49:25
28426,3407,Bug,50,5,2022-04-13 11:49:50
42109,30178,Billing,30,2,2020-09-06 21:51:45
3663,33652,Billing,26,1,2024-09-19 20:15:53
8784,34369,Billing,102,5,2020-03-08 20:34:43
13611,12427,Feature Request,96,4,2021-10-19 00:57:26
111143,39133,Login,4,3,2020-12-17 06:58:13
151192,10911,Bug,117,1,2024-06-07 09:34:21
1098,38173,Feature Request,62,5,2024-09-22 19:00:06
28933,1335,Login,50,3,2024-01-20 09:45:13
80685,32078,Feature Request,108,2,2020-11-18 19:38:36
77270,41962,Feature Request,119,5,2023-06-11 04:19:26
88007,20797,Billing,98,5,2021-08-12 00:15:08
9632,23854,Login,26,1,2021-12-28 21:55:06
13508,4955,Billing,103,5,2018-11-09 12:37:38
74452,44664,Login,4,5,2024-01-11 07:41:25
64582,35263,Feature Request,86,4,2020-07-23 06:17:48
117803,26825,Billing,28,1,2023-01-28 16:39:40
16087,38325,Bug,94,4,2022-12-15 10:48:15
105834,20306,Login,54,4,2019-12-23 15:56:13
117614,26460,Bug,82,1,2024-10-01 08:33:46
164214,7232,Bug,109,3,2021-10-13 12:03:11
141303,40832,Feature Request,97,4,2019-01-03 20:54:30
131365,29848,Feature Request,60,5,2024-04-22 15:30:49
31505,46035,Login,81,5,2021-03-13 22:32:53
180368,24703,Feature Request,17,2,2023-12-05 22:41:04
117990,23108,Bug,15,4,2022-09-30 12:40:17
130272,8198,Feature Request,9,5,2024-01-01 17:24:12
179506,43051,Billing,49,3,2020-11-12 12:28:44
11573,20449,Feature Request,6,1,2020-01-11 09:54:42
171568,25519,Billing,60,3,2020-05-13 09:37:40
194469,17501,Billing,65,3,2024-07-22 22:41:40
35202,3879,Billing,43,5,2023-02-28 05:45:15
102888,36181,Bug,24,3,2018-03-14 11:48:01
100300,3978,Bug,83,3,2023-08-21 05:31:34
27811,46455,Billing,80,4,2020-02-12 05:33:09
69197,24350,Bug,42,1,2019-10-03 09:29:38
194817,44432,Billing,57,1,2024-11-25 12:27:32
46700,28303,Billing,23,2,2021-05-22 10:33:39
53855,49117,Feature Request,57,2,2024-03-10 17:17:51
141254,46744,Bug,42,5,2022-09-14 17:07:20
83201,32596,Login,58,1,2018-07-11 18:52:12
55116,24606,Feature Request,11,1,2022-03-10 17:10:49
124314,12086,Billing,114,4,2024-08-08 21:57:09
45315,7614,Billing,70,2,2021-01-11 06:12:55
150698,27898,Login,7,4,2021-04-04 07:42:43
167954,13439,Login,32,4,2019-11-01 08:21:31
79462,29411,Bug,36,2,2019-05-12 05:24:31
32456,47718,Bug,70,2,2020-11-11 22:38:16
184352,48850,Billing,36,5,2018-08-07 05:08:45
178317,244,Bug,59,3,2021-11-15 21:46:09
179192,2204,Feature Request,77,2,2022-05-17 23:37:08
3416,6108,Login,104,4,2022-12-06 01:51:52
515,31454,Bug,90,4,2023-04-05 13:11:31
195719,37545,Login,4,1,2019-04-14 02:33:01
65218,1366,Login,79,5,2019-11-30 21:29:15
26905,7939,Feature Request,20,5,2018-07-26 09:00:54
28707,46433,Bug,66,2,2021-02-15 20:29:16
51499,21965,Login,22,4,2019-06-23 18:06:25
96371,41351,Feature Request,75,1,2022-03-07 17:41:00
159368,38265,Login,25,3,2022-01-25 04:37:51
131041,47739,Bug,9,4,2020-12-27 00:46:24
63041,46884,Login,60,3,2021-06-05 04:22:29
199147,48571,Login,86,5,2022-10-31 01:13:29
84062,18808,Billing,95,1,2020-07-14 18:03:02
88246,5711,Billing,109,5,2022-12-30 05:59:04
174410,36964,Bug,50,3,2020-02-22 02:34:43
190665,17588,Billing,70,1,2024-03-10 15:16:23
2647,2258,Billing,117,3,2020-09-12 06:56:37
163018,134,Feature Request,38,1,2022-07-10 20:01:34
83301,10982,Billing,12,2,2022-12-23 07:06:29
37964,16602,Billing,1,2,2022-05-15 12:42:53
91020,617,Bug,11,1,2020-05-30 08:50:13
129917,40617,Feature Request,94,3,2021-10-19 20:11:52
82622,45909,Billing,46,5,2018-02-23 10:07:17
110073,15120,Bug,114,3,2023-06-10 15:26:46
33320,47791,Feature Request,58,5,2019-01-06 19:52:48
33577,21337,Feature Request,39,1,2018-08-22 14:17:37
30667,25814,Feature Request,80,5,2023-02-12 19:24:52
25615,35571,Bug,18,4,2020-04-26 09:50:50
78744,18995,Billing,39,3,2021-03-29 12:06:09
84884,31976,Login,48,1,2020-04-30 23:26:30
112433,17845,Billing,117,4,2024-04-14 21:47:03
73585,8191,Billing,60,4,2018-07-05 05:18:19
47288,43075,Login,66,5,2024-09-21 12:46:02
78582,12434,Feature Request,29,2,2024-12-15 11:44:30
194035,27683,Feature Request,19,4,2023-04-19 00:28:00
4656,31536,Bug,113,1,2020-03-29 23:53:34
83746,33844,Billing,59,4,2018-11-09 00:19:44
44514,753,Billing,14,3,2023-09-14 05:57:27
55758,42182,Login,78,1,2024-05-03 01:03:55
122872,43138,Login,63,2,2018-11-02 15:52:45
150770,23890,Billing,18,2,2018-05-20 09:09:03
111920,31590,Login,65,2,2024-09-24 10:48:47
113984,31439,Feature Request,104,3,2021-12-23 16:24:45
130977,36093,Login,101,1,2021-11-02 07:41:44
167706,4542,Billing,86,4,2020-08-22 03:44:02
9299,598,Bug,58,1,2022-09-23 04:45:49
4864,38050,Login,108,4,2023-08-31 05:16:21
190267,9473,Feature Request,19,5,2020-05-18 20:39:58
192237,18690,Login,112,3,2023-05-24 03:13:57
117021,48877,Billing,50,1,2022-09-02 23:40:49
131500,11817,Feature Request,40,4,2024-01-09 22:21:18
110994,41198,Bug,89,3,2019-06-16 20:14:41
10454,32082,Billing,42,2,2019-03-13 05:38:47
60485,32540,Bug,104,5,2023-07-06 10:59:08
81702,7387,Bug,31,4,2022-04-24 22:10:26
132493,34506,Billing,36,2,2019-10-26 08:41:55
195614,38270,Bug,85,4,2020-08-19 05:34:55
28484,45059,Bug,49,4,2020-12-03 12:10:51
113482,3636,Billing,112,1,2020-02-17 15:03:10
33180,8718,Billing,100,2,2019-09-14 06:31:24
30741,38051,Login,24,1,2021-11-04 19:11:27
93015,40164,Feature Request,6,3,2021-12-13 11:50:58
143811,6939,Bug,87,3,2020-10-04 15:41:42
97534,2502,Bug,84,1,2020-02-09 05:17:51
49411,26469,Login,106,3,2018-02-26 15:56:54
8266,3160,Login,46,1,2023-10-19 17:23:27
132072,16967,Feature Request,107,2,2020-09-26 00:44:30
6904,44022,Feature Request,34,4,2022-10-31 06:00:58
136666,25819,Billing,67,4,2023-03-10 12:48:23
156904,11957,Bug,3,4,2024-02-25 06:29:38
121092,5141,Feature Request,42,1,2024-06-19 07:26:08
78328,30322,Login,99,3,2019-06-03 03:12:09
26783,21764,Login,97,3,2019-07-05 15:06:34
137857,14736,Bug,35,4,2024-10-12 01:09:27
36534,44770,Feature Request,100,4,2020-07-23 14:16:02
161227,1239,Login,7,2,2020-06-23 03:21:32
131917,5945,Bug,62,5,2024-05-09 03:10:42
45191,15465,Feature Request,26,5,2024-12-18 11:24:24
86313,20352,Feature Request,69,2,2021-05-10 15:07:56
118544,14657,Feature Request,68,5,2022-09-30 02:17:44
130348,46097,Billing,11,4,2021-11-06 20:19:18
40772,7699,Billing,4,5,2020-07-10 23:45:13
171362,37416,Login,98,1,2023-01-05 22:08:29
138833,39904,Feature Request,108,3,2023-03-05 22:55:01
80414,30002,Billing,72,4,2018-08-12 15:04:01
36062,48332,Bug,102,3,2024-07-15 12:21:59
148289,34384,Feature Request,53,1,2023-03-28 19:21:27
188552,5312,Feature Request,18,1,2023-08-13 15:50:21
164181,13821,Login,41,1,2022-04-11 21:27:30
92269,35272,Billing,27,5,2022-03-15 20:12:59
6197,32110,Billing,66,4,2019-05-12 22:02:37
7755,32220,Billing,90,5,2019-06-25 02:20:46
170632,49914,Bug,59,5,2024-12-24 22:02:07
32409,48581,Login,107,3,2024-01-03 08:36:43
4067,22595,Billing,8,3,2023-04-24 08:49:08
191076,37326,Billing,1,3,2019-08-09 21:52:45
128459,15816,Login,76,1,2021-03-29 13:08:02
184491,38922,Billing,114,4,2023-08-18 11:35:06
36576,13053,Login,91,3,2020-06-11 06:31:15
163378,9534,Login,45,4,2019-01-22 10:01:48
3281,44817,Login,10,3,2022-10-04 06:57:54
52279,25364,Bug,88,5,2020-01-18 09:31:11
17425,36157,Feature Request,108,5,2023-11-23 07:14:10
164549,13158,Login,10,3,2023-02-27 15:32:57
26073,21807,Billing,60,3,2023-01-14 02:33:57
181064,42352,Billing,117,3,2024-11-06 15:35:09
145195,1219,Billing,97,4,2018-11-28 08:35:39
77819,13839,Billing,40,2,2022-10-01 11:24:56
93383,24726,Feature Request,22,3,2023-09-21 22:48:06
87558,45309,Login,93,2,2023-08-18 06:57:35
171522,11812,Feature Request,116,4,2021-01-25 16:11:19
126734,7179,Feature Request,111,2,2022-03-22 01:54:53
182193,38892,Feature Request,113,1,2022-01-15 16:34:43
12148,32628,Bug,86,2,2023-09-26 12:08:53
124187,18239,Billing,75,3,2022-01-01 15:33:28
96945,6003,Bug,75,3,2022-10-31 10:07:34
554,15261,Billing,90,1,2023-01-19 15:57:41
178228,15486,Feature Request,18,5,2019-12-30 02:59:14
12999,26346,Login,119,2,2020-07-27 02:46:56
166802,46745,Bug,46,3,2023-06-12 12:21:33
182576,27575,Billing,26,3,2022-07-29 13:22:51
36477,42504,Login,69,5,2023-04-30 01:53:50
176344,19014,Feature Request,68,1,2023-09-22 16:00:52
78244,14904,Feature Request,14,4,2019-07-30 20:50:01
195119,6449,Login,33,5,2018-04-10 16:20:07
9133,23868,Billing,10,5,2022-02-06 02:56:31
68562,17314,Feature Request,31,3,2024-03-07 02:15:59
130767,8385,Bug,83,2,2021-12-21 15:30:36
150053,6693,Billing,11,4,2019-06-26 17:17:49
112042,39302,Feature Request,64,2,2023-01-24 20:28:14
167888,47795,Login,55,2,2019-11-05 16:00:32
192082,18596,Login,48,5,2024-01-02 16:23:28
39805,14193,Login,105,1,2022-02-25 07:32:04
84709,13200,Billing,38,2,2019-02-09 00:26:30
66757,45097,Feature Request,46,4,2021-08-14 20:42:01
23218,14307,Feature Request,92,5,2021-02-12 00:15:21
49828,35973,Billing,73,3,2019-06-12 03:56:02
152137,42041,Billing,6,3,2018-11-29 13:23:38
154798,28571,Billing,72,2,2019-06-18 22:10:41
184053,13898,Billing,29,3,2022-03-07 17:05:26
81114,33,Login,117,3,2020-09-22 08:11:24
106652,6077,Billing,3,5,2019-07-02 11:19:11
25993,32756,Bug,45,1,2024-08-19 06:25:21
163836,29804,Bug,38,4,2024-04-15 17:56:03
14243,25642,Billing,76,5,2023-09-15 04:48:20
153860,47173,Bug,6,5,2023-11-12 20:37:36
54479,89,Billing,56,5,2019-10-16 04:43:22
113254,19212,Login,15,2,2019-10-11 06:47:39
44221,39808,Login,22,1,2020-11-04 09:37:45
45868,37202,Bug,2,4,2020-08-15 01:39:55
86924,27218,Login,18,1,2022-10-14 03:07:15
86950,20259,Feature Request,65,4,2018-01-31 13:17:09
148412,29741,Bug,24,5,2022-12-25 20:28:44
128169,28156,Login,9,1,2024-09-05 08:58:41
26312,48063,Bug,67,1,2019-09-06 21:24:48
10077,44749,Login,101,3,2020-07-19 06:42:32
53492,25163,Bug,32,4,2019-01-30 04:11:45
135218,40731,Feature Request,70,5,2020-05-05 03:32:01
15375,9474,Bug,57,2,2023-07-31 15:02:38
108777,26852,Bug,8,2,2020-12-04 13:42:32
28078,39189,Login,111,2,2021-09-05 13:02:33
123964,38933,Feature Request,19,4,2020-09-04 16:42:42
41411,20411,Feature Request,62,1,2019-08-02 20:26:12
142581,9489,Billing,56,2,2022-04-24 12:15:54
190220,5619,Feature Request,3,3,2024-02-21 04:24:26
72325,49517,Login,29,4,2023-09-04 08:36:06
66941,34206,Feature Request,15,3,2018-09-20 12:01:25
9579,49610,Billing,12,2,2019-07-07 04:24:01
189327,40930,Bug,116,3,2024-08-09 16:44:33
1108,7722,Feature Request,67,2,2023-10-28 17:13:50
152141,39980,Login,28,1,2018-10-07 03:11:52
144161,31676,Billing,81,3,2019-02-09 21:04:08
141120,41395,Login,56,4,2023-03-13 04:58:08
65231,26581,Billing,77,4,2024-02-15 00:16:07
25517,26727,Feature Request,69,4,2018-05-16 14:36:57
14872,16997,Billing,72,4,2019-09-16 14:52:31
106855,24760,Feature Request,49,2,2023-11-10 05:11:40
64280,10830,Billing,66,3,2024-02-16 15:27:54
81612,29053,Billing,87,1,2020-09-25 22:12:06
45204,5288,Bug,32,5,2022-07-28 20:27:18
152126,5631,Billing,11,2,2023-09-07 15:55:35
188,6968,Bug,90,4,2022-08-15 10:15:37
161602,39749,Billing,61,2,2020-12-04 03:24:06
161676,45498,Billing,92,3,2019-12-13 09:30:10
17387,40457,Login,55,1,2020-09-11 15:12:24
190505,40162,Feature Request,3,4,2018-03-17 19:37:39
72928,31273,Feature Request,113,2,2024-04-05 06:45:39
176976,18358,Billing,59,1,2020-06-24 13:58:47
162519,16358,Bug,48,1,2019-06-21 23:29:55
178492,1188,Login,10,5,2023-12-15 23:07:19
70713,8474,Login,82,3,2019-07-01 22:36:56
127067,8003,Bug,51,5,2019-07-25 06:33:15
5991,40512,Billing,105,2,2021-08-27 17:31:26
116669,1476,Feature Request,113,2,2019-10-31 03:41:45
54385,32330,Feature Request,39,3,2024-03-15 00:57:17
74327,26223,Bug,99,5,2022-06-06 20:43:15
169334,17678,Bug,102,4,2020-08-16 17:20:10
82341,47626,Login,112,2,2020-10-07 11:05:04
46555,28618,Feature Request,2,2,2022-10-28 20:38:22
56027,37018,Billing,93,2,2023-09-17 15:39:30
28162,37638,Bug,9,3,2023-01-21 07:16:26
153102,27992,Login,52,1,2023-12-26 18:24:59
188147,26121,Bug,58,4,2022-12-15 14:04:53
88365,2836,Feature Request,72,4,2019-04-29 11:37:24
85060,18854,Billing,43,5,2022-07-22 21:10:49
197689,13209,Bug,81,1,2022-08-23 09:44:30
174560,19189,Login,93,1,2022-06-25 15:48:44
42947,5242,Bug,47,5,2021-02-27 22:15:48
61641,29333,Login,9,4,2022-10-23 06:59:12
30972,47237,Feature Request,96,3,2024-06-26 05:23:53
104403,2248,Feature Request,12,2,2022-12-02 22:45:31
35938,30243,Feature Request,45,5,2020-12-19 22:18:15
131766,39854,Bug,91,3,2023-06-07 01:16:55
41740,10649,Login,86,1,2021-06-26 18:03:22
30452,29025,Login,42,4,2021-01-07 09:57:18
71142,43702,Feature Request,100,5,2024-08-05 10:04:10
47886,47790,Feature Request,17,5,2022-03-11 03:30:42
161560,3558,Billing,68,3,2024-03-10 14:10:58
155589,4517,Login,107,4,2018-01-24 22:53:24
58071,32445,Bug,93,1,2022-03-15 09:51:28
112876,25307,Feature Request,103,4,2020-02-18 06:22:37
180524,45576,Login,39,4,2024-05-02 09:48:17
148491,37496,Feature Request,107,2,2023-02-16 04:40:51
1379,14986,Billing,34,1,2018-03-07 01:06:21
54801,30279,Billing,1,1,2019-11-12 11:44:20
87688,48652,Login,112,3,2022-09-23 15:39:16
193620,46553,Feature Request,21,3,2020-08-28 13:54:48
195609,24910,Bug,34,4,2022-07-23 04:28:28
60473,39165,Login,56,3,2021-10-16 08:18:45
172413,46175,Bug,40,4,2018-01-20 19:02:47
25082,33703,Feature Request,1,1,2023-03-13 19:38:38
179279,38647,Bug,100,2,2019-11-24 07:52:45
160432,4506,Login,38,3,2024-08-14 02:42:29
193885,48683,Login,87,3,2018-01-24 23:29:37
88969,27790,Billing,69,5,2024-12-30 00:37:13
191890,29988,Login,76,3,2020-01-30 16:12:48
81550,41419,Billing,114,5,2020-12-30 00:40:53
1427,39169,Feature Request,95,5,2018-02-18 09:00:25
38719,11910,Billing,9,1,2018-07-25 20:45:55
2143,37641,Billing,84,1,2018-05-01 07:42:53
89387,40274,Login,90,3,2021-02-15 06:35:28
62217,12120,Login,100,1,2022-05-21 20:51:57
137798,11634,Bug,11,2,2022-08-19 01:00:48
21591,8185,Login,6,1,2020-07-18 14:34:50
32861,36369,Login,86,5,2020-10-20 09:34:16
193293,45816,Feature Request,68,3,2019-08-25 10:33:42
56100,32830,Billing,95,2,2021-05-10 01:21:01
134551,18595,Billing,57,5,2024-02-17 07:27:53
107621,13321,Feature Request,13,3,2019-08-24 21:17:55
191593,25072,Feature Request,22,2,2020-11-17 03:51:55
54598,39569,Billing,113,3,2020-11-27 11:12:57
139613,24707,Login,48,2,2022-09-02 12:06:18
163586,35401,Login,96,2,2024-12-23 02:06:14
162711,4330,Bug,82,5,2023-07-19 13:30:18
92330,36920,Billing,33,5,2020-01-28 22:51:03
172753,8089,Bug,44,1,2018-12-22 18:42:25
80620,26980,Billing,8,3,2022-02-13 15:33:33
96046,47433,Login,78,3,2020-03-27 16:03:58
70213,14994,Login,40,3,2022-06-10 08:58:16
57560,637,Bug,4,3,2023-07-26 05:05:07
142726,14815,Billing,5,5,2020-02-27 21:31:12
84113,17735,Bug,79,5,2024-06-02 05:18:50
270,30152,Billing,40,4,2022-03-24 19:50:41
125311,37647,Feature Request,18,3,2019-04-03 06:53:48
