employee_id,avg_daily_hours,tasks_completed,work_mode,productivity_level
87348,6.1,20,Onsite,High
4419,11.7,21,Onsite,Normal
14728,11.5,2,Onsite,Normal
21719,8.9,3,Onsite,Normal
26497,5.6,13,Remote,Normal
56924,6.5,17,Hybrid,High
69515,8.8,5,Remote,Normal
53030,10.3,12,Hybrid,Normal
19313,5.6,16,Remote,High
14508,9.2,5,Onsite,Normal
34089,8.7,16,Remote,High
70655,11.0,7,Hybrid,Normal
41077,11.2,6,Hybrid,Normal
7193,4.3,21,Onsite,High
12036,4.1,12,Onsite,Normal
57895,11.9,11,Hybrid,Normal
21900,9.1,12,Hybrid,Normal
87930,5.1,3,Remote,Normal
20351,6.2,9,Remote,Normal
77094,5.6,20,Remote,High
55165,8.2,3,Onsite,Normal
45631,9.8,7,Hybrid,Normal
68067,6.9,9,Remote,Normal
83329,11.6,19,Onsite,Normal
78162,11.1,24,Hybrid,Normal
57351,5.7,24,Hybrid,High
39487,7.3,22,Onsite,High
20958,5.7,23,Remote,High
89056,10.2,5,Hybrid,Normal
16813,11.8,6,Hybrid,Normal
31466,4.1,18,Remote,High
36496,5.5,23,Remote,High
87148,6.4,17,Hybrid,High
15232,9.7,7,Onsite,Normal
7112,10.8,18,Remote,Normal
38644,9.8,8,Onsite,Normal
39507,11.0,10,Onsite,Normal
55261,4.3,4,Remote,Normal
8323,5.1,22,Onsite,High
65724,8.3,18,Onsite,High
8203,4.3,8,Onsite,Normal
42082,5.2,2,Remote,Normal
32551,5.9,1,Remote,Normal
56496,11.6,21,Hybrid,Normal
58525,11.0,13,Hybrid,Normal
40158,7.5,1,Onsite,Normal
38606,10.3,7,Hybrid,Normal
14474,11.2,22,Hybrid,Normal
34663,5.5,14,Remote,Normal
73918,6.8,18,Hybrid,High
23223,11.9,16,Onsite,Normal
30744,10.7,23,Hybrid,Normal
24476,7.4,5,Hybrid,Normal
50110,8.9,3,Hybrid,Normal
39002,11.0,4,Remote,Normal
11271,5.4,16,Hybrid,High
2739,5.2,7,Onsite,Normal
28012,6.9,12,Onsite,Normal
82517,11.3,16,Onsite,Normal
30320,4.2,4,Onsite,Normal
63895,7.5,13,Onsite,Normal
49047,8.3,22,Remote,High
63411,6.7,24,Onsite,High
61313,11.6,17,Remote,Normal
32027,11.6,17,Remote,Normal
88095,5.4,19,Onsite,High
52018,10.3,22,Onsite,Normal
567,4.0,2,Onsite,Normal
43839,5.3,19,Onsite,High
16714,9.2,6,Remote,Normal
47313,11.5,9,Remote,Normal
46188,7.1,19,Onsite,High
60400,10.7,12,Remote,Normal
20785,5.2,14,Remote,Normal
13832,7.0,9,Onsite,Normal
44272,9.1,7,Onsite,Normal
31690,4.9,3,Onsite,Normal
15233,6.7,19,Remote,High
42241,9.5,11,Onsite,Normal
19329,9.8,9,Onsite,Normal
4845,10.8,18,Remote,Normal
12364,8.9,12,Hybrid,Normal
14692,4.4,8,Onsite,Normal
84665,6.1,17,Hybrid,High
79303,8.1,12,Onsite,Normal
44739,11.5,22,Hybrid,Normal
33282,6.3,24,Hybrid,High
84784,4.2,15,Hybrid,Normal
47210,9.3,24,Onsite,Normal
55535,5.1,2,Remote,Normal
26638,6.1,2,Hybrid,Normal
64948,5.8,14,Onsite,Normal
33410,8.8,16,Remote,High
23353,10.4,23,Onsite,Normal
7939,4.8,13,Hybrid,Normal
46490,9.1,8,Hybrid,Normal
29817,10.0,16,Onsite,Normal
68578,11.9,15,Onsite,Normal
12130,4.6,13,Onsite,Normal
60051,10.9,10,Remote,Normal
1977,9.1,17,Onsite,Normal
42220,6.2,11,Remote,Normal
33043,4.6,1,Remote,Normal
10137,8.0,20,Hybrid,High
61051,8.5,18,Remote,High
49065,6.1,6,Remote,Normal
48268,9.2,17,Hybrid,Normal
19766,11.1,15,Hybrid,Normal
46071,10.8,6,Onsite,Normal
19444,11.9,21,Remote,Normal
57585,8.5,11,Hybrid,Normal
68057,6.0,14,Hybrid,Normal
32808,7.7,7,Onsite,Normal
84603,10.2,9,Remote,Normal
75684,6.0,8,Onsite,Normal
66460,9.3,23,Onsite,Normal
78154,8.7,5,Onsite,Normal
58201,5.2,18,Hybrid,High
24666,11.8,9,Hybrid,Normal
76909,6.5,9,Remote,Normal
84285,8.8,18,Onsite,High
10613,9.7,20,Remote,Normal
23900,9.7,5,Remote,Normal
58403,4.2,16,Hybrid,High
23252,9.0,13,Remote,Normal
52861,9.9,9,Onsite,Normal
15712,7.4,23,Hybrid,High
28220,8.3,11,Hybrid,Normal
11664,11.8,20,Hybrid,Normal
6259,5.6,24,Hybrid,High
74497,10.4,11,Remote,Normal
22548,8.9,5,Onsite,Normal
81449,10.4,5,Remote,Normal
58210,6.6,2,Remote,Normal
47493,10.5,15,Remote,Normal
16854,8.6,3,Onsite,Normal
62523,8.1,10,Hybrid,Normal
73087,6.5,12,Onsite,Normal
5361,10.5,23,Hybrid,Normal
58956,7.5,20,Onsite,High
63804,11.1,23,Remote,Normal
59221,11.8,2,Hybrid,Normal
72047,11.8,17,Hybrid,Normal
70802,5.0,5,Onsite,Normal
74028,8.9,9,Onsite,Normal
55004,6.2,22,Remote,High
73132,11.3,9,Remote,Normal
69455,8.8,1,Remote,Normal
61859,7.2,2,Onsite,Normal
12172,11.1,20,Remote,Normal
84905,8.0,8,Hybrid,Normal
10603,4.8,14,Hybrid,Normal
57542,9.3,20,Remote,Normal
2745,6.2,14,Hybrid,Normal
24553,4.2,5,Onsite,Normal
63829,11.6,24,Onsite,Normal
2400,11.2,20,Onsite,Normal
50727,5.4,12,Remote,Normal
46820,11.3,12,Hybrid,Normal
24075,5.7,22,Remote,High
80472,7.9,1,Remote,Normal
29568,11.3,22,Hybrid,Normal
21844,6.6,15,Onsite,Normal
11396,8.5,5,Onsite,Normal
43669,9.9,11,Remote,Normal
26773,11.5,18,Hybrid,Normal
25365,10.8,22,Hybrid,Normal
45163,6.4,16,Onsite,High
27729,7.3,14,Remote,Normal
42139,11.4,1,Onsite,Normal
43635,11.1,5,Onsite,Normal
14846,5.0,7,Hybrid,Normal
11622,11.1,12,Hybrid,Normal
81575,6.3,19,Hybrid,High
9653,7.8,15,Remote,Normal
64523,4.8,4,Remote,Normal
16495,9.6,12,Hybrid,Normal
86765,5.9,22,Remote,High
68269,5.0,18,Onsite,High
52581,5.7,15,Hybrid,Normal
52065,10.1,20,Onsite,Normal
47243,11.7,23,Hybrid,Normal
77887,8.1,2,Onsite,Normal
37952,10.6,12,Onsite,Normal
58384,11.0,10,Hybrid,Normal
52428,6.7,6,Hybrid,Normal
64349,8.4,17,Remote,High
49351,7.4,15,Onsite,Normal
45520,7.2,16,Hybrid,High
54177,8.5,1,Remote,Normal
83311,8.9,1,Onsite,Normal
6073,5.9,10,Hybrid,Normal
81092,8.5,18,Remote,High
79681,8.3,19,Remote,High
47890,7.0,21,Remote,High
60186,10.0,5,Onsite,Normal
67711,5.0,10,Onsite,Normal
50571,11.8,22,Hybrid,Normal
1265,9.8,8,Hybrid,Normal
39635,11.1,23,Hybrid,Normal
43647,5.6,2,Onsite,Normal
14818,8.9,24,Hybrid,High
28595,8.7,18,Hybrid,High
59985,9.1,13,Hybrid,Normal
66921,10.3,2,Hybrid,Normal
28282,10.9,1,Remote,Normal
47622,7.7,12,Onsite,Normal
66671,7.1,1,Hybrid,Normal
83295,7.8,12,Onsite,Normal
13090,5.3,6,Onsite,Normal
82206,6.4,9,Remote,Normal
37819,10.5,16,Remote,Normal
75490,9.8,7,Onsite,Normal
38486,9.4,16,Remote,Normal
44532,9.8,9,Onsite,Normal
60758,6.6,23,Remote,High
54465,10.9,19,Remote,Normal
14547,10.5,11,Hybrid,Normal
38895,4.1,20,Hybrid,High
8738,4.4,5,Remote,Normal
80058,8.4,3,Onsite,Normal
26322,11.3,12,Hybrid,Normal
14713,11.7,10,Onsite,Normal
85346,8.7,10,Onsite,Normal
2051,6.7,14,Hybrid,Normal
12698,8.3,22,Onsite,High
42492,4.2,11,Remote,Normal
11445,6.1,17,Remote,High
77579,8.9,2,Remote,Normal
84208,10.3,9,Onsite,Normal
8893,7.8,22,Hybrid,High
81565,10.5,8,Onsite,Normal
88106,5.7,11,Remote,Normal
16403,10.9,24,Remote,Normal
87604,10.0,24,Onsite,Normal
40227,4.7,20,Remote,High
15305,4.7,14,Onsite,Normal
81847,7.1,5,Remote,Normal
78457,5.1,3,Onsite,Normal
6498,5.5,24,Remote,High
33171,6.9,22,Hybrid,High
53741,9.4,14,Remote,Normal
39638,7.5,10,Remote,Normal
65236,10.0,5,Remote,Normal
46101,8.8,10,Onsite,Normal
74291,5.3,6,Onsite,Normal
81892,7.7,12,Hybrid,Normal
6372,6.4,10,Remote,Normal
12656,7.2,21,Onsite,High
11946,10.3,2,Onsite,Normal
71292,6.2,2,Hybrid,Normal
45289,11.0,12,Remote,Normal
67840,8.9,21,Hybrid,High
64659,7.6,17,Onsite,High
82314,5.2,7,Remote,Normal
68312,10.8,17,Remote,Normal
54745,9.2,4,Hybrid,Normal
61345,4.2,7,Remote,Normal
25990,4.1,6,Remote,Normal
2738,10.1,2,Hybrid,Normal
43209,10.6,18,Remote,Normal
89982,10.9,12,Hybrid,Normal
79167,9.7,14,Remote,Normal
12111,6.4,9,Remote,Normal
79915,10.6,13,Remote,Normal
48109,4.9,12,Onsite,Normal
43867,8.1,24,Remote,High
77374,10.5,2,Remote,Normal
77661,9.3,23,Onsite,Normal
37847,6.0,9,Hybrid,Normal
58097,11.2,21,Hybrid,Normal
10827,7.2,7,Onsite,Normal
53325,6.6,14,Hybrid,Normal
64273,6.3,1,Onsite,Normal
68937,10.2,15,Remote,Normal
7690,10.0,6,Hybrid,Normal
47191,10.3,14,Hybrid,Normal
9066,11.4,6,Remote,Normal
27536,10.4,16,Hybrid,Normal
44908,6.9,16,Onsite,High
19833,4.8,10,Onsite,Normal
864,9.0,14,Onsite,Normal
49794,10.2,10,Remote,Normal
48855,10.6,9,Hybrid,Normal
68879,10.5,7,Onsite,Normal
35167,8.1,12,Hybrid,Normal
51915,6.0,23,Remote,High
20695,9.2,24,Onsite,Normal
62451,8.2,2,Onsite,Normal
54873,9.5,5,Hybrid,Normal
65000,11.0,11,Onsite,Normal
88006,5.3,23,Remote,High
80814,4.6,5,Remote,Normal
78045,11.6,1,Hybrid,Normal
72181,7.5,8,Hybrid,Normal
33780,6.8,5,Hybrid,Normal
38754,11.9,4,Onsite,Normal
17041,5.1,24,Remote,High
44746,7.8,20,Onsite,High
29618,8.7,5,Hybrid,Normal
18024,11.0,12,Onsite,Normal
40534,11.8,9,Hybrid,Normal
7115,5.5,11,Onsite,Normal
86937,10.8,7,Onsite,Normal
42073,11.0,1,Remote,Normal
16955,10.4,19,Onsite,Normal
36181,11.2,24,Onsite,Normal
12842,5.1,20,Remote,High
46487,8.6,1,Hybrid,Normal
54523,10.5,20,Onsite,Normal
71171,4.0,16,Hybrid,High
37406,8.6,5,Hybrid,Normal
61440,5.9,10,Remote,Normal
38864,11.3,16,Hybrid,Normal
17561,6.5,22,Remote,High
23324,5.5,1,Remote,Normal
76022,7.3,3,Onsite,Normal
35990,11.3,19,Hybrid,Normal
62096,10.1,10,Onsite,Normal
88364,7.9,9,Onsite,Normal
45052,11.9,9,Remote,Normal
25421,6.0,24,Onsite,High
26807,5.2,17,Onsite,High
48268,11.9,18,Onsite,Normal
73048,4.9,13,Onsite,Normal
31702,6.8,15,Hybrid,Normal
60657,8.2,19,Remote,High
1969,9.3,21,Onsite,Normal
39819,7.2,12,Hybrid,Normal
18426,4.2,15,Onsite,Normal
14531,9.2,12,Hybrid,Normal
19494,10.1,3,Hybrid,Normal
48569,11.3,2,Onsite,Normal
75786,5.0,18,Onsite,High
31111,9.3,2,Onsite,Normal
69716,4.1,23,Remote,High
52154,5.3,16,Onsite,High
35182,6.1,21,Hybrid,High
17541,9.9,18,Remote,Normal
23161,9.5,15,Remote,Normal
81802,8.9,16,Remote,High
67142,6.8,6,Remote,Normal
51131,9.4,6,Hybrid,Normal
12808,5.6,22,Remote,High
82886,11.9,9,Hybrid,Normal
15180,10.0,15,Hybrid,Normal
31675,5.2,6,Onsite,Normal
8412,10.2,19,Remote,Normal
55520,11.1,3,Remote,Normal
12248,10.4,5,Hybrid,Normal
79909,8.5,6,Hybrid,Normal
89976,5.6,6,Onsite,Normal
85424,10.2,1,Onsite,Normal
48962,10.8,10,Hybrid,Normal
69766,6.9,14,Remote,Normal
23317,6.0,22,Hybrid,High
66710,11.3,9,Onsite,Normal
73277,8.5,19,Onsite,High
61496,7.5,17,Remote,High
72,7.2,7,Onsite,Normal
46201,5.0,10,Onsite,Normal
20628,11.0,14,Onsite,Normal
6783,11.2,9,Hybrid,Normal
77460,10.8,1,Hybrid,Normal
8050,4.9,5,Remote,Normal
10458,10.8,19,Onsite,Normal
76022,7.3,5,Remote,Normal
55426,9.8,9,Hybrid,Normal
15181,9.0,6,Onsite,Normal
52924,9.5,19,Onsite,Normal
65173,9.9,10,Remote,Normal
41690,7.4,24,Hybrid,High
9713,4.9,1,Remote,Normal
40648,4.7,13,Remote,Normal
70312,8.6,10,Remote,Normal
20676,11.3,6,Remote,Normal
63399,8.2,21,Hybrid,High
40315,6.6,23,Hybrid,High
68178,6.0,16,Remote,High
2710,5.4,11,Remote,Normal
82923,10.5,14,Hybrid,Normal
79396,4.0,6,Onsite,Normal
80431,5.6,18,Onsite,High
61305,10.5,9,Onsite,Normal
34948,9.3,13,Remote,Normal
80879,7.0,3,Onsite,Normal
31482,11.8,7,Remote,Normal
69415,7.3,13,Remote,Normal
82068,5.0,3,Remote,Normal
58733,11.7,24,Hybrid,Normal
10749,7.9,1,Remote,Normal
4889,11.3,9,Remote,Normal
20306,11.3,5,Onsite,Normal
70041,5.5,16,Hybrid,High
74584,7.7,13,Hybrid,Normal
55328,11.7,7,Remote,Normal
10182,8.6,14,Remote,Normal
27427,6.8,12,Hybrid,Normal
57810,7.2,4,Hybrid,Normal
41721,8.3,5,Hybrid,Normal
34658,4.3,6,Remote,Normal
60339,8.3,2,Onsite,Normal
76799,7.7,12,Remote,Normal
77705,4.8,9,Onsite,Normal
74188,6.7,10,Hybrid,Normal
34073,5.1,13,Remote,Normal
3316,8.2,23,Hybrid,High
35907,8.6,18,Remote,High
36172,9.7,5,Onsite,Normal
60582,5.1,16,Onsite,High
81775,9.2,22,Onsite,Normal
81579,9.9,20,Remote,Normal
20348,11.9,6,Onsite,Normal
32472,6.6,16,Remote,High
74394,4.9,19,Remote,High
78593,5.7,22,Hybrid,High
11028,9.3,14,Onsite,Normal
51432,4.6,2,Onsite,Normal
16743,4.7,15,Hybrid,Normal
870,11.3,23,Remote,Normal
8863,10.7,24,Remote,Normal
36005,11.0,20,Remote,Normal
4067,11.1,15,Remote,Normal
60878,6.4,11,Hybrid,Normal
85603,11.6,5,Hybrid,Normal
87513,8.6,5,Remote,Normal
24841,4.9,22,Remote,High
74116,9.2,6,Onsite,Normal
12750,10.1,12,Hybrid,Normal
8953,7.2,18,Remote,High
75437,7.0,8,Onsite,Normal
54799,6.1,16,Onsite,High
44678,4.4,8,Hybrid,Normal
56928,10.1,22,Remote,Normal
65687,11.4,22,Onsite,Normal
83898,4.5,12,Hybrid,Normal
43888,11.7,19,Remote,Normal
28638,4.1,19,Remote,High
40229,7.1,5,Remote,Normal
24973,7.0,5,Hybrid,Normal
62659,5.6,4,Hybrid,Normal
23501,11.8,6,Onsite,Normal
85272,7.4,6,Onsite,Normal
72627,5.2,15,Remote,Normal
65622,10.1,13,Hybrid,Normal
82191,6.9,4,Remote,Normal
76743,8.9,23,Hybrid,High
85733,6.7,16,Hybrid,High
19358,11.7,17,Remote,Normal
35309,6.7,19,Onsite,High
66159,5.5,17,Remote,High
63690,10.7,17,Onsite,Normal
27812,4.9,2,Hybrid,Normal
39161,4.3,14,Remote,Normal
83529,5.5,21,Remote,High
8823,9.5,10,Hybrid,Normal
80931,9.5,5,Onsite,Normal
24943,11.9,22,Remote,Normal
21655,7.6,6,Remote,Normal
33871,9.7,10,Onsite,Normal
17121,9.7,6,Remote,Normal
29975,7.4,1,Onsite,Normal
41205,7.7,19,Hybrid,High
29897,9.0,20,Onsite,High
70748,7.9,3,Remote,Normal
31823,9.3,5,Hybrid,Normal
42125,6.8,9,Onsite,Normal
32481,6.2,9,Onsite,Normal
80768,11.3,11,Remote,Normal
54358,5.2,4,Remote,Normal
19268,5.1,14,Onsite,Normal
1087,8.9,10,Hybrid,Normal
68427,10.2,21,Hybrid,Normal
66826,7.1,13,Hybrid,Normal
14071,4.5,10,Onsite,Normal
69990,6.5,16,Remote,High
15742,11.3,9,Hybrid,Normal
11836,5.0,4,Hybrid,Normal
83214,11.6,19,Onsite,Normal
30939,10.8,19,Remote,Normal
23314,6.8,1,Hybrid,Normal
56479,9.6,2,Hybrid,Normal
17830,8.8,15,Onsite,Normal
265,8.7,22,Hybrid,High
59827,4.6,12,Remote,Normal
26818,7.2,15,Remote,Normal
21435,4.8,18,Remote,High
49926,7.5,7,Onsite,Normal
56953,11.0,18,Remote,Normal
6254,10.6,21,Remote,Normal
23263,10.1,19,Onsite,Normal
77813,10.8,21,Remote,Normal
37920,7.7,9,Hybrid,Normal
57325,8.0,23,Remote,High
26059,7.7,3,Onsite,Normal
15139,11.3,10,Hybrid,Normal
20494,9.6,15,Onsite,Normal
55848,10.7,17,Onsite,Normal
18418,10.9,7,Onsite,Normal
67415,8.9,15,Remote,Normal
13041,7.9,6,Onsite,Normal
27677,7.4,16,Onsite,High
32467,5.7,4,Hybrid,Normal
21369,10.1,8,Remote,Normal
66502,5.0,20,Hybrid,High
29389,5.8,18,Hybrid,High
85063,7.9,15,Remote,Normal
62632,10.4,24,Hybrid,Normal
51643,8.1,3,Remote,Normal
89438,9.2,15,Onsite,Normal
84130,4.3,20,Hybrid,High
72344,7.7,9,Remote,Normal
51358,4.1,7,Hybrid,Normal
57296,6.9,6,Remote,Normal
18226,5.5,1,Hybrid,Normal
73199,11.4,18,Remote,Normal
35425,7.9,1,Hybrid,Normal
21506,11.8,21,Onsite,Normal
38412,7.9,20,Remote,High
8272,7.4,5,Onsite,Normal
4740,8.1,14,Onsite,Normal
22337,5.6,9,Remote,Normal
19795,8.8,8,Onsite,Normal
89375,10.4,12,Hybrid,Normal
13653,8.7,9,Remote,Normal
6665,9.3,23,Onsite,Normal
45204,11.6,1,Onsite,Normal
45533,9.5,15,Hybrid,Normal
74467,12.0,11,Hybrid,Normal
60648,8.8,8,Onsite,Normal
74141,6.2,5,Remote,Normal
36996,10.9,4,Hybrid,Normal
14475,7.5,18,Hybrid,High
14048,7.4,3,Remote,Normal
47365,8.9,4,Remote,Normal
19194,9.1,13,Onsite,Normal
60493,7.5,17,Remote,High
58674,5.3,2,Remote,Normal
62215,6.9,15,Remote,Normal
17614,11.4,19,Hybrid,Normal
6597,7.6,6,Remote,Normal
29478,4.4,17,Onsite,High
9777,8.0,20,Onsite,High
34713,7.5,22,Hybrid,High
62179,11.0,6,Hybrid,Normal
67936,6.2,12,Hybrid,Normal
16152,6.9,22,Remote,High
71910,7.0,14,Hybrid,Normal
13335,10.8,5,Hybrid,Normal
30546,7.3,1,Remote,Normal
27776,5.2,20,Hybrid,High
76836,5.0,16,Remote,High
28668,6.7,8,Hybrid,Normal
43414,5.2,16,Hybrid,High
50478,11.9,9,Hybrid,Normal
77564,9.9,13,Hybrid,Normal
48681,5.6,16,Hybrid,High
59663,10.6,3,Hybrid,Normal
69914,6.6,17,Onsite,High
62513,7.7,8,Onsite,Normal
88700,11.3,16,Remote,Normal
31628,11.4,9,Onsite,Normal
73505,10.9,7,Remote,Normal
46134,4.1,6,Hybrid,Normal
65575,7.3,6,Hybrid,Normal
64688,11.4,3,Remote,Normal
23205,10.8,23,Hybrid,Normal
76486,6.7,4,Hybrid,Normal
5223,7.9,15,Remote,Normal
50389,6.0,12,Remote,Normal
12440,10.4,8,Onsite,Normal
9479,8.8,22,Hybrid,High
33867,9.4,13,Remote,Normal
54001,4.6,15,Remote,Normal
87546,7.3,8,Remote,Normal
56420,8.4,20,Onsite,High
57865,4.7,17,Remote,High
56492,5.7,17,Onsite,High
89336,11.3,8,Remote,Normal
78521,11.5,6,Onsite,Normal
22331,5.8,11,Hybrid,Normal
24621,8.2,13,Onsite,Normal
12925,9.9,15,Onsite,Normal
15422,5.5,7,Hybrid,Normal
38143,5.2,12,Hybrid,Normal
89639,6.9,4,Onsite,Normal
72877,5.0,11,Onsite,Normal
6051,10.8,7,Hybrid,Normal
45920,4.4,23,Hybrid,High
21077,12.0,23,Onsite,Normal
85434,9.1,9,Hybrid,Normal
44329,9.7,13,Hybrid,Normal
62827,6.6,8,Hybrid,Normal
45239,8.0,22,Hybrid,High
32947,10.8,17,Remote,Normal
57395,5.3,9,Hybrid,Normal
52847,8.0,9,Onsite,Normal
81256,4.1,24,Remote,High
16571,11.7,14,Onsite,Normal
30280,9.4,5,Remote,Normal
13966,4.5,14,Hybrid,Normal
42738,8.3,11,Remote,Normal
28561,8.8,21,Remote,High
82493,9.7,12,Hybrid,Normal
47576,11.2,8,Remote,Normal
5972,6.7,15,Remote,Normal
33433,10.5,5,Hybrid,Normal
28066,8.9,10,Remote,Normal
44840,6.2,20,Hybrid,High
33480,10.8,2,Remote,Normal
41678,6.2,4,Hybrid,Normal
84642,11.8,10,Remote,Normal
17571,7.6,17,Hybrid,High
8832,9.5,9,Onsite,Normal
54111,8.4,10,Hybrid,Normal
36324,11.1,1,Hybrid,Normal
8447,4.8,7,Hybrid,Normal
85185,10.9,20,Onsite,Normal
73636,7.0,6,Onsite,Normal
60842,10.6,15,Onsite,Normal
14613,9.5,20,Remote,Normal
5176,4.0,1,Onsite,Normal
53263,11.5,3,Hybrid,Normal
65574,10.7,13,Remote,Normal
24279,7.5,8,Remote,Normal
24522,5.2,6,Remote,Normal
71712,9.9,23,Onsite,Normal
24984,10.9,5,Onsite,Normal
9120,10.0,18,Remote,Normal
4278,11.3,22,Remote,Normal
3624,10.8,2,Hybrid,Normal
8212,5.4,18,Hybrid,High
69842,6.2,16,Onsite,High
44747,11.4,4,Hybrid,Normal
609,11.6,17,Remote,Normal
79634,10.4,16,Hybrid,Normal
83469,7.8,2,Onsite,Normal
65551,9.4,5,Remote,Normal
89798,7.7,18,Remote,High
88842,5.0,21,Remote,High
62177,8.0,18,Hybrid,High
58136,4.6,23,Hybrid,High
30997,10.2,13,Remote,Normal
81406,9.3,18,Onsite,Normal
70432,11.2,23,Hybrid,Normal
40204,11.9,18,Onsite,Normal
52960,11.0,12,Onsite,Normal
72204,8.7,24,Hybrid,High
21643,6.6,2,Hybrid,Normal
7336,4.3,1,Onsite,Normal
7121,5.1,11,Onsite,Normal
10147,11.3,18,Remote,Normal
53719,7.6,16,Hybrid,High
54294,11.0,18,Remote,Normal
29742,11.1,8,Onsite,Normal
55018,6.5,21,Hybrid,High
9969,6.3,2,Hybrid,Normal
60254,5.0,10,Remote,Normal
26299,4.4,2,Remote,Normal
63962,10.4,13,Onsite,Normal
52622,11.9,20,Onsite,Normal
55547,10.6,19,Onsite,Normal
70512,8.8,4,Remote,Normal
1048,4.5,9,Hybrid,Normal
42575,4.0,9,Onsite,Normal
31129,10.3,5,Onsite,Normal
73044,10.6,4,Hybrid,Normal
54335,10.1,2,Remote,Normal
24763,4.8,13,Onsite,Normal
64195,4.8,1,Remote,Normal
86637,9.2,16,Onsite,Normal
84910,8.9,9,Onsite,Normal
39018,7.7,13,Remote,Normal
41286,7.5,17,Hybrid,High
63160,9.3,8,Remote,Normal
73824,11.8,14,Onsite,Normal
76208,11.2,20,Onsite,Normal
83573,6.0,7,Remote,Normal
60298,5.6,2,Onsite,Normal
82387,6.5,20,Onsite,High
49579,9.0,22,Onsite,High
23462,10.0,2,Remote,Normal
24642,10.1,16,Hybrid,Normal
89790,8.5,5,Remote,Normal
29903,5.7,20,Onsite,High
15410,4.4,21,Hybrid,High
19994,5.7,24,Remote,High
25540,8.8,15,Hybrid,Normal
1252,6.2,17,Onsite,High
12126,8.3,19,Onsite,High
51178,10.6,4,Hybrid,Normal
49961,4.4,2,Onsite,Normal
12359,6.7,12,Remote,Normal
50864,9.4,6,Hybrid,Normal
4938,11.1,5,Remote,Normal
54661,4.9,17,Remote,High
32776,8.4,1,Remote,Normal
21683,11.7,3,Onsite,Normal
79577,10.6,16,Onsite,Normal
29280,4.6,4,Onsite,Normal
74899,9.1,22,Hybrid,Normal
9140,4.3,23,Onsite,High
89695,9.6,9,Hybrid,Normal
77846,8.8,5,Remote,Normal
25813,7.2,2,Onsite,Normal
23423,9.3,14,Hybrid,Normal
78833,9.2,12,Hybrid,Normal
60952,5.9,12,Remote,Normal
14003,5.0,7,Onsite,Normal
41042,10.3,9,Onsite,Normal
2744,4.2,12,Remote,Normal
1423,9.7,24,Onsite,Normal
79675,10.1,18,Remote,Normal
20544,6.8,15,Hybrid,Normal
13066,9.8,13,Onsite,Normal
74442,9.3,5,Remote,Normal
67651,11.7,21,Onsite,Normal
10261,11.6,14,Remote,Normal
87989,7.6,2,Hybrid,Normal
26900,8.0,18,Onsite,High
82967,5.2,3,Onsite,Normal
33506,11.0,23,Onsite,Normal
50429,8.0,2,Onsite,Normal
39270,11.4,14,Onsite,Normal
58462,8.4,4,Remote,Normal
78661,11.7,8,Onsite,Normal
25415,9.4,17,Remote,Normal
32503,7.2,3,Remote,Normal
13499,8.6,10,Remote,Normal
32107,7.0,2,Onsite,Normal
65645,11.0,8,Remote,Normal
72090,5.2,22,Onsite,High
67394,8.1,11,Remote,Normal
60625,6.6,10,Onsite,Normal
60701,10.2,16,Remote,Normal
74453,7.7,2,Hybrid,Normal
47277,7.0,6,Onsite,Normal
66077,6.3,17,Remote,High
87996,11.7,3,Hybrid,Normal
41544,6.8,14,Remote,Normal
26156,8.6,20,Onsite,High
54811,10.3,12,Onsite,Normal
25346,6.2,11,Remote,Normal
15931,7.3,13,Hybrid,Normal
3528,11.0,15,Hybrid,Normal
34783,10.2,3,Onsite,Normal
4951,11.5,3,Hybrid,Normal
2333,7.1,18,Hybrid,High
24109,4.8,13,Hybrid,Normal
60528,8.1,10,Hybrid,Normal
36188,6.0,11,Remote,Normal
23460,5.8,7,Onsite,Normal
4114,9.7,23,Remote,Normal
86064,6.2,16,Hybrid,High
32962,9.0,20,Remote,High
13027,9.9,11,Remote,Normal
84507,8.4,15,Hybrid,Normal
7898,11.0,11,Remote,Normal
8634,5.1,2,Hybrid,Normal
83789,4.3,23,Hybrid,High
15854,11.8,12,Onsite,Normal
22771,11.9,11,Remote,Normal
85351,9.6,3,Hybrid,Normal
11469,10.6,11,Remote,Normal
61790,11.3,16,Hybrid,Normal
4251,8.7,19,Remote,High
57044,11.5,9,Hybrid,Normal
77160,7.9,6,Remote,Normal
36749,9.6,8,Hybrid,Normal
27582,4.3,7,Onsite,Normal
35380,6.5,21,Hybrid,High
77538,5.1,3,Onsite,Normal
15368,11.4,4,Remote,Normal
34269,6.9,5,Onsite,Normal
615,11.7,7,Remote,Normal
39037,9.7,16,Remote,Normal
34488,9.7,20,Onsite,Normal
65023,11.1,22,Hybrid,Normal
76758,6.5,17,Remote,High
32305,6.2,8,Remote,Normal
41497,8.6,4,Remote,Normal
2679,7.4,10,Onsite,Normal
21894,5.3,4,Onsite,Normal
87266,5.2,18,Onsite,High
61503,4.1,9,Remote,Normal
9790,5.9,14,Onsite,Normal
68297,4.5,6,Onsite,Normal
40154,7.2,4,Hybrid,Normal
42767,6.0,23,Onsite,High
17490,8.0,16,Onsite,High
46152,8.5,16,Hybrid,High
24813,9.0,5,Hybrid,Normal
27783,8.6,3,Hybrid,Normal
1135,4.2,20,Remote,High
73272,4.6,23,Hybrid,High
71778,11.4,22,Remote,Normal
