employee_id,training_program,training_hours,completion_status
50212,Leadership,38,Completed
38674,Leadership,118,In Progress
21708,Compliance,14,Completed
25605,Leadership,44,Completed
28468,Technical,96,Completed
17491,Leadership,30,Completed
38341,Compliance,101,In Progress
48867,Soft Skills,98,Completed
51830,Compliance,93,In Progress
23353,Compliance,50,Completed
2982,Leadership,53,Completed
22770,Leadership,89,Completed
331,Leadership,33,Completed
52694,Compliance,81,Completed
3327,Leadership,21,In Progress
29373,Soft Skills,65,In Progress
57477,Soft Skills,30,Completed
43989,Compliance,39,In Progress
8051,Soft Skills,56,Completed
9300,Soft Skills,9,Completed
4785,Soft Skills,29,In Progress
55941,Compliance,86,In Progress
37942,Leadership,82,Completed
18163,Soft Skills,61,In Progress
29114,Technical,116,Completed
22210,Compliance,52,In Progress
19524,Compliance,94,In Progress
24297,Compliance,58,Completed
23824,Leadership,56,Completed
10753,Compliance,65,Completed
37997,Compliance,110,Completed
9348,Soft Skills,74,Completed
55235,Soft Skills,36,In Progress
34565,Compliance,77,Completed
58917,Soft Skills,10,In Progress
59469,Technical,90,In Progress
20275,Technical,115,Completed
13042,Technical,113,In Progress
14914,Technical,65,Completed
10931,Technical,40,Completed
24627,Compliance,62,Completed
941,Leadership,65,Completed
13115,Technical,10,In Progress
23938,Leadership,28,Completed
48657,Leadership,46,In Progress
24781,Technical,15,In Progress
38770,Leadership,115,Completed
2071,Soft Skills,70,Completed
53881,Soft Skills,59,Completed
10488,Technical,85,Completed
14493,Leadership,41,In Progress
24202,Technical,64,Completed
7050,Compliance,59,In Progress
37684,Leadership,35,In Progress
5707,Leadership,15,Completed
22339,Technical,110,Completed
2877,Soft Skills,27,In Progress
44035,Technical,119,In Progress
3632,Technical,56,Completed
48044,Soft Skills,77,Completed
39411,Soft Skills,119,Completed
31697,Soft Skills,110,Completed
43452,Soft Skills,95,Completed
25685,Compliance,107,In Progress
20834,Soft Skills,40,Completed
2152,Technical,28,In Progress
14023,Soft Skills,33,Completed
32369,Technical,112,Completed
52066,Compliance,103,Completed
17047,Technical,71,In Progress
32440,Technical,115,Completed
41314,Compliance,57,In Progress
47798,Compliance,25,Completed
12078,Technical,82,Completed
42127,Compliance,90,Completed
42286,Technical,45,Completed
2687,Leadership,89,Completed
1000,Leadership,43,Completed
14881,Technical,75,In Progress
25874,Leadership,119,Completed
34246,Compliance,14,In Progress
22080,Technical,84,Completed
15990,Compliance,90,In Progress
32457,Leadership,68,Completed
28336,Technical,17,In Progress
47810,Soft Skills,36,Completed
24488,Leadership,44,Completed
37857,Technical,114,Completed
4606,Leadership,116,In Progress
59178,Technical,89,In Progress
9556,Leadership,28,Completed
45842,Technical,51,Completed
46128,Soft Skills,98,Completed
267,Technical,25,In Progress
33606,Compliance,91,Completed
31153,Technical,95,In Progress
1041,Compliance,116,Completed
4402,Leadership,18,Completed
40421,Soft Skills,111,Completed
536,Technical,53,In Progress
19225,Technical,110,In Progress
31275,Soft Skills,24,Completed
2651,Technical,61,Completed
32982,Leadership,92,Completed
45233,Soft Skills,63,In Progress
58421,Technical,97,Completed
19743,Leadership,114,Completed
38689,Soft Skills,116,Completed
28780,Technical,74,Completed
24988,Compliance,47,In Progress
20241,Compliance,9,In Progress
29568,Soft Skills,4,Completed
9082,Compliance,91,Completed
31431,Soft Skills,40,Completed
32225,Technical,110,In Progress
14109,Leadership,57,Completed
537,Soft Skills,5,Completed
37263,Compliance,65,Completed
55949,Technical,65,Completed
38540,Leadership,57,Completed
27709,Compliance,20,Completed
42930,Technical,48,Completed
23531,Technical,81,Completed
33361,Technical,87,Completed
36328,Technical,8,In Progress
35765,Soft Skills,21,Completed
6535,Compliance,70,Completed
42030,Technical,114,In Progress
38943,Leadership,53,Completed
15,Leadership,66,Completed
45420,Leadership,108,Completed
45403,Leadership,109,Completed
30435,Technical,69,Completed
41501,Compliance,107,Completed
5311,Soft Skills,96,Completed
54013,Compliance,119,Completed
25543,Soft Skills,81,In Progress
4618,Technical,42,Completed
11254,Soft Skills,113,In Progress
34788,Leadership,59,Completed
33565,Leadership,55,In Progress
53023,Compliance,67,Completed
19580,Technical,59,Completed
3400,Leadership,116,In Progress
24694,Compliance,96,Completed
32381,Compliance,97,Completed
44945,Compliance,42,In Progress
30339,Leadership,66,Completed
3392,Leadership,114,Completed
27083,Leadership,26,Completed
58832,Soft Skills,74,Completed
4316,Technical,85,In Progress
11817,Soft Skills,7,In Progress
50609,Leadership,33,In Progress
12240,Compliance,55,In Progress
14565,Technical,117,Completed
44359,Leadership,90,Completed
10756,Compliance,26,In Progress
9179,Compliance,14,Completed
52835,Compliance,38,Completed
29936,Compliance,37,In Progress
11526,Technical,47,Completed
11445,Soft Skills,86,Completed
47296,Soft Skills,76,In Progress
59135,Compliance,37,In Progress
56088,Compliance,93,Completed
35441,Leadership,15,Completed
58747,Technical,92,Completed
44404,Soft Skills,38,Completed
32964,Leadership,90,Completed
31638,Technical,71,Completed
31146,Technical,36,Completed
29110,Leadership,36,Completed
10526,Soft Skills,83,Completed
3883,Leadership,48,Completed
16941,Technical,71,Completed
59626,Leadership,36,Completed
57844,Soft Skills,62,Completed
12633,Technical,78,In Progress
28708,Technical,117,In Progress
56740,Leadership,108,Completed
2258,Compliance,35,Completed
41778,Compliance,58,In Progress
47962,Soft Skills,82,Completed
35927,Technical,94,Completed
2406,Leadership,51,In Progress
17730,Technical,117,Completed
20176,Soft Skills,34,Completed
53375,Compliance,5,Completed
43804,Compliance,32,Completed
42857,Leadership,52,Completed
38533,Compliance,21,Completed
12602,Compliance,54,Completed
4324,Soft Skills,34,In Progress
40426,Soft Skills,36,Completed
35159,Soft Skills,78,Completed
10220,Soft Skills,118,In Progress
44831,Soft Skills,73,Completed
759,Leadership,13,Completed
18398,Leadership,72,Completed
318,Technical,77,Completed
18242,Soft Skills,66,Completed
48718,Compliance,68,Completed
30940,Leadership,101,In Progress
27601,Technical,30,Completed
50580,Soft Skills,30,Completed
36860,Compliance,105,In Progress
52647,Compliance,12,In Progress
5558,Soft Skills,104,Completed
34069,Soft Skills,107,Completed
24118,Technical,118,Completed
8329,Soft Skills,11,Completed
37521,Leadership,59,In Progress
1470,Compliance,52,In Progress
51929,Compliance,84,Completed
40278,Compliance,82,In Progress
38028,Leadership,39,Completed
17744,Technical,58,Completed
59061,Compliance,55,Completed
54360,Leadership,22,Completed
18001,Compliance,67,Completed
41019,Leadership,13,In Progress
46091,Technical,23,In Progress
30737,Technical,8,Completed
21321,Technical,37,Completed
29625,Compliance,73,Completed
39740,Leadership,70,Completed
58226,Leadership,75,In Progress
6263,Technical,42,Completed
11087,Technical,59,Completed
57896,Leadership,27,In Progress
10589,Technical,93,Completed
6691,Leadership,92,Completed
22283,Leadership,33,Completed
14431,Compliance,22,Completed
26927,Compliance,75,Completed
46237,Soft Skills,42,Completed
51540,Compliance,112,Completed
27719,Leadership,81,Completed
36687,Technical,38,Completed
32186,Compliance,20,Completed
59578,Compliance,22,Completed
45489,Technical,52,Completed
49481,Technical,71,Completed
9379,Technical,78,Completed
7037,Technical,28,Completed
46582,Leadership,55,Completed
18917,Compliance,37,Completed
35464,Compliance,63,In Progress
15340,Leadership,97,In Progress
25429,Leadership,57,Completed
21520,Leadership,62,Completed
51023,Soft Skills,55,Completed
17071,Compliance,17,Completed
6221,Technical,30,Completed
30220,Leadership,70,In Progress
59854,Leadership,81,Completed
26815,Technical,18,Completed
32990,Technical,14,In Progress
52241,Technical,64,Completed
59757,Technical,21,In Progress
49795,Compliance,11,In Progress
34732,Leadership,93,Completed
15573,Soft Skills,72,In Progress
18601,Leadership,113,Completed
7486,Technical,19,Completed
30145,Technical,57,In Progress
31824,Technical,6,Completed
50570,Leadership,119,Completed
5565,Compliance,83,Completed
37620,Compliance,99,Completed
53977,Technical,17,Completed
52566,Compliance,110,In Progress
35099,Leadership,81,In Progress
18098,Technical,30,In Progress
4457,Compliance,48,In Progress
44504,Technical,96,In Progress
3059,Compliance,84,Completed
48253,Soft Skills,98,Completed
2277,Compliance,75,Completed
9144,Compliance,115,Completed
43001,Leadership,118,Completed
40003,Technical,56,Completed
14646,Technical,63,In Progress
28632,Leadership,56,In Progress
37946,Leadership,30,Completed
38649,Soft Skills,99,Completed
10181,Compliance,50,Completed
43148,Technical,19,Completed
15094,Compliance,115,Completed
33476,Soft Skills,42,In Progress
54478,Compliance,118,In Progress
41501,Compliance,105,Completed
20869,Leadership,47,Completed
58390,Compliance,58,In Progress
37337,Technical,80,In Progress
48865,Technical,93,Completed
17337,Soft Skills,19,Completed
26218,Leadership,56,In Progress
55861,Soft Skills,86,In Progress
56048,Leadership,34,Completed
32855,Soft Skills,88,Completed
14072,Leadership,60,Completed
16231,Technical,106,In Progress
54786,Compliance,77,In Progress
12438,Leadership,24,In Progress
16779,Technical,58,Completed
16811,Leadership,87,Completed
5157,Technical,25,Completed
29423,Compliance,114,In Progress
56790,Technical,39,Completed
50968,Compliance,20,Completed
46840,Compliance,85,In Progress
6632,Soft Skills,43,Completed
6027,Compliance,29,Completed
10604,Leadership,76,Completed
23818,Technical,60,In Progress
24860,Soft Skills,98,Completed
44251,Technical,111,Completed
27052,Leadership,118,In Progress
46662,Leadership,78,Completed
28687,Technical,95,Completed
4280,Leadership,77,Completed
4775,Leadership,13,In Progress
7117,Technical,89,Completed
6785,Technical,41,In Progress
59103,Compliance,9,Completed
7957,Technical,36,In Progress
50608,Technical,99,Completed
45107,Technical,26,In Progress
20235,Technical,103,In Progress
29536,Soft Skills,77,Completed
2163,Compliance,48,Completed
37942,Technical,61,In Progress
20513,Soft Skills,6,Completed
16928,Leadership,43,Completed
38751,Compliance,103,Completed
19162,Technical,93,In Progress
42903,Leadership,62,Completed
55641,Compliance,102,Completed
35006,Soft Skills,109,Completed
11301,Technical,57,In Progress
43601,Leadership,54,Completed
16965,Compliance,92,Completed
31901,Compliance,32,Completed
52370,Leadership,13,Completed
32478,Leadership,111,Completed
29638,Leadership,47,Completed
58183,Compliance,91,Completed
48738,Leadership,116,In Progress
7332,Soft Skills,72,Completed
3100,Technical,48,Completed
33899,Soft Skills,112,Completed
17850,Compliance,4,Completed
54300,Leadership,57,Completed
36520,Technical,83,Completed
48434,Soft Skills,117,In Progress
49228,Compliance,89,Completed
3121,Compliance,22,Completed
44543,Technical,62,Completed
54727,Soft Skills,54,In Progress
9614,Technical,11,In Progress
8520,Compliance,64,In Progress
54512,Soft Skills,44,Completed
44321,Compliance,5,In Progress
36208,Compliance,29,Completed
48167,Soft Skills,66,Completed
48649,Compliance,19,Completed
55911,Compliance,51,Completed
12747,Compliance,22,Completed
53406,Leadership,87,Completed
12729,Technical,119,In Progress
3627,Leadership,25,In Progress
44798,Compliance,55,Completed
25825,Leadership,39,Completed
38432,Technical,114,In Progress
47367,Leadership,62,Completed
20013,Compliance,45,Completed
12620,Soft Skills,18,Completed
41712,Compliance,43,Completed
51986,Leadership,98,Completed
36326,Leadership,62,Completed
54188,Technical,4,Completed
48025,Leadership,58,Completed
19788,Leadership,102,Completed
39821,Leadership,69,Completed
48860,Compliance,85,Completed
54967,Leadership,80,In Progress
24025,Compliance,40,Completed
4791,Leadership,63,Completed
49992,Compliance,97,Completed
2007,Compliance,46,In Progress
6514,Soft Skills,8,Completed
40660,Soft Skills,83,Completed
53203,Soft Skills,36,Completed
6575,Compliance,5,In Progress
54256,Technical,93,Completed
4591,Compliance,55,In Progress
56561,Technical,18,Completed
33354,Soft Skills,12,Completed
34960,Soft Skills,50,In Progress
52771,Compliance,75,Completed
17451,Technical,64,Completed
8893,Technical,34,Completed
14935,Soft Skills,23,In Progress
58911,Leadership,31,Completed
32337,Soft Skills,34,Completed
26247,Technical,60,Completed
52524,Soft Skills,26,Completed
33124,Leadership,39,In Progress
56624,Leadership,10,Completed
33045,Soft Skills,114,Completed
22486,Technical,42,Completed
26896,Soft Skills,17,Completed
56610,Leadership,80,In Progress
46247,Soft Skills,35,Completed
43365,Leadership,45,In Progress
52630,Leadership,73,Completed
13413,Compliance,9,Completed
52212,Compliance,94,In Progress
41280,Leadership,84,Completed
14694,Leadership,34,Completed
18682,Leadership,28,Completed
2897,Compliance,70,Completed
24024,Leadership,12,Completed
8970,Leadership,14,In Progress
49936,Technical,6,Completed
48095,Soft Skills,50,Completed
59294,Leadership,64,Completed
26204,Technical,16,In Progress
52222,Soft Skills,63,Completed
46055,Compliance,56,Completed
44838,Compliance,55,Completed
57922,Technical,88,In Progress
59165,Soft Skills,83,Completed
6569,Soft Skills,92,Completed
19473,Soft Skills,116,Completed
3263,Soft Skills,51,Completed
11064,Soft Skills,63,Completed
11275,Technical,87,In Progress
55592,Soft Skills,51,Completed
8617,Soft Skills,59,Completed
55239,Soft Skills,49,In Progress
17939,Soft Skills,80,Completed
2004,Soft Skills,39,Completed
35742,Leadership,29,Completed
17041,Compliance,70,Completed
16243,Compliance,114,Completed
20872,Compliance,7,In Progress
15500,Leadership,69,Completed
6323,Compliance,57,Completed
41001,Technical,20,In Progress
22709,Compliance,94,Completed
47897,Compliance,83,Completed
20318,Leadership,38,Completed
47417,Compliance,46,In Progress
20437,Technical,95,Completed
29663,Technical,96,In Progress
9723,Technical,64,Completed
35544,Compliance,59,Completed
30481,Compliance,29,Completed
58424,Leadership,30,Completed
41642,Technical,29,In Progress
32424,Soft Skills,23,In Progress
27108,Soft Skills,109,Completed
12686,Compliance,108,Completed
53473,Technical,17,Completed
936,Technical,83,Completed
6107,Soft Skills,116,In Progress
37364,Technical,46,Completed
7173,Leadership,23,Completed
29396,Technical,70,In Progress
30954,Technical,37,Completed
2865,Technical,16,Completed
10166,Soft Skills,9,Completed
16477,Technical,36,Completed
54759,Soft Skills,15,In Progress
10296,Compliance,69,Completed
5466,Technical,23,Completed
56332,Technical,87,Completed
25385,Soft Skills,26,Completed
59427,Leadership,5,In Progress
35055,Technical,89,Completed
47886,Soft Skills,6,In Progress
42605,Technical,47,In Progress
39270,Soft Skills,119,Completed
7828,Leadership,36,Completed
10483,Technical,57,In Progress
54372,Leadership,28,Completed
18176,Compliance,38,Completed
25970,Compliance,93,Completed
1955,Technical,11,In Progress
5915,Technical,61,In Progress
35597,Soft Skills,40,In Progress
42422,Leadership,78,Completed
4449,Leadership,70,Completed
8162,Soft Skills,78,In Progress
56644,Compliance,119,Completed
29119,Compliance,97,In Progress
8086,Compliance,44,Completed
12345,Leadership,62,In Progress
45138,Compliance,29,Completed
17327,Compliance,13,In Progress
13807,Technical,29,Completed
31589,Technical,61,Completed
41929,Compliance,93,Completed
21732,Technical,39,Completed
9333,Soft Skills,96,In Progress
43824,Soft Skills,56,Completed
51104,Technical,102,In Progress
30882,Technical,99,Completed
3631,Compliance,22,Completed
11945,Soft Skills,32,Completed
52365,Technical,25,In Progress
183,Compliance,46,In Progress
45231,Compliance,113,In Progress
9261,Leadership,86,Completed
49888,Technical,21,Completed
38347,Technical,113,In Progress
1396,Technical,77,Completed
43080,Leadership,107,Completed
21662,Soft Skills,95,Completed
54377,Leadership,82,Completed
16434,Leadership,112,In Progress
12414,Leadership,91,Completed
41732,Soft Skills,80,Completed
46794,Soft Skills,6,Completed
20145,Leadership,44,Completed
16848,Compliance,44,Completed
1576,Compliance,21,Completed
23945,Technical,22,Completed
1143,Technical,57,In Progress
48652,Compliance,111,Completed
21511,Technical,112,In Progress
5036,Soft Skills,39,Completed
5038,Compliance,31,Completed
17607,Compliance,36,Completed
56703,Compliance,28,Completed
26004,Soft Skills,67,Completed
28845,Leadership,20,Completed
7051,Compliance,35,Completed
31461,Soft Skills,84,Completed
23213,Compliance,6,In Progress
30781,Compliance,15,In Progress
11296,Leadership,52,In Progress
54669,Compliance,100,Completed
53802,Technical,91,Completed
6288,Soft Skills,33,Completed
11419,Compliance,80,Completed
2870,Compliance,4,Completed
27361,Soft Skills,98,Completed
32021,Leadership,31,Completed
23390,Compliance,7,Completed
8218,Leadership,71,Completed
28425,Soft Skills,87,Completed
32032,Technical,4,Completed
1414,Soft Skills,18,Completed
31332,Compliance,85,In Progress
32679,Compliance,10,In Progress
3793,Soft Skills,76,Completed
37812,Soft Skills,118,In Progress
13136,Soft Skills,111,Completed
50417,Leadership,98,Completed
11431,Soft Skills,73,Completed
4768,Technical,25,In Progress
35238,Compliance,40,Completed
53721,Compliance,8,Completed
50043,Leadership,73,In Progress
16502,Technical,51,In Progress
20723,Leadership,53,In Progress
36639,Compliance,73,In Progress
3099,Technical,53,Completed
19185,Technical,77,Completed
36709,Leadership,115,In Progress
22117,Technical,22,Completed
5120,Technical,26,Completed
20869,Soft Skills,36,Completed
11679,Compliance,77,Completed
14720,Compliance,115,In Progress
36131,Technical,95,Completed
226,Soft Skills,17,In Progress
8651,Leadership,98,Completed
57138,Compliance,68,Completed
14915,Compliance,51,Completed
56193,Compliance,84,In Progress
36435,Compliance,84,Completed
1731,Leadership,21,Completed
33288,Technical,58,Completed
42926,Compliance,43,Completed
59568,Soft Skills,79,In Progress
19430,Compliance,47,Completed
30889,Leadership,96,Completed
44522,Technical,10,In Progress
14083,Soft Skills,7,Completed
51575,Technical,66,In Progress
2299,Leadership,109,Completed
19319,Leadership,106,Completed
9494,Leadership,101,Completed
11142,Leadership,110,Completed
16517,Technical,22,Completed
55259,Technical,118,Completed
17671,Technical,32,In Progress
40608,Compliance,111,In Progress
2121,Soft Skills,102,Completed
14337,Technical,16,Completed
23287,Soft Skills,112,In Progress
29729,Leadership,44,Completed
36781,Soft Skills,67,Completed
6738,Soft Skills,33,Completed
36758,Compliance,64,Completed
13931,Leadership,76,In Progress
22092,Technical,82,Completed
27202,Leadership,105,Completed
1143,Compliance,59,Completed
50566,Soft Skills,78,Completed
671,Compliance,67,Completed
25756,Technical,93,In Progress
47636,Compliance,44,Completed
25959,Leadership,56,In Progress
720,Compliance,31,Completed
31454,Compliance,29,Completed
41008,Leadership,82,Completed
9332,Compliance,90,Completed
18202,Soft Skills,98,Completed
14116,Compliance,85,Completed
11100,Soft Skills,88,Completed
54203,Technical,16,In Progress
29355,Technical,84,Completed
55674,Technical,46,In Progress
57160,Leadership,6,Completed
56724,Leadership,72,Completed
32261,Leadership,76,Completed
31789,Compliance,17,In Progress
22178,Leadership,70,In Progress
39543,Leadership,97,Completed
19459,Technical,87,In Progress
15762,Soft Skills,56,Completed
47237,Soft Skills,6,Completed
56323,Technical,26,In Progress
16899,Technical,97,Completed
43966,Compliance,102,Completed
33529,Compliance,55,Completed
38705,Technical,58,Completed
19210,Compliance,110,Completed
8889,Leadership,6,Completed
17553,Soft Skills,38,In Progress
1386,Soft Skills,82,Completed
15619,Technical,43,In Progress
59478,Leadership,82,Completed
32855,Leadership,109,Completed
53343,Technical,61,Completed
28080,Soft Skills,75,Completed
54270,Technical,54,Completed
13470,Compliance,106,In Progress
23930,Leadership,114,Completed
34193,Leadership,93,In Progress
53466,Soft Skills,59,Completed
9996,Soft Skills,64,In Progress
32646,Soft Skills,8,Completed
58463,Technical,29,Completed
21487,Technical,66,Completed
11997,Compliance,22,Completed
5961,Technical,10,Completed
22467,Leadership,103,Completed
46978,Compliance,118,Completed
46355,Soft Skills,27,Completed
9382,Leadership,106,Completed
22268,Soft Skills,37,Completed
35632,Technical,33,Completed
15987,Soft Skills,31,In Progress
49909,Soft Skills,98,In Progress
15450,Soft Skills,85,Completed
35391,Soft Skills,12,In Progress
2954,Technical,41,Completed
35768,Compliance,49,Completed
27374,Compliance,35,Completed
6036,Compliance,51,Completed
11323,Compliance,55,Completed
46757,Leadership,89,Completed
51741,Technical,60,In Progress
19907,Compliance,84,Completed
48665,Technical,100,Completed
40832,Technical,48,In Progress
2108,Leadership,89,Completed
7576,Soft Skills,37,Completed
42516,Soft Skills,102,In Progress
9493,Technical,106,Completed
10530,Technical,73,Completed
56636,Leadership,93,In Progress
33804,Soft Skills,108,In Progress
39726,Compliance,45,Completed
43044,Technical,71,Completed
24819,Technical,66,Completed
3739,Soft Skills,93,Completed
56872,Soft Skills,43,Completed
21476,Leadership,34,Completed
14186,Leadership,96,In Progress
40698,Leadership,63,In Progress
27507,Soft Skills,94,In Progress
44826,Leadership,103,Completed
8625,Soft Skills,81,In Progress
2101,Soft Skills,43,Completed
57602,Leadership,31,In Progress
3582,Technical,90,In Progress
58378,Leadership,92,In Progress
42647,Technical,97,In Progress
41209,Soft Skills,86,Completed
41169,Technical,67,Completed
51611,Technical,9,Completed
3073,Technical,50,Completed
36985,Leadership,92,Completed
8441,Compliance,100,In Progress
4289,Soft Skills,29,In Progress
57962,Leadership,112,In Progress
59225,Technical,84,Completed
1348,Leadership,98,Completed
22118,Leadership,97,In Progress
57313,Soft Skills,114,Completed
12560,Leadership,36,Completed
28499,Soft Skills,7,Completed
11938,Compliance,46,Completed
8445,Compliance,39,In Progress
56822,Leadership,110,In Progress
25455,Compliance,58,Completed
792,Leadership,116,Completed
8795,Compliance,60,Completed
59994,Compliance,7,In Progress
2187,Compliance,53,In Progress
11043,Compliance,85,Completed
29091,Compliance,108,Completed
23412,Leadership,21,Completed
30164,Leadership,106,Completed
12351,Leadership,26,In Progress
52931,Technical,24,Completed
55834,Compliance,83,In Progress
31155,Compliance,43,Completed
57050,Compliance,99,Completed
59865,Compliance,43,In Progress
29164,Soft Skills,37,Completed
36210,Leadership,89,In Progress
13799,Technical,59,Completed
3715,Soft Skills,60,Completed
1686,Soft Skills,4,Completed
41806,Leadership,9,Completed
32836,Compliance,100,Completed
15254,Leadership,107,Completed
10220,Soft Skills,63,In Progress
751,Technical,108,Completed
21976,Technical,75,In Progress
31503,Leadership,23,Completed
13994,Leadership,67,Completed
57866,Leadership,55,Completed
14788,Leadership,97,Completed
1337,Soft Skills,15,In Progress
12348,Technical,96,Completed
50030,Compliance,90,In Progress
53565,Leadership,42,Completed
5397,Soft Skills,99,Completed
55020,Compliance,34,Completed
39322,Technical,5,In Progress
17949,Technical,28,Completed
47560,Technical,8,Completed
14157,Soft Skills,47,Completed
34343,Compliance,43,Completed
50589,Compliance,13,In Progress
56310,Leadership,10,In Progress
16738,Leadership,33,In Progress
54452,Soft Skills,10,Completed
7761,Leadership,14,In Progress
35637,Soft Skills,55,Completed
30856,Leadership,85,In Progress
4463,Technical,51,Completed
33513,Soft Skills,16,Completed
34279,Soft Skills,27,Completed
50621,Soft Skills,8,Completed
40273,Compliance,109,Completed
51540,Soft Skills,83,Completed
29494,Technical,70,Completed
28020,Leadership,18,In Progress
22733,Compliance,88,In Progress
7345,Compliance,73,Completed
8654,Leadership,48,In Progress
52750,Technical,51,Completed
46246,Leadership,95,Completed
28188,Leadership,75,Completed
40475,Compliance,99,Completed
20672,Soft Skills,71,Completed
30002,Compliance,64,Completed
34738,Technical,92,In Progress
3148,Leadership,61,Completed
8056,Soft Skills,95,Completed
37806,Soft Skills,108,In Progress
3701,Technical,55,Completed
35620,Technical,117,In Progress
2045,Leadership,56,In Progress
32030,Soft Skills,108,In Progress
55603,Leadership,77,Completed
19759,Technical,96,Completed
20049,Soft Skills,109,Completed
51489,Technical,119,In Progress
19710,Leadership,13,In Progress
11139,Compliance,103,Completed
49364,Compliance,77,Completed
10328,Soft Skills,56,Completed
25143,Technical,53,Completed
24236,Leadership,52,Completed
19553,Technical,89,Completed
32145,Soft Skills,58,Completed
25263,Leadership,115,In Progress
48716,Leadership,119,Completed
6229,Compliance,101,In Progress
20975,Soft Skills,23,In Progress
1292,Technical,10,Completed
22122,Technical,9,In Progress
14889,Leadership,19,Completed
46615,Compliance,55,Completed
31755,Soft Skills,104,Completed
7322,Compliance,118,Completed
26254,Technical,81,In Progress
45805,Compliance,4,Completed
19499,Technical,27,In Progress
14322,Leadership,19,In Progress
8715,Technical,89,Completed
48366,Leadership,32,Completed
20217,Soft Skills,73,Completed
13060,Leadership,20,Completed
26603,Leadership,4,Completed
33594,Compliance,103,In Progress
21016,Soft Skills,15,Completed
43456,Soft Skills,109,Completed
4088,Compliance,59,Completed
52457,Leadership,113,In Progress
42035,Compliance,116,In Progress
43678,Compliance,33,Completed
28344,Technical,52,In Progress
5158,Technical,20,Completed
17775,Technical,18,Completed
51761,Technical,115,Completed
37452,Technical,13,Completed
9994,Compliance,115,Completed
7999,Compliance,49,Completed
9057,Soft Skills,66,In Progress
15135,Compliance,70,Completed
40631,Technical,99,Completed
35395,Soft Skills,34,Completed
41320,Technical,59,Completed
16361,Compliance,22,Completed
47692,Leadership,18,Completed
14140,Leadership,57,In Progress
11773,Technical,14,Completed
15794,Soft Skills,91,In Progress
50635,Leadership,10,Completed
57477,Compliance,79,Completed
19508,Leadership,94,In Progress
16929,Compliance,93,In Progress
21657,Soft Skills,86,In Progress
14986,Soft Skills,82,In Progress
46939,Compliance,63,Completed
21137,Compliance,81,Completed
26734,Leadership,44,In Progress
36178,Leadership,40,Completed
9667,Soft Skills,5,Completed
6908,Technical,55,Completed
56083,Technical,108,Completed
21822,Technical,31,In Progress
26753,Soft Skills,19,Completed
41353,Technical,12,Completed
45994,Soft Skills,87,In Progress
19919,Soft Skills,89,Completed
32038,Soft Skills,22,Completed
52481,Leadership,20,Completed
39066,Compliance,42,Completed
10622,Compliance,96,In Progress
55391,Soft Skills,37,In Progress
51419,Technical,110,Completed
4440,Soft Skills,40,Completed
47748,Technical,97,Completed
54130,Leadership,111,Completed
9157,Soft Skills,105,Completed
2178,Technical,87,Completed
15689,Compliance,104,Completed
36780,Leadership,63,Completed
8032,Technical,109,Completed
29021,Compliance,15,Completed
56137,Leadership,117,Completed
3770,Compliance,54,Completed
15646,Leadership,20,Completed
2821,Leadership,99,Completed
41995,Leadership,68,In Progress
28878,Technical,16,In Progress
40931,Compliance,38,In Progress
47505,Leadership,23,Completed
7609,Technical,87,Completed
26760,Soft Skills,117,Completed
39406,Leadership,40,Completed
42706,Soft Skills,48,Completed
52483,Technical,64,In Progress
33154,Soft Skills,64,Completed
20919,Compliance,65,Completed
34206,Compliance,115,In Progress
52539,Technical,58,Completed
57899,Compliance,39,Completed
13540,Soft Skills,31,In Progress
55633,Soft Skills,25,Completed
51011,Leadership,19,Completed
42020,Soft Skills,17,Completed
29275,Compliance,81,Completed
31650,Leadership,9,In Progress
57404,Compliance,72,In Progress
33452,Technical,25,In Progress
8208,Leadership,44,In Progress
27434,Leadership,42,Completed
42079,Technical,32,In Progress
49390,Compliance,74,Completed
10470,Soft Skills,83,Completed
16608,Technical,111,Completed
41191,Soft Skills,116,Completed
55496,Leadership,15,Completed
6263,Leadership,59,In Progress
56075,Soft Skills,85,Completed
44278,Technical,40,In Progress
15759,Technical,101,Completed
50834,Soft Skills,43,Completed
27059,Technical,118,Completed
45626,Soft Skills,36,Completed
24843,Compliance,66,Completed
21351,Compliance,18,Completed
9516,Technical,60,Completed
26434,Compliance,54,Completed
46033,Technical,9,Completed
35041,Soft Skills,101,Completed
21688,Soft Skills,21,Completed
19291,Technical,83,Completed
22798,Compliance,96,Completed
13704,Leadership,12,Completed
38863,Compliance,46,In Progress
20963,Compliance,104,Completed
52749,Compliance,11,Completed
15187,Technical,30,Completed
29067,Technical,11,In Progress
33403,Compliance,4,Completed
36606,Leadership,63,Completed
14252,Leadership,29,Completed
53645,Soft Skills,30,In Progress
3525,Technical,32,Completed
24617,Compliance,10,Completed
7667,Leadership,87,Completed
27312,Compliance,77,Completed
19566,Technical,21,Completed
48279,Technical,22,Completed
59073,Technical,71,Completed
18113,Compliance,106,Completed
12757,Soft Skills,111,Completed
56268,Soft Skills,64,Completed
51158,Leadership,114,Completed
41810,Technical,78,Completed
2745,Leadership,49,Completed
56934,Technical,34,Completed
13822,Technical,93,Completed
29000,Compliance,86,Completed
46578,Leadership,60,Completed
14947,Soft Skills,62,In Progress
1790,Leadership,114,In Progress
57314,Soft Skills,20,Completed
21957,Technical,31,Completed
50731,Soft Skills,76,In Progress
