employee_id,years_at_company,job_satisfaction,work_life_balance,attrition
36014,11,5,1,No
41091,3,2,3,Yes
48169,3,2,1,Yes
9288,6,3,2,No
28678,1,5,3,No
32189,12,2,3,No
33449,11,5,3,No
10954,9,3,2,No
42769,13,3,3,No
42679,10,5,1,No
42434,9,5,4,No
2390,4,5,1,No
41413,1,2,3,Yes
35672,1,1,3,Yes
59505,3,2,1,Yes
51241,2,2,2,Yes
51395,7,5,4,No
59413,7,2,3,No
11781,6,1,5,No
50189,1,5,1,No
14986,3,5,5,No
3696,11,2,3,No
47297,9,3,5,No
38776,12,3,4,No
48503,11,5,3,No
39490,9,3,4,No
45160,2,2,5,Yes
4040,2,4,3,No
21049,11,2,2,No
916,12,1,3,No
23175,2,4,4,No
20392,14,3,2,No
22176,12,3,4,No
42309,12,2,2,No
49033,13,5,3,No
35821,6,5,1,No
49662,8,4,2,No
39437,0,3,4,No
13044,13,5,5,No
22811,1,2,2,Yes
43167,13,2,4,No
54148,5,5,3,No
52802,13,2,4,No
7713,2,3,1,No
18903,1,3,2,No
6971,10,3,3,No
48320,13,2,3,No
18142,8,1,5,No
34488,12,4,1,No
46434,1,2,2,Yes
58416,4,5,4,No
36832,2,2,4,Yes
214,1,5,5,No
50782,14,4,2,No
6425,13,4,1,No
47409,9,3,3,No
12030,5,4,5,No
26702,3,3,5,No
56614,9,3,2,No
3758,0,3,5,No
20966,5,4,2,No
38664,1,3,3,No
14038,12,1,4,No
30264,14,5,3,No
14112,6,4,5,No
51927,10,5,5,No
15654,3,1,4,Yes
52480,10,1,3,No
27210,0,5,2,No
30031,12,5,4,No
616,5,1,1,No
35914,1,4,4,No
59716,0,4,2,No
49090,2,2,1,Yes
57418,1,1,3,Yes
6023,10,2,2,No
25457,6,2,5,No
51905,6,5,4,No
41122,12,3,3,No
46527,14,3,1,No
35391,13,4,4,No
25893,7,2,2,No
59173,10,3,4,No
56249,0,5,3,No
304,8,3,4,No
57630,7,3,4,No
16109,14,4,5,No
18130,4,2,5,No
17381,6,1,2,No
5042,11,5,1,No
39102,14,5,4,No
45476,13,4,5,No
3349,14,1,5,No
21986,12,2,1,No
36167,0,3,1,No
21422,3,1,4,Yes
48671,10,3,5,No
51704,10,2,1,No
14034,4,2,3,No
50744,9,1,2,No
42721,2,5,1,No
14027,0,2,3,Yes
4797,6,2,3,No
24036,12,2,3,No
53344,11,4,3,No
38765,11,5,5,No
23168,8,4,2,No
57644,12,5,5,No
996,11,2,3,No
57552,7,2,5,No
40163,8,5,4,No
1703,2,3,3,No
6716,6,1,4,No
48418,1,5,3,No
1788,13,4,2,No
20574,5,2,4,No
54230,8,2,5,No
55329,8,2,4,No
36081,9,5,2,No
19575,2,1,5,Yes
19056,6,3,4,No
15175,2,1,3,Yes
42717,0,2,2,Yes
29509,4,3,1,No
42686,6,5,4,No
21992,2,2,2,Yes
32014,0,3,3,No
34936,14,1,2,No
59973,1,1,5,Yes
35623,7,4,1,No
18348,13,1,4,No
8932,13,1,1,No
55749,12,5,1,No
32855,3,3,5,No
10882,4,3,2,No
9520,7,1,3,No
18926,3,3,2,No
10515,11,1,1,No
44995,14,4,1,No
45873,7,1,4,No
11711,10,3,3,No
20175,11,5,1,No
9204,6,3,5,No
44675,12,3,1,No
19160,12,1,3,No
1813,3,5,1,No
58441,4,1,2,No
52239,12,3,1,No
41436,12,1,1,No
53531,13,2,3,No
8992,13,4,4,No
6753,11,1,2,No
39613,1,3,3,No
31232,10,1,5,No
32804,2,2,5,Yes
26295,6,4,4,No
36944,11,5,3,No
15310,13,5,2,No
49261,8,1,4,No
59434,10,3,5,No
46300,12,1,5,No
5752,1,4,3,No
30051,14,2,4,No
57841,5,4,1,No
4598,12,5,2,No
27561,6,1,5,No
1056,3,2,5,Yes
4012,9,3,4,No
50688,14,4,4,No
20501,11,3,3,No
59327,0,3,5,No
52922,7,2,1,No
2783,9,2,5,No
45068,1,1,2,Yes
53271,6,5,3,No
41641,9,3,3,No
37510,1,5,1,No
46832,12,3,5,No
22805,10,3,1,No
16477,14,4,4,No
48301,6,1,5,No
46804,12,1,2,No
56151,6,5,4,No
53924,9,5,2,No
2447,11,4,1,No
31577,5,4,3,No
9871,6,2,1,No
35545,0,3,3,No
33702,7,4,1,No
1863,4,4,5,No
34903,3,2,5,Yes
21397,2,3,2,No
29625,13,3,1,No
35747,11,1,4,No
56069,13,3,2,No
9148,14,3,1,No
34393,3,1,3,Yes
59595,11,1,5,No
18718,10,1,4,No
10679,1,4,3,No
30569,10,5,2,No
27866,9,5,5,No
28204,11,2,1,No
21640,4,2,1,No
39383,2,1,4,Yes
2319,1,4,3,No
22047,7,3,3,No
21334,9,1,4,No
39362,11,5,3,No
32394,13,2,5,No
18146,3,4,1,No
44613,14,5,5,No
37703,10,2,2,No
28607,9,1,1,No
57556,9,1,5,No
30132,12,1,4,No
33351,3,4,1,No
28717,9,4,3,No
38043,1,5,3,No
22482,0,5,2,No
52538,11,5,4,No
55166,12,1,2,No
39805,8,3,3,No
30945,14,3,4,No
22402,2,2,5,Yes
34369,5,3,1,No
10942,9,2,2,No
53865,0,5,2,No
33344,0,3,3,No
55736,0,5,1,No
33560,9,4,4,No
35491,10,2,1,No
22886,10,2,5,No
17649,14,2,5,No
1067,1,4,3,No
41339,13,1,5,No
4380,1,3,2,No
4204,9,2,3,No
2370,9,1,2,No
30498,12,5,4,No
20495,0,4,2,No
29205,10,2,3,No
59730,7,2,3,No
22364,4,3,2,No
38353,6,5,2,No
14417,10,1,2,No
9255,5,4,4,No
30815,1,2,2,Yes
41308,4,5,1,No
16437,8,1,2,No
59681,0,4,4,No
49820,13,1,4,No
2179,7,3,1,No
33066,14,3,3,No
27210,4,1,2,No
53877,2,2,1,Yes
378,12,5,3,No
14810,13,2,4,No
15433,4,5,1,No
25125,4,5,5,No
38262,9,3,4,No
24879,0,3,2,No
32509,2,4,5,No
23475,5,4,3,No
41875,11,4,5,No
47525,11,4,4,No
12738,7,4,3,No
16627,11,4,3,No
38814,4,4,4,No
5797,5,2,3,No
8094,6,3,3,No
15349,0,3,2,No
34282,5,2,2,No
26893,12,3,1,No
42204,2,3,1,No
17946,10,2,5,No
41631,0,1,4,Yes
38842,1,4,4,No
33565,10,3,4,No
3676,12,1,2,No
19144,10,1,2,No
53321,1,4,3,No
57263,0,2,4,Yes
53812,13,4,1,No
49836,13,1,3,No
42779,1,5,1,No
35655,7,4,2,No
44743,3,1,2,Yes
39256,13,2,4,No
14859,10,4,1,No
15807,5,3,4,No
4685,8,5,1,No
24467,14,2,2,No
5528,14,3,2,No
19872,8,5,2,No
40071,11,3,2,No
29797,10,4,1,No
10363,1,1,4,Yes
55071,5,3,3,No
2127,1,3,3,No
47813,8,1,2,No
37588,5,1,3,No
18372,2,1,1,Yes
38354,1,2,3,Yes
24797,14,3,4,No
57662,1,3,5,No
33248,1,2,5,Yes
21103,4,5,5,No
56398,5,2,3,No
34144,9,3,2,No
15139,0,5,1,No
19602,7,5,3,No
35729,8,1,2,No
58061,5,5,4,No
49476,0,1,1,Yes
5528,13,4,4,No
32962,10,4,3,No
4277,7,5,4,No
13792,14,2,5,No
53649,3,3,2,No
34612,10,1,4,No
40184,1,5,4,No
32645,9,3,4,No
37334,12,2,1,No
50356,0,3,3,No
39658,5,1,3,No
11562,12,5,2,No
13665,6,3,3,No
23813,10,2,1,No
43315,2,4,3,No
44292,13,5,4,No
50887,8,3,5,No
21707,6,5,3,No
39733,10,3,4,No
11597,12,5,2,No
8899,5,2,1,No
6419,12,3,1,No
43957,12,3,5,No
50721,13,4,2,No
45662,9,4,1,No
23637,13,2,1,No
30145,11,5,3,No
4436,12,2,5,No
2186,8,3,3,No
14032,2,2,5,Yes
28641,9,1,3,No
4732,7,1,1,No
1387,1,5,1,No
44071,2,5,3,No
20145,7,3,3,No
37162,7,5,1,No
31782,13,5,1,No
18400,4,1,4,No
36800,11,1,1,No
26627,7,1,3,No
100,10,1,5,No
23692,12,3,3,No
6756,11,3,3,No
22642,4,3,4,No
13769,3,2,5,Yes
18601,1,3,1,No
18944,12,4,4,No
11408,14,1,5,No
10517,2,4,2,No
32127,0,5,5,No
10230,3,1,1,Yes
7238,8,4,1,No
2625,10,5,2,No
14392,3,3,5,No
35522,3,5,3,No
27919,0,4,1,No
15332,0,1,3,Yes
19689,7,4,2,No
24589,10,5,3,No
18804,8,5,2,No
23074,7,1,5,No
13510,11,1,2,No
27564,12,5,1,No
40858,0,3,5,No
15552,11,5,5,No
45527,6,2,5,No
49576,14,3,5,No
6918,8,3,1,No
10024,13,4,5,No
27452,5,1,4,No
32856,5,2,2,No
59235,4,2,3,No
33518,0,3,1,No
52437,13,5,3,No
34518,7,3,2,No
10882,14,3,3,No
59829,7,1,3,No
45720,6,3,4,No
51405,8,1,4,No
43308,1,4,4,No
56028,3,5,1,No
24659,0,5,5,No
55663,12,1,3,No
1783,2,4,5,No
19925,14,3,1,No
12582,12,3,5,No
21352,7,1,3,No
39775,11,4,4,No
57448,9,2,2,No
26040,7,3,5,No
12413,10,3,2,No
8758,9,2,1,No
11386,7,1,2,No
40177,2,4,1,No
28391,2,1,3,Yes
9886,13,3,3,No
30516,2,1,4,Yes
7180,12,4,2,No
45435,9,3,1,No
36897,6,5,3,No
55543,1,3,5,No
20441,0,3,1,No
16609,7,4,4,No
41529,9,2,4,No
26065,9,4,4,No
29835,12,2,4,No
59585,8,1,4,No
54015,0,4,5,No
28167,3,4,2,No
17539,4,2,5,No
23722,2,3,4,No
9952,6,3,1,No
28114,5,2,1,No
465,7,2,4,No
7333,10,4,1,No
37076,9,4,5,No
36850,2,4,4,No
9781,11,2,4,No
59600,14,4,4,No
2329,2,3,4,No
17349,9,5,4,No
11871,13,1,3,No
25566,10,4,4,No
8602,4,1,1,No
58444,13,4,5,No
10921,5,1,3,No
28902,14,5,2,No
19821,7,1,2,No
52873,13,2,2,No
7625,9,5,3,No
52082,0,4,5,No
23873,12,4,1,No
20232,1,4,2,No
28779,6,2,5,No
12014,9,2,3,No
42889,3,2,3,Yes
47498,0,5,2,No
9684,9,3,2,No
18250,3,3,1,No
19413,4,3,5,No
37476,5,1,3,No
17690,0,3,3,No
56053,7,1,3,No
30664,6,5,1,No
11427,10,5,5,No
50725,10,5,3,No
1001,9,2,2,No
5817,11,2,4,No
42154,11,1,2,No
9463,8,2,1,No
23371,14,5,2,No
927,10,3,2,No
39486,2,5,5,No
34878,5,2,4,No
13486,7,4,5,No
5352,7,1,4,No
31362,11,4,3,No
3815,10,4,1,No
3361,1,4,2,No
2829,2,1,1,Yes
19812,5,3,5,No
5230,7,3,5,No
42098,3,4,5,No
10275,7,5,1,No
21087,3,5,5,No
13898,5,4,2,No
18709,6,1,2,No
19567,13,5,1,No
14123,14,5,1,No
48064,9,1,3,No
18340,2,1,1,Yes
43339,10,3,4,No
26888,1,5,3,No
57245,7,4,1,No
55973,8,3,5,No
34703,7,1,3,No
4588,12,4,4,No
56932,11,2,2,No
8557,8,5,1,No
38182,1,4,4,No
6113,3,5,5,No
3535,6,1,2,No
19476,11,3,4,No
34943,2,2,1,Yes
6874,2,3,5,No
6093,2,2,3,Yes
48869,8,4,2,No
23577,12,2,1,No
5064,11,5,5,No
24174,4,5,4,No
8512,6,3,5,No
48689,3,2,5,Yes
34087,11,4,2,No
41764,7,1,3,No
48265,2,1,1,Yes
58002,1,5,2,No
33636,4,5,2,No
13171,3,5,5,No
21995,10,3,2,No
14427,6,5,1,No
26883,2,1,1,Yes
42324,8,2,2,No
1701,10,4,4,No
58925,7,4,1,No
610,6,4,3,No
56460,14,5,3,No
55840,2,2,2,Yes
43856,0,4,2,No
43334,5,1,1,No
3213,6,1,4,No
58704,6,2,4,No
41641,14,2,2,No
54004,14,4,3,No
13375,0,5,2,No
42687,10,2,1,No
38049,14,5,4,No
28292,3,1,4,Yes
15094,14,4,2,No
24886,0,2,4,Yes
13590,11,2,4,No
24686,7,2,1,No
37779,8,2,4,No
7499,5,5,1,No
5038,11,4,3,No
19619,13,3,1,No
48781,13,4,5,No
40577,7,3,4,No
18787,14,4,4,No
34559,11,2,3,No
19944,5,4,4,No
44542,2,2,4,Yes
56689,13,2,2,No
33876,3,5,2,No
32334,12,3,4,No
32357,5,1,4,No
19288,9,3,4,No
37868,14,4,5,No
29237,1,5,1,No
51313,7,1,4,No
18711,4,3,3,No
20897,12,2,1,No
45113,13,4,2,No
12956,3,3,2,No
11780,11,5,3,No
13957,1,2,1,Yes
27336,10,1,5,No
2566,11,1,2,No
7127,0,1,4,Yes
28924,8,3,3,No
36984,5,1,2,No
13484,1,3,1,No
33885,1,5,3,No
55925,6,1,4,No
34561,0,5,3,No
52858,14,1,3,No
18503,0,4,1,No
35714,3,4,5,No
51925,14,4,1,No
54306,0,4,1,No
56862,7,1,3,No
6502,0,3,1,No
11589,1,2,1,Yes
14231,6,3,4,No
25163,1,3,4,No
56442,11,3,3,No
30898,7,4,2,No
33600,6,2,5,No
2437,6,2,3,No
14717,0,1,3,Yes
9633,4,3,1,No
3172,4,4,1,No
24140,9,4,4,No
18704,13,3,4,No
4887,0,5,5,No
49491,3,5,5,No
46902,3,3,2,No
6422,9,4,5,No
34971,5,5,3,No
40464,6,5,5,No
23269,13,2,3,No
41863,6,3,3,No
55789,6,5,3,No
53399,4,3,3,No
21128,13,5,1,No
43432,1,4,2,No
36763,12,3,3,No
20390,13,3,3,No
25344,2,1,1,Yes
29047,12,1,3,No
46448,0,2,1,Yes
59202,14,5,2,No
59633,12,3,3,No
5477,4,5,3,No
23733,2,5,1,No
39390,14,5,3,No
23300,0,4,3,No
12236,0,5,4,No
44393,12,4,4,No
42032,6,1,1,No
21527,0,2,1,Yes
51919,6,1,4,No
36927,7,4,3,No
3621,1,4,1,No
50038,2,3,5,No
32118,11,2,3,No
7587,2,4,2,No
16039,5,5,1,No
55019,5,1,1,No
6102,12,2,1,No
38513,7,3,2,No
12503,8,5,5,No
43755,0,5,2,No
8985,10,2,5,No
46880,5,2,1,No
33176,2,4,5,No
43602,3,3,2,No
30548,12,2,4,No
32764,0,4,5,No
50452,4,1,2,No
5966,9,3,4,No
2737,6,3,5,No
43,12,2,1,No
14298,12,2,2,No
54755,1,5,4,No
42241,11,1,4,No
2565,8,4,2,No
58720,8,2,4,No
51002,3,3,2,No
38996,7,5,3,No
25101,14,1,5,No
55004,13,4,2,No
29823,5,4,1,No
34976,5,3,5,No
24714,2,1,1,Yes
6498,2,5,1,No
28189,7,5,5,No
31698,10,3,5,No
53133,8,4,2,No
55713,0,3,2,No
36087,13,3,5,No
10890,8,3,2,No
22271,6,3,4,No
26282,4,3,3,No
50331,3,4,2,No
25532,0,1,4,Yes
44397,12,4,4,No
59540,8,5,4,No
42881,11,1,1,No
3690,2,5,2,No
32708,9,5,1,No
1041,8,5,3,No
23497,13,2,3,No
17606,8,3,4,No
45481,6,4,3,No
43692,12,1,2,No
12036,7,2,2,No
46690,10,1,4,No
37435,9,2,1,No
55128,10,5,1,No
41776,6,4,3,No
13678,8,3,4,No
56254,0,4,3,No
12524,8,1,4,No
56161,10,5,5,No
53316,13,4,5,No
23870,4,5,1,No
48569,5,1,1,No
2715,9,1,4,No
15732,5,2,5,No
36515,5,3,5,No
57504,6,3,2,No
6387,14,3,2,No
28781,5,5,1,No
42422,5,2,2,No
15090,2,5,1,No
53044,5,4,4,No
20256,1,5,2,No
25740,12,1,3,No
15731,2,4,1,No
6454,4,5,2,No
20520,0,5,3,No
46939,3,5,1,No
4754,10,5,2,No
53053,2,4,2,No
3895,11,5,3,No
21526,9,4,1,No
21843,7,1,1,No
26267,0,3,3,No
10496,0,1,3,Yes
36697,2,2,2,Yes
16312,1,5,4,No
32397,8,3,2,No
13758,10,5,5,No
27949,7,5,2,No
1085,8,1,5,No
44994,10,1,3,No
1363,11,1,2,No
22403,3,3,4,No
51755,14,4,2,No
5511,8,4,5,No
57917,7,4,2,No
999,13,2,3,No
1818,1,5,1,No
47558,9,4,3,No
54882,12,4,5,No
18576,10,3,4,No
52097,12,4,5,No
27959,14,1,1,No
43500,3,3,4,No
5839,14,2,4,No
15958,4,4,2,No
52846,10,5,4,No
35636,11,5,3,No
36666,1,3,5,No
45244,4,4,1,No
29697,12,1,1,No
47390,12,4,5,No
38835,8,4,3,No
30796,7,1,4,No
30486,3,3,3,No
50917,7,5,4,No
3893,6,4,3,No
7635,11,2,2,No
49790,2,4,5,No
24495,7,1,2,No
31401,5,5,3,No
22435,5,3,1,No
11299,9,5,1,No
36240,2,1,2,Yes
24387,12,1,4,No
33376,8,2,4,No
45663,14,1,5,No
18633,0,5,3,No
51954,7,5,1,No
53762,9,3,1,No
35010,3,5,4,No
49724,10,3,5,No
30595,0,3,2,No
30767,4,5,2,No
19667,12,1,2,No
15166,11,1,2,No
1071,13,4,4,No
31324,4,1,3,No
46341,2,4,3,No
9563,13,5,4,No
30148,12,2,3,No
38692,13,2,3,No
9584,11,4,1,No
25711,6,4,3,No
57569,10,4,5,No
22005,0,4,1,No
29275,12,3,2,No
59375,13,3,5,No
11113,3,3,1,No
37451,3,1,4,Yes
11731,1,4,3,No
56226,7,5,2,No
51980,11,3,2,No
4720,14,3,4,No
20303,5,4,2,No
38807,5,5,4,No
3894,6,2,4,No
14097,13,2,4,No
19224,12,4,2,No
13988,14,4,3,No
7126,0,3,3,No
2892,9,2,4,No
29144,6,5,1,No
54393,8,3,4,No
2107,2,1,2,Yes
13031,4,4,1,No
24629,2,2,4,Yes
38542,3,3,4,No
35814,0,5,5,No
31500,11,5,4,No
26021,12,4,1,No
25699,2,4,5,No
46461,10,3,3,No
15279,7,1,4,No
46268,14,4,1,No
20821,6,1,5,No
11583,14,3,4,No
36675,12,1,3,No
8450,2,3,3,No
35950,5,3,2,No
59380,9,2,4,No
3757,7,3,3,No
54016,11,1,1,No
52602,8,3,2,No
22370,1,3,4,No
8386,14,2,1,No
4184,10,5,2,No
57113,5,1,5,No
25385,4,3,3,No
19225,2,5,3,No
49283,1,5,3,No
32419,4,4,2,No
10086,5,4,1,No
15031,2,3,3,No
5985,6,5,4,No
36885,9,5,5,No
31886,6,2,2,No
43699,13,2,5,No
16453,9,2,5,No
3322,6,3,2,No
40683,3,1,4,Yes
49512,13,2,2,No
27387,11,4,3,No
20584,13,1,4,No
25614,12,5,2,No
4163,9,4,3,No
44203,3,5,5,No
55302,8,1,1,No
45772,10,4,1,No
21323,13,2,2,No
33234,11,1,2,No
2953,5,1,3,No
43856,3,5,1,No
42321,5,4,4,No
47588,3,3,2,No
59053,5,4,4,No
47272,9,1,1,No
45956,11,4,5,No
22297,9,4,4,No
21720,1,4,5,No
57079,2,5,5,No
21472,8,3,2,No
5175,14,5,3,No
4032,12,3,4,No
48912,1,2,5,Yes
21514,6,2,3,No
52706,11,1,1,No
57401,6,3,5,No
39554,4,1,4,No
14132,11,3,3,No
19612,12,1,1,No
47306,9,2,5,No
7864,7,4,2,No
42651,7,1,2,No
41247,11,5,3,No
20244,6,3,2,No
1057,2,4,5,No
34611,13,1,5,No
28193,9,3,1,No
40431,8,1,5,No
27699,0,5,4,No
24459,9,2,1,No
42369,12,4,3,No
5393,4,4,2,No
24305,7,2,1,No
1008,6,1,2,No
34125,14,1,3,No
44460,11,5,2,No
46865,13,4,1,No
12128,6,4,2,No
16078,7,1,1,No
58420,6,2,3,No
53363,14,3,1,No
917,12,5,4,No
50731,14,5,4,No
34432,2,2,1,Yes
42877,4,5,4,No
40567,13,1,5,No
2595,14,4,4,No
43677,6,5,3,No
34360,13,1,5,No
25982,8,5,5,No
44536,7,2,5,No
51488,12,5,3,No
1347,12,5,1,No
8995,0,1,2,Yes
26162,1,5,3,No
48451,1,3,3,No
15780,7,2,5,No
44852,11,1,4,No
7354,12,5,5,No
53364,8,5,5,No
3946,4,5,2,No
10381,6,2,3,No
34123,6,4,5,No
1271,14,5,3,No
14708,10,5,4,No
16291,12,5,2,No
47935,4,5,5,No
52371,8,5,4,No
7132,8,4,5,No
10869,8,2,4,No
6231,8,2,2,No
56683,5,3,2,No
44239,14,4,5,No
31872,11,5,3,No
54323,8,1,3,No
31928,12,2,3,No
7973,5,2,3,No
39481,8,4,2,No
1851,1,5,2,No
50247,5,2,5,No
49000,10,1,1,No
59614,5,4,4,No
10294,8,5,2,No
45243,4,5,1,No
22043,6,2,3,No
26601,2,1,1,Yes
23360,6,4,4,No
12388,9,5,5,No
8698,1,5,3,No
52198,7,5,5,No
10941,11,3,5,No
8343,3,5,2,No
44549,3,3,5,No
41940,10,5,1,No
31479,11,4,5,No
1619,4,3,4,No
3487,11,5,4,No
35550,13,4,1,No
39200,6,3,3,No
53119,2,2,2,Yes
58983,7,5,5,No
44744,14,4,1,No
29464,2,3,5,No
40958,11,1,5,No
54094,5,2,1,No
42398,5,5,5,No
37606,8,3,3,No
34611,0,4,5,No
28069,14,2,4,No
31331,9,1,2,No
5564,5,5,1,No
29787,10,3,3,No
23336,7,4,1,No
15553,11,3,1,No
15176,13,5,3,No
7814,3,2,5,Yes
54878,0,5,5,No
58916,12,5,2,No
11084,4,4,5,No
36844,4,4,5,No
33971,1,2,1,Yes
24332,8,3,4,No
58646,8,5,4,No
36070,9,4,3,No
13815,9,1,1,No
40076,1,4,3,No
59050,3,3,1,No
38164,5,1,4,No
51000,2,4,1,No
4616,3,5,4,No
50273,7,4,1,No
6804,3,5,3,No
41912,0,1,3,Yes
30613,13,2,1,No
15674,3,1,3,Yes
34633,7,1,2,No
4772,1,4,2,No
34834,10,3,5,No
54621,13,5,5,No
15320,3,1,3,Yes
3329,14,5,3,No
8198,4,2,4,No
49861,1,2,4,Yes
49005,7,3,1,No
45766,14,5,3,No
379,6,4,5,No
17137,13,1,1,No
18417,12,5,4,No
49870,3,1,4,Yes
14209,10,3,2,No
22178,7,2,3,No
25938,7,4,2,No
29779,9,2,4,No
10302,13,4,1,No
53733,12,5,4,No
50621,4,1,5,No
11059,0,1,4,Yes
24509,2,1,5,Yes
55467,3,1,3,Yes
31251,13,5,2,No
44565,10,1,5,No
25663,1,1,4,Yes
55232,4,3,3,No
33012,7,2,3,No
25453,8,5,4,No
56265,8,5,4,No
57187,9,3,5,No
21953,12,5,2,No
37953,0,1,3,Yes
53123,2,4,1,No
39001,7,2,2,No
35749,12,4,4,No
22260,7,2,5,No
54994,1,5,2,No
43894,2,4,5,No
19367,9,4,4,No
53602,12,2,5,No
1595,6,1,3,No
33221,2,1,1,Yes
16977,0,4,1,No
41829,10,1,3,No
1103,6,2,1,No
14420,5,5,3,No
17780,5,2,3,No
34104,13,1,3,No
23143,10,1,4,No
2944,8,2,1,No
9518,9,2,4,No
53167,9,1,2,No
24983,9,2,4,No
22188,3,3,3,No
13097,4,5,3,No
24619,11,5,5,No
34121,0,3,1,No
20319,12,4,3,No
6233,10,1,1,No
22832,2,5,1,No
30691,8,5,5,No
53714,11,1,5,No
4089,1,3,3,No
31337,6,2,5,No
30089,12,3,4,No
15102,5,2,4,No
19992,8,2,5,No
34611,14,4,3,No
35384,9,2,2,No
21833,12,5,5,No
19204,4,4,1,No
47098,11,4,2,No
12459,8,5,2,No
18949,3,3,1,No
6629,14,4,2,No
21488,7,5,4,No
32527,10,3,4,No
33778,10,5,3,No
24379,5,4,5,No
25669,0,4,2,No
19960,6,1,5,No
23880,13,5,4,No
3034,14,3,3,No
32219,11,2,2,No
59202,4,2,5,No
54372,12,3,1,No
16984,13,1,4,No
21018,8,1,5,No
23214,9,4,1,No
37963,14,2,5,No
5314,6,4,2,No
23605,0,5,2,No
49802,5,5,1,No
35267,14,2,4,No
28549,10,3,4,No
10636,0,1,1,Yes
715,11,5,3,No
8961,13,5,3,No
36085,9,5,2,No
38199,13,5,4,No
5404,0,1,2,Yes
23298,14,3,3,No
35122,0,2,5,Yes
5740,14,4,3,No
42678,10,1,5,No
23824,9,2,2,No
29752,0,1,3,Yes
56641,0,4,5,No
11528,9,4,3,No
20765,12,5,3,No
56796,0,2,5,Yes
6397,11,2,5,No
21955,9,1,4,No
55861,6,4,2,No
26215,8,1,3,No
31706,8,5,1,No
6137,11,1,3,No
47881,5,5,5,No
25445,8,5,5,No
34613,13,5,2,No
36722,5,5,2,No
17935,13,5,1,No
5120,8,1,2,No
27780,6,1,2,No
24762,6,3,3,No
18514,9,3,2,No
3130,3,1,4,Yes
39789,12,5,2,No
22006,0,4,3,No
13465,11,2,4,No
27703,7,3,3,No
47506,14,1,1,No
45524,11,1,3,No
4838,6,2,4,No
44922,9,3,3,No
40437,9,1,3,No
17274,14,5,2,No
34267,9,4,1,No
54841,4,4,5,No
22409,7,1,3,No
16020,7,3,5,No
20827,1,1,2,Yes
47913,7,2,1,No
48487,3,2,1,Yes
22696,11,1,2,No
37494,10,5,1,No
41448,12,1,3,No
32994,6,1,5,No
40413,10,1,2,No
16586,10,5,5,No
41858,0,3,3,No
42463,12,5,3,No
57741,11,2,3,No
25822,7,5,1,No
8355,2,4,2,No
50687,11,1,2,No
13313,1,2,3,Yes
35636,10,1,1,No
15096,3,4,1,No
28045,12,4,5,No
44602,5,2,4,No
15914,12,1,1,No
35272,5,3,5,No
53087,1,4,5,No
46770,9,1,3,No
31499,14,3,1,No
25435,6,4,5,No
36021,7,1,2,No
33566,13,3,4,No
59394,14,1,4,No
3871,14,4,2,No
41094,11,1,3,No
50441,9,4,1,No
32163,10,2,2,No
23721,2,4,3,No
16146,10,2,1,No
51491,4,1,2,No
11089,4,4,2,No
39011,5,5,4,No
18803,14,5,1,No
44359,5,4,2,No
15680,8,3,2,No
23742,1,5,3,No
35291,1,5,3,No
59511,13,2,2,No
16403,12,1,2,No
46943,7,1,1,No
14877,12,1,1,No
59959,7,5,4,No
41739,9,1,3,No
4830,12,3,4,No
29483,11,5,3,No
30247,14,3,4,No
1666,5,3,3,No
2099,1,1,1,Yes
35451,12,2,1,No
10509,6,5,1,No
27364,3,5,2,No
33966,0,2,1,Yes
22615,0,4,3,No
42680,9,4,4,No
31570,3,5,3,No
22316,10,1,2,No
51875,1,4,3,No
56288,11,3,5,No
1207,4,2,3,No
47509,6,1,5,No
58551,9,2,3,No
54894,14,4,2,No
54916,1,1,1,Yes
48234,7,4,2,No
30514,0,2,2,Yes
13766,11,1,5,No
47838,3,5,2,No
444,11,4,3,No
45692,3,1,4,Yes
37433,12,4,5,No
15425,4,4,4,No
28346,13,5,1,No
37334,9,2,1,No
6515,12,4,2,No
41828,8,5,3,No
43677,3,1,3,Yes
15031,8,3,2,No
9300,1,1,1,Yes
12697,1,1,5,Yes
47849,6,2,5,No
12024,11,4,4,No
59075,7,3,4,No
1504,12,1,1,No
12626,8,5,3,No
21939,14,3,4,No
27740,7,2,3,No
30186,3,4,1,No
12544,5,1,3,No
13969,6,1,5,No
56065,1,1,5,Yes
17253,14,2,2,No
27838,11,2,3,No
29209,8,4,4,No
43232,7,3,5,No
12275,7,3,2,No
9838,4,3,4,No
1217,3,1,1,Yes
1738,4,2,3,No
40222,7,3,5,No
25812,1,5,3,No
35919,9,1,2,No
26844,4,2,3,No
18816,10,1,2,No
13816,9,2,5,No
36441,6,5,2,No
49491,1,3,2,No
31160,13,3,2,No
48745,1,5,2,No
25504,2,3,2,No
56391,3,2,3,Yes
58974,0,3,2,No
32792,6,5,3,No
12938,12,5,1,No
21001,1,1,4,Yes
9414,14,4,2,No
24550,7,2,4,No
11637,13,5,4,No
27050,14,4,3,No
37918,3,1,5,Yes
32624,3,3,3,No
35935,10,3,4,No
27231,8,1,3,No
6894,9,4,1,No
25946,5,3,1,No
32695,11,5,3,No
15298,12,3,1,No
30106,4,3,5,No
35405,2,4,3,No
3417,14,4,2,No
11858,9,1,3,No
20711,9,3,3,No
30689,4,4,3,No
54669,2,4,1,No
1575,11,5,2,No
42087,2,3,1,No
