employee_id,performance_rating,projects_completed,manager_feedback_score,review_date
14580,4,6,3.4,2018-08-15 15:54:27
21382,5,1,2.6,2020-01-13 09:21:30
136,2,0,3.2,2020-09-16 21:34:03
20997,3,7,4.8,2019-11-07 12:18:44
17749,2,9,2.9,2019-05-02 22:28:25
37285,4,3,1.8,2023-04-19 23:38:04
37302,1,11,2.6,2022-06-09 16:55:54
44841,5,6,2.1,2023-05-02 10:52:58
58367,3,9,2.2,2019-01-21 07:29:46
40021,4,0,2.2,2022-01-20 21:14:58
30928,2,5,3.5,2021-05-13 22:41:51
24259,5,4,4.2,2019-09-27 18:22:46
28364,4,5,1.9,2022-11-13 23:43:17
177,4,11,5.0,2024-02-03 20:21:35
32962,5,0,2.4,2019-10-08 04:19:37
26778,2,4,1.9,2021-01-08 14:45:37
33151,1,11,1.0,2024-11-14 10:10:07
1904,5,6,3.8,2022-07-19 20:16:02
56229,4,9,2.9,2023-04-07 02:23:11
36669,5,3,1.1,2018-12-03 12:45:27
15324,1,3,2.7,2018-03-15 17:40:55
52271,3,6,4.1,2023-08-05 09:52:32
1499,3,9,1.4,2019-05-28 00:54:16
32445,4,2,4.3,2021-01-17 23:31:41
8138,5,3,2.4,2023-05-01 14:18:57
20388,5,11,1.3,2023-05-18 16:17:01
34019,5,9,3.6,2022-03-05 12:35:07
50143,3,3,4.4,2023-12-07 09:16:46
7938,3,11,4.9,2024-12-19 07:58:11
31552,4,8,4.7,2021-05-12 22:17:26
50307,4,11,2.5,2021-11-19 20:58:23
49112,4,8,4.4,2019-12-16 00:25:20
37286,1,8,2.9,2021-01-20 11:18:25
53986,2,6,2.3,2021-07-12 05:11:58
134,3,9,4.4,2022-02-23 23:02:00
34344,3,11,1.2,2022-02-14 17:27:27
57981,5,5,1.9,2022-04-25 06:24:30
19795,5,3,4.7,2022-01-09 11:32:38
23376,4,9,1.5,2024-05-31 00:18:32
56973,2,10,2.1,2018-09-05 22:36:52
10380,4,3,2.8,2022-01-15 08:31:12
43268,5,7,3.4,2024-08-07 09:30:37
30113,5,5,2.7,2021-12-24 16:43:30
4111,4,10,4.8,2024-01-07 04:15:28
40379,4,10,2.0,2023-03-14 19:09:27
33353,4,6,3.8,2023-02-14 15:29:11
41376,1,0,3.8,2024-08-03 10:59:19
29813,1,8,3.8,2024-08-29 06:42:40
11906,5,2,2.6,2021-07-14 03:35:35
47436,1,2,3.5,2019-10-22 07:14:12
49650,2,1,1.9,2020-12-12 04:15:59
7099,1,0,4.1,2021-02-04 05:56:08
33375,3,2,2.9,2018-01-02 22:36:55
59377,4,1,3.0,2018-11-30 04:19:19
58321,1,6,3.5,2023-01-04 12:55:26
27800,1,5,5.0,2022-12-18 16:08:37
11689,3,11,2.8,2024-05-28 21:53:26
32216,1,5,1.3,2023-04-11 17:21:20
34762,3,3,3.5,2021-06-21 10:31:38
27537,2,5,4.4,2024-12-13 19:31:35
24903,1,1,3.7,2024-08-25 15:13:06
2036,5,4,4.2,2022-10-26 08:27:29
14898,4,0,2.2,2021-11-29 23:15:09
57393,1,6,1.8,2022-05-11 06:42:03
23233,3,4,1.6,2022-03-04 23:46:14
3532,1,0,2.5,2022-07-21 01:28:32
57577,3,9,3.3,2020-03-07 22:37:09
20220,2,9,1.6,2023-01-20 05:28:52
46348,2,8,1.1,2022-06-28 20:49:15
29591,1,4,2.0,2020-11-23 01:19:56
3505,3,11,4.6,2020-08-23 20:45:03
57770,5,6,3.6,2021-03-19 07:12:40
17420,4,8,1.6,2021-04-17 09:27:25
12609,5,3,3.2,2022-09-22 16:34:15
18655,5,7,1.5,2021-02-18 23:03:23
1065,4,7,5.0,2020-03-23 02:52:53
20469,4,8,1.4,2018-07-19 03:16:43
11137,4,5,4.9,2022-07-15 01:43:02
51875,5,3,4.0,2021-10-29 02:12:38
44001,5,0,4.4,2024-05-18 03:48:34
5550,5,4,4.1,2022-12-12 10:44:12
41222,5,0,2.1,2020-08-04 16:58:04
30579,5,6,4.8,2022-08-15 08:25:36
1866,3,7,4.9,2022-02-09 22:05:38
28014,5,4,4.2,2018-12-05 21:54:33
55901,4,11,2.7,2022-01-20 16:22:40
55366,5,4,3.1,2023-03-07 23:35:36
34328,3,5,2.8,2019-12-20 19:45:18
25176,5,7,1.3,2023-08-18 05:03:02
50703,3,9,2.8,2023-02-21 06:18:02
36881,1,6,2.7,2021-06-27 21:38:02
42576,4,3,2.8,2023-11-23 03:15:43
42499,5,4,4.4,2022-11-14 11:20:48
41204,1,2,2.5,2021-05-24 09:27:42
11131,1,0,4.0,2022-08-30 16:08:09
58042,5,10,1.7,2019-01-17 12:43:08
49807,2,3,2.9,2024-08-28 10:46:19
12493,5,4,3.3,2021-05-28 03:28:40
29742,2,9,2.1,2022-10-05 04:48:21
22738,1,3,2.1,2022-07-31 23:03:15
31374,2,6,1.6,2018-10-06 23:07:03
5868,3,10,1.0,2022-01-22 19:57:08
54190,2,5,1.8,2024-01-28 02:57:33
25120,3,5,4.6,2021-11-14 09:52:03
13990,5,2,3.9,2022-12-23 22:36:23
14281,3,5,4.5,2018-09-14 21:09:03
17109,4,9,1.1,2019-03-19 22:53:34
2390,2,1,4.9,2022-08-07 03:22:22
42067,3,5,4.4,2019-07-14 09:48:31
28857,3,7,2.5,2018-12-13 22:15:20
2296,1,5,5.0,2023-02-21 11:51:25
56718,2,5,1.7,2018-09-25 22:43:06
28518,2,9,3.8,2020-06-17 04:44:19
26118,3,6,5.0,2018-05-29 05:14:59
1186,5,2,5.0,2019-12-08 01:28:00
7096,4,3,3.4,2024-11-25 07:15:58
14509,3,1,4.3,2022-06-24 02:56:19
4779,4,4,2.9,2023-10-22 03:21:09
45942,2,10,1.8,2018-02-03 16:46:59
55607,3,2,4.4,2021-07-12 04:50:11
53940,2,2,4.9,2019-12-05 03:53:30
22707,4,5,3.1,2023-09-01 12:28:48
11530,2,7,3.6,2021-07-26 19:16:17
5837,2,10,1.9,2018-05-29 15:26:50
42915,5,11,1.6,2022-04-04 16:17:31
58568,4,2,4.2,2024-01-15 14:56:31
1536,1,7,2.6,2018-12-19 22:30:04
449,3,7,5.0,2024-04-27 05:15:12
59753,1,8,1.7,2021-03-05 11:11:22
3373,1,3,3.3,2019-09-08 12:43:48
8490,4,6,4.2,2021-08-13 17:34:19
52857,3,9,4.8,2019-04-24 00:32:27
34244,5,0,1.2,2018-09-02 21:55:37
35960,2,11,3.2,2020-04-18 19:38:24
11742,4,2,1.6,2020-01-02 14:05:19
39981,5,4,2.3,2020-02-18 22:46:53
14356,1,8,3.3,2022-10-25 01:20:27
58040,4,2,3.7,2024-09-30 19:12:48
5966,3,3,2.3,2018-06-10 05:16:12
31769,3,8,2.1,2020-07-12 07:07:01
17835,3,3,2.3,2022-07-10 11:23:33
30728,5,1,1.9,2022-08-16 18:18:14
50231,2,9,2.5,2023-07-07 08:36:30
2379,1,3,2.1,2024-02-21 21:15:57
15400,3,5,2.8,2023-02-21 07:09:50
2490,5,6,4.0,2023-10-13 02:45:03
58560,3,0,2.9,2023-11-20 12:35:24
42402,5,10,2.7,2018-03-25 01:02:11
287,4,6,4.0,2023-06-21 22:27:27
43808,1,7,4.1,2022-10-16 11:42:07
40157,4,7,4.8,2018-06-28 06:58:08
4568,5,10,3.8,2023-11-30 14:39:48
53690,3,3,3.5,2023-07-10 05:08:10
187,5,5,4.8,2018-06-04 11:09:08
33395,5,8,4.5,2018-09-08 05:42:15
59154,1,4,2.9,2024-09-06 11:16:58
18656,1,1,3.9,2020-01-23 16:08:24
35479,1,3,1.7,2018-01-05 04:29:30
29370,1,6,4.9,2022-06-15 10:39:55
37560,1,8,2.0,2021-02-08 15:32:02
513,3,1,3.6,2019-09-12 01:13:51
16560,4,11,2.9,2023-11-03 10:39:44
15621,1,0,3.6,2021-10-09 08:16:40
36729,3,2,2.8,2020-06-11 14:36:14
56753,2,0,1.1,2023-11-22 18:56:29
3759,3,7,1.1,2023-03-11 17:02:07
37706,4,11,1.1,2018-05-02 05:32:24
13308,1,8,1.4,2021-03-03 09:40:18
10503,2,11,3.0,2023-08-03 14:18:18
27178,4,11,3.7,2022-05-23 06:05:09
54597,2,3,1.3,2018-06-17 01:17:13
55360,5,10,4.2,2024-01-28 20:48:22
39736,2,11,3.2,2023-06-29 22:14:57
53390,4,7,4.0,2021-08-27 01:56:27
17963,4,0,4.0,2023-06-21 17:16:19
27394,4,7,3.0,2021-08-15 12:01:32
35385,3,2,2.5,2022-12-07 01:37:35
3524,5,5,2.7,2023-05-20 14:42:27
40299,1,0,2.8,2020-02-18 15:16:14
49588,3,2,3.2,2021-03-05 05:31:30
45301,3,1,1.7,2019-06-21 15:33:20
23201,3,0,1.6,2019-02-12 11:04:18
41494,4,7,3.6,2024-09-01 22:00:35
59513,3,0,1.4,2020-10-24 07:03:50
52519,4,2,4.8,2022-06-01 20:38:17
36725,1,10,1.8,2020-01-28 15:43:29
50358,3,11,2.0,2018-03-12 21:06:11
53874,5,8,3.2,2021-11-03 20:05:06
58108,5,10,2.7,2024-04-01 22:43:03
59325,5,8,2.1,2021-06-11 04:22:40
9013,5,5,2.6,2023-01-03 10:10:25
22375,4,2,1.7,2021-06-07 14:14:37
16184,3,7,4.9,2018-04-27 01:59:50
39820,3,4,4.5,2022-06-29 18:24:17
7914,5,6,3.0,2021-03-18 16:16:16
32599,4,3,1.7,2022-07-02 23:33:05
22109,1,6,2.5,2022-01-20 21:12:05
30235,2,6,5.0,2020-09-07 08:10:59
13444,5,6,4.3,2019-10-04 05:52:56
39602,1,11,2.8,2021-02-01 15:34:22
35683,3,1,4.0,2019-06-15 09:02:55
52578,1,1,1.5,2022-12-17 13:11:42
48389,5,0,4.6,2020-11-28 23:41:37
45798,1,11,3.1,2022-01-01 10:45:04
4441,5,4,2.5,2024-06-13 19:17:26
47431,1,11,4.3,2022-10-13 13:42:40
27197,3,10,3.3,2020-05-22 06:39:00
8638,5,8,4.5,2019-07-18 05:03:50
54158,1,8,2.9,2021-08-19 01:40:09
49453,1,11,3.7,2022-05-26 15:55:38
19557,3,10,3.6,2024-09-30 06:07:06
58103,2,1,1.8,2021-12-31 04:10:47
25082,1,2,1.5,2020-04-12 18:03:29
20560,2,9,4.5,2020-04-04 10:15:26
8128,4,10,4.0,2023-07-12 00:21:28
18804,3,2,3.9,2021-12-09 14:54:31
25787,5,1,4.1,2019-03-18 08:48:23
40052,3,5,4.9,2022-08-24 16:51:12
12260,2,1,2.8,2022-10-16 02:03:37
3892,4,0,4.0,2021-11-02 17:34:27
37907,5,0,2.3,2022-09-05 16:13:40
39116,4,9,3.7,2022-11-10 05:38:37
12631,3,6,2.7,2021-06-08 17:53:03
23023,5,5,4.7,2022-11-09 13:10:44
39999,1,3,2.1,2019-02-20 14:30:52
44631,2,7,1.2,2018-09-04 13:50:32
51285,3,11,1.8,2022-06-18 01:38:24
38103,4,4,3.2,2022-05-05 23:21:13
28574,5,10,2.6,2020-06-02 05:01:33
56512,2,3,4.0,2020-09-27 08:52:08
19018,1,2,3.8,2018-07-27 04:20:42
10922,1,6,3.3,2021-01-09 10:50:16
49347,2,1,4.9,2018-06-07 03:35:20
33375,4,6,1.3,2019-12-30 08:33:16
58285,2,8,1.6,2020-08-12 12:23:59
37849,4,0,2.2,2020-06-20 09:47:12
43964,5,2,4.5,2020-01-02 12:16:23
54637,2,11,3.3,2022-12-14 18:14:01
15094,5,5,1.6,2019-04-30 22:22:54
34437,3,4,3.3,2024-07-04 12:26:53
42479,1,9,4.8,2023-08-21 18:18:49
3620,1,7,1.4,2024-03-21 03:37:35
16446,4,0,2.0,2020-04-25 16:45:53
24869,1,0,4.3,2020-11-07 19:15:47
37090,1,0,2.0,2020-01-14 20:34:11
52577,1,6,4.7,2020-12-13 03:15:09
4018,4,9,4.8,2021-01-19 03:50:46
51597,4,1,4.5,2020-05-24 08:39:41
52345,2,5,2.8,2020-12-05 04:01:08
51687,1,8,2.6,2021-10-30 03:34:29
52399,1,11,3.7,2022-02-19 06:23:42
54803,4,10,3.1,2020-07-21 00:46:48
41273,5,8,4.3,2019-03-07 21:21:51
46094,3,3,3.8,2022-07-18 04:28:46
11492,1,9,3.7,2018-10-09 06:59:03
10788,3,11,1.9,2020-09-13 13:50:35
27478,5,5,2.6,2021-05-14 15:15:11
17860,1,5,4.3,2018-04-21 06:22:26
48047,2,7,4.2,2024-01-26 03:54:08
16490,2,1,3.4,2019-08-27 19:46:00
3678,2,11,1.6,2022-05-08 13:16:24
40353,2,2,4.2,2018-11-12 13:23:20
38150,2,2,2.8,2023-11-07 09:01:24
5808,1,4,3.0,2023-04-20 21:18:54
19041,2,4,3.3,2021-09-29 05:32:01
17894,3,5,2.5,2022-12-27 18:49:26
2954,3,9,2.0,2021-05-29 19:55:24
786,1,9,2.3,2021-02-05 08:52:51
36095,2,5,1.7,2024-07-28 22:41:00
33022,2,7,3.5,2018-05-11 19:19:11
22356,3,9,1.2,2018-11-26 01:45:44
29122,5,6,2.4,2019-02-23 01:23:19
48158,3,1,3.3,2020-01-24 16:22:20
35865,5,8,4.7,2024-07-07 23:32:26
33234,2,9,1.9,2019-05-19 16:36:37
7817,3,1,1.2,2021-11-17 19:10:03
57231,2,8,2.1,2018-04-13 16:22:57
24117,5,10,4.5,2024-03-19 22:57:51
17752,1,5,3.0,2023-05-30 10:16:57
23323,1,1,2.9,2022-12-30 11:08:47
55936,5,11,1.4,2019-03-12 11:39:20
3128,4,7,1.2,2018-11-03 18:39:22
17788,1,2,3.8,2021-11-14 05:37:46
32038,4,2,1.8,2023-04-01 12:15:16
12458,4,8,3.5,2019-10-09 11:45:48
40458,1,8,2.1,2023-06-08 08:05:23
9489,3,5,1.1,2018-05-11 11:46:32
49037,5,9,4.7,2023-05-26 15:07:31
35892,4,3,4.7,2022-01-10 14:32:27
30233,4,2,1.0,2023-08-16 16:49:46
53066,5,6,2.9,2024-11-22 21:54:58
12360,2,7,3.5,2024-07-24 15:35:26
27200,4,7,4.9,2019-06-29 23:43:19
43336,5,10,1.9,2024-08-14 09:03:50
7592,4,10,4.1,2024-08-25 15:06:43
4061,2,11,4.5,2022-09-19 07:11:01
46984,3,3,4.0,2021-04-11 12:43:12
26835,2,8,2.6,2021-07-08 08:24:43
59785,4,6,2.9,2019-02-23 07:49:24
8534,4,1,2.2,2022-01-01 05:52:20
17960,2,3,3.2,2019-03-14 15:16:00
29970,4,7,2.3,2022-05-31 21:09:14
44411,3,7,3.0,2018-12-25 15:24:15
8692,4,2,3.5,2019-06-21 06:41:46
18378,2,8,4.0,2022-11-22 00:03:37
18669,5,4,3.9,2024-02-08 05:13:36
40680,2,1,3.7,2024-01-02 07:40:22
50495,1,2,3.3,2024-02-07 04:41:15
21697,3,8,4.1,2019-02-26 12:10:40
57218,2,0,3.7,2023-11-19 12:35:48
37138,1,10,4.7,2023-02-15 17:36:35
26545,3,0,2.6,2024-12-04 08:35:19
11891,4,4,4.5,2021-05-07 20:17:24
37231,4,7,2.8,2019-12-08 02:46:04
52077,2,7,1.9,2018-05-18 03:14:59
56087,2,2,3.0,2021-02-11 22:03:38
603,5,9,4.6,2018-09-11 02:30:12
36384,2,3,4.4,2020-11-20 13:29:49
16456,5,10,3.4,2018-10-14 19:49:30
666,3,5,2.7,2019-02-11 18:39:05
50737,2,5,4.4,2023-07-16 03:12:08
6262,5,7,3.2,2022-10-19 10:58:19
32656,2,0,1.4,2020-07-16 14:24:10
47990,3,9,1.4,2023-05-03 02:55:01
56100,3,11,3.9,2024-12-16 00:07:57
18909,1,10,1.2,2021-11-25 18:11:07
46962,2,1,1.2,2020-01-25 17:29:57
24993,2,8,2.6,2020-07-24 05:05:10
52677,5,0,2.0,2020-08-06 15:19:18
38133,4,11,4.6,2024-12-20 03:40:14
24725,4,1,3.6,2018-12-13 22:11:56
34151,5,10,4.7,2018-09-11 14:04:24
38867,1,11,2.3,2024-04-22 06:21:02
52730,2,11,1.8,2020-02-15 22:13:22
54022,1,10,2.9,2018-11-26 11:25:41
17016,4,3,2.8,2024-11-13 20:13:38
26451,1,8,3.4,2020-01-27 04:47:10
40833,2,8,2.3,2021-08-27 10:03:45
53313,1,4,2.5,2021-04-01 04:42:31
14925,1,0,3.0,2022-12-05 19:36:34
49881,4,2,1.8,2018-06-15 01:42:00
37758,1,6,1.6,2023-10-15 05:47:54
6519,3,4,1.0,2018-10-04 21:53:38
38954,5,6,1.2,2022-12-24 22:25:45
27140,4,11,2.2,2022-10-21 07:50:57
56202,3,11,4.3,2022-12-05 21:26:05
37841,2,3,1.4,2024-11-11 09:39:06
56692,5,3,3.3,2024-07-28 10:33:52
32548,3,10,1.7,2022-04-17 21:41:36
30141,1,9,3.6,2021-01-01 12:40:27
3754,4,10,2.9,2020-11-16 05:05:57
48276,4,8,1.6,2022-12-28 16:11:10
44134,4,8,4.7,2020-03-17 17:20:19
16997,4,9,1.6,2022-04-30 17:07:50
59912,4,5,4.5,2024-08-29 10:56:31
1188,1,10,4.8,2024-09-04 00:08:43
47117,4,4,1.8,2023-10-03 12:46:12
48805,4,3,2.0,2024-09-29 17:14:29
54196,1,3,3.6,2018-01-18 08:46:33
42236,4,11,1.6,2019-07-25 18:15:47
28915,3,4,1.2,2024-06-22 06:11:53
33154,5,1,5.0,2018-07-05 09:39:39
46982,1,2,2.0,2020-12-08 10:45:30
59397,2,2,2.5,2023-12-31 04:49:08
7516,1,2,2.5,2023-07-19 23:16:03
28021,5,2,1.8,2024-05-31 02:38:42
43862,2,10,4.5,2024-05-22 17:47:22
20184,2,8,3.8,2020-07-31 10:35:56
52716,1,1,2.2,2018-07-29 21:10:55
27952,1,4,4.8,2024-07-17 23:55:18
56445,4,0,1.1,2018-10-31 21:50:02
615,2,0,4.3,2022-05-02 18:51:23
12498,5,0,4.5,2020-06-23 10:25:50
28127,2,3,4.1,2019-09-04 10:07:58
17242,1,6,1.8,2022-04-06 16:17:30
37177,5,8,2.2,2019-04-22 17:17:49
17255,4,2,1.6,2024-05-23 15:22:08
14721,1,3,1.5,2022-11-13 08:49:36
28215,4,2,3.8,2024-09-12 22:45:01
5247,5,1,1.6,2022-05-21 08:13:45
10966,5,10,1.2,2022-09-08 03:05:53
16170,2,1,1.5,2020-11-27 18:29:39
52534,3,4,3.5,2020-12-06 02:06:54
31479,2,3,2.7,2024-12-12 23:04:22
27115,3,9,4.1,2018-12-22 03:30:27
28195,5,7,2.0,2020-12-02 16:42:35
45776,3,2,3.9,2022-12-09 09:23:52
38075,1,10,2.0,2023-02-28 05:17:07
48367,1,4,1.8,2022-10-16 11:57:44
19066,3,8,4.1,2023-05-03 01:09:37
21088,3,7,4.8,2022-09-06 00:50:40
53448,2,8,1.5,2022-11-18 11:29:06
50077,4,7,1.0,2021-03-26 23:14:20
3132,1,9,2.8,2023-10-21 20:52:56
51775,2,10,3.2,2020-07-04 05:02:32
34114,2,5,4.5,2020-09-28 03:30:14
10827,3,5,2.3,2021-05-22 17:09:18
32770,1,9,2.8,2021-05-02 15:57:20
20821,5,10,1.6,2022-08-08 06:24:52
41994,4,5,4.9,2018-03-13 00:02:54
41198,5,1,3.5,2023-03-20 01:05:05
23256,2,10,2.0,2024-09-12 13:44:47
44113,4,5,4.1,2021-05-29 22:30:22
6036,5,2,3.2,2023-02-06 23:18:03
58305,5,3,2.7,2024-09-22 16:56:34
16538,3,8,3.6,2023-06-07 03:28:46
56697,5,2,1.4,2022-02-25 22:44:55
15096,3,7,4.3,2024-12-17 07:51:07
21275,3,9,2.1,2020-06-09 05:30:44
39005,2,5,2.0,2018-04-11 01:37:32
42902,3,5,1.9,2019-11-18 03:20:05
7642,3,5,4.8,2019-06-08 00:50:16
12477,1,11,3.1,2022-08-10 01:55:35
31476,3,2,3.5,2018-09-16 00:50:46
36485,4,6,3.0,2019-07-25 16:14:28
25499,4,10,1.7,2018-09-24 18:01:50
36992,3,1,1.3,2020-07-02 23:18:33
37875,2,10,3.3,2021-09-13 00:56:11
39249,2,3,3.4,2019-02-06 23:20:03
24191,5,11,3.1,2020-07-19 19:39:38
20519,1,10,1.5,2019-08-08 03:14:13
49766,3,5,4.5,2020-10-07 09:51:06
11638,4,7,2.8,2022-03-20 03:38:36
5186,1,6,4.6,2019-01-13 06:31:21
27527,3,0,3.2,2020-06-04 06:04:49
15814,2,8,4.1,2022-09-04 00:05:52
35772,3,1,2.1,2021-12-02 19:11:33
12381,3,7,1.9,2018-01-14 03:57:22
7406,2,9,3.0,2018-06-09 06:58:21
47654,2,9,4.1,2023-01-26 06:25:45
5519,4,11,4.1,2020-01-23 03:51:42
38630,3,5,4.0,2021-06-08 14:47:34
43831,5,7,4.7,2022-08-25 22:56:02
48068,5,10,2.5,2022-08-10 06:10:51
13818,3,3,2.0,2022-10-23 07:13:37
33521,1,10,4.3,2020-06-27 05:20:04
16927,3,10,3.8,2022-08-08 00:19:42
29322,3,1,4.6,2021-03-11 12:20:00
56153,1,5,4.0,2023-04-19 10:54:25
1798,5,1,3.8,2022-06-22 21:47:12
45877,1,8,3.2,2023-09-03 23:59:09
53642,5,2,2.1,2018-01-17 09:22:46
1644,1,5,2.5,2018-06-23 03:56:36
22421,3,6,5.0,2020-09-06 09:37:32
41120,4,0,2.9,2020-08-18 12:01:49
55194,3,2,1.2,2023-12-14 12:22:55
27341,1,1,1.9,2021-10-25 13:41:14
25252,5,2,2.4,2020-10-31 17:02:28
40640,2,6,4.3,2020-06-29 15:43:37
36820,3,3,4.7,2020-12-30 05:01:36
38119,2,10,2.0,2024-06-10 14:15:35
26858,3,4,4.6,2020-12-28 02:03:03
17292,2,6,4.4,2021-03-01 08:06:28
58579,4,2,4.8,2019-11-15 07:02:23
50729,3,1,1.8,2020-04-22 18:17:15
24018,2,7,3.4,2021-09-03 05:05:16
49072,5,8,4.7,2022-04-11 19:09:07
47232,4,4,3.1,2019-02-16 12:01:00
14192,2,6,3.7,2020-09-12 19:21:37
36852,5,10,4.8,2019-01-29 01:12:43
16390,3,3,4.1,2018-07-16 04:32:45
26521,3,11,1.4,2020-10-02 00:45:20
15321,3,9,4.2,2024-01-09 20:54:02
9085,1,7,4.0,2018-12-30 05:26:34
40501,3,9,2.7,2023-04-13 11:41:20
23081,2,2,4.1,2022-11-21 12:01:51
28685,5,11,2.4,2019-09-15 16:36:46
5962,4,0,3.2,2020-11-25 22:31:37
59411,5,11,3.1,2018-06-12 21:23:11
17046,2,10,1.5,2023-02-05 11:37:03
41462,1,1,3.3,2021-03-07 08:56:19
20995,5,10,1.2,2024-02-22 05:00:41
32203,5,7,3.7,2020-03-12 23:30:51
9896,4,1,4.4,2023-05-12 18:14:26
5516,5,1,1.2,2022-09-07 17:08:11
48514,2,6,5.0,2024-03-30 00:40:36
14103,2,11,4.7,2022-01-11 09:55:26
50840,1,11,3.7,2023-11-30 21:07:54
5191,4,6,1.1,2018-01-10 18:13:10
46963,1,2,1.2,2018-11-22 11:04:19
52549,1,5,2.5,2019-10-11 07:21:16
18257,4,7,4.1,2023-05-07 17:02:13
55260,4,0,2.9,2021-05-04 21:23:17
38675,1,11,3.8,2024-12-13 20:35:18
25918,3,9,2.0,2023-03-13 23:04:37
780,5,2,4.5,2022-11-10 15:53:37
52599,1,1,2.0,2024-04-18 23:15:46
38117,5,5,4.0,2021-01-18 19:14:12
34352,3,9,2.0,2023-07-05 00:19:25
22307,2,1,3.0,2020-02-28 17:00:41
28908,4,5,3.2,2018-06-19 18:47:50
36933,5,5,2.6,2021-02-22 09:15:39
52978,3,4,2.2,2021-09-10 14:24:05
27986,2,8,2.6,2021-12-22 13:16:13
51573,4,4,2.8,2024-02-14 15:01:04
26927,3,2,1.3,2020-01-19 22:29:17
4310,5,11,4.1,2019-02-28 19:32:20
59075,5,9,4.1,2024-06-26 08:25:58
49277,3,0,4.3,2018-07-22 10:08:28
6480,2,7,2.8,2022-07-24 19:01:11
4661,1,4,2.0,2022-10-23 02:30:39
14509,2,4,1.8,2024-09-11 04:45:19
10275,4,11,1.8,2023-10-23 17:03:53
23969,1,8,1.5,2023-05-30 04:45:59
58751,4,10,3.0,2019-07-28 21:10:20
32102,3,1,2.5,2021-08-13 00:32:05
20669,4,11,4.2,2024-02-06 14:21:53
45398,3,4,3.5,2019-08-21 20:58:31
14557,3,3,4.1,2021-01-19 12:03:14
31954,4,7,3.0,2022-01-10 12:27:54
29192,5,1,2.9,2019-11-21 03:55:34
30782,2,11,2.9,2024-08-19 14:10:57
33846,3,4,3.6,2022-01-04 11:55:06
59134,3,1,3.8,2023-03-31 03:19:23
43747,3,5,2.5,2018-11-22 07:11:29
23061,1,11,2.0,2023-01-31 06:53:14
31244,3,7,4.0,2020-09-26 06:36:27
38047,1,6,3.8,2019-03-25 00:44:26
23295,2,3,3.1,2018-11-05 18:32:35
56628,3,0,2.2,2020-11-27 13:44:24
9134,4,1,3.3,2021-05-29 03:57:27
59498,3,8,3.0,2022-06-04 20:21:49
45423,2,3,5.0,2020-06-12 19:15:24
40999,2,3,2.4,2021-11-08 16:14:32
648,5,4,5.0,2022-02-27 02:13:37
12078,4,8,4.4,2020-03-18 23:36:24
10386,3,6,3.5,2019-11-16 01:39:26
32285,2,5,1.3,2019-12-10 01:44:35
3182,5,5,2.3,2020-03-17 12:59:35
47784,3,11,4.0,2024-12-17 03:20:22
41518,2,9,1.9,2023-03-06 16:52:35
6127,1,4,1.7,2022-09-09 18:31:39
4194,3,1,4.6,2022-12-19 01:10:48
35133,5,11,3.3,2024-06-01 16:17:37
38324,4,0,4.2,2023-08-12 12:35:31
44549,1,9,3.2,2020-08-11 23:47:23
21971,2,5,4.9,2018-04-07 09:01:11
20424,5,0,4.7,2023-01-22 17:43:54
19913,1,7,4.1,2020-02-27 21:00:52
38001,1,9,1.8,2022-10-05 23:50:59
6355,1,11,4.5,2023-07-16 03:03:14
20014,1,9,3.4,2021-11-15 05:27:26
40415,5,11,2.3,2018-08-11 10:22:18
55646,2,2,3.8,2023-06-16 00:05:56
10000,4,1,3.3,2018-03-24 21:27:02
48656,2,2,3.8,2019-12-08 06:06:10
1102,4,5,3.6,2022-10-22 05:40:43
56504,4,7,4.3,2019-07-28 22:09:04
52004,3,2,4.5,2020-05-04 21:07:44
41730,2,0,3.1,2021-10-10 18:53:40
21923,2,10,3.9,2019-09-23 06:55:16
52853,5,4,4.0,2020-06-09 09:13:10
50671,5,7,3.1,2020-05-07 01:26:00
51189,4,11,4.1,2019-07-14 14:10:17
53058,3,4,4.1,2022-09-01 12:07:06
29055,5,9,4.1,2020-03-29 00:34:45
14975,5,5,1.2,2021-02-13 02:15:38
10371,2,4,1.5,2020-08-28 03:41:56
34796,1,9,3.7,2018-07-18 02:22:34
23535,5,9,3.0,2024-06-05 14:41:42
8364,2,4,4.2,2020-10-08 02:02:14
57696,1,8,1.6,2023-05-09 04:11:22
25285,2,4,2.4,2022-04-19 11:58:45
19989,4,2,4.5,2021-12-04 03:10:10
31457,2,9,1.2,2021-04-28 17:20:59
36594,5,1,3.4,2022-05-27 14:26:14
33075,1,3,3.8,2020-10-19 03:05:23
46084,4,2,1.4,2018-12-30 02:01:22
7798,4,10,4.2,2020-06-03 05:48:14
8423,1,7,4.7,2018-01-23 10:34:16
33921,1,1,1.4,2018-02-08 22:09:35
39349,4,0,2.7,2018-06-22 15:26:55
40581,1,7,2.6,2021-06-25 09:45:06
49831,5,6,1.7,2022-03-10 22:23:18
9861,3,4,1.5,2021-01-28 08:12:11
35473,1,6,4.8,2019-10-13 00:43:59
57066,3,8,2.4,2018-10-05 18:09:39
30897,1,7,3.7,2021-06-26 15:05:19
38057,3,9,3.4,2018-01-20 10:25:16
19759,1,0,4.9,2024-12-02 12:22:17
27740,2,1,3.3,2022-09-07 00:43:02
26428,1,1,3.6,2020-06-14 01:24:34
