employee_id,current_level,years_in_current_role,promotion_eligible
34784,Senior,4,No
15456,Lead,4,No
12261,Lead,0,No
22664,Lead,1,No
42276,Junior,3,No
33758,Junior,6,Yes
9652,Junior,5,No
268,Lead,6,No
7114,Senior,2,No
41664,Mid,7,Yes
35787,Senior,5,No
49266,Mid,7,No
46988,Junior,7,No
10150,Mid,2,No
4411,Junior,3,Yes
53188,Senior,3,No
46528,Mid,0,No
37716,Mid,7,No
14100,Mid,5,No
14144,Junior,7,Yes
1928,Junior,3,Yes
1725,Senior,7,Yes
25473,Mid,0,No
57443,Mid,4,Yes
56113,Lead,4,No
54181,Senior,0,No
33827,Mid,2,Yes
20236,Junior,6,No
23607,Mid,7,No
27097,Mid,2,Yes
30682,Mid,6,Yes
41550,Junior,2,Yes
3198,Senior,4,No
49141,Junior,6,Yes
17421,Senior,2,No
33541,Junior,6,No
25271,Junior,7,No
22426,Lead,2,No
20992,Mid,4,Yes
11146,Mid,5,No
10858,Junior,3,Yes
53915,Senior,7,Yes
10997,Lead,6,Yes
30354,Mid,1,No
55263,Lead,4,No
20806,Junior,6,Yes
12001,Junior,3,Yes
13454,Mid,6,Yes
9086,Junior,1,No
24723,Lead,7,No
55281,Lead,5,Yes
19675,Senior,1,No
54681,Senior,0,No
46419,Senior,4,Yes
16749,Senior,5,No
2630,Mid,3,No
22989,Senior,0,No
9582,Senior,2,No
39626,Lead,4,Yes
44654,Senior,7,Yes
19577,Junior,1,No
1240,Junior,3,No
98,Lead,5,No
14498,Mid,0,No
20239,Mid,5,No
53439,Mid,1,Yes
6308,Senior,4,No
34,Lead,4,No
26182,Junior,3,Yes
51537,Mid,1,No
42738,Lead,6,No
39020,Senior,6,Yes
16793,Senior,0,Yes
44096,Junior,6,No
14387,Junior,4,Yes
42401,Senior,3,Yes
58431,Mid,3,No
19147,Mid,5,Yes
16038,Senior,7,No
29634,Junior,3,No
10638,Lead,7,Yes
24052,Mid,2,Yes
24638,Lead,2,No
1505,Senior,2,No
59279,Mid,5,No
21606,Senior,0,Yes
43542,Lead,2,No
9139,Senior,4,Yes
30309,Junior,6,Yes
31362,Senior,2,No
8091,Junior,0,No
14164,Junior,3,No
2484,Junior,7,No
27575,Senior,5,Yes
30284,Senior,7,Yes
10721,Senior,5,No
8711,Junior,3,No
44597,Lead,0,No
466,Junior,6,No
57861,Junior,6,No
3999,Senior,0,No
14156,Junior,7,No
45401,Mid,2,No
27979,Junior,3,No
9413,Mid,5,No
3055,Mid,6,No
46253,Lead,2,No
29502,Mid,1,No
4321,Mid,3,Yes
47343,Senior,5,No
56895,Senior,4,No
35722,Mid,4,No
18771,Mid,4,Yes
13038,Senior,5,Yes
16595,Mid,0,Yes
57867,Senior,0,No
6195,Mid,4,Yes
17580,Lead,2,Yes
43953,Lead,0,No
13089,Senior,3,No
23248,Senior,0,No
50688,Senior,2,No
21584,Mid,1,No
17545,Senior,5,No
28790,Lead,0,Yes
25882,Mid,6,Yes
24535,Senior,2,No
40744,Lead,0,Yes
20947,Lead,4,No
13750,Lead,6,No
26956,Mid,2,No
43491,Junior,2,Yes
44679,Senior,5,Yes
22526,Lead,3,No
4476,Lead,6,No
11653,Junior,1,No
45966,Mid,1,Yes
23096,Senior,3,No
26387,Mid,3,No
4163,Mid,2,Yes
56469,Senior,3,Yes
17903,Senior,1,No
49660,Senior,3,Yes
40224,Senior,7,No
27504,Junior,6,No
45013,Mid,1,No
28033,Mid,5,Yes
46446,Senior,5,Yes
27454,Senior,1,No
16421,Junior,3,No
5965,Junior,3,Yes
44413,Senior,1,No
19029,Junior,2,No
13576,Mid,0,No
704,Mid,3,Yes
54061,Senior,2,Yes
5979,Lead,2,No
45763,Senior,3,No
58378,Lead,5,Yes
49898,Mid,3,No
32618,Senior,1,Yes
36738,Senior,0,Yes
51379,Lead,7,No
27225,Lead,1,No
20159,Lead,1,No
18529,Senior,6,No
53320,Senior,6,Yes
38291,Junior,4,No
27837,Junior,7,No
50610,Mid,5,No
16546,Mid,4,No
32525,Mid,6,Yes
3532,Junior,5,Yes
13370,Junior,3,No
19549,Senior,6,No
45808,Lead,7,Yes
7028,Lead,1,No
12345,Junior,1,Yes
12432,Mid,0,No
12508,Mid,0,No
494,Junior,1,No
31827,Lead,4,No
13944,Lead,3,Yes
208,Junior,7,Yes
32538,Senior,0,No
19604,Lead,3,No
59014,Mid,1,No
45469,Senior,5,No
53360,Lead,7,No
42283,Senior,0,Yes
59130,Lead,6,Yes
40679,Junior,6,No
48912,Senior,7,No
59284,Mid,0,No
21216,Lead,2,No
31147,Lead,1,No
53447,Mid,0,No
57796,Mid,1,Yes
12844,Lead,1,Yes
16953,Mid,5,No
27966,Junior,1,Yes
30547,Lead,0,Yes
17857,Mid,4,Yes
4775,Mid,2,No
4948,Senior,1,Yes
20635,Lead,3,Yes
38725,Mid,3,No
45088,Lead,0,No
55754,Lead,0,No
46083,Senior,4,No
49904,Senior,2,No
48330,Mid,1,Yes
9001,Junior,3,Yes
20290,Lead,1,No
6116,Lead,2,No
33650,Senior,6,No
59600,Senior,0,No
2649,Junior,1,No
17487,Mid,7,No
32620,Senior,6,No
41832,Senior,6,No
24787,Lead,2,No
45123,Lead,5,No
47605,Lead,2,Yes
43803,Senior,6,No
39653,Mid,4,No
25385,Junior,2,Yes
7902,Mid,4,No
55479,Senior,1,Yes
1239,Junior,4,No
46642,Junior,4,No
41574,Lead,5,No
59496,Junior,6,No
42154,Senior,7,No
16828,Junior,2,Yes
31580,Mid,4,No
9062,Junior,6,No
30316,Senior,5,No
49394,Junior,3,No
12675,Senior,1,No
34115,Senior,2,Yes
59029,Senior,2,Yes
1714,Lead,3,No
17733,Junior,6,No
46879,Mid,2,No
20281,Mid,4,Yes
24170,Junior,2,No
32263,Lead,2,Yes
37510,Junior,3,No
11347,Lead,2,Yes
4403,Senior,1,Yes
34554,Senior,7,Yes
821,Mid,3,No
49929,Lead,1,No
29949,Mid,3,No
40885,Senior,7,No
47519,Junior,1,No
48415,Mid,5,Yes
29898,Lead,4,No
59006,Lead,5,Yes
19072,Lead,6,Yes
33861,Senior,7,No
22981,Lead,2,No
28360,Senior,4,No
26285,Mid,6,No
25246,Lead,3,No
28701,Lead,1,Yes
46842,Mid,1,Yes
12906,Senior,0,No
56074,Junior,7,No
46103,Mid,0,No
18327,Senior,3,Yes
23998,Senior,2,No
31127,Junior,4,Yes
58845,Senior,6,No
51249,Lead,7,No
12103,Senior,4,No
33829,Mid,0,No
53073,Lead,7,No
20337,Mid,1,No
26070,Mid,7,No
12531,Lead,6,No
32580,Lead,3,No
26802,Junior,3,No
3426,Lead,3,Yes
10481,Junior,1,Yes
2498,Junior,3,No
25501,Lead,3,No
23712,Senior,3,No
58610,Senior,2,No
6204,Mid,5,Yes
4512,Senior,0,Yes
35930,Lead,7,Yes
22055,Senior,0,No
13499,Mid,4,Yes
31540,Lead,4,Yes
56953,Mid,5,Yes
17829,Lead,0,Yes
25323,Junior,2,No
34067,Mid,2,No
44283,Mid,2,Yes
48863,Lead,0,No
14519,Senior,1,Yes
47132,Lead,7,No
21440,Lead,1,No
30955,Senior,4,Yes
44446,Mid,5,No
49400,Junior,0,No
22317,Senior,0,No
58940,Senior,1,Yes
44892,Lead,4,Yes
17068,Mid,0,No
45160,Senior,5,No
34558,Lead,7,Yes
22710,Senior,7,No
38556,Senior,0,No
5677,Junior,3,Yes
56000,Senior,5,Yes
14436,Junior,4,Yes
20250,Junior,1,Yes
11431,Mid,2,Yes
7486,Lead,3,Yes
3421,Junior,3,No
23044,Mid,3,Yes
37633,Junior,7,No
54862,Lead,1,No
34619,Mid,4,No
9428,Senior,7,No
54765,Mid,3,No
46966,Mid,3,No
9318,Junior,2,Yes
4722,Junior,2,No
22166,Senior,1,No
12499,Mid,4,No
36489,Lead,0,No
31759,Lead,5,Yes
27358,Junior,5,No
48735,Junior,3,No
18793,Lead,6,No
12633,Lead,4,Yes
23698,Junior,2,Yes
7961,Lead,3,No
26608,Junior,0,No
37602,Junior,2,Yes
56854,Senior,3,No
21706,Senior,5,No
3817,Mid,0,No
15650,Senior,1,No
38279,Senior,7,No
4410,Senior,1,Yes
10760,Mid,4,Yes
23074,Mid,1,No
59505,Mid,3,No
515,Mid,7,No
25461,Mid,2,Yes
36011,Senior,2,Yes
44911,Junior,6,No
47093,Junior,7,Yes
39374,Senior,0,No
28683,Mid,3,No
44512,Lead,0,No
48639,Senior,0,No
39993,Lead,2,No
44409,Lead,4,No
47617,Junior,4,Yes
24888,Lead,6,No
38283,Senior,1,Yes
4524,Senior,5,No
14927,Junior,1,Yes
26877,Lead,6,Yes
18923,Lead,0,Yes
31968,Senior,1,No
57733,Senior,6,Yes
15848,Mid,6,No
34788,Mid,1,No
27587,Mid,0,No
47132,Junior,7,No
43830,Mid,4,No
53595,Lead,6,Yes
7342,Mid,7,Yes
981,Junior,4,Yes
11086,Junior,5,No
1372,Lead,2,No
25610,Senior,4,Yes
412,Lead,2,No
25928,Mid,0,Yes
8767,Junior,5,No
27079,Mid,6,No
18802,Junior,1,Yes
35088,Junior,7,No
26703,Lead,6,Yes
2127,Lead,7,No
12990,Junior,3,Yes
58328,Senior,4,Yes
15237,Mid,7,No
49162,Mid,5,Yes
41071,Senior,1,No
18481,Lead,4,No
48403,Senior,2,No
50224,Lead,4,Yes
32570,Senior,6,Yes
38600,Mid,3,No
57860,Senior,3,No
22323,Lead,0,No
39662,Senior,1,No
23253,Junior,0,Yes
30957,Lead,5,No
23930,Junior,4,No
29102,Junior,4,No
19851,Mid,6,Yes
11172,Mid,5,Yes
41496,Mid,3,No
24542,Mid,2,Yes
3198,Lead,1,Yes
17061,Lead,3,Yes
46951,Mid,5,Yes
11022,Lead,7,No
52864,Junior,5,No
7200,Junior,2,No
53179,Mid,7,Yes
39114,Lead,7,No
54621,Mid,5,Yes
378,Mid,2,Yes
1747,Mid,7,Yes
20551,Senior,6,No
51321,Senior,1,No
2964,Senior,3,No
25446,Mid,3,Yes
33248,Lead,3,No
22923,Mid,3,Yes
3619,Senior,6,No
43447,Senior,0,No
27242,Mid,1,No
15751,Mid,6,Yes
52715,Junior,6,No
53061,Mid,2,Yes
14810,Lead,0,Yes
14355,Junior,7,No
37585,Junior,3,No
18210,Lead,1,Yes
4089,Mid,4,No
51605,Lead,3,No
22199,Lead,2,Yes
37557,Mid,1,Yes
19548,Senior,1,No
48252,Senior,1,Yes
20531,Senior,4,Yes
59011,Senior,7,No
15811,Senior,7,Yes
30930,Lead,4,No
2826,Senior,7,No
44932,Lead,4,No
38882,Mid,0,No
11526,Lead,0,Yes
42636,Junior,0,Yes
23906,Mid,0,No
2228,Mid,7,No
31915,Lead,0,No
30117,Junior,1,No
34825,Senior,2,No
7537,Lead,5,Yes
24140,Mid,3,No
5171,Mid,1,No
24550,Senior,6,No
23896,Mid,6,No
17662,Senior,5,No
38267,Senior,5,No
28708,Junior,2,Yes
20622,Senior,2,No
18890,Senior,6,No
56986,Lead,0,No
50056,Junior,0,No
39463,Senior,5,No
2283,Senior,2,No
37608,Senior,0,Yes
3499,Mid,1,Yes
28894,Junior,7,No
37743,Senior,2,No
5568,Mid,2,No
44208,Mid,0,Yes
44931,Junior,3,No
43634,Mid,4,No
43697,Mid,6,Yes
43110,Junior,0,No
7870,Mid,7,No
53471,Mid,7,No
19365,Mid,5,No
28714,Lead,2,No
16439,Junior,2,No
48020,Mid,4,Yes
11220,Mid,4,No
50336,Junior,0,Yes
31185,Mid,2,No
59571,Junior,6,No
29066,Senior,7,Yes
58147,Mid,3,Yes
12272,Senior,0,No
59420,Lead,2,Yes
30674,Mid,3,Yes
54578,Mid,5,No
36453,Mid,0,No
58311,Junior,5,No
24459,Lead,1,No
22417,Mid,6,No
21828,Junior,4,Yes
15752,Junior,1,No
49721,Mid,0,No
52605,Junior,0,No
7905,Junior,4,No
23309,Junior,4,Yes
30520,Mid,1,Yes
15331,Mid,2,Yes
23660,Senior,6,Yes
29888,Junior,0,No
54652,Junior,3,Yes
31256,Senior,6,Yes
5414,Mid,6,No
22484,Lead,4,No
13751,Senior,6,No
58911,Junior,7,No
525,Junior,0,No
59526,Mid,0,Yes
21055,Junior,4,No
26115,Lead,7,No
36663,Mid,0,Yes
17587,Senior,1,No
17262,Lead,5,No
3388,Senior,4,No
45160,Lead,1,No
33544,Senior,4,Yes
14006,Junior,7,No
30313,Junior,0,No
5874,Senior,4,No
58700,Senior,2,No
49727,Lead,3,Yes
24890,Junior,7,No
55237,Mid,7,No
47913,Lead,4,Yes
31981,Lead,0,Yes
30636,Junior,4,No
21626,Senior,4,Yes
47448,Senior,1,No
34135,Mid,3,No
38678,Senior,4,No
56805,Senior,7,Yes
34241,Lead,5,No
54180,Senior,6,No
39229,Senior,2,Yes
149,Senior,7,No
25393,Lead,7,Yes
32025,Junior,6,Yes
9770,Mid,3,Yes
30250,Lead,6,Yes
47731,Mid,2,No
8038,Mid,3,No
35467,Senior,6,Yes
5365,Lead,7,Yes
39054,Lead,2,No
59048,Lead,4,No
31472,Senior,7,No
34245,Senior,5,Yes
43000,Lead,5,No
29903,Junior,5,No
28522,Mid,6,No
19422,Senior,0,No
2734,Senior,5,Yes
12388,Senior,0,No
16119,Lead,4,Yes
47282,Lead,2,Yes
29711,Lead,4,Yes
9286,Mid,4,No
56430,Junior,2,No
50821,Senior,3,No
47808,Junior,5,Yes
55117,Lead,1,No
54824,Junior,7,No
34913,Junior,1,Yes
34038,Senior,2,No
41952,Mid,2,No
33517,Mid,1,No
26447,Lead,6,No
57002,Junior,1,Yes
43115,Mid,0,Yes
9995,Lead,2,No
42459,Lead,0,No
53763,Senior,0,Yes
47974,Senior,7,No
58155,Mid,0,No
52543,Junior,0,No
8147,Lead,6,Yes
46952,Mid,7,Yes
52449,Mid,0,No
37775,Senior,7,Yes
38808,Senior,4,No
54737,Mid,0,No
47092,Senior,5,Yes
58087,Junior,0,No
19995,Senior,0,No
1971,Mid,4,No
16623,Lead,0,Yes
1867,Mid,2,No
33929,Lead,2,Yes
55801,Junior,3,No
20936,Mid,2,Yes
48465,Senior,0,Yes
33128,Junior,7,No
19324,Senior,0,Yes
3702,Senior,0,Yes
13814,Senior,3,No
12958,Lead,2,No
58740,Lead,5,Yes
8200,Lead,5,No
32118,Junior,2,Yes
16203,Senior,7,No
7940,Lead,1,Yes
58094,Junior,2,No
32432,Lead,4,No
31141,Lead,1,No
51594,Mid,0,Yes
2963,Senior,0,Yes
39100,Junior,0,Yes
37214,Junior,5,Yes
49505,Senior,3,No
20753,Lead,7,No
44271,Lead,7,Yes
52102,Lead,5,Yes
36789,Mid,6,Yes
1969,Mid,0,No
43305,Senior,6,No
30327,Senior,2,No
9710,Senior,3,Yes
40655,Lead,4,No
13457,Lead,5,No
46568,Junior,5,Yes
29425,Mid,0,Yes
1495,Mid,7,No
4350,Mid,5,No
3873,Senior,7,No
6286,Mid,6,No
15164,Lead,4,No
7616,Senior,1,No
35892,Mid,2,No
45415,Senior,6,Yes
17222,Mid,6,No
47884,Lead,7,Yes
49992,Junior,4,No
43448,Mid,7,Yes
40247,Senior,0,No
45666,Senior,4,Yes
10536,Junior,4,No
53087,Mid,0,No
36596,Lead,5,No
25989,Senior,1,No
50629,Junior,6,Yes
1821,Senior,5,No
32962,Lead,0,No
21681,Mid,6,No
26421,Mid,1,Yes
13939,Lead,3,No
1229,Junior,1,Yes
14946,Junior,7,No
39342,Senior,1,No
9251,Mid,1,No
28313,Lead,7,No
47856,Mid,6,No
1027,Mid,5,Yes
26705,Senior,4,No
11150,Senior,4,No
18162,Mid,5,Yes
326,Junior,3,No
16393,Mid,4,No
15498,Junior,6,No
31477,Junior,4,Yes
33484,Junior,4,No
19340,Junior,5,No
59903,Mid,6,No
353,Lead,7,No
17788,Mid,3,No
21845,Senior,6,No
47619,Junior,1,No
57063,Lead,0,No
13645,Mid,7,No
48505,Senior,5,No
20366,Junior,2,No
14443,Lead,1,No
42152,Lead,6,No
20225,Mid,6,No
43999,Lead,5,No
40616,Senior,6,No
513,Junior,4,No
34506,Mid,7,Yes
5032,Junior,5,No
48676,Mid,1,No
52311,Lead,1,Yes
29219,Junior,0,No
5627,Lead,3,Yes
41082,Senior,3,No
58494,Lead,2,Yes
14895,Lead,7,No
25074,Junior,5,No
6021,Mid,7,Yes
51912,Senior,3,Yes
34075,Lead,1,No
45023,Junior,7,No
47613,Lead,0,Yes
44605,Lead,4,Yes
32849,Mid,3,Yes
59613,Lead,5,No
45696,Senior,4,Yes
4879,Senior,2,No
13073,Lead,3,No
25701,Mid,0,No
7580,Junior,3,Yes
38637,Senior,1,No
33999,Lead,2,No
47584,Junior,2,No
2550,Junior,6,Yes
30052,Lead,4,Yes
42336,Junior,1,No
22599,Lead,6,No
48534,Senior,2,No
57355,Junior,1,Yes
51731,Lead,1,No
9829,Junior,4,No
19603,Senior,5,No
51247,Senior,2,No
7849,Lead,6,No
30448,Senior,3,No
57058,Junior,5,Yes
19844,Senior,5,No
31694,Junior,0,Yes
43691,Mid,6,Yes
14992,Senior,4,No
23528,Lead,5,Yes
22483,Lead,1,No
26686,Mid,3,No
58972,Senior,2,No
17622,Junior,0,No
30000,Senior,2,Yes
33346,Junior,3,No
25485,Mid,7,No
31662,Senior,5,No
38709,Lead,7,Yes
45006,Mid,0,No
40359,Mid,7,No
22163,Junior,5,No
47892,Lead,0,No
4266,Junior,4,No
32610,Lead,6,Yes
44398,Mid,1,No
57139,Senior,2,No
33553,Senior,6,No
20197,Junior,7,Yes
4785,Junior,1,Yes
18131,Senior,2,No
31022,Lead,1,No
49127,Senior,1,No
9345,Senior,5,Yes
16035,Senior,6,No
28822,Mid,6,Yes
30350,Mid,5,No
49333,Senior,2,Yes
10054,Lead,3,No
10250,Senior,0,No
6906,Senior,4,No
19116,Mid,2,Yes
22385,Senior,0,Yes
35458,Lead,3,No
4783,Lead,0,Yes
51182,Mid,5,No
8997,Junior,2,No
40750,Junior,5,No
35932,Lead,4,No
2852,Junior,4,No
57070,Lead,6,No
33262,Mid,1,No
48026,Junior,2,No
15684,Junior,7,No
57007,Senior,5,No
23411,Lead,0,Yes
22020,Mid,5,No
39621,Mid,6,Yes
54499,Senior,2,Yes
19075,Junior,2,No
7427,Senior,5,No
33293,Lead,5,Yes
48822,Junior,2,Yes
48443,Senior,4,Yes
17590,Lead,1,No
57596,Mid,7,No
31648,Lead,4,No
26320,Senior,6,Yes
13595,Junior,4,No
55562,Lead,5,No
50911,Lead,6,No
17183,Junior,7,No
31807,Mid,7,Yes
9046,Junior,1,No
14705,Lead,2,No
22283,Senior,1,No
25854,Junior,0,Yes
41480,Mid,1,No
48582,Junior,3,No
21027,Senior,0,No
12884,Senior,1,Yes
6432,Senior,4,Yes
6109,Junior,7,No
15007,Lead,4,Yes
4028,Mid,6,Yes
47290,Mid,2,Yes
12652,Senior,6,No
50505,Mid,7,No
7339,Senior,3,No
39871,Senior,0,Yes
31309,Mid,4,No
14472,Mid,1,Yes
38776,Junior,4,Yes
46011,Lead,7,Yes
48242,Junior,1,No
9105,Mid,3,No
3226,Mid,6,No
14233,Senior,4,Yes
39460,Junior,7,Yes
15910,Senior,5,No
21116,Lead,7,No
35694,Senior,3,No
51019,Senior,6,No
47547,Junior,7,No
6613,Mid,4,No
52706,Senior,2,No
47006,Senior,7,No
25484,Junior,4,No
52611,Junior,2,No
59259,Mid,3,Yes
36678,Senior,6,No
123,Senior,4,No
19363,Senior,0,Yes
57535,Junior,0,No
24726,Mid,6,No
5780,Lead,6,No
27895,Junior,2,No
5874,Lead,2,Yes
26357,Lead,1,No
29761,Junior,0,No
29156,Senior,7,Yes
21335,Senior,4,Yes
56762,Junior,4,No
37646,Lead,1,No
20149,Junior,7,No
19959,Junior,7,Yes
49394,Lead,1,Yes
12820,Senior,7,Yes
25106,Senior,3,No
51217,Senior,2,Yes
25210,Junior,4,Yes
48415,Lead,3,No
540,Mid,1,Yes
6313,Mid,2,No
23260,Mid,6,No
34838,Mid,7,No
42940,Senior,5,No
46986,Senior,5,Yes
23823,Lead,4,No
8259,Lead,5,Yes
28063,Lead,2,No
7096,Senior,6,Yes
39470,Senior,3,No
40122,Mid,1,No
52146,Senior,4,No
41914,Lead,5,Yes
13922,Junior,7,No
11466,Lead,5,Yes
3387,Lead,6,Yes
44677,Junior,7,No
56738,Junior,6,No
2550,Senior,2,Yes
9940,Junior,0,No
46720,Mid,4,Yes
3789,Lead,3,No
29401,Mid,5,Yes
4164,Junior,4,No
32153,Junior,2,Yes
47984,Senior,7,No
34667,Lead,6,No
16156,Junior,4,No
14292,Lead,5,Yes
20463,Senior,6,No
15893,Senior,1,No
18600,Mid,1,Yes
29140,Junior,5,No
41987,Mid,2,No
30627,Junior,2,No
42710,Mid,7,No
24970,Junior,4,Yes
9794,Lead,4,Yes
31587,Lead,3,Yes
50384,Lead,5,Yes
12765,Junior,1,No
23911,Mid,3,Yes
45374,Junior,7,No
11556,Mid,6,No
31850,Junior,0,No
39096,Mid,6,No
22442,Mid,6,No
631,Lead,7,Yes
41749,Mid,6,No
14916,Junior,2,No
51281,Mid,7,Yes
1456,Lead,3,No
1352,Senior,3,Yes
27007,Junior,5,No
40283,Lead,4,Yes
54870,Senior,2,Yes
41751,Lead,6,Yes
20380,Mid,4,No
53416,Junior,7,Yes
24065,Lead,4,No
58939,Senior,0,Yes
30306,Senior,0,No
6242,Senior,3,Yes
13772,Junior,1,No
56130,Senior,2,No
17085,Junior,0,Yes
28746,Junior,6,Yes
10436,Senior,4,No
54009,Senior,3,Yes
26712,Junior,6,Yes
45555,Junior,2,No
1138,Junior,0,No
14580,Junior,7,Yes
12880,Mid,1,No
53328,Mid,0,No
12615,Senior,3,Yes
44554,Junior,3,No
7078,Lead,7,No
22688,Senior,1,Yes
47470,Lead,0,No
28085,Lead,5,No
45328,Senior,3,No
31598,Lead,2,No
30519,Mid,5,No
14723,Junior,1,No
30633,Lead,2,Yes
59787,Mid,0,No
50757,Junior,4,No
36082,Senior,6,No
2457,Senior,1,Yes
2292,Senior,0,Yes
46672,Senior,3,No
59194,Lead,6,No
8731,Mid,4,No
29203,Mid,6,No
32601,Junior,7,No
51768,Mid,3,No
32254,Mid,2,Yes
55765,Lead,5,Yes
35604,Senior,5,Yes
29618,Senior,3,No
771,Lead,4,No
39731,Mid,6,No
54209,Junior,0,Yes
18203,Lead,7,No
34724,Lead,7,Yes
48310,Lead,2,No
6738,Mid,3,Yes
23592,Senior,2,Yes
28692,Lead,0,No
27416,Mid,3,Yes
51921,Mid,3,No
20958,Junior,6,Yes
54051,Lead,3,No
8625,Junior,1,No
47527,Mid,2,No
23960,Lead,7,No
27443,Mid,5,No
28161,Mid,7,No
11862,Junior,1,No
51045,Senior,0,No
18106,Mid,0,No
23261,Mid,4,No
48083,Lead,3,Yes
58638,Senior,6,No
49083,Senior,4,Yes
16550,Senior,1,Yes
31626,Junior,5,Yes
39763,Lead,3,No
28520,Mid,5,No
34086,Junior,4,Yes
34314,Senior,2,No
46018,Lead,3,No
14369,Mid,0,No
58526,Junior,7,No
6025,Mid,1,No
41422,Lead,1,Yes
6616,Junior,6,No
13228,Senior,2,No
53136,Mid,0,Yes
35439,Senior,4,Yes
42470,Mid,0,No
34488,Lead,4,No
2238,Junior,6,Yes
8641,Mid,4,No
41751,Lead,1,Yes
18311,Mid,7,Yes
56738,Junior,6,Yes
46223,Junior,2,Yes
13117,Junior,4,No
1260,Senior,1,No
15376,Senior,2,Yes
23570,Junior,4,No
31284,Mid,5,Yes
4464,Senior,3,No
6833,Senior,4,Yes
20627,Junior,6,No
39028,Senior,4,No
48184,Junior,1,No
8987,Mid,4,Yes
51643,Lead,2,No
23299,Mid,1,Yes
44841,Junior,7,No
36480,Senior,4,Yes
23586,Junior,2,Yes
55069,Senior,3,Yes
59825,Senior,6,Yes
2148,Junior,7,Yes
460,Mid,5,Yes
3336,Senior,6,No
44954,Senior,7,No
43596,Mid,3,No
23810,Lead,0,No
9364,Lead,5,Yes
17689,Mid,1,Yes
7597,Senior,2,No
30417,Senior,7,Yes
21083,Senior,1,Yes
4549,Lead,0,No
14888,Junior,6,Yes
1856,Senior,2,No
3453,Junior,2,No
41864,Mid,6,No
10594,Senior,7,No
38351,Mid,0,No
52211,Senior,2,Yes
18351,Mid,0,No
53852,Lead,6,No
6769,Lead,0,No
47403,Mid,4,No
39121,Senior,4,No
58409,Lead,0,Yes
30787,Lead,6,Yes
1026,Junior,2,Yes
22091,Junior,4,No
28126,Senior,2,No
16739,Lead,0,No
15256,Lead,6,No
12508,Lead,4,No
55681,Junior,5,Yes
3330,Lead,3,No
971,Junior,6,No
36822,Junior,2,Yes
35272,Lead,1,No
4087,Junior,2,Yes
57219,Lead,4,Yes
48715,Senior,4,No
36325,Mid,6,No
3412,Mid,5,No
53461,Junior,6,No
32770,Mid,2,Yes
52275,Lead,6,Yes
48662,Lead,7,Yes
55141,Junior,2,No
32491,Lead,6,No
1954,Senior,3,No
8823,Junior,7,No
39735,Junior,6,No
12974,Junior,4,No
17207,Senior,1,No
58380,Mid,3,No
17290,Lead,5,No
15433,Mid,6,No
23345,Lead,1,No
1602,Senior,0,No
21623,Senior,0,Yes
35700,Mid,5,No
47865,Lead,3,No
2214,Senior,1,No
43828,Senior,1,Yes
59285,Mid,1,No
3638,Mid,2,Yes
27950,Junior,4,No
12907,Lead,6,No
11611,Junior,2,No
23204,Lead,7,No
41703,Junior,0,Yes
54446,Senior,3,No
46029,Mid,1,No
40404,Junior,7,No
56284,Lead,7,No
14289,Mid,1,No
4232,Mid,4,Yes
23580,Mid,7,No
44443,Senior,0,No
44292,Junior,4,No
26760,Mid,5,No
24913,Senior,3,No
34503,Lead,2,Yes
44143,Lead,5,No
55386,Junior,2,No
1954,Lead,0,No
26165,Senior,0,No
56263,Mid,0,No
40888,Lead,5,Yes
19602,Senior,0,Yes
57938,Junior,0,No
46963,Senior,1,Yes
41182,Mid,4,No
29778,Senior,2,Yes
47147,Mid,1,No
22286,Junior,5,No
35584,Senior,7,Yes
4653,Junior,7,Yes
5861,Junior,0,No
51870,Senior,7,No
58883,Junior,6,Yes
29033,Lead,7,Yes
46556,Lead,7,Yes
24628,Senior,1,No
30360,Junior,5,Yes
20218,Junior,6,Yes
55674,Mid,2,No
10617,Lead,5,No
36710,Senior,5,Yes
20442,Mid,7,No
24449,Mid,1,No
44262,Junior,7,No
48968,Senior,5,No
34052,Junior,4,Yes
52244,Mid,4,No
29659,Junior,3,Yes
34096,Senior,5,No
13252,Senior,0,Yes
34438,Mid,4,No
43967,Mid,1,Yes
21843,Lead,0,No
49281,Mid,1,Yes
30345,Junior,4,No
52440,Senior,1,No
36570,Mid,3,No
4683,Junior,7,No
51202,Mid,0,No
59258,Mid,7,No
7851,Lead,6,No
13896,Lead,1,No
39959,Senior,1,Yes
23512,Mid,0,Yes
59269,Mid,2,No
44628,Junior,1,Yes
49957,Mid,1,Yes
2385,Senior,0,Yes
48860,Mid,4,Yes
56407,Senior,4,No
54704,Mid,7,No
59889,Mid,6,Yes
40463,Mid,2,No
28252,Senior,6,No
25605,Mid,1,No
50701,Senior,4,No
51484,Mid,0,Yes
4911,Junior,5,No
20740,Senior,0,No
23062,Lead,4,No
273,Lead,5,No
55392,Lead,2,No
39389,Mid,2,No
42284,Mid,0,Yes
42150,Junior,3,No
51394,Lead,0,No
56551,Senior,1,Yes
7575,Senior,1,No
59326,Mid,3,Yes
52283,Senior,6,No
56192,Junior,0,Yes
50372,Mid,3,Yes
20671,Junior,3,No
58537,Mid,4,Yes
55233,Senior,2,No
59686,Lead,3,No
15596,Mid,5,Yes
58323,Lead,0,No
21648,Senior,7,No
48716,Mid,4,No
14828,Lead,3,No
15084,Mid,7,No
35489,Senior,7,Yes
