employee_id,absent_days,sick_leaves,workload_level,absence_risk
63797,17,12,Low,High
33439,22,13,Medium,High
37969,15,7,High,High
79848,6,2,Medium,Low
20818,27,11,Low,High
56779,16,2,Low,High
16796,11,6,Low,High
46160,15,12,Low,High
84407,25,9,High,High
62842,7,13,Low,Low
83391,14,2,Medium,High
76627,27,14,High,High
70631,8,12,High,Low
69033,19,4,High,High
47984,25,2,Low,High
27979,10,4,High,Low
75215,11,2,High,High
42862,8,4,High,Low
29739,22,14,Medium,High
70366,27,3,Low,High
35361,15,2,Medium,High
32913,9,0,High,Low
67969,9,12,Low,Low
23435,20,2,High,High
78998,24,10,Low,High
18236,21,14,High,High
45057,28,14,Medium,High
18444,0,1,Low,Low
18913,5,2,Medium,Low
51292,18,13,High,High
19998,25,0,Low,High
17203,27,5,Low,High
46896,12,13,Medium,High
15137,1,13,High,Low
48890,27,10,Medium,High
36189,29,3,Medium,High
12199,4,9,Low,Low
70539,21,8,High,High
62436,13,10,High,High
65671,4,8,High,Low
75423,12,13,Medium,High
25061,8,12,Medium,Low
25220,4,1,High,Low
59500,10,10,Medium,Low
83242,17,5,Low,High
9484,29,12,High,High
78982,24,7,Low,High
72113,3,1,Low,Low
72671,4,7,Low,Low
42146,20,7,Medium,High
40240,26,10,Low,High
67330,6,11,High,Low
30653,3,0,Medium,Low
59353,18,2,Medium,High
60238,4,3,Medium,Low
65089,3,6,Medium,Low
58412,8,13,Low,Low
527,26,1,High,High
13003,10,14,Medium,Low
41541,8,2,Medium,Low
32624,28,13,High,High
78044,7,10,Medium,Low
79165,8,9,Medium,Low
37187,16,4,High,High
24570,10,10,Low,Low
24498,29,4,Medium,High
32394,22,7,High,High
34744,24,4,Low,High
18374,11,5,Medium,High
69552,5,6,High,Low
5885,24,0,Medium,High
7936,16,1,Medium,High
28556,3,6,Low,Low
5640,3,5,High,Low
65873,18,13,Low,High
27735,26,5,Low,High
36860,7,11,High,Low
57567,5,8,High,Low
51822,28,1,High,High
51936,15,13,Medium,High
50057,28,6,Medium,High
6962,7,7,Low,Low
84370,24,7,High,High
65993,9,11,High,Low
27184,0,3,Low,Low
31919,9,6,Low,Low
70462,24,0,Medium,High
18364,18,6,Low,High
55939,23,0,High,High
19378,2,8,Medium,Low
30985,26,7,Medium,High
38130,16,5,Low,High
9688,5,2,High,Low
8849,16,13,Low,High
75922,16,9,Low,High
75059,20,12,Medium,High
57890,26,2,Low,High
63510,5,9,Low,Low
42915,24,12,High,High
69603,16,6,High,High
80883,4,12,Low,Low
22363,14,10,High,High
19436,1,14,Low,Low
21786,15,4,Medium,High
65516,21,13,High,High
55907,15,13,Medium,High
40066,21,12,Medium,High
26153,8,9,Medium,Low
28894,9,2,High,Low
52364,14,1,High,High
7522,23,4,Medium,High
66730,29,10,High,High
39909,25,13,Medium,High
35792,14,7,Medium,High
16738,1,8,Low,Low
50859,25,14,Medium,High
43970,11,5,High,High
65803,24,6,Low,High
12902,13,8,Medium,High
31037,2,3,Low,Low
25126,25,12,Medium,High
7798,29,2,Medium,High
58253,4,6,Medium,Low
53030,6,10,Low,Low
32638,25,11,Medium,High
29264,24,3,High,High
36548,22,14,High,High
38996,16,5,Low,High
71458,14,4,High,High
26271,17,3,Medium,High
27326,10,0,Medium,Low
9412,21,3,High,High
16172,11,6,High,High
67089,1,13,Medium,Low
31777,23,4,High,High
36042,6,11,Medium,Low
15909,7,6,High,Low
25733,19,14,Low,High
71440,11,0,High,High
53931,8,13,Medium,Low
36196,6,4,Medium,Low
74187,8,8,High,Low
15087,17,10,High,High
82433,5,5,Low,Low
12395,21,12,Medium,High
26664,24,13,High,High
49601,13,13,Low,High
40500,15,5,High,High
18825,21,14,Low,High
41258,17,13,Medium,High
38470,21,9,Low,High
63549,10,0,High,Low
35330,23,14,Low,High
11206,13,6,Low,High
55809,5,7,Low,Low
20753,29,13,Medium,High
9498,13,8,High,High
65241,14,11,Medium,High
37893,7,6,High,Low
22837,14,9,Medium,High
53424,22,4,High,High
18222,22,4,High,High
40743,11,0,Medium,High
84529,20,9,Medium,High
61388,1,11,Low,Low
32607,2,12,Medium,Low
65422,15,0,High,High
32886,24,5,High,High
33415,5,12,Low,Low
77591,1,3,Low,Low
39530,11,0,Medium,High
52290,29,3,Low,High
63960,19,10,High,High
48086,22,2,Medium,High
58124,5,2,Low,Low
65362,22,1,Low,High
61485,1,14,Low,Low
24333,15,0,Low,High
63615,10,12,Medium,Low
68534,22,3,Medium,High
8086,5,2,Medium,Low
15358,14,9,High,High
32973,15,8,Low,High
61224,4,1,Low,Low
42557,0,12,Medium,Low
43541,4,13,Low,Low
43850,14,13,High,High
27849,10,8,Low,Low
49986,15,12,Medium,High
16600,21,3,Low,High
50962,7,2,High,Low
1067,19,1,High,High
78538,13,12,Medium,High
72069,28,8,Medium,High
17660,19,1,Medium,High
32553,25,7,Low,High
26753,8,13,Low,Low
60141,1,6,High,Low
76767,19,14,Low,High
34935,1,14,Low,Low
75046,13,10,High,High
6741,15,12,Medium,High
72438,16,5,Low,High
65633,14,4,High,High
73802,8,5,Low,Low
26738,15,1,Medium,High
32817,14,0,High,High
4611,25,14,Medium,High
83471,7,12,Low,Low
16827,25,13,High,High
62922,4,3,High,Low
25767,19,11,High,High
56742,0,4,Low,Low
46059,23,8,Low,High
48280,10,9,Medium,Low
71649,10,7,Medium,Low
62930,3,12,Medium,Low
65820,23,3,Medium,High
21845,19,1,High,High
42452,25,9,Medium,High
25803,7,1,High,Low
60871,16,14,Medium,High
11699,6,7,High,Low
69082,15,14,High,High
24750,26,14,High,High
48146,23,10,Medium,High
59588,14,3,Low,High
84822,13,4,Medium,High
9739,2,14,Medium,Low
49318,25,1,Medium,High
25314,10,9,Low,Low
50907,3,9,Low,Low
14054,14,9,Medium,High
34325,7,9,Medium,Low
16284,11,12,High,High
35093,11,11,Medium,High
63303,21,7,High,High
10602,23,13,High,High
75938,16,4,High,High
83846,14,0,Medium,High
67297,24,8,High,High
69999,13,13,Low,High
23010,4,4,Medium,Low
18631,13,10,Low,High
26416,12,10,Low,High
46592,19,14,High,High
8880,6,7,Low,Low
52591,11,1,Low,High
5368,8,10,Medium,Low
60937,2,3,High,Low
10441,17,11,Medium,High
18403,27,14,Low,High
64254,7,5,Medium,Low
29550,4,1,Medium,Low
72188,17,8,Medium,High
43194,5,11,High,Low
43584,3,2,High,Low
27140,25,6,Medium,High
16570,17,6,High,High
17313,0,6,Low,Low
68993,17,9,Low,High
59251,14,10,High,High
11368,8,9,Low,Low
41491,6,14,Medium,Low
56307,24,12,Low,High
49130,3,10,Low,Low
8998,19,8,Medium,High
80757,8,2,Low,Low
21969,21,5,Medium,High
42106,22,10,Medium,High
70806,7,10,Medium,Low
84684,0,6,Medium,Low
7158,9,3,Low,Low
80761,16,7,Low,High
75117,14,2,Medium,High
58493,28,3,Low,High
24714,20,12,High,High
10304,3,13,High,Low
52354,13,5,High,High
27127,2,7,Medium,Low
35534,14,8,Medium,High
40457,12,5,High,High
54088,28,2,High,High
81116,17,3,Low,High
6275,27,8,Medium,High
22933,4,13,Medium,Low
34043,29,13,High,High
36895,25,3,Low,High
21784,8,2,Medium,Low
60263,21,13,Medium,High
3882,28,6,High,High
37192,10,12,Medium,Low
74801,9,6,Low,Low
15297,2,10,Medium,Low
46800,27,1,Low,High
43608,21,5,Low,High
42443,27,2,Low,High
35910,14,3,High,High
60266,6,5,Low,Low
52008,4,3,High,Low
1243,17,4,High,High
16928,19,0,Medium,High
79936,22,7,High,High
74966,6,4,Low,Low
79698,3,2,Medium,Low
28811,20,2,Medium,High
77518,19,1,Low,High
57229,17,5,Medium,High
68008,2,13,Low,Low
9093,8,2,High,Low
74605,8,5,High,Low
31611,19,8,High,High
6342,9,12,Medium,Low
3610,3,2,Medium,Low
36106,20,3,Low,High
27885,11,6,Medium,High
29376,18,1,Medium,High
18124,25,6,High,High
80635,21,9,High,High
16898,17,10,Medium,High
36044,23,10,Low,High
73261,19,9,Medium,High
22564,26,11,Low,High
71874,20,14,Low,High
41857,18,14,Medium,High
22808,5,12,High,Low
71813,24,1,Medium,High
34206,23,10,Low,High
25382,27,12,High,High
42948,15,13,Low,High
8002,20,11,High,High
50913,20,11,Low,High
22872,12,3,Medium,High
1152,14,13,High,High
57779,25,10,High,High
36793,0,2,Medium,Low
19161,22,10,Low,High
68365,4,9,High,Low
50844,12,6,High,High
77691,14,8,Medium,High
4869,27,4,Medium,High
375,27,13,Low,High
48558,1,12,Medium,Low
82993,19,3,High,High
43093,3,13,Low,Low
74488,15,4,Medium,High
13826,9,9,Medium,Low
61235,3,12,High,Low
62114,25,4,Medium,High
36909,25,10,High,High
79948,3,14,Low,Low
11907,28,2,Low,High
4611,15,10,Low,High
37443,4,5,Medium,Low
34687,0,3,Low,Low
11130,22,6,High,High
63521,6,6,High,Low
69433,16,12,High,High
50503,28,3,High,High
17761,1,14,Medium,Low
62486,23,10,High,High
41088,14,11,Medium,High
10693,19,2,High,High
65697,22,2,Medium,High
113,1,3,Low,Low
76458,1,6,Low,Low
12142,8,3,Low,Low
46608,16,2,High,High
58928,4,4,High,Low
23861,29,7,Medium,High
49552,15,4,High,High
18171,6,2,High,Low
83049,29,8,High,High
39538,15,1,High,High
137,3,7,Low,Low
81031,0,11,Medium,Low
62413,21,6,High,High
53546,9,6,Low,Low
81121,4,3,Medium,Low
84901,19,4,Low,High
70393,14,10,Medium,High
55201,16,3,High,High
36728,25,4,High,High
70260,3,2,High,Low
7671,14,9,Low,High
78931,4,8,Low,Low
16667,29,2,Low,High
38018,11,12,High,High
54630,1,14,Medium,Low
51861,28,11,High,High
53027,18,14,High,High
56743,18,2,High,High
76728,23,13,Low,High
76581,22,4,Medium,High
69875,21,1,Medium,High
62313,1,8,High,Low
21551,13,12,Low,High
83292,23,12,Low,High
28713,3,13,Medium,Low
79389,5,9,Low,Low
39086,15,1,High,High
73180,10,9,High,Low
4007,12,8,Medium,High
25792,22,10,Low,High
66769,0,5,Low,Low
21628,9,2,Medium,Low
68919,18,10,Low,High
46413,24,6,High,High
76261,26,7,Medium,High
47036,21,12,Low,High
32519,18,7,Medium,High
70965,2,10,High,Low
60101,27,5,Low,High
18524,16,0,Medium,High
26112,21,11,Medium,High
75428,10,11,Medium,Low
5368,26,1,Low,High
13523,13,11,Medium,High
46221,4,0,Medium,Low
52192,1,3,High,Low
58426,29,4,Low,High
29062,15,5,Medium,High
11178,9,1,Low,Low
33737,1,8,Low,Low
8392,2,8,Low,Low
56075,6,5,High,Low
25086,2,7,Low,Low
63745,25,8,Medium,High
79679,26,10,Medium,High
3222,1,5,High,Low
65330,17,6,High,High
39302,1,8,High,Low
37936,5,8,Low,Low
26667,17,3,High,High
38708,23,3,High,High
62819,12,7,High,High
34890,22,14,Low,High
47431,28,10,High,High
74175,12,14,Low,High
15110,19,0,High,High
41587,24,13,Low,High
41370,3,1,Low,Low
35507,10,8,Medium,Low
81781,8,1,High,Low
28806,24,0,Low,High
40999,2,12,High,Low
20344,4,6,Medium,Low
10004,27,10,Low,High
41330,26,10,Low,High
8499,13,3,Medium,High
52850,13,13,Medium,High
79258,20,12,Medium,High
58098,13,3,Medium,High
79839,21,3,High,High
38806,8,7,High,Low
36681,15,11,High,High
53568,19,13,High,High
56814,22,2,Low,High
46433,21,6,High,High
65351,21,14,Medium,High
78238,5,2,Low,Low
37213,1,8,High,Low
49061,24,4,Low,High
81975,7,8,Medium,Low
65298,3,13,Medium,Low
25419,1,2,High,Low
12741,9,9,Medium,Low
60832,6,3,Low,Low
59271,28,12,Medium,High
52043,29,7,High,High
23202,9,5,Low,Low
47853,25,3,Medium,High
74481,10,5,Low,Low
32626,20,5,Low,High
53196,29,5,Medium,High
45559,22,9,High,High
68114,14,3,Medium,High
69270,6,8,High,Low
65453,24,11,Medium,High
6820,13,7,Low,High
79198,14,7,High,High
25220,1,0,Low,Low
50252,23,0,Low,High
24510,19,7,Medium,High
73975,16,3,Low,High
47022,24,11,Low,High
47466,6,9,Low,Low
32965,13,0,Medium,High
1614,1,7,Low,Low
25762,9,13,Low,Low
9515,29,1,Medium,High
67031,2,9,Low,Low
29545,6,6,High,Low
1347,0,12,Medium,Low
2702,17,11,Medium,High
70444,17,7,Low,High
57215,11,14,Medium,High
2564,16,9,High,High
32252,22,7,Medium,High
52882,6,6,High,Low
2583,1,14,Low,Low
77964,20,10,Medium,High
50394,28,8,Low,High
54440,12,1,High,High
66412,16,5,Low,High
23029,27,5,High,High
77983,1,13,High,Low
238,22,6,Low,High
68563,1,12,Medium,Low
27698,14,10,High,High
45621,26,9,High,High
8121,28,12,Medium,High
52188,6,14,Low,Low
66361,5,9,High,Low
41585,28,12,Medium,High
82158,28,1,Low,High
71536,10,11,Medium,Low
47571,6,10,High,Low
27558,1,12,Low,Low
80710,17,2,Low,High
5745,11,9,High,High
82049,9,5,Medium,Low
8692,12,11,Medium,High
23262,28,0,Low,High
54709,12,10,Low,High
48666,10,6,Low,Low
39998,9,9,Medium,Low
48186,22,6,Low,High
79633,25,14,Medium,High
75295,6,0,Low,Low
82310,28,13,Medium,High
71298,20,2,High,High
50899,26,4,Low,High
7716,14,2,High,High
29832,16,6,Medium,High
65149,5,2,Medium,Low
75519,3,10,Medium,Low
75428,26,7,High,High
71865,0,11,High,Low
62860,3,1,Medium,Low
43363,6,8,Low,Low
2054,16,0,High,High
46498,2,14,Low,Low
11747,10,10,Low,Low
22752,23,5,Medium,High
80654,8,12,Low,Low
1022,7,13,Low,Low
71779,3,0,Medium,Low
52293,24,6,Low,High
64035,17,11,Low,High
54631,23,0,Medium,High
80870,0,14,High,Low
11938,15,11,High,High
69717,22,12,Medium,High
46169,14,10,Medium,High
81063,13,3,Medium,High
16455,2,0,Medium,Low
81576,16,3,Medium,High
7424,16,10,High,High
8476,28,12,Medium,High
73379,4,7,Medium,Low
44168,1,4,High,Low
65580,20,10,Low,High
25902,21,0,Medium,High
62097,10,2,Low,Low
44951,13,13,Medium,High
45483,12,0,High,High
39043,19,9,High,High
77450,23,4,Low,High
48769,12,1,Low,High
32997,4,11,Low,Low
29062,23,12,High,High
48168,19,10,Medium,High
40781,16,4,Low,High
17308,9,14,Medium,Low
43538,22,12,Medium,High
25633,23,3,Medium,High
32632,25,11,Medium,High
75718,6,5,Medium,Low
12785,1,11,High,Low
44351,14,0,Medium,High
14279,16,0,Medium,High
38308,17,13,High,High
80890,16,1,High,High
65210,0,12,Low,Low
10708,18,5,Medium,High
72088,21,1,Low,High
61450,2,0,Medium,Low
65477,26,0,Low,High
47995,25,2,Low,High
57100,13,7,Medium,High
53464,5,6,High,Low
64888,29,0,Medium,High
83257,6,2,Low,Low
18806,14,6,Medium,High
41223,5,2,High,Low
23,26,6,Medium,High
9067,20,0,Low,High
66123,27,10,High,High
61389,16,10,High,High
40689,4,5,Medium,Low
66064,7,10,Low,Low
67983,26,11,Low,High
13970,27,14,Low,High
78167,9,10,Medium,Low
60773,13,10,High,High
36927,13,14,High,High
43665,7,1,Medium,Low
4228,13,3,High,High
28702,9,10,High,Low
57627,15,8,High,High
28743,3,3,High,Low
64052,7,13,Medium,Low
24897,1,9,Medium,Low
34325,5,8,Low,Low
67598,29,2,Medium,High
40315,16,1,High,High
58973,20,8,Medium,High
60246,1,7,High,Low
40160,22,11,Medium,High
21370,7,0,Medium,Low
16061,24,1,Medium,High
53231,10,6,High,Low
64459,10,14,Medium,Low
18931,16,1,Medium,High
75219,7,3,High,Low
80458,13,6,High,High
45293,13,14,Low,High
61967,15,1,High,High
73250,1,5,High,Low
40906,5,2,High,Low
47884,14,14,Low,High
80787,8,13,Medium,Low
28095,25,11,High,High
60698,18,9,Medium,High
54105,28,12,Low,High
73744,12,4,High,High
77072,6,12,High,Low
82847,20,3,Medium,High
6209,28,11,Medium,High
82605,13,8,High,High
36148,4,11,High,Low
49497,26,9,Low,High
46483,0,14,High,Low
17918,0,0,High,Low
43822,0,4,Medium,Low
54387,15,0,Low,High
69058,3,6,Medium,Low
32026,2,11,High,Low
65048,27,3,Low,High
51523,22,11,Low,High
50579,2,0,Medium,Low
84338,24,10,Low,High
80109,19,3,Low,High
65697,15,12,High,High
42509,6,4,Low,Low
7228,13,12,High,High
11805,1,0,Low,Low
69901,17,7,Medium,High
51242,11,0,Medium,High
59391,9,6,Medium,Low
45274,20,6,High,High
81105,2,12,Low,Low
78746,18,4,High,High
45558,10,7,Low,Low
81065,18,1,High,High
48536,11,6,Low,High
54774,2,6,Medium,Low
5114,0,5,Low,Low
10809,11,0,High,High
21945,17,9,Medium,High
21355,17,6,High,High
2976,4,8,Low,Low
30707,13,1,High,High
38975,19,3,Medium,High
43765,6,8,Low,Low
42401,26,7,Medium,High
54329,0,6,Medium,Low
37104,27,1,Low,High
44760,22,13,Medium,High
63893,16,12,Low,High
20708,15,9,Medium,High
83859,1,3,High,Low
24758,22,12,Low,High
3237,15,8,Medium,High
48707,8,13,Low,Low
43069,16,10,High,High
73290,29,1,High,High
47448,17,4,Medium,High
5399,11,11,High,High
24202,11,3,Medium,High
49872,20,7,High,High
84735,21,6,Low,High
41861,16,14,Medium,High
78358,23,9,Low,High
2037,20,9,Low,High
63123,2,7,High,Low
62965,17,3,Low,High
43822,0,12,Medium,Low
88,7,2,Medium,Low
22036,28,14,High,High
43628,14,2,Low,High
34653,3,7,Low,Low
77989,0,3,Low,Low
51718,3,1,Low,Low
83352,12,0,Low,High
74653,5,0,High,Low
30169,22,4,Medium,High
81095,10,2,High,Low
62631,27,5,High,High
59271,9,1,High,Low
9754,15,8,Low,High
45681,14,5,Low,High
68887,2,4,High,Low
64008,2,7,High,Low
46505,27,12,Low,High
71834,23,1,Low,High
14301,20,10,Medium,High
80985,1,14,Low,Low
5941,11,13,Low,High
6328,11,2,Low,High
40448,29,7,Low,High
6853,5,6,Medium,Low
51423,25,12,Medium,High
15167,23,6,Medium,High
5276,1,14,Low,Low
42097,25,0,High,High
39450,29,6,Medium,High
47654,11,13,High,High
6711,11,9,Low,High
40156,27,10,High,High
2034,29,4,Low,High
34360,25,8,Medium,High
27545,9,2,Medium,Low
23812,15,11,Medium,High
33913,14,8,Medium,High
36570,7,13,Low,Low
5040,11,6,Low,High
23435,15,10,High,High
72889,4,12,Low,Low
83219,19,12,High,High
35402,1,5,Low,Low
5418,6,3,Low,Low
6301,26,11,Low,High
63071,13,8,Medium,High
60724,22,9,High,High
66130,29,7,Medium,High
71304,19,3,Medium,High
7093,3,7,Low,Low
49920,23,3,Medium,High
45342,2,14,Medium,Low
69847,21,4,Low,High
80305,1,9,Low,Low
64981,7,11,Low,Low
51952,2,12,Medium,Low
75777,7,1,Medium,Low
50647,22,11,High,High
27155,6,9,Medium,Low
82803,14,4,Medium,High
79866,13,2,Low,High
5709,22,8,High,High
57269,29,11,Low,High
56711,6,4,High,Low
68893,21,12,High,High
49144,6,3,High,Low
54946,21,6,High,High
79717,22,1,Medium,High
56242,12,1,High,High
57269,0,8,Low,Low
49020,2,5,Medium,Low
9517,9,10,High,Low
35056,2,1,Medium,Low
39230,27,10,High,High
56900,17,2,Low,High
10485,22,12,Medium,High
6035,5,10,Low,Low
79391,29,4,High,High
49420,7,10,High,Low
64770,10,7,Low,Low
50339,9,2,Medium,Low
69303,1,5,Medium,Low
80959,22,8,High,High
1994,18,3,Medium,High
9021,28,1,Low,High
66246,21,3,Low,High
27350,18,9,High,High
83398,21,2,Low,High
41681,20,14,Medium,High
23191,14,2,High,High
57778,11,1,Low,High
5448,4,11,Low,Low
17870,5,4,High,Low
83118,0,3,High,Low
84605,21,11,High,High
29066,4,8,Low,Low
25201,16,4,Low,High
16444,11,5,High,High
21725,17,4,Medium,High
68318,7,5,Low,Low
61628,3,5,Medium,Low
18090,25,14,Low,High
25318,1,1,Medium,Low
37634,2,3,High,Low
61558,19,12,Medium,High
22462,1,4,Low,Low
62369,27,7,Medium,High
59437,25,12,Low,High
37283,26,4,Low,High
65709,17,2,Low,High
51690,11,13,Medium,High
29826,6,3,Low,Low
6081,21,5,High,High
5735,12,1,Medium,High
64042,11,6,High,High
30386,25,12,Low,High
15775,11,13,Medium,High
58972,4,5,Medium,Low
76010,29,12,Low,High
37798,2,9,Medium,Low
12652,22,0,Medium,High
2741,16,2,High,High
65555,18,9,Low,High
10433,19,5,Low,High
72429,15,14,Medium,High
56987,11,10,Medium,High
58194,28,0,Medium,High
4653,3,8,High,Low
49693,12,10,High,High
56526,3,10,High,Low
37171,21,2,Medium,High
60871,17,14,Medium,High
41444,8,3,High,Low
72753,27,11,High,High
62685,20,5,Medium,High
10841,12,1,High,High
84388,12,8,Medium,High
71131,29,1,Medium,High
4080,27,3,High,High
18898,24,5,Low,High
29129,27,2,High,High
67294,6,3,Low,Low
44073,7,0,Medium,Low
57167,17,5,Medium,High
54109,11,11,High,High
37587,23,1,High,High
54950,14,1,Medium,High
70229,14,3,Low,High
78216,10,7,Medium,Low
49743,19,3,Medium,High
41383,17,1,Medium,High
76287,23,5,Low,High
39159,27,10,Medium,High
36397,16,7,Low,High
70640,22,3,Medium,High
388,15,11,Medium,High
17346,21,12,Medium,High
34796,19,5,High,High
62439,28,5,Low,High
49645,6,5,Medium,Low
69588,0,8,Medium,Low
48896,7,1,High,Low
37822,18,2,Low,High
84687,14,13,High,High
12549,2,2,High,Low
46259,11,9,Medium,High
58871,19,11,Low,High
43068,7,14,High,Low
56146,4,4,Medium,Low
20281,26,10,Low,High
3221,7,10,Medium,Low
28546,19,7,Medium,High
8313,6,4,Medium,Low
84155,9,1,Medium,Low
3573,2,1,Medium,Low
24491,2,2,High,Low
56002,18,2,Low,High
63331,16,2,High,High
56016,15,6,Low,High
38661,19,7,High,High
71061,10,10,High,Low
11885,6,2,Low,Low
7071,18,5,High,High
10526,24,6,High,High
1714,22,8,High,High
52289,1,13,High,Low
6598,9,3,High,Low
52538,16,7,Medium,High
55313,18,1,Low,High
60800,17,7,High,High
67619,25,4,High,High
17928,24,1,Medium,High
13813,12,3,Low,High
82269,27,5,Medium,High
57571,0,9,Low,Low
55594,5,9,Low,Low
57750,17,7,Low,High
75559,1,1,Medium,Low
14281,10,4,High,Low
46055,15,0,High,High
39050,10,6,Medium,Low
59727,16,13,Low,High
41905,15,2,Low,High
68417,29,0,Medium,High
14820,15,11,Low,High
44726,6,0,Medium,Low
21176,16,1,Low,High
14965,23,11,High,High
68127,19,13,High,High
42190,8,8,Medium,Low
28257,0,11,Low,Low
66995,14,3,Medium,High
2566,0,11,High,Low
31585,15,7,High,High
18352,4,8,High,Low
60491,10,8,Low,Low
55127,7,0,High,Low
51820,10,8,Medium,Low
48635,12,10,Low,High
52278,5,5,Low,Low
12254,17,6,Medium,High
79883,29,8,High,High
67027,2,11,Low,Low
49190,3,11,High,Low
74245,24,11,High,High
45103,14,8,Medium,High
21621,18,13,Medium,High
66794,13,1,Low,High
30196,4,3,Low,Low
46992,19,3,Low,High
30117,18,13,Low,High
31841,13,1,Medium,High
52713,25,0,Medium,High
84780,0,10,Low,Low
40693,19,7,Low,High
66548,24,8,Low,High
73183,26,6,Low,High
54707,12,7,Medium,High
14569,6,10,High,Low
59665,4,6,Medium,Low
32139,22,8,Medium,High
27627,19,13,Medium,High
69590,25,4,High,High
78522,11,5,Medium,High
11564,4,2,High,Low
59187,12,9,High,High
13589,22,8,Low,High
35664,19,4,Medium,High
64664,21,3,Low,High
32427,7,9,Low,Low
50136,5,5,Low,Low
64768,3,11,Medium,Low
60018,21,11,Low,High
57090,16,14,High,High
48364,11,6,Low,High
74322,15,5,Low,High
81550,13,1,Medium,High
23646,8,3,Low,Low
31136,1,6,Medium,Low
2631,1,3,High,Low
17333,6,5,High,Low
80221,8,11,Low,Low
62002,9,14,Low,Low
57515,2,13,Medium,Low
77606,25,1,Medium,High
27277,5,11,Low,Low
56187,2,13,High,Low
65235,25,9,Medium,High
20275,14,10,Low,High
26088,20,7,Low,High
78701,22,10,Medium,High
74224,12,3,Medium,High
69847,25,4,High,High
2806,7,9,Medium,Low
60787,25,2,High,High
480,14,4,High,High
38413,16,7,Medium,High
9287,13,1,High,High
26775,25,10,Low,High
83716,9,10,Medium,Low
2705,3,12,Low,Low
52259,12,12,High,High
50,4,6,Low,Low
35250,20,7,High,High
79841,18,14,Low,High
19590,27,10,Medium,High
27617,24,10,High,High
31351,6,4,High,Low
81109,27,14,Medium,High
46106,12,7,Medium,High
44990,3,12,Low,Low
73638,17,5,High,High
4855,21,3,Low,High
47758,10,4,High,Low
32460,11,3,Medium,High
48545,7,0,High,Low
47631,26,7,Medium,High
5436,6,12,Low,Low
33486,27,12,Low,High
75688,17,8,High,High
36147,16,6,High,High
74647,8,13,High,Low
40960,1,4,Medium,Low
68665,18,14,Medium,High
63624,26,13,High,High
71013,6,7,Medium,Low
44005,9,12,Low,Low
11444,20,11,Medium,High
4952,20,8,Medium,High
84025,13,4,Medium,High
80902,28,6,Low,High
33499,12,12,Low,High
43767,1,4,Low,Low
65399,3,6,Low,Low
18709,1,1,Medium,Low
43967,15,2,High,High
24072,11,7,High,High
45592,11,9,Low,High
82694,27,0,Low,High
35778,5,4,High,Low
37712,8,14,Low,Low
31486,1,9,Medium,Low
530,16,2,Medium,High
3883,27,10,High,High
79469,0,2,Low,Low
65310,9,0,Medium,Low
31910,26,7,Medium,High
81223,18,12,Medium,High
77696,26,10,High,High
81586,20,3,Medium,High
27657,18,11,Medium,High
84496,17,1,High,High
30042,28,14,Low,High
34426,10,1,High,Low
34843,18,0,High,High
16417,21,9,High,High
44366,25,9,High,High
52149,24,4,Low,High
22825,11,5,High,High
69769,28,0,Medium,High
43880,17,12,High,High
82370,9,11,High,Low
50322,4,3,Low,Low
166,26,2,High,High
34479,9,10,High,Low
54228,21,9,Medium,High
55868,4,4,Low,Low
45938,3,13,High,Low
57655,6,11,Medium,Low
14732,13,3,Low,High
6705,2,14,High,Low
66785,19,2,High,High
69141,1,7,High,Low
36644,9,12,High,Low
52769,6,7,Medium,Low
78033,23,13,Medium,High
49445,24,1,Low,High
16858,15,0,High,High
457,28,9,High,High
17079,25,3,Medium,High
52164,25,10,Low,High
11649,11,8,Low,High
26952,5,12,Medium,Low
75127,17,8,Medium,High
27899,23,0,Medium,High
8838,29,0,Medium,High
65666,21,13,Low,High
33623,3,3,High,Low
55502,0,4,Low,Low
13604,25,5,High,High
40287,28,12,Low,High
71709,25,4,Medium,High
17244,26,0,High,High
55787,1,3,Low,Low
43351,4,1,High,Low
41734,21,14,High,High
13342,10,2,High,Low
44742,5,12,Low,Low
63753,10,10,High,Low
78615,21,13,Medium,High
38615,19,6,Medium,High
3949,2,8,High,Low
8348,17,5,Medium,High
23564,1,14,High,Low
11062,26,2,Low,High
39912,21,8,Low,High
19082,10,0,High,Low
1709,17,2,Medium,High
19431,19,3,Medium,High
64221,3,13,Medium,Low
6069,19,11,High,High
36633,27,12,Low,High
48276,2,14,High,Low
68272,28,4,Medium,High
1622,4,7,Low,Low
53403,7,10,Medium,Low
69901,12,12,Low,High
17784,14,14,Medium,High
71571,15,6,Low,High
76449,1,6,Low,Low
13018,19,10,Medium,High
55569,7,9,Medium,Low
14448,18,10,Low,High
16201,27,8,Medium,High
76046,17,4,Medium,High
59741,16,8,Low,High
56709,0,1,Medium,Low
18285,25,12,Medium,High
44028,10,6,High,Low
48781,16,1,Low,High
43104,1,6,Low,Low
48805,25,5,Medium,High
22280,4,11,Medium,Low
11005,15,1,High,High
15058,29,8,High,High
47806,27,10,High,High
79232,23,10,Medium,High
81664,26,0,Low,High
67849,0,8,Medium,Low
66445,3,4,High,Low
7968,6,11,Medium,Low
84637,10,3,Low,Low
24147,25,2,Medium,High
18651,18,14,Low,High
12877,3,1,Low,Low
73945,8,14,High,Low
31959,16,6,Medium,High
61548,22,4,High,High
