employee_id,engagement_score,survey_participation,feedback_count
15564,4.57,Yes,7
822,1.0,Yes,1
33441,2.86,Yes,0
55462,3.83,Yes,4
54221,4.71,No,5
19690,1.23,No,1
57090,4.46,Yes,2
15722,3.33,No,5
8758,1.59,Yes,4
5812,1.65,Yes,0
32876,4.8,Yes,0
8197,2.9,Yes,7
24292,1.46,Yes,3
58252,3.46,Yes,6
30677,2.06,Yes,6
12073,4.06,Yes,4
47454,2.85,No,0
7444,2.93,Yes,1
59967,4.91,No,4
6033,2.18,Yes,6
27421,2.01,Yes,6
22181,4.62,No,4
44726,2.83,Yes,5
21828,1.41,Yes,7
47544,1.52,Yes,0
17278,2.93,No,1
44242,3.63,Yes,4
17403,2.02,Yes,0
10377,1.72,Yes,3
36214,3.75,Yes,7
40054,1.31,No,0
1570,1.33,Yes,5
55325,1.74,Yes,6
10522,1.8,Yes,5
48369,2.31,No,4
33025,2.47,Yes,3
57274,4.67,Yes,5
32235,2.83,Yes,4
15588,1.73,Yes,0
19673,3.29,Yes,6
41340,4.15,Yes,0
2346,4.12,Yes,6
20761,1.97,Yes,5
11323,4.02,No,7
32307,1.49,Yes,1
11365,3.95,Yes,2
16133,2.23,Yes,7
27825,3.6,Yes,5
471,1.83,Yes,1
42749,3.17,Yes,3
26448,4.51,Yes,0
30075,2.69,Yes,2
38268,1.24,Yes,2
49157,1.34,Yes,6
18399,4.54,Yes,3
2189,1.78,Yes,1
15677,1.24,Yes,0
23677,3.1,No,3
10333,2.82,Yes,7
54754,2.6,Yes,4
16946,2.71,Yes,1
44441,3.08,Yes,5
14703,2.72,No,4
29829,1.87,Yes,3
51183,4.55,Yes,7
27379,3.08,Yes,3
21804,2.04,Yes,5
8047,1.72,Yes,4
33951,3.5,No,3
57709,1.63,Yes,6
10994,4.61,Yes,0
26385,1.82,Yes,3
38642,2.7,Yes,6
37318,3.59,Yes,2
30271,2.44,Yes,1
47091,3.82,No,0
18094,2.57,No,2
206,1.78,Yes,0
34836,3.79,Yes,7
8889,4.88,Yes,5
37035,2.27,Yes,0
18188,2.28,No,7
42703,1.12,Yes,1
7271,1.6,Yes,7
8992,2.56,Yes,6
22287,1.59,Yes,6
54351,4.67,Yes,4
697,2.94,Yes,1
5971,1.77,Yes,2
38967,3.83,Yes,7
34909,1.92,Yes,5
35596,1.26,Yes,3
49009,1.6,No,1
58628,2.0,Yes,3
11945,2.51,Yes,6
55336,2.25,Yes,0
11643,3.64,Yes,5
29993,3.38,Yes,7
11465,1.92,No,2
46005,4.04,Yes,7
40669,4.34,Yes,5
8885,4.96,Yes,5
22061,2.76,No,7
33557,2.83,Yes,3
20157,2.15,Yes,0
49047,1.57,Yes,6
36073,3.3,Yes,7
10565,3.77,Yes,7
390,2.37,Yes,4
51577,3.71,Yes,0
47220,2.02,Yes,1
52304,1.95,Yes,1
10578,3.2,No,1
37127,1.11,Yes,2
59871,4.82,Yes,2
7394,4.96,Yes,6
41911,4.22,Yes,2
32789,3.9,No,2
16169,2.88,Yes,5
6651,1.02,Yes,4
4884,2.79,Yes,5
3906,4.14,Yes,1
57367,3.38,Yes,1
15092,2.81,No,3
54679,4.14,Yes,7
52294,4.66,Yes,3
31577,2.98,Yes,7
37042,2.01,Yes,1
46447,4.31,Yes,2
45266,4.3,Yes,6
5495,1.54,Yes,7
21395,3.65,Yes,4
37828,2.26,Yes,4
53514,2.67,Yes,0
4121,3.92,No,5
29811,4.35,Yes,2
31928,1.87,No,2
26504,1.81,Yes,2
58612,3.66,Yes,7
44255,1.52,No,4
19832,1.7,Yes,0
36582,4.92,No,1
22493,4.97,Yes,0
20976,1.01,Yes,7
37829,3.66,Yes,4
32231,3.7,Yes,0
32772,3.24,Yes,3
35266,3.07,Yes,0
10409,1.26,Yes,1
51826,2.45,Yes,1
22500,4.36,Yes,7
20892,3.67,No,6
35854,1.32,Yes,6
32509,2.01,Yes,5
3383,3.49,No,6
15814,4.29,Yes,0
1971,2.23,No,2
57008,1.51,Yes,7
28352,4.75,Yes,6
36486,3.08,No,0
52255,4.94,Yes,0
37011,4.14,Yes,5
2247,3.98,Yes,0
47413,1.73,Yes,2
4713,3.99,Yes,7
58504,1.92,Yes,5
4360,2.72,Yes,6
9691,2.68,Yes,2
53091,1.57,Yes,3
6056,3.73,No,7
50437,2.58,Yes,3
32772,1.33,Yes,0
37463,1.2,Yes,0
58318,3.76,No,4
22060,1.33,Yes,4
21012,3.21,Yes,5
40169,3.02,Yes,1
12901,3.83,Yes,6
9219,3.57,Yes,1
43206,1.78,Yes,2
26663,3.4,Yes,3
21049,2.02,No,6
17685,2.34,Yes,4
947,2.34,Yes,3
55454,2.61,Yes,2
27883,4.41,Yes,6
55987,3.2,Yes,7
35639,1.73,Yes,4
37655,3.32,Yes,2
17081,1.13,No,0
50268,2.54,Yes,0
49490,2.92,Yes,4
39939,2.44,Yes,5
17705,4.97,Yes,2
19952,3.75,Yes,4
37847,4.76,No,7
37652,1.73,Yes,5
27896,2.26,Yes,2
22507,3.14,Yes,4
18499,1.83,Yes,4
2179,1.87,Yes,5
36905,2.89,Yes,1
41185,2.02,Yes,7
41919,3.18,Yes,7
25826,3.8,Yes,5
3219,4.0,Yes,2
6702,4.26,No,4
21976,3.25,Yes,3
23668,1.37,Yes,1
43794,1.66,Yes,1
21498,3.04,Yes,5
24259,2.57,Yes,7
7646,1.02,No,4
42612,3.77,Yes,5
10920,2.3,Yes,6
36832,2.97,Yes,4
46427,4.42,No,6
647,1.48,Yes,0
35332,4.13,No,5
24793,1.55,Yes,7
6898,4.92,Yes,4
45327,1.24,Yes,5
50314,2.21,Yes,7
55012,1.37,Yes,5
22967,1.96,Yes,5
15245,3.52,Yes,6
37387,4.68,Yes,5
16159,3.38,Yes,3
21043,2.95,No,6
59406,3.49,Yes,0
22949,2.12,Yes,0
36266,2.44,Yes,3
57827,1.28,Yes,6
24953,4.09,Yes,1
23161,4.62,Yes,0
24304,2.03,Yes,4
41230,2.13,Yes,4
40246,3.76,Yes,2
7000,1.08,Yes,7
20975,3.56,Yes,4
10519,3.76,Yes,5
29800,4.43,Yes,3
45293,2.76,Yes,5
50235,1.82,Yes,7
47226,3.53,No,1
23722,2.88,No,7
32991,3.99,Yes,3
18991,4.8,Yes,3
25406,1.28,Yes,1
23860,2.83,No,4
15640,2.47,Yes,2
291,3.07,Yes,5
27565,4.49,Yes,2
25208,4.34,Yes,1
16020,3.36,Yes,7
22962,3.94,Yes,6
45841,1.85,Yes,5
43123,3.8,No,3
6857,3.69,Yes,2
3090,4.54,No,1
52814,1.85,No,3
45346,2.85,Yes,5
24420,4.75,Yes,3
39503,3.7,Yes,2
42208,3.16,Yes,6
39305,2.63,Yes,1
9872,2.57,Yes,4
25413,2.93,No,7
31940,1.21,Yes,0
53318,3.7,No,3
35674,3.06,Yes,0
17037,1.81,Yes,2
10664,3.56,Yes,5
38413,2.72,Yes,2
42444,1.48,No,0
27655,2.94,Yes,4
46143,4.74,Yes,1
34098,1.03,No,4
1507,2.56,No,4
10879,2.33,Yes,7
48682,1.47,Yes,1
37501,2.99,Yes,2
53550,3.45,Yes,5
56589,4.96,Yes,6
3562,2.13,Yes,4
12213,4.05,Yes,3
55144,2.39,Yes,2
1013,4.5,Yes,1
38223,4.08,Yes,0
16781,2.56,No,3
40252,4.88,Yes,0
42425,2.3,Yes,7
55213,1.86,Yes,1
35343,2.29,No,5
23837,2.19,Yes,4
45919,2.55,No,3
59453,2.1,Yes,6
13897,4.8,No,5
44438,2.38,Yes,1
19281,2.28,No,1
37447,3.9,No,2
5114,2.64,Yes,5
57766,1.02,Yes,7
20602,4.7,Yes,0
28749,1.99,Yes,0
24835,3.33,Yes,1
32681,4.27,Yes,7
22998,4.41,Yes,2
35338,1.44,Yes,1
51491,2.48,Yes,5
41035,1.96,Yes,7
3526,2.16,No,6
29745,3.92,Yes,0
1231,2.21,Yes,2
55620,1.61,Yes,2
51499,4.03,Yes,1
16638,3.04,Yes,4
59659,2.52,Yes,4
19837,3.89,Yes,3
52383,1.58,Yes,6
18428,1.84,Yes,1
35101,3.24,Yes,6
41156,2.81,Yes,1
33213,2.37,Yes,3
10782,2.74,Yes,5
24783,4.04,Yes,1
10670,1.78,Yes,1
13419,2.55,Yes,3
58663,4.2,Yes,3
47487,3.02,Yes,5
23741,1.95,No,5
32612,3.67,Yes,2
8325,3.44,Yes,5
21323,4.36,Yes,4
10884,4.48,Yes,3
48866,3.02,Yes,7
48151,1.67,Yes,6
12015,2.9,Yes,4
6159,3.87,Yes,6
24877,3.72,No,4
40829,2.44,Yes,7
44041,4.69,Yes,4
32589,4.79,Yes,2
51886,1.76,No,7
58911,3.19,Yes,2
6812,4.38,No,5
39218,4.96,Yes,5
9739,1.48,Yes,0
27905,2.86,Yes,4
2471,2.21,Yes,6
4258,3.98,Yes,4
28688,4.54,Yes,5
30125,2.92,Yes,0
15400,3.09,Yes,5
11167,2.26,Yes,3
43359,3.31,Yes,4
28121,2.21,No,2
35368,4.16,No,3
2545,2.46,Yes,3
34518,1.96,Yes,3
31800,3.46,Yes,7
25193,2.46,No,7
57306,5.0,Yes,4
42729,3.87,Yes,4
38593,4.96,Yes,2
4096,3.39,Yes,7
43775,4.33,No,7
46675,3.94,Yes,1
36585,3.06,No,6
38883,3.09,Yes,0
44073,2.47,Yes,3
53700,4.28,Yes,1
57339,4.31,Yes,1
31533,2.37,Yes,5
33650,1.28,Yes,1
41209,4.84,No,0
52268,4.79,Yes,5
23437,2.37,Yes,0
56031,2.02,Yes,1
10428,4.91,Yes,6
53567,3.57,Yes,6
47878,2.6,Yes,7
43796,2.35,Yes,4
20723,2.19,Yes,4
12803,2.83,Yes,2
21219,4.46,Yes,2
5698,3.97,Yes,2
17560,1.65,Yes,3
59282,3.3,Yes,3
6177,3.54,Yes,0
21246,4.15,Yes,0
1459,3.48,Yes,0
32963,4.41,Yes,0
19901,1.33,Yes,5
48606,1.16,Yes,2
5333,4.09,No,0
32902,2.58,Yes,3
41653,1.63,Yes,5
43583,3.94,Yes,3
42688,4.66,Yes,6
17378,2.43,Yes,3
43059,1.67,Yes,7
29858,3.05,Yes,0
4646,4.75,Yes,7
39744,4.72,Yes,4
51252,2.54,No,0
54583,3.42,Yes,1
25617,3.48,Yes,6
24977,2.86,Yes,0
32032,2.84,Yes,5
3989,4.21,Yes,1
58395,1.88,Yes,0
42934,1.36,Yes,7
6999,2.99,Yes,0
44425,4.96,Yes,7
5813,2.16,Yes,2
38254,4.71,Yes,3
14865,1.66,Yes,4
11182,2.47,Yes,3
34265,1.66,Yes,3
19907,4.36,No,6
59082,3.57,Yes,4
25199,4.6,Yes,5
26528,2.5,Yes,4
9957,2.42,No,6
46394,1.81,Yes,4
13960,3.19,Yes,4
28698,4.57,No,7
32592,4.11,Yes,7
27651,3.02,Yes,2
4903,1.26,Yes,2
52067,4.9,Yes,0
14273,3.75,Yes,6
49270,2.07,Yes,4
29648,3.0,Yes,4
23824,1.26,Yes,4
4103,4.43,Yes,7
48414,1.32,Yes,5
45241,2.54,No,4
51295,4.15,No,5
20801,4.72,Yes,6
18069,2.83,Yes,6
20362,3.5,Yes,0
51216,3.91,Yes,0
54049,2.43,Yes,4
36412,4.46,No,7
47040,4.19,Yes,4
9273,4.87,Yes,1
7558,4.19,Yes,4
24079,1.22,Yes,3
9067,2.82,Yes,6
52113,1.18,Yes,7
42240,4.7,Yes,0
34190,1.87,Yes,7
54831,3.4,Yes,1
44551,1.47,Yes,4
37169,1.85,Yes,2
29893,3.54,Yes,5
59661,2.84,Yes,1
44525,3.84,Yes,4
51014,4.5,No,0
44352,3.75,Yes,7
32933,2.83,Yes,0
58527,2.72,Yes,5
9073,4.98,Yes,0
34361,1.12,Yes,3
40992,4.62,Yes,6
45815,3.74,No,7
30066,2.96,Yes,2
37523,2.67,Yes,5
37984,4.8,Yes,3
58649,3.22,Yes,7
41306,2.29,Yes,7
52276,2.0,Yes,7
39387,2.41,No,7
31662,4.99,No,7
19750,2.41,Yes,3
38171,2.8,Yes,5
24795,2.42,Yes,7
16893,2.06,Yes,1
42077,2.14,Yes,1
43816,2.77,Yes,5
25777,4.14,Yes,6
35121,1.51,No,2
16533,4.02,Yes,1
55109,2.02,Yes,4
1643,2.6,Yes,4
20407,3.07,No,6
12254,3.06,Yes,3
20011,2.01,Yes,6
52033,1.14,Yes,6
35578,2.76,Yes,2
17043,2.26,Yes,3
38095,2.94,Yes,0
35695,1.44,Yes,1
11704,1.52,Yes,6
3063,2.5,Yes,3
7061,3.43,Yes,2
10246,1.76,No,1
18960,2.74,Yes,3
25883,1.98,Yes,5
41556,4.73,Yes,7
17591,2.77,Yes,4
40820,3.1,Yes,0
3933,1.95,No,4
47151,3.9,Yes,2
50293,3.02,No,7
26305,3.96,No,4
22374,3.08,Yes,1
27153,4.6,No,6
1255,3.09,No,3
44625,2.67,Yes,7
35453,4.52,No,2
19371,1.98,Yes,3
34978,1.43,Yes,7
25144,2.15,Yes,0
56106,2.34,No,3
3995,3.96,Yes,2
19278,2.2,Yes,7
51188,4.58,Yes,2
57148,4.05,Yes,5
37179,3.24,Yes,7
42830,4.52,Yes,5
18390,3.38,No,6
35104,4.99,Yes,4
48684,1.54,Yes,0
58261,2.59,No,7
14057,1.01,Yes,7
26179,3.42,Yes,3
19146,2.12,Yes,5
35340,1.13,Yes,3
53810,4.19,No,3
24774,1.36,Yes,2
11555,4.54,No,0
36500,4.11,Yes,1
21776,2.35,Yes,4
48819,4.8,No,7
40015,2.16,Yes,2
41500,3.87,Yes,5
12236,3.88,Yes,3
7133,2.45,Yes,1
50925,3.97,Yes,6
51152,2.25,Yes,0
52186,4.31,Yes,1
34324,3.18,No,1
12844,3.88,Yes,6
50542,3.27,Yes,5
10539,3.84,No,3
20218,4.24,Yes,4
47895,1.71,No,1
5321,3.86,Yes,6
22693,1.88,Yes,0
7014,4.89,Yes,1
39483,2.36,Yes,6
21800,3.14,No,4
8258,3.29,No,7
44378,1.84,Yes,6
10407,1.08,Yes,3
46270,1.74,No,2
54130,4.97,Yes,6
58762,3.03,Yes,3
33667,4.79,Yes,3
27267,1.59,No,2
43269,4.53,Yes,3
56573,1.72,No,5
56134,2.67,Yes,2
44843,2.02,Yes,4
35339,3.61,No,5
57201,3.15,Yes,0
27309,1.28,No,1
18150,1.55,Yes,7
48580,3.18,Yes,0
29836,3.56,Yes,1
18658,2.25,Yes,4
40286,3.13,Yes,7
21773,3.46,Yes,1
57448,3.9,Yes,2
48337,3.35,Yes,6
34811,1.57,Yes,0
27392,4.37,Yes,0
48950,1.71,Yes,4
27199,1.03,Yes,5
42012,2.0,Yes,6
52155,2.95,Yes,1
1922,4.27,Yes,2
8677,4.62,Yes,6
2609,4.46,Yes,1
31224,4.81,Yes,1
3629,2.21,Yes,0
43471,1.35,Yes,4
49716,2.62,No,1
5398,2.47,Yes,7
39597,4.86,Yes,3
15199,2.87,Yes,5
881,1.06,Yes,4
3912,3.83,Yes,3
46532,1.07,Yes,0
15836,4.05,No,5
6387,4.98,Yes,0
8430,2.04,Yes,4
22393,3.35,Yes,7
52767,4.07,Yes,5
36530,2.76,No,6
36834,2.24,Yes,7
44557,4.81,Yes,6
16821,1.55,Yes,4
8221,1.73,Yes,2
49278,1.24,Yes,7
49904,3.31,No,4
22702,4.76,Yes,4
48035,2.76,Yes,7
3992,3.76,Yes,3
43464,1.21,Yes,2
52156,3.72,No,1
54389,2.33,Yes,4
57515,4.33,Yes,4
7221,4.53,Yes,3
49847,1.65,Yes,4
47092,4.5,Yes,0
52784,2.24,Yes,2
41280,3.34,Yes,5
49700,4.65,Yes,2
6397,3.48,Yes,7
50077,2.71,Yes,2
25229,1.02,Yes,2
25429,1.73,Yes,0
6715,4.15,Yes,6
18996,3.13,Yes,0
31454,4.46,Yes,2
13314,3.34,Yes,4
27357,3.63,No,1
8396,1.15,Yes,1
26731,3.08,Yes,0
36521,1.14,No,5
11687,4.1,Yes,4
10995,4.04,Yes,3
30417,2.32,No,1
15764,2.92,Yes,2
40589,3.57,Yes,7
950,3.16,No,2
56943,4.8,Yes,3
29944,4.02,Yes,0
31972,3.33,Yes,3
15188,4.81,Yes,6
26834,4.22,Yes,7
34105,4.55,No,6
10399,2.62,Yes,4
20702,3.69,Yes,1
20246,2.57,No,6
27411,3.48,Yes,7
25570,4.65,Yes,3
33778,2.25,Yes,2
47187,3.54,Yes,1
7266,2.57,Yes,4
53508,2.56,Yes,3
14317,2.66,No,6
37001,2.76,Yes,6
19030,4.81,Yes,3
51118,2.2,Yes,1
59549,2.67,Yes,4
27958,4.83,No,3
52185,4.47,Yes,5
17139,1.48,No,0
2306,3.08,Yes,0
21926,2.47,Yes,6
49428,3.01,Yes,6
50669,4.48,No,0
50243,4.43,Yes,3
15755,3.04,Yes,5
7925,2.71,Yes,7
34129,3.48,Yes,5
55183,2.13,Yes,5
51604,1.42,No,3
29504,1.61,Yes,3
4441,2.55,Yes,6
13480,2.79,Yes,1
53662,4.38,Yes,4
52802,1.17,No,3
53437,2.06,Yes,6
41372,4.47,Yes,6
11422,1.71,Yes,5
2766,1.72,Yes,4
25243,2.88,Yes,6
41825,4.85,Yes,5
10892,4.59,Yes,0
18525,4.5,Yes,0
42014,3.7,Yes,7
5926,4.84,Yes,5
37275,2.63,Yes,6
25175,4.69,Yes,5
22778,4.45,Yes,5
39888,4.72,Yes,6
40596,3.54,Yes,2
10769,1.25,Yes,6
17398,2.95,Yes,0
38553,2.39,No,4
14472,4.26,Yes,5
30407,4.78,No,0
42994,3.43,No,6
40988,3.01,No,7
58210,3.62,Yes,5
16761,2.66,Yes,4
34129,2.38,Yes,5
43334,4.84,Yes,5
22787,4.63,Yes,6
25892,2.93,Yes,5
19806,2.28,Yes,3
7525,2.7,Yes,1
52121,4.03,Yes,1
40240,3.93,Yes,1
22375,1.73,Yes,3
10594,4.33,Yes,4
30666,1.2,Yes,6
23359,1.95,Yes,2
53546,3.63,Yes,0
38892,2.83,Yes,5
55680,4.68,Yes,3
41114,3.74,Yes,5
38038,2.61,Yes,7
48809,1.25,Yes,0
56372,3.8,Yes,1
54219,4.61,Yes,4
25040,2.64,Yes,2
6640,2.02,Yes,7
2688,3.75,Yes,7
59925,2.8,Yes,5
34212,4.07,Yes,0
34945,1.07,No,0
18459,2.23,Yes,3
58753,1.72,Yes,4
4325,3.66,No,7
29727,2.45,No,7
49592,3.02,Yes,2
54113,4.97,No,2
57742,1.09,Yes,1
19600,3.51,Yes,4
28615,4.1,Yes,6
58856,3.42,Yes,2
53826,3.11,Yes,2
20653,4.21,Yes,0
22934,3.18,Yes,5
9758,2.34,Yes,0
9187,4.35,Yes,1
4773,3.67,Yes,6
9535,4.94,Yes,5
18003,3.26,Yes,6
53959,1.19,Yes,7
55137,1.15,Yes,5
26433,2.57,Yes,3
42051,1.26,Yes,1
59850,3.41,Yes,4
6543,1.26,No,1
51803,3.42,Yes,2
8737,2.21,Yes,0
55993,2.07,Yes,4
42236,1.14,Yes,7
28368,4.85,Yes,1
58087,1.42,Yes,0
36097,3.01,No,7
45359,1.05,Yes,7
15246,1.53,Yes,3
21367,2.09,Yes,0
7411,3.21,No,1
4006,2.43,No,1
57250,1.98,No,0
30961,4.68,Yes,0
37751,1.64,Yes,2
41697,1.96,No,3
23269,2.54,No,7
29741,3.65,Yes,1
12688,1.94,Yes,6
2319,1.32,Yes,0
16951,4.6,Yes,5
7783,2.46,Yes,6
38014,1.07,Yes,4
30315,1.55,Yes,7
15071,2.4,Yes,3
49673,3.06,Yes,7
40914,2.82,Yes,0
17956,1.09,Yes,2
12835,4.13,Yes,3
4280,3.48,Yes,3
2379,1.21,Yes,2
8198,2.65,Yes,6
48272,3.68,Yes,1
50280,1.04,No,6
1103,3.64,Yes,4
43599,2.29,Yes,5
38267,1.78,No,6
16312,1.89,Yes,2
17315,4.12,Yes,4
6525,3.09,Yes,1
793,4.55,Yes,0
29032,2.99,Yes,4
25825,2.84,Yes,4
432,2.53,Yes,5
17278,1.31,Yes,2
4122,1.55,No,7
5648,3.54,Yes,7
33017,2.79,Yes,0
42712,3.69,No,5
19671,2.79,Yes,2
12786,3.01,Yes,5
563,2.89,Yes,5
15731,1.28,Yes,7
25747,1.46,No,1
14449,2.87,Yes,3
6537,2.38,Yes,2
24810,3.8,No,6
58257,2.64,No,0
47632,3.88,No,6
16813,2.79,No,0
27135,4.01,No,1
46862,4.32,Yes,7
59405,1.71,Yes,4
6459,2.19,Yes,3
30056,3.34,Yes,2
5551,4.48,Yes,2
39566,4.13,Yes,2
8496,4.19,Yes,4
24655,1.52,Yes,4
30664,3.28,No,3
43244,3.64,Yes,3
16441,2.67,Yes,4
24671,1.85,No,5
40986,1.78,Yes,2
51596,4.5,No,5
12109,4.24,No,7
58906,4.1,No,5
4591,1.8,Yes,2
21757,3.36,Yes,4
9286,3.01,Yes,3
9697,1.86,Yes,7
54060,3.05,Yes,2
22076,4.47,Yes,1
36248,4.94,Yes,5
4734,1.93,Yes,3
31344,2.41,Yes,7
7933,1.65,Yes,6
32874,4.61,Yes,6
37447,1.31,Yes,7
46427,4.41,No,7
33001,1.44,Yes,7
44207,4.81,Yes,6
27453,3.83,No,3
22160,2.48,Yes,6
47934,4.47,Yes,7
296,1.83,Yes,0
36177,1.0,Yes,7
45160,2.54,Yes,4
29384,2.67,Yes,2
7137,2.01,No,1
38174,2.59,Yes,3
16597,3.92,Yes,7
58608,1.13,Yes,5
47129,2.69,Yes,3
19284,1.79,Yes,3
58400,3.28,Yes,5
58077,4.52,No,6
56527,2.89,Yes,5
34978,3.16,Yes,5
23582,2.65,Yes,6
4095,1.05,Yes,4
40067,4.03,Yes,4
16124,4.66,Yes,6
21311,1.54,No,6
29706,3.76,Yes,5
6123,3.73,Yes,4
42646,3.32,No,7
55722,2.37,Yes,6
8760,1.85,Yes,6
6477,1.81,No,4
46417,3.62,No,1
31755,3.3,Yes,7
42826,3.4,Yes,4
8326,1.49,No,1
48838,1.66,Yes,6
45596,2.75,No,7
24603,2.02,Yes,2
38671,3.51,No,1
36779,3.59,Yes,0
37441,3.43,Yes,6
8179,3.87,No,7
14091,1.11,Yes,2
59084,3.9,Yes,6
17256,4.55,Yes,6
40032,1.96,Yes,4
46135,2.31,Yes,4
43140,1.31,Yes,6
32271,1.29,No,0
39393,4.27,No,7
2697,2.91,Yes,1
15557,1.99,No,5
59661,1.51,No,4
25655,1.5,Yes,6
35187,3.29,No,2
15634,3.06,Yes,1
28541,4.93,Yes,6
51166,4.88,Yes,3
38901,3.07,Yes,4
44381,3.7,Yes,1
17254,4.29,Yes,3
30081,1.57,Yes,0
17996,1.41,Yes,6
32868,4.53,No,2
56351,1.51,Yes,3
28626,3.44,No,7
46410,4.96,Yes,1
40377,4.2,Yes,5
16066,3.66,Yes,6
57027,4.45,No,1
18845,1.74,Yes,7
44117,3.49,Yes,1
13312,2.85,Yes,1
59074,1.01,Yes,0
33858,2.35,No,7
36383,1.13,Yes,7
56207,1.76,No,0
49714,2.69,No,7
11485,2.59,Yes,5
21160,1.88,No,3
53841,2.18,Yes,1
52343,3.16,Yes,4
52313,3.86,Yes,4
4355,2.68,Yes,3
44044,4.11,No,7
57233,3.92,Yes,1
21170,4.2,No,1
36745,4.47,Yes,0
38123,1.62,Yes,0
18153,1.24,Yes,0
25288,4.02,No,3
46827,3.7,Yes,7
21620,3.52,Yes,4
11320,2.42,Yes,3
19494,3.33,Yes,0
56338,2.65,No,4
16354,2.88,Yes,2
36781,3.07,No,3
30947,1.11,Yes,1
31636,4.2,Yes,1
20027,3.14,Yes,4
36527,3.67,No,6
16044,3.92,Yes,4
27260,1.4,Yes,2
8260,3.61,Yes,3
34956,3.58,Yes,1
37750,3.58,Yes,1
59209,4.66,No,4
59745,2.64,Yes,1
29933,1.35,Yes,7
44322,2.05,No,5
25178,1.35,Yes,0
35044,2.81,Yes,2
48158,1.78,Yes,4
55798,1.33,Yes,0
37813,3.93,Yes,4
19095,3.59,Yes,1
47453,1.15,Yes,6
2577,4.8,Yes,0
40744,3.55,Yes,2
12199,2.14,No,5
23074,3.51,Yes,5
26985,2.69,No,4
21611,4.37,Yes,4
30742,4.09,Yes,2
8722,1.46,Yes,2
13476,1.7,Yes,5
46458,4.8,Yes,4
28544,4.28,Yes,5
23639,1.11,Yes,7
24264,2.04,Yes,0
30111,2.87,Yes,1
11157,1.37,Yes,1
59057,3.99,No,1
39927,1.49,Yes,2
6455,1.18,Yes,7
38678,1.86,Yes,4
16082,3.24,Yes,6
44240,4.24,No,5
37590,2.15,No,2
10946,4.5,No,6
14952,2.79,Yes,3
38619,3.63,Yes,1
46031,3.84,No,0
58970,4.11,Yes,7
41624,3.44,No,2
36942,3.53,Yes,5
35137,4.15,No,1
50293,4.81,Yes,7
13745,1.21,Yes,2
47095,3.79,Yes,7
13943,1.94,Yes,5
40659,4.93,No,7
26976,1.37,Yes,3
27369,2.38,Yes,4
40629,1.73,Yes,1
46248,1.13,No,2
15567,3.65,No,6
36556,1.71,Yes,6
49722,4.21,Yes,6
964,3.5,Yes,1
30771,4.79,Yes,1
26840,2.04,Yes,2
50588,2.24,No,3
45780,2.42,No,0
48851,4.64,Yes,1
40851,3.07,Yes,0
57207,1.24,Yes,4
40587,2.49,Yes,2
7442,2.79,No,1
35066,2.4,No,2
12898,2.46,Yes,1
55962,3.24,Yes,1
31758,2.34,Yes,0
24209,4.2,Yes,1
30299,4.11,Yes,2
53957,2.75,Yes,7
29428,2.51,Yes,1
30092,2.73,No,0
25686,4.93,Yes,1
41226,3.07,No,2
54468,4.73,Yes,2
621,2.22,Yes,0
28993,2.44,Yes,0
27524,1.16,Yes,0
7970,2.34,Yes,1
36735,3.04,Yes,0
29840,4.17,Yes,6
2768,2.58,Yes,7
6041,3.66,No,4
34126,3.71,Yes,7
6836,1.84,Yes,2
28473,4.73,Yes,3
39019,2.15,Yes,6
44789,1.14,Yes,2
35054,2.97,Yes,6
20422,2.99,Yes,7
46771,4.44,Yes,7
59525,3.31,Yes,4
7021,3.84,Yes,2
58568,2.86,Yes,1
28491,2.47,Yes,1
26970,1.07,Yes,7
42890,4.03,No,0
46652,1.16,Yes,7
27085,2.19,No,2
11830,2.33,No,1
47737,1.49,No,3
23036,3.73,Yes,3
48420,4.18,Yes,2
22842,1.67,No,4
684,3.07,Yes,5
40030,3.4,Yes,4
51509,1.73,No,2
10279,3.62,No,4
45427,4.28,Yes,6
21300,1.4,Yes,3
22124,2.6,Yes,2
31113,1.63,No,7
28901,3.42,Yes,7
42340,3.42,Yes,2
8892,1.3,Yes,0
839,1.57,Yes,3
25342,1.68,Yes,5
1008,3.47,Yes,4
37809,4.76,Yes,6
1820,2.64,Yes,6
26656,4.61,Yes,1
3123,4.68,No,2
42363,4.87,No,3
25234,4.38,No,4
50225,4.82,Yes,4
48873,2.61,Yes,2
3900,1.23,Yes,4
1445,3.63,No,1
35055,2.08,Yes,1
8886,1.45,Yes,5
22337,4.34,Yes,0
39037,4.87,Yes,5
20618,1.98,No,7
13375,2.38,Yes,7
26430,4.39,Yes,2
45500,2.44,Yes,0
12039,3.06,No,7
34021,2.48,Yes,1
23438,1.97,Yes,7
48176,1.23,No,1
36449,3.05,No,7
25666,4.31,No,0
14120,2.16,Yes,1
15030,1.61,Yes,2
3825,3.71,No,2
26218,3.13,Yes,7
47778,2.69,Yes,2
35779,1.09,Yes,3
17571,2.21,No,7
53597,3.77,Yes,7
50357,3.99,Yes,5
36328,1.54,Yes,3
25357,3.81,Yes,0
25881,1.31,No,2
50855,2.8,Yes,1
27805,2.01,Yes,0
30231,2.4,Yes,0
7553,4.56,No,3
27748,1.48,Yes,3
48265,2.81,No,6
34963,3.38,No,1
1678,4.7,Yes,5
26189,4.69,Yes,5
