candidate_id,job_role,interview_rounds,assessment_score,hiring_decision
80863,Analyst,5,92,Selected
45739,Engineer,5,52,Rejected
60246,Engineer,4,78,Selected
112639,Engineer,3,75,Selected
110354,Engineer,2,91,Selected
31546,Engineer,3,87,Selected
4534,Engineer,4,43,Rejected
78661,Sales,1,90,Selected
116807,Engineer,3,86,Selected
14299,Sales,4,94,Selected
33178,Manager,4,88,Selected
95840,Manager,1,40,Rejected
33906,Engineer,2,73,Selected
20844,Manager,5,47,Rejected
76669,Manager,4,71,Selected
109059,Engineer,2,51,Rejected
11687,Manager,3,84,Selected
66543,Engineer,4,57,Rejected
78463,Engineer,3,52,Rejected
17206,Analyst,1,79,Selected
70272,Sales,4,72,Selected
103101,Engineer,5,87,Selected
110187,Engineer,3,96,Selected
5440,Engineer,2,64,Rejected
49163,Manager,2,89,Selected
73482,Manager,2,90,Selected
55047,Engineer,5,51,Rejected
29754,Sales,1,61,Rejected
92278,Analyst,4,84,Selected
119352,Manager,3,74,Selected
17144,Manager,5,96,Selected
72730,Sales,4,55,Rejected
98175,Analyst,2,51,Rejected
8678,Analyst,2,84,Selected
96689,Manager,4,99,Selected
103201,Engineer,3,69,Rejected
90171,Analyst,4,40,Rejected
88646,Manager,4,95,Selected
6891,Sales,2,73,Selected
108124,Analyst,5,65,Rejected
16319,Analyst,3,85,Selected
90963,Analyst,3,73,Selected
71239,Sales,5,77,Selected
66821,Sales,2,73,Selected
6801,Analyst,5,69,Rejected
18415,Analyst,5,96,Selected
111804,Engineer,1,88,Selected
37848,Analyst,5,96,Selected
21467,Analyst,2,88,Selected
39457,Analyst,1,74,Selected
92882,Engineer,3,66,Rejected
68317,Engineer,4,61,Rejected
20993,Sales,2,54,Rejected
61155,Analyst,3,57,Rejected
92234,Analyst,4,59,Rejected
16170,Analyst,4,70,Rejected
92369,Engineer,3,55,Rejected
107271,Manager,2,49,Rejected
13444,Analyst,1,81,Selected
83081,Analyst,4,44,Rejected
97535,Engineer,3,88,Selected
30068,Analyst,4,50,Rejected
98414,Manager,3,67,Rejected
115297,Manager,5,48,Rejected
101852,Engineer,3,40,Rejected
67882,Manager,1,93,Selected
75880,Manager,1,81,Selected
79034,Manager,2,74,Selected
47904,Analyst,4,68,Rejected
73387,Engineer,5,45,Rejected
21778,Sales,3,52,Rejected
87218,Engineer,5,50,Rejected
97348,Manager,4,61,Rejected
57857,Analyst,5,41,Rejected
91654,Sales,2,67,Rejected
25737,Analyst,1,46,Rejected
118888,Manager,4,45,Rejected
55060,Manager,2,63,Rejected
23291,Sales,4,97,Selected
102866,Sales,1,99,Selected
28561,Manager,3,80,Selected
14726,Analyst,1,60,Rejected
91874,Engineer,5,72,Selected
112971,Engineer,1,53,Rejected
91891,Engineer,1,80,Selected
88968,Manager,1,53,Rejected
30619,Engineer,4,96,Selected
68678,Analyst,1,68,Rejected
80778,Sales,5,72,Selected
84807,Sales,3,96,Selected
76527,Manager,1,56,Rejected
65295,Manager,5,41,Rejected
35701,Manager,2,71,Selected
85825,Sales,5,50,Rejected
110872,Analyst,4,57,Rejected
14354,Engineer,2,67,Rejected
39670,Engineer,4,95,Selected
67868,Analyst,3,93,Selected
76420,Engineer,2,47,Rejected
119522,Analyst,4,86,Selected
100742,Engineer,2,85,Selected
108125,Manager,2,42,Rejected
111119,Analyst,5,81,Selected
105027,Manager,5,76,Selected
3368,Engineer,5,79,Selected
16230,Sales,3,96,Selected
106996,Sales,1,54,Rejected
64227,Manager,1,89,Selected
26092,Manager,1,77,Selected
45743,Analyst,1,99,Selected
96701,Manager,3,84,Selected
87268,Engineer,4,55,Rejected
84069,Manager,4,76,Selected
98262,Analyst,4,74,Selected
12217,Manager,2,69,Rejected
83380,Sales,2,64,Rejected
24219,Manager,4,66,Rejected
79265,Manager,3,47,Rejected
89301,Manager,3,71,Selected
7396,Sales,5,90,Selected
18511,Manager,1,53,Rejected
38353,Engineer,4,56,Rejected
89588,Manager,5,65,Rejected
14722,Engineer,3,44,Rejected
99950,Analyst,2,78,Selected
50278,Analyst,2,58,Rejected
62988,Engineer,5,43,Rejected
75306,Analyst,2,60,Rejected
10537,Analyst,2,55,Rejected
23524,Manager,2,96,Selected
103411,Engineer,2,81,Selected
83577,Manager,5,74,Selected
109760,Engineer,2,86,Selected
1065,Engineer,2,72,Selected
10603,Engineer,3,87,Selected
7357,Analyst,2,47,Rejected
72174,Engineer,5,96,Selected
74517,Manager,4,87,Selected
110751,Sales,1,98,Selected
74553,Analyst,5,63,Rejected
47937,Sales,4,84,Selected
103695,Manager,3,95,Selected
112044,Analyst,4,70,Rejected
33645,Engineer,4,98,Selected
32763,Sales,3,45,Rejected
48190,Analyst,4,80,Selected
92240,Sales,4,67,Rejected
79380,Sales,3,58,Rejected
30059,Analyst,5,68,Rejected
85826,Analyst,5,50,Rejected
51455,Engineer,3,59,Rejected
47870,Engineer,3,53,Rejected
33462,Sales,4,61,Rejected
49833,Manager,5,99,Selected
118236,Manager,3,77,Selected
71726,Sales,5,49,Rejected
47984,Engineer,4,78,Selected
79169,Manager,5,88,Selected
46483,Engineer,4,44,Rejected
27333,Engineer,3,80,Selected
107804,Engineer,2,40,Rejected
80531,Engineer,1,83,Selected
69877,Sales,2,98,Selected
3690,Analyst,2,83,Selected
114434,Sales,3,86,Selected
29318,Sales,5,86,Selected
98777,Manager,3,56,Rejected
40909,Analyst,2,49,Rejected
11951,Engineer,2,48,Rejected
45651,Manager,1,62,Rejected
58781,Engineer,2,63,Rejected
17612,Analyst,3,52,Rejected
95969,Sales,3,69,Rejected
26374,Sales,2,92,Selected
80637,Sales,5,57,Rejected
115200,Manager,1,63,Rejected
96103,Analyst,1,95,Selected
55373,Analyst,2,99,Selected
65476,Sales,4,71,Selected
6936,Engineer,5,51,Rejected
96106,Analyst,3,46,Rejected
106506,Engineer,5,52,Rejected
74197,Sales,5,94,Selected
67661,Engineer,3,86,Selected
30158,Analyst,4,95,Selected
3248,Analyst,5,42,Rejected
43905,Analyst,5,59,Rejected
72442,Manager,3,68,Rejected
105536,Sales,4,77,Selected
28723,Engineer,3,74,Selected
85921,Engineer,4,74,Selected
87215,Manager,4,58,Rejected
16546,Manager,4,53,Rejected
56856,Manager,1,77,Selected
38375,Sales,5,79,Selected
84856,Engineer,4,92,Selected
41010,Manager,1,80,Selected
98819,Manager,2,62,Rejected
81706,Analyst,3,62,Rejected
38925,Sales,4,90,Selected
94151,Analyst,2,88,Selected
66471,Manager,2,63,Rejected
18303,Engineer,1,69,Rejected
117567,Sales,2,42,Rejected
35918,Manager,3,53,Rejected
106242,Manager,1,68,Rejected
49773,Analyst,5,86,Selected
39930,Sales,5,97,Selected
1950,Manager,5,41,Rejected
108172,Manager,2,47,Rejected
25507,Analyst,3,67,Rejected
30718,Engineer,2,50,Rejected
32530,Analyst,4,97,Selected
83066,Sales,5,43,Rejected
25900,Engineer,1,47,Rejected
74974,Sales,5,75,Selected
80728,Manager,3,85,Selected
13236,Analyst,3,62,Rejected
36860,Analyst,5,45,Rejected
102878,Analyst,2,97,Selected
5255,Engineer,3,76,Selected
57874,Analyst,2,75,Selected
17702,Engineer,1,53,Rejected
114199,Analyst,3,94,Selected
74835,Analyst,3,99,Selected
111436,Sales,4,60,Rejected
17821,Sales,2,72,Selected
81834,Manager,4,92,Selected
31409,Analyst,1,54,Rejected
37753,Manager,1,98,Selected
96020,Analyst,3,97,Selected
101234,Analyst,2,92,Selected
33705,Analyst,5,66,Rejected
63384,Manager,4,44,Rejected
51819,Analyst,1,75,Selected
215,Engineer,2,67,Rejected
2647,Sales,3,43,Rejected
22194,Manager,2,79,Selected
40188,Analyst,5,54,Rejected
24037,Sales,4,74,Selected
98808,Analyst,3,50,Rejected
86146,Manager,2,71,Selected
18182,Sales,3,84,Selected
61814,Analyst,3,80,Selected
68666,Manager,1,67,Rejected
112377,Sales,3,86,Selected
47168,Analyst,3,64,Rejected
25398,Analyst,3,76,Selected
107169,Analyst,4,51,Rejected
93392,Engineer,2,80,Selected
110080,Sales,4,90,Selected
72483,Engineer,3,47,Rejected
118664,Analyst,1,66,Rejected
41607,Analyst,3,85,Selected
40486,Engineer,2,62,Rejected
29978,Engineer,2,78,Selected
9264,Analyst,5,50,Rejected
73989,Sales,5,83,Selected
54100,Analyst,2,44,Rejected
31248,Sales,5,91,Selected
79637,Sales,3,67,Rejected
59169,Sales,1,66,Rejected
107920,Engineer,2,69,Rejected
5629,Manager,1,96,Selected
41501,Analyst,5,52,Rejected
119123,Engineer,3,48,Rejected
118987,Analyst,2,48,Rejected
39337,Analyst,1,90,Selected
66111,Sales,5,52,Rejected
89953,Sales,4,53,Rejected
31093,Analyst,5,95,Selected
2752,Engineer,5,54,Rejected
80810,Sales,1,61,Rejected
45577,Sales,4,81,Selected
44903,Sales,4,73,Selected
41685,Manager,1,65,Rejected
63294,Manager,5,52,Rejected
102247,Manager,1,57,Rejected
35510,Engineer,3,95,Selected
92146,Analyst,4,85,Selected
25633,Engineer,5,77,Selected
48637,Engineer,1,96,Selected
9019,Engineer,3,98,Selected
12336,Engineer,1,71,Selected
112762,Engineer,1,41,Rejected
945,Manager,5,77,Selected
30173,Analyst,3,43,Rejected
78157,Manager,2,68,Rejected
9863,Manager,3,69,Rejected
97448,Analyst,2,50,Rejected
6597,Analyst,4,61,Rejected
110578,Analyst,4,65,Rejected
114116,Manager,1,89,Selected
89629,Engineer,3,93,Selected
80095,Analyst,1,83,Selected
107691,Engineer,5,79,Selected
107124,Sales,5,94,Selected
94457,Manager,1,50,Rejected
20667,Engineer,3,88,Selected
45960,Sales,5,77,Selected
111322,Manager,2,94,Selected
87573,Engineer,2,63,Rejected
60732,Manager,1,63,Rejected
104956,Manager,4,41,Rejected
5358,Analyst,1,86,Selected
91390,Manager,4,79,Selected
13070,Analyst,1,46,Rejected
46227,Analyst,3,60,Rejected
24025,Analyst,1,44,Rejected
72709,Analyst,2,57,Rejected
37890,Sales,2,70,Rejected
24686,Manager,3,65,Rejected
109270,Engineer,3,95,Selected
64435,Sales,1,58,Rejected
103850,Manager,5,96,Selected
60048,Sales,5,86,Selected
37979,Sales,5,46,Rejected
35847,Sales,1,97,Selected
115738,Analyst,2,73,Selected
26983,Manager,4,60,Rejected
19376,Sales,3,99,Selected
108465,Analyst,1,83,Selected
53013,Engineer,5,55,Rejected
7966,Analyst,2,85,Selected
15751,Analyst,2,83,Selected
100423,Engineer,2,47,Rejected
32297,Engineer,4,93,Selected
115436,Manager,2,70,Rejected
115117,Manager,1,80,Selected
33335,Engineer,2,64,Rejected
97702,Sales,2,48,Rejected
15818,Manager,3,70,Rejected
29231,Sales,1,75,Selected
107830,Sales,5,92,Selected
3451,Engineer,5,58,Rejected
92814,Sales,4,57,Rejected
46008,Analyst,1,63,Rejected
10491,Manager,1,78,Selected
43684,Analyst,4,98,Selected
40613,Sales,3,63,Rejected
11927,Manager,5,79,Selected
117456,Analyst,4,54,Rejected
109283,Analyst,1,79,Selected
48264,Engineer,3,97,Selected
88817,Engineer,4,51,Rejected
43103,Sales,5,95,Selected
51578,Manager,4,60,Rejected
40380,Engineer,3,67,Rejected
62118,Analyst,5,49,Rejected
61866,Analyst,2,62,Rejected
41857,Engineer,1,45,Rejected
100636,Engineer,2,92,Selected
76129,Analyst,4,52,Rejected
7075,Sales,5,49,Rejected
61902,Sales,1,95,Selected
80877,Sales,2,79,Selected
22167,Engineer,1,78,Selected
13066,Engineer,4,64,Rejected
51909,Manager,1,55,Rejected
25264,Sales,3,81,Selected
22715,Manager,4,52,Rejected
14496,Analyst,5,77,Selected
17582,Analyst,3,98,Selected
65273,Manager,3,71,Selected
97699,Engineer,5,63,Rejected
103692,Manager,5,58,Rejected
31811,Sales,2,87,Selected
14411,Sales,2,95,Selected
46258,Manager,5,54,Rejected
35716,Analyst,2,90,Selected
100302,Engineer,5,55,Rejected
98823,Analyst,3,57,Rejected
108545,Engineer,4,43,Rejected
38603,Engineer,5,82,Selected
62535,Analyst,4,64,Rejected
11073,Engineer,5,80,Selected
45888,Manager,4,69,Rejected
112719,Engineer,5,87,Selected
64814,Manager,4,99,Selected
68335,Analyst,3,65,Rejected
25716,Manager,2,90,Selected
54354,Sales,2,56,Rejected
58197,Engineer,3,94,Selected
53166,Engineer,2,71,Selected
79172,Sales,4,75,Selected
53195,Engineer,2,92,Selected
110296,Manager,4,83,Selected
69604,Analyst,4,87,Selected
10153,Engineer,2,48,Rejected
49390,Analyst,3,84,Selected
41268,Manager,4,53,Rejected
16591,Sales,1,48,Rejected
85143,Analyst,3,74,Selected
119434,Analyst,1,87,Selected
103960,Manager,2,55,Rejected
54163,Manager,3,84,Selected
48286,Analyst,1,50,Rejected
108811,Manager,5,93,Selected
89138,Manager,3,61,Rejected
96679,Manager,1,88,Selected
44669,Analyst,5,44,Rejected
89359,Engineer,5,83,Selected
40656,Engineer,1,99,Selected
108792,Sales,4,74,Selected
18911,Sales,1,70,Rejected
57573,Analyst,5,50,Rejected
80875,Engineer,2,80,Selected
81276,Analyst,5,72,Selected
71798,Analyst,3,97,Selected
106008,Engineer,2,72,Selected
100157,Sales,3,40,Rejected
67264,Analyst,2,46,Rejected
100636,Sales,1,43,Rejected
76702,Manager,2,69,Rejected
14554,Analyst,2,76,Selected
1656,Sales,3,82,Selected
116097,Engineer,2,82,Selected
34857,Manager,3,61,Rejected
118199,Analyst,4,40,Rejected
33815,Manager,5,43,Rejected
100198,Manager,5,94,Selected
101380,Analyst,4,73,Selected
111280,Sales,5,54,Rejected
106464,Analyst,1,50,Rejected
24280,Manager,2,59,Rejected
44137,Engineer,3,99,Selected
41391,Analyst,4,62,Rejected
48956,Analyst,1,43,Rejected
54852,Sales,2,83,Selected
40883,Sales,1,64,Rejected
78385,Sales,3,96,Selected
18597,Manager,1,74,Selected
16112,Manager,1,82,Selected
60166,Sales,5,45,Rejected
9391,Analyst,1,63,Rejected
95256,Sales,4,95,Selected
26793,Engineer,2,43,Rejected
96816,Manager,3,77,Selected
67228,Engineer,1,91,Selected
67077,Analyst,4,56,Rejected
32823,Engineer,2,78,Selected
110611,Manager,1,44,Rejected
32493,Sales,2,63,Rejected
51007,Engineer,2,82,Selected
5815,Engineer,4,72,Selected
112557,Engineer,2,43,Rejected
81580,Sales,2,68,Rejected
97416,Sales,3,58,Rejected
11108,Engineer,3,52,Rejected
119,Engineer,1,45,Rejected
36657,Manager,1,67,Rejected
54337,Sales,2,84,Selected
33800,Sales,3,89,Selected
78320,Analyst,5,49,Rejected
5219,Analyst,2,68,Rejected
115325,Engineer,3,84,Selected
2747,Engineer,4,97,Selected
24737,Analyst,4,61,Rejected
64598,Sales,1,55,Rejected
35174,Sales,3,65,Rejected
81733,Engineer,4,54,Rejected
28759,Manager,5,57,Rejected
80200,Manager,1,43,Rejected
77922,Analyst,1,64,Rejected
50440,Engineer,5,58,Rejected
12540,Analyst,3,66,Rejected
95809,Manager,5,42,Rejected
45106,Manager,4,72,Selected
53427,Engineer,1,76,Selected
44973,Analyst,2,72,Selected
51806,Analyst,4,73,Selected
4461,Manager,5,78,Selected
34013,Sales,5,72,Selected
83680,Engineer,5,55,Rejected
110325,Sales,5,72,Selected
44485,Analyst,5,85,Selected
93812,Engineer,1,85,Selected
74342,Sales,3,98,Selected
56894,Manager,3,82,Selected
14604,Analyst,2,68,Rejected
54674,Sales,3,95,Selected
116072,Analyst,1,88,Selected
103698,Manager,5,74,Selected
18026,Analyst,3,81,Selected
59090,Manager,2,68,Rejected
12770,Analyst,4,91,Selected
112459,Engineer,4,68,Rejected
15582,Sales,3,63,Rejected
32646,Analyst,4,69,Rejected
91019,Analyst,3,57,Rejected
92829,Sales,1,91,Selected
14293,Sales,3,67,Rejected
32136,Sales,2,78,Selected
24675,Analyst,1,99,Selected
118817,Analyst,5,76,Selected
113523,Analyst,1,78,Selected
17802,Engineer,3,74,Selected
72257,Engineer,5,96,Selected
32552,Sales,4,95,Selected
110086,Analyst,4,90,Selected
50618,Sales,4,49,Rejected
39674,Manager,3,48,Rejected
115850,Sales,4,61,Rejected
40625,Engineer,5,81,Selected
91980,Engineer,2,76,Selected
11936,Manager,5,60,Rejected
82653,Engineer,2,75,Selected
29811,Sales,5,43,Rejected
47579,Manager,2,44,Rejected
17037,Manager,4,55,Rejected
48105,Engineer,4,56,Rejected
52132,Manager,2,42,Rejected
108211,Sales,1,60,Rejected
3692,Manager,1,42,Rejected
35505,Engineer,1,52,Rejected
70000,Engineer,1,80,Selected
116361,Engineer,4,62,Rejected
119559,Engineer,1,42,Rejected
55531,Sales,4,74,Selected
102295,Sales,2,58,Rejected
34717,Analyst,3,86,Selected
25298,Analyst,5,70,Rejected
38886,Manager,2,76,Selected
45632,Engineer,5,65,Rejected
43367,Analyst,2,63,Rejected
105957,Manager,5,70,Rejected
21585,Engineer,5,40,Rejected
34044,Engineer,4,93,Selected
85261,Manager,2,74,Selected
41268,Analyst,2,90,Selected
90275,Sales,1,52,Rejected
78261,Engineer,5,94,Selected
20683,Engineer,3,78,Selected
115249,Analyst,4,90,Selected
84437,Engineer,1,92,Selected
27031,Sales,5,78,Selected
4311,Manager,2,75,Selected
76254,Sales,1,79,Selected
33117,Sales,5,83,Selected
35513,Analyst,5,78,Selected
55818,Sales,4,49,Rejected
4870,Manager,1,96,Selected
8456,Sales,1,99,Selected
61456,Analyst,5,48,Rejected
111985,Engineer,3,51,Rejected
50594,Manager,2,94,Selected
61529,Sales,2,42,Rejected
111467,Engineer,3,90,Selected
105179,Engineer,5,40,Rejected
56845,Sales,3,91,Selected
100048,Sales,5,94,Selected
95262,Manager,2,67,Rejected
31223,Sales,5,59,Rejected
42615,Sales,4,97,Selected
36063,Manager,2,50,Rejected
37006,Analyst,2,96,Selected
46473,Manager,3,41,Rejected
29350,Engineer,1,62,Rejected
41179,Engineer,1,85,Selected
40260,Sales,4,43,Rejected
65442,Manager,1,48,Rejected
36289,Analyst,2,73,Selected
7211,Analyst,5,55,Rejected
116450,Sales,3,82,Selected
3822,Engineer,5,48,Rejected
58051,Engineer,4,57,Rejected
64835,Analyst,3,67,Rejected
111814,Sales,2,43,Rejected
86328,Sales,3,58,Rejected
48630,Sales,1,59,Rejected
77070,Engineer,5,56,Rejected
64591,Engineer,3,86,Selected
99611,Engineer,1,75,Selected
104577,Analyst,4,86,Selected
116739,Analyst,4,78,Selected
63802,Sales,1,51,Rejected
112320,Engineer,4,61,Rejected
52314,Sales,5,53,Rejected
59569,Analyst,4,84,Selected
22987,Engineer,2,46,Rejected
57583,Sales,3,79,Selected
11825,Analyst,4,95,Selected
74161,Engineer,4,71,Selected
56700,Sales,5,69,Rejected
105665,Analyst,2,60,Rejected
92056,Engineer,5,95,Selected
48108,Manager,4,71,Selected
80777,Manager,5,46,Rejected
44312,Analyst,2,44,Rejected
82214,Engineer,3,76,Selected
4121,Analyst,1,59,Rejected
29583,Engineer,2,73,Selected
18875,Manager,1,64,Rejected
116848,Engineer,4,90,Selected
64047,Sales,5,94,Selected
46124,Sales,5,76,Selected
31161,Sales,3,81,Selected
103486,Manager,2,95,Selected
3372,Analyst,5,54,Rejected
3082,Manager,5,64,Rejected
99417,Analyst,3,63,Rejected
70496,Sales,5,48,Rejected
5514,Sales,4,77,Selected
19028,Engineer,3,73,Selected
72467,Sales,1,73,Selected
4699,Engineer,4,97,Selected
37604,Engineer,4,93,Selected
85600,Manager,3,64,Rejected
52053,Sales,3,44,Rejected
58245,Sales,5,51,Rejected
87158,Engineer,4,61,Rejected
38646,Manager,4,57,Rejected
3078,Sales,2,75,Selected
26312,Analyst,5,78,Selected
6308,Manager,2,72,Selected
92080,Manager,1,51,Rejected
2186,Engineer,2,73,Selected
101926,Engineer,1,58,Rejected
119157,Sales,1,72,Selected
6916,Manager,5,74,Selected
64578,Sales,3,96,Selected
93179,Analyst,2,46,Rejected
32350,Manager,4,74,Selected
65996,Sales,3,91,Selected
15815,Engineer,2,73,Selected
109777,Analyst,3,61,Rejected
35646,Analyst,2,50,Rejected
97307,Manager,3,76,Selected
50969,Analyst,4,50,Rejected
96428,Manager,5,77,Selected
54799,Engineer,1,61,Rejected
109596,Analyst,4,60,Rejected
45293,Analyst,2,92,Selected
56631,Analyst,5,85,Selected
40996,Analyst,4,64,Rejected
68380,Sales,3,90,Selected
24561,Sales,3,68,Rejected
9857,Engineer,1,51,Rejected
12209,Manager,2,69,Rejected
102525,Engineer,1,71,Selected
25799,Sales,4,48,Rejected
5895,Analyst,1,90,Selected
44702,Analyst,2,48,Rejected
65525,Manager,5,82,Selected
100031,Manager,2,52,Rejected
117989,Manager,1,45,Rejected
55291,Analyst,4,84,Selected
34459,Analyst,2,99,Selected
87690,Analyst,3,99,Selected
105167,Sales,3,66,Rejected
55046,Manager,2,71,Selected
22071,Sales,1,52,Rejected
104542,Sales,1,75,Selected
99916,Sales,1,81,Selected
99,Analyst,2,57,Rejected
50286,Engineer,1,68,Rejected
118681,Analyst,5,41,Rejected
54420,Sales,1,84,Selected
89238,Sales,3,63,Rejected
52357,Sales,4,53,Rejected
10661,Sales,4,70,Rejected
12766,Manager,5,74,Selected
73205,Sales,2,85,Selected
48694,Sales,1,71,Selected
71687,Sales,1,81,Selected
61389,Manager,2,63,Rejected
34666,Engineer,5,92,Selected
114758,Manager,4,71,Selected
32243,Engineer,2,88,Selected
44568,Sales,5,54,Rejected
54495,Manager,2,84,Selected
24272,Manager,1,56,Rejected
99092,Sales,1,81,Selected
73130,Engineer,3,74,Selected
116499,Sales,3,61,Rejected
13871,Sales,2,85,Selected
106650,Engineer,4,59,Rejected
104044,Analyst,4,90,Selected
58839,Sales,4,81,Selected
1345,Sales,5,68,Rejected
2538,Engineer,2,83,Selected
36369,Manager,2,69,Rejected
115960,Sales,5,40,Rejected
58554,Sales,2,81,Selected
104650,Engineer,2,46,Rejected
13534,Sales,2,41,Rejected
603,Analyst,1,65,Rejected
49706,Manager,4,60,Rejected
15037,Analyst,5,97,Selected
74254,Manager,3,40,Rejected
58759,Analyst,4,86,Selected
60391,Analyst,2,54,Rejected
92621,Manager,5,73,Selected
91139,Sales,4,65,Rejected
116067,Manager,2,41,Rejected
29628,Sales,5,86,Selected
62158,Engineer,4,93,Selected
114282,Manager,3,71,Selected
13184,Engineer,2,58,Rejected
87579,Engineer,1,71,Selected
40619,Analyst,3,81,Selected
78234,Analyst,2,55,Rejected
884,Engineer,1,91,Selected
71506,Manager,3,98,Selected
109691,Analyst,1,86,Selected
12724,Engineer,4,66,Rejected
104581,Sales,1,85,Selected
96000,Manager,3,93,Selected
47574,Manager,5,46,Rejected
99241,Analyst,5,50,Rejected
64004,Manager,1,98,Selected
46819,Analyst,4,54,Rejected
19893,Manager,5,68,Rejected
64230,Sales,3,46,Rejected
54470,Analyst,1,45,Rejected
85675,Analyst,5,43,Rejected
61994,Sales,1,81,Selected
91593,Engineer,5,95,Selected
44566,Sales,5,81,Selected
56270,Sales,5,45,Rejected
109044,Engineer,2,51,Rejected
32702,Engineer,1,41,Rejected
36583,Manager,5,44,Rejected
82629,Sales,1,45,Rejected
31131,Sales,4,43,Rejected
88355,Analyst,5,46,Rejected
33278,Manager,4,55,Rejected
23511,Sales,4,69,Rejected
106079,Manager,5,60,Rejected
16071,Manager,4,57,Rejected
728,Manager,5,48,Rejected
69217,Analyst,3,85,Selected
17674,Sales,4,90,Selected
47522,Manager,3,43,Rejected
80878,Manager,2,95,Selected
41435,Sales,1,66,Rejected
11809,Analyst,1,54,Rejected
1173,Analyst,5,86,Selected
118320,Sales,3,86,Selected
106002,Engineer,4,75,Selected
102551,Sales,2,57,Rejected
99823,Engineer,4,64,Rejected
30460,Manager,2,44,Rejected
9216,Analyst,3,65,Rejected
45403,Manager,1,62,Rejected
95574,Sales,5,72,Selected
109626,Engineer,4,46,Rejected
112914,Engineer,2,40,Rejected
112258,Engineer,4,98,Selected
20669,Manager,2,56,Rejected
117638,Analyst,4,68,Rejected
94870,Sales,2,65,Rejected
113772,Engineer,3,42,Rejected
61342,Analyst,3,52,Rejected
20340,Engineer,5,72,Selected
86163,Sales,2,67,Rejected
52423,Sales,3,73,Selected
64124,Sales,2,58,Rejected
67669,Analyst,4,49,Rejected
68245,Engineer,2,51,Rejected
11082,Engineer,5,67,Rejected
38349,Engineer,3,67,Rejected
115538,Manager,1,99,Selected
95026,Manager,3,54,Rejected
66313,Manager,4,40,Rejected
63146,Engineer,4,45,Rejected
75718,Manager,1,91,Selected
8522,Analyst,1,82,Selected
41355,Sales,2,82,Selected
98460,Analyst,2,80,Selected
53313,Engineer,5,61,Rejected
94978,Sales,2,70,Rejected
42030,Analyst,2,81,Selected
93471,Manager,2,52,Rejected
71835,Analyst,5,45,Rejected
81874,Engineer,4,96,Selected
17124,Manager,3,68,Rejected
51893,Sales,1,88,Selected
25421,Analyst,4,40,Rejected
21058,Analyst,1,83,Selected
18863,Manager,4,68,Rejected
116332,Engineer,5,96,Selected
83148,Manager,2,53,Rejected
49473,Analyst,3,79,Selected
74320,Analyst,3,72,Selected
68697,Engineer,4,49,Rejected
100728,Analyst,1,76,Selected
89978,Engineer,1,87,Selected
75842,Sales,1,88,Selected
93279,Engineer,3,45,Rejected
111385,Engineer,5,91,Selected
42156,Manager,1,44,Rejected
13716,Manager,2,53,Rejected
45698,Manager,2,84,Selected
98099,Sales,1,84,Selected
101661,Analyst,1,58,Rejected
6924,Analyst,5,65,Rejected
65450,Manager,1,77,Selected
76681,Analyst,4,42,Rejected
69204,Analyst,2,95,Selected
75579,Manager,4,55,Rejected
118089,Engineer,1,43,Rejected
96394,Analyst,4,77,Selected
42686,Analyst,4,93,Selected
64306,Analyst,4,79,Selected
106580,Engineer,4,67,Rejected
117511,Manager,2,92,Selected
26316,Manager,2,56,Rejected
103717,Manager,5,46,Rejected
117265,Sales,3,40,Rejected
26131,Engineer,5,63,Rejected
77129,Manager,2,57,Rejected
75479,Analyst,4,94,Selected
110005,Analyst,4,85,Selected
108480,Manager,2,43,Rejected
52325,Sales,3,57,Rejected
16865,Manager,4,59,Rejected
93256,Manager,4,69,Rejected
40317,Engineer,5,44,Rejected
108966,Analyst,3,76,Selected
34834,Sales,4,64,Rejected
88028,Engineer,1,89,Selected
49512,Engineer,2,69,Rejected
119239,Engineer,1,44,Rejected
51814,Analyst,3,43,Rejected
77344,Manager,3,72,Selected
6103,Manager,4,63,Rejected
61755,Engineer,5,60,Rejected
14376,Sales,2,44,Rejected
98704,Engineer,3,54,Rejected
108920,Sales,4,75,Selected
90047,Engineer,3,86,Selected
106476,Sales,3,69,Rejected
20168,Sales,4,73,Selected
84705,Manager,1,68,Rejected
13635,Engineer,3,92,Selected
56656,Analyst,2,48,Rejected
50007,Sales,4,59,Rejected
31951,Engineer,4,83,Selected
30705,Manager,4,81,Selected
28644,Manager,5,68,Rejected
30431,Engineer,3,73,Selected
41271,Sales,2,50,Rejected
6628,Analyst,3,57,Rejected
77833,Analyst,5,55,Rejected
78883,Manager,3,87,Selected
46932,Analyst,1,92,Selected
69841,Manager,4,54,Rejected
20003,Sales,3,64,Rejected
42567,Manager,2,47,Rejected
16511,Manager,2,75,Selected
47836,Analyst,1,62,Rejected
20718,Analyst,5,75,Selected
118027,Sales,5,83,Selected
14009,Analyst,2,43,Rejected
41746,Engineer,1,68,Rejected
114015,Analyst,2,42,Rejected
102535,Engineer,1,52,Rejected
29101,Analyst,3,84,Selected
43926,Manager,5,49,Rejected
46166,Analyst,2,57,Rejected
96581,Sales,3,46,Rejected
47006,Engineer,2,77,Selected
94368,Sales,1,63,Rejected
64161,Engineer,5,81,Selected
52695,Analyst,5,49,Rejected
73684,Engineer,1,68,Rejected
17942,Engineer,4,79,Selected
56810,Engineer,5,91,Selected
10203,Analyst,1,52,Rejected
20348,Engineer,3,82,Selected
