employee_id,age,years_at_company,monthly_salary,job_satisfaction,attrition_risk
12985,28,8,247754,3,Low
62887,52,15,191929,1,High
928,21,12,55796,3,Low
63428,45,6,202362,4,Low
81624,46,2,62804,3,Low
59372,55,4,136714,5,Low
17446,33,24,179906,3,Low
15287,48,17,180748,2,High
68898,31,11,45849,3,Low
21122,32,24,247199,2,High
50852,48,1,224459,5,High
71238,45,20,203309,5,Low
16965,49,19,126428,5,Low
4201,21,18,78821,1,High
66416,43,19,173409,1,High
67019,45,2,136452,5,Low
10488,37,8,172660,1,High
7071,27,24,27322,1,High
71989,50,2,204683,3,Low
28021,26,6,85285,1,High
71517,51,20,208358,5,Low
74337,28,0,130821,4,High
43953,49,23,202012,1,High
84507,45,24,127646,2,High
67656,29,18,163754,4,Low
62960,51,16,35726,5,Low
24710,58,24,249600,5,Low
68782,49,21,28516,2,High
26393,36,16,128478,2,High
56930,57,15,34064,1,High
37257,28,24,63657,5,Low
31716,25,22,134486,2,High
6547,56,3,74286,4,Low
1137,38,12,211369,5,Low
88129,23,18,244661,1,High
18136,54,2,209378,2,High
70498,25,16,227591,4,Low
39313,28,22,160991,2,High
40356,57,13,202343,5,Low
79757,32,9,143450,4,Low
15449,38,24,73895,5,Low
43852,47,13,192599,3,Low
80533,27,9,186964,4,Low
39269,39,15,139365,5,Low
37742,38,2,153689,1,High
17136,56,1,67868,2,High
749,28,18,147932,2,High
82187,49,2,128322,1,High
85742,38,0,103557,1,High
86155,25,0,211464,3,High
42149,25,3,236931,5,Low
22298,45,14,94045,3,Low
63161,21,21,92198,4,Low
39578,31,4,70070,5,Low
35946,34,1,175648,3,High
52373,29,6,78983,4,Low
54682,25,10,240286,4,Low
27407,44,15,83593,3,Low
17087,26,4,189780,1,High
9891,37,10,111907,2,High
32969,31,10,153246,2,High
62058,50,10,19321,2,High
28375,32,21,190557,3,Low
16196,35,2,192492,1,High
47324,34,2,92662,2,High
78681,28,16,66775,1,High
36310,33,14,185146,4,Low
79577,48,18,208122,1,High
72692,40,1,200465,4,High
75738,46,16,217232,5,Low
3506,43,20,68421,3,Low
60445,35,8,149475,1,High
81646,48,5,88746,5,Low
36928,21,24,98877,4,Low
7081,38,9,120099,5,Low
13408,29,6,163294,2,High
28314,22,6,242848,1,High
88604,33,13,66785,5,Low
72190,34,3,174108,5,Low
62804,29,13,100908,4,Low
45307,46,3,55295,5,Low
45095,52,8,84067,4,Low
16453,23,0,88452,2,High
11384,38,19,108963,3,Low
58454,41,21,19200,4,Low
55473,51,3,157724,2,High
3019,44,20,249143,2,High
2654,54,20,222782,1,High
63569,25,7,93752,5,Low
24917,52,2,230960,5,Low
8613,41,20,161583,3,Low
84196,47,10,186780,2,High
68958,53,5,154250,3,Low
81536,23,13,60730,1,High
22314,39,14,42269,1,High
54918,21,8,17486,3,Low
80008,24,21,47778,1,High
34856,47,24,164223,5,Low
40586,43,7,125167,3,Low
27935,24,13,77293,5,Low
24570,40,2,196259,4,Low
20254,32,11,191508,4,Low
54869,51,22,35556,1,High
26020,29,14,15862,1,High
7997,33,3,148836,3,Low
30438,54,12,82260,3,Low
64803,53,14,183940,5,Low
19772,50,12,122762,4,Low
59168,42,1,40724,4,High
50010,27,11,205632,5,Low
132,56,22,84629,1,High
19300,37,20,58430,4,Low
78565,29,10,18513,5,Low
34800,24,7,170204,1,High
34694,58,9,105746,3,Low
34770,48,18,90842,2,High
4378,52,0,150123,2,High
23020,38,10,143447,4,Low
26904,25,0,175979,1,High
11764,22,9,167266,3,Low
5495,31,14,228895,4,Low
11564,50,8,244269,4,Low
33434,47,18,216329,4,Low
29995,35,1,246278,5,High
88619,44,5,200837,5,Low
62574,39,8,76577,1,High
18031,21,4,127628,3,Low
78295,48,6,37911,5,Low
70044,28,3,57491,1,High
61953,42,5,248153,1,High
54752,45,7,224859,4,Low
1164,38,0,50069,1,High
68462,29,18,219357,1,High
23218,28,13,143242,2,High
24056,42,17,171339,4,Low
79932,22,23,91762,1,High
79031,57,1,156971,2,High
29091,55,10,67976,2,High
37821,26,21,57596,4,Low
12191,31,5,221623,1,High
58169,43,23,60964,5,Low
45964,35,19,60132,3,Low
74461,39,4,132756,3,Low
14213,44,23,194911,2,High
53639,30,7,103024,2,High
40080,53,22,104813,5,Low
56032,38,0,177532,2,High
58932,38,22,22829,1,High
78485,39,10,213336,4,Low
32795,44,10,88665,4,Low
89832,45,7,183421,5,Low
84591,29,1,235362,4,High
71164,55,10,168993,1,High
71447,48,7,191146,1,High
49279,48,24,249875,4,Low
83400,33,1,59669,4,High
46475,52,2,40452,4,Low
24895,43,19,245531,2,High
18873,38,8,59471,4,Low
45750,32,10,131859,3,Low
12407,46,4,79128,1,High
70410,41,17,74882,5,Low
80562,29,12,129280,2,High
28672,41,3,134481,3,Low
71638,43,15,86677,2,High
87198,26,3,88732,5,Low
16183,49,22,78355,1,High
38605,21,11,34507,1,High
61526,29,5,27779,2,High
63366,23,9,47609,5,Low
35177,29,3,210490,5,Low
2840,44,2,175419,1,High
69991,48,9,92707,2,High
14215,46,9,96563,5,Low
23939,36,2,30847,3,Low
72951,27,23,75420,5,Low
63414,37,18,55409,1,High
34694,57,12,247974,4,Low
15458,58,15,49252,3,Low
38863,54,14,223225,5,Low
89554,39,6,132887,5,Low
1977,28,22,220445,1,High
53782,43,21,214522,1,High
51235,36,11,89917,3,Low
10922,34,24,82332,3,Low
58508,38,3,189127,4,Low
62564,45,0,188805,2,High
31710,36,23,89851,3,Low
3445,35,7,138338,4,Low
33527,45,0,121747,1,High
19479,52,19,244843,2,High
63333,45,20,32077,1,High
4380,45,18,104582,2,High
16497,56,13,121832,1,High
51573,28,19,237586,4,Low
28869,56,23,233278,5,Low
5284,36,17,134219,4,Low
78717,36,14,80858,4,Low
17206,26,2,59017,5,Low
54917,58,2,113286,5,Low
76174,34,15,109503,2,High
45247,41,18,51389,5,Low
50972,45,1,138409,1,High
47597,48,9,111056,5,Low
25843,26,9,79028,3,Low
23016,57,21,197167,5,Low
24396,30,0,196393,4,High
82196,27,21,96581,2,High
63091,31,24,219784,4,Low
27488,32,21,194003,4,Low
25907,29,19,30080,1,High
10536,25,20,15266,4,Low
81089,46,3,156795,3,Low
50540,47,11,39338,1,High
69532,34,22,153731,3,Low
23478,37,1,79617,4,High
30978,28,14,28902,2,High
77838,21,15,74616,2,High
88620,52,4,213268,4,Low
13296,26,18,236749,4,Low
63698,52,13,89921,4,Low
42024,25,17,54639,4,Low
88811,41,9,46923,1,High
44266,49,1,150782,1,High
38674,47,7,25296,4,Low
51056,34,14,158326,4,Low
3362,57,8,234379,4,Low
58199,55,0,111705,5,High
76624,45,6,169543,2,High
28627,44,22,132748,3,Low
28389,47,0,159480,5,High
75644,27,17,33973,1,High
84919,46,9,65588,1,High
17726,21,17,73670,4,Low
2456,48,8,235518,1,High
3793,41,21,64798,4,Low
27728,57,6,83126,5,Low
44839,36,22,44465,2,High
38633,26,23,32506,3,Low
81734,41,12,163032,3,Low
88912,22,24,68138,5,Low
87817,36,19,227318,4,Low
1309,35,13,26238,4,Low
16316,36,16,202265,2,High
40858,52,23,144026,2,High
89718,57,21,46116,2,High
9894,24,6,101973,2,High
78234,41,0,185066,4,High
68750,47,3,118383,1,High
8439,44,11,211162,3,Low
34993,26,2,213873,4,Low
68395,54,17,235486,3,Low
83288,58,19,132874,1,High
28936,38,23,151651,1,High
77992,41,22,103767,1,High
49855,35,20,152510,3,Low
75652,50,10,230156,1,High
50703,26,3,221638,1,High
55824,57,20,200204,2,High
83254,35,0,189582,3,High
63103,38,11,28163,1,High
50951,30,0,43531,4,High
52608,23,21,79527,1,High
68902,47,0,99815,1,High
51780,44,22,69209,5,Low
34853,24,14,210322,2,High
61987,31,13,151395,3,Low
70510,50,10,91948,1,High
45428,21,9,198338,4,Low
36195,28,5,51597,5,Low
55990,31,16,219974,1,High
16864,55,19,227262,1,High
27534,35,23,245879,1,High
85651,29,8,125038,2,High
55512,32,23,225339,2,High
89063,34,12,82306,1,High
81547,26,1,151377,3,High
77741,33,6,225955,1,High
25276,39,12,129753,2,High
35416,27,12,96045,3,Low
21751,36,0,215176,5,High
37877,49,4,36986,1,High
34490,56,4,58728,3,Low
68696,22,20,203499,1,High
82254,53,10,106841,2,High
8856,52,10,87750,1,High
66760,21,13,136764,1,High
68991,22,17,121457,2,High
44460,58,4,133859,3,Low
46415,50,4,203275,1,High
27074,47,19,193443,1,High
55512,38,6,83069,5,Low
41901,24,23,86039,4,Low
23200,36,17,245577,2,High
54527,52,19,122748,2,High
32273,42,5,31536,4,Low
37302,51,9,16922,3,Low
63958,35,12,165264,3,Low
6,44,2,60827,4,Low
43227,29,21,65697,4,Low
30209,23,23,204599,2,High
23104,23,2,198571,1,High
74241,54,4,16223,5,Low
11453,22,23,238322,4,Low
13559,51,16,194320,4,Low
11009,47,17,239153,3,Low
41937,37,1,20378,5,High
51886,30,5,127628,5,Low
66157,58,5,140383,4,Low
32316,45,4,192251,5,Low
45611,31,8,201668,4,Low
7596,57,0,131256,3,High
78374,49,20,138649,4,Low
63851,31,20,176720,2,High
8786,55,5,195734,5,Low
71389,51,7,163906,5,Low
10135,48,17,216654,5,Low
8815,33,24,85154,5,Low
77577,53,18,24491,2,High
23688,34,12,223481,2,High
4530,51,9,19652,2,High
36688,47,12,139540,5,Low
67061,51,23,233404,3,Low
39995,56,17,55963,1,High
31498,32,23,207397,3,Low
63628,51,17,153667,1,High
82813,22,15,140502,5,Low
8820,23,15,209057,4,Low
87244,51,20,38798,1,High
45214,48,20,152225,4,Low
62794,54,5,138870,5,Low
30916,52,3,23177,1,High
60116,36,6,39443,1,High
553,37,1,184996,2,High
79719,39,19,174726,4,Low
13150,57,15,119803,1,High
59850,48,0,225134,1,High
15156,52,12,67675,5,Low
75814,23,9,171641,4,Low
80213,53,9,245918,3,Low
9786,40,22,92788,2,High
20782,55,18,156463,2,High
11971,55,14,155507,5,Low
68801,45,15,170117,4,Low
74344,46,21,195965,4,Low
30320,58,16,170748,1,High
69764,47,14,203396,1,High
26208,38,11,54689,4,Low
30291,46,20,70946,5,Low
87210,34,11,38063,4,Low
9137,27,19,113338,5,Low
4981,37,11,83520,3,Low
89735,30,15,228302,2,High
46345,30,1,30501,3,High
56800,31,17,27481,5,Low
72908,36,13,105509,5,Low
51108,26,17,240732,5,Low
65265,56,17,175842,4,Low
2397,58,23,148772,2,High
2091,48,21,163721,2,High
51976,57,5,45140,3,Low
84450,45,8,116519,3,Low
89465,54,2,217398,2,High
36942,45,17,182553,3,Low
9252,21,4,81408,5,Low
32127,55,24,232775,5,Low
39728,57,5,77652,5,Low
79022,31,0,85521,3,High
9546,54,13,203116,5,Low
27276,50,10,177372,3,Low
78903,21,18,53533,1,High
8956,49,18,137370,1,High
28648,49,19,99545,1,High
67863,29,16,234974,4,Low
49611,39,22,222496,5,Low
35341,42,2,138713,3,Low
46535,36,11,129857,1,High
48703,42,1,168057,4,High
51692,56,0,205203,5,High
69706,22,9,178324,1,High
9011,40,23,166540,4,Low
6074,25,4,170417,4,Low
61595,48,23,166830,3,Low
89394,40,14,127524,2,High
85912,47,9,108695,2,High
72345,36,21,204730,3,Low
88108,59,6,128101,3,Low
73145,58,19,187369,2,High
13409,41,10,202255,2,High
22693,56,9,138844,5,Low
27370,51,12,241892,5,Low
48509,55,17,213038,1,High
14783,48,22,170799,4,Low
5127,31,21,213142,3,Low
64606,53,14,44743,4,Low
49596,27,13,203071,1,High
3705,24,18,48807,2,High
83821,33,4,113130,2,High
42478,53,3,64278,1,High
17941,41,17,38184,1,High
24674,29,0,203854,1,High
76590,59,22,189045,5,Low
82965,45,12,74688,2,High
79080,54,2,69641,5,Low
8660,31,17,209833,3,Low
8546,43,12,96114,2,High
49224,49,3,209647,1,High
9568,56,10,44416,1,High
66612,45,23,216597,5,Low
9438,45,15,233067,2,High
9216,33,13,58524,3,Low
32069,26,17,212394,5,Low
53708,27,22,144160,4,Low
87207,40,21,232146,3,Low
62747,26,12,30342,2,High
59893,27,10,204902,4,Low
4463,23,19,150711,4,Low
3108,53,22,197277,5,Low
21087,37,9,231651,1,High
84496,55,0,119633,4,High
52199,59,24,31697,1,High
18084,25,24,38820,3,Low
57946,55,8,246238,3,Low
70252,28,22,81363,3,Low
48724,58,17,184277,3,Low
41215,58,21,138584,3,Low
11170,41,20,209274,4,Low
54472,56,10,170090,4,Low
82756,55,15,210996,5,Low
1851,40,8,45226,4,Low
53917,34,16,195130,4,Low
52255,58,21,203911,4,Low
69186,34,4,119316,5,Low
88665,39,18,202096,5,Low
84454,26,22,234357,4,Low
35075,50,15,18315,3,Low
45309,23,10,127799,1,High
66030,23,17,227016,1,High
60650,54,15,133846,3,Low
58475,23,8,232746,4,Low
87621,49,13,176846,1,High
12624,41,4,73467,4,Low
28361,41,8,139962,5,Low
10293,23,15,216523,2,High
12208,57,2,120836,5,Low
69577,37,7,156940,1,High
67404,42,9,147707,5,Low
35503,30,11,190081,5,Low
31786,28,7,33762,1,High
68868,32,12,66866,3,Low
52593,32,14,67862,4,Low
49362,34,0,24030,3,High
32210,37,14,185314,2,High
24491,37,15,40084,5,Low
37877,50,19,195037,5,Low
46433,33,3,61839,5,Low
51882,26,8,159757,1,High
78718,39,2,105021,1,High
12262,46,14,128891,1,High
30091,33,15,38523,5,Low
31569,50,23,73440,3,Low
70307,58,6,72811,3,Low
36969,43,11,34801,4,Low
52914,25,8,118954,3,Low
74876,31,19,118660,1,High
44742,43,15,183127,4,Low
31843,37,6,179651,2,High
47110,40,1,58528,3,High
52267,50,24,46447,4,Low
55847,33,16,114553,4,Low
48046,39,16,108848,2,High
25250,51,20,54685,4,Low
29891,27,4,156728,2,High
43332,24,1,150455,2,High
55912,28,12,16316,3,Low
5185,32,1,55189,3,High
37065,36,4,169577,3,Low
89969,29,22,168655,3,Low
53490,29,20,77304,5,Low
15367,42,4,114927,2,High
60246,48,17,215222,5,Low
42448,33,12,208769,5,Low
9160,21,5,72833,4,Low
3013,55,14,68150,4,Low
18737,44,20,105213,2,High
69946,47,21,109058,4,Low
23006,47,4,115393,4,Low
35612,57,10,122094,3,Low
50035,47,23,173222,3,Low
32155,54,16,124255,4,Low
32350,28,24,84489,5,Low
77157,54,20,137033,3,Low
55367,41,11,197846,5,Low
34674,55,16,92084,3,Low
80909,37,14,175906,3,Low
14742,43,23,247324,5,Low
89110,28,21,165882,4,Low
18383,36,19,179894,1,High
83253,51,1,159133,1,High
19751,32,23,26771,3,Low
75301,50,21,25683,2,High
79903,44,12,186173,1,High
7230,51,9,118896,4,Low
70877,32,20,58322,2,High
40295,42,14,148195,3,Low
68991,37,9,93813,1,High
3817,24,14,194138,2,High
5638,53,21,140002,3,Low
34129,45,14,99975,1,High
5975,35,18,245470,2,High
49716,39,2,200209,4,Low
39070,36,18,198315,4,Low
22541,50,1,112156,4,High
13498,29,2,233915,2,High
49886,42,13,60053,5,Low
25329,53,4,149947,2,High
59701,55,22,219870,3,Low
54327,28,4,188826,3,Low
84895,59,4,151282,5,Low
3987,58,0,173726,4,High
43676,36,12,179618,2,High
67322,58,1,35615,5,High
16269,27,22,185976,1,High
80382,35,23,127761,4,Low
19018,57,11,227944,2,High
65085,45,12,154710,5,Low
39849,29,19,104335,3,Low
51245,48,17,149588,4,Low
40583,32,14,15281,3,Low
14034,36,13,85811,1,High
42766,40,12,154536,3,Low
11556,48,5,201287,3,Low
89356,24,21,28176,2,High
27632,38,9,181728,2,High
50401,37,0,155728,5,High
28903,54,4,195265,1,High
1726,30,5,70154,1,High
51854,50,19,109253,1,High
80574,52,13,160917,2,High
83461,49,19,232796,1,High
40040,33,2,58988,3,Low
62565,29,20,66832,3,Low
61056,26,24,168300,1,High
76081,40,1,183489,4,High
8174,43,8,15283,5,Low
38857,24,12,165297,5,Low
45507,31,3,236580,1,High
5389,53,20,102516,2,High
23924,40,16,88684,4,Low
56229,44,23,113133,3,Low
6877,22,20,136421,4,Low
86079,31,12,124581,3,Low
18173,40,0,164345,4,High
86521,53,13,42072,1,High
31665,22,22,188497,3,Low
67236,59,11,73185,2,High
55831,39,13,156698,2,High
76879,33,14,217716,2,High
5750,33,22,238654,3,Low
58553,25,8,24219,5,Low
10735,54,9,217973,2,High
1595,58,3,149676,5,Low
85362,48,12,235507,2,High
15239,29,20,156651,1,High
50991,23,16,62031,2,High
45820,43,17,109363,3,Low
28249,31,6,177563,1,High
40677,48,24,158169,1,High
2903,35,14,43171,3,Low
47435,54,15,107923,4,Low
7406,41,15,166824,5,Low
39816,29,10,225355,4,Low
18724,38,21,44119,1,High
4522,35,10,99126,2,High
49652,55,13,58783,2,High
85548,30,17,70252,4,Low
9037,27,13,187458,2,High
64141,43,12,102019,4,Low
9253,53,24,22322,4,Low
54798,33,23,153766,4,Low
51834,21,9,21908,4,Low
42381,37,2,107323,3,Low
58094,42,9,168248,5,Low
79415,43,13,169392,2,High
10140,47,17,54382,1,High
58390,23,4,134898,2,High
70127,41,11,220923,4,Low
50379,39,7,147981,3,Low
2974,51,12,129240,3,Low
82959,38,3,210971,2,High
15389,55,21,135570,5,Low
83708,58,6,80056,3,Low
14496,47,23,201939,5,Low
47774,55,19,225160,4,Low
53868,51,7,57524,2,High
28944,53,2,184065,1,High
79872,40,15,238982,2,High
86505,45,21,94572,3,Low
22704,40,20,52497,2,High
36071,33,4,227537,2,High
33564,43,23,183498,4,Low
19194,48,19,26996,5,Low
16851,40,18,44650,5,Low
12728,41,18,101362,1,High
80952,58,17,166425,3,Low
76478,23,9,70638,2,High
55461,42,12,39090,3,Low
15219,54,18,15131,5,Low
49121,30,13,131602,5,Low
28445,37,0,204716,4,High
69188,39,10,175274,4,Low
23520,25,2,153824,5,Low
50108,25,3,54558,5,Low
24282,54,23,131981,2,High
19794,53,10,111974,2,High
34688,35,0,179406,1,High
19317,22,24,94675,1,High
56928,56,1,220309,4,High
73916,42,12,206898,1,High
46555,26,9,186830,1,High
208,47,11,98893,1,High
74,58,11,195658,1,High
24428,49,21,51047,4,Low
40330,36,3,28194,1,High
76348,55,4,224552,5,Low
74778,26,17,83429,5,Low
70506,54,16,173269,1,High
40473,54,4,114586,2,High
5890,45,10,61869,1,High
26458,48,3,35120,5,Low
40788,58,9,172976,2,High
8707,33,5,120722,3,Low
38688,33,16,174762,3,Low
11521,59,22,114649,3,Low
280,55,12,207810,4,Low
64306,23,10,244161,2,High
54008,56,9,97236,5,Low
25132,49,1,113052,1,High
40230,42,0,31437,1,High
291,27,12,167790,3,Low
37649,25,20,37900,1,High
11066,58,11,117770,3,Low
15403,30,18,141571,2,High
89904,21,23,101052,5,Low
24108,28,23,62789,3,Low
83543,42,19,80093,2,High
13030,42,10,76923,3,Low
19936,35,5,30012,2,High
86099,59,16,15361,5,Low
68812,50,13,244652,1,High
60034,38,9,35560,1,High
5258,26,9,161547,5,Low
24659,32,10,140733,1,High
57992,59,0,108996,1,High
55915,22,1,22287,1,High
46000,26,10,172045,2,High
1758,42,18,143586,2,High
21340,24,7,179099,1,High
22847,35,10,97306,5,Low
27916,57,8,45442,3,Low
44618,53,7,180072,5,Low
45171,50,13,126837,2,High
76881,38,14,18782,4,Low
88769,34,1,237782,3,High
33494,40,15,154634,4,Low
32080,56,4,55462,1,High
33876,41,14,22963,1,High
29559,57,6,189944,2,High
11018,48,21,18129,3,Low
20733,37,9,57448,3,Low
57239,55,19,108377,4,Low
59840,38,1,48306,4,High
23458,46,6,191479,3,Low
825,50,6,227470,2,High
31574,23,1,240793,2,High
14468,52,15,28419,2,High
75463,35,15,40433,4,Low
23877,25,2,160288,2,High
16735,46,22,157694,4,Low
21587,52,6,198571,5,Low
30660,44,13,148571,2,High
62258,41,16,75409,1,High
44246,29,7,217783,2,High
25411,46,15,75928,4,Low
7895,43,17,30688,1,High
52155,46,20,160109,5,Low
2510,49,8,173971,4,Low
68209,32,13,138363,3,Low
85363,41,0,105623,2,High
69695,24,7,21949,3,Low
64451,57,12,80943,4,Low
62191,26,6,88646,5,Low
64981,39,3,41923,2,High
53274,57,16,154479,5,Low
73344,25,24,183912,2,High
31172,49,8,127896,3,Low
24526,39,15,217607,4,Low
26514,28,11,142404,5,Low
5798,27,0,154455,3,High
7747,33,23,17367,3,Low
89255,48,23,134347,3,Low
69475,50,6,40109,3,Low
24317,54,24,230271,5,Low
57078,39,6,176969,4,Low
34363,35,20,184468,1,High
16335,25,10,245259,1,High
77094,25,17,37347,3,Low
28881,33,16,28347,5,Low
44258,58,3,181206,2,High
9674,58,11,60937,2,High
62347,32,17,239559,3,Low
69916,21,19,134668,1,High
48614,53,12,29889,3,Low
32722,41,3,210853,5,Low
35951,24,1,47388,3,High
20830,21,19,63879,4,Low
60496,55,22,225217,1,High
73108,44,4,109444,1,High
28364,41,24,210380,5,Low
47069,57,2,83140,5,Low
42734,38,1,174594,5,High
83272,23,8,207634,5,Low
5614,49,22,189257,3,Low
26607,22,17,189530,3,Low
16596,44,14,199090,4,Low
1275,26,7,214941,5,Low
37031,46,11,89452,4,Low
55120,54,5,122139,1,High
85655,43,7,198309,2,High
73312,59,19,64937,4,Low
32280,54,4,66193,1,High
54691,58,7,228719,3,Low
79478,40,14,160899,3,Low
44424,49,16,90104,4,Low
35254,52,22,235077,5,Low
23639,40,13,145507,2,High
69907,28,10,143171,3,Low
19783,44,5,164232,5,Low
22640,27,9,60964,3,Low
37656,46,3,206785,1,High
22830,38,17,68951,2,High
333,58,22,100151,1,High
41987,32,5,87035,1,High
52386,44,7,110973,4,Low
84045,28,9,133760,3,Low
18617,29,16,116531,5,Low
53110,29,3,40698,4,Low
5283,39,19,168149,3,Low
21525,36,18,239295,4,Low
7745,54,24,142486,1,High
5698,21,20,191697,5,Low
68906,40,5,100654,3,Low
22827,48,11,143298,4,Low
11546,48,10,241592,2,High
6554,41,13,207075,4,Low
55983,58,17,171582,5,Low
49317,31,5,135408,3,Low
10184,44,15,148299,3,Low
84626,32,5,91383,5,Low
9932,46,5,51912,3,Low
28836,58,9,217234,4,Low
72834,29,7,134221,2,High
20600,24,9,199788,2,High
49516,24,19,203222,2,High
9762,35,18,62306,4,Low
8062,56,23,220439,3,Low
369,30,14,100052,1,High
53102,48,6,91170,5,Low
55016,59,4,178248,3,Low
5305,30,9,112277,5,Low
55690,36,20,146746,3,Low
48545,34,24,25159,4,Low
28807,24,18,110074,3,Low
51245,56,3,76443,5,Low
58860,59,10,44142,3,Low
64413,28,18,15323,2,High
595,43,18,132266,4,Low
17830,58,1,145141,4,High
20007,36,17,67441,4,Low
33534,47,21,229544,3,Low
22425,44,14,153158,2,High
27793,42,5,190704,5,Low
39205,47,6,220222,4,Low
60995,44,21,167016,2,High
21016,31,14,136222,1,High
25210,36,19,25410,3,Low
88530,48,5,225511,1,High
21141,31,7,246870,5,Low
57803,40,22,153290,5,Low
56058,53,21,88397,4,Low
59817,27,20,94378,4,Low
75409,30,3,32924,3,Low
80749,59,7,76566,2,High
83814,41,0,66264,5,High
47765,23,14,246004,5,Low
82429,25,7,85042,3,Low
71890,58,20,222417,1,High
2752,21,3,166088,5,Low
46380,56,24,24011,4,Low
10364,32,2,91603,1,High
19228,51,12,38892,3,Low
74020,46,19,194912,5,Low
29093,54,8,192430,4,Low
49009,59,9,80922,3,Low
61623,36,3,17054,2,High
28919,44,8,64691,2,High
64600,56,12,163989,1,High
66186,25,15,57561,3,Low
47176,21,18,21933,3,Low
41730,41,9,146042,1,High
32035,30,1,202666,3,High
66040,28,15,44255,2,High
25204,40,9,151333,2,High
14997,55,6,120992,1,High
32603,50,2,233062,2,High
53015,38,17,245208,1,High
27936,48,12,237256,4,Low
30426,47,17,174196,4,Low
62535,50,12,204633,3,Low
45217,57,16,193299,4,Low
79633,55,2,183082,5,Low
34943,39,16,23793,4,Low
3528,58,24,207894,2,High
13994,24,9,168706,3,Low
30225,23,9,86756,2,High
5424,30,0,105936,4,High
27114,31,22,199261,5,Low
43247,48,7,61517,2,High
59568,24,8,241817,4,Low
26834,59,0,139981,3,High
14308,23,14,93195,4,Low
15929,54,4,140252,4,Low
46269,41,16,194073,4,Low
60925,45,21,210999,3,Low
89644,23,9,147897,3,Low
81815,37,18,70548,2,High
26572,37,13,46776,5,Low
74362,43,9,89473,1,High
55255,37,16,148598,1,High
24373,41,24,49706,3,Low
49653,35,23,237351,1,High
47416,38,1,74204,5,High
1564,43,17,31581,4,Low
20460,37,22,44688,2,High
50327,33,22,85773,3,Low
89607,35,18,208122,1,High
84079,39,8,135645,5,Low
51137,32,1,180278,5,High
89220,45,14,136102,4,Low
16904,30,19,142533,2,High
42878,33,5,228869,4,Low
34097,22,3,145886,1,High
23581,38,13,161930,3,Low
88914,54,19,121709,5,Low
14135,54,0,15440,4,High
41893,41,11,227452,2,High
23903,29,20,199107,4,Low
26118,39,4,168406,3,Low
82328,30,21,112919,2,High
50684,54,20,206690,3,Low
49776,34,14,129886,4,Low
81001,28,1,234503,2,High
2767,57,16,170999,2,High
53800,53,1,104761,5,High
51980,54,20,126803,2,High
69952,36,9,210146,3,Low
29742,33,14,100836,5,Low
66203,59,13,177133,2,High
11301,47,21,182543,4,Low
26361,59,7,58224,3,Low
5606,53,8,36845,5,Low
50662,53,9,240919,4,Low
44350,24,5,121567,4,Low
58960,57,23,32667,5,Low
55372,45,4,247267,4,Low
37474,31,9,32945,3,Low
16295,31,21,122116,1,High
73093,42,19,93640,4,Low
4684,34,18,230133,5,Low
33077,59,5,162145,3,Low
20747,22,7,181091,1,High
71713,54,10,152476,5,Low
22568,31,17,74592,1,High
78510,25,11,189065,3,Low
39648,47,1,67450,5,High
16095,38,6,247034,1,High
22795,52,12,161401,1,High
2001,23,8,27952,3,Low
8859,43,5,56403,3,Low
65288,28,2,105740,3,Low
34453,30,23,133012,3,Low
81121,27,4,26628,1,High
62847,48,17,127137,2,High
38386,58,13,244121,3,Low
6783,44,20,143641,2,High
5117,44,13,143932,1,High
41406,44,3,113547,1,High
4384,49,8,110310,1,High
57177,44,22,83634,5,Low
25658,59,1,195472,4,High
22171,23,8,43159,3,Low
13082,56,20,116504,1,High
69288,58,17,95481,3,Low
46621,46,12,95895,4,Low
7786,35,22,200938,4,Low
12565,24,5,175554,2,High
22480,32,8,182335,5,Low
57184,25,3,241964,3,Low
77374,38,13,34219,1,High
76936,24,3,19775,5,Low
27360,23,16,229159,2,High
14493,58,21,201690,1,High
87436,37,5,20253,5,Low
17397,45,6,241804,2,High
28260,43,12,136586,3,Low
63743,29,0,24700,4,High
60595,24,3,184815,5,Low
73491,42,16,21184,2,High
58597,59,24,122468,2,High
40303,49,22,82328,3,Low
53530,32,21,76067,5,Low
2669,50,1,69651,1,High
22918,38,1,110386,5,High
32285,36,16,204039,2,High
45051,59,23,47378,1,High
26004,50,12,193758,2,High
66414,41,18,131210,4,Low
15434,42,21,204537,1,High
33222,45,1,173676,3,High
53757,50,21,167297,1,High
39114,26,17,162877,3,Low
12379,49,12,59147,5,Low
61673,27,9,191112,1,High
12947,49,21,83951,4,Low
52211,55,2,54694,1,High
52009,29,3,96042,2,High
9104,37,1,213013,4,High
64883,41,20,176326,4,Low
441,41,24,123963,4,Low
67648,37,13,25570,1,High
36869,39,10,187520,2,High
38984,45,22,36791,5,Low
36237,53,18,124923,5,Low
39242,49,7,64371,5,Low
15908,45,17,210556,1,High
21651,50,12,141144,4,Low
12032,27,7,164983,4,Low
48868,54,13,107010,3,Low
55645,49,5,152099,1,High
4461,29,1,84562,3,High
31136,53,1,23539,3,High
8715,57,11,41053,3,Low
25282,25,23,160619,2,High
67296,57,19,52905,2,High
65786,50,5,237533,2,High
54149,35,1,196506,2,High
37113,55,15,174963,4,Low
58719,52,18,112883,1,High
80726,53,10,19207,4,Low
6592,35,21,102645,1,High
26403,42,20,173416,5,Low
