employee_id,base_salary,bonus,stock_options,salary_revision_date,total_compensation
23628,83780,1369,177045,2023-12-24 13:19:20,262194
31797,109455,24790,7388,2022-11-19 23:14:50,141633
51906,141452,38369,28880,2024-10-15 04:33:45,208701
2640,112278,1030,147408,2023-07-17 11:37:25,260716
51756,41071,15425,178231,2022-10-06 12:24:30,234727
6382,67713,46614,150265,2018-09-17 04:40:44,264592
5437,122845,36495,91079,2020-07-23 16:30:00,250419
55640,110026,47108,34652,2022-03-11 23:43:56,191786
4536,118177,7923,194491,2020-07-16 10:05:37,320591
51357,145930,39391,51938,2020-11-02 19:51:04,237259
28011,80099,44226,107623,2023-12-25 12:39:53,231948
24490,42838,29538,70515,2020-03-19 11:04:32,142891
48378,92055,12091,194892,2021-06-28 17:46:18,299038
58939,37223,20402,193521,2020-09-05 13:05:53,251146
9215,123865,34179,140069,2018-02-21 06:50:23,298113
14279,28202,6454,2330,2021-09-04 06:18:00,36986
19850,39888,320,79424,2018-10-05 13:49:32,119632
28322,138227,40797,197677,2020-10-12 09:13:52,376701
57333,26333,3568,14395,2023-11-30 22:25:25,44296
23304,146254,29099,179343,2022-12-24 22:03:04,354696
16960,62416,43213,22760,2023-05-02 07:53:35,128389
927,67455,41135,14084,2019-10-19 11:08:56,122674
23336,32418,40109,191263,2018-02-20 00:26:22,263790
41276,34604,17435,127746,2022-07-09 11:43:43,179785
26008,136136,35904,148392,2022-05-05 22:38:18,320432
16621,55187,8538,8417,2018-07-14 22:13:07,72142
41833,102708,6581,95149,2023-11-01 12:11:59,204438
19857,45195,32754,144549,2018-01-22 03:13:10,222498
50212,143501,43372,66275,2022-09-20 03:17:53,253148
36686,34656,34892,121530,2022-10-17 23:06:29,191078
16798,108093,1770,29088,2023-12-08 13:02:18,138951
3439,144976,41457,164797,2020-12-19 02:41:28,351230
6456,40667,4849,47166,2021-05-15 22:20:22,92682
3256,142855,14948,59000,2019-09-24 00:55:29,216803
11102,101787,22753,71969,2023-04-21 12:48:55,196509
44539,86530,29901,67421,2021-04-28 15:49:10,183852
28871,67207,1445,33610,2024-10-14 16:03:48,102262
3759,132119,7812,195589,2018-06-21 01:02:37,335520
19984,92659,368,79506,2024-09-20 14:34:08,172533
18064,56000,24424,188567,2023-01-02 10:07:02,268991
43731,129127,12540,76305,2021-09-03 08:26:11,217972
21708,113914,45243,61141,2023-05-10 01:29:19,220298
57084,75307,9490,170981,2018-12-09 10:26:18,255778
31123,50963,15940,151936,2021-09-22 05:18:08,218839
53281,143693,16860,113915,2019-10-15 08:16:30,274468
32110,44951,1588,150829,2023-08-20 16:07:34,197368
40868,137158,5147,23305,2021-01-27 05:58:23,165610
22039,72785,11273,160190,2022-05-30 10:50:40,244248
42038,87383,33087,78329,2021-08-12 23:23:45,198799
3663,69000,1266,140148,2020-07-31 05:38:15,210414
24731,64598,23743,189495,2024-09-03 02:06:48,277836
9603,61170,8598,171695,2024-04-05 05:55:47,241463
41295,78029,42526,60173,2019-01-21 06:23:30,180728
42855,103293,41250,8967,2021-10-26 14:16:35,153510
46078,64044,21009,97784,2020-02-05 10:31:51,182837
31560,52114,18907,173189,2021-02-22 22:09:07,244210
20032,96495,16153,44311,2019-09-23 19:59:11,156959
42481,62770,39428,130872,2022-04-24 07:17:18,233070
2113,36087,28559,11409,2022-01-07 13:01:44,76055
55979,115585,9642,92233,2020-07-18 23:36:58,217460
35987,99229,26297,132709,2021-05-03 21:25:58,258235
21065,51953,33226,100563,2022-05-23 17:29:59,185742
45096,45815,45948,115203,2023-12-10 17:44:09,206966
1132,140835,12376,105362,2022-07-03 15:38:30,258573
30718,92796,48173,110952,2019-02-19 12:43:37,251921
30518,137279,13798,76138,2024-06-28 00:32:07,227215
22752,53040,26181,19362,2022-07-13 03:16:17,98583
16708,86533,16792,21460,2020-02-22 14:40:20,124785
32587,32669,3124,126084,2018-09-12 23:49:37,161877
2234,25480,20574,58105,2024-05-17 15:54:01,104159
39381,149061,46255,117352,2021-09-04 22:10:47,312668
54644,38738,27864,109220,2018-07-02 20:35:29,175822
50773,100112,28769,40481,2021-11-09 13:48:30,169362
58006,41940,31877,198248,2020-06-26 14:14:28,272065
34342,143217,25175,194673,2023-11-02 14:14:57,363065
44451,41298,12039,152624,2020-11-18 12:13:42,205961
35969,108205,1016,98956,2020-02-04 16:13:42,208177
34245,126665,7110,106836,2023-08-23 21:07:14,240611
41599,93965,9634,143356,2022-06-07 22:21:32,246955
47011,116642,26799,105851,2024-06-16 05:03:46,249292
42421,131067,36560,55024,2018-02-05 19:09:59,222651
33804,90116,18589,149333,2023-08-21 02:15:33,258038
47236,72416,35003,152064,2024-01-14 15:39:22,259483
32911,92022,8199,172438,2022-04-26 11:36:19,272659
34341,131182,25690,190818,2023-02-13 21:09:29,347690
15668,72864,14446,160883,2021-06-20 18:01:11,248193
19088,78153,47249,71253,2020-01-16 18:06:47,196655
6097,63024,48840,107956,2024-03-17 00:11:42,219820
333,130122,18600,187564,2018-05-03 03:47:52,336286
2383,110555,29424,129463,2021-11-07 02:58:20,269442
30123,141197,14764,103846,2021-12-27 10:23:00,259807
55156,107656,11135,185552,2020-03-19 07:19:27,304343
24309,45124,19667,110160,2020-07-31 09:47:34,174951
30482,37069,11603,60876,2021-05-05 16:52:22,109548
19332,134318,6282,48584,2024-08-14 18:44:01,189184
12267,128378,27246,189147,2020-10-27 07:53:34,344771
55551,138301,31515,140531,2023-03-28 12:15:06,310347
45703,130553,1438,48785,2018-05-10 02:54:55,180776
15488,45075,15554,74127,2023-07-03 11:46:14,134756
28754,69514,20139,142796,2023-02-14 12:36:25,232449
43614,118223,25060,115497,2024-03-06 17:09:10,258780
40151,93121,41976,81763,2021-03-14 09:49:47,216860
41200,36479,4617,74730,2019-12-22 22:53:18,115826
20606,119483,690,5730,2024-03-24 02:58:43,125903
15176,130359,25397,19779,2023-12-23 04:44:41,175535
11929,144303,3741,125121,2023-10-12 10:29:05,273165
52222,83330,6608,44786,2018-06-27 17:43:16,134724
4331,114765,33611,9513,2020-01-07 17:25:59,157889
59204,75709,12929,143541,2020-02-25 08:00:15,232179
51895,140072,37373,26090,2024-09-06 15:53:32,203535
1141,113916,21536,11206,2023-07-06 14:21:00,146658
26606,149338,15958,121193,2020-11-22 14:17:04,286489
15660,60744,25766,20224,2020-06-20 20:19:42,106734
41497,51420,45265,197835,2018-05-04 13:04:37,294520
29336,65478,31270,55849,2023-02-03 07:13:30,152597
50069,39783,30071,192845,2019-08-10 18:17:38,262699
1373,63114,47152,126426,2023-08-10 23:33:23,236692
52039,66751,7190,40890,2019-04-01 12:41:14,114831
36047,116881,42673,90477,2023-02-12 05:10:23,250031
59439,70693,27781,168095,2022-11-09 00:52:26,266569
48847,39426,27579,11422,2024-12-08 12:20:21,78427
32326,76029,48682,48384,2022-11-27 09:17:25,173095
13298,105703,38575,152773,2023-04-22 10:18:53,297051
52346,49483,16749,191572,2024-03-22 23:03:20,257804
950,123232,2938,189041,2020-05-27 22:29:12,315211
36389,105131,7384,168173,2021-12-29 00:13:13,280688
23576,135124,8472,60140,2024-04-26 22:02:30,203736
41810,126883,9473,109511,2022-08-01 21:26:40,245867
54130,105611,18761,118833,2018-08-01 04:12:20,243205
13267,128921,23997,173343,2018-08-04 00:22:36,326261
59796,51081,37035,6743,2024-05-04 23:35:30,94859
6278,100700,41091,115141,2018-05-20 14:04:09,256932
45440,55700,19296,123845,2022-11-26 03:22:52,198841
3008,39074,33432,162071,2023-12-17 04:20:18,234577
568,108376,8847,51844,2023-01-03 19:40:34,169067
8573,67665,24022,106774,2024-07-21 21:03:03,198461
59154,48442,7905,102998,2021-08-05 03:11:39,159345
16494,33550,28548,149484,2024-05-31 13:32:08,211582
29692,142601,32069,33923,2019-01-17 01:03:26,208593
30019,149587,13528,58973,2024-04-14 18:17:47,222088
28943,28835,34983,186504,2022-06-03 00:20:36,250322
54412,121405,3220,163774,2019-10-03 14:25:27,288399
7425,102360,7981,29112,2018-05-25 21:48:56,139453
8459,97703,14185,196013,2023-12-29 11:40:35,307901
44831,115930,19145,21377,2019-03-13 23:51:22,156452
36788,63315,34719,151275,2021-12-16 22:36:20,249309
48078,32171,39323,147222,2023-11-11 02:39:32,218716
12631,89013,22812,121296,2019-07-26 18:46:54,233121
22347,84801,19962,69420,2022-09-21 18:45:52,174183
41585,124716,41467,190086,2019-05-29 09:56:56,356269
45253,98560,31004,23146,2023-06-11 02:30:53,152710
2960,32144,2437,14637,2022-02-03 08:31:44,49218
19559,37238,43532,151179,2019-05-14 07:52:33,231949
54205,128937,38444,123499,2023-05-06 09:08:31,290880
6946,86369,1922,75637,2020-12-29 03:32:57,163928
16306,35102,19913,176830,2022-03-20 10:55:59,231845
54690,118294,15961,145373,2020-10-04 02:17:14,279628
4158,62344,8250,173071,2021-08-01 17:46:32,243665
54260,66049,33710,52269,2022-09-09 14:41:52,152028
17582,73510,5481,59956,2021-06-05 05:15:52,138947
50783,91724,24550,156018,2019-11-27 16:15:16,272292
36301,71329,26165,188765,2021-07-28 02:52:31,286259
43545,108072,21991,193687,2020-07-02 19:35:03,323750
5964,55926,30962,30408,2018-07-29 04:16:58,117296
32353,88574,27909,149807,2020-09-13 13:06:21,266290
9286,109368,22942,189299,2019-02-09 07:52:20,321609
57536,26097,48554,12251,2024-11-24 07:43:06,86902
6607,87436,41880,39362,2023-11-20 08:08:18,168678
3955,116498,8977,96879,2021-06-22 07:34:02,222354
39404,45363,41801,69506,2019-05-16 03:02:31,156670
24923,120910,41678,11360,2021-07-26 22:18:05,173948
15661,107945,13660,124825,2018-04-14 23:38:08,246430
20987,84352,33866,150306,2018-01-27 02:27:37,268524
26526,88444,26264,117447,2023-11-24 23:23:39,232155
3561,49631,30518,73070,2021-05-20 18:01:24,153219
22376,131411,20769,110483,2018-10-02 02:54:23,262663
55395,126231,5505,26551,2023-10-17 02:29:36,158287
1149,147873,41882,74313,2020-06-27 16:33:16,264068
54430,130220,47349,109635,2019-06-12 18:07:49,287204
11228,99896,11926,21740,2018-10-20 02:42:59,133562
55471,25898,12265,30271,2022-03-06 00:04:21,68434
28958,100930,32916,196490,2018-02-22 04:42:35,330336
57621,123672,24002,42163,2020-12-19 17:37:16,189837
52877,39787,25372,144895,2023-03-01 19:21:25,210054
694,65401,17680,35580,2023-08-07 05:33:04,118661
25666,80732,23939,97494,2021-07-04 07:27:40,202165
13334,106249,43171,70060,2019-12-15 17:11:30,219480
43412,114203,11716,5792,2020-11-08 13:27:50,131711
57943,49519,27772,49956,2018-05-15 03:21:14,127247
6342,142733,26376,197738,2021-04-23 01:21:41,366847
34309,75277,38579,190403,2020-05-08 08:42:02,304259
31710,92059,8059,17698,2023-07-28 07:43:21,117816
42151,88715,11040,80,2021-05-21 21:07:21,99835
56481,27606,15890,5967,2024-11-10 15:04:51,49463
14987,149123,9523,92891,2024-08-20 16:11:13,251537
17068,148454,11733,5437,2022-03-25 02:36:14,165624
42239,69186,34397,115693,2020-09-16 21:42:47,219276
10956,44717,46863,43499,2022-04-09 12:44:50,135079
5034,120849,594,12796,2021-01-03 06:21:29,134239
53120,144428,27624,103269,2021-12-11 02:17:59,275321
50665,134661,21455,36374,2020-10-13 10:28:40,192490
27542,141019,49941,170723,2019-02-24 04:57:19,361683
14600,33825,12474,131316,2021-05-19 20:21:12,177615
21258,110421,7109,176862,2022-10-01 00:32:00,294392
43549,47421,33413,77666,2023-06-05 03:42:10,158500
11105,142314,4933,169421,2023-01-18 01:52:46,316668
37725,51151,27769,131126,2018-10-21 20:02:14,210046
27982,30013,41496,69956,2019-06-21 23:36:32,141465
41036,78580,31464,10911,2023-09-25 06:22:30,120955
22530,130652,46136,78939,2021-11-27 06:06:07,255727
10173,45503,45642,80832,2019-03-25 22:08:58,171977
16695,87970,18107,148081,2022-03-05 14:27:37,254158
24713,138441,47170,91242,2020-05-21 17:04:48,276853
46181,102372,26975,76045,2019-04-20 17:53:07,205392
17999,83466,40368,124223,2019-11-10 20:29:26,248057
27971,92780,44879,71494,2021-11-21 08:50:44,209153
54596,88705,22244,163493,2024-11-17 05:07:19,274442
27916,55189,20218,11418,2021-11-17 00:05:12,86825
25137,120488,25517,188235,2018-03-10 02:55:44,334240
54892,94358,41987,146518,2024-04-03 13:15:28,282863
29792,93007,23266,67357,2018-02-25 01:56:07,183630
2381,66345,15025,15709,2018-02-02 02:32:53,97079
37125,42996,27257,73315,2023-11-02 05:32:35,143568
39182,60684,16542,160365,2020-05-15 12:43:20,237591
36185,130383,24430,101106,2021-02-12 18:03:50,255919
37838,137320,7267,52581,2024-08-12 01:05:30,197168
15193,33879,17342,21525,2019-02-01 04:19:20,72746
4963,134648,2516,82806,2018-07-22 15:31:29,219970
49748,49109,25210,46061,2018-11-22 10:16:15,120380
26837,33683,25912,52981,2018-05-24 17:48:09,112576
34876,62813,13239,188347,2022-06-07 08:41:20,264399
34131,50871,30415,126980,2018-10-13 02:12:19,208266
56964,96490,30254,113893,2020-04-02 16:46:29,240637
24381,79692,1024,187316,2020-07-29 00:16:24,268032
37196,88223,17336,95325,2024-05-01 15:09:26,200884
32083,88611,6198,31227,2021-08-20 07:19:14,126036
5841,107541,26130,95332,2020-08-23 23:21:02,229003
58384,35047,6250,76101,2023-11-11 00:09:31,117398
23621,46103,2215,36164,2022-11-13 01:10:14,84482
41303,86413,726,3231,2023-05-23 03:52:09,90370
11456,143694,48486,8202,2018-03-28 22:44:43,200382
466,117153,23245,167931,2019-05-21 11:17:21,308329
35184,40866,47873,135682,2022-02-17 15:03:37,224421
7132,50211,34879,4080,2022-12-20 11:09:45,89170
50630,134470,39774,46664,2020-10-31 15:19:03,220908
57326,34830,38737,8048,2019-02-01 12:32:26,81615
39160,26312,33781,94902,2023-01-29 12:04:13,154995
35619,148381,3839,89313,2018-08-07 14:10:43,241533
46905,38922,28304,37246,2018-01-05 05:46:19,104472
26001,115277,32247,106246,2019-12-13 21:48:23,253770
8493,101146,7239,121037,2022-06-19 04:04:11,229422
15081,67961,3865,100672,2018-01-28 13:29:07,172498
36698,78183,16114,59870,2022-12-19 12:18:21,154167
59384,31929,46548,24824,2023-08-06 20:43:48,103301
2151,28117,34139,95156,2020-05-24 20:34:09,157412
6302,74906,42213,55028,2023-02-15 21:11:29,172147
39143,146860,2255,166982,2018-10-14 19:58:59,316097
53800,130925,40398,80015,2020-11-05 22:08:23,251338
57313,111374,37028,22272,2020-04-22 03:35:01,170674
8391,71611,37839,15794,2023-10-20 05:39:49,125244
34157,32331,7352,199315,2022-04-21 09:18:10,238998
13123,27553,9428,52708,2023-07-16 01:35:40,89689
46141,120611,42297,84916,2022-06-12 20:05:42,247824
51704,140800,38143,8360,2018-06-12 23:16:09,187303
16385,113844,27046,126332,2021-06-26 16:41:13,267222
25385,107391,17157,131893,2024-06-05 08:07:07,256441
29838,104205,31529,44416,2018-02-13 01:45:48,180150
38031,68184,10821,185947,2023-01-15 02:44:11,264952
49247,30552,44241,47164,2021-05-22 18:39:59,121957
50943,115457,4893,120558,2020-11-26 20:26:49,240908
11274,74564,28009,169563,2022-10-24 12:57:01,272136
34755,50265,275,193999,2019-02-11 23:13:19,244539
21172,55158,1435,46366,2018-08-01 01:38:16,102959
39267,129533,1402,155770,2024-01-28 23:25:33,286705
57207,50657,19393,189767,2024-04-29 04:56:19,259817
55252,82771,26722,44840,2019-11-13 06:42:58,154333
16620,104371,2761,174378,2022-09-06 07:25:46,281510
53768,56538,8565,153834,2024-03-27 07:11:36,218937
22139,127762,37499,74759,2020-04-21 03:36:42,240020
11862,49391,28970,75909,2020-08-17 08:59:27,154270
51204,50867,17498,108667,2019-11-03 11:43:43,177032
20718,43493,30822,177104,2021-08-09 21:07:38,251419
16052,116453,28061,36264,2021-07-18 21:07:54,180778
43084,120160,47699,144963,2021-09-12 15:43:57,312822
24787,49183,8246,29009,2018-08-05 02:10:55,86438
51462,110961,34779,95421,2018-06-12 14:35:22,241161
19347,87439,3573,184852,2019-02-15 02:40:47,275864
14501,45488,20922,94811,2020-04-19 06:28:25,161221
37920,41111,31980,866,2020-01-22 13:32:24,73957
15537,110130,32456,5144,2023-08-23 13:13:00,147730
31553,97810,32351,36182,2024-08-02 15:11:29,166343
39977,36486,38835,148289,2023-08-13 18:51:18,223610
34784,40306,20971,12172,2018-04-25 16:16:44,73449
54513,78937,14611,97181,2019-07-25 19:31:08,190729
18707,142516,43870,88698,2024-10-29 16:42:58,275084
13169,113682,31425,31206,2023-10-20 02:43:52,176313
43096,55686,46975,190893,2018-09-30 03:01:30,293554
41056,125842,38884,847,2024-03-07 20:39:32,165573
50987,46488,16171,155666,2022-12-06 21:07:55,218325
11815,43549,45468,166883,2023-11-23 13:31:19,255900
22733,71288,38845,71198,2018-06-21 05:14:52,181331
15947,111098,49581,107578,2019-05-07 21:55:17,268257
21832,110536,43689,155282,2021-01-08 06:56:01,309507
3329,51558,21310,79695,2020-05-15 04:37:47,152563
40574,121065,44155,95568,2019-11-06 16:19:14,260788
27672,60878,9714,180203,2018-05-19 08:20:00,250795
53693,144507,35692,136064,2018-01-02 20:50:16,316263
59703,45761,28922,141942,2022-07-25 00:55:34,216625
10395,55724,23835,114031,2021-10-03 03:28:24,193590
36940,63946,11190,111680,2020-06-30 09:21:47,186816
47767,105240,30827,19923,2018-10-13 16:59:46,155990
40854,101238,32883,146591,2019-05-24 09:04:02,280712
19303,145661,24286,46907,2019-06-15 08:37:32,216854
14286,108357,46760,92250,2023-12-28 03:00:38,247367
2063,113636,31523,79028,2020-02-29 23:35:14,224187
4671,53054,49107,157625,2018-07-26 05:01:41,259786
48359,74091,43660,127710,2020-09-30 12:57:02,245461
454,61836,17809,179338,2024-10-16 14:41:42,258983
23251,148269,9280,57731,2019-12-29 11:17:07,215280
45187,144600,4840,40132,2022-01-17 15:46:11,189572
37479,57691,3607,174358,2021-06-09 09:38:15,235656
18919,49462,28175,85915,2018-11-24 01:47:31,163552
5799,107409,32905,36853,2019-10-24 21:22:59,177167
5383,45215,20664,40322,2021-09-23 08:40:39,106201
42339,113802,27251,75656,2023-04-04 19:58:48,216709
29449,100027,26798,60579,2018-11-27 00:22:29,187404
58490,43672,29218,148888,2019-06-11 09:27:39,221778
9312,143114,7272,78430,2020-06-11 13:35:39,228816
59236,100454,43969,81333,2023-12-10 04:44:02,225756
33337,96471,3046,181714,2018-07-09 14:02:21,281231
29067,145573,32867,139506,2021-05-01 21:07:43,317946
41487,82375,45087,97502,2021-03-08 14:02:57,224964
8924,75535,26971,124933,2020-03-22 00:54:08,227439
28541,92084,28278,110767,2020-08-11 09:30:50,231129
18806,135285,6328,58389,2018-09-14 13:23:12,200002
35550,130009,41134,43978,2019-02-13 13:58:44,215121
1762,37697,38243,36179,2022-05-15 20:20:32,112119
169,37865,30115,130903,2019-06-10 09:06:27,198883
41592,126429,23763,57774,2024-10-07 04:18:12,207966
37026,45685,43479,101424,2022-07-10 06:54:49,190588
28246,139971,15697,72710,2021-04-29 06:56:06,228378
33612,126109,16043,141485,2019-02-23 04:39:47,283637
38333,31577,890,58966,2022-02-20 01:30:39,91433
29566,138116,1347,184391,2019-09-03 09:27:48,323854
18423,91281,42063,117820,2020-06-13 12:35:46,251164
55143,53435,45020,138303,2021-12-17 19:51:37,236758
40590,120263,6434,85634,2021-04-10 10:07:16,212331
58268,124798,8841,175337,2018-01-06 16:40:12,308976
42678,91277,17165,133737,2019-09-13 13:54:56,242179
28140,27527,1825,42336,2024-11-17 15:13:00,71688
49789,86369,7938,182802,2018-02-18 23:29:05,277109
30241,57403,25672,161984,2024-01-04 01:40:29,245059
13163,146797,25982,150216,2023-08-08 22:18:37,322995
21249,102826,596,139311,2023-05-06 09:12:50,242733
5901,59903,20701,66479,2021-07-12 10:42:42,147083
39926,56109,49535,84435,2022-10-17 07:25:43,190079
3130,37421,29415,28257,2022-05-14 04:40:27,95093
8653,37510,33195,74870,2022-07-08 22:04:45,145575
9102,121206,47040,3656,2022-09-01 20:58:19,171902
46145,69329,37391,148126,2021-12-17 08:52:54,254846
3003,112963,30359,10676,2024-04-18 02:21:36,153998
51257,66262,14623,156080,2021-01-15 15:53:02,236965
6898,112941,35558,100798,2018-03-20 03:06:29,249297
40909,75659,27905,192099,2020-05-21 08:12:22,295663
58024,99729,1811,2033,2020-04-28 19:51:36,103573
29068,36979,47915,178106,2023-06-09 21:46:12,263000
55982,63537,18568,42816,2023-08-17 17:33:34,124921
26796,59097,12470,94400,2018-12-06 03:51:02,165967
16870,94846,40543,108967,2019-06-02 07:13:43,244356
46077,93138,2320,136247,2023-03-21 10:42:01,231705
53974,79261,17953,41497,2024-05-23 06:14:30,138711
12737,133976,45109,87326,2021-04-08 20:16:12,266411
40154,60110,26097,20668,2024-09-19 01:54:46,106875
19589,147731,39454,32901,2018-02-07 04:26:34,220086
29338,116393,47360,174523,2023-07-21 23:15:50,338276
21203,96788,57,100731,2020-10-18 13:12:35,197576
57923,47623,15749,40976,2024-08-23 22:04:38,104348
2431,41950,40282,47918,2021-03-04 02:20:33,130150
37531,134679,4706,176489,2021-10-28 07:57:00,315874
47692,30176,29904,132988,2022-12-14 10:29:11,193068
46281,119394,46509,10635,2020-01-18 10:55:51,176538
14567,141689,27518,22245,2021-11-15 18:03:23,191452
87,60092,43873,49902,2020-12-01 22:07:32,153867
26614,124748,42844,79069,2018-01-26 15:59:58,246661
50328,116824,20075,151794,2020-08-07 02:52:25,288693
52863,32158,28173,15823,2022-05-12 05:44:36,76154
13124,100804,9267,22976,2018-09-28 04:31:01,133047
2156,85617,5968,192503,2021-03-20 06:00:37,284088
37864,89422,2308,182787,2023-10-08 11:37:49,274517
7562,111678,22715,93340,2020-04-24 02:17:17,227733
45383,64339,49770,126638,2022-09-13 03:13:30,240747
52217,68364,9344,90659,2019-07-22 21:47:11,168367
33111,134844,39798,156483,2019-04-15 20:20:56,331125
53003,73125,17997,191627,2018-11-29 17:29:34,282749
43440,108020,24282,187813,2019-08-17 13:14:18,320115
25951,82651,8999,7223,2021-08-10 02:44:55,98873
47456,104228,48281,43911,2024-01-26 17:01:30,196420
28710,101277,28936,148940,2019-11-07 04:19:13,279153
18732,135569,33189,21296,2024-01-17 07:10:23,190054
16903,108128,4674,27730,2023-09-19 00:40:47,140532
30539,107056,37283,191253,2019-10-03 05:20:30,335592
38179,115551,45046,83193,2023-11-04 23:50:48,243790
7442,76850,49863,16659,2024-06-27 18:24:39,143372
37927,34911,47893,58599,2020-11-21 18:14:30,141403
30787,129796,15986,128291,2023-05-08 19:24:21,274073
30900,91887,36850,67471,2019-11-18 09:28:09,196208
40960,95588,45945,121879,2021-09-02 22:47:08,263412
14354,112718,13942,46038,2024-06-06 16:42:58,172698
33960,123033,36813,182152,2019-06-28 01:37:17,341998
4654,138143,3173,58372,2020-08-02 07:39:36,199688
43208,63707,12602,199479,2018-04-27 22:07:51,275788
32181,40823,34521,113492,2023-04-21 20:22:13,188836
20341,31905,12601,194381,2024-01-31 02:16:05,238887
10975,101156,37195,188496,2022-02-23 09:24:58,326847
40186,46339,30102,149802,2020-04-21 22:25:40,226243
3893,144978,45159,95991,2020-12-09 02:33:18,286128
38255,52822,29016,197572,2019-11-09 16:12:31,279410
40228,50839,45199,132716,2023-01-05 07:17:12,228754
53965,105120,11868,14894,2023-07-17 23:50:03,131882
37053,99603,28970,43949,2022-10-22 15:54:37,172522
325,121498,36403,86420,2019-06-06 11:02:08,244321
10797,125949,38836,174500,2020-10-07 06:24:31,339285
23287,73069,22866,114394,2018-05-16 02:55:47,210329
33834,137457,20673,94857,2021-01-16 15:55:38,252987
9093,80808,29827,135292,2020-06-13 10:57:36,245927
30710,25104,33300,86389,2023-07-14 10:07:22,144793
32408,73819,26624,87936,2021-01-21 20:45:26,188379
49048,145084,17151,169895,2024-03-23 19:31:49,332130
42061,96794,15829,144481,2020-07-14 12:58:27,257104
35959,102118,34137,68182,2022-02-11 13:55:48,204437
31382,147281,18346,193197,2022-09-24 17:02:41,358824
21227,77907,14531,144556,2019-05-01 14:29:29,236994
11829,78068,7820,151788,2019-07-11 01:49:33,237676
24120,105598,1545,144629,2021-01-11 14:48:49,251772
41332,136812,42900,56028,2021-05-28 14:20:12,235740
25267,101990,23801,191731,2024-09-11 10:35:25,317522
32465,43158,3557,181121,2023-01-31 23:21:55,227836
32034,141364,17843,158218,2022-11-22 16:45:53,317425
24388,34003,45415,128008,2021-10-20 10:36:41,207426
40015,124764,29004,61993,2022-03-14 09:20:46,215761
11813,149087,8071,177257,2023-06-16 20:51:54,334415
51349,100971,45426,49687,2018-12-04 08:15:54,196084
19905,73579,30325,85955,2021-04-22 23:18:07,189859
15233,76539,14469,146832,2021-04-25 21:32:30,237840
41811,31333,1887,32310,2020-07-28 00:21:31,65530
8987,82725,19878,194092,2020-04-26 21:42:45,296695
14674,55994,44051,167139,2020-10-12 15:18:21,267184
37115,111904,23485,126948,2023-07-14 05:26:24,262337
55347,75048,7452,158764,2020-11-23 12:33:58,241264
52982,30393,42676,171689,2023-05-13 16:58:28,244758
56571,46405,15536,2873,2020-09-21 15:57:48,64814
53996,65519,32163,61550,2023-03-16 14:28:29,159232
22240,145372,2789,196820,2020-11-01 04:44:34,344981
32165,29252,44130,143528,2018-09-14 19:01:50,216910
26774,56332,1708,2462,2019-04-08 09:11:49,60502
30934,144435,17551,136607,2023-11-08 10:54:09,298593
5087,66591,15332,199881,2023-10-16 20:47:59,281804
44142,57343,43784,89912,2022-10-10 05:16:18,191039
15819,39531,39413,80874,2018-09-23 09:05:38,159818
46591,52742,18234,118494,2023-01-26 19:25:07,189470
26064,107836,44265,142285,2018-11-01 18:17:21,294386
48029,42163,34224,1361,2019-08-05 00:03:28,77748
47491,37250,26392,37323,2018-12-01 02:40:51,100965
48195,105647,26163,25307,2024-11-13 00:24:00,157117
32261,107308,45407,20562,2022-08-27 13:54:03,173277
5433,128896,24892,160236,2021-03-20 11:11:29,314024
2499,25809,44580,56561,2018-03-13 09:22:31,126950
49922,149225,17100,3211,2022-12-12 14:05:28,169536
26972,48888,2219,100686,2019-09-30 10:32:41,151793
34377,40168,30631,80853,2022-10-28 18:29:54,151652
45253,87457,20169,101258,2022-04-08 05:09:09,208884
31884,144002,7439,50951,2021-07-06 17:27:36,202392
51630,61140,36436,180951,2024-11-24 19:45:41,278527
10327,97959,26832,159312,2024-09-28 02:18:57,284103
15437,30622,38377,89276,2018-08-16 21:29:05,158275
51968,119285,43288,382,2020-08-28 05:57:38,162955
55724,61984,11392,28400,2021-03-20 14:31:57,101776
31261,79557,19640,136860,2021-09-05 11:39:47,236057
47542,112504,56,40344,2023-05-28 07:47:37,152904
11698,100251,4807,132521,2022-09-18 09:35:20,237579
27353,38794,20710,109522,2023-07-25 09:51:40,169026
51512,100974,43370,57163,2024-01-14 15:35:46,201507
40046,123962,4164,129619,2020-05-13 23:05:17,257745
11120,66756,41192,29794,2021-02-01 20:29:23,137742
47475,48708,26940,195557,2019-02-19 05:31:47,271205
1320,93676,29141,146037,2021-01-29 05:39:38,268854
50042,61734,40952,192991,2019-08-23 22:20:33,295677
55981,62633,42234,79168,2018-06-22 16:35:30,184035
49817,130987,46644,92904,2022-08-13 21:06:28,270535
14614,32391,6658,62946,2020-12-17 11:51:15,101995
1741,87509,46272,162180,2022-12-04 14:32:57,295961
38450,58283,12576,137277,2019-07-29 04:34:24,208136
57848,111194,1886,59770,2023-11-18 13:17:21,172850
9308,41568,47309,189250,2018-09-30 18:31:43,278127
10258,40047,42807,32162,2018-12-06 15:01:39,115016
21048,100955,9529,30404,2024-08-10 10:05:55,140888
48210,43051,1781,130849,2023-03-18 22:17:05,175681
55978,66545,24725,109200,2020-06-26 09:41:09,200470
35577,119015,455,115777,2024-08-03 08:54:50,235247
