employee_id,training_hours,pre_training_score,post_training_score,skill_improvement
25737,44,59,89,30
14352,31,75,66,-9
10575,59,54,69,15
60843,59,45,92,47
51653,78,63,88,25
37803,111,57,94,37
52332,65,73,63,-10
31265,32,47,93,46
68754,114,42,72,30
27634,13,50,73,23
58291,53,78,60,-18
69360,41,48,89,41
12088,52,78,70,-8
28035,97,61,67,6
48575,94,41,81,40
56332,61,70,64,-6
23812,37,73,92,19
54287,90,73,95,22
998,21,74,70,-4
18905,52,73,99,26
6491,19,61,98,37
10986,71,54,97,43
47391,60,77,69,-8
58362,2,50,95,45
57059,1,78,98,20
706,75,79,66,-13
58878,95,75,61,-14
68470,62,54,77,23
43718,94,59,73,14
67347,21,74,70,-4
55273,97,75,86,11
49200,116,69,93,24
28865,113,57,80,23
34608,86,41,79,38
6240,36,67,69,2
46797,32,66,81,15
55547,4,66,70,4
39089,56,40,60,20
10702,13,59,98,39
21567,1,61,63,2
57250,53,61,69,8
58968,66,71,98,27
53762,64,53,87,34
56019,52,64,62,-2
9490,110,51,63,12
55562,12,78,87,9
12522,57,58,74,16
2229,24,71,89,18
43240,79,46,68,22
17319,3,44,82,38
17590,114,77,67,-10
54073,37,66,71,5
62668,95,72,71,-1
60488,113,51,93,42
68713,27,56,73,17
1370,29,51,88,37
8854,18,69,88,19
58618,107,43,83,40
28121,28,61,99,38
1135,75,69,99,30
30436,73,59,72,13
25761,45,69,82,13
14634,46,46,80,34
25124,0,64,86,22
50345,61,77,87,10
56069,8,46,77,31
34447,99,61,86,25
19381,44,70,84,14
28034,81,48,62,14
25269,18,41,89,48
47420,1,47,72,25
40612,62,42,86,44
40143,92,49,92,43
31013,12,57,83,26
12530,19,67,72,5
1894,81,77,93,16
54991,6,41,70,29
46332,26,44,98,54
63428,64,45,64,19
25697,60,69,63,-6
32582,43,68,74,6
26681,113,57,69,12
26668,88,66,61,-5
4479,118,53,70,17
38564,23,48,81,33
68951,118,50,86,36
52491,78,76,88,12
39235,101,73,92,19
60370,9,76,73,-3
57443,116,57,93,36
68023,61,60,61,1
42913,96,56,61,5
2756,6,61,96,35
47913,42,61,96,35
59495,63,78,74,-4
16934,79,57,97,40
27878,23,75,74,-1
3678,28,40,94,54
28461,70,50,87,37
49633,49,49,93,44
59536,73,47,90,43
12988,110,48,71,23
13643,11,57,71,14
50176,84,73,68,-5
45313,31,72,95,23
56016,94,54,79,25
19988,28,66,92,26
26829,16,79,98,19
30780,23,50,78,28
41973,97,67,76,9
52391,118,72,60,-12
42114,16,44,94,50
48238,55,43,88,45
14357,73,77,73,-4
61007,44,45,76,31
61057,15,49,89,40
69427,37,71,95,24
43068,47,63,94,31
32346,6,57,63,6
38084,58,64,71,7
6701,69,40,91,51
19599,7,59,84,25
67802,43,56,62,6
45244,119,42,79,37
6652,22,47,82,35
24516,64,62,71,9
34790,11,73,60,-13
11372,103,41,78,37
68996,4,69,72,3
54166,62,49,95,46
69920,89,47,68,21
36014,27,74,83,9
3163,62,56,97,41
8751,32,69,93,24
12312,22,63,66,3
27606,111,63,95,32
69043,74,72,79,7
40060,0,70,68,-2
15187,62,63,80,17
35203,105,59,66,7
11447,11,79,75,-4
59067,97,75,93,18
46979,21,53,63,10
36783,3,60,93,33
61499,12,41,76,35
52688,23,52,77,25
16625,88,59,60,1
68516,99,46,71,25
53756,93,63,88,25
33050,41,60,76,16
44234,20,47,65,18
50804,83,74,93,19
45929,49,79,79,0
59351,78,47,65,18
4365,3,51,60,9
10245,17,64,71,7
378,20,45,60,15
28296,47,60,94,34
51451,76,72,62,-10
11949,108,49,83,34
67843,116,62,83,21
14810,16,78,62,-16
39555,73,56,87,31
22286,101,74,94,20
5782,0,70,82,12
54441,103,75,74,-1
16772,87,49,81,32
7815,109,70,72,2
8591,51,47,89,42
9387,48,77,87,10
23295,57,73,85,12
29567,78,79,64,-15
50959,27,52,88,36
52014,27,41,73,32
19359,111,64,76,12
28611,48,54,83,29
37384,63,57,76,19
8056,20,42,87,45
25496,20,44,72,28
21249,36,57,72,15
63666,55,53,98,45
67183,79,65,66,1
773,26,59,90,31
30160,38,63,73,10
61384,114,65,86,21
38074,81,45,86,41
24451,40,65,80,15
58804,45,59,85,26
28423,32,60,78,18
52180,22,42,90,48
40833,105,56,97,41
44992,103,68,89,21
21267,40,57,96,39
66217,38,74,83,9
35773,102,79,87,8
53350,39,55,88,33
68807,119,51,79,28
24883,29,68,77,9
17173,12,53,93,40
450,72,75,73,-2
27562,93,52,69,17
3550,75,71,79,8
46660,106,73,99,26
49744,100,46,87,41
26794,74,59,70,11
15918,43,50,94,44
2518,32,46,62,16
28865,13,42,67,25
59689,104,46,72,26
49901,27,52,95,43
65368,13,49,73,24
33267,36,71,70,-1
42395,58,45,87,42
62022,68,56,71,15
65768,66,77,68,-9
42786,99,56,90,34
5336,5,53,87,34
11991,45,72,89,17
9835,42,68,67,-1
55439,95,63,79,16
7279,75,63,91,28
58424,11,63,98,35
40810,65,40,72,32
44971,92,67,62,-5
3640,57,74,85,11
54266,14,56,80,24
12379,92,63,67,4
2120,72,79,88,9
39544,70,79,86,7
8081,59,59,78,19
31932,1,54,70,16
47473,13,68,73,5
3013,36,67,80,13
55403,10,78,67,-11
32391,28,58,75,17
57282,50,52,62,10
6368,9,61,95,34
62232,11,78,71,-7
6484,115,61,86,25
32687,37,41,81,40
50289,88,57,67,10
46124,84,78,78,0
29034,65,45,80,35
10113,56,65,70,5
12987,78,47,87,40
175,104,72,60,-12
33953,79,71,60,-11
61942,82,76,62,-14
21470,5,73,88,15
49106,44,45,64,19
62375,3,77,82,5
14390,96,47,87,40
36488,95,48,65,17
34129,51,43,87,44
32387,22,66,69,3
18651,26,68,85,17
67277,72,79,73,-6
34896,66,41,84,43
59431,13,63,63,0
32898,115,76,67,-9
32313,61,63,72,9
62014,98,53,94,41
57058,77,46,83,37
21007,30,44,99,55
17198,108,67,61,-6
18469,41,56,72,16
19804,113,54,93,39
64816,13,72,97,25
18825,11,78,93,15
5372,119,70,84,14
56042,96,41,91,50
6301,87,50,64,14
22800,62,48,70,22
62999,85,40,86,46
61606,10,52,87,35
5530,72,42,75,33
58745,66,77,73,-4
61406,37,60,81,21
64482,56,52,81,29
53938,2,74,85,11
15378,51,68,79,11
36483,52,71,84,13
50641,29,50,90,40
34683,25,60,98,38
43638,32,69,98,29
41383,90,72,83,11
8896,38,79,74,-5
60157,31,65,60,-5
62608,70,64,67,3
62615,73,79,77,-2
31200,19,70,75,5
16677,7,73,86,13
37102,88,62,96,34
8839,56,62,84,22
44722,33,58,76,18
63590,109,45,81,36
39885,93,43,69,26
53471,72,70,75,5
15498,63,76,90,14
45617,9,54,81,27
28744,31,72,71,-1
51048,107,64,77,13
1673,71,62,90,28
41438,58,67,66,-1
19872,21,77,98,21
61628,1,61,60,-1
10410,54,75,66,-9
26377,61,44,92,48
17524,114,58,79,21
36042,21,77,97,20
35232,19,56,79,23
66277,17,49,78,29
36420,50,57,72,15
26436,48,73,68,-5
49133,47,79,94,15
56215,6,41,75,34
30279,23,73,99,26
30857,50,52,91,39
67913,45,52,65,13
59260,118,49,96,47
13326,63,68,87,19
30365,91,72,72,0
10585,118,49,61,12
16092,73,56,72,16
46481,36,60,62,2
6259,49,57,68,11
15946,114,69,88,19
5956,5,56,73,17
1214,100,71,63,-8
26855,84,66,67,1
20288,64,49,81,32
5531,37,45,84,39
52975,45,57,67,10
22472,32,59,61,2
30988,17,47,72,25
31212,116,77,72,-5
57451,57,55,70,15
63997,84,44,64,20
36717,35,68,82,14
16549,65,76,87,11
7698,14,54,75,21
59377,26,66,86,20
35559,32,77,98,21
39708,37,70,86,16
11227,31,67,71,4
2887,43,57,86,29
20634,114,72,80,8
8826,59,76,98,22
28993,55,58,94,36
49015,64,71,90,19
49740,57,54,81,27
42924,81,63,68,5
42420,17,57,79,22
5091,15,50,89,39
30553,40,64,70,6
53897,64,74,66,-8
60695,75,77,82,5
56275,24,59,80,21
44218,32,59,98,39
68696,64,78,60,-18
42503,42,56,78,22
8745,108,45,61,16
28600,51,43,85,42
16046,4,56,81,25
24267,31,63,98,35
24850,10,43,66,23
18967,53,62,69,7
25641,98,66,91,25
35302,76,45,72,27
9613,116,49,69,20
15108,69,56,94,38
53007,32,42,96,54
46642,53,53,76,23
23252,92,75,78,3
41305,46,74,77,3
12133,6,61,97,36
21531,12,50,93,43
3124,43,52,88,36
62407,105,71,75,4
34882,50,61,85,24
51831,25,54,84,30
60034,68,67,98,31
37225,5,79,61,-18
45576,50,47,77,30
5165,31,59,65,6
39584,113,59,79,20
3377,33,73,64,-9
38673,118,53,98,45
57413,88,75,78,3
20133,32,46,88,42
48741,90,77,91,14
54524,74,70,98,28
34005,75,51,99,48
11090,74,53,61,8
2006,42,57,64,7
45137,100,60,99,39
917,96,74,98,24
50993,46,54,90,36
47625,39,79,84,5
61814,111,60,98,38
52766,2,45,71,26
59893,15,68,85,17
56172,24,58,68,10
15458,61,77,63,-14
57409,55,51,86,35
43173,22,54,70,16
15908,59,56,79,23
2446,101,47,68,21
13921,15,51,82,31
29739,94,69,79,10
49743,108,50,71,21
29625,10,43,92,49
11723,62,79,78,-1
54674,68,75,74,-1
5788,98,64,73,9
32396,19,41,69,28
24426,57,56,80,24
62626,117,55,89,34
36839,26,73,60,-13
69125,43,67,82,15
22202,0,57,99,42
42695,119,78,77,-1
32061,78,60,98,38
9970,114,48,67,19
53430,27,47,61,14
32603,17,40,88,48
28929,119,71,66,-5
65513,96,76,97,21
49695,73,52,73,21
41247,12,40,83,43
58549,45,56,99,43
28687,12,49,66,17
2697,70,41,94,53
26935,99,77,68,-9
46395,42,72,68,-4
4024,62,69,72,3
69910,101,75,77,2
32606,3,77,95,18
41591,78,55,89,34
9780,108,44,63,19
33029,22,77,60,-17
36303,58,74,61,-13
54726,90,47,74,27
48754,62,76,97,21
65952,95,51,99,48
58348,49,59,96,37
36678,91,49,75,26
10443,51,60,69,9
36671,94,61,60,-1
5936,47,77,89,12
68243,84,71,62,-9
42206,43,53,82,29
25070,71,51,91,40
28115,92,79,77,-2
66332,67,64,76,12
41121,49,47,86,39
5563,73,42,85,43
55008,32,76,70,-6
68610,19,66,67,1
42459,93,77,63,-14
58078,41,64,86,22
21398,68,75,98,23
3403,8,70,72,2
13944,108,63,61,-2
21502,56,45,78,33
39563,24,41,94,53
53975,15,69,99,30
40313,20,47,81,34
28889,3,55,89,34
46751,71,74,84,10
15993,43,63,87,24
44003,116,55,67,12
740,67,74,97,23
4599,30,54,97,43
62919,81,53,60,7
36141,111,66,78,12
32454,39,75,76,1
11943,28,63,69,6
5749,37,76,85,9
46665,21,54,79,25
63021,94,54,76,22
3810,111,70,93,23
53392,77,63,94,31
33260,103,48,70,22
50544,15,52,96,44
46832,55,53,82,29
44713,45,50,82,32
55289,39,45,92,47
37612,47,57,67,10
37158,85,51,87,36
24122,114,73,83,10
10718,101,64,88,24
67841,92,54,78,24
7057,16,78,66,-12
61842,103,77,97,20
6355,113,44,86,42
55557,107,79,81,2
17636,2,61,72,11
22844,76,75,68,-7
20303,107,49,87,38
11138,95,51,83,32
17224,64,58,71,13
65330,40,79,81,2
94,31,40,63,23
68469,8,60,82,22
27667,113,41,60,19
46785,24,58,60,2
16432,110,58,96,38
43149,41,69,90,21
20584,110,62,81,19
44097,45,43,69,26
56603,55,44,97,53
49092,86,52,93,41
22455,49,76,95,19
31360,9,66,76,10
34215,9,52,75,23
36573,115,69,75,6
63676,81,48,86,38
6418,63,59,91,32
11197,20,68,86,18
10764,73,46,84,38
19352,100,41,69,28
59561,72,48,68,20
47012,107,49,81,32
45875,76,74,94,20
47203,27,71,74,3
15801,49,56,90,34
60196,74,46,81,35
59081,62,74,94,20
53410,60,62,74,12
66288,43,50,99,49
8640,105,45,84,39
33655,95,61,84,23
10758,58,73,79,6
30320,107,50,73,23
23060,11,62,82,20
53933,115,63,97,34
18915,2,67,71,4
40269,22,62,82,20
34422,40,78,97,19
29186,29,52,83,31
7625,69,79,96,17
6825,7,42,79,37
4717,107,73,70,-3
53978,42,51,91,40
4447,41,43,76,33
57100,49,70,83,13
17858,65,73,70,-3
54330,111,77,82,5
44827,6,40,71,31
35248,52,51,88,37
17185,29,43,66,23
8244,34,77,75,-2
3638,20,78,60,-18
52874,39,51,71,20
37528,33,40,61,21
55066,59,75,74,-1
41274,68,51,72,21
53497,36,64,99,35
64965,16,50,90,40
18360,57,48,84,36
53627,18,45,60,15
61310,97,51,76,25
25313,110,45,91,46
37447,77,47,83,36
60880,27,46,64,18
25891,54,44,69,25
16878,106,77,89,12
51594,25,79,96,17
4366,0,61,98,37
5972,65,61,82,21
16624,40,44,71,27
37504,9,62,81,19
60737,50,62,91,29
6022,34,72,67,-5
63429,16,78,65,-13
3928,80,65,62,-3
20082,42,77,68,-9
66694,96,57,86,29
52027,2,40,68,28
41779,54,42,94,52
44238,69,40,61,21
705,81,73,63,-10
17448,64,56,83,27
38965,14,40,67,27
3254,38,44,93,49
39897,119,74,70,-4
62136,80,53,82,29
13571,13,61,67,6
55894,70,60,79,19
24238,43,76,86,10
12471,86,75,79,4
28436,0,50,93,43
21948,8,49,71,22
64459,26,79,80,1
11994,87,75,99,24
66615,98,77,96,19
52968,26,52,84,32
38587,115,68,93,25
68759,6,48,94,46
18836,83,65,75,10
20699,18,62,99,37
63434,44,70,69,-1
66319,87,59,94,35
3152,68,62,64,2
38462,74,75,63,-12
42342,37,77,93,16
12522,60,59,75,16
51194,79,40,71,31
10401,42,73,90,17
52967,81,70,99,29
36739,95,46,91,45
15223,104,62,74,12
10576,51,47,74,27
57712,3,58,69,11
22762,84,53,81,28
21376,79,46,67,21
26511,60,43,86,43
36922,84,67,63,-4
2134,77,54,61,7
8714,29,60,94,34
4786,91,44,95,51
12870,114,52,97,45
47677,36,41,61,20
42186,75,68,81,13
31396,2,70,63,-7
53667,82,50,74,24
11531,34,58,99,41
38928,26,77,75,-2
27253,82,63,73,10
63685,37,46,67,21
19752,90,53,76,23
27807,85,75,67,-8
40183,84,43,98,55
59121,65,75,71,-4
4142,77,57,75,18
62704,94,65,70,5
9552,19,68,65,-3
52486,115,44,69,25
5909,57,43,93,50
28648,115,78,66,-12
29649,12,66,67,1
67965,34,76,77,1
41718,59,51,65,14
69065,58,63,79,16
33177,115,44,95,51
23728,47,48,89,41
25778,52,52,77,25
57046,75,68,66,-2
27366,48,73,60,-13
41274,32,68,78,10
34014,96,62,67,5
46658,22,68,96,28
64454,16,55,77,22
36728,24,66,93,27
60301,62,45,63,18
48806,42,42,71,29
31591,28,55,60,5
20794,94,53,97,44
57176,47,68,64,-4
21306,71,67,98,31
1496,112,71,60,-11
34455,80,61,92,31
12376,52,69,74,5
50691,55,54,84,30
10679,93,47,79,32
34199,72,75,93,18
2703,20,47,69,22
8577,100,49,80,31
69180,83,48,81,33
68963,12,45,60,15
19909,32,70,98,28
6975,77,43,93,50
47585,44,62,70,8
66589,12,59,94,35
462,75,70,85,15
42625,83,62,94,32
66282,49,48,61,13
60354,86,61,86,25
41673,87,46,86,40
37999,119,70,61,-9
48263,35,57,88,31
62965,108,54,80,26
45398,95,44,65,21
52585,88,74,73,-1
9841,29,57,60,3
64719,111,56,97,41
19259,114,72,92,20
7489,91,41,70,29
32593,105,45,73,28
65037,60,74,91,17
53490,93,53,72,19
48258,93,41,60,19
49833,31,55,68,13
40615,112,78,65,-13
11786,61,71,78,7
3882,2,53,61,8
8927,95,52,86,34
3526,23,70,85,15
30944,78,48,70,22
64541,6,44,81,37
63972,16,71,67,-4
16984,109,77,91,14
13530,24,56,84,28
29206,118,69,64,-5
7724,55,65,97,32
28076,116,58,98,40
29998,23,46,61,15
60888,40,66,70,4
20926,99,68,64,-4
57462,107,45,64,19
37840,117,76,62,-14
21028,108,63,73,10
4338,68,54,98,44
64383,5,44,94,50
3113,86,52,92,40
29220,43,48,62,14
12518,82,54,87,33
47433,88,50,73,23
43109,61,76,70,-6
15045,30,72,75,3
57856,17,66,85,19
44024,93,40,61,21
46850,97,77,87,10
46146,13,63,85,22
40722,2,77,85,8
26253,35,49,89,40
36227,68,45,96,51
66940,54,74,60,-14
20036,68,46,77,31
28067,58,43,89,46
25494,31,68,88,20
16984,88,53,79,26
35192,93,74,82,8
13540,5,44,83,39
34956,102,40,83,43
66170,39,45,96,51
54459,63,42,78,36
3943,76,51,96,45
35797,37,75,78,3
50217,52,76,72,-4
27168,11,74,85,11
48274,85,40,87,47
44113,51,47,92,45
21026,58,50,74,24
47628,109,66,64,-2
25961,56,79,81,2
46742,51,79,91,12
50003,85,51,74,23
4101,21,56,67,11
9786,67,69,92,23
56367,71,71,72,1
25844,96,64,99,35
24228,39,43,94,51
4382,46,44,71,27
60477,118,47,64,17
581,97,64,76,12
23503,49,54,84,30
34047,107,54,79,25
69079,31,50,75,25
58569,73,71,89,18
39345,82,44,89,45
62416,2,49,78,29
64648,47,64,91,27
51084,55,49,61,12
14811,79,48,92,44
15190,28,41,98,57
69577,89,53,91,38
55687,117,64,83,19
59685,104,52,79,27
15702,50,55,82,27
61300,48,57,72,15
56713,89,40,68,28
50671,80,64,79,15
5289,37,47,84,37
64770,75,70,86,16
60591,56,48,62,14
65546,93,50,80,30
41423,2,45,79,34
43434,99,52,71,19
55481,101,51,89,38
32845,86,55,69,14
32189,113,74,71,-3
16153,119,42,78,36
10680,92,76,61,-15
6184,70,71,62,-9
18638,99,59,72,13
20596,36,76,76,0
5466,28,72,92,20
6111,112,59,76,17
4236,14,61,64,3
46953,96,73,60,-13
11517,26,41,73,32
56689,24,49,86,37
62113,64,43,76,33
6055,3,66,96,30
30709,12,62,77,15
37099,67,69,86,17
26447,37,60,73,13
62448,119,54,77,23
18540,70,48,89,41
45577,114,69,96,27
35709,0,60,78,18
34925,71,47,75,28
22435,8,60,70,10
18585,56,44,72,28
23804,67,70,61,-9
57121,1,74,87,13
56481,12,50,80,30
59097,112,74,67,-7
63861,103,79,73,-6
54139,76,56,70,14
19603,8,63,76,13
3359,1,64,60,-4
25129,70,53,91,38
1202,32,62,72,10
18721,12,67,77,10
49037,36,51,63,12
55373,38,72,96,24
49593,99,71,98,27
26522,103,53,66,13
45732,2,47,69,22
9354,16,47,74,27
53855,60,53,84,31
7656,49,62,87,25
7850,119,40,68,28
33979,16,43,68,25
43649,38,41,86,45
33892,70,50,93,43
16320,84,74,87,13
52987,37,62,74,12
63413,99,68,79,11
46846,14,62,70,8
67453,94,40,61,21
40709,86,49,76,27
29247,71,54,61,7
69057,115,61,81,20
33059,118,49,90,41
24912,49,65,87,22
69553,104,78,75,-3
40538,111,49,93,44
5413,97,42,87,45
14057,55,70,74,4
36943,118,73,61,-12
19234,98,55,92,37
36899,50,78,62,-16
18297,119,54,89,35
41726,113,56,85,29
19350,3,71,90,19
13456,36,67,85,18
54493,117,41,62,21
18543,48,44,92,48
17808,80,66,72,6
59988,100,44,70,26
13763,18,65,78,13
23266,74,41,67,26
24971,70,63,98,35
67878,108,50,73,23
24717,10,72,76,4
34719,111,67,63,-4
14779,61,73,95,22
36502,108,45,60,15
27305,86,42,97,55
3957,102,41,76,35
52514,40,44,98,54
15166,39,60,77,17
61940,29,66,86,20
8735,1,46,65,19
66919,29,63,99,36
52832,29,48,61,13
59191,78,65,70,5
66885,100,48,63,15
30417,27,73,64,-9
18776,107,58,84,26
31565,21,44,71,27
13349,60,40,87,47
32021,39,74,91,17
14266,19,47,72,25
21806,15,56,60,4
35974,114,63,66,3
26844,70,69,88,19
44395,55,52,89,37
58720,91,41,88,47
42485,46,42,73,31
4433,28,75,66,-9
29665,94,63,89,26
12298,56,66,74,8
12041,5,68,88,20
8806,41,46,73,27
10006,119,44,98,54
5353,95,40,91,51
61813,20,50,80,30
16665,56,61,91,30
50652,6,51,94,43
49447,62,66,89,23
11691,71,73,89,16
12451,115,60,85,25
10380,92,67,81,14
7575,56,54,98,44
16939,52,44,86,42
18643,101,44,90,46
6800,55,68,98,30
43296,84,56,84,28
35437,53,62,92,30
56578,6,48,95,47
7314,50,45,77,32
40683,112,56,72,16
57347,36,77,90,13
9069,37,78,60,-18
20408,75,75,71,-4
47409,56,43,75,32
2967,43,60,67,7
55059,107,44,94,50
64382,71,54,82,28
21554,78,43,88,45
39578,60,56,91,35
10935,25,40,78,38
15887,69,46,95,49
312,110,60,94,34
60378,90,60,96,36
61184,95,41,87,46
17881,3,42,84,42
42474,2,73,82,9
4016,59,67,77,10
19313,11,61,96,35
28038,28,61,70,9
12964,4,60,89,29
52645,37,61,99,38
47279,70,58,66,8
53463,109,52,79,27
18780,5,78,91,13
18189,66,70,61,-9
66529,12,71,72,1
58686,28,72,86,14
35562,40,60,98,38
37005,66,47,97,50
16364,38,51,93,42
23193,38,60,80,20
68036,78,59,96,37
5234,90,47,71,24
38229,54,61,92,31
22986,96,72,87,15
17920,74,58,69,11
20511,90,52,67,15
34790,15,64,88,24
57415,56,78,82,4
10917,12,69,81,12
31154,17,70,68,-2
11642,100,40,64,24
42887,17,55,93,38
2248,50,49,71,22
18501,74,65,94,29
12206,115,62,93,31
66139,13,63,62,-1
22865,84,78,81,3
35573,63,44,76,32
58568,5,65,60,-5
61574,77,74,86,12
56351,44,47,68,21
8179,17,43,84,41
13876,6,72,60,-12
48949,31,59,74,15
20542,66,48,88,40
35628,7,71,65,-6
57218,110,46,83,37
41370,115,59,80,21
67324,60,58,92,34
6737,71,55,81,26
19848,26,66,80,14
23127,21,69,86,17
60059,77,56,61,5
34809,21,52,94,42
39218,79,43,72,29
33847,91,46,90,44
63656,67,79,92,13
16885,0,75,72,-3
65622,33,68,70,2
36433,74,53,97,44
33582,86,55,63,8
43775,90,77,88,11
64241,97,63,94,31
45743,107,58,87,29
26631,5,48,78,30
12016,62,76,79,3
11797,119,55,73,18
50865,40,79,80,1
34188,69,58,70,12
12781,15,61,74,13
13616,83,40,65,25
31197,109,64,73,9
61105,46,52,78,26
50064,99,67,64,-3
45977,21,69,90,21
52264,32,50,88,38
62817,110,73,64,-9
12139,34,50,71,21
30986,99,48,87,39
16784,29,68,84,16
50122,43,57,64,7
63214,14,45,86,41
31284,64,40,61,21
66462,88,67,80,13
945,63,65,70,5
59299,63,73,62,-11
20767,65,55,73,18
69907,54,63,84,21
17192,102,51,99,48
54655,102,76,79,3
65292,88,75,60,-15
19541,87,74,76,2
3041,87,74,65,-9
15750,83,45,69,24
44066,65,46,93,47
11150,1,49,73,24
30925,8,54,87,33
9805,95,75,85,10
25374,87,72,74,2
5706,46,77,75,-2
3964,39,49,62,13
67677,37,67,91,24
55286,45,46,74,28
31117,111,51,81,30
14469,17,60,63,3
3325,85,79,91,12
25071,95,67,90,23
49037,83,60,81,21
48305,81,41,91,50
61061,114,70,85,15
28334,81,42,93,51
9210,7,68,96,28
15391,100,61,79,18
19748,51,57,92,35
4974,3,70,90,20
47593,112,53,73,20
67486,11,59,83,24
46009,31,72,95,23
10204,7,76,91,15
69229,15,47,89,42
63125,43,47,74,27
19862,77,68,74,6
14269,112,50,75,25
65866,113,47,60,13
12953,109,71,69,-2
18586,73,78,65,-13
38284,108,72,60,-12
4292,102,79,70,-9
29376,93,50,81,31
7229,89,40,66,26
7066,97,52,84,32
42031,96,66,65,-1
60313,39,41,72,31
38046,108,47,61,14
39100,54,51,68,17
18748,95,73,75,2
7580,3,45,85,40
2818,53,78,77,-1
18944,14,66,80,14
13946,68,56,86,30
45935,57,51,71,20
48431,95,58,76,18
44465,22,46,90,44
54866,37,45,83,38
4294,40,74,60,-14
21966,107,50,81,31
25322,86,74,77,3
59550,80,68,72,4
50116,91,51,89,38
43549,97,58,89,31
5884,22,65,67,2
34047,107,57,68,11
9555,91,73,93,20
63357,73,45,88,43
68195,87,40,91,51
59335,20,59,82,23
54005,44,53,62,9
6946,103,77,81,4
51575,30,71,83,12
45677,23,61,78,17
25041,30,78,77,-1
829,84,58,99,41
23116,69,41,90,49
59891,90,73,63,-10
60445,41,74,79,5
53592,104,51,70,19
60513,10,60,91,31
44764,64,46,60,14
40815,50,55,64,9
14579,56,61,75,14
26392,109,70,86,16
57747,101,71,68,-3
29644,32,73,68,-5
1538,107,77,85,8
11886,38,72,60,-12
35414,64,48,92,44
27233,44,78,97,19
62451,45,56,94,38
69641,58,67,73,6
7706,74,47,62,15
43529,75,62,82,20
3441,91,42,95,53
63207,78,40,97,57
23062,92,66,81,15
28075,4,43,89,46
34795,24,74,98,24
2970,99,63,73,10
61262,64,47,87,40
50018,109,41,93,52
60857,62,43,84,41
63698,26,53,70,17
7035,104,65,61,-4
26651,104,61,74,13
45051,61,70,80,10
30977,36,41,81,40
66527,64,77,61,-16
33314,85,42,92,50
43933,113,79,67,-12
38440,58,41,91,50
21013,23,49,61,12
49421,39,41,78,37
22966,17,54,64,10
14370,34,58,87,29
62451,113,49,76,27
12047,6,61,79,18
13398,57,72,93,21
68472,7,78,61,-17
50756,71,73,80,7
67155,59,44,84,40
32071,52,75,65,-10
35222,75,50,67,17
32978,67,76,71,-5
27648,4,77,82,5
35168,53,77,66,-11
8869,88,64,67,3
25760,38,71,96,25
38008,45,76,83,7
60372,65,71,60,-11
45664,57,50,74,24
1085,28,78,88,10
36748,51,45,64,19
29365,88,68,86,18
23721,82,79,89,10
7479,108,60,75,15
56616,72,52,93,41
15412,56,56,77,21
60752,102,42,65,23
44937,72,71,68,-3
15540,102,62,77,15
61040,42,42,96,54
21146,13,54,89,35
41801,34,70,60,-10
34489,72,42,60,18
46352,19,69,63,-6
64023,35,51,71,20
67492,64,47,97,50
58566,93,43,98,55
46818,59,55,84,29
39532,92,69,64,-5
52376,66,46,69,23
48859,11,46,65,19
26641,22,40,99,59
13970,84,51,86,35
66653,32,75,73,-2
35949,86,75,71,-4
3009,7,71,98,27
39380,66,42,81,39
20690,51,56,97,41
42651,21,43,93,50
35354,36,62,74,12
42752,80,44,87,43
34250,106,54,99,45
67802,90,64,61,-3
55076,39,44,79,35
67853,37,49,73,24
5669,78,69,80,11
26489,51,66,70,4
48458,114,73,65,-8
62520,58,67,62,-5
27926,98,44,88,44
60524,68,60,82,22
22525,3,50,85,35
17801,19,66,86,20
21814,41,49,91,42
3906,48,70,61,-9
38473,71,67,81,14
65790,24,49,74,25
15186,117,62,93,31
43500,45,43,94,51
1687,13,59,81,22
63289,113,77,71,-6
49408,54,49,93,44
52457,100,54,66,12
2798,26,74,69,-5
39442,66,45,61,16
36703,88,68,64,-4
45336,26,69,73,4
51046,100,60,93,33
18346,81,64,89,25
61595,97,60,77,17
9439,63,46,85,39
35130,109,59,94,35
60785,57,55,65,10
64366,37,40,95,55
43969,22,43,98,55
36281,15,78,76,-2
38491,13,76,91,15
18789,62,45,66,21
52924,19,63,68,5
68423,41,62,72,10
53217,75,71,64,-7
46245,19,49,72,23
45475,69,68,90,22
60535,11,77,68,-9
50551,106,40,87,47
10115,43,63,81,18
25304,13,79,89,10
9765,103,66,61,-5
14006,102,46,90,44
28966,102,77,61,-16
9151,0,40,74,34
48499,88,56,66,10
12932,96,43,69,26
30902,100,58,70,12
18705,40,63,60,-3
20890,71,52,77,25
54027,93,62,83,21
38494,90,66,75,9
60352,3,50,89,39
17505,74,64,85,21
63676,78,43,85,42
32826,13,55,74,19
63585,15,40,87,47
61532,1,56,70,14
57637,102,49,70,21
64233,41,51,83,32
65647,109,75,62,-13
22906,6,46,70,24
14429,53,41,91,50
11861,70,60,73,13
14298,63,59,67,8
15322,11,53,77,24
63047,64,53,91,38
50252,84,44,81,37
30076,47,62,62,0
56496,84,61,67,6
16082,111,68,85,17
55938,54,47,76,29
6429,59,74,95,21
50566,29,52,85,33
4572,50,59,67,8
14690,91,67,75,8
28915,101,46,65,19
16658,40,45,95,50
61783,109,56,67,11
63960,61,63,66,3
37714,67,59,78,19
