employee_id,remote_days_per_month,performance_score,work_life_balance_score,remote_suitability
23012,21,81,3,Low
3811,14,92,3,Low
22619,5,64,2,Low
28745,7,66,5,Low
51973,14,91,3,Low
59194,1,88,4,High
37543,4,89,5,High
47444,16,53,4,Low
86066,7,83,2,Low
46165,16,80,5,High
2686,3,62,5,Low
23396,17,56,1,Low
71122,2,96,3,Low
31279,16,96,5,High
46966,19,51,3,Low
54996,18,90,5,High
28056,9,52,2,Low
7536,4,78,5,High
15377,15,50,1,Low
39338,11,72,4,High
73553,8,63,5,Low
45948,7,51,5,Low
42916,11,51,4,Low
75539,20,94,1,Low
25056,4,65,3,Low
39433,21,50,1,Low
63960,2,97,5,High
27261,14,51,2,Low
18760,9,56,1,Low
58276,5,65,5,Low
26968,10,96,2,Low
78101,10,63,2,Low
14980,8,84,3,Low
60650,20,69,4,Low
7978,11,73,5,High
80923,13,90,3,Low
53825,15,85,2,Low
31779,9,67,2,Low
49831,7,69,2,Low
77358,8,54,2,Low
25072,12,86,3,Low
21589,5,55,3,Low
88512,10,96,5,High
55446,15,80,3,Low
85421,6,81,1,Low
65012,17,57,5,Low
20374,21,98,4,High
36075,9,53,2,Low
57868,10,80,3,Low
2672,4,67,2,Low
39359,20,89,2,Low
44688,8,91,3,Low
84323,21,79,1,Low
7906,1,63,1,Low
65925,1,56,3,Low
27282,19,64,1,Low
76835,4,88,3,Low
80927,6,85,2,Low
48055,12,86,1,Low
73775,0,79,3,Low
41148,17,98,2,Low
11529,13,58,4,Low
29303,9,57,4,Low
45817,4,73,4,High
53036,17,60,4,Low
43303,20,67,5,Low
27053,6,91,2,Low
89360,13,79,1,Low
85065,10,66,2,Low
67038,7,68,4,Low
82120,0,78,3,Low
38120,20,51,2,Low
12795,2,77,3,Low
18090,11,57,2,Low
77701,17,94,2,Low
54105,7,58,4,Low
11451,8,80,5,High
69053,4,79,4,High
82693,6,95,1,Low
10691,19,76,2,Low
56242,7,98,4,High
10760,15,51,3,Low
62323,7,84,2,Low
63795,13,79,1,Low
15282,8,61,2,Low
48241,10,60,1,Low
15884,6,53,5,Low
54324,1,85,1,Low
5941,21,70,5,Low
223,18,76,4,High
27112,10,62,5,Low
29445,11,73,1,Low
56598,12,81,3,Low
24855,15,97,3,Low
81664,0,53,2,Low
37706,5,80,3,Low
44151,6,97,4,High
3232,8,71,2,Low
34438,0,69,1,Low
59670,7,69,2,Low
87980,12,84,2,Low
58884,2,72,1,Low
83766,12,74,2,Low
1510,0,68,1,Low
40733,21,77,1,Low
16959,12,69,1,Low
77156,4,73,2,Low
79382,21,96,5,High
70288,8,64,2,Low
18116,9,65,1,Low
76268,6,77,2,Low
77318,18,85,1,Low
51555,7,62,3,Low
38942,16,69,5,Low
62992,19,69,3,Low
34377,2,92,3,Low
85124,0,89,2,Low
3049,12,84,1,Low
71006,18,82,5,High
5331,18,64,4,Low
27302,16,96,4,High
77040,17,87,3,Low
61583,18,77,2,Low
27609,21,52,1,Low
23083,12,99,5,High
71018,8,83,2,Low
32985,15,94,2,Low
60439,11,76,3,Low
59652,14,83,5,High
8935,9,89,5,High
18247,5,62,1,Low
5372,11,56,3,Low
76930,17,64,5,Low
39940,13,89,5,High
40700,13,92,3,Low
88725,1,50,5,Low
74734,16,89,1,Low
34948,3,66,1,Low
47554,15,57,1,Low
52817,11,56,1,Low
86966,15,57,5,Low
25749,6,51,3,Low
24289,15,92,5,High
33136,1,53,5,Low
48649,2,80,3,Low
7643,2,86,1,Low
43564,12,90,4,High
12350,4,87,1,Low
18152,21,78,4,High
54766,5,81,5,High
52247,8,78,3,Low
83368,8,63,4,Low
50325,18,56,2,Low
20680,1,73,3,Low
75900,0,51,4,Low
42210,6,77,3,Low
35653,8,82,1,Low
49875,14,50,5,Low
60962,19,90,4,High
47781,19,62,2,Low
23116,15,78,5,High
21729,10,54,3,Low
44709,10,51,1,Low
76226,15,86,1,Low
29554,10,66,4,Low
30232,10,64,5,Low
82714,3,79,2,Low
24960,4,73,4,High
83922,17,52,4,Low
63345,8,59,3,Low
51052,15,65,3,Low
47421,8,90,5,High
33852,14,73,2,Low
85096,8,59,3,Low
51431,8,95,2,Low
88120,9,68,5,Low
86565,6,59,4,Low
46628,1,80,2,Low
54851,0,96,2,Low
22767,4,82,2,Low
87988,15,52,2,Low
21613,20,80,3,Low
58176,15,71,2,Low
11050,15,85,4,High
48523,10,72,3,Low
12593,1,97,5,High
80705,15,62,4,Low
44922,2,94,5,High
21448,2,62,1,Low
62571,20,53,2,Low
63656,8,98,4,High
61431,2,93,3,Low
12528,10,86,1,Low
14153,10,57,3,Low
21269,5,50,4,Low
69525,2,67,4,Low
79402,19,92,5,High
1965,7,90,5,High
71048,2,81,5,High
42859,6,74,3,Low
13566,8,51,1,Low
33924,7,74,4,High
24039,11,75,3,Low
34724,4,89,2,Low
50657,3,71,2,Low
30188,7,96,5,High
18681,8,59,3,Low
8120,15,67,3,Low
16450,8,61,3,Low
1434,8,99,2,Low
16627,8,83,3,Low
74382,10,65,1,Low
1441,1,59,4,Low
45752,20,73,1,Low
28401,3,89,3,Low
38046,14,73,4,High
30977,15,98,4,High
73947,8,81,5,High
30336,0,55,5,Low
46222,20,77,1,Low
81144,6,98,1,Low
72250,12,69,4,Low
71512,4,65,2,Low
24507,10,65,4,Low
9148,21,87,2,Low
3607,13,87,2,Low
55894,20,58,3,Low
68562,13,73,2,Low
9467,9,73,5,High
22904,0,50,4,Low
81159,13,58,3,Low
29715,4,88,1,Low
55681,4,65,1,Low
19230,4,63,3,Low
33969,8,57,3,Low
11856,14,90,1,Low
15910,10,90,2,Low
10508,16,50,5,Low
45579,5,81,2,Low
64183,5,88,3,Low
55921,12,55,4,Low
73487,9,61,4,Low
24264,6,64,3,Low
79496,15,98,1,Low
10440,2,95,3,Low
21504,20,85,5,High
23919,10,90,4,High
35987,15,95,5,High
79324,21,92,4,High
34122,7,62,3,Low
3873,1,88,5,High
68118,6,57,5,Low
85978,0,61,1,Low
42437,3,64,4,Low
10316,17,61,5,Low
13101,18,61,1,Low
66970,8,89,1,Low
72320,0,99,3,Low
61312,12,79,2,Low
73540,12,85,2,Low
78478,16,70,2,Low
16575,7,76,3,Low
52766,11,95,4,High
72588,19,76,1,Low
31562,7,79,1,Low
6855,12,85,2,Low
40934,5,80,2,Low
23611,4,68,1,Low
87799,9,90,2,Low
4316,6,59,4,Low
51251,15,89,5,High
80260,11,80,4,High
74738,2,51,2,Low
23253,19,65,3,Low
75550,14,72,5,High
29098,2,78,3,Low
46225,5,64,1,Low
54496,12,68,1,Low
69199,17,57,5,Low
36476,14,53,5,Low
43062,1,64,2,Low
28117,11,95,2,Low
37176,14,92,3,Low
44877,1,90,2,Low
80393,6,75,2,Low
30541,2,51,3,Low
17103,0,90,3,Low
22416,4,65,5,Low
43940,0,67,3,Low
57128,3,60,2,Low
30854,21,55,4,Low
87386,19,74,5,High
72400,0,97,3,Low
36515,13,93,4,High
2678,1,53,1,Low
61206,15,73,2,Low
41912,8,89,2,Low
43159,14,98,2,Low
5195,11,53,5,Low
88887,5,83,3,Low
14006,18,91,3,Low
73447,19,81,3,Low
64593,6,77,4,High
75659,10,55,2,Low
69083,14,96,2,Low
36961,15,93,4,High
19248,10,54,1,Low
70848,12,82,1,Low
3872,18,89,5,High
11884,10,56,1,Low
5208,1,67,5,Low
44759,13,56,4,Low
57721,21,54,2,Low
24122,7,92,2,Low
28548,16,55,2,Low
83152,7,65,2,Low
81495,7,55,4,Low
81586,15,95,2,Low
72204,15,85,5,High
26041,10,61,3,Low
56752,19,60,5,Low
51628,21,93,1,Low
53019,11,81,1,Low
60447,15,87,3,Low
87330,14,88,2,Low
48846,2,86,3,Low
40533,5,61,5,Low
59840,7,79,5,High
23663,20,81,4,High
2818,20,62,1,Low
63909,6,58,5,Low
86660,0,99,4,High
17134,17,87,2,Low
59240,13,71,1,Low
58984,18,76,3,Low
62549,20,55,5,Low
44751,21,83,4,High
61725,5,64,1,Low
22723,19,70,1,Low
70552,18,57,1,Low
66315,20,71,1,Low
71751,1,96,4,High
660,10,91,4,High
89497,19,77,4,High
23671,1,81,5,High
19089,0,98,1,Low
79449,4,81,5,High
41376,2,67,5,Low
54573,1,71,5,High
18569,1,50,4,Low
42681,19,60,4,Low
75997,2,74,2,Low
53314,15,83,1,Low
81963,21,59,4,Low
60264,13,80,3,Low
80698,10,90,2,Low
6449,12,65,1,Low
63932,9,95,1,Low
66148,12,88,5,High
72669,14,70,2,Low
16272,1,71,5,High
5502,2,66,5,Low
20819,11,64,3,Low
40855,1,73,1,Low
30079,9,99,4,High
5034,18,85,5,High
82013,0,72,5,High
76238,0,98,5,High
82214,16,64,3,Low
62375,3,96,5,High
68005,10,61,2,Low
24053,11,92,4,High
84061,9,63,2,Low
81219,13,63,5,Low
60407,20,74,3,Low
24025,18,73,2,Low
1205,12,70,4,Low
38878,16,71,3,Low
25084,6,84,5,High
84563,11,94,2,Low
82444,11,71,5,High
47020,1,75,1,Low
37738,3,61,5,Low
78066,21,68,3,Low
86065,3,61,3,Low
10008,9,59,5,Low
37042,4,72,4,High
85103,5,69,2,Low
67387,14,69,3,Low
25954,9,74,3,Low
69695,16,77,3,Low
46857,14,79,2,Low
74062,1,58,3,Low
64088,12,76,2,Low
85071,18,89,2,Low
59079,1,54,3,Low
41800,11,67,2,Low
9727,4,80,2,Low
39621,4,78,5,High
7780,15,67,4,Low
86184,11,78,4,High
3771,4,69,1,Low
9027,13,78,5,High
82365,11,62,5,Low
17389,13,72,2,Low
24907,7,72,4,High
34762,11,72,5,High
20746,14,92,1,Low
22300,7,81,4,High
43642,17,60,2,Low
51663,16,68,1,Low
81780,5,52,4,Low
2948,17,72,5,High
67621,6,76,4,High
81128,0,81,4,High
68276,5,71,4,High
4928,1,63,5,Low
3375,16,88,2,Low
42003,2,60,2,Low
61020,9,82,3,Low
28919,9,74,2,Low
64907,15,94,2,Low
2857,21,91,4,High
70710,7,70,1,Low
8226,20,93,1,Low
40190,15,78,4,High
60803,8,66,5,Low
3996,5,85,3,Low
45360,10,54,5,Low
49800,7,85,2,Low
69547,12,57,5,Low
35186,9,69,3,Low
28888,2,63,4,Low
45979,1,87,5,High
1815,14,91,1,Low
70216,6,81,1,Low
9009,0,84,2,Low
49147,12,58,3,Low
8693,16,84,5,High
67980,6,99,1,Low
78105,7,67,2,Low
20286,3,60,4,Low
664,21,67,4,Low
58830,10,82,1,Low
14792,10,59,5,Low
18727,12,92,2,Low
80397,14,58,3,Low
25064,18,73,3,Low
85161,10,53,2,Low
18693,10,66,2,Low
50179,15,50,1,Low
55122,15,72,3,Low
66383,14,83,4,High
85724,18,91,5,High
67766,20,51,4,Low
63384,4,54,4,Low
4109,16,97,5,High
27532,17,92,3,Low
20995,18,97,1,Low
65401,7,72,5,High
12357,0,65,1,Low
81618,4,93,2,Low
59471,19,88,4,High
70272,19,50,5,Low
30789,16,91,1,Low
13774,18,51,2,Low
21587,21,91,4,High
84342,21,67,1,Low
67802,6,52,1,Low
17964,19,77,1,Low
7707,18,99,4,High
23605,10,80,3,Low
65379,2,60,1,Low
9305,11,79,4,High
85208,14,72,2,Low
25876,11,85,1,Low
48369,11,57,5,Low
85345,20,79,3,Low
79586,15,96,2,Low
11938,15,60,4,Low
33677,9,98,5,High
26909,4,97,1,Low
14981,19,62,2,Low
29815,3,99,5,High
33462,2,96,2,Low
84323,5,90,4,High
82994,20,91,5,High
70118,1,67,2,Low
83699,10,52,1,Low
7417,16,94,5,High
64000,8,64,2,Low
70280,14,91,1,Low
82714,17,76,3,Low
62417,12,83,3,Low
32455,1,60,3,Low
11082,17,79,3,Low
52476,11,59,5,Low
50761,16,78,4,High
12174,4,59,4,Low
73401,3,91,3,Low
70989,18,96,3,Low
77462,10,51,2,Low
49566,15,50,4,Low
16601,11,85,4,High
88865,7,72,5,High
67580,6,73,3,Low
73878,10,92,4,High
9303,14,96,3,Low
48496,18,63,5,Low
37569,10,76,1,Low
51185,0,62,1,Low
22989,0,55,3,Low
2874,17,54,5,Low
41447,16,84,1,Low
43286,15,53,1,Low
13112,18,81,5,High
24442,16,63,3,Low
88575,0,53,4,Low
85712,10,80,4,High
60359,21,77,4,High
33373,19,94,5,High
33529,9,53,5,Low
43248,7,61,1,Low
6838,21,80,2,Low
64248,16,97,4,High
56562,8,55,3,Low
12266,16,75,5,High
10157,17,98,1,Low
47758,1,60,2,Low
54715,16,79,4,High
11549,19,53,3,Low
45827,1,61,3,Low
52513,18,68,1,Low
73983,2,57,4,Low
68212,16,98,1,Low
86644,6,70,4,Low
17360,10,72,3,Low
4964,1,86,1,Low
8195,6,83,1,Low
55564,16,70,5,Low
17898,18,72,3,Low
39206,0,89,1,Low
27025,10,58,5,Low
76318,12,54,4,Low
14246,9,53,2,Low
57363,18,85,1,Low
16840,12,59,1,Low
36242,1,73,5,High
18858,13,80,2,Low
68887,1,83,5,High
53184,19,81,4,High
75376,1,64,4,Low
81330,2,98,5,High
85717,4,74,4,High
53071,13,67,2,Low
36785,4,62,4,Low
14990,21,55,5,Low
89209,6,88,4,High
57776,18,98,1,Low
58571,13,92,3,Low
29040,16,74,1,Low
85680,19,76,3,Low
48309,14,53,4,Low
41264,2,73,3,Low
2653,14,57,5,Low
33633,4,93,4,High
49212,10,72,3,Low
32704,17,53,2,Low
17281,6,79,3,Low
40741,3,60,1,Low
60871,5,51,4,Low
70086,7,66,4,Low
11706,2,55,1,Low
80655,4,69,1,Low
3765,21,76,5,High
89507,1,99,1,Low
62786,11,65,2,Low
5363,21,61,5,Low
80405,9,86,4,High
80940,21,71,3,Low
82176,14,94,5,High
9399,9,65,1,Low
49260,2,97,1,Low
42503,18,62,2,Low
28745,7,77,2,Low
69365,18,76,5,High
82010,5,60,1,Low
10338,21,62,5,Low
35925,4,88,2,Low
22607,12,78,4,High
22820,6,50,4,Low
15431,19,82,3,Low
62018,4,88,4,High
29835,8,86,5,High
21533,13,55,5,Low
14732,20,85,5,High
27951,1,71,5,High
86266,10,96,5,High
28104,6,52,3,Low
72133,10,73,4,High
6266,10,57,3,Low
57546,14,94,1,Low
69,13,50,4,Low
45905,21,89,2,Low
34192,16,60,5,Low
22459,12,56,5,Low
6915,6,70,2,Low
31626,15,98,5,High
85860,0,93,4,High
86907,6,52,1,Low
57719,9,86,5,High
34852,9,55,3,Low
58771,18,96,2,Low
11221,7,95,3,Low
59186,21,75,5,High
35049,9,63,5,Low
68480,8,86,5,High
48874,8,96,4,High
46504,10,89,1,Low
58321,3,96,1,Low
56288,0,77,1,Low
69989,0,72,2,Low
24711,7,79,4,High
89970,17,53,4,Low
70834,8,80,1,Low
69328,17,83,4,High
31336,4,91,1,Low
16317,15,59,1,Low
28096,13,60,5,Low
5089,8,94,1,Low
21613,0,97,3,Low
51287,13,51,4,Low
44813,16,94,2,Low
88853,2,96,1,Low
15351,18,71,3,Low
67560,8,90,5,High
19053,11,86,5,High
72499,2,94,2,Low
23602,12,65,3,Low
1342,15,82,4,High
83379,13,71,1,Low
16367,7,60,5,Low
58604,8,62,4,Low
44860,2,93,1,Low
58390,17,52,2,Low
46925,6,81,3,Low
9683,5,70,2,Low
81418,3,97,2,Low
73037,3,79,4,High
46953,20,85,4,High
51471,7,89,3,Low
25571,5,68,1,Low
23743,6,81,5,High
80290,18,66,5,Low
21331,2,82,5,High
84835,3,68,3,Low
6760,0,64,5,Low
79765,7,61,5,Low
8546,18,69,5,Low
56455,13,52,4,Low
5874,7,76,5,High
10592,2,93,3,Low
51139,20,56,2,Low
19063,20,68,4,Low
43884,9,73,1,Low
77524,3,57,5,Low
8977,1,58,1,Low
3554,19,89,1,Low
25191,10,84,1,Low
42318,18,50,3,Low
73516,9,73,1,Low
33095,7,78,1,Low
45950,11,93,3,Low
61161,13,53,3,Low
53195,16,90,1,Low
85880,1,59,2,Low
8796,20,83,4,High
68815,5,99,5,High
40851,12,53,5,Low
26240,4,88,4,High
4012,3,82,2,Low
2156,17,51,4,Low
73012,17,70,3,Low
87629,17,68,2,Low
16783,12,96,4,High
31108,17,58,1,Low
36639,19,92,5,High
48056,4,85,1,Low
53282,8,50,3,Low
63870,13,96,3,Low
75813,14,69,2,Low
65014,9,88,2,Low
70479,2,57,1,Low
62443,8,60,4,Low
48988,13,52,3,Low
48515,9,50,4,Low
18748,15,70,2,Low
25563,10,64,4,Low
37355,21,76,4,High
29507,21,70,4,Low
16916,11,96,1,Low
41266,2,71,1,Low
44107,2,67,4,Low
79091,10,75,4,High
23014,4,95,4,High
33390,21,63,4,Low
88787,13,52,4,Low
55302,6,62,5,Low
79394,13,89,4,High
26586,13,64,4,Low
9570,11,73,2,Low
59499,8,98,2,Low
48298,9,79,1,Low
82108,2,86,1,Low
64305,5,61,4,Low
45298,14,64,1,Low
29639,6,66,3,Low
78055,5,93,1,Low
41134,5,78,3,Low
78662,7,58,3,Low
41621,9,64,5,Low
11341,18,86,4,High
67660,13,84,4,High
42553,8,82,4,High
43380,20,62,4,Low
11062,4,63,4,Low
18375,8,68,5,Low
80656,1,50,3,Low
3285,21,97,4,High
44344,17,54,5,Low
43311,4,56,4,Low
47455,3,87,2,Low
84297,19,82,2,Low
53395,9,75,5,High
72952,20,68,2,Low
50703,4,90,5,High
53310,1,87,1,Low
17976,13,64,1,Low
65829,3,57,3,Low
18823,7,86,4,High
76936,7,62,2,Low
47243,11,69,4,Low
42740,7,65,4,Low
71663,15,71,2,Low
57721,1,58,2,Low
26336,2,97,5,High
44032,13,62,5,Low
80133,14,53,3,Low
76536,19,53,3,Low
72486,11,92,2,Low
31142,21,56,4,Low
19495,7,67,1,Low
80696,19,70,4,Low
24878,10,74,3,Low
70752,12,68,2,Low
52999,6,91,4,High
63906,19,82,2,Low
4023,10,55,4,Low
13591,18,79,1,Low
914,18,59,2,Low
72853,19,88,5,High
63525,17,70,5,Low
29299,2,61,5,Low
62353,6,99,4,High
40403,18,75,5,High
74013,19,83,1,Low
31972,10,71,2,Low
88339,2,93,3,Low
57632,21,68,5,Low
69938,10,68,5,Low
6804,11,83,2,Low
49436,13,57,5,Low
52778,17,61,4,Low
34222,16,96,3,Low
49263,13,80,2,Low
41178,16,58,5,Low
61914,15,75,4,High
86308,7,70,3,Low
16022,18,66,5,Low
39238,11,61,3,Low
13305,12,75,2,Low
28318,21,51,5,Low
42408,19,81,5,High
7380,5,96,4,High
83532,21,75,5,High
13186,0,79,5,High
74698,2,88,3,Low
25401,19,92,2,Low
38246,19,85,4,High
68672,17,59,3,Low
68743,15,71,3,Low
89519,17,64,3,Low
23990,20,67,1,Low
25969,13,62,4,Low
72652,16,57,5,Low
78490,16,63,4,Low
13639,9,99,3,Low
14728,16,89,2,Low
23680,7,81,5,High
62333,12,71,4,High
3950,10,52,3,Low
11906,19,63,2,Low
16175,13,70,1,Low
61547,2,73,4,High
52281,10,98,5,High
24208,4,87,3,Low
63178,14,72,5,High
77803,2,91,3,Low
45804,10,53,2,Low
71266,15,72,3,Low
49116,6,80,2,Low
78171,6,59,4,Low
27631,4,79,5,High
25299,1,66,5,Low
5936,5,74,5,High
16051,0,66,1,Low
78297,1,59,4,Low
66909,4,65,4,Low
21563,0,53,4,Low
61551,1,81,1,Low
82321,2,96,3,Low
18161,18,76,2,Low
74975,10,65,2,Low
16540,8,56,3,Low
69943,3,85,1,Low
82584,15,59,2,Low
12818,5,81,5,High
82425,4,96,3,Low
36064,15,92,2,Low
19374,14,83,4,High
72483,5,93,2,Low
58422,7,86,1,Low
64581,21,69,3,Low
51421,5,78,4,High
7308,18,67,2,Low
85047,15,60,3,Low
61368,19,96,2,Low
58313,11,97,3,Low
38471,17,78,4,High
54547,18,94,5,High
19256,20,60,4,Low
64497,1,70,5,Low
45771,3,79,2,Low
26208,4,96,2,Low
26706,7,92,1,Low
48242,21,60,1,Low
8712,6,54,2,Low
18629,14,50,4,Low
65735,5,87,3,Low
53073,4,85,5,High
57049,7,96,5,High
6826,0,95,4,High
18499,4,50,2,Low
43016,3,90,1,Low
60250,4,69,1,Low
28534,19,80,4,High
60078,17,52,4,Low
22394,7,62,1,Low
52520,8,89,5,High
72052,0,70,5,Low
62231,8,82,3,Low
40821,20,79,1,Low
5508,18,67,5,Low
25623,17,95,3,Low
18263,4,67,1,Low
19177,12,51,4,Low
82045,11,81,2,Low
62270,12,86,2,Low
3963,16,83,2,Low
16801,10,99,4,High
2415,18,66,1,Low
229,16,54,1,Low
540,9,61,3,Low
5196,21,79,1,Low
82277,3,76,3,Low
447,0,91,4,High
37735,14,70,4,Low
35405,15,60,1,Low
28611,8,94,4,High
51082,8,88,2,Low
39545,8,85,4,High
58763,0,83,3,Low
29526,4,71,1,Low
39230,0,75,5,High
649,16,99,5,High
69812,6,53,5,Low
8889,20,53,4,Low
8617,17,58,2,Low
8974,12,89,4,High
3922,15,84,4,High
42617,2,63,4,Low
36943,14,64,4,Low
21426,17,52,3,Low
3981,14,92,2,Low
58115,16,74,3,Low
23347,10,93,4,High
61112,18,56,3,Low
71315,15,76,4,High
66634,3,95,3,Low
29978,16,86,5,High
79151,12,86,3,Low
47584,8,89,2,Low
59259,20,86,4,High
60653,7,68,2,Low
11368,5,76,3,Low
4399,12,87,5,High
30836,11,86,1,Low
5582,12,58,4,Low
48066,17,64,3,Low
38323,0,52,2,Low
46877,4,92,5,High
11843,2,50,4,Low
82644,15,78,2,Low
503,6,56,4,Low
45011,21,82,4,High
32175,2,79,1,Low
53674,11,66,1,Low
10660,18,50,3,Low
2660,3,92,2,Low
48247,7,65,2,Low
40380,1,70,3,Low
33460,5,65,1,Low
83736,15,61,4,Low
16530,20,51,4,Low
8680,10,51,1,Low
16441,15,99,4,High
82563,13,79,5,High
12656,1,86,1,Low
22745,21,85,2,Low
11776,20,89,3,Low
33894,10,99,4,High
10256,11,92,1,Low
7279,18,61,2,Low
54487,18,94,3,Low
52489,8,95,4,High
34839,9,73,2,Low
67819,9,92,2,Low
37995,15,55,1,Low
3034,15,93,2,Low
14821,12,93,5,High
38609,15,72,4,High
65171,20,75,2,Low
46471,2,69,2,Low
33653,11,62,4,Low
62946,12,97,5,High
40002,12,59,2,Low
36042,8,59,3,Low
70103,4,62,5,Low
4690,10,87,1,Low
8575,8,83,3,Low
61107,3,78,5,High
55641,18,55,5,Low
71745,12,80,2,Low
87965,7,88,1,Low
26224,3,69,5,Low
33522,6,73,5,High
13654,0,81,4,High
53217,20,87,4,High
75620,4,83,5,High
34219,11,57,2,Low
19411,7,71,3,Low
49128,0,53,2,Low
63931,10,88,2,Low
50466,19,61,4,Low
52983,7,57,3,Low
39019,1,51,2,Low
32855,0,53,1,Low
53029,15,93,4,High
60655,16,83,3,Low
48595,6,61,3,Low
46540,4,59,4,Low
63006,17,51,5,Low
59118,21,83,2,Low
46478,7,70,2,Low
29785,6,65,1,Low
68202,14,60,4,Low
35126,11,78,2,Low
28998,4,68,3,Low
42475,20,88,1,Low
81827,14,61,3,Low
86990,5,86,2,Low
80597,8,78,1,Low
54666,5,59,2,Low
31023,2,66,2,Low
27595,19,72,4,High
14075,16,74,5,High
10829,19,75,3,Low
48708,12,78,2,Low
72852,3,98,5,High
72261,14,55,3,Low
69186,5,93,2,Low
11479,11,71,5,High
25120,16,72,4,High
12727,4,82,4,High
35285,10,90,5,High
14613,9,88,5,High
55053,1,92,4,High
50561,10,72,2,Low
29885,16,85,5,High
65864,15,99,1,Low
63900,8,93,1,Low
74131,0,79,2,Low
24486,15,66,1,Low
9976,6,53,2,Low
50,2,99,2,Low
69049,15,78,4,High
72917,16,62,3,Low
6366,4,64,1,Low
4632,13,78,5,High
54085,6,68,2,Low
71013,2,85,3,Low
28024,21,86,1,Low
77732,14,71,1,Low
81802,7,81,1,Low
66703,12,55,5,Low
53729,3,84,5,High
5958,12,86,1,Low
68150,16,85,5,High
78029,1,50,2,Low
68098,0,96,3,Low
69221,2,99,3,Low
16077,20,50,2,Low
61693,18,54,4,Low
18200,21,63,2,Low
64266,2,83,5,High
30595,18,62,2,Low
167,6,75,5,High
76206,9,91,3,Low
66145,0,63,5,Low
26922,21,94,4,High
60142,12,50,3,Low
13377,13,79,1,Low
37480,11,71,4,High
23039,16,77,3,Low
18397,0,92,4,High
56359,15,66,3,Low
60802,12,68,2,Low
48937,11,74,5,High
26780,19,79,5,High
52780,5,67,1,Low
43888,10,64,1,Low
53210,17,82,3,Low
70108,0,52,5,Low
61483,1,76,4,High
25898,5,64,1,Low
19946,16,98,4,High
70095,12,93,3,Low
42969,12,67,1,Low
19260,21,99,1,Low
21234,19,90,4,High
67140,10,67,4,Low
19297,12,54,3,Low
38776,12,96,3,Low
74927,14,83,5,High
22647,16,93,4,High
71911,20,97,3,Low
47180,6,77,4,High
48050,4,84,5,High
64549,17,76,2,Low
61420,12,99,1,Low
37011,9,53,2,Low
30533,2,51,5,Low
51592,17,90,2,Low
20850,6,96,1,Low
84219,8,56,5,Low
15329,15,97,4,High
34254,11,72,3,Low
7423,18,94,2,Low
3585,15,70,5,Low
9435,1,58,4,Low
1519,12,51,2,Low
34959,9,53,5,Low
52760,19,62,3,Low
36216,1,87,3,Low
31016,2,85,5,High
56227,13,90,3,Low
4341,12,76,5,High
59165,9,74,5,High
5968,14,66,2,Low
73676,16,62,2,Low
3986,20,57,5,Low
32638,8,87,1,Low
64898,20,81,5,High
65033,19,52,4,Low
8842,3,56,3,Low
60594,17,63,5,Low
33148,21,95,3,Low
84266,10,63,3,Low
84193,8,65,4,Low
33639,3,99,3,Low
2304,19,54,3,Low
15685,3,97,1,Low
13301,18,89,1,Low
83152,12,69,1,Low
43375,2,56,2,Low
58635,18,50,1,Low
14540,4,55,3,Low
8497,19,95,2,Low
18986,12,69,3,Low
37369,2,77,2,Low
70513,0,56,1,Low
22425,17,50,2,Low
70296,13,53,5,Low
89341,9,86,5,High
47415,3,64,3,Low
11757,7,96,3,Low
31732,0,63,2,Low
12046,19,69,4,Low
19584,5,77,5,High
43475,16,57,3,Low
83505,2,82,3,Low
59276,4,87,5,High
3908,8,60,2,Low
71868,9,78,2,Low
27780,3,64,1,Low
76908,10,50,5,Low
33400,3,50,2,Low
57151,16,76,5,High
86808,10,95,3,Low
23366,13,91,2,Low
75890,2,89,4,High
9214,6,55,3,Low
51462,4,81,5,High
75336,3,75,4,High
11803,15,53,1,Low
6060,5,80,2,Low
47361,10,88,2,Low
1819,19,50,4,Low
44830,0,77,1,Low
4585,13,97,5,High
51494,4,71,1,Low
76469,0,55,5,Low
37231,2,73,2,Low
41292,3,57,5,Low
88975,16,57,3,Low
31463,7,77,1,Low
37470,13,60,5,Low
74285,12,95,5,High
51119,12,85,3,Low
48705,5,81,1,Low
74806,21,56,2,Low
44053,4,97,3,Low
70527,15,95,2,Low
35945,4,69,1,Low
44086,14,94,2,Low
61149,1,87,1,Low
35953,11,75,4,High
52270,11,67,3,Low
39572,16,65,2,Low
62534,11,53,4,Low
42566,9,66,5,Low
37302,11,70,2,Low
42889,5,56,4,Low
25794,10,81,2,Low
32616,12,68,5,Low
2226,19,76,5,High
7383,9,50,2,Low
66163,9,56,2,Low
28181,18,54,4,Low
50877,7,71,3,Low
53067,11,79,5,High
77800,7,96,2,Low
75557,19,74,3,Low
58545,15,62,3,Low
7317,7,64,1,Low
1783,12,51,4,Low
1357,0,61,1,Low
57762,2,93,2,Low
65812,2,73,4,High
19442,1,56,5,Low
64238,0,72,1,Low
13208,16,73,3,Low
66622,15,53,4,Low
39079,3,78,5,High
7519,13,93,3,Low
10149,10,92,4,High
49266,14,67,5,Low
46550,10,97,1,Low
38321,8,76,2,Low
70962,1,74,4,High
58011,3,75,2,Low
4689,12,97,4,High
78295,4,72,4,High
47333,20,50,2,Low
52253,1,99,1,Low
83136,4,55,3,Low
9721,20,80,5,High
