ad_id,platform,reach,engagements,engagement_rate,ad_date
26567,Facebook,179652,7858,0.0437,2023-08-30 21:21:28
6979,LinkedIn,56144,6048,0.1077,2018-06-09 18:49:37
3848,Twitter,38607,2225,0.0576,2019-05-01 13:12:37
28986,Instagram,142751,20288,0.1421,2019-09-26 13:51:02
19342,LinkedIn,7291,520,0.0713,2022-11-20 19:49:18
8514,Facebook,117416,3695,0.0315,2019-11-18 19:27:41
4887,Instagram,169687,31781,0.1873,2021-03-11 23:11:45
19709,Facebook,21290,3337,0.1567,2021-11-09 02:12:12
4349,Instagram,51299,6928,0.1351,2020-01-15 06:31:47
1817,Facebook,27771,6918,0.2491,2018-12-25 12:52:10
12128,Instagram,8881,613,0.069,2024-10-10 21:38:45
16981,LinkedIn,154761,4934,0.0319,2018-09-05 13:34:11
23771,Instagram,45259,7905,0.1747,2023-04-16 17:53:29
9591,Facebook,86200,15221,0.1766,2022-06-30 00:11:51
29086,Instagram,116042,2370,0.0204,2021-03-29 17:54:32
12582,LinkedIn,110507,3140,0.0284,2019-04-22 04:45:27
1555,Facebook,130123,30587,0.2351,2020-10-13 22:23:38
8500,LinkedIn,114173,4040,0.0354,2020-01-31 16:18:49
3183,Instagram,149410,30458,0.2039,2018-05-30 20:17:40
842,Twitter,153992,36611,0.2377,2021-05-06 13:26:51
466,Facebook,113618,22552,0.1985,2021-11-04 18:19:44
27244,Twitter,108495,18418,0.1698,2022-09-16 13:22:33
20660,Twitter,39713,3877,0.0976,2024-01-16 06:09:24
17633,Instagram,190303,26851,0.1411,2019-11-28 03:13:12
1490,Instagram,56363,13006,0.2308,2023-03-23 15:54:42
28149,LinkedIn,97390,23947,0.2459,2024-01-04 02:13:47
7833,LinkedIn,81566,14812,0.1816,2024-03-23 21:00:20
6130,Facebook,154271,43015,0.2788,2023-08-11 00:44:53
18573,Facebook,143491,25023,0.1744,2024-02-19 00:22:29
14862,Instagram,108725,9999,0.092,2022-01-08 04:53:43
24184,Twitter,10832,3077,0.2841,2024-08-28 12:41:47
23277,LinkedIn,146539,26621,0.1817,2024-10-15 16:32:08
9429,LinkedIn,64421,16334,0.2536,2020-03-26 18:56:54
26515,LinkedIn,185208,33146,0.179,2018-04-11 09:42:35
14004,Facebook,135930,29909,0.22,2018-07-27 08:38:30
15530,Instagram,188854,42174,0.2233,2024-06-26 15:50:33
13084,Instagram,91780,27066,0.2949,2023-06-27 00:28:58
16499,Twitter,26287,6189,0.2354,2022-07-08 05:44:57
23874,Facebook,13412,2429,0.1811,2019-11-02 00:20:23
6250,LinkedIn,97829,22934,0.2344,2024-10-03 09:50:36
3438,LinkedIn,59143,16548,0.2798,2018-09-09 08:29:19
808,Instagram,8112,1601,0.1974,2022-05-26 01:01:24
17921,Instagram,121977,14285,0.1171,2021-03-23 22:31:07
21332,Facebook,81978,12283,0.1498,2021-03-25 07:04:50
21231,Facebook,130138,15045,0.1156,2020-07-11 04:22:13
8789,Twitter,151857,15789,0.104,2021-02-16 13:58:10
20953,Facebook,136615,5396,0.0395,2020-12-27 13:27:39
20283,Facebook,114827,25429,0.2215,2019-12-24 18:39:55
23228,LinkedIn,169919,9817,0.0578,2024-01-03 06:42:26
16143,Instagram,123225,29375,0.2384,2019-12-27 11:23:03
1437,Facebook,98419,4528,0.046,2019-09-14 04:50:51
136,LinkedIn,92715,2944,0.0318,2018-01-16 11:05:46
17730,LinkedIn,112656,33485,0.2972,2020-08-22 02:53:20
20130,Twitter,34299,4801,0.14,2023-01-11 06:59:23
19892,Instagram,23967,3178,0.1326,2021-11-02 11:32:58
25801,Instagram,153709,3173,0.0206,2022-03-21 11:28:13
24025,LinkedIn,137898,27252,0.1976,2024-06-09 12:46:26
22889,LinkedIn,9342,1375,0.1472,2024-07-07 00:48:18
16050,Facebook,56341,12428,0.2206,2018-01-12 16:42:03
14300,Facebook,191770,56028,0.2922,2024-03-14 21:14:14
19452,Twitter,150887,18189,0.1205,2019-09-22 22:49:20
19025,Facebook,186144,10149,0.0545,2022-01-16 05:10:43
22669,Twitter,144128,22704,0.1575,2018-12-06 16:55:25
15617,LinkedIn,17947,438,0.0244,2019-10-14 14:14:23
4094,Twitter,176517,40479,0.2293,2024-05-15 17:27:23
5530,Twitter,121882,17194,0.1411,2022-11-17 11:43:22
11475,LinkedIn,37616,4868,0.1294,2018-10-07 05:44:55
15113,Twitter,103209,4842,0.0469,2021-08-17 23:17:03
9129,Instagram,166823,32216,0.1931,2024-05-30 21:40:44
10622,Twitter,1247,117,0.0938,2019-10-10 21:20:44
16623,LinkedIn,64136,6986,0.1089,2020-02-18 04:26:25
14004,Twitter,188605,41722,0.2212,2018-08-26 15:07:12
15763,Facebook,89122,12889,0.1446,2022-05-05 15:34:20
5696,LinkedIn,162913,15408,0.0946,2023-05-31 09:47:42
18740,Facebook,88508,17292,0.1954,2019-06-27 16:08:43
28519,Twitter,7045,2036,0.289,2024-09-17 17:46:50
16451,Instagram,126688,35291,0.2786,2024-09-16 14:30:09
22485,LinkedIn,119494,30920,0.2588,2018-11-28 15:59:50
6218,Instagram,155335,43305,0.2788,2020-05-14 09:11:20
11948,Instagram,113935,24250,0.2128,2021-12-10 18:37:03
20600,Facebook,3656,642,0.1756,2021-12-31 00:54:35
25532,Instagram,68852,5939,0.0863,2024-07-03 20:27:11
29247,Facebook,169110,40909,0.2419,2018-05-09 07:20:17
27515,Facebook,28457,2828,0.0994,2021-01-31 08:58:57
10138,Facebook,114201,8843,0.0774,2019-07-26 10:23:51
22932,Instagram,22131,3247,0.1467,2019-12-23 20:25:12
26631,Twitter,147844,19297,0.1305,2024-05-04 18:31:12
8798,Instagram,49546,12368,0.2496,2024-07-24 12:36:32
3443,Facebook,15553,2040,0.1312,2020-04-07 09:07:46
11016,Instagram,139166,14398,0.1035,2022-10-29 15:53:20
8970,Twitter,171145,22425,0.131,2023-08-31 03:40:40
15808,LinkedIn,153817,17852,0.1161,2018-12-27 17:46:28
24886,Instagram,155458,20704,0.1332,2023-10-12 21:37:17
7629,Twitter,1464,385,0.263,2024-11-22 03:24:28
22214,LinkedIn,144621,28985,0.2004,2018-09-04 15:46:06
19415,Facebook,146865,2945,0.0201,2024-03-10 00:48:01
16076,Facebook,49704,12340,0.2483,2021-05-09 07:03:06
12301,LinkedIn,8927,1395,0.1563,2020-03-06 12:55:58
6662,Facebook,1061,43,0.0405,2019-05-30 20:33:58
11146,Twitter,110313,24161,0.219,2024-03-11 06:09:12
27469,Instagram,92469,8123,0.0878,2023-07-23 10:42:53
10523,Instagram,27033,4553,0.1684,2023-06-24 21:11:28
13785,Facebook,45060,9393,0.2085,2024-09-12 23:47:37
29910,LinkedIn,125968,3619,0.0287,2023-06-22 06:40:22
22937,Instagram,132512,15042,0.1135,2024-01-26 12:13:59
4177,Facebook,175936,23876,0.1357,2023-08-13 19:55:58
5677,LinkedIn,7413,1045,0.141,2019-01-24 03:29:53
21233,LinkedIn,174388,40530,0.2324,2021-04-01 06:31:45
19622,Twitter,72438,15418,0.2128,2020-09-14 04:52:33
24268,Twitter,171925,20721,0.1205,2022-09-24 18:45:24
15293,Instagram,86907,19352,0.2227,2022-04-16 18:16:36
7733,Instagram,42065,5209,0.1238,2024-08-17 05:53:46
22286,Facebook,183912,7422,0.0404,2018-05-09 18:03:25
4082,LinkedIn,136802,8835,0.0646,2024-10-14 10:32:00
9181,Facebook,34845,4902,0.1407,2019-04-10 10:43:52
367,Instagram,76393,12391,0.1622,2024-01-31 10:57:10
3215,Twitter,4482,377,0.0841,2020-05-26 03:46:18
11973,Instagram,117530,24490,0.2084,2021-01-01 09:23:50
27913,Facebook,85411,2996,0.0351,2022-06-21 10:28:10
18203,LinkedIn,85505,14545,0.1701,2023-12-23 18:56:55
24792,Instagram,114911,12411,0.108,2023-12-03 06:55:52
6724,LinkedIn,67066,3768,0.0562,2023-10-17 12:23:04
29323,Facebook,196502,48855,0.2486,2018-12-28 10:44:08
16524,Twitter,153533,33407,0.2176,2024-01-14 11:34:35
26021,Instagram,95466,21605,0.2263,2019-10-14 14:19:31
5034,Facebook,171270,35662,0.2082,2024-07-15 04:30:28
1719,LinkedIn,111359,22707,0.2039,2021-10-29 19:37:18
18885,LinkedIn,80130,23522,0.2935,2024-11-01 10:34:37
26016,Instagram,46424,6033,0.13,2019-12-01 11:37:16
22806,Facebook,97821,12241,0.1251,2023-10-23 13:43:43
9013,Twitter,158106,21957,0.1389,2022-10-03 18:35:53
9545,LinkedIn,42589,6886,0.1617,2023-06-16 19:33:45
8199,Twitter,168458,9651,0.0573,2022-04-24 15:58:22
9990,Twitter,114306,12821,0.1122,2022-06-08 13:40:22
618,Instagram,191915,5628,0.0293,2024-11-28 08:13:26
9752,LinkedIn,167137,33442,0.2001,2019-11-08 00:45:21
5209,Twitter,156201,30914,0.1979,2021-07-21 13:08:35
10033,Twitter,138388,3590,0.0259,2023-03-02 21:03:34
28428,LinkedIn,45235,8891,0.1966,2019-05-17 16:59:37
25856,Twitter,179688,51918,0.2889,2018-07-04 16:36:01
276,LinkedIn,100188,15452,0.1542,2018-11-14 09:50:48
8652,Twitter,29205,7479,0.2561,2019-09-05 04:58:22
316,Twitter,81142,12891,0.1589,2022-05-26 06:30:12
22261,Facebook,29788,6375,0.214,2023-07-24 09:30:53
14583,Instagram,23616,1077,0.0456,2022-03-05 14:53:58
12317,Twitter,129582,32125,0.2479,2024-04-24 04:20:53
27990,Twitter,5701,608,0.1066,2018-11-07 02:54:59
15948,LinkedIn,71943,14962,0.208,2019-01-01 10:21:19
17616,LinkedIn,157082,9411,0.0599,2023-05-04 23:49:27
4396,LinkedIn,194412,54892,0.2823,2021-05-26 14:58:36
14904,LinkedIn,116922,22508,0.1925,2021-07-24 11:03:35
21887,Twitter,15425,4086,0.2649,2022-05-14 11:16:42
15572,Instagram,195689,27412,0.1401,2024-10-15 03:37:46
19431,Instagram,4366,479,0.1097,2021-05-21 21:26:59
647,LinkedIn,154530,20356,0.1317,2021-07-28 22:29:52
7166,Instagram,40525,11597,0.2862,2023-03-29 22:09:12
14093,Facebook,185317,14631,0.079,2019-12-24 23:25:50
28702,Twitter,7563,882,0.1166,2019-01-08 21:05:17
24706,Twitter,167560,9224,0.055,2023-01-09 07:33:15
3701,Twitter,16988,1029,0.0606,2022-03-13 06:51:08
27732,LinkedIn,136179,16674,0.1224,2024-10-29 08:38:17
25067,Instagram,146742,35955,0.245,2022-06-14 18:21:30
23378,Twitter,151830,44920,0.2959,2024-08-02 12:34:24
28766,Facebook,60714,17496,0.2882,2024-11-03 18:54:43
1749,LinkedIn,28556,6898,0.2416,2024-08-24 00:41:47
29197,Facebook,7043,555,0.0788,2019-01-17 09:15:13
7719,Facebook,147481,7559,0.0513,2023-07-16 11:22:02
26432,Instagram,16507,2209,0.1338,2019-01-26 01:10:25
5792,Facebook,111148,18693,0.1682,2023-12-19 13:38:13
9545,Instagram,185180,16157,0.0873,2022-10-11 10:57:32
7486,Facebook,154938,35325,0.228,2018-07-06 04:05:22
2999,LinkedIn,4008,1089,0.2717,2021-11-29 06:39:27
8750,LinkedIn,192835,45770,0.2374,2018-05-18 07:25:27
13450,Instagram,127553,35574,0.2789,2022-07-23 01:07:56
19027,Facebook,199527,33840,0.1696,2020-09-10 15:02:58
13606,LinkedIn,85246,13075,0.1534,2023-09-08 19:35:27
28173,Facebook,171215,45337,0.2648,2021-09-21 06:44:45
19003,Instagram,33264,700,0.021,2023-02-18 03:20:15
25584,LinkedIn,35010,4752,0.1357,2019-12-30 01:08:14
6884,Facebook,143130,36251,0.2533,2019-02-06 02:58:58
10364,LinkedIn,84078,7405,0.0881,2021-04-10 18:32:49
15978,Facebook,158357,28151,0.1778,2020-01-31 03:07:07
12008,LinkedIn,128324,16262,0.1267,2022-08-23 06:16:13
28602,Facebook,94281,6170,0.0654,2023-02-23 22:50:13
15548,Instagram,188922,17275,0.0914,2024-02-05 12:37:09
18273,Instagram,138161,24770,0.1793,2023-08-22 00:22:38
29105,LinkedIn,84613,18441,0.2179,2021-11-08 07:37:26
23747,Facebook,190240,24477,0.1287,2019-05-25 22:42:40
8783,LinkedIn,185621,53738,0.2895,2024-10-07 20:20:58
11097,Facebook,11776,1442,0.1225,2024-01-29 08:12:02
22305,Facebook,45945,7628,0.166,2022-01-30 21:48:58
23496,LinkedIn,98185,21176,0.2157,2020-07-12 06:06:45
25180,Instagram,148113,28626,0.1933,2020-07-07 17:13:57
4649,Instagram,646,110,0.1703,2018-09-02 07:13:08
8463,LinkedIn,138426,6571,0.0475,2021-12-31 12:49:36
17512,LinkedIn,101552,27831,0.2741,2018-01-08 07:14:13
3161,Instagram,26888,7858,0.2922,2020-07-03 08:33:11
29159,Twitter,56642,10441,0.1843,2018-02-21 15:44:56
27865,Instagram,46355,8229,0.1775,2019-12-13 02:13:42
12225,Instagram,76884,19004,0.2472,2019-10-10 02:59:34
6751,LinkedIn,59149,15761,0.2665,2019-04-13 06:25:51
29114,LinkedIn,119923,22070,0.184,2020-06-10 13:33:56
21527,LinkedIn,89485,14804,0.1654,2020-09-28 19:55:44
14724,Facebook,141355,24149,0.1708,2022-02-02 13:59:41
21704,Facebook,196685,17680,0.0899,2023-08-10 23:32:44
17788,Instagram,80522,6412,0.0796,2024-09-06 16:05:18
12925,Twitter,173234,40469,0.2336,2020-09-10 19:18:48
1003,Instagram,144942,40321,0.2782,2020-05-21 03:22:36
28554,Facebook,44071,8074,0.1832,2020-10-15 11:15:23
9365,Twitter,151575,34390,0.2269,2022-04-24 02:42:53
4172,LinkedIn,40994,5211,0.1271,2024-07-02 04:38:37
27581,LinkedIn,27462,2993,0.109,2020-11-16 17:40:24
28453,Twitter,84139,21374,0.254,2021-08-06 11:02:28
13377,LinkedIn,115106,25978,0.2257,2023-02-25 04:06:24
24532,Instagram,88003,23862,0.2711,2021-11-17 11:05:20
19486,Instagram,109559,26433,0.2413,2018-03-26 16:29:04
23463,LinkedIn,43021,11612,0.2699,2022-02-01 06:51:13
8534,Twitter,23002,4213,0.1832,2024-06-15 10:45:14
20824,LinkedIn,197399,9700,0.0491,2022-10-31 12:03:09
4313,LinkedIn,112633,30820,0.2736,2019-10-13 10:38:01
27291,Facebook,117208,20626,0.176,2019-02-21 10:20:55
25328,LinkedIn,144686,15797,0.1092,2021-03-03 06:05:30
20492,Facebook,24590,1527,0.0621,2023-03-30 23:33:04
25830,Twitter,160185,33215,0.2074,2018-03-26 19:40:23
19056,Instagram,109051,28365,0.2601,2023-07-20 04:52:25
26636,Twitter,135280,21384,0.1581,2018-01-05 20:15:53
21635,Facebook,177982,39333,0.221,2021-11-18 06:31:40
13979,Twitter,71175,3407,0.0479,2021-05-01 00:17:03
1173,Facebook,89472,21270,0.2377,2020-07-03 13:13:18
7732,Instagram,41590,7638,0.1836,2019-09-19 14:10:42
12283,LinkedIn,38633,10974,0.2841,2024-08-10 13:08:26
1459,Facebook,137451,14827,0.1079,2021-07-23 15:28:50
9845,LinkedIn,182917,42315,0.2313,2020-04-24 05:33:20
9641,LinkedIn,199645,4455,0.0223,2018-08-26 16:40:40
26270,Twitter,151614,20811,0.1373,2021-06-02 02:54:50
19900,Facebook,70954,3897,0.0549,2024-03-27 12:35:50
25023,Twitter,85941,12524,0.1457,2024-04-15 16:43:05
2788,Instagram,18258,4967,0.272,2022-03-08 22:42:32
19419,Instagram,49738,10903,0.2192,2020-02-01 23:23:47
3891,Instagram,1502,168,0.1119,2020-07-23 15:32:04
17081,LinkedIn,87515,10179,0.1163,2019-10-29 02:06:12
22474,LinkedIn,142176,7940,0.0558,2020-07-07 00:22:37
2675,Twitter,127495,25239,0.198,2024-02-05 16:20:09
20935,Instagram,9000,2155,0.2394,2019-02-04 10:35:30
4054,Instagram,142766,36370,0.2548,2020-08-10 09:17:11
27408,Facebook,24041,3144,0.1308,2023-03-29 01:13:27
7226,Twitter,186053,47984,0.2579,2024-03-29 15:20:49
23546,Instagram,115650,24988,0.2161,2023-12-28 03:16:10
27856,Twitter,163700,36412,0.2224,2018-06-18 16:17:41
20705,Facebook,65418,2430,0.0371,2020-05-03 14:26:49
5281,Facebook,47435,3117,0.0657,2020-09-18 18:04:50
5908,Facebook,86611,5616,0.0648,2022-04-30 09:58:21
2723,Instagram,90655,8904,0.0982,2019-04-26 01:27:24
11493,Facebook,137423,16042,0.1167,2024-03-23 02:34:12
26186,Instagram,197219,5126,0.026,2018-03-04 12:44:44
16907,Facebook,27057,3390,0.1253,2020-01-29 22:02:37
20543,Facebook,113251,10841,0.0957,2022-01-07 16:01:06
27551,Facebook,181729,54083,0.2976,2022-05-27 06:21:20
6655,Facebook,179428,26882,0.1498,2019-08-31 20:57:59
3262,LinkedIn,71207,8777,0.1233,2020-08-14 16:14:36
4468,Facebook,44265,11745,0.2653,2019-02-13 16:52:44
10407,Twitter,42176,1167,0.0277,2020-03-03 16:23:46
3263,Instagram,183235,44773,0.2443,2024-03-07 08:30:20
28753,Instagram,68976,10636,0.1542,2024-10-13 01:25:43
13748,Instagram,49408,1466,0.0297,2024-11-13 19:21:27
402,Twitter,114803,15149,0.132,2019-11-09 11:26:19
475,Twitter,63523,12989,0.2045,2024-09-25 11:15:06
185,Facebook,148591,41616,0.2801,2020-10-10 05:33:09
26376,Instagram,173279,28876,0.1666,2022-04-14 23:26:39
25940,Instagram,102398,6516,0.0636,2023-04-19 16:28:08
3897,LinkedIn,178777,37568,0.2101,2021-10-17 13:46:23
28837,Facebook,101602,5189,0.0511,2019-07-02 11:20:49
16979,LinkedIn,191908,43796,0.2282,2018-09-21 17:36:14
2891,Instagram,93474,12492,0.1336,2023-07-22 10:46:05
16774,Twitter,156406,26291,0.1681,2018-01-03 04:45:42
4656,Facebook,4054,750,0.185,2018-02-01 07:00:53
22702,LinkedIn,143343,40538,0.2828,2024-10-04 12:23:07
25576,Instagram,136398,28364,0.208,2020-05-15 18:56:54
21575,Facebook,30657,2209,0.0721,2024-07-26 20:27:10
20510,Facebook,32163,3781,0.1176,2023-06-21 06:16:57
740,Facebook,194706,39000,0.2003,2022-01-23 02:20:59
27649,Twitter,87978,4390,0.0499,2019-05-23 05:26:27
11287,Facebook,110626,25645,0.2318,2019-10-16 11:44:33
4006,Instagram,149160,15509,0.104,2020-01-16 11:48:59
21884,LinkedIn,50649,5257,0.1038,2020-06-21 15:33:59
25830,Twitter,31132,6828,0.2193,2021-05-25 00:33:21
12051,Instagram,101792,16672,0.1638,2018-01-10 13:17:34
10471,Facebook,34565,8317,0.2406,2023-08-05 19:58:21
18680,Twitter,90827,9852,0.1085,2021-09-18 15:15:57
3244,LinkedIn,147283,11952,0.0811,2023-06-04 14:58:32
19076,LinkedIn,12984,676,0.0521,2023-08-06 15:26:34
960,LinkedIn,104626,23338,0.2231,2021-12-18 21:10:09
23283,Instagram,157320,32970,0.2096,2018-02-09 08:11:18
23960,Instagram,198431,11384,0.0574,2018-02-02 02:08:23
24950,Twitter,185672,54185,0.2918,2019-01-25 15:16:54
13613,LinkedIn,186217,50335,0.2703,2024-02-29 17:36:15
25998,Instagram,46364,4683,0.101,2022-06-18 09:23:45
17238,Instagram,54731,9777,0.1786,2021-02-25 15:07:18
28777,Twitter,90751,16551,0.1824,2022-01-11 05:40:00
3535,Twitter,59361,13332,0.2246,2018-07-20 06:40:55
3687,Twitter,42722,8532,0.1997,2019-02-27 12:15:28
7540,LinkedIn,76912,3596,0.0468,2024-11-30 06:49:19
2487,Instagram,84431,21703,0.2571,2020-03-03 19:39:56
21063,Instagram,69148,20009,0.2894,2018-07-24 11:28:30
29366,Twitter,178464,39537,0.2215,2021-08-18 06:15:07
11174,Instagram,127538,14873,0.1166,2021-07-05 17:22:43
28139,Facebook,152104,14080,0.0926,2018-08-02 04:07:06
19254,Facebook,79208,5598,0.0707,2019-01-17 21:02:35
22293,Instagram,161694,33381,0.2064,2022-02-24 13:11:41
27155,LinkedIn,139503,12618,0.0904,2020-02-13 16:12:29
29221,Instagram,104833,12122,0.1156,2020-06-03 05:05:51
7761,Twitter,97054,18594,0.1916,2019-12-03 01:28:30
20017,LinkedIn,63736,10091,0.1583,2023-01-05 08:11:17
18823,Facebook,95347,28087,0.2946,2023-10-09 06:39:02
21852,LinkedIn,2504,699,0.2792,2023-01-21 18:45:04
20632,LinkedIn,23995,1198,0.0499,2023-10-24 08:51:44
27906,Twitter,150068,35038,0.2335,2019-03-20 15:49:51
27140,Instagram,96435,23814,0.2469,2022-09-29 11:26:09
22328,Twitter,19827,2326,0.1173,2022-11-09 04:17:49
9367,LinkedIn,46809,5451,0.1165,2022-04-26 00:32:32
17433,LinkedIn,89687,7755,0.0865,2020-06-19 16:50:37
18916,Facebook,87583,2985,0.0341,2023-11-13 03:59:28
8452,LinkedIn,13628,3763,0.2761,2020-05-23 08:40:42
21089,Facebook,75839,3965,0.0523,2018-07-25 04:01:49
7147,LinkedIn,166776,8516,0.0511,2022-07-29 09:08:36
2960,Facebook,168580,41882,0.2484,2018-11-20 03:55:16
5296,Instagram,199379,20923,0.1049,2024-04-28 14:10:14
787,LinkedIn,151044,14688,0.0972,2023-01-20 03:13:31
22205,Instagram,178754,23844,0.1334,2020-04-08 04:02:28
10441,Facebook,95761,21287,0.2223,2022-08-03 20:05:19
26989,Facebook,39250,4015,0.1023,2022-05-08 04:43:37
14776,Instagram,188435,28174,0.1495,2021-06-15 03:27:18
8144,Twitter,34344,1322,0.0385,2023-07-17 17:50:54
19705,Facebook,81596,9056,0.111,2021-08-29 09:38:55
26211,Twitter,38224,10481,0.2742,2021-03-08 11:25:25
6585,Instagram,35515,7273,0.2048,2024-08-01 19:59:23
12882,Twitter,168941,7583,0.0449,2023-12-16 10:41:25
11610,LinkedIn,17775,3185,0.1792,2018-03-15 15:41:31
4328,LinkedIn,185353,39940,0.2155,2024-12-26 07:34:59
3077,Instagram,14971,3009,0.201,2023-08-29 20:53:45
19780,Instagram,184810,30836,0.1669,2023-01-02 15:46:51
28929,Twitter,190684,51793,0.2716,2024-02-03 15:48:18
17968,Twitter,47993,3949,0.0823,2019-07-26 12:12:20
15569,Facebook,100739,7627,0.0757,2022-07-08 06:09:24
6739,Twitter,99400,27798,0.2797,2022-02-16 03:55:00
5278,Twitter,63431,12648,0.1994,2020-04-08 21:23:26
2391,Instagram,188027,21993,0.117,2023-01-19 02:05:31
7941,Twitter,190786,38799,0.2034,2022-12-25 08:31:46
24753,Instagram,113292,13913,0.1228,2020-11-02 19:48:15
21493,LinkedIn,57678,13074,0.2267,2023-04-27 09:56:49
15934,Instagram,148501,22499,0.1515,2024-05-22 16:15:01
8937,LinkedIn,11318,2759,0.2438,2019-12-17 23:16:34
21128,Facebook,21541,2879,0.1337,2021-12-05 00:41:24
28494,LinkedIn,176480,38043,0.2156,2020-06-25 10:49:32
23607,Twitter,192498,46161,0.2398,2020-05-31 18:57:51
14848,Twitter,94673,4162,0.044,2021-06-24 17:15:03
28153,Twitter,3623,381,0.1052,2019-03-05 09:34:49
8180,Facebook,12500,2184,0.1747,2018-04-12 19:16:04
17640,Instagram,28907,6873,0.2378,2022-10-07 00:38:52
29065,Instagram,146303,10827,0.074,2023-11-24 15:32:17
21398,Facebook,34525,8868,0.2569,2021-01-25 19:21:35
19832,Twitter,148590,20696,0.1393,2023-01-28 23:14:53
11619,Twitter,154714,8128,0.0525,2018-06-20 02:23:10
17863,Instagram,10990,2426,0.2207,2020-10-02 05:24:50
20246,LinkedIn,93612,24911,0.2661,2022-02-01 07:24:23
16180,LinkedIn,66047,8992,0.1361,2024-10-06 10:55:44
29744,Facebook,38878,9829,0.2528,2021-10-18 23:35:16
15598,LinkedIn,74308,3356,0.0452,2020-10-01 11:21:52
20201,Facebook,146030,6958,0.0476,2018-05-27 04:47:12
24566,LinkedIn,92416,3368,0.0364,2018-11-10 13:21:39
18891,Facebook,106686,27024,0.2533,2023-01-12 20:15:38
26499,LinkedIn,81877,23444,0.2863,2018-09-07 21:22:46
18780,LinkedIn,175420,27957,0.1594,2024-07-12 23:06:05
22794,LinkedIn,165766,45475,0.2743,2021-03-15 08:58:43
26265,Instagram,33790,9384,0.2777,2022-03-07 08:59:45
1561,Facebook,106741,13260,0.1242,2020-10-17 17:39:26
21663,LinkedIn,143078,29957,0.2094,2021-03-30 13:44:49
5617,Twitter,143377,15889,0.1108,2018-04-02 09:16:49
26031,Instagram,172097,17897,0.104,2023-12-16 03:24:05
1342,LinkedIn,196570,30457,0.1549,2019-05-04 23:19:13
3252,Twitter,138907,17185,0.1237,2018-10-23 20:03:13
6961,LinkedIn,165274,26976,0.1632,2020-02-18 10:32:53
19425,Instagram,135145,4738,0.0351,2022-07-24 09:40:58
9364,Twitter,102878,10715,0.1042,2024-08-10 06:25:44
5272,LinkedIn,48461,13290,0.2742,2020-09-21 12:04:27
26810,Facebook,47837,2106,0.044,2018-02-26 06:51:16
29553,Twitter,166784,25704,0.1541,2024-03-03 09:09:18
2761,Instagram,87342,15739,0.1802,2022-10-10 17:41:11
17414,LinkedIn,49289,6352,0.1289,2019-11-20 13:05:00
20341,LinkedIn,99436,11152,0.1122,2020-09-13 23:57:30
7751,Facebook,7167,1581,0.2206,2019-06-27 10:31:03
19361,Instagram,95396,10354,0.1085,2024-09-04 09:23:24
15571,Facebook,149600,13939,0.0932,2024-01-07 11:07:35
5058,LinkedIn,145084,24672,0.1701,2020-12-29 23:02:36
29294,Twitter,20870,3309,0.1586,2020-03-27 08:33:32
3359,LinkedIn,9968,326,0.0327,2020-06-08 17:16:15
15116,Twitter,2553,346,0.1355,2023-07-25 10:34:14
24900,Instagram,115871,3205,0.0277,2020-08-16 09:12:29
25212,Twitter,8841,2124,0.2402,2020-11-26 08:04:40
28536,Facebook,64076,8509,0.1328,2019-09-21 09:56:11
11094,Facebook,7808,551,0.0706,2023-07-10 10:12:37
27458,Facebook,160253,4525,0.0282,2023-02-25 06:15:59
10953,LinkedIn,66861,2824,0.0422,2023-02-18 08:59:42
987,LinkedIn,4558,885,0.1942,2018-07-15 11:18:54
9450,LinkedIn,199051,36122,0.1815,2021-08-04 09:43:56
24514,Instagram,78734,21421,0.2721,2020-02-07 03:01:42
13880,Instagram,80128,9385,0.1171,2018-06-17 19:54:34
705,Twitter,43497,1166,0.0268,2020-07-14 18:11:57
5275,LinkedIn,186845,10663,0.0571,2024-02-11 05:31:30
20527,LinkedIn,138453,19750,0.1426,2020-10-20 14:56:58
21020,Instagram,106359,2603,0.0245,2018-04-26 00:53:57
14796,LinkedIn,15352,3713,0.2419,2021-05-11 14:28:21
16330,Twitter,83509,18284,0.2189,2020-11-22 07:20:32
26175,Facebook,183783,11026,0.06,2019-11-18 21:00:34
29477,Instagram,157923,11851,0.075,2024-07-28 18:39:18
9931,LinkedIn,56480,9069,0.1606,2021-01-18 14:38:31
25465,LinkedIn,138081,26004,0.1883,2019-11-23 00:53:28
19411,Twitter,138706,11079,0.0799,2018-05-24 16:56:41
4194,LinkedIn,161717,47886,0.2961,2020-11-18 10:27:00
22874,Facebook,138065,26054,0.1887,2018-02-02 22:52:17
19719,Twitter,171602,7443,0.0434,2022-02-28 02:03:14
16160,Facebook,68965,13685,0.1984,2019-09-01 21:15:03
27476,Instagram,5088,1144,0.2248,2023-02-09 10:51:46
19859,Instagram,62553,16661,0.2664,2021-09-16 23:52:14
435,LinkedIn,44690,8624,0.193,2024-04-18 19:28:13
13235,Twitter,197096,16719,0.0848,2024-06-18 14:39:03
29145,Instagram,96546,19136,0.1982,2024-11-14 09:10:41
21654,LinkedIn,179348,21346,0.119,2020-07-08 05:14:15
24883,Instagram,91810,15439,0.1682,2022-01-07 03:56:08
4876,LinkedIn,49485,11251,0.2274,2019-10-15 08:16:05
10101,Facebook,127366,27196,0.2135,2018-02-28 04:58:25
