user_id,acquisition_channel,acquisition_cost,time_to_convert_days,converted,signup_date
23965,Referral,3948,23,No,2023-07-06 21:07:55
16470,Organic,1703,19,Yes,2020-11-27 13:47:02
3804,Paid Search,2026,31,No,2021-10-19 03:01:43
25923,Referral,910,10,Yes,2019-08-11 19:20:26
11187,Referral,1612,6,Yes,2019-05-03 01:14:14
29009,Paid Search,544,21,Yes,2020-07-22 22:25:33
19952,Organic,2303,23,No,2020-04-13 09:13:29
27213,Paid Search,3636,22,No,2023-07-27 05:15:20
14000,Referral,3168,39,No,2021-04-22 12:58:09
2572,Organic,632,8,Yes,2024-09-09 12:23:05
18585,Organic,1096,44,Yes,2018-08-29 15:05:49
25167,Paid Search,3491,35,No,2022-01-28 02:05:16
28660,Organic,1518,39,Yes,2018-03-26 04:30:20
5556,Organic,1146,31,Yes,2019-09-05 06:11:56
4819,Paid Search,3599,0,No,2019-03-04 23:17:39
27039,Social,3110,34,No,2022-08-18 16:04:20
1268,Referral,4575,39,No,2022-10-14 08:25:23
2302,Organic,2878,10,No,2021-01-19 14:03:43
6865,Organic,3657,19,No,2018-12-28 06:41:57
19862,Social,393,36,Yes,2024-04-24 14:00:19
4965,Organic,1333,1,Yes,2020-01-23 03:38:19
25212,Referral,4477,6,No,2018-06-24 15:55:05
7155,Social,1433,14,Yes,2018-04-03 17:56:36
409,Social,2120,7,No,2018-02-20 10:22:31
11927,Social,817,21,Yes,2018-07-26 14:07:35
2437,Social,810,19,Yes,2018-05-27 02:01:08
18447,Organic,471,0,Yes,2018-08-12 14:15:31
16030,Paid Search,4136,34,No,2018-11-06 17:06:23
8802,Social,4885,29,No,2022-12-29 09:35:03
18368,Paid Search,1480,7,Yes,2021-08-31 18:48:22
29557,Social,870,35,Yes,2022-08-12 03:08:26
10301,Referral,3809,14,No,2020-11-21 10:53:06
18559,Social,3788,20,No,2019-12-18 19:20:48
6173,Social,1765,30,Yes,2019-04-23 17:07:26
21337,Referral,1560,28,Yes,2020-01-17 18:11:36
22043,Organic,537,0,Yes,2020-06-22 18:54:49
5448,Organic,2915,35,No,2020-11-16 19:53:03
1629,Organic,885,32,Yes,2022-12-14 06:59:19
5736,Organic,1843,39,Yes,2020-02-28 11:13:14
18734,Referral,4430,36,No,2024-03-06 12:54:45
24599,Paid Search,1092,33,Yes,2021-12-12 05:25:45
13668,Organic,1731,24,Yes,2020-01-23 15:56:40
122,Referral,2092,29,No,2024-06-23 05:35:17
17955,Organic,4617,16,No,2021-09-30 08:17:54
8880,Organic,1292,9,Yes,2019-07-06 15:52:49
15166,Organic,318,41,Yes,2018-06-15 17:43:08
2132,Paid Search,707,37,Yes,2024-12-23 17:21:48
8313,Paid Search,1583,6,Yes,2023-02-26 20:23:41
24038,Social,4887,10,No,2022-10-30 05:53:42
15927,Social,4870,31,No,2024-07-10 12:43:39
27683,Social,2582,27,No,2022-08-19 22:43:12
10024,Organic,1470,21,Yes,2019-08-10 18:05:22
11786,Social,961,30,Yes,2019-03-05 23:56:23
21673,Referral,2925,17,No,2024-06-07 07:38:58
449,Organic,4819,40,No,2021-02-12 00:24:23
29713,Paid Search,3980,43,No,2021-04-26 16:35:23
8528,Social,2339,25,No,2021-06-09 02:32:35
25924,Organic,2964,14,No,2022-12-15 13:21:26
12028,Referral,2749,29,No,2019-02-14 15:10:01
3955,Organic,1842,43,Yes,2020-04-30 11:38:21
19871,Organic,4233,23,No,2024-09-08 08:31:41
7134,Referral,3408,21,No,2019-08-10 13:57:28
22576,Paid Search,2523,15,No,2022-06-25 15:13:29
15400,Organic,4957,43,No,2021-07-25 04:55:31
28084,Paid Search,948,39,Yes,2022-09-18 04:59:54
7035,Social,4235,39,No,2024-04-05 16:00:26
21927,Paid Search,965,23,Yes,2023-10-16 23:36:45
18758,Referral,3719,14,No,2023-04-07 07:11:06
648,Organic,3457,28,No,2018-04-16 21:18:47
12208,Organic,3749,28,No,2018-09-21 04:19:27
18174,Paid Search,3899,12,No,2023-04-04 01:59:31
3052,Paid Search,2257,2,No,2019-11-05 07:48:00
22215,Paid Search,2770,18,No,2022-10-29 02:37:14
20458,Organic,3939,14,No,2022-05-10 07:52:03
8384,Social,4554,21,No,2019-05-21 14:58:58
13596,Social,2745,9,No,2023-08-19 18:22:20
18310,Paid Search,3624,24,No,2024-09-10 02:59:33
8535,Referral,2616,30,No,2021-06-06 00:26:01
1099,Referral,2690,42,No,2018-12-12 16:12:56
21381,Referral,4798,42,No,2020-03-20 22:21:13
9916,Social,4099,5,No,2021-11-15 22:29:00
20381,Paid Search,2637,14,No,2019-01-25 22:03:29
6997,Paid Search,3903,30,No,2018-06-14 04:15:00
6495,Organic,2905,25,No,2020-01-15 18:48:30
29707,Paid Search,1388,39,Yes,2018-02-04 08:13:43
6875,Social,2904,25,No,2024-07-14 06:14:44
12420,Organic,1630,11,Yes,2020-10-04 22:17:24
8177,Organic,482,22,Yes,2018-10-20 14:00:10
26047,Social,1249,17,Yes,2024-02-03 11:14:50
5945,Social,1135,25,Yes,2023-03-15 23:29:45
11850,Referral,2036,16,No,2022-03-20 11:35:51
4011,Organic,1263,33,Yes,2021-12-10 01:07:54
6649,Referral,3500,9,No,2020-01-08 10:11:59
21925,Referral,2189,36,No,2024-05-31 08:03:15
21385,Social,4232,11,No,2023-09-06 19:47:25
20378,Organic,3271,40,No,2019-09-29 11:11:51
9010,Referral,1403,22,Yes,2024-09-23 06:08:58
21819,Organic,976,23,Yes,2023-07-24 05:54:17
11622,Organic,3761,29,No,2018-01-02 12:52:13
15078,Paid Search,1395,38,Yes,2020-07-28 12:26:00
13752,Social,1008,35,Yes,2024-12-31 00:24:28
13442,Social,4438,40,No,2021-11-15 14:06:52
24563,Referral,3089,8,No,2019-03-21 05:27:14
7652,Social,722,3,Yes,2021-12-23 13:43:54
7300,Paid Search,1433,21,Yes,2023-01-03 13:36:06
12687,Paid Search,1735,29,Yes,2018-05-01 05:00:24
22930,Social,1450,13,Yes,2022-05-28 11:54:36
1538,Referral,2609,21,No,2023-09-01 19:39:38
10954,Social,4716,3,No,2022-03-23 17:48:11
19898,Organic,2870,43,No,2021-08-27 08:58:36
22289,Referral,3013,42,No,2023-05-03 13:02:35
15029,Organic,1107,31,Yes,2018-04-23 13:04:27
15153,Referral,752,14,Yes,2022-12-04 03:45:55
19026,Organic,1077,44,Yes,2024-09-19 08:36:52
14453,Paid Search,4021,44,No,2021-09-18 05:05:48
13922,Paid Search,3933,40,No,2018-05-02 10:39:58
23311,Referral,1009,12,Yes,2018-07-15 22:36:46
13459,Paid Search,2528,34,No,2020-11-05 18:46:18
16246,Social,4914,36,No,2019-05-12 13:11:42
20048,Paid Search,1634,9,Yes,2024-02-08 19:16:15
28645,Referral,2824,20,No,2022-08-22 04:48:57
463,Social,402,9,Yes,2020-04-15 15:12:02
14392,Referral,3821,6,No,2019-07-11 06:01:05
20292,Referral,247,25,Yes,2021-03-15 15:55:27
185,Social,942,25,Yes,2022-11-18 22:08:10
8656,Referral,4078,16,No,2019-05-17 23:46:27
15648,Referral,3784,30,No,2022-09-09 23:08:37
28749,Referral,824,0,Yes,2022-10-05 06:05:39
23345,Paid Search,3907,19,No,2018-02-01 03:35:59
7786,Paid Search,4698,20,No,2019-03-10 13:28:59
27933,Referral,4158,8,No,2024-03-25 22:15:32
12325,Organic,1719,12,Yes,2019-03-06 14:34:19
10264,Referral,1321,43,Yes,2020-10-02 21:45:03
13341,Paid Search,749,41,Yes,2023-08-02 06:39:20
25749,Organic,323,34,Yes,2021-05-07 03:29:01
21180,Paid Search,276,13,Yes,2021-07-03 06:33:26
8294,Organic,3673,11,No,2024-04-12 21:36:46
26000,Referral,2159,15,No,2021-09-27 16:13:01
3742,Organic,3055,44,No,2018-01-24 10:06:34
23239,Referral,1564,16,Yes,2024-02-05 19:07:15
9269,Referral,1306,44,Yes,2022-10-26 13:51:46
25969,Referral,3324,10,No,2023-09-25 03:00:17
11656,Organic,1752,21,Yes,2023-07-02 14:37:21
22136,Referral,2576,12,No,2018-01-19 04:10:21
28724,Social,4399,28,No,2020-04-08 14:08:57
24098,Organic,687,33,Yes,2022-11-26 11:58:04
15715,Paid Search,1953,1,Yes,2023-10-20 00:13:45
13746,Paid Search,1709,44,Yes,2022-11-24 00:10:45
10173,Paid Search,2987,38,No,2020-07-27 08:23:42
29372,Referral,1067,37,Yes,2022-05-22 13:29:05
11961,Referral,2807,22,No,2024-12-20 23:24:27
27093,Social,1376,32,Yes,2023-11-28 20:15:50
8313,Social,3397,20,No,2018-02-21 18:15:31
26426,Referral,3749,8,No,2019-10-10 07:33:46
26788,Referral,3361,25,No,2019-05-02 16:34:51
7914,Referral,2143,23,No,2022-04-22 16:52:29
17273,Paid Search,2035,22,No,2021-09-09 09:38:49
16153,Organic,1396,22,Yes,2021-03-21 08:53:08
26309,Organic,3018,35,No,2023-04-04 12:03:39
27599,Referral,3846,38,No,2023-05-29 15:16:57
17109,Paid Search,3762,17,No,2022-05-27 09:49:41
25851,Referral,4259,43,No,2018-02-20 15:21:28
29577,Referral,4188,8,No,2021-08-15 13:23:49
29231,Organic,221,6,Yes,2023-05-11 21:07:23
1767,Referral,2970,38,No,2022-06-07 05:04:21
26652,Paid Search,840,14,Yes,2021-12-01 06:58:06
24046,Organic,4990,34,No,2018-07-08 03:26:21
27331,Referral,431,4,Yes,2024-11-04 23:44:59
7380,Organic,2406,12,No,2023-11-14 16:30:43
10550,Paid Search,3465,37,No,2021-05-14 13:05:41
12230,Social,2182,14,No,2021-06-18 07:30:50
11938,Referral,1363,25,Yes,2023-12-21 21:04:00
10938,Organic,794,11,Yes,2023-05-05 15:02:05
3061,Referral,4711,14,No,2023-07-12 07:50:22
22958,Organic,2177,17,No,2023-06-22 18:56:28
26364,Referral,4335,39,No,2023-09-02 01:18:50
7385,Organic,1000,17,Yes,2024-09-30 09:12:22
9829,Paid Search,4341,7,No,2021-12-25 22:05:27
4159,Social,4949,11,No,2021-08-23 01:37:11
27202,Referral,2751,18,No,2021-02-19 22:57:54
19805,Paid Search,4546,37,No,2020-09-24 15:58:00
14008,Referral,3750,30,No,2023-03-26 15:32:31
25124,Social,3922,20,No,2024-01-07 02:33:20
15187,Referral,985,20,Yes,2024-05-17 17:54:15
9516,Referral,2852,35,No,2024-08-18 13:49:22
17503,Referral,428,13,Yes,2018-03-27 17:28:04
25823,Paid Search,1453,1,Yes,2022-12-07 16:35:05
19677,Social,433,39,Yes,2024-12-19 17:33:54
18221,Referral,4222,22,No,2020-08-25 23:18:57
22605,Social,1211,9,Yes,2021-01-13 07:38:42
26656,Social,629,17,Yes,2022-12-21 21:21:14
27604,Social,2525,24,No,2021-12-30 07:32:15
11894,Organic,1388,39,Yes,2019-01-08 10:34:23
20304,Referral,3748,43,No,2021-01-25 04:55:24
12515,Referral,1172,11,Yes,2020-04-27 15:43:03
3853,Organic,845,2,Yes,2021-03-30 16:58:47
14467,Paid Search,2638,18,No,2020-12-21 15:57:10
28468,Social,3158,21,No,2021-01-18 17:21:28
26850,Referral,3646,0,No,2020-02-03 06:59:51
7188,Referral,4973,18,No,2020-07-09 21:15:22
10319,Organic,1722,26,Yes,2022-02-21 02:29:11
15126,Paid Search,332,34,Yes,2023-09-01 17:46:11
23758,Paid Search,2056,35,No,2023-08-23 09:44:01
8306,Organic,3363,3,No,2020-09-30 15:09:51
17552,Social,3993,20,No,2022-03-20 23:07:07
12068,Referral,3471,42,No,2022-04-11 16:05:31
26088,Organic,3457,19,No,2020-08-01 18:02:19
17348,Paid Search,1608,42,Yes,2020-07-23 08:53:23
17694,Organic,4735,30,No,2021-07-21 18:19:48
14737,Social,4979,5,No,2021-04-16 02:07:58
5388,Organic,2859,44,No,2022-12-08 03:08:26
22578,Organic,3164,8,No,2018-03-22 03:23:42
6590,Organic,4049,2,No,2024-11-19 03:48:59
4760,Referral,2812,0,No,2019-06-21 09:40:13
5910,Referral,1009,19,Yes,2019-04-08 07:08:12
6762,Referral,3417,11,No,2024-05-11 11:50:01
10050,Organic,4096,15,No,2020-06-03 12:25:10
12380,Social,765,33,Yes,2020-06-08 14:58:22
574,Paid Search,828,39,Yes,2019-05-21 20:37:48
11218,Paid Search,4995,30,No,2022-07-05 13:57:00
1062,Paid Search,4832,4,No,2021-07-04 20:58:45
7277,Social,850,40,Yes,2024-03-21 03:16:33
13199,Paid Search,1932,4,Yes,2022-11-26 00:17:53
15154,Referral,2828,4,No,2019-09-29 17:10:30
1692,Referral,2760,16,No,2019-02-19 10:35:30
20356,Referral,922,15,Yes,2021-01-14 05:08:09
22677,Social,3269,18,No,2020-10-01 13:52:49
18403,Organic,1638,22,Yes,2024-10-10 02:53:43
22449,Social,4566,4,No,2021-11-21 01:55:28
7098,Organic,2698,42,No,2022-08-08 11:32:10
22967,Paid Search,2726,35,No,2020-11-01 23:22:35
15826,Paid Search,4214,30,No,2019-12-29 06:43:12
23303,Organic,3042,40,No,2019-02-17 16:51:44
13105,Referral,4219,25,No,2018-07-09 00:34:11
8223,Social,3911,23,No,2021-06-17 00:54:14
13830,Social,3452,19,No,2020-06-19 08:46:19
2535,Referral,3053,35,No,2023-09-04 22:02:23
3743,Referral,1425,2,Yes,2019-09-24 05:41:17
11768,Referral,2535,17,No,2019-08-13 06:19:21
27947,Paid Search,4127,20,No,2020-01-18 14:37:24
27945,Organic,3257,29,No,2024-01-03 20:40:32
24431,Paid Search,979,38,Yes,2022-06-12 09:49:40
28220,Paid Search,1006,12,Yes,2020-09-16 23:06:36
6446,Social,1186,32,Yes,2020-04-19 14:14:59
5762,Referral,294,42,Yes,2022-08-03 00:56:04
8107,Referral,737,19,Yes,2021-04-12 08:15:34
6586,Organic,4257,42,No,2018-01-10 12:34:27
17620,Paid Search,4759,38,No,2022-07-22 21:50:44
17091,Paid Search,4067,10,No,2019-06-18 07:37:45
24080,Referral,575,10,Yes,2022-09-07 09:42:49
26640,Organic,4590,32,No,2021-05-20 18:43:30
18696,Organic,1478,16,Yes,2019-02-17 17:49:52
816,Referral,4399,21,No,2024-11-06 19:48:47
6183,Paid Search,1152,20,Yes,2021-02-17 22:44:36
5266,Social,463,27,Yes,2022-09-27 02:15:48
17536,Referral,422,11,Yes,2023-01-04 00:40:20
24119,Paid Search,4575,34,No,2023-04-28 23:34:24
21625,Organic,3316,39,No,2024-06-16 04:16:01
4389,Paid Search,1158,2,Yes,2018-08-26 17:33:12
12621,Paid Search,782,23,Yes,2018-03-29 02:34:55
2534,Referral,4573,3,No,2022-05-04 06:31:06
28410,Social,253,27,Yes,2023-10-30 08:42:53
21772,Paid Search,1242,44,Yes,2019-09-08 06:02:33
18425,Referral,638,19,Yes,2019-09-14 02:23:09
5556,Referral,234,2,Yes,2021-04-13 02:49:50
11313,Organic,3776,23,No,2019-06-27 05:45:58
4138,Paid Search,3997,3,No,2020-01-28 12:07:59
4133,Social,3819,18,No,2021-09-27 10:40:52
9183,Organic,591,15,Yes,2023-05-23 17:55:15
14412,Paid Search,333,34,Yes,2024-12-12 02:23:24
27808,Social,3988,18,No,2021-09-07 03:41:24
21951,Paid Search,1137,44,Yes,2019-02-16 14:39:45
23589,Paid Search,4620,32,No,2023-09-11 20:35:45
2314,Paid Search,366,43,Yes,2023-11-13 13:10:43
16207,Social,3231,14,No,2022-12-25 18:36:46
11223,Social,4899,3,No,2020-12-18 14:21:19
13863,Organic,1914,19,Yes,2018-08-20 16:16:08
17898,Organic,1039,40,Yes,2018-11-22 06:16:40
14621,Referral,2679,37,No,2024-05-27 05:37:51
11597,Organic,2442,1,No,2022-12-20 11:51:41
26776,Social,1646,35,Yes,2023-12-12 23:16:47
14670,Organic,1951,2,Yes,2019-08-18 03:00:07
23247,Referral,3461,5,No,2023-03-12 01:03:58
4558,Paid Search,2723,28,No,2024-06-12 06:14:46
11390,Referral,3879,33,No,2021-07-02 05:09:59
27919,Referral,3958,5,No,2023-01-29 07:48:56
22071,Paid Search,2656,31,No,2020-07-16 03:22:44
2280,Referral,216,4,Yes,2020-05-04 00:06:48
27947,Social,3779,35,No,2021-10-08 19:31:27
5979,Referral,3554,2,No,2024-03-10 07:50:30
5970,Paid Search,4196,10,No,2020-08-04 12:19:28
26002,Organic,3550,9,No,2020-11-30 18:05:24
4006,Organic,3915,20,No,2024-09-07 04:15:15
22685,Social,4436,23,No,2020-08-22 20:07:48
13035,Referral,3059,40,No,2019-03-02 03:16:06
21381,Social,4869,20,No,2024-07-27 23:44:27
26050,Organic,1002,25,Yes,2024-12-22 12:41:02
22050,Social,3952,16,No,2024-07-29 07:04:14
716,Social,917,36,Yes,2023-09-27 21:41:23
6727,Social,4955,9,No,2018-07-02 06:35:11
1221,Organic,404,42,Yes,2021-09-11 13:51:51
29949,Paid Search,803,17,Yes,2023-12-28 17:59:35
24567,Organic,1220,11,Yes,2022-02-14 03:38:56
1618,Organic,4983,38,No,2018-12-17 22:55:00
16138,Paid Search,4838,14,No,2024-08-28 12:14:37
27749,Paid Search,4990,5,No,2022-06-15 03:47:12
13661,Paid Search,4349,41,No,2018-09-13 15:14:26
865,Organic,3865,35,No,2019-06-25 06:06:36
22045,Paid Search,3422,27,No,2018-06-16 20:08:40
16156,Paid Search,363,43,Yes,2023-02-13 11:44:59
14699,Organic,2474,9,No,2023-03-03 03:41:22
8059,Social,2778,22,No,2024-02-21 05:09:06
18936,Social,3927,27,No,2019-12-15 13:03:46
2928,Paid Search,4017,41,No,2018-07-12 03:52:07
8279,Paid Search,4761,35,No,2024-05-15 15:45:24
16435,Referral,1883,1,Yes,2022-11-30 21:16:29
25255,Referral,614,16,Yes,2024-02-02 08:44:52
13302,Social,2760,22,No,2023-01-12 00:58:20
3171,Referral,4940,17,No,2024-09-26 04:31:53
29509,Social,1639,25,Yes,2024-06-19 05:32:23
11002,Social,2243,43,No,2024-02-04 22:31:08
12067,Organic,1883,31,Yes,2023-12-20 20:34:04
17430,Organic,4306,36,No,2019-10-15 15:42:47
8754,Organic,2789,44,No,2019-02-05 23:41:19
4711,Organic,305,31,Yes,2019-01-17 18:33:09
14529,Referral,666,0,Yes,2019-11-25 13:35:22
14705,Paid Search,4314,2,No,2024-10-09 18:22:03
20638,Social,4349,18,No,2023-04-06 00:45:39
17856,Social,1921,16,Yes,2022-12-22 15:02:24
24273,Referral,937,11,Yes,2022-08-08 17:35:58
25723,Referral,2422,18,No,2018-08-02 03:02:26
19988,Referral,3786,43,No,2024-02-19 05:58:52
6294,Paid Search,3234,14,No,2020-09-29 20:57:02
9625,Paid Search,3243,20,No,2023-03-21 09:43:49
751,Organic,766,9,Yes,2019-06-07 14:03:23
3478,Organic,3148,24,No,2024-05-31 03:57:01
6582,Social,3703,10,No,2023-08-05 10:20:45
2215,Referral,3980,10,No,2018-06-30 18:27:22
29100,Social,239,14,Yes,2020-08-08 20:31:16
7951,Social,3010,15,No,2023-12-07 02:21:21
9482,Social,3151,7,No,2020-08-19 16:50:47
6677,Referral,219,20,Yes,2021-01-28 09:27:31
5448,Social,2959,40,No,2018-05-11 15:02:22
22215,Paid Search,3111,9,No,2024-10-21 02:23:44
7882,Referral,2274,25,No,2022-12-30 20:42:06
29527,Social,3716,17,No,2019-07-26 10:03:26
21137,Paid Search,920,9,Yes,2020-12-05 13:53:53
27902,Referral,1276,20,Yes,2020-12-20 14:55:25
28140,Social,806,3,Yes,2018-02-01 11:56:10
23936,Organic,2631,22,No,2024-05-17 00:10:18
9443,Social,4084,28,No,2024-02-10 20:08:25
5986,Organic,1999,10,Yes,2019-08-22 02:50:02
1962,Social,4115,33,No,2018-10-29 16:05:26
24260,Paid Search,1259,17,Yes,2022-05-06 10:07:28
11724,Social,4467,23,No,2019-02-20 16:37:06
15911,Social,2725,29,No,2022-08-03 18:14:23
23674,Paid Search,2314,5,No,2020-05-09 04:59:11
28041,Social,1446,30,Yes,2018-07-06 05:54:18
7189,Referral,4033,6,No,2018-07-29 20:31:39
15056,Paid Search,3973,8,No,2020-08-28 05:25:49
6587,Referral,388,34,Yes,2022-03-21 01:51:36
9613,Paid Search,2386,1,No,2019-04-08 20:45:03
23796,Referral,3767,4,No,2018-04-27 17:14:00
16139,Organic,3792,35,No,2018-07-27 07:49:37
12796,Organic,3180,36,No,2018-03-25 09:22:19
4920,Social,1773,33,Yes,2022-11-03 10:05:13
4488,Social,1788,1,Yes,2021-06-06 03:33:08
2639,Social,2702,44,No,2018-09-21 23:27:21
2533,Referral,4187,4,No,2024-07-12 16:40:17
6547,Paid Search,3029,2,No,2022-12-04 23:57:50
818,Organic,703,5,Yes,2021-02-15 14:30:25
29381,Referral,1523,3,Yes,2021-08-04 13:41:56
139,Organic,4614,40,No,2022-07-19 03:43:01
27600,Referral,4893,37,No,2023-01-24 06:46:10
1920,Organic,3334,17,No,2024-08-10 06:20:12
20547,Referral,3952,1,No,2018-01-01 18:44:28
12410,Paid Search,222,19,Yes,2023-09-27 00:37:13
19322,Paid Search,431,5,Yes,2020-05-18 00:26:37
20941,Referral,4092,16,No,2020-08-05 21:03:21
19102,Social,4147,39,No,2023-01-01 02:40:06
18304,Paid Search,3947,26,No,2018-08-09 20:25:06
14524,Referral,3706,20,No,2019-06-21 01:31:54
8700,Social,3209,15,No,2019-06-24 15:59:21
26398,Social,1713,20,Yes,2024-02-14 23:12:26
1595,Organic,249,36,Yes,2021-02-13 15:49:24
29290,Referral,1028,5,Yes,2021-04-09 14:25:30
20883,Referral,1181,2,Yes,2019-04-23 09:45:41
29070,Social,2860,8,No,2023-02-04 04:58:50
10354,Paid Search,3181,9,No,2021-03-09 05:20:40
23232,Social,1044,38,Yes,2018-01-07 00:00:42
2504,Social,2667,17,No,2021-06-25 09:37:01
28001,Referral,248,18,Yes,2020-05-06 15:27:02
28472,Referral,2026,28,No,2019-04-30 16:17:40
19399,Paid Search,4759,10,No,2020-08-29 05:39:03
7951,Social,3118,36,No,2021-12-25 14:11:51
3535,Organic,3525,39,No,2024-04-27 12:05:37
25580,Referral,3819,17,No,2024-12-31 17:28:29
10088,Organic,4508,41,No,2021-03-27 15:05:26
26689,Paid Search,2464,10,No,2023-09-28 21:05:18
25821,Social,2355,16,No,2019-08-03 05:57:45
29763,Organic,3631,29,No,2019-11-26 13:54:00
11319,Social,1056,38,Yes,2024-09-20 01:16:15
25198,Social,2536,33,No,2024-09-28 22:56:45
27288,Organic,3188,16,No,2019-12-01 00:24:11
28818,Organic,3033,16,No,2018-11-12 11:56:08
17137,Organic,453,36,Yes,2020-09-28 23:05:03
18580,Paid Search,4312,40,No,2021-10-15 04:34:17
14222,Organic,4077,10,No,2024-08-30 05:00:35
17591,Referral,3247,14,No,2024-07-04 22:53:34
1440,Paid Search,346,42,Yes,2023-09-02 21:49:10
18872,Paid Search,1042,39,Yes,2018-12-01 12:43:45
20482,Organic,750,33,Yes,2022-07-25 03:39:03
5905,Referral,3267,18,No,2018-05-17 10:44:32
5353,Paid Search,341,4,Yes,2019-09-29 01:29:06
2742,Referral,2939,31,No,2024-07-22 02:32:06
24903,Social,291,4,Yes,2018-06-19 06:39:23
472,Social,4239,21,No,2020-08-15 14:15:43
18958,Referral,2334,11,No,2024-12-19 13:22:22
11039,Organic,589,28,Yes,2024-08-18 18:52:14
25094,Paid Search,4487,34,No,2023-09-24 00:40:05
15322,Social,2678,4,No,2022-08-03 15:04:10
2432,Social,2009,3,No,2018-12-10 22:36:27
21453,Referral,2346,39,No,2021-10-31 07:50:23
28303,Organic,812,38,Yes,2018-09-16 07:17:30
5349,Referral,4016,13,No,2023-11-07 00:49:41
12841,Social,1460,42,Yes,2021-04-25 08:41:19
3704,Referral,2912,13,No,2023-01-25 07:24:26
12920,Paid Search,4207,37,No,2024-04-09 19:33:30
7363,Organic,3047,15,No,2023-07-20 08:27:32
598,Social,4415,0,No,2019-06-07 10:54:00
1489,Referral,3310,1,No,2024-08-08 13:24:49
15185,Organic,1238,31,Yes,2019-03-30 00:01:49
26705,Organic,4996,24,No,2023-08-19 02:27:33
18945,Referral,3832,20,No,2019-07-05 06:05:11
397,Organic,284,5,Yes,2024-05-13 12:05:37
6178,Paid Search,2650,36,No,2020-06-12 09:19:30
12801,Social,469,43,Yes,2021-10-12 09:49:43
17173,Paid Search,2725,29,No,2019-05-07 22:59:12
12283,Referral,2774,31,No,2022-04-06 12:06:22
11260,Referral,3587,37,No,2020-10-30 03:06:02
10858,Organic,660,11,Yes,2023-03-22 01:26:11
23324,Organic,2205,43,No,2018-04-30 10:38:44
11528,Paid Search,2257,25,No,2024-09-19 21:04:54
25368,Organic,2217,28,No,2019-10-26 04:03:39
1923,Organic,3674,19,No,2022-07-14 22:23:30
6768,Referral,4359,30,No,2020-12-06 23:49:23
4405,Social,1666,39,Yes,2019-07-16 22:59:37
19530,Paid Search,2471,7,No,2022-06-07 12:28:52
16696,Referral,2099,16,No,2023-05-09 13:19:19
5326,Paid Search,1206,20,Yes,2021-10-19 06:56:13
20576,Organic,2490,17,No,2020-12-31 08:38:53
23695,Social,543,21,Yes,2024-05-12 00:44:21
2804,Paid Search,1010,43,Yes,2024-11-17 18:40:54
8834,Organic,2001,23,No,2021-07-06 09:23:39
3653,Paid Search,3439,36,No,2019-12-13 08:15:57
26330,Organic,3802,43,No,2021-11-30 00:01:07
29564,Paid Search,3605,20,No,2018-07-10 03:16:04
22380,Organic,632,26,Yes,2019-02-25 21:41:42
19080,Referral,3904,14,No,2020-03-18 05:24:13
5426,Referral,4167,27,No,2023-11-25 11:53:44
3303,Organic,2598,23,No,2019-06-04 07:12:19
16343,Referral,2036,15,No,2023-12-30 02:06:49
21752,Organic,2334,35,No,2024-06-27 00:16:09
17718,Organic,3879,6,No,2022-03-15 00:53:49
9092,Paid Search,1831,21,Yes,2024-09-07 08:12:42
10260,Paid Search,3243,1,No,2024-11-16 01:08:58
28678,Paid Search,4328,22,No,2018-07-02 17:41:13
6408,Paid Search,3185,9,No,2023-01-31 13:33:35
3471,Referral,3853,18,No,2019-08-15 06:57:58
5112,Paid Search,4925,16,No,2020-01-04 02:25:28
15444,Referral,3027,30,No,2022-12-06 07:32:03
25453,Referral,2915,33,No,2021-03-31 08:04:27
2163,Organic,2928,9,No,2021-08-05 18:37:44
13022,Social,4375,30,No,2018-09-22 11:25:45
22302,Referral,848,7,Yes,2019-01-20 15:49:16
11492,Social,3600,11,No,2024-12-14 02:43:11
16860,Paid Search,3518,30,No,2018-03-02 06:17:41
3558,Paid Search,1167,41,Yes,2021-08-31 18:14:54
3571,Social,2436,34,No,2021-10-10 21:35:08
21613,Organic,3891,9,No,2018-03-02 06:55:29
13474,Paid Search,1470,42,Yes,2018-03-08 06:00:23
28077,Social,4880,9,No,2023-05-13 00:29:41
27817,Paid Search,4678,0,No,2022-09-03 06:50:49
2261,Organic,1355,21,Yes,2023-07-21 10:43:28
25105,Referral,3004,23,No,2019-01-28 06:36:35
21166,Social,3388,12,No,2018-01-20 01:08:56
20498,Paid Search,2373,29,No,2023-12-23 04:31:18
19474,Paid Search,3943,1,No,2020-04-04 05:17:36
21845,Social,964,17,Yes,2024-06-24 06:24:32
16482,Paid Search,3292,14,No,2019-07-29 13:42:39
10856,Referral,996,33,Yes,2018-12-29 12:03:31
17382,Referral,385,28,Yes,2020-08-03 13:44:57
16171,Referral,2416,23,No,2022-04-20 21:51:29
15030,Referral,2875,43,No,2018-11-23 06:36:45
24310,Paid Search,3294,44,No,2021-07-29 06:55:36
13027,Paid Search,1923,23,Yes,2019-11-30 01:45:09
24825,Social,2264,1,No,2018-05-30 10:30:04
8862,Social,4121,3,No,2020-05-04 13:45:55
13825,Referral,2232,13,No,2024-12-27 15:22:13
26972,Paid Search,468,5,Yes,2023-07-12 15:15:35
25206,Organic,1426,38,Yes,2018-01-23 16:02:58
16333,Referral,4412,9,No,2023-02-13 14:41:58
