respondent_id,brand_recall_score,purchase_intent_score,survey_channel,survey_date
34609,8,3,Offline,2023-01-21 08:55:12
26639,1,3,Online,2024-11-11 14:50:59
27017,7,5,Offline,2021-02-24 22:41:12
29006,1,1,Online,2023-09-13 15:44:49
33864,7,5,Online,2023-06-07 10:11:08
36448,4,3,Online,2022-06-29 02:01:35
9444,6,10,Offline,2019-08-24 03:19:47
31554,10,4,Offline,2019-09-13 08:26:57
36001,1,3,Online,2021-05-27 11:35:37
3611,7,3,Offline,2019-05-15 07:45:42
23588,5,5,Offline,2019-01-07 13:02:46
12383,6,2,Online,2023-08-23 21:51:11
43137,10,5,Offline,2024-09-16 00:55:26
28919,2,7,Offline,2023-07-07 03:01:24
15427,6,5,Offline,2024-03-12 05:43:21
41630,2,9,Online,2018-08-12 17:30:54
12152,4,5,Online,2020-05-17 19:04:32
48968,5,4,Online,2020-02-27 13:37:14
43339,2,4,Online,2019-12-15 18:33:23
44507,3,3,Online,2023-03-01 19:21:12
47252,5,4,Offline,2019-12-19 15:12:39
23049,7,7,Online,2018-04-01 11:29:20
31467,5,2,Offline,2023-06-13 15:46:28
21717,2,3,Online,2018-02-28 00:21:30
20488,10,8,Offline,2022-02-24 11:21:35
36057,9,5,Online,2018-08-08 00:07:24
38542,4,3,Offline,2019-11-16 06:23:16
34043,4,10,Offline,2022-08-07 22:52:48
5001,1,2,Offline,2019-03-22 10:14:25
14395,5,8,Online,2018-09-29 22:03:17
38299,7,1,Online,2020-11-02 21:34:49
14349,7,3,Online,2022-03-29 18:41:43
45141,10,4,Online,2024-07-19 23:40:24
593,9,4,Online,2018-08-05 16:22:38
27843,8,6,Online,2018-07-15 02:16:40
42508,4,10,Offline,2024-10-10 00:46:47
16300,4,9,Offline,2021-04-11 00:46:54
25694,10,2,Online,2021-08-01 22:33:28
49142,8,4,Online,2024-12-24 22:12:14
34479,8,8,Online,2018-10-12 21:25:27
42138,1,4,Offline,2022-03-12 05:45:24
47766,1,8,Offline,2020-12-12 23:59:57
48506,10,8,Online,2019-02-19 15:11:55
45645,4,3,Online,2018-02-01 23:51:42
18725,1,2,Online,2023-04-29 07:28:27
5434,3,4,Online,2022-03-28 13:46:27
30514,10,9,Offline,2018-01-07 05:52:33
34864,1,6,Offline,2023-04-19 10:00:58
20897,5,9,Offline,2020-08-14 05:00:38
4006,5,5,Offline,2019-05-18 16:55:46
48917,5,7,Offline,2018-11-03 13:10:20
40538,5,10,Offline,2023-01-08 13:46:23
46157,3,4,Offline,2020-07-09 05:08:25
29048,9,6,Online,2018-07-26 14:21:04
20019,9,10,Offline,2022-11-11 12:29:06
48827,2,9,Offline,2024-05-08 11:52:52
41048,2,3,Offline,2018-05-24 22:40:13
31454,2,9,Offline,2024-02-05 16:48:58
39882,10,6,Offline,2024-10-04 04:34:04
11749,7,10,Offline,2020-08-04 07:54:41
15792,6,9,Online,2020-12-28 11:14:19
40652,4,8,Offline,2023-10-28 14:16:28
39078,5,8,Online,2019-06-23 21:19:46
405,2,1,Online,2022-02-27 11:04:17
14479,3,8,Online,2020-07-15 19:55:27
9268,6,6,Offline,2018-10-17 21:46:41
12655,8,10,Online,2022-02-21 14:53:24
34999,3,2,Online,2023-10-22 13:32:26
5285,4,9,Offline,2020-03-10 06:01:36
14261,4,6,Offline,2020-02-16 12:56:32
19992,9,8,Online,2023-03-19 08:48:46
19063,8,5,Offline,2023-11-07 12:08:08
18590,8,5,Online,2020-06-14 12:21:34
47402,2,8,Online,2021-10-18 12:38:43
19046,9,5,Offline,2022-04-06 16:55:05
21566,6,3,Online,2019-12-23 13:12:52
35902,2,10,Offline,2024-06-06 03:26:17
43132,3,7,Offline,2022-05-29 03:28:00
34316,6,7,Offline,2021-02-18 10:15:58
49,5,8,Offline,2023-04-09 16:22:09
38070,1,4,Online,2021-04-12 20:56:34
24696,2,2,Offline,2019-05-27 20:16:34
31549,9,9,Online,2023-02-11 13:41:58
11720,6,5,Offline,2022-09-22 04:18:03
36614,9,2,Online,2022-02-01 00:14:28
11871,10,4,Online,2021-08-10 17:14:49
23981,4,3,Online,2024-07-13 14:33:24
3070,4,7,Online,2022-08-10 22:25:23
13833,4,10,Online,2023-05-19 04:12:14
8742,4,6,Online,2023-08-12 19:39:57
11710,9,5,Online,2020-06-13 07:21:18
32673,8,5,Online,2018-04-06 23:44:21
33498,4,5,Online,2018-04-16 05:55:45
7899,8,2,Offline,2024-11-29 01:40:49
34224,8,5,Offline,2023-11-02 04:22:03
11214,10,8,Offline,2019-08-02 18:59:32
34190,10,6,Online,2018-02-14 14:00:49
31900,4,5,Online,2020-05-15 00:28:52
39164,9,4,Offline,2023-02-22 06:59:46
6826,2,6,Online,2019-03-10 18:48:21
26835,3,6,Offline,2020-12-28 15:01:15
42811,10,4,Online,2018-10-06 14:43:36
27234,10,9,Offline,2019-10-27 11:19:15
1847,1,1,Online,2023-06-23 04:18:54
48474,3,1,Offline,2018-08-19 19:55:34
23850,4,2,Offline,2023-06-10 18:39:23
31527,10,5,Offline,2022-09-17 20:26:59
36873,1,4,Online,2024-04-27 09:31:41
13752,7,3,Offline,2021-01-18 11:27:42
18320,9,5,Offline,2019-11-27 11:21:31
27967,7,10,Offline,2022-05-22 03:41:28
5858,4,10,Offline,2024-01-07 02:12:14
15674,1,8,Online,2022-07-10 02:10:11
43818,3,2,Online,2019-08-21 21:51:37
1509,10,1,Offline,2024-10-23 06:56:13
29521,3,10,Offline,2021-11-19 17:43:22
36812,8,7,Offline,2020-02-10 21:31:46
1408,3,7,Offline,2018-12-23 01:13:28
23583,2,7,Offline,2020-12-15 20:23:05
21650,6,5,Offline,2021-12-08 20:44:22
28102,10,8,Online,2024-06-14 05:34:06
31640,4,6,Online,2021-05-03 01:23:51
20162,4,2,Online,2024-01-26 22:33:59
24282,3,7,Offline,2019-12-06 20:25:14
44677,3,4,Offline,2018-03-09 20:52:14
9222,9,10,Online,2020-06-30 08:47:05
9291,8,3,Online,2024-01-02 16:12:39
30963,4,9,Online,2022-08-15 19:54:56
1466,1,9,Offline,2022-03-15 06:11:22
38500,6,6,Online,2022-11-01 10:14:38
37333,1,6,Offline,2021-11-10 16:32:08
34443,4,5,Online,2019-07-11 08:35:07
25664,9,1,Online,2019-07-29 06:22:31
22306,8,3,Online,2021-03-30 04:37:43
8246,9,4,Online,2021-06-10 14:18:56
5409,6,6,Offline,2022-03-09 16:08:16
36717,5,3,Offline,2022-11-01 18:29:23
32705,9,6,Offline,2021-12-29 01:58:57
23535,6,7,Online,2022-04-02 00:30:35
49580,1,10,Online,2021-11-18 14:06:43
41702,9,6,Offline,2019-04-21 14:44:25
3939,2,4,Online,2024-10-07 01:29:40
29368,8,5,Offline,2023-04-26 13:29:06
18993,9,8,Offline,2018-07-25 08:08:59
41772,5,9,Online,2024-06-02 11:53:15
11235,6,10,Online,2023-10-14 06:06:42
46123,6,6,Online,2019-09-23 03:49:32
23756,4,9,Offline,2023-08-30 03:55:20
3614,1,7,Offline,2021-03-22 06:49:22
14767,10,3,Online,2019-01-09 15:26:42
34133,3,9,Online,2018-04-20 03:43:21
3621,9,3,Online,2019-08-16 21:06:23
36924,7,4,Online,2018-12-13 14:46:48
39598,7,4,Offline,2021-01-22 04:50:13
6443,10,9,Offline,2023-12-22 16:10:51
17387,6,9,Online,2020-07-06 07:02:57
22346,6,1,Online,2022-09-18 08:46:37
35715,1,7,Online,2018-12-12 07:46:10
43338,4,3,Offline,2022-11-10 06:06:07
44036,10,9,Online,2021-12-19 06:51:39
34240,10,4,Offline,2023-02-10 03:46:47
38471,6,2,Offline,2019-12-18 19:54:17
24265,8,8,Online,2022-03-19 00:08:31
2578,3,3,Online,2019-07-25 21:20:30
2415,2,1,Online,2020-08-14 16:00:44
16149,7,7,Offline,2023-04-11 14:39:18
25828,4,7,Offline,2024-01-05 13:51:07
18763,9,6,Online,2021-05-26 19:23:34
33353,8,1,Online,2019-05-01 16:46:15
10391,6,2,Online,2022-12-08 17:05:48
47915,5,8,Offline,2023-02-24 13:26:27
11357,5,6,Online,2018-04-07 23:12:36
41049,5,6,Online,2024-10-18 23:57:10
45654,8,4,Offline,2021-10-02 17:28:34
17711,9,8,Offline,2023-11-16 10:21:20
42003,8,6,Online,2024-12-18 13:22:59
8732,1,3,Online,2018-09-29 09:27:49
37530,10,1,Offline,2020-06-08 13:58:21
4542,4,2,Online,2019-05-24 18:28:45
31411,7,5,Offline,2022-12-28 07:20:32
4287,4,1,Online,2023-08-15 01:41:03
23341,4,1,Offline,2021-10-29 04:48:25
31928,2,6,Online,2023-06-01 10:34:38
10859,1,1,Offline,2023-04-14 20:20:24
12151,7,8,Online,2024-07-27 04:43:45
46542,6,4,Online,2021-03-29 19:39:59
46830,7,3,Online,2023-03-08 21:58:23
40076,10,3,Online,2021-11-05 21:40:05
8385,4,6,Offline,2018-07-13 17:07:32
42134,3,4,Online,2024-05-06 01:38:21
28448,10,7,Online,2018-03-28 22:56:36
43315,7,8,Online,2021-02-15 20:41:17
32246,8,5,Online,2020-04-21 17:37:50
23691,6,3,Online,2022-02-13 21:47:57
43860,10,9,Online,2023-05-19 19:47:23
45829,6,9,Offline,2020-02-20 05:54:39
22662,4,6,Online,2018-08-30 01:42:52
49225,1,4,Online,2024-03-19 14:18:52
31882,10,9,Offline,2021-04-28 16:29:27
39164,4,5,Online,2018-07-22 03:55:30
7544,8,8,Online,2020-02-21 05:38:03
30863,6,4,Online,2021-09-04 04:52:00
18513,1,7,Online,2024-11-28 10:30:14
49861,3,6,Offline,2023-03-30 16:58:12
28051,9,2,Offline,2021-12-27 13:36:52
21798,9,2,Online,2024-11-06 08:31:35
48051,8,8,Offline,2022-04-08 06:33:53
28133,8,6,Offline,2022-09-01 02:30:51
13234,3,1,Online,2021-02-17 07:47:47
34129,9,7,Online,2020-05-01 22:59:09
44909,5,8,Online,2023-06-22 16:39:24
39670,8,9,Offline,2018-11-12 10:46:15
45117,1,7,Offline,2020-03-12 20:41:05
23772,4,3,Offline,2022-11-21 12:05:37
40047,4,6,Offline,2019-07-18 05:50:54
3150,6,1,Offline,2020-09-26 20:48:57
2125,8,5,Online,2018-05-15 23:34:37
39649,10,5,Offline,2020-06-12 10:37:01
30219,7,9,Offline,2019-10-05 01:48:47
29935,3,2,Online,2023-09-24 10:15:06
31954,4,4,Online,2023-07-09 10:24:02
7200,10,10,Offline,2024-10-04 07:45:23
20606,7,2,Online,2022-08-14 15:04:16
8560,10,10,Online,2022-11-13 00:42:32
26355,6,5,Online,2024-08-14 13:42:58
33191,1,3,Online,2024-05-27 06:18:40
40218,4,7,Offline,2021-06-17 05:58:23
20820,1,9,Online,2024-08-05 15:19:14
2118,3,9,Offline,2024-06-03 10:22:34
20833,5,4,Offline,2021-10-06 10:07:03
20268,1,4,Online,2019-01-08 17:52:18
31442,7,2,Offline,2021-01-05 23:06:47
13532,6,1,Online,2022-07-20 19:56:31
37775,5,7,Offline,2020-05-11 10:44:36
32530,9,2,Offline,2018-07-06 01:32:39
34525,9,7,Online,2023-10-29 20:01:10
47195,7,4,Offline,2024-05-17 16:22:49
11233,3,9,Offline,2022-12-09 22:11:51
42201,3,9,Online,2019-06-02 01:26:09
15087,2,8,Online,2021-12-19 15:49:28
12308,6,5,Online,2018-12-29 09:08:47
18893,8,5,Online,2022-10-10 21:24:35
3139,5,6,Offline,2021-03-04 00:39:05
19310,9,4,Online,2018-11-04 03:58:00
43547,5,5,Offline,2024-12-15 19:39:55
4896,7,1,Offline,2022-08-18 18:37:47
11451,3,8,Online,2020-05-02 03:23:17
17225,6,8,Offline,2019-03-09 18:49:59
1942,2,7,Online,2024-04-07 22:42:37
46522,9,9,Online,2024-05-14 04:20:03
9347,5,2,Online,2021-12-18 07:05:24
43319,7,9,Online,2019-03-12 07:09:07
23199,6,10,Online,2019-12-12 14:43:56
28113,7,2,Offline,2019-08-29 14:58:54
19802,5,8,Offline,2024-01-02 16:17:10
29455,5,8,Online,2018-11-03 04:46:23
36666,1,7,Offline,2023-09-29 22:44:14
29449,7,4,Offline,2022-12-21 15:39:44
46666,4,9,Offline,2020-06-13 04:05:21
2578,6,5,Online,2021-12-15 12:58:04
35063,10,5,Offline,2019-10-04 09:17:29
49305,2,4,Online,2021-08-29 01:10:01
7815,9,3,Online,2021-12-25 18:21:02
34474,1,7,Offline,2021-05-30 14:54:05
22781,2,6,Online,2021-08-08 23:28:29
44057,1,8,Online,2020-02-16 03:20:26
47818,6,9,Offline,2018-04-16 22:43:20
26422,3,10,Online,2023-06-18 05:28:10
20697,4,6,Online,2021-10-04 10:08:55
42204,5,9,Offline,2018-06-18 18:50:28
49437,7,9,Offline,2020-08-24 11:59:59
12698,5,9,Online,2018-10-25 05:57:41
47897,8,5,Offline,2022-11-26 12:43:43
38920,2,9,Online,2022-09-18 07:21:10
43981,9,9,Online,2019-02-07 23:45:08
45025,8,6,Offline,2018-05-11 11:47:00
41767,4,3,Offline,2022-02-10 02:40:50
9610,1,7,Offline,2019-10-29 22:19:57
26588,2,2,Online,2021-08-27 13:36:21
36976,7,10,Offline,2023-02-27 05:22:48
35885,10,4,Online,2019-04-17 09:51:16
8700,10,6,Offline,2022-09-10 22:50:14
11632,6,4,Offline,2024-02-11 21:06:24
26010,3,10,Online,2019-11-26 09:04:01
13969,2,9,Offline,2019-09-08 00:53:57
26077,8,8,Online,2024-04-02 13:34:39
28301,2,4,Offline,2019-01-20 22:00:12
46221,9,8,Offline,2019-04-02 01:55:47
33713,7,1,Online,2019-09-26 10:16:41
6990,8,5,Online,2024-11-27 12:47:43
17866,9,9,Online,2018-09-23 10:31:17
39610,4,5,Online,2024-01-08 02:04:33
22002,4,6,Offline,2022-03-15 14:22:54
13163,6,5,Online,2018-02-23 19:46:19
47029,7,6,Offline,2021-09-17 03:15:03
19766,5,5,Online,2024-03-21 09:51:33
26634,7,9,Offline,2018-10-22 07:22:23
28909,6,1,Offline,2021-08-09 02:41:02
46450,3,2,Online,2021-11-16 17:38:05
17543,10,9,Online,2020-07-09 19:37:41
21001,8,8,Online,2024-12-24 15:58:55
1020,3,8,Offline,2018-04-19 10:14:57
22227,9,6,Online,2022-10-02 02:08:49
40733,1,9,Online,2019-09-10 00:21:15
10217,4,4,Offline,2020-04-08 23:10:36
10989,4,1,Offline,2021-10-11 00:40:13
8386,3,9,Offline,2023-03-26 14:14:34
35112,10,4,Offline,2024-12-06 14:32:45
13008,2,6,Online,2021-02-04 03:29:02
7540,6,9,Offline,2022-04-23 16:55:44
43117,6,2,Online,2024-05-24 12:37:50
8764,3,8,Offline,2023-07-06 08:22:20
29891,5,10,Offline,2020-11-21 01:35:52
28868,5,7,Online,2022-12-17 04:23:48
16619,6,6,Online,2021-04-09 15:50:29
8855,10,4,Online,2021-08-29 14:10:00
32043,7,6,Online,2021-08-23 04:40:43
591,6,8,Online,2022-01-07 14:14:55
6660,1,3,Offline,2020-03-14 13:11:07
8447,6,10,Offline,2021-03-29 18:32:47
42983,7,5,Online,2021-06-28 14:36:56
39097,10,1,Online,2023-04-22 06:21:58
19795,3,3,Online,2020-12-17 01:20:29
7119,10,5,Offline,2020-11-11 01:22:47
36892,5,2,Online,2024-08-28 21:19:45
45680,4,5,Offline,2024-02-19 10:58:58
14429,3,10,Online,2022-07-04 16:19:00
41327,9,3,Offline,2022-09-17 00:25:36
31667,8,1,Online,2019-11-21 14:25:14
9374,1,6,Online,2018-11-05 05:19:55
33507,1,9,Online,2023-03-23 17:10:09
303,10,9,Offline,2021-07-12 09:39:20
11466,10,4,Offline,2024-11-13 20:40:06
31715,4,8,Offline,2020-08-02 10:02:36
17051,6,10,Online,2020-07-21 16:14:21
17035,9,5,Offline,2022-06-06 12:11:23
10204,1,3,Online,2019-11-11 05:42:29
20490,5,1,Online,2023-04-07 12:55:10
23112,8,2,Online,2018-12-15 00:42:02
25739,10,7,Offline,2019-03-30 20:15:08
8132,2,8,Offline,2018-02-26 05:43:31
48730,6,8,Offline,2022-08-13 08:03:19
1973,7,4,Online,2021-01-04 15:24:32
801,10,6,Online,2022-05-08 10:03:18
926,4,4,Offline,2022-07-23 02:28:20
39188,4,7,Offline,2018-12-23 15:39:36
23393,9,6,Online,2020-01-22 09:51:29
41700,10,7,Offline,2023-04-11 06:00:59
2173,5,1,Offline,2018-01-26 09:30:55
41792,7,7,Online,2020-04-09 19:37:31
30627,5,2,Online,2019-11-30 05:53:27
39918,10,5,Offline,2018-12-03 03:27:48
41831,7,2,Offline,2024-11-24 21:05:29
30153,2,9,Offline,2020-10-22 20:23:10
16902,9,9,Online,2024-04-29 00:33:11
41606,5,8,Online,2022-08-10 12:35:36
41268,10,4,Offline,2018-06-08 18:12:35
21751,5,10,Online,2022-12-08 05:52:36
31556,8,1,Offline,2020-02-15 00:13:12
6095,8,4,Online,2021-01-05 17:23:44
42564,2,2,Online,2021-02-13 20:52:01
49577,4,9,Offline,2019-05-03 05:32:55
23144,9,2,Offline,2020-05-01 14:43:32
47735,8,1,Online,2019-12-19 21:47:13
34597,1,8,Online,2021-01-31 01:16:26
23315,5,1,Offline,2024-02-04 12:16:52
12424,8,10,Offline,2021-02-27 08:59:27
14574,3,10,Online,2018-01-13 11:38:09
27973,10,8,Offline,2021-08-10 06:49:59
3200,6,1,Online,2019-08-19 15:36:06
16917,5,1,Offline,2022-07-09 01:34:04
38432,1,6,Online,2019-06-12 09:32:18
3238,6,6,Offline,2019-11-11 02:40:33
29053,1,8,Online,2019-04-10 11:40:04
30097,7,1,Online,2020-08-01 22:20:46
43019,6,2,Offline,2023-11-10 11:40:09
17711,7,1,Online,2022-12-08 03:31:14
20491,1,10,Online,2021-11-30 15:19:46
49545,2,9,Online,2020-09-05 21:15:17
18970,10,6,Online,2022-08-21 14:11:23
9980,5,4,Online,2019-05-26 06:03:09
2489,6,3,Offline,2020-01-25 12:31:12
41658,5,10,Online,2021-09-19 04:36:29
6560,8,5,Online,2022-10-03 17:08:37
35843,5,7,Online,2023-09-18 18:40:27
36838,1,5,Offline,2021-01-25 00:50:03
41597,4,10,Online,2024-10-19 13:06:51
10213,3,7,Offline,2018-05-15 20:20:19
32106,4,10,Online,2018-11-04 17:48:31
18503,2,5,Offline,2023-10-12 19:21:47
25018,6,1,Online,2020-05-26 05:23:53
36853,10,9,Online,2018-08-25 13:15:33
36583,2,9,Online,2020-03-04 02:26:35
47082,4,8,Offline,2019-11-27 17:42:48
33921,2,4,Offline,2022-08-20 04:55:23
15172,9,1,Online,2022-01-26 12:21:25
9450,4,3,Online,2024-09-26 15:55:20
310,8,4,Offline,2024-06-12 00:10:02
20149,5,7,Online,2021-07-29 21:09:55
20009,7,9,Online,2020-06-11 08:35:18
8675,3,3,Online,2023-06-29 15:59:12
28890,3,7,Online,2019-08-26 23:35:53
23877,2,2,Offline,2022-02-27 17:12:14
49380,2,9,Online,2024-11-18 07:47:14
42728,2,4,Online,2021-05-20 15:56:51
20959,4,5,Offline,2023-01-18 21:57:59
46746,5,6,Offline,2023-11-21 12:11:46
46785,4,9,Online,2020-01-30 18:42:53
23030,6,8,Offline,2022-09-16 19:14:29
43661,7,5,Offline,2021-04-02 23:27:51
411,6,4,Online,2020-12-21 15:02:07
7702,3,6,Offline,2019-07-21 10:19:00
32607,9,5,Online,2019-11-13 02:58:38
16086,10,6,Online,2022-11-29 22:17:10
28841,1,2,Online,2019-02-09 06:27:10
40434,7,9,Offline,2021-06-07 10:14:34
8883,5,3,Offline,2018-05-06 18:35:38
37535,6,10,Online,2024-06-29 00:20:28
27334,9,6,Offline,2019-06-05 20:06:54
40064,4,2,Offline,2022-02-15 07:29:58
27090,3,7,Offline,2023-06-27 13:46:06
45656,4,7,Offline,2023-11-14 11:27:23
11838,8,4,Online,2021-02-10 21:46:36
25346,9,5,Offline,2018-01-19 16:29:23
42046,4,4,Online,2020-10-11 14:26:21
21525,7,9,Offline,2021-03-23 22:24:14
47284,5,9,Online,2023-10-24 00:01:28
37566,7,8,Online,2018-05-23 16:30:14
47878,9,6,Online,2022-01-29 18:09:49
33143,8,4,Offline,2024-01-16 23:00:47
22803,10,5,Online,2022-09-23 08:29:00
39103,6,10,Online,2021-03-15 03:48:19
12473,7,5,Online,2018-09-11 07:38:11
49079,8,9,Offline,2018-07-24 11:05:02
39979,4,10,Online,2022-08-16 11:31:14
18248,4,2,Offline,2024-01-14 18:50:03
10126,9,9,Offline,2021-05-30 00:02:12
37037,10,10,Offline,2023-11-16 06:39:38
15117,7,8,Offline,2024-11-26 23:19:04
33091,9,7,Offline,2020-04-11 18:39:42
18160,3,5,Offline,2018-09-13 15:28:37
4759,1,3,Offline,2021-06-24 06:03:55
7071,5,9,Online,2024-04-18 00:51:09
21995,5,3,Online,2021-10-16 02:46:03
3551,3,7,Offline,2024-02-29 17:34:46
7795,9,2,Offline,2021-11-08 23:34:19
26295,3,2,Online,2020-06-11 00:40:40
23618,4,9,Online,2020-03-11 06:01:31
43881,2,8,Online,2023-07-30 09:15:15
35931,7,6,Offline,2022-11-27 07:03:29
39771,5,6,Online,2021-11-25 14:37:50
16258,3,7,Offline,2023-02-25 07:46:12
5310,2,5,Offline,2022-10-31 14:03:50
9143,1,6,Online,2018-09-05 20:51:56
16379,3,3,Online,2020-09-11 10:05:49
13865,2,6,Online,2024-11-01 17:46:56
1058,10,8,Offline,2019-04-01 06:10:29
37299,7,6,Online,2019-08-10 00:40:16
16772,9,2,Online,2023-10-26 16:51:26
41156,1,7,Offline,2021-02-16 20:56:24
38227,10,2,Offline,2022-11-27 03:04:22
12639,7,5,Offline,2018-05-11 23:37:20
4759,6,6,Online,2023-06-10 21:01:26
2832,7,6,Online,2020-08-02 05:59:25
30076,5,6,Online,2023-02-28 04:34:28
49286,1,10,Offline,2020-12-14 14:26:23
21948,5,6,Offline,2019-11-13 17:35:41
5252,1,5,Online,2022-09-14 14:36:13
8045,5,10,Online,2024-05-10 12:08:32
22623,6,3,Offline,2020-04-27 08:42:44
12254,7,8,Online,2018-04-14 04:30:21
48334,3,10,Online,2019-09-11 11:26:18
41528,3,9,Online,2023-04-26 04:16:24
40951,8,3,Online,2024-08-25 21:40:31
13463,7,6,Offline,2022-02-07 11:50:14
3044,2,7,Offline,2022-08-15 10:54:00
22780,7,2,Offline,2018-12-02 01:55:49
37086,10,2,Online,2023-07-24 18:00:58
18240,2,10,Offline,2022-12-16 22:36:52
12582,2,4,Offline,2022-11-04 17:06:40
20925,5,5,Offline,2024-07-14 05:33:09
14122,9,8,Online,2022-05-20 19:50:25
34049,5,5,Online,2024-04-29 11:41:52
1858,1,10,Offline,2022-04-27 11:18:59
3191,1,5,Online,2020-06-19 03:25:35
13952,2,8,Online,2020-07-02 20:08:57
25604,7,9,Offline,2022-06-15 01:53:39
8298,10,6,Online,2019-12-01 18:38:09
17792,2,3,Online,2020-07-30 16:43:45
473,3,3,Online,2018-10-06 07:25:31
32031,10,9,Online,2023-05-01 21:38:01
11454,8,4,Online,2019-08-23 09:09:27
31012,5,8,Offline,2020-02-13 06:58:59
48635,4,8,Offline,2018-03-01 08:51:44
37613,7,4,Offline,2024-09-05 10:56:42
42832,2,2,Online,2018-03-25 06:20:33
15353,5,9,Online,2022-08-15 02:54:48
40234,1,5,Online,2018-12-24 01:28:11
40583,5,6,Online,2018-02-26 18:37:02
11659,7,6,Online,2023-01-16 12:47:03
9156,10,3,Online,2021-01-26 23:39:58
33070,8,8,Offline,2020-12-02 02:39:03
35655,3,10,Offline,2023-04-03 17:47:09
30129,2,1,Offline,2023-07-09 23:12:29
49477,9,8,Offline,2021-01-06 18:33:38
2797,9,10,Offline,2024-03-27 06:25:56
29294,1,9,Online,2022-04-01 04:57:05
49451,3,9,Offline,2021-08-10 11:13:10
18819,1,2,Offline,2022-12-10 01:08:16
27189,9,9,Online,2023-01-19 23:27:10
33159,3,2,Offline,2023-06-12 10:11:43
364,6,2,Offline,2019-09-21 00:09:47
17209,5,4,Offline,2018-03-31 17:48:25
5021,9,5,Offline,2018-07-02 02:34:05
14335,2,6,Offline,2023-10-08 01:53:06
38871,7,2,Offline,2019-11-23 00:44:38
26057,5,1,Online,2020-01-20 21:35:14
40450,8,8,Online,2018-01-01 23:03:17
22559,2,3,Online,2021-11-29 22:11:50
25480,5,6,Online,2020-02-23 19:00:47
29123,6,2,Offline,2022-11-11 18:22:49
13462,6,7,Offline,2024-12-23 10:13:13
39605,2,10,Online,2021-03-14 13:29:59
42079,6,8,Online,2019-11-18 05:19:43
38497,7,6,Offline,2019-01-05 06:54:02
5165,10,6,Online,2020-09-14 18:08:26
4019,1,2,Offline,2021-08-19 04:27:52
22208,5,8,Offline,2018-07-29 16:59:38
13340,8,1,Offline,2019-08-13 12:11:24
42830,1,3,Online,2021-05-08 16:12:43
28960,4,3,Offline,2024-04-29 07:29:37
31081,6,10,Online,2023-10-08 04:15:05
21949,4,10,Offline,2018-06-11 19:17:43
12662,4,5,Online,2021-07-15 23:18:42
17841,2,2,Offline,2019-11-30 06:11:44
20019,4,6,Online,2020-05-06 17:44:34
13014,6,2,Online,2019-03-28 18:20:00
30711,9,7,Online,2024-07-13 19:40:32
8697,6,7,Offline,2022-06-25 05:06:52
19401,5,2,Offline,2019-10-27 10:01:15
30065,8,7,Online,2018-04-13 06:02:26
14956,5,2,Offline,2023-06-07 04:07:48
18366,2,5,Online,2018-11-25 20:44:02
38053,4,5,Offline,2020-01-23 01:21:17
6234,5,2,Offline,2023-05-08 04:15:42
14052,10,5,Offline,2019-12-03 08:05:11
32562,1,8,Offline,2021-02-24 19:22:57
24510,9,8,Online,2020-12-07 22:07:04
16353,4,7,Online,2024-10-31 02:11:42
9524,5,5,Online,2021-06-09 22:06:22
114,2,2,Online,2022-03-07 09:55:42
15898,9,4,Offline,2021-06-06 15:08:48
21116,3,5,Offline,2023-08-21 06:01:13
22777,10,9,Online,2018-09-11 08:12:42
25458,1,9,Online,2020-10-25 15:22:20
11257,2,9,Offline,2021-11-09 17:03:30
11441,7,5,Online,2024-02-04 07:41:54
34395,8,6,Online,2022-12-25 10:26:26
44143,6,8,Online,2019-05-26 19:15:37
36325,9,9,Online,2023-03-16 20:40:51
28601,3,10,Offline,2021-07-26 08:53:00
26434,3,1,Offline,2018-01-01 13:51:15
10670,10,6,Offline,2023-01-06 18:20:53
37419,1,6,Offline,2021-06-12 18:27:02
19282,10,1,Online,2020-01-23 02:18:29
17185,2,5,Offline,2024-03-02 16:06:17
2539,4,3,Offline,2018-01-12 03:29:10
14869,2,5,Online,2021-05-26 09:58:11
32796,8,4,Online,2023-07-22 04:57:31
16940,4,6,Online,2020-01-31 11:00:19
9317,8,5,Offline,2018-02-13 10:07:07
48014,1,6,Offline,2023-03-22 17:37:32
24336,7,10,Offline,2023-11-18 05:32:26
13367,2,5,Offline,2022-05-17 01:36:43
44868,3,10,Online,2020-04-29 09:22:51
1971,1,9,Online,2021-05-10 02:29:54
21249,6,9,Offline,2022-03-23 09:51:12
45004,10,7,Online,2022-08-25 23:26:34
12318,3,3,Offline,2022-07-01 06:18:06
33727,7,2,Online,2022-08-05 20:28:10
25603,4,3,Online,2022-06-08 02:46:05
44621,8,2,Offline,2018-03-07 13:41:51
6923,3,2,Offline,2020-05-18 14:16:39
7346,2,7,Online,2020-07-20 06:18:27
16956,10,8,Offline,2019-05-27 17:20:11
19812,4,8,Online,2019-02-07 01:42:12
5665,6,8,Offline,2018-04-07 07:11:17
12522,4,2,Offline,2018-09-04 22:35:31
46238,1,10,Offline,2021-07-02 15:18:31
5725,8,2,Online,2022-10-09 12:17:54
5329,5,7,Online,2022-04-18 15:06:09
35095,2,9,Offline,2019-12-27 10:34:34
12489,10,8,Offline,2024-08-02 18:11:30
18108,1,10,Online,2023-11-22 16:00:59
1694,6,10,Online,2024-08-29 17:06:49
