campaign_id,emails_sent,emails_opened,emails_clicked,open_rate,click_rate,send_date
11816,42171,19419,1471,0.46,0.03,2021-08-10 06:18:42
13063,10483,2804,290,0.27,0.03,2019-12-26 14:27:49
11885,33255,6609,1405,0.2,0.04,2019-09-05 08:01:14
13220,18955,7099,408,0.37,0.02,2019-08-18 19:44:43
10624,18092,8252,438,0.46,0.02,2019-12-03 00:34:04
6119,9677,5780,2223,0.6,0.23,2022-10-22 21:53:57
15477,13639,4884,1330,0.36,0.1,2024-07-18 12:06:39
3379,1071,217,28,0.2,0.03,2023-04-17 03:19:21
8816,31166,16430,4840,0.53,0.16,2021-01-28 16:09:44
14051,38908,6352,1744,0.16,0.04,2019-01-16 22:09:46
8107,32726,18951,6283,0.58,0.19,2018-04-24 21:26:23
18978,37298,15466,6114,0.41,0.16,2019-06-18 17:12:35
14866,13243,4216,839,0.32,0.06,2019-12-29 09:43:11
16313,35908,12881,3050,0.36,0.08,2024-06-11 00:20:26
19753,43379,23554,7379,0.54,0.17,2022-08-03 08:14:54
14858,27146,15839,4252,0.58,0.16,2019-06-03 11:23:09
16829,19827,5797,314,0.29,0.02,2023-06-20 21:01:04
19272,7991,3482,962,0.44,0.12,2019-02-04 18:57:22
13685,20326,6649,1992,0.33,0.1,2019-06-12 18:01:55
18387,6026,2653,355,0.44,0.06,2024-11-21 15:12:03
5700,49323,27526,10367,0.56,0.21,2020-07-17 14:14:21
16944,32937,7804,525,0.24,0.02,2022-02-04 00:15:40
4646,23055,7272,2303,0.32,0.1,2021-11-20 05:08:00
6948,8684,2908,830,0.33,0.1,2020-09-15 17:30:43
4142,42200,16069,1186,0.38,0.03,2024-08-09 12:21:03
8983,9231,4625,1388,0.5,0.15,2022-08-12 17:46:59
13941,46711,27099,4335,0.58,0.09,2018-10-03 15:58:38
8913,6102,1984,156,0.33,0.03,2020-07-12 15:17:54
8914,9265,3313,886,0.36,0.1,2019-02-05 10:06:11
4129,2839,569,150,0.2,0.05,2021-09-13 02:10:33
15419,45661,25054,2843,0.55,0.06,2018-07-17 05:52:09
10254,3850,1868,569,0.49,0.15,2024-11-14 12:59:41
18048,11805,2718,387,0.23,0.03,2018-07-28 03:30:05
13794,47633,8079,3003,0.17,0.06,2020-10-10 03:05:09
12892,30426,5878,930,0.19,0.03,2021-05-27 17:22:51
15386,44789,13903,2999,0.31,0.07,2018-06-04 02:47:53
11137,30587,13836,2879,0.45,0.09,2021-03-22 13:12:02
11642,30902,16598,6063,0.54,0.2,2019-03-06 16:18:14
4535,19419,4529,387,0.23,0.02,2019-03-23 16:53:19
10288,16539,9215,989,0.56,0.06,2023-03-26 08:06:22
11561,44854,15588,5017,0.35,0.11,2020-04-18 10:00:58
18414,1730,605,38,0.35,0.02,2019-10-14 14:04:06
19571,46920,24405,9114,0.52,0.19,2020-02-05 10:15:23
596,42643,8286,3072,0.19,0.07,2019-10-26 11:38:06
15083,25355,10434,1773,0.41,0.07,2019-08-06 05:59:59
7422,41766,18423,1524,0.44,0.04,2021-09-21 07:15:19
2609,16894,2625,663,0.16,0.04,2024-06-28 20:18:23
1720,2911,525,104,0.18,0.04,2021-02-24 12:27:53
5352,44345,15644,820,0.35,0.02,2019-01-02 16:10:59
11711,45455,21291,4196,0.47,0.09,2022-08-13 16:38:28
17660,21342,8218,1970,0.39,0.09,2018-11-25 03:08:11
5885,15321,7298,1967,0.48,0.13,2018-09-08 19:40:06
9221,22418,9891,2584,0.44,0.12,2019-02-23 13:27:15
13060,15973,8640,1965,0.54,0.12,2018-09-21 04:40:58
14118,47277,16351,6125,0.35,0.13,2019-03-08 12:20:45
427,42286,16947,1602,0.4,0.04,2024-06-15 17:12:37
13337,3428,1958,623,0.57,0.18,2020-01-18 02:40:22
7599,4559,1651,238,0.36,0.05,2022-09-11 05:18:07
14592,31229,17200,4703,0.55,0.15,2023-08-20 21:08:32
18801,34219,5814,1584,0.17,0.05,2023-04-01 07:51:07
3180,36029,7886,2603,0.22,0.07,2019-08-06 14:55:53
7762,30357,6277,780,0.21,0.03,2022-11-17 17:17:47
16237,3602,1400,443,0.39,0.12,2018-01-10 01:06:34
16651,22416,11448,4165,0.51,0.19,2020-04-19 19:56:36
14781,41563,9336,1504,0.22,0.04,2024-09-27 08:04:21
2143,39347,15075,4609,0.38,0.12,2022-01-03 21:52:27
9973,3307,1964,730,0.59,0.22,2019-01-13 02:27:26
17398,43178,8703,1605,0.2,0.04,2022-07-06 21:33:38
13000,46502,11233,1668,0.24,0.04,2023-06-16 07:44:20
2655,39074,23033,8749,0.59,0.22,2023-11-07 21:38:39
15715,6890,1741,271,0.25,0.04,2019-04-17 17:47:54
1265,10816,4712,1607,0.44,0.15,2019-05-28 16:17:12
6910,36563,18741,4544,0.51,0.12,2020-05-21 18:07:08
9512,21063,4077,1307,0.19,0.06,2024-02-05 21:53:13
16526,19478,3002,241,0.15,0.01,2019-07-20 16:34:58
12633,36705,6048,1399,0.16,0.04,2024-01-15 04:52:14
1544,22351,5888,1646,0.26,0.07,2023-03-15 04:42:58
13150,43158,22024,6405,0.51,0.15,2024-04-25 07:24:44
7296,46367,10426,3666,0.22,0.08,2021-03-25 16:27:48
18855,1810,1065,199,0.59,0.11,2023-08-19 12:41:05
905,3524,1973,761,0.56,0.22,2018-05-17 00:22:01
8172,4726,2298,382,0.49,0.08,2022-12-05 12:20:31
10559,42710,23856,7978,0.56,0.19,2024-06-18 20:25:46
1856,48750,28030,9006,0.57,0.18,2024-11-13 13:14:23
2257,8997,1695,309,0.19,0.03,2018-08-17 22:38:43
7998,10394,5135,1500,0.49,0.14,2018-10-19 16:09:37
11616,49529,14761,4871,0.3,0.1,2021-02-02 19:32:54
12985,1285,582,47,0.45,0.04,2024-12-01 13:38:51
11253,18453,6561,1662,0.36,0.09,2020-11-23 03:32:02
18580,34212,17313,1691,0.51,0.05,2022-10-06 21:58:11
16847,37768,6604,2389,0.17,0.06,2024-07-02 03:47:00
7632,39627,14045,3890,0.35,0.1,2022-04-15 14:21:55
18812,19096,9709,2662,0.51,0.14,2020-02-13 03:43:51
15259,7081,3780,743,0.53,0.1,2019-11-29 12:06:38
12862,13954,7741,3027,0.55,0.22,2024-03-05 16:30:53
7992,2685,999,96,0.37,0.04,2018-04-12 04:52:49
2417,30777,15103,5733,0.49,0.19,2018-01-09 09:28:22
13853,28261,10199,3035,0.36,0.11,2019-02-03 15:52:44
3400,32858,5217,631,0.16,0.02,2021-10-25 10:20:57
7173,46418,8383,1573,0.18,0.03,2023-10-27 17:23:12
15404,8308,2180,516,0.26,0.06,2018-06-16 12:34:42
10188,10687,2248,132,0.21,0.01,2020-05-11 09:59:29
4715,23410,10732,2762,0.46,0.12,2022-04-17 15:53:29
19751,2631,1370,210,0.52,0.08,2019-02-02 10:20:59
15446,31852,8101,2713,0.25,0.09,2020-02-15 13:30:35
17804,34352,17767,6865,0.52,0.2,2022-04-01 12:25:28
9866,23371,3665,1373,0.16,0.06,2019-07-25 13:05:30
10482,34012,16295,1910,0.48,0.06,2019-01-09 04:18:08
16349,27309,12051,3812,0.44,0.14,2021-04-15 23:46:19
2487,24475,10499,3945,0.43,0.16,2023-06-04 10:20:41
3799,3297,1222,127,0.37,0.04,2022-04-13 08:21:08
17062,35971,14390,1151,0.4,0.03,2019-06-29 16:21:28
5975,12658,2459,968,0.19,0.08,2018-02-01 02:04:19
6397,38010,7751,1359,0.2,0.04,2018-01-07 00:16:58
18603,6080,1829,414,0.3,0.07,2024-06-29 08:13:28
15645,35268,11296,3852,0.32,0.11,2023-06-10 06:20:14
15810,33338,10460,4119,0.31,0.12,2020-02-03 10:50:24
16968,11265,4713,414,0.42,0.04,2022-11-09 12:20:58
6000,34349,20314,1583,0.59,0.05,2024-11-23 00:41:20
1708,27633,6709,1753,0.24,0.06,2018-04-03 19:11:47
19213,18565,3877,1342,0.21,0.07,2021-03-17 01:16:42
7856,33189,11786,2309,0.36,0.07,2023-12-11 03:51:23
12097,48470,15168,5258,0.31,0.11,2023-05-20 08:07:36
901,32564,14932,2125,0.46,0.07,2021-05-23 11:37:13
10706,3292,1670,88,0.51,0.03,2023-12-11 04:42:15
14065,10864,3303,1291,0.3,0.12,2018-09-06 08:03:58
1457,44469,21355,6448,0.48,0.14,2018-10-10 22:13:46
5970,39115,14942,5243,0.38,0.13,2023-01-27 09:36:22
10951,46762,12726,2257,0.27,0.05,2019-10-11 20:08:11
1856,1317,777,128,0.59,0.1,2020-06-03 20:03:39
3026,38331,7410,1890,0.19,0.05,2021-09-10 23:24:53
12384,7117,2190,239,0.31,0.03,2021-02-03 11:18:41
16758,4135,2463,310,0.6,0.07,2019-03-04 13:20:50
6128,24571,4514,1625,0.18,0.07,2020-07-17 13:32:13
15575,8862,1733,684,0.2,0.08,2022-10-14 10:02:42
236,41279,12766,3141,0.31,0.08,2021-10-23 07:46:31
12216,17714,5134,1670,0.29,0.09,2020-11-27 06:37:26
10773,12705,5253,1150,0.41,0.09,2023-05-13 06:50:00
4901,23491,3738,948,0.16,0.04,2021-04-11 17:06:27
1682,45894,14871,5627,0.32,0.12,2023-10-31 16:51:26
4945,33138,7120,794,0.21,0.02,2018-01-28 15:44:23
10438,2554,1274,103,0.5,0.04,2019-01-17 16:23:25
19217,16254,7709,1613,0.47,0.1,2019-10-06 10:59:00
19824,7577,1183,379,0.16,0.05,2020-08-10 15:55:16
11503,33690,7013,1971,0.21,0.06,2024-08-10 06:20:32
17004,48895,28509,6180,0.58,0.13,2019-06-08 09:41:30
17155,41813,7836,2203,0.19,0.05,2019-09-27 14:29:24
10910,42911,15725,1389,0.37,0.03,2020-05-29 07:39:31
2016,5708,2232,579,0.39,0.1,2024-08-27 21:39:43
7571,16156,8633,2362,0.53,0.15,2024-10-24 22:28:31
18653,43776,17504,4962,0.4,0.11,2021-03-24 07:50:11
10593,33561,13792,2819,0.41,0.08,2024-07-05 11:19:19
5508,11155,1946,248,0.17,0.02,2018-12-04 13:28:29
11628,21798,10972,2463,0.5,0.11,2022-09-18 21:46:47
14597,27856,5809,1091,0.21,0.04,2019-01-04 09:33:31
14377,21060,8525,1197,0.4,0.06,2024-07-29 02:52:47
12538,4297,744,109,0.17,0.03,2022-05-04 20:07:48
12672,20156,9328,1491,0.46,0.07,2019-04-18 11:15:55
13257,43740,16501,1320,0.38,0.03,2022-07-24 19:33:32
2724,41446,19389,4494,0.47,0.11,2019-03-15 14:15:47
15839,41299,24381,6237,0.59,0.15,2018-11-25 14:49:24
7279,29609,7717,936,0.26,0.03,2022-12-12 04:26:48
7429,31851,15157,3006,0.48,0.09,2020-10-29 20:04:34
9113,3328,1272,135,0.38,0.04,2022-03-22 03:24:43
12258,7841,1853,398,0.24,0.05,2023-03-12 14:59:20
10965,8366,4632,1105,0.55,0.13,2024-06-02 05:31:36
170,31342,16098,3844,0.51,0.12,2019-09-24 13:21:19
12547,20108,11087,3534,0.55,0.18,2018-06-06 14:01:26
7371,27322,6707,1879,0.25,0.07,2021-03-28 17:17:05
16352,11749,6467,1229,0.55,0.1,2023-06-10 21:39:44
3997,31702,10229,2937,0.32,0.09,2018-12-06 12:22:04
8961,38159,11247,3465,0.29,0.09,2023-02-21 06:22:08
8552,2302,422,150,0.18,0.07,2019-08-06 12:39:00
10240,19190,11167,1542,0.58,0.08,2024-02-10 19:23:01
14028,31635,7971,2866,0.25,0.09,2024-09-08 11:43:24
10016,44502,23940,7136,0.54,0.16,2019-06-03 23:44:00
18922,37515,19417,7748,0.52,0.21,2024-06-29 11:55:48
1160,8067,4132,1528,0.51,0.19,2021-06-14 23:48:03
9183,36180,16275,1250,0.45,0.03,2019-09-03 10:42:24
14993,29517,9115,2993,0.31,0.1,2024-09-01 01:44:44
15711,5335,849,55,0.16,0.01,2019-06-02 22:21:48
4963,38382,22954,8597,0.6,0.22,2021-12-28 16:52:22
9923,40570,12037,4084,0.3,0.1,2018-07-21 07:20:56
8239,23603,8892,524,0.38,0.02,2024-12-11 22:25:46
13355,13759,4558,1192,0.33,0.09,2020-01-01 10:14:09
2083,37553,20682,2659,0.55,0.07,2022-12-05 05:30:33
4172,41269,9271,1953,0.22,0.05,2024-06-09 06:32:03
18237,20511,7359,2587,0.36,0.13,2018-01-03 02:17:23
5137,34891,20918,2242,0.6,0.06,2021-12-04 20:09:56
12040,25475,10794,763,0.42,0.03,2023-04-20 13:49:55
1580,3407,1212,98,0.36,0.03,2024-11-12 09:49:42
8765,31880,15696,5398,0.49,0.17,2020-07-28 13:46:44
13978,14701,3067,891,0.21,0.06,2018-08-27 06:45:24
5569,46900,13049,995,0.28,0.02,2018-05-23 22:58:35
1650,4591,2704,571,0.59,0.12,2021-05-27 08:38:38
13223,27691,10684,2612,0.39,0.09,2019-05-02 18:21:40
2995,42612,14142,4861,0.33,0.11,2023-06-30 07:57:53
16797,25885,4263,797,0.16,0.03,2020-10-26 12:53:52
17992,44587,19514,1019,0.44,0.02,2022-03-23 04:14:38
8646,21807,7828,2074,0.36,0.1,2024-07-21 00:59:02
7393,35819,17498,5344,0.49,0.15,2018-12-05 06:58:41
817,25472,10027,631,0.39,0.02,2023-04-27 11:53:58
16804,45344,8697,1787,0.19,0.04,2023-05-14 09:21:03
15664,18367,6720,2147,0.37,0.12,2023-05-02 20:50:48
1546,4872,1082,415,0.22,0.09,2021-06-01 00:15:57
19871,45796,16562,3809,0.36,0.08,2020-09-18 23:09:45
19215,17613,9253,2309,0.53,0.13,2021-12-28 17:43:58
11000,46311,9977,771,0.22,0.02,2018-03-29 07:01:46
19439,44465,18663,5881,0.42,0.13,2019-05-04 20:12:44
18917,43413,14360,5125,0.33,0.12,2018-04-20 19:06:02
3715,49807,24064,2130,0.48,0.04,2024-09-12 13:57:14
2634,24316,3655,955,0.15,0.04,2024-02-19 12:31:31
12186,36253,8138,1009,0.22,0.03,2020-03-05 10:48:19
15659,12559,6060,366,0.48,0.03,2021-04-04 00:55:34
9481,40639,8431,1640,0.21,0.04,2023-09-13 12:35:52
13059,49947,19099,1993,0.38,0.04,2021-07-31 10:56:53
2662,19760,3152,920,0.16,0.05,2019-02-07 23:48:02
3590,10243,5318,1031,0.52,0.1,2020-02-27 17:20:57
16405,47881,11938,1759,0.25,0.04,2018-07-17 15:06:57
6499,14142,5189,412,0.37,0.03,2023-03-30 13:37:46
4877,19096,10102,2470,0.53,0.13,2018-05-21 19:59:25
3554,10607,6333,2027,0.6,0.19,2019-03-29 15:58:57
12760,49790,16655,3436,0.33,0.07,2019-06-10 13:50:04
6499,27672,10880,4090,0.39,0.15,2021-05-11 22:30:09
18726,43497,15516,1356,0.36,0.03,2022-04-24 06:07:23
8917,22839,11835,2948,0.52,0.13,2024-08-24 00:45:43
9302,7988,2010,310,0.25,0.04,2022-10-08 14:07:42
15059,45022,12086,1208,0.27,0.03,2024-05-13 08:48:53
2099,17159,5856,1327,0.34,0.08,2019-01-31 01:00:43
7559,15024,3732,1165,0.25,0.08,2020-03-05 01:57:49
18056,20843,7082,938,0.34,0.05,2018-06-17 17:39:09
8379,3498,1636,542,0.47,0.15,2024-06-25 00:13:55
11910,29349,11987,696,0.41,0.02,2020-10-08 13:08:52
3302,16011,8591,2027,0.54,0.13,2024-12-20 17:28:04
38,15008,8993,3037,0.6,0.2,2024-10-20 12:29:37
188,38983,8070,746,0.21,0.02,2023-03-10 00:34:11
12669,7660,3402,496,0.44,0.06,2020-10-17 01:21:35
1484,22400,4070,1624,0.18,0.07,2024-04-30 02:37:55
9191,2305,874,108,0.38,0.05,2024-07-30 09:24:49
4943,9814,3453,1375,0.35,0.14,2023-05-14 20:28:54
12479,2610,576,83,0.22,0.03,2020-12-26 03:44:04
4676,26800,9599,2629,0.36,0.1,2021-01-12 04:17:25
6840,18312,5392,1868,0.29,0.1,2019-10-17 04:45:19
519,38685,14606,1300,0.38,0.03,2023-04-18 20:14:07
8211,24948,12900,1871,0.52,0.07,2020-06-05 10:10:49
5981,16633,5321,1809,0.32,0.11,2024-05-11 10:15:13
19595,8240,4840,960,0.59,0.12,2024-12-02 00:38:56
13331,18903,6400,1771,0.34,0.09,2019-02-26 10:31:42
1907,9136,4124,609,0.45,0.07,2021-10-26 10:07:49
8290,22068,4195,1660,0.19,0.08,2021-08-22 09:50:54
16638,41635,8211,2160,0.2,0.05,2023-03-31 04:06:16
15908,6993,4145,401,0.59,0.06,2020-08-10 03:44:09
17301,1741,641,185,0.37,0.11,2024-12-19 05:59:47
4060,41961,24932,1302,0.59,0.03,2023-02-10 15:20:54
15250,35635,13501,1835,0.38,0.05,2021-11-04 11:50:09
321,37634,20527,3216,0.55,0.09,2019-02-02 20:31:33
17929,26363,13420,4339,0.51,0.16,2020-03-08 04:16:04
7755,24529,6847,1772,0.28,0.07,2019-02-12 08:39:13
17250,46007,11371,4392,0.25,0.1,2020-08-30 17:21:39
8337,21869,4895,639,0.22,0.03,2023-12-15 05:19:00
13367,3012,1503,315,0.5,0.1,2020-03-30 20:34:01
1702,46079,19140,6969,0.42,0.15,2018-05-06 10:42:13
13067,43825,12242,4850,0.28,0.11,2021-01-05 18:09:03
9773,25724,4883,917,0.19,0.04,2024-07-31 23:33:56
13867,13120,7036,1187,0.54,0.09,2022-03-02 17:20:24
3672,27566,14251,1358,0.52,0.05,2023-03-08 07:44:52
13814,29858,14141,5236,0.47,0.18,2022-05-14 03:36:36
7942,25409,7098,2177,0.28,0.09,2024-06-09 01:51:53
14398,1174,473,25,0.4,0.02,2018-12-31 12:35:31
470,49000,8975,780,0.18,0.02,2021-05-25 09:20:39
16297,6286,3037,157,0.48,0.02,2022-12-08 12:46:54
19396,41662,23741,3192,0.57,0.08,2022-06-04 04:54:24
19489,32704,10244,3482,0.31,0.11,2021-04-23 14:42:30
3481,22301,11942,2982,0.54,0.13,2018-07-24 01:04:38
11123,48485,28509,3560,0.59,0.07,2021-07-25 14:46:50
9058,41324,23486,6736,0.57,0.16,2021-01-31 15:36:21
11988,39311,12145,2667,0.31,0.07,2023-02-17 16:39:50
16755,46091,14405,2165,0.31,0.05,2018-01-19 02:03:47
12920,30682,12096,2642,0.39,0.09,2022-09-20 05:28:19
14841,42543,7543,2818,0.18,0.07,2018-08-11 07:06:07
12756,10384,3491,558,0.34,0.05,2024-03-20 16:40:08
7595,45075,22462,6973,0.5,0.15,2023-12-10 21:46:33
8147,6071,1821,722,0.3,0.12,2024-10-05 16:19:45
1551,3054,1282,318,0.42,0.1,2024-06-12 05:27:35
13676,17926,8382,2343,0.47,0.13,2023-12-21 00:07:04
637,2634,1364,298,0.52,0.11,2019-12-17 15:28:01
2176,5165,916,65,0.18,0.01,2024-11-09 07:24:47
9166,22402,6607,2123,0.29,0.09,2018-11-15 21:58:10
17704,4471,992,204,0.22,0.05,2020-05-19 04:40:12
6633,46639,12630,1799,0.27,0.04,2024-03-05 05:48:04
11856,26788,12224,2173,0.46,0.08,2018-06-04 19:29:15
9765,7986,4419,1350,0.55,0.17,2020-02-08 10:30:24
19950,35466,10676,3150,0.3,0.09,2022-07-01 23:50:27
8936,20161,9635,758,0.48,0.04,2021-01-07 13:42:48
12139,43372,19811,2928,0.46,0.07,2018-08-01 00:44:19
6349,25828,7492,980,0.29,0.04,2022-11-23 08:06:38
8046,32069,8661,3136,0.27,0.1,2019-01-16 02:35:57
4162,5791,1137,316,0.2,0.05,2022-11-04 18:10:29
17053,24376,5334,2092,0.22,0.09,2024-11-02 01:09:41
2413,40474,8693,473,0.21,0.01,2018-12-25 11:15:15
8861,47579,14922,5806,0.31,0.12,2019-04-14 03:56:13
4869,1350,426,154,0.32,0.11,2022-09-19 02:53:09
16335,39272,13533,1329,0.34,0.03,2024-03-11 22:40:06
18042,15846,2409,365,0.15,0.02,2019-02-23 03:13:12
17084,46341,10304,1527,0.22,0.03,2020-05-22 02:54:04
14603,13036,4498,506,0.35,0.04,2024-09-26 02:38:18
19120,17746,5350,2077,0.3,0.12,2024-02-02 09:48:58
5979,32694,11183,1370,0.34,0.04,2018-03-30 10:26:11
13913,28889,13314,2510,0.46,0.09,2023-03-23 03:05:58
1534,9477,3329,1275,0.35,0.13,2023-07-18 23:03:16
19954,27401,10176,2194,0.37,0.08,2020-12-23 05:14:47
7749,24957,4375,271,0.18,0.01,2022-06-29 14:27:37
8456,17655,5356,411,0.3,0.02,2019-09-08 05:42:42
14903,26291,15643,2141,0.59,0.08,2021-01-14 10:28:05
15403,21993,4780,1847,0.22,0.08,2019-09-01 15:01:40
10715,34122,6041,1191,0.18,0.03,2022-05-03 08:58:28
8562,2898,723,127,0.25,0.04,2021-11-09 13:19:22
17819,38353,16973,1592,0.44,0.04,2019-02-17 10:13:42
15055,30941,16864,4342,0.55,0.14,2021-12-27 09:33:38
3284,30222,7237,2713,0.24,0.09,2018-06-08 23:35:20
3360,19979,9272,1519,0.46,0.08,2019-07-23 02:46:59
13231,40066,11546,2311,0.29,0.06,2020-12-07 13:27:15
13333,32433,13599,2564,0.42,0.08,2024-03-21 20:22:33
18831,32329,17032,4951,0.53,0.15,2024-02-14 00:09:33
17386,22611,6869,1669,0.3,0.07,2023-02-27 12:30:11
1677,43497,17975,1280,0.41,0.03,2018-09-12 21:31:47
6439,24946,12167,3658,0.49,0.15,2022-11-15 14:59:07
10270,18876,10488,2852,0.56,0.15,2021-08-28 16:15:41
8619,28535,5369,992,0.19,0.03,2024-12-11 01:05:37
2196,10981,2508,665,0.23,0.06,2023-11-13 06:26:30
13872,39345,8150,1073,0.21,0.03,2023-03-18 13:21:18
3288,24057,10777,2148,0.45,0.09,2019-10-27 05:44:21
6087,38672,9667,1592,0.25,0.04,2018-09-03 10:23:39
11186,6507,2319,711,0.36,0.11,2024-10-08 18:06:09
4783,5335,1056,297,0.2,0.06,2018-04-08 03:15:15
5762,18775,6807,1187,0.36,0.06,2023-06-26 16:56:58
11097,27641,8806,2980,0.32,0.11,2023-11-23 03:45:51
14494,19469,7058,751,0.36,0.04,2022-03-16 14:02:13
19960,49832,19883,1160,0.4,0.02,2020-08-24 07:45:35
14605,43592,11101,2403,0.25,0.06,2024-07-16 21:02:18
7011,38080,17969,5866,0.47,0.15,2018-02-08 16:06:29
11410,18396,5071,691,0.28,0.04,2024-09-04 00:24:37
1424,26536,4975,1529,0.19,0.06,2023-04-16 00:59:51
1120,4967,2690,913,0.54,0.18,2020-07-05 22:13:40
6475,45735,9839,3929,0.22,0.09,2024-11-29 04:29:42
8081,33607,10517,3519,0.31,0.1,2024-04-24 05:43:18
18104,18706,6015,2225,0.32,0.12,2023-05-24 15:10:43
10437,657,373,89,0.57,0.14,2022-01-15 22:50:13
603,39270,20600,1992,0.52,0.05,2024-03-04 18:18:35
16348,43415,7355,1640,0.17,0.04,2021-04-07 18:05:35
2556,14272,3414,307,0.24,0.02,2022-09-07 06:52:04
7874,6233,2587,578,0.42,0.09,2022-05-23 17:17:35
17382,599,318,99,0.53,0.17,2021-06-24 19:21:49
12435,10426,3854,1281,0.37,0.12,2018-02-07 03:16:10
7297,16636,9782,2958,0.59,0.18,2022-07-26 16:53:31
3780,18087,5752,2084,0.32,0.12,2019-07-08 10:47:26
2592,47023,18839,1902,0.4,0.04,2024-11-07 07:25:01
2837,45786,20269,7116,0.44,0.16,2022-01-05 10:09:06
14018,46340,7284,1427,0.16,0.03,2020-07-25 15:46:41
9411,6307,3491,929,0.55,0.15,2024-01-25 10:34:52
17662,22035,9685,935,0.44,0.04,2021-07-26 21:12:25
4636,6470,3764,569,0.58,0.09,2019-09-25 18:51:28
9502,27781,10003,2708,0.36,0.1,2018-12-23 04:37:24
13051,2885,1357,475,0.47,0.16,2020-04-23 11:12:41
5633,44686,26403,8728,0.59,0.2,2018-10-16 17:03:26
3872,2569,965,281,0.38,0.11,2022-08-31 04:11:04
13645,2236,1210,370,0.54,0.17,2024-05-25 21:09:06
14036,31518,13897,4098,0.44,0.13,2021-10-25 18:14:56
14636,12274,3728,1345,0.3,0.11,2021-08-20 21:34:00
6491,21792,9614,3166,0.44,0.15,2022-03-11 03:22:03
12660,46332,14464,4768,0.31,0.1,2018-01-12 01:54:23
11285,12065,3832,580,0.32,0.05,2021-01-01 12:16:13
7507,35861,11587,3402,0.32,0.09,2020-04-09 16:58:13
12004,38972,18798,6201,0.48,0.16,2019-12-08 23:49:17
19429,30456,6048,2321,0.2,0.08,2021-09-03 12:35:52
4816,36762,19804,4579,0.54,0.12,2022-07-03 09:52:29
8087,10337,2996,660,0.29,0.06,2024-12-10 06:54:47
479,32107,17083,4173,0.53,0.13,2024-07-25 21:25:51
429,3652,1636,470,0.45,0.13,2023-01-03 10:20:19
6666,28580,11047,2338,0.39,0.08,2018-04-28 16:59:25
6505,19760,8694,2367,0.44,0.12,2022-10-21 12:42:50
17366,5763,2171,381,0.38,0.07,2022-07-11 13:50:31
689,3086,516,70,0.17,0.02,2021-11-26 19:14:19
14009,28454,5608,1313,0.2,0.05,2022-05-09 22:11:12
5213,34640,15649,5152,0.45,0.15,2020-06-03 06:21:18
6430,5140,1093,122,0.21,0.02,2023-02-03 08:17:17
16525,28453,5108,1160,0.18,0.04,2021-06-12 17:44:18
5593,10808,5365,700,0.5,0.06,2022-03-08 21:36:36
9270,34457,16339,5441,0.47,0.16,2020-03-11 16:22:22
7358,5343,2552,822,0.48,0.15,2021-07-07 14:04:30
19994,31459,18296,6708,0.58,0.21,2022-09-21 10:38:55
721,16900,5320,398,0.31,0.02,2024-11-17 01:41:53
8140,4149,1570,510,0.38,0.12,2023-04-23 21:20:48
14579,39434,21527,2314,0.55,0.06,2024-01-03 06:59:56
2114,41955,11802,1594,0.28,0.04,2024-07-05 14:00:41
9568,45949,25374,9898,0.55,0.22,2024-08-03 10:57:34
17046,15008,8986,1569,0.6,0.1,2024-10-07 05:21:41
6966,8252,4688,322,0.57,0.04,2023-05-04 15:21:28
4454,33264,12499,1392,0.38,0.04,2023-03-18 02:06:19
9887,11542,6830,1510,0.59,0.13,2023-04-13 04:59:46
18278,35852,13688,1831,0.38,0.05,2019-08-09 07:23:34
5411,10091,4716,433,0.47,0.04,2023-10-02 05:22:01
14415,43741,16449,6572,0.38,0.15,2023-05-19 10:42:55
1037,40799,21420,6753,0.53,0.17,2019-07-22 15:41:22
7946,49184,26236,8398,0.53,0.17,2022-10-29 18:56:07
16674,32879,14529,4932,0.44,0.15,2019-02-14 20:37:19
9175,25676,7320,729,0.29,0.03,2024-08-12 08:06:44
14195,34040,19731,3592,0.58,0.11,2019-04-15 12:25:21
6457,46508,9202,898,0.2,0.02,2020-02-28 03:11:01
13588,26422,7881,2123,0.3,0.08,2023-12-02 02:28:25
14728,15470,7854,474,0.51,0.03,2021-10-19 04:09:13
11961,2674,1338,205,0.5,0.08,2024-05-22 06:34:03
6630,26207,4306,1136,0.16,0.04,2023-08-14 21:16:47
1786,25289,5989,2292,0.24,0.09,2020-12-11 19:47:22
12029,5168,1131,349,0.22,0.07,2024-09-15 09:37:13
563,38867,17475,4352,0.45,0.11,2018-07-17 22:10:01
7358,40349,20610,2065,0.51,0.05,2024-12-11 11:28:18
5085,36974,6777,2265,0.18,0.06,2018-02-12 08:46:57
2579,3540,1692,550,0.48,0.16,2023-02-19 13:56:20
16617,44866,7431,422,0.17,0.01,2023-10-06 14:45:51
17730,30885,8493,2085,0.27,0.07,2022-12-18 02:14:55
10654,33002,14119,3595,0.43,0.11,2024-10-25 23:17:29
19393,10899,3264,172,0.3,0.02,2021-09-19 12:23:17
12175,26094,5000,1048,0.19,0.04,2020-04-23 18:02:12
5937,14744,2681,1035,0.18,0.07,2021-12-24 01:03:24
12187,46312,20060,6726,0.43,0.15,2024-09-27 03:44:20
16180,8406,2482,513,0.3,0.06,2018-01-08 14:47:15
16433,40664,7535,2806,0.19,0.07,2024-12-09 22:21:34
