student_id,class_date,attendance_status,class_type
11839,2017-12-31 08:14:02,Absent,Lab
31261,2019-11-07 16:22:43,Present,Lecture
42740,2020-12-27 23:56:27,Present,Lecture
9420,2019-06-24 05:46:44,Present,Lecture
33604,2023-12-30 15:10:38,Present,Lab
11561,2023-03-06 16:29:04,Absent,Lecture
19813,2019-11-02 05:19:15,Present,Lab
27347,2023-03-10 22:49:57,Present,Lecture
8384,2024-07-08 08:23:39,Present,Lecture
30668,2019-08-26 10:33:59,Present,Online
20221,2017-11-08 04:46:04,Absent,Online
29579,2018-02-06 06:45:17,Present,Lecture
15235,2020-07-18 20:45:33,Present,Lab
2568,2017-05-26 01:05:49,Present,Lecture
20106,2018-02-15 14:52:30,Present,Online
46425,2024-05-02 22:29:49,Present,Online
20886,2024-09-11 10:01:17,Present,Lab
4535,2022-01-12 17:43:37,Present,Online
15075,2019-07-30 09:10:12,Present,Lab
9168,2024-05-27 20:33:18,Present,Lab
49339,2024-06-03 07:41:51,Present,Lecture
15354,2024-07-13 08:25:03,Present,Online
16036,2021-08-04 08:52:31,Present,Online
26441,2023-01-26 01:50:45,Present,Lab
21910,2021-04-29 10:11:13,Present,Lab
25193,2023-10-12 00:39:29,Present,Lecture
41572,2023-02-06 14:34:30,Present,Online
44594,2019-01-30 15:51:37,Present,Lab
9882,2018-03-01 17:57:35,Present,Lecture
20935,2020-09-18 09:03:23,Present,Lecture
34760,2020-04-02 20:18:57,Absent,Lecture
39597,2018-01-23 15:47:08,Present,Lab
24628,2024-10-17 23:45:56,Present,Lab
31476,2022-02-07 07:17:17,Present,Lab
38042,2020-05-20 09:51:32,Present,Online
44271,2020-03-18 11:01:58,Present,Online
25386,2018-06-18 11:46:22,Present,Lab
30949,2020-09-20 08:36:50,Present,Lecture
11068,2017-08-27 15:28:35,Absent,Lecture
44952,2024-07-22 15:38:22,Present,Lab
16841,2024-08-16 03:38:32,Present,Lab
36797,2023-04-19 23:57:14,Absent,Lab
22295,2018-06-05 05:31:58,Present,Online
45975,2022-05-26 04:04:15,Absent,Lecture
20595,2021-03-01 05:51:53,Present,Lecture
28549,2024-04-13 22:44:18,Absent,Lab
15197,2018-03-02 12:52:49,Present,Lab
4118,2021-08-30 10:26:08,Absent,Lab
22557,2024-01-25 22:32:22,Present,Online
37091,2021-07-24 04:02:10,Present,Lab
34024,2017-01-19 00:06:25,Present,Online
22785,2020-08-30 18:23:55,Present,Lab
30862,2017-11-01 08:39:55,Absent,Lab
47119,2017-01-29 22:13:08,Present,Lab
45124,2020-05-25 07:03:02,Absent,Lab
2995,2022-06-25 23:30:33,Present,Lecture
47677,2024-07-13 19:57:25,Present,Lab
3001,2017-06-13 23:28:38,Present,Lab
12510,2019-11-24 18:49:11,Present,Lecture
27947,2020-07-30 07:32:18,Present,Lab
8269,2017-08-01 03:26:31,Present,Lab
30555,2023-09-16 20:06:37,Present,Online
27078,2021-07-26 21:55:56,Present,Lab
23468,2018-11-19 11:30:29,Absent,Online
41881,2024-12-20 14:37:34,Present,Lab
14199,2024-09-09 09:38:04,Present,Online
45143,2023-06-23 16:45:34,Absent,Lecture
8616,2019-03-29 13:44:50,Present,Lab
7150,2018-03-16 17:30:55,Present,Lecture
22463,2023-01-08 21:55:00,Present,Lecture
46631,2017-10-23 09:07:39,Present,Lab
3343,2023-03-23 08:58:39,Present,Lecture
3079,2017-11-17 02:37:06,Present,Lecture
23943,2018-01-12 03:11:51,Present,Lab
20402,2018-08-04 12:52:22,Absent,Lecture
29490,2020-05-09 17:27:32,Absent,Lab
12122,2019-11-17 22:56:56,Present,Lab
6190,2017-03-27 12:28:20,Present,Online
25160,2021-02-27 07:54:17,Absent,Lab
25901,2024-04-14 03:55:09,Present,Lecture
18915,2024-02-08 06:40:18,Present,Online
9774,2024-05-25 03:55:02,Present,Lab
15947,2017-11-06 17:24:05,Present,Lab
9850,2017-10-22 07:01:57,Present,Online
12547,2024-10-12 19:30:55,Absent,Lecture
28731,2021-03-29 13:19:16,Absent,Lecture
22123,2021-02-17 09:19:42,Absent,Online
12352,2018-08-13 01:40:56,Present,Online
44533,2023-03-03 16:46:27,Present,Online
239,2018-03-29 04:31:59,Present,Lecture
9993,2021-06-01 06:28:57,Present,Lecture
19071,2021-12-18 12:31:24,Present,Lab
49936,2021-06-15 08:28:01,Present,Lab
21550,2020-02-16 10:44:49,Present,Lab
41006,2019-03-13 12:58:36,Present,Online
38379,2017-08-16 20:37:49,Present,Online
36224,2024-11-15 10:12:06,Present,Online
1130,2021-03-18 14:51:43,Present,Lecture
29457,2022-01-24 13:57:55,Present,Lecture
46055,2017-10-14 19:26:05,Present,Lab
16436,2018-07-16 01:20:35,Present,Lecture
2998,2018-07-28 04:11:12,Absent,Online
41429,2018-06-20 19:19:56,Present,Online
10446,2021-10-12 01:40:00,Present,Online
15433,2018-06-14 10:22:22,Present,Lab
16265,2017-04-21 12:15:46,Present,Lab
5565,2022-03-12 02:08:08,Present,Lab
38980,2017-07-05 19:26:50,Present,Lab
29450,2021-10-03 16:56:58,Present,Online
27378,2022-06-25 21:57:59,Present,Online
979,2018-06-18 12:35:06,Present,Online
1681,2018-08-28 13:22:12,Present,Online
5533,2019-10-17 14:29:02,Present,Lab
35151,2023-02-21 02:51:53,Present,Online
44960,2022-09-26 12:07:13,Absent,Lecture
28932,2017-10-20 06:15:06,Present,Lab
27752,2023-10-06 06:11:05,Present,Online
1849,2020-10-28 05:57:14,Absent,Lecture
20783,2024-10-23 00:03:31,Present,Lecture
2183,2018-07-23 20:18:12,Present,Lab
592,2024-11-13 11:03:38,Present,Online
1639,2022-11-16 19:51:49,Absent,Online
39736,2021-04-30 17:02:42,Present,Lab
48184,2024-02-20 11:23:45,Present,Lab
4806,2022-01-11 22:30:35,Present,Online
24306,2017-05-02 09:58:22,Present,Lecture
14216,2020-06-17 12:04:19,Present,Lab
21936,2018-12-20 09:43:43,Absent,Online
23929,2017-04-03 14:25:44,Absent,Lecture
35635,2024-03-15 01:48:35,Present,Lab
42871,2019-02-14 09:22:20,Present,Online
21842,2021-04-25 03:17:17,Absent,Lecture
42751,2024-11-11 01:56:35,Present,Online
5387,2020-09-15 15:05:43,Present,Lecture
21683,2020-03-15 07:28:11,Present,Lecture
35497,2020-09-27 09:04:09,Present,Lab
18189,2019-02-10 04:23:12,Absent,Online
46835,2024-07-06 19:01:33,Present,Online
46541,2024-10-11 04:35:19,Present,Lecture
12038,2021-05-28 00:06:00,Present,Online
1932,2024-05-05 15:49:41,Present,Online
24986,2024-05-04 04:29:22,Present,Lecture
1306,2024-12-07 07:48:50,Present,Online
40516,2018-08-08 20:28:14,Absent,Lab
18806,2019-08-12 10:41:06,Present,Lab
22191,2019-08-23 17:01:55,Present,Lecture
22555,2021-02-13 17:48:44,Present,Lab
47651,2022-08-24 21:30:55,Present,Online
25607,2018-08-06 20:01:35,Present,Online
49462,2020-05-01 02:04:11,Present,Lab
11400,2024-05-21 09:04:17,Absent,Lab
32390,2021-09-30 10:29:49,Present,Online
7485,2019-12-12 23:26:27,Present,Lab
44577,2023-03-25 10:20:05,Present,Online
25188,2017-05-20 06:40:28,Present,Online
16660,2022-03-03 08:58:17,Present,Online
3396,2019-06-21 12:35:33,Absent,Online
26794,2018-10-26 18:39:40,Present,Online
19932,2021-12-18 10:05:24,Present,Lab
21306,2023-04-05 12:24:50,Present,Lab
31997,2023-11-07 20:06:54,Present,Lab
24885,2024-10-12 12:01:13,Present,Lecture
28980,2020-02-21 20:06:11,Absent,Lab
35997,2017-07-22 11:42:30,Present,Lecture
41111,2022-11-18 19:07:04,Present,Online
25412,2022-06-19 06:53:52,Present,Lecture
29790,2018-09-16 16:28:02,Absent,Lab
14081,2018-12-14 01:51:35,Present,Online
14459,2017-06-26 06:03:36,Present,Online
14400,2019-11-20 11:57:27,Present,Lecture
36055,2019-11-21 12:02:47,Present,Lab
20432,2021-01-05 17:33:13,Present,Lecture
6136,2018-06-07 22:14:56,Present,Lecture
22527,2024-07-14 22:44:51,Absent,Online
29011,2018-12-20 19:44:30,Present,Lab
15287,2022-09-21 02:57:02,Present,Lab
45074,2021-12-01 17:57:54,Present,Lecture
42140,2019-08-10 15:09:03,Absent,Online
21206,2018-10-27 23:07:44,Absent,Online
45167,2023-06-04 01:17:41,Present,Lab
21210,2019-09-02 15:38:53,Present,Lecture
8492,2024-05-01 17:17:06,Present,Online
5982,2019-02-26 05:13:17,Present,Online
34751,2023-07-18 03:46:45,Present,Lab
16025,2021-07-27 22:29:02,Present,Lab
979,2019-04-26 15:59:12,Present,Lecture
17293,2019-03-30 13:12:04,Absent,Lab
5620,2023-09-20 10:12:31,Present,Lecture
18889,2024-01-24 09:10:04,Present,Online
33745,2024-04-15 12:46:39,Absent,Lab
36558,2024-09-26 03:34:24,Absent,Lecture
9246,2017-10-31 12:26:48,Present,Lecture
19336,2020-06-30 06:10:44,Present,Lab
36091,2022-04-25 10:55:52,Present,Lab
22828,2020-01-24 16:56:18,Present,Online
22007,2024-01-17 14:02:07,Present,Lecture
33831,2022-02-04 07:58:29,Present,Online
33879,2021-02-19 04:30:02,Present,Online
10922,2021-10-29 12:46:18,Present,Lecture
45759,2017-03-24 09:29:16,Present,Online
23567,2023-09-03 10:27:12,Present,Online
23146,2019-07-18 20:56:13,Present,Lab
5975,2017-11-13 10:53:24,Present,Lecture
22276,2019-12-15 13:26:48,Present,Lecture
19941,2020-03-14 09:14:32,Present,Lecture
22847,2024-08-06 20:47:31,Present,Lab
8319,2017-03-25 06:45:17,Present,Online
751,2021-07-23 01:01:18,Present,Lecture
49234,2017-08-23 23:10:49,Absent,Lecture
31082,2018-08-13 20:10:20,Present,Online
47069,2018-05-06 20:43:59,Present,Lecture
3992,2021-12-19 05:02:24,Present,Lab
34118,2020-06-05 10:03:35,Present,Online
19159,2020-06-17 20:21:30,Present,Lab
45234,2019-06-18 07:38:09,Present,Lecture
37231,2022-06-24 10:18:50,Present,Lecture
3414,2018-08-21 18:38:20,Present,Lecture
27458,2021-01-17 10:56:25,Present,Lecture
12339,2022-07-26 06:39:40,Present,Online
47521,2023-10-30 22:34:05,Present,Lab
7643,2021-08-23 05:51:40,Present,Lab
35714,2023-12-10 13:52:35,Present,Lab
16288,2019-12-09 22:28:35,Present,Online
7001,2023-01-18 19:10:47,Present,Lab
24506,2020-12-22 15:26:26,Present,Online
25213,2022-02-09 17:00:50,Present,Online
7236,2021-05-18 08:05:38,Present,Lab
35599,2024-07-17 20:19:38,Present,Lab
13151,2022-03-05 00:39:32,Present,Online
7330,2024-11-23 01:48:21,Present,Lecture
23821,2018-04-02 22:12:11,Present,Lab
26106,2023-09-23 09:42:18,Present,Lab
31954,2024-06-20 22:01:11,Absent,Lecture
44390,2021-01-07 18:42:55,Present,Online
3474,2024-09-15 14:06:32,Present,Online
4657,2018-06-29 18:35:35,Present,Lab
16052,2023-11-04 12:32:27,Present,Lab
34475,2020-02-09 01:26:05,Present,Lab
28571,2018-10-26 02:25:31,Present,Lecture
26019,2022-05-28 06:26:04,Present,Lab
14088,2019-12-24 11:26:25,Present,Lecture
3921,2019-02-06 07:04:16,Present,Lab
48887,2018-10-01 05:41:48,Present,Lab
42087,2020-02-16 12:38:51,Present,Online
26533,2024-11-21 11:42:25,Present,Lab
37174,2020-04-30 00:03:35,Present,Online
41509,2021-02-17 16:41:38,Present,Online
41193,2020-11-29 09:01:38,Present,Lecture
47340,2023-11-24 12:37:10,Present,Lab
36441,2024-10-05 16:26:10,Present,Lecture
38803,2024-10-20 14:19:49,Present,Online
28293,2020-05-19 11:08:03,Present,Lecture
26110,2017-06-18 14:51:11,Absent,Lab
22809,2021-04-17 11:59:48,Absent,Online
6993,2017-10-03 09:49:28,Present,Online
37752,2023-09-25 21:53:09,Present,Lecture
30587,2024-02-19 23:37:20,Present,Lecture
30747,2024-10-19 16:15:15,Absent,Online
11311,2021-12-20 03:11:07,Present,Lecture
22949,2020-08-12 15:13:23,Present,Online
28226,2019-10-10 13:55:51,Present,Lab
36437,2021-02-22 20:57:12,Present,Lab
48758,2020-09-19 11:40:50,Present,Lecture
1259,2017-02-28 11:00:34,Present,Lecture
20035,2021-10-07 15:49:22,Present,Lab
13291,2023-11-22 15:46:40,Present,Online
44180,2023-05-22 17:15:49,Absent,Lecture
34668,2022-04-08 02:58:29,Present,Lecture
12058,2019-01-16 15:20:49,Present,Lab
979,2020-12-29 18:56:29,Absent,Lecture
11306,2020-08-21 19:42:06,Absent,Lab
5865,2020-11-16 20:30:14,Present,Lecture
1322,2022-03-02 18:52:41,Absent,Online
41979,2024-08-25 11:39:56,Present,Lecture
9984,2022-09-28 21:32:48,Present,Online
8710,2023-09-19 12:00:38,Present,Online
37888,2018-08-02 23:55:50,Present,Lab
20310,2017-07-07 02:50:58,Present,Online
12364,2022-06-26 17:08:20,Absent,Online
6180,2022-08-15 02:16:20,Present,Lecture
33328,2020-05-01 10:46:38,Present,Lecture
2598,2019-03-19 11:36:49,Absent,Lab
11261,2023-05-27 19:33:13,Present,Lab
1382,2021-08-05 01:52:56,Present,Online
16932,2020-09-12 23:40:43,Present,Lecture
23580,2021-12-16 23:07:10,Present,Lecture
28172,2024-08-02 08:15:21,Present,Lab
23667,2018-12-28 13:44:55,Present,Lab
1574,2018-09-18 21:49:32,Present,Online
18504,2019-11-22 08:54:14,Present,Lab
30930,2024-05-03 04:07:24,Present,Lecture
40852,2017-09-18 19:06:43,Present,Lab
16786,2018-12-18 17:29:05,Present,Lab
44649,2020-09-17 16:39:21,Present,Lecture
36083,2018-05-29 03:54:45,Present,Lab
26601,2020-10-28 02:33:52,Present,Lecture
38567,2019-08-27 22:24:42,Present,Lab
7883,2024-08-05 18:36:39,Present,Lecture
10022,2024-03-20 13:48:09,Present,Online
12362,2023-02-25 02:59:55,Present,Lab
8114,2024-09-13 03:29:15,Present,Online
38059,2022-03-29 18:44:57,Present,Online
25430,2017-04-17 05:58:47,Present,Lab
15853,2019-05-01 12:15:47,Present,Online
23236,2019-10-11 12:46:46,Present,Lecture
1459,2021-05-01 13:40:18,Present,Lab
40071,2017-08-08 19:15:23,Present,Lecture
44440,2022-08-07 23:47:58,Present,Lecture
3637,2018-11-16 22:24:25,Absent,Online
32512,2018-06-26 08:45:35,Present,Lab
3748,2023-11-22 12:58:59,Present,Online
11790,2017-10-31 02:54:24,Present,Lecture
15857,2018-03-04 19:39:11,Present,Lab
35465,2017-03-18 19:21:07,Absent,Lab
5556,2018-06-30 00:26:47,Absent,Lab
18807,2017-10-04 20:26:41,Present,Online
571,2018-10-10 22:05:58,Present,Online
14411,2024-08-03 04:13:04,Present,Lecture
46515,2021-11-10 22:30:03,Present,Online
41249,2020-04-06 18:45:06,Present,Lecture
2371,2017-03-15 21:51:13,Present,Lab
49939,2018-01-08 11:28:53,Present,Lab
46754,2022-03-16 03:39:35,Present,Lab
26056,2022-02-13 18:17:42,Present,Lecture
45877,2021-12-26 06:32:49,Present,Lecture
43206,2018-01-22 13:26:53,Present,Online
42136,2023-04-28 06:32:59,Present,Lecture
18208,2017-12-31 23:18:00,Absent,Lab
4231,2023-09-12 14:36:16,Present,Lecture
30082,2020-06-11 06:28:56,Present,Lab
27040,2019-07-18 16:24:13,Present,Online
17504,2024-01-17 09:43:35,Present,Lab
44760,2018-01-21 23:49:24,Present,Online
44935,2020-08-24 15:07:50,Present,Online
30457,2018-04-21 13:53:17,Absent,Online
49165,2020-07-01 10:13:20,Present,Online
4500,2023-05-25 08:16:16,Absent,Lecture
38878,2023-07-19 23:44:40,Present,Lecture
8782,2022-10-16 08:40:04,Present,Lecture
28359,2019-02-21 13:19:18,Present,Lecture
46166,2017-12-07 10:05:32,Present,Lab
16962,2020-10-09 20:27:21,Absent,Lecture
19382,2019-12-30 22:21:15,Absent,Online
29673,2019-04-30 19:06:11,Present,Lecture
48516,2021-04-14 18:57:29,Present,Online
47074,2023-07-19 21:12:08,Present,Lecture
47477,2018-03-23 01:17:52,Present,Lab
10718,2018-04-24 21:10:47,Present,Online
40478,2019-04-05 18:06:28,Absent,Online
49999,2022-08-30 16:19:15,Present,Lab
41190,2023-09-24 19:15:44,Present,Lecture
49116,2018-03-24 20:49:17,Present,Lab
20308,2020-04-10 10:26:52,Present,Lab
22766,2024-11-11 12:14:02,Absent,Lecture
5143,2022-11-21 09:08:19,Present,Lab
41904,2023-01-14 19:46:49,Present,Lab
37985,2021-08-22 13:51:06,Present,Online
8919,2021-11-28 15:26:05,Present,Lecture
42791,2019-12-26 21:21:50,Absent,Lab
1392,2017-06-09 04:42:39,Present,Lecture
47361,2024-04-20 12:12:25,Absent,Lecture
30271,2020-01-05 22:08:45,Present,Lab
42856,2018-09-17 06:40:13,Present,Lab
23776,2019-01-05 04:04:50,Present,Online
4468,2019-05-18 23:04:45,Present,Lab
20610,2020-09-05 06:25:19,Present,Lab
46533,2021-07-02 17:01:19,Absent,Lab
47635,2017-12-22 15:08:09,Present,Lab
10381,2018-08-07 04:41:11,Present,Online
10099,2017-11-05 11:20:04,Present,Online
28991,2024-09-11 00:29:18,Present,Online
39427,2024-12-15 22:22:29,Absent,Lecture
31977,2024-04-30 06:37:24,Present,Lab
28863,2019-09-20 07:19:06,Absent,Lab
3033,2024-09-03 01:04:54,Present,Lab
17987,2019-07-21 02:41:22,Present,Lab
22725,2024-01-28 19:45:03,Present,Lab
41276,2021-12-28 14:46:50,Present,Online
43498,2021-01-10 20:48:21,Present,Lecture
34620,2020-09-25 18:52:08,Present,Lecture
6490,2024-05-09 22:48:56,Present,Online
26671,2020-03-18 00:02:37,Present,Lecture
17329,2022-07-26 16:03:15,Present,Lab
7250,2018-01-01 06:43:56,Present,Lab
30106,2018-12-22 05:16:47,Present,Lecture
31447,2019-06-12 20:17:28,Absent,Lecture
42292,2020-10-29 11:18:33,Present,Lab
43548,2018-08-29 13:16:14,Present,Lecture
31377,2021-02-23 05:48:12,Present,Lab
2686,2024-01-19 20:31:53,Present,Lab
43341,2022-10-09 04:57:12,Present,Online
3476,2023-07-21 05:12:19,Present,Lab
36140,2017-09-06 10:02:50,Present,Lecture
44663,2023-06-25 07:33:43,Present,Lecture
24772,2021-10-24 08:59:05,Absent,Lab
48869,2022-12-08 13:05:55,Present,Lab
1428,2019-10-31 15:20:57,Present,Online
34158,2019-08-20 23:47:05,Present,Lab
9641,2023-06-11 20:58:22,Absent,Lab
25636,2024-09-07 12:42:19,Present,Lecture
36592,2021-09-22 16:21:12,Present,Online
40046,2021-02-23 01:03:29,Present,Lecture
27706,2017-07-13 05:50:06,Present,Lab
19226,2022-05-06 16:35:43,Present,Lecture
34956,2017-03-25 18:58:14,Present,Lecture
20915,2022-08-19 20:13:12,Present,Lab
3443,2024-04-04 03:26:23,Present,Lecture
34474,2017-08-25 10:49:25,Present,Online
18862,2023-07-07 18:38:05,Present,Lab
18001,2018-07-16 13:50:29,Present,Lecture
27214,2024-05-17 14:03:54,Present,Lab
28824,2021-11-22 18:10:07,Present,Lecture
29917,2021-11-03 11:09:33,Present,Lab
12927,2021-04-10 04:12:57,Present,Lab
30823,2024-01-04 19:28:52,Present,Lecture
42626,2018-12-07 20:06:13,Absent,Lecture
44666,2020-09-02 06:18:58,Present,Lecture
48175,2020-05-02 09:45:35,Present,Lab
48329,2020-12-29 21:28:08,Present,Online
48285,2018-04-16 14:49:58,Present,Lecture
12998,2018-03-26 13:45:29,Absent,Online
40351,2022-09-16 13:04:57,Present,Lecture
44908,2017-11-03 06:04:49,Present,Lecture
5013,2021-06-06 17:27:37,Present,Lecture
39934,2023-10-09 23:56:14,Absent,Lecture
1768,2024-12-19 22:59:21,Present,Lab
46875,2021-04-03 05:24:20,Absent,Online
43941,2024-02-14 19:42:34,Present,Lecture
4145,2017-10-16 10:03:45,Present,Lecture
38531,2017-09-11 16:30:31,Present,Online
48761,2020-06-22 02:38:08,Absent,Online
12136,2018-10-08 04:07:33,Present,Lab
25776,2024-12-29 14:45:38,Present,Lab
12658,2020-05-15 03:38:58,Present,Lab
9309,2018-05-12 04:16:18,Present,Lab
49049,2022-01-17 09:21:57,Present,Lecture
44956,2018-09-24 11:15:32,Present,Lab
5091,2023-09-07 08:52:25,Present,Online
48651,2023-11-23 17:38:18,Present,Online
42992,2017-04-01 01:10:05,Present,Online
49799,2021-09-29 04:17:31,Present,Online
23124,2024-05-23 13:40:47,Present,Lecture
17882,2018-07-17 03:06:10,Present,Lab
19491,2022-12-28 19:18:53,Present,Lab
46054,2020-08-16 11:13:48,Absent,Online
12120,2019-01-31 16:39:07,Present,Lecture
32577,2020-02-14 19:53:23,Absent,Online
39609,2024-05-25 19:10:33,Present,Lab
27783,2020-05-12 12:05:22,Absent,Online
14432,2023-06-23 18:33:28,Present,Lab
29322,2019-01-01 11:45:52,Present,Online
713,2017-07-31 14:32:44,Absent,Lab
39212,2021-02-11 23:36:25,Present,Lab
29584,2017-10-28 07:39:42,Present,Lab
34593,2017-02-10 23:12:46,Present,Lecture
38901,2019-04-23 13:50:12,Present,Lab
43385,2021-06-19 20:36:55,Present,Lecture
12500,2022-02-08 20:58:22,Absent,Lab
1178,2024-01-05 10:40:09,Present,Online
35825,2018-04-06 12:54:39,Present,Online
5859,2022-10-03 14:41:59,Present,Lecture
28378,2017-03-02 09:52:18,Present,Lab
28104,2018-08-28 02:32:13,Present,Lecture
34273,2017-11-11 12:30:39,Present,Lab
12845,2017-10-13 07:53:45,Absent,Online
3353,2018-08-11 09:01:53,Present,Lab
1392,2018-02-23 19:12:46,Present,Lab
41448,2023-02-10 01:37:08,Present,Lab
5427,2017-03-22 17:49:03,Present,Lecture
47545,2024-10-22 22:42:04,Present,Lab
24363,2019-12-16 04:52:00,Present,Online
48986,2024-08-16 04:01:56,Present,Lab
11317,2018-07-05 00:08:31,Absent,Lab
39013,2023-08-22 19:03:06,Present,Lecture
26598,2022-08-25 01:45:55,Present,Lecture
5172,2020-04-17 14:37:07,Absent,Lab
46391,2021-08-21 09:54:36,Present,Lab
12901,2022-02-12 10:55:04,Present,Lecture
23202,2023-05-17 10:49:55,Present,Lab
48057,2023-11-01 20:51:33,Present,Lab
42104,2023-03-15 22:03:30,Present,Lab
20886,2018-03-05 19:27:54,Present,Lecture
36213,2023-09-12 15:12:05,Present,Lecture
7015,2021-02-12 11:17:27,Present,Lecture
19590,2021-06-30 15:23:47,Present,Lab
7802,2020-08-24 17:42:42,Present,Lab
42030,2017-10-31 20:43:38,Present,Lecture
30083,2017-04-20 06:46:48,Present,Lab
34736,2017-06-06 00:58:06,Present,Lab
15152,2017-07-15 10:58:10,Absent,Online
29909,2023-04-13 07:44:33,Present,Lab
1885,2023-07-04 23:41:47,Present,Online
30586,2019-08-16 02:14:52,Present,Online
45467,2018-11-18 04:39:28,Present,Lecture
34291,2022-04-02 10:12:17,Present,Lecture
42913,2023-12-25 04:32:24,Present,Online
13287,2024-11-07 13:48:57,Present,Lab
39065,2019-08-22 05:30:08,Absent,Lecture
6867,2018-03-02 14:36:41,Present,Lecture
17879,2024-06-29 03:19:11,Present,Lecture
44383,2022-12-25 10:16:06,Present,Online
3833,2023-06-14 14:48:31,Present,Lecture
31349,2017-02-10 07:06:03,Present,Lecture
16998,2022-12-03 08:31:09,Present,Lab
2184,2023-08-19 00:38:41,Present,Lecture
374,2017-12-05 14:54:21,Present,Lab
17620,2020-10-12 15:19:06,Present,Online
8411,2023-11-09 05:06:46,Absent,Online
44130,2018-05-09 19:58:39,Present,Lab
2670,2022-01-05 01:54:18,Absent,Online
49164,2017-12-22 13:54:59,Present,Online
23862,2023-01-04 12:18:32,Present,Lab
41484,2020-03-22 12:56:37,Present,Online
41058,2023-11-21 13:27:16,Present,Online
40145,2024-04-07 02:19:43,Present,Lab
45743,2019-02-03 11:07:45,Present,Online
46402,2018-01-11 23:34:51,Present,Lab
39201,2019-12-16 02:25:43,Present,Lab
7995,2020-01-16 00:49:28,Present,Lecture
35453,2021-04-29 14:31:58,Present,Lab
45772,2017-03-21 06:51:31,Present,Lab
15200,2022-12-30 03:17:35,Present,Lab
7860,2022-05-21 04:00:08,Present,Online
27922,2018-04-17 04:30:55,Present,Online
29152,2021-11-18 23:27:25,Present,Lab
5203,2018-12-31 18:53:22,Present,Lecture
39316,2021-06-19 00:59:42,Present,Lab
38907,2023-03-25 07:53:16,Absent,Online
21900,2020-09-26 22:04:28,Present,Online
13362,2021-11-20 08:38:00,Present,Lecture
32256,2022-05-03 22:50:33,Present,Lecture
44264,2017-11-03 18:01:30,Present,Online
44744,2020-07-24 23:57:28,Present,Online
8461,2021-01-14 15:29:55,Present,Lecture
47015,2018-04-01 09:41:43,Present,Lecture
22661,2023-10-16 02:22:54,Present,Online
47880,2018-11-06 09:26:58,Present,Lecture
31366,2024-11-11 18:49:56,Present,Online
30710,2020-10-17 16:49:47,Present,Lecture
12538,2023-12-09 20:41:19,Present,Lab
23796,2017-08-06 00:31:03,Present,Online
41095,2017-05-06 16:08:54,Present,Lecture
37752,2017-06-12 01:43:41,Present,Online
42140,2018-03-22 14:50:52,Present,Lab
4253,2017-12-13 18:33:07,Absent,Lecture
42136,2021-09-28 23:31:21,Present,Online
41886,2017-07-23 18:05:59,Present,Online
13733,2022-04-20 03:17:16,Present,Lecture
43526,2021-12-16 08:59:54,Present,Lab
44410,2018-10-18 18:27:17,Present,Lecture
36959,2017-10-12 22:44:07,Present,Lecture
46331,2019-12-29 00:22:56,Present,Online
2322,2019-08-04 02:19:30,Present,Lecture
20667,2024-02-23 01:50:53,Present,Lecture
32871,2021-02-03 18:36:25,Present,Lab
2902,2019-09-09 06:44:25,Present,Lecture
22797,2023-07-05 22:13:45,Present,Lecture
7286,2023-09-28 13:21:15,Present,Lecture
1639,2021-10-15 11:24:56,Present,Lab
36543,2023-05-14 21:52:02,Present,Lecture
45409,2023-11-25 02:21:12,Present,Lab
7716,2019-06-15 19:26:01,Present,Lecture
15121,2017-11-22 04:02:30,Present,Lecture
23965,2024-01-18 09:16:32,Present,Lecture
42003,2017-09-23 04:02:49,Present,Lecture
11798,2021-11-09 01:22:49,Present,Online
33905,2019-08-07 19:18:31,Present,Online
5005,2024-11-18 17:39:10,Present,Online
29118,2022-07-08 07:27:51,Present,Lecture
6573,2018-08-28 09:16:32,Present,Lab
347,2022-05-02 17:04:25,Present,Lab
39829,2023-01-16 12:36:33,Absent,Lecture
15308,2018-08-20 22:23:23,Present,Lecture
48191,2018-07-07 22:57:08,Present,Lecture
44922,2018-07-02 01:32:22,Present,Lab
31043,2020-01-30 07:09:36,Present,Lecture
43253,2024-12-14 04:49:19,Present,Lab
27553,2023-07-15 21:23:54,Present,Lecture
2083,2019-11-28 04:56:48,Present,Lab
4839,2022-10-22 20:58:25,Present,Lab
29575,2023-11-16 23:17:32,Present,Lab
34288,2020-08-05 12:18:07,Present,Online
6804,2020-09-13 16:29:53,Absent,Online
45012,2022-02-16 05:54:30,Present,Online
21429,2024-03-20 23:10:16,Present,Online
40201,2017-06-15 08:38:21,Absent,Lab
4982,2021-11-18 17:46:29,Present,Lab
16589,2024-04-18 23:08:46,Absent,Online
27547,2019-03-22 09:15:28,Present,Lecture
16334,2018-07-20 12:08:35,Present,Lecture
13668,2019-04-13 08:43:54,Present,Lab
2672,2021-09-13 21:43:11,Present,Online
28319,2020-09-20 16:41:10,Present,Lab
39202,2022-07-28 07:11:50,Present,Lab
43332,2020-11-07 18:05:19,Absent,Online
41863,2023-07-04 05:09:23,Present,Lecture
26125,2018-09-03 02:54:56,Absent,Lecture
22814,2021-08-10 18:43:02,Present,Lecture
4719,2022-11-21 21:56:03,Present,Lab
13282,2023-12-13 04:27:22,Present,Online
30491,2017-04-26 21:18:20,Absent,Lecture
2163,2023-05-23 23:09:16,Present,Lab
34460,2017-01-18 20:46:50,Present,Lecture
